"apn","project_number","name","ahtf_pa","site_cd","community","council_district","development_stage","construction_type","housing_type","hcidla_funded","leverage","tax_exempt_conduit_bond","tdc","photo","jobs","developer","management_company","contact_phone"
"5408029005","10-117999","CHINATOWN METRO APARTMENTS","808 N NORTH SPRING ST CA 90012","1","CHINATOWN","1","READY FOR OCCUPANCY","BOTH REHAB AND NEW CONSTRUCTION","SENIORS","12600000","28500009","3810000","44910009","http://hcidapp.lacity.org/mpphotos/10-117999/Photo/Website/Chinatown%20Metro.JPG","322","META HOUSING CORPORATION","WESTERN SENIORS HOUSING, INC.","(949) 748-8201"
"5075037024","80053","PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 4)","1745 W 20th  Los Angeles, CA 90007","4","WEST ADAMS","1","READY FOR OCCUPANCY","REHAB","FAMILY","4575000","10250907","0","14825907","http://hcidapp.lacity.org/mpphotos/080053/Photo/Website%20Site4/PH&D%201400%20Kenmore.jpg","45","Gubb and Barshay","LITTLE TOKYO SERVICE CENTER","(213) 434-1645"
"5143024008","10-117625","BIXEL HOUSE APARTMENTS","625 S BIXEL ST CA 90017","1","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","850000","10220352","0","11070352","http://hcidapp.lacity.org/mpphotos/10-117625/Photo/Website/Bixel%20House.jpg","64","Bixel House Apartments, LP","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5136020025","15-122548","CASA CARMEN SENIOR APARTMENTS","1800 W 11TH ST CA 90006","1","PICO-UNION","1","READY FOR OCCUPANCY","BOTH REHAB AND NEW CONSTRUCTION","SPECIAL NEEDS","2580000","9138795","0","11718795","http://hcidapp.lacity.org/mpphotos/15-122548/Photo/Website/Casa%20Carmen.JPG","123","1010 DEVELOPMENT CORPORATION","BARKER MANAGEMENT INC.","(213) 628-1036"
"5076019031","10-104715","MENLO FAMILY HOUSING","1230 S MENLO AVE CA 90006","1","PICO-UNION","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6309887","19253250","0","25563137","http://hcidapp.lacity.org/mpphotos/10-104715/Photo/Website/10-104715.JPG","202","Menlo Family Housing, L.P","LTSC CDC PROPERTY MANAGEMENT","(213) 473-3021"
"5077020016","05-117193","LEEWARD APTS. (SITE 4)","2818 W LEEWARD AVE CA 90005","4","WILSHIRE CENTER","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","7103994","10208936","17312930","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5153024008","18-124748","HARTFORD VILLA APARTMENTS (SITE 2)","459 S HARTFORD AVE 1-60 CA 90017","2","WESTLAKE","1","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","14211535","0","0","14211535","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","406","Single Room Occupancy Housing Corporation","SINGLE ROOM OCCUPANCY HOUSING CORPORATION","(213) 229-9640"
"5142002904","80006","MACARTHUR PARK METRO APTS-PHASE A","681 S BONNIE BRAE ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","N/A","N/A","10935748","14269866","2450000","27655614","http://hcidapp.lacity.org/mpphotos/080006/Photo/Website/macparkmetro1901_7th_7213019%20[2].png","312","McCormack Baron Salazar","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.","(314) 421-1160"
"5474022011","12-118878","EAGLE VISTA (AKA TEAGUE TERRACE)","4260 N EAGLE ROCK BLVD CA 90041","1","GLASSELL PARK","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","1773961","15806726","0","17580687","http://hcidapp.lacity.org/mpphotos/12-118878/Photo/Website/150_2830.png","159","Women Organizing Resources Knowledge & Services","SOLARI ENTERPRISES INC.","(714) 282-2520"
"5153023017","07-117237","QUEEN APARTMENTS (SITE 3)","445 S LUCAS AVE CA 90017","3","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","10271751","7300000","17571751","http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site3/Queens%20(site3)%20445%20Lucas.png",,"N/A","THE JOHN STEWART COMPANY","(213) 833-1860"
"5076019029","12-118854","FREEMAN VILLA","1229 S WESTMORELAND AVE CA 90006","1","PICO-UNION","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0","3973637","3886000","7859637","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Blackbriar Development, LLC","ALPHA PROPERTY MANAGEMENT INC.","N/A"
"5153023008","08-117188","ANDALUCIA HEIGHTS","450 S HARTFORD AVE CA 90017","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","5354118","19753513","0","25107631","http://hcidapp.lacity.org/mpphotos/08-117188/Photo/Website/andalucia%20heights.png","274","W.O.R.K.S.,","FPI MANAGEMENT, INC","(916) 813-0056"
"5124031012","20291","ALEGRIA APARTMENTS","801 W 23RD ST CA 90007","1","UNIVERSITY PARK","1","READY FOR OCCUPANCY","REHAB","FAMILY","602162","3087124","0","3689286","http://hcidapp.lacity.org/mpphotos/020291/Photo/Website/CD%201%20-%20Alegria%20-%20020291.jpg","15","ESPERANZA COMMUNITY HOUSING,","ABODE COMMUNITIES","(213) 225-2772"
"5143013029","06-117195","CONCORD APARTMENTS (GRP. A & B)","1348 W INGRAHAM ST CA 90017","1","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","7334438","8579256","15913694","http://hcidapp.lacity.org/mpphotos/06-117195/Photo/Website/BONDS%20Concord%20A%20&%20B.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5141025005","13-119320","THE SIX (FORMERLY CARONDELET APARTMENTS)","811 S CARONDELET ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","4277100","11875978","0","16153078","http://hcidapp.lacity.org/mpphotos/13-119320/Photo/Website/The-Six-dusk-495x400.png","158","Skid Row Housing Trust","SRHT PROPERTY MANAGEMENT COMPANY","(213) 683-0522 x127"
"5124024009","15-122656","ST. JAMES PARK","839 W ADAMS BLVD 1-18 CA 90007","1","UNIVERSITY PARK","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","27481703","9879228","37360931","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Retirement Housing Foundation","FOUNDATION PROPERTY MANAGEMENT, INC.","(213) 746-9548"
"5135004006","70172","TWO WORLD APARTMENTS (SITE 3)","1306 S WESTLAKE AVE CA 90006","3","PICO-UNION","1","READY FOR OCCUPANCY","REHAB","SENIORS","3225000","17094146","0","20319146","http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site3/Two%20Worlds%201306%20S.%20Westlake%20-%20070172.png","99","TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,","N/A","N/A"
"5143013022","15-122534","7TH & WITMER APARTMENTS","1301 W 7TH ST CA 90017","1","WESTLAKE","1","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","1500000","0","0","1500000","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","270","Deep Green Housing and Community Development","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5075006018","40067","ROYALS APARTMENTS (SITE 3)","1327 S CATALINA ST CA 90006","3","HARVARD HEIGHTS","1","READY FOR OCCUPANCY","REHAB","FAMILY","1100000","13039479","0","14139479","http://hcidapp.lacity.org/mpphotos/040067/Photo/Website%20Site3/royalscatalina1327catalina315072of6(PNG).png","49","Preservation Partners Management Group, Inc.","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6673"
"5155031031","16-123325","NEW PARK PLACE (RECAP)","2500 W 4TH ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","4638956","1070000","5708956","http://hcidapp.lacity.org/mpphotos/16-123325/Photo/Website/2500%20W%204th%20St.png",,"Abode Communities","ABODE COMMUNITIES","(213) 225-2708"
"5137032023","09-117198","MOSAIC APARTMENTS","1521 W PICO BLVD 1-56 CA 90015","1","PICO-UNION","1","READY FOR OCCUPANCY","N/A","N/A","746480","20733937","0","21480417","http://hcidapp.lacity.org/mpphotos/09-117198/Photo/Website/mosaic%20cropped.png","149","Foundation For Affordable Housing, Inc","FPI MANAGEMENT","(714) 641-5110"
"5056012007","80053","PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 5)","1810 S MAGNOLIA AVE CA 90006","5","PICO-UNION","1","READY FOR OCCUPANCY","REHAB","FAMILY","4575000","10250907","0","14825907","http://hcidapp.lacity.org/mpphotos/080053/Photo/Website%20Site5/PH&D%201810%20Magnolia.jpg","45","Gubb and Barshay","LITTLE TOKYO SERVICE CENTER","(213) 434-1645"
"5141013029","70034","SEVEN MAPLES","2618 W 7TH ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","4124520","14506378","0","18630898","http://hcidapp.lacity.org/mpphotos/070034/Photo/Website/CD%201%20-%20Seven%20Maples.jpg","144","LOS ANGELES HOUSING PARTNERSHIP INC.,","THE JOHN STEWART COMPANY","(213) 787-2700"
"5205012007","60021","CAMINO AL ORO","330 W AVENUE 26 CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","681735","13128422","0","13810157","http://hcidapp.lacity.org/mpphotos/060021/Photo/Website/CD%201%20-%20Camino%20Al%20Oro.jpg","96","CAMINO AL ORO FUND, L.P.","FPI MANAGEMENT","(714) 641-5110"
"5135005008","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 9)","1350 S BONNIE BRAE ST CA 90006","9","PICO-UNION","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","7334438","8579256","15913694","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5077023015","11-117793","CAROLINE SEVERANCE MANOR","2914 - 2924 W 8TH ST  Los Angeles, CA 90005","1","WILSHIRE CENTER","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","891000","31386403","0","32277403","http://hcidapp.lacity.org/mpphotos/11-117793/Photo/Website/severancemanor4814_007.png","292","MERCY HOUSING CALIFORNIA 56","MERCY HOUSING MANAGEMENT GROUP (MHM)","(213) 863-0250"
"5142015004","80011","YOUNG BURLINGTON APARTMENTS","820 S BURLINGTON AVE 1-21 CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","1845000","9161655","0","11006655","http://hcidapp.lacity.org/mpphotos/080011/Photo/Website/080011.png","89","W.O.R.K.S.,","SOLARI ENTERPRISES, INC.","(714) 282-2520 x201"
"5405021065","30166","FIGUEROA PLACE","1320 W SUNSET BLVD 1-33 CA 90026","1","ANGELINO HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","1647000","8292373","0","9939373","http://hcidapp.lacity.org/mpphotos/030166/Photo/Website/CD%201%20-%20Figueroa%20Place%20-%20030166.jpg","63","FIGUEROA PLACE, LP","MONROE GROUP LTD., PROFESSIONAL PROPERTY MANAGEMENT","N/A"
"5153023019","07-117237","QUEEN APARTMENTS (SITE 4)","451 S LUCAS AVE CA 90017","4","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","10271751","7300000","17571751","http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site4/Queens%20Apt%20(site4)%20457%20Lucas.png",,"N/A","THE JOHN STEWART COMPANY","(213) 833-1860"
"5078026028","11-118571","LA PRO II (SITE 2)","1100 S BERENDO ST CA 90006","2","KOREATOWN","1","READY FOR OCCUPANCY","N/A","N/A","2000000","31674331","0","33674331","http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website%20Site2/la%20pro%20ii%2011-118571d.JPG","208","LA Pro II Preservation Limited Partnership","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6671"
"5142018010","15-121798","LEASTER APARTMENTS","825 S GREEN AVE CA 90017","1","WESTLAKE","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","14979000","9162000","24141000","http://hcidapp.lacity.org/mpphotos/15-121798/Photo/Website/Project.png",,"Pico Union Housing Corporation","GENESSY MANAGEMENT AND DEVELOPMENT, LLC","(323) 913-2905"
"5124013020","16-123327","DUDLEY OAKS","2119 S OAK ST CA 90007","1","UNIVERSITY PARK","1","UNDERCONSTRUCTION","ACQUISITION + REHAB","AT-RISK","0","6351176","4912200","11263376","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Thomas Safran & Associates Development, Inc","THOMAS SAFRAN AND ASSOCIATES, INC.","(310) 820-4888"
"5152007049","40008","EMERALD TERRACE APTS.","1345 W EMERALD DR  Los Angeles, CA 90026","1","TEMPLE-BEAUDRY","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","4287128","19724861","0","24011989","http://hcidapp.lacity.org/mpphotos/040008/Photo/Website/CD%201%20-%20Emeral%20Terrace%20-%20040008.jpg","145","META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5135016017","05-117193","LEEWARD APTS. (SITE 3)","1134 W 17TH ST 1-28 CA 90015","3","PICO-UNION","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","7103994","10208936","17312930","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5142014043","16-123081","CRESCENT VILLAGES (RECAP)","1721 W 8TH ST CA 90017","1","WESTLAKE","1","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","535608","15855122","10144000","26534730","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Valued Housing II, LLC","N/A","N/A"
"5141010004","20273","TIDES SENIORS APARTMENTS","623 S RAMPART BLVD CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","621614","4867990","0","5489604","http://hcidapp.lacity.org/mpphotos/020273/Photo/Website/CD%201%20-%20Tides,%20The.JPG","5","LOS ANGELES HOUSING PARTNERSHIP,","FPI MANAGEMENT","(714) 641-5110"
"5205013009","40051","FLORES DEL VALLE","222 N AVENUE 23  LOS ANGELES, CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","4800000","25074282","0","29874282","http://hcidapp.lacity.org/mpphotos/040051/Photo/Website/CD%201%20-%20James%20Woods%20Apts.jpg","147","AMCAL FLORES DEL VALLE FUND, L.P.","FPI MANAGEMENT, INC","(323) 235-5506"
"5124024009","15-122656","ST. JAMES PARK (SITE 4)","825 W ADAMS BLVD CA 90007","4","UNIVERSITY PARK","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","27481703","9879228","37360931","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Retirement Housing Foundation","FOUNDATION PROPERTY MANAGEMENT, INC.","(213) 746-9548"
"5137007027","40001","JAMES WOOD APARTMENTS","1328 W JAMES M. WOOD BLVD 1-18 CA 90015","1","PICO-UNION","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3233454","14858587","2100000","20192041","http://hcidapp.lacity.org/mpphotos/040001/Photo/Website/James%20Woods%20(1).jpg","61","DECRO CORPORATION,","JOHN STERN","(213) 749-0214 x203"
"5153005027","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 2)","522 S UNION AVE CA 90017","2","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","7334438","8579256","15913694","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5124015902","14-121653","NORWOOD LEARNING VILLAGE","2009 S OAK ST CA 90007","1","UNIVERSITY PARK","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2179360","17377723","0","19557083","http://hcidapp.lacity.org/mpphotos/14-121653/Photo/Website/Norwood%20Learning%20Center.jpg","100","Thomas Safran & Associates Development, Inc","THOMAS SAFRAN & ASSOCIATES INC","(310) 820-4888"
"5137034009","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 7)","1682 W 12TH PL CA 90015","7","PICO-UNION","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","7334438","8579256","15913694","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5211007054","60060","MANITOU VISTAS I","3422 E MANITOU AVE CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","N/A","N/A","2749622","20163903","0","22913525","http://hcidapp.lacity.org/mpphotos/060060/Photo/Website/CD%201%20-%20Manitou%20Vistas.jpg","174","ADVANCED DEVELOPMENT & INVESTMENT,","WESTLAKE HOUSING, LP","(512) 782-4898"
"5152007027","50029","CORONITA FAMILY","204 S LUCAS AVE 1-21 CA 90026","1","TEMPLE-BEAUDRY","1","READY FOR OCCUPANCY","ACQUISITION + NEW CONSTRUCTION","FAMILY","2269560","5680952","0","7950512","http://hcidapp.lacity.org/mpphotos/050029/Photo/Website/coronita204lucas3of511308(PNG).png","47","META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5076018023","15-122540","WESTMORE LINDEN SENIORS (PHASE 1)","1250 S WESTMORELAND AVE CA 90006","1","PICO-UNION","1","UNDERCONSTRUCTION","NEW CONSTRUCTION","SENIORS","0","0","0","0","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","229","West Hollywood Community Housing Corporation","N/A","N/A"
"5205012008","60022","TESORO DEL VALLE","2301 N HUMBOLDT ST CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","936022","20075651","0","21011673","http://hcidapp.lacity.org/mpphotos/060022/Photo/Website/CD%201%20-%20Tesoro%20Del%20Valle%20-%20060022.jpg","121","AMCAL Multi-Housing, Inc.","FPI MANAGEMENT","(714) 641-5110"
"5137032023","09-117198","MOSAIC APARTMENTS","1526 W 12TH PL CA 90015","1","PICO-UNION","1","READY FOR OCCUPANCY","N/A","N/A","0","0","0","0","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","149","N/A","N/A","N/A"
"5456012904","09-117384","GLASSELL PARK COMMUNITY HSG/AKA RIO VISTA APT","3000 N VERDUGO ROAD 1-50 CA 90065","1","GLASSELL PARK","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2640475","26061533","0","28702008","http://hcidapp.lacity.org/mpphotos/09-117384/Photo/Website/glassellpark1912_007-.png","260","Abode Communities / fka LA COMMUNITY DESIGN CENTER,","ABODE COMMUNITIES (FORMERLY LACDC)","(213) 225-2756"
"5075001016","30171","PICO NEW HAMPSHIRE APTS.","1308 S NEW HAMPSHIRE AVE 1-30 CA 90006","1","HARVARD HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","1942833","4694005","840000","7476838","http://hcidapp.lacity.org/mpphotos/030171/Photo/Website/CD%201%20-%20Pico%20New%20Hampshire.jpg","58","1010 DEVELOPMENT CORPORATION","1010 DEVELOPMENT","(213) 749-0214"
"5153005026","07-117237","QUEEN APARTMENTS (SITE 5)","516 S UNION AVE CA 90017","5","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","10271751","7300000","17571751","http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site5/Queens%20Apt(site5)%20516%20Union.png",,"N/A","THE JOHN STEWART COMPANY","(213) 833-1860"
"5075007010","80053","PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 2)","1400 S KENMORE AVE CA 90006","2","HARVARD HEIGHTS","1","READY FOR OCCUPANCY","REHAB","FAMILY","4575000","10250907","0","14825907","http://hcidapp.lacity.org/mpphotos/080053/Photo/Website%20Site2/PH&D%201745%20W%2020th.jpg","45","Gubb and Barshay","LITTLE TOKYO SERVICE CENTER","(213) 434-1645"
"5445006907","14-121136","TAYLOR YARD SENIOR HOUSING","2590 E ARVIA ST CA 90065","1","ATWATER VILLAGE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","3728729","30181206","0","33909935","http://hcidapp.lacity.org/mpphotos/14-121136/Photo/Website/Taylor%20Yard%20Senior.png","311","McCormack Baron Salazar, Inc.","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.","(213) 236-2694"
"5160010029","20285","COURT STREET APTS.","1301 W COURT ST CA 90026","1","TEMPLE-BEAUDRY","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2143000","4691845","0","6834845","http://hcidapp.lacity.org/mpphotos/020285/Photo/Website/CD%201%20-%20Court%20Street%20Apts..JPG","40","COURT STREET APARTMENTS, L.P.","COMMUNITY HOUSING MANAGEMENT SERVICES","N/A"
"5143013034","16-123081","CRESCENT VILLAGES (RECAP) (SITE 2)","1315 W 7TH ST CA 90017","2","WESTLAKE","1","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","535608","15855122","10144000","26534730","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Valued Housing II, LLC","N/A","N/A"
"5154027029","18-125018","WEST THIRD APARTMENTS","1900 W 3RD ST CA 90057","1","WESTLAKE","1","UNDERCONSTRUCTION","REHAB","SPECIAL NEEDS","10291998","32097588","0","42389586","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Figueroa Economical Housing Development Corporation","STEP UP ON SECOND, INC.","(310) 576-1308"
"5141024013","60006","CARONDELET COURT APT HOMES","816 S CARONDELET ST 1-33 CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2587880","10716545","0","13304425","http://hcidapp.lacity.org/mpphotos/060006/Photo/Website/CD%201%20-%20Carondelet%20Court.JPG","78","AMERICAN COMMUNITIES, LLC","THE JOHN STEWART COMPANY","(213) 384-3118"
"5446025013","14-121118","MARMION WAY APARTMENTS","3500 N MARMION WAY CA 90065","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","5315691","16387727","0","21703418","http://hcidapp.lacity.org/mpphotos/14-121118/Photo/Website/100_3940.png","158","D.L.Horn & Associates, LLC","CONAM MANAGEMENT","(858) 614-7459"
"5208019043","05-117217","LEXINGTON APARTMENTS A/B","3035 N SIERRA ST CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","6771719","10247566","17019285","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5154031033","60068","VILLAS DEL LAGO","456 S LAKE ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","5282280","20093729","0","25376009","http://hcidapp.lacity.org/mpphotos/060068/Photo/Website/CD%201%20-%20Villas%20Del%20Lago.jpg","152","W.O.R.K.S.,","FPI MANAGEMENT","(714) 641-5110"
