LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0003328022-0001-6,YUN JA NAM,SOPHIA PATTERN,1740 S LOS ANGELES STREET    #116,LOS ANGELES,90015-3631,1740 Los Angeles 90015-3631,,,,238990,All other specialty trade contractors,14,08/08/2022,,"(34.031, -118.2628)",23076,9,694,1220,7,76
0003327993-0001-2,JASON DOHERTY,,7112 ANDASOL AVENUE,LAKE BALBOA,91406-3540,7112 Andasol 91406-3540,,,,531320,Offices of real estate appraisers,6,08/01/2020,,"(34.1997, -118.5118)",19734,3,261,1091,,61
0003327992-0001-8,CHADMAR CYPRESS PRESERVE LLC,,11100 SANTA MONICA BLVD SUITE #775,LOS ANGELES,90025-3396,11100 SANTA MONICA 90025-3396,,,,999999,Unclassified establishments (unable to classify),5,06/01/2022,,"(34.0467, -118.4442)",23443,6,860,1385,9,75
0003327991-0001-3,JORDAN EPPS,,20331 MOBILE STREET,WINNETKA,91306-4242,20331 Mobile 91306-4242,,,,425120,Wholesale trade agents & brokers,3,01/01/2018,,"(34.1903, -118.5766)",4282,4,294,318,,66
0003327990-0001-9,MATTHEW BENSADIGH,,4221 WILSHIRE BLVD SUITE #290-11,LOS ANGELES,90010-3530,4221 WILSHIRE 90010-3530,,,,621330,Offices of mental health practitioners (except physicians),13,08/11/2022,,,,,,,,
0003327986-0001-2,WERNER ENTERTAINMENT,,770 NAPOLI DRIVE,PACIFIC PALISADES,90272-4512,770 Napoli 90272-4512,1880 CENTURY PARKS  E SUITE #1600,LOS ANGELES,90067-1600,512200,Sound recording industries,11,06/01/2022,,"(34.042, -118.5095)",25066,10,839,1524,,
0003327985-0001-8,GOOD HUMOR TELEVISION,,770 NAPOLI DRIVE,PACIFIC PALISADES,90272-4512,770 Napoli 90272-4512,1880 CENTURY  PARK SUITE #1600,LOS ANGELES,90067-1661,443112,"Radio, television, & other electronics stores",11,06/01/2022,,"(34.042, -118.5095)",25066,10,839,1524,,
0003327982-0001-4,"EXTRA SPACE MANAGEMENT, INC.",EXTRA SPACE STORAGE (#7738),5555 W MANCHESTER AVENUE,LOS ANGELES,90045-4413,5555 Manchester 90045-4413,2795 E COTTONWOOD PARKWAYS  UNIT #300,SALT LAKE CITY,84121-6928,424990,Other miscellaneous nondurable goods,11,07/26/2022,,"(33.9603, -118.3781)",23676,10,933,1069,10,16
0003327976-0001-9,ELIZABETH PEREZ,,7408 AMIGO AVENUE,RESEDA,91335-2810,7408 Amigo 91335-2810,,,,811120,"Automotive body, paint, interior, & glass repair",3,01/01/2018,,"(34.2051, -118.538)",18909,4,250,278,,12
0003327974-0001-0,CHRISTINE GARCIA,,839 WILCOX AVENUE,LOS ANGELES,90038-3617,839 Wilcox 90038-3617,,,,541600,"Management, scientific, & technical consulting services",13,01/01/2018,,"(34.0864, -118.3313)",23669,7,443,869,,86
0003327970-0001-1,JONATHAN ANGLE / BONNIE ANGLE,,831 N LELAND AVENUE,SAN PEDRO,90732-2633,831 Leland 90732-2633,,,,238990,All other specialty trade contractors,15,01/01/2018,,"(33.7508, -118.3013)",3343,15,973,1445,,25
0003327966-0001-5,CHAD CAMPBELL,,8350 YUCCA TRAIL,LOS ANGELES,90046-1956,8350 YUCCA 90046-1956,7713 NW WESTSIDE DRIVE,KANSAS CITY,64152-1539,812990,All other personal services,4,01/01/2018,,"(34.104, -118.3719)",23677,7,458,727,,81
0003327965-0001-1,ROKSANA PIROUZMAND,,5350 BEVIS AVENUE,SHERMAN OAKS,91411-4013,5350 Bevis 91411-4013,,,,711510,"Independent artists, writers, & performers",4,01/01/2018,,"(34.1681, -118.4561)",19735,7,247,666,,83
0003327962-0001-7,DAVID PETROSYAN,,13857 RUNNYMEDE STREET,VAN NUYS,91405-1518,13857 RUNNYMEDE 91405-1518,,,,541990,"All other professional, scientific, & technical services",2,01/01/2018,,"(34.206, -118.4355)",19733,5,217,469,,18
0003327960-0001-8,ESSARE & CO,,96 KEMPTON,IRVINE,92620-2139,96 Kempton 92620-2139,,,,621340,"Offices of physical, occupational & speech therapists, & audiologists",0,07/28/2022,,"(33.7038, -117.7439)",12554,,,,,
0003327958-0001-1,KYLE TIPPIT,,10967 AYRES AVENUE,LOS ANGELES,90064-3242,10967 AYRES 90064-3242,,,,561790,Other services to buildings & dwellings,5,04/01/2018,,"(34.0382, -118.431)",24029,6,869,1305,9,75
0003327955-0001-7,MARK CALDWELL,,3130 W 69TH STREET,LOS ANGELES,90043-4724,3130 69th 90043-4724,,,,234120,Bridge and Tunnel Construction (1997 NAICS),8,01/01/2018,,"(33.9763, -118.3277)",23674,14,759,353,7,24
0003327948-0001-7,SCREEN ACTORS GUILD - AMERICAN FEDERATION OF TELEVISION RADIO ARTIST,,5757 WILSHIRE BLVD FLOOR #7TH,LOS ANGELES,90036-5810,5757 Wilshire 90036-5810,,,,812990,All other personal services,5,03/30/2012,,"(34.063, -118.353)",23667,7,634,1509,,26
0003327945-0001-3,CARLOS NUNEZ,,7644 TEESDALE AVENUE,NORTH HOLLYWOOD,91605-2138,7644 Teesdale 91605-2138,,,,812990,All other personal services,2,01/01/2019,,"(34.2096, -118.4092)",8888,5,159,465,,71
0003327944-0001-9,HABITUE PROVISIONS LLC,,5812 VIRGINIA AVENUE,LOS ANGELES,90038-2067,5812 VIRGINIA 90038-2067,15260 VENTURA BLVD SUITE #980,SHERMAN OAKS,91403-5344,713900,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",13,01/25/2022,,"(34.0915, -118.3163)",23669,8,426,517,,57
0003327941-0001-5,MARKISHA BROWN,,4825 MCKINLEY AVENUE,LOS ANGELES,90011-5422,4825 McKinley 90011-5422,,,,812990,All other personal services,9,05/15/2018,,"(33.9989, -118.2612)",22727,13,723,893,7,
0003327940-0001-1,MADELINE MCCUSKEY,,3940 LAUREL CANYON BLVD UNIT #583,STUDIO CITY,91604-3709,3940 Laurel Canyon 91604-3709,,,,812990,All other personal services,4,01/01/2018,,"(34.1421, -118.3942)",8492,5,351,1353,6,84
0003327939-0001-8,CRYSTAL OROZCO,ABRAZOS,2830 WABASH AVENUE,LOS ANGELES,90033-2605,2830 Wabash 90033-2605,,,,446120,"Cosmetics, beauty supplies, & perfume stores",14,04/01/2022,,"(34.0498, -118.1971)",23450,9,513,944,,38
0003327938-0001-3,DYNAMIC COMPANY,DYNAMIC JEWELRY,606 S HILL STREET SUITE #608,LOS ANGELES,90014-1720,606 Hill 90014-1720,,,,423940,"Jewelry, watch, precious stone, & precious metals",14,08/05/2022,,"(34.047, -118.253)",23075,9,541,683,,76
0003327936-0001-4,JERRY SUN,,2419 LINCOLN HIGH DRIVE,LOS ANGELES,90031-2838,2419 Lincoln High 90031-2838,,,,518111,Internet service providers,14,01/01/2018,,"(34.0746, -118.1998)",23449,11,486,607,,1
0003327935-0001-0,MATTHEW ROBINSON,,6050 CANTERBURY DRIVE    #E116,CULVER CITY,90230-6812,6050 Canterbury 90230-6812,,,,238990,All other specialty trade contractors,0,08/15/2022,,"(33.983, -118.3826)",24678,,2148,78,,
0003327933-0001-1,ALSTOM TRANSPORTATION INC.,ALSTOM TRANSPORTATION INC,210 PINTADO STREET,VALLEJO,94592-1185,210 PINTADO 94592-1185,1001 FRONTENAC ROAD,NAPERVILLE,60563-1746,425120,Wholesale trade agents & brokers,0,06/01/2017,,,,,,,,
0003327928-0001-0,MICHAEL IEMMA,,4613 AMBROSE AVENUE,LOS ANGELES,90027-1902,4613 Ambrose 90027-1902,,,,812990,All other personal services,4,01/01/2018,,"(34.1103, -118.2909)",23445,7,400,511,,3
0003327923-0001-7,ROWENA CAYME,,21212 MARIPOSA AVENUE,TORRANCE,90502-1818,21212 MARIPOSA 90502-1818,,,,812990,All other personal services,0,01/01/2015,,,,,,,,
0003327920-0001-3,REPUBLICAN JEWISH COALITION,,21031 VENTURA BLVD SUITE #308,WOODLAND HILLS,91364-2243,21031 Ventura 91364-2243,,,,812990,All other personal services,3,01/01/2008,,"(34.1673, -118.5918)",19346,4,312,1491,6,49
0003327918-0001-6,LUPITA GABRIELA CARDENAS,,1211  1/2 OAK GROVE DRIVE,LOS ANGELES,90041-3101,1211 Oak Grove 90041-3101,POST OFFICE BOX #41855,LOS ANGELES,90041-0855,621330,Offices of mental health practitioners (except physicians),14,08/22/2022,,"(34.1316, -118.1937)",23672,9,364,572,,60
0003327917-0001-1,6742 VANNUYS LLC,,10425 BURBANK BLVD,NORTH HOLLYWOOD,91601-2216,10425 Burbank 91601-2216,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,03/19/2021,,"(34.1724, -118.3588)",8488,5,199,526,,13
0003327915-0001-2,YONGWOO LEE,,516 N IRVING BLVD,LOS ANGELES,90004-1407,516 Irving 90004-1407,,,,531390,Other activities related to real estate,13,01/01/2013,,"(34.0795, -118.3185)",22721,7,449,1308,,86
0003327914-0001-8,CHADMAR LIT ROLLING HILLS LLC,,11100 SANTA MONICA BLVD SUITE #775,LOS ANGELES,90025-3396,11100 Santa Monica 90025-3396,,,,999999,Unclassified establishments (unable to classify),5,06/01/2022,,"(34.0467, -118.4442)",23443,6,860,1385,9,75
0003327913-0001-3,CAROL A LIN,,3324 S BEVERLY DRIVE,LOS ANGELES,90034-2808,3324 Beverly 90034-2808,,,,621111,Offices of physicians (except mental health specialists),5,07/01/2016,,"(34.0306, -118.3988)",23451,6,879,1006,,95
0003327912-0001-9,BURBANK CAHUENGA LLC,,10425 BURBANK BLVD,NORTH HOLLYWOOD,91601-2216,10425 Burbank 91601-2216,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,03/19/2021,,"(34.1724, -118.3588)",8488,5,199,526,,13
0003327910-0001-0,MORGAN E DETIENNE,,1971 N VERMONT AVENUE,LOS ANGELES,90027-1820,1971 Vermont 90027-1820,,,,561110,Office administrative services,4,04/01/2018,,"(34.1072, -118.2919)",23445,7,402,1326,,3
0003327908-0001-2,CHADMAR MAMMOTH VENTURE LLC,,11100 SANTA MONICA BLVD SUITE #775,LOS ANGELES,90025-3396,11100 SANTA MONICA 90025-3396,,,,999999,Unclassified establishments (unable to classify),5,06/01/2022,,"(34.0467, -118.4442)",23443,6,860,1385,9,75
0003327904-0001-4,JANGBAGUNI INC,,3508 W 8TH STREET,LOS ANGELES,90005-2902,3508 8th 90005-2902,,,,423990,Other miscellaneous durable goods,10,08/04/2022,,"(34.0576, -118.3068)",22722,12,609,647,,89
0003327902-0001-5,ROSE LORAYA,,545 S CATALINA STREET APT #5,LOS ANGELES,90020-2233,545 Catalina 90020-2233,,,,999999,Unclassified establishments (unable to classify),10,01/01/2018,,"(34.0642, -118.2958)",23081,12,597,1316,,89
0003327900-0001-6,JOAN F MORRISSEY,,3361 WADE STREET,LOS ANGELES,90066-1531,3361 Wade 90066-1531,,,,541990,"All other professional, scientific, & technical services",11,01/01/2018,,"(34.0113, -118.4449)",24031,10,891,856,10,27
0003327895-0001-3,NIKKI DELGADO,,7721 TWINING WAY,CANOGA PARK,91304-6032,7721 Twining 91304-6032,,,,812990,All other personal services,3,01/01/2018,,"(34.2108, -118.6043)",4279,4,281,887,,37
0003327894-0001-9,LASHANDRIA  LEFFALL,DEAR EARL VINTAGE,7801 Melrose #6,Los Angeles,90046-7257,7801 MELROSE 90046,5342 Donna,Tarzana,91356-3202,448150,Clothing accessories stores,0,09/01/2022,,,,,,,,
0003327893-0001-4,BETHANY WALLS,,5811  1/2 FRANKLIN AVENUE,LOS ANGELES,90028-5609,5811 FRANKLIN 90028-5609,,,,711510,"Independent artists, writers, & performers",4,01/01/2021,,"(34.1055, -118.3162)",24033,7,403,1296,16,64
0003327892-0001-0,SAL ROSALES ENTERPRISE LLC,,6801 Lankershim #115,N Hollywood,91605-6112,6801 LANKERSHIM 91605,,,,722211,Limited-service eating places,2,08/12/2022,,"(34.1942, 34.1942)",,,,,,
0003327889-0001-8,KATHRYN HOSTETTLER LCSW WELLNESS INC,,7113 OAKDALE AVENUE,WINNETKA,91306-3627,7113 Oakdale 91306-3627,,,,541100,Legal services,3,01/01/2022,,"(34.1996, -118.5669)",4282,4,291,1468,,66
0003327888-0001-3,KRISTIN C OLSON,,16800 BLACKHAWK STREET,GRANADA HILLS,91344-7301,16800 Blackhawk 91344-7301,,,,711510,"Independent artists, writers, & performers",12,05/01/2018,,"(34.2582, -118.4982)",19329,2,85,324,,79
0003327887-0001-9,ERICH ROGERS-RUIZ,L & W CREATIONS,7717 BEN AVENUE,NORTH HOLLYWOOD,91605-2731,7717 Ben 91605-2731,,,,423910,Sporting & recreational goods & supplies,6,08/10/2022,,"(34.2108, -118.3947)",8888,3,160,473,,14
0003327886-0001-4,MIKE COOK,COOK CATERING,342 N HOWARD STREET APT #6,GLENDALE,91206-3791,342 Howard 91206-3791,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",0,07/01/2022,,"(34.1515, -118.2473)",3634,,1017,,,
0003327885-0001-0,FERNANDO MENDOZA,,14963 SANDRA STREET,MISSION HILLS,91345-1614,14963 Sandra 91345-1614,,,,812990,All other personal services,7,01/01/2018,,"(34.2711, -118.4589)",19330,1,70,380,,4
0003327884-0001-5,AMANDA T ALEXANDER,,326 N LA JOLLA AVENUE,LOS ANGELES,90048-2231,326 La Jolla 90048-2231,,,,541990,"All other professional, scientific, & technical services",5,01/01/2017,,"(34.0769, -118.3677)",23679,6,462,1082,,26
0003327883-0001-1,CONTRACTOR MARKETING TOOLS,,20126 Runnymede #24,Winnetka,91306-4600,20126 RUNNYMEDE 91306,,,,541800,Advertising & related services,0,08/16/2022,,,,,,,,
0003327882-0001-6,JEFFERSON ELLIOT,,236 WESTMINSTER AVENUE,VENICE,90291-3306,236 WESTMINSTER 90291-3306,,,,812990,All other personal services,11,01/01/2022,,"(33.9908, -118.4713)",25073,10,909,1263,10,30
0003327881-0001-1,CHADMAR SANTA BARBARA PRESERVE LLC,,11100 SANTA MONICA BLVD SUITE #775,LOS ANGELES,90025-3396,11100 SANTA MONICA 90025-3396,,,,999999,Unclassified establishments (unable to classify),5,06/01/2022,,"(34.0467, -118.4442)",23443,6,860,1385,9,75
0003327880-0001-7,ROMAINE STREET INVESTORS LLC,,4959 Romaine,Los Angeles,90029-3833,4959 ROMAINE 90029,17412 Ventura POST OFFICE BOX #772,Encino,91316-3827,532290,Other consumer goods rental,13,08/10/2022,,"(34.0888, 34.0888)",,,,,,
0003327879-0001-4,MAPLEWOOD AVENUE INVESTORS LLC,,4575 Maplewood,Los Angeles,90004-1951,4575 MAPLEWOOD 90004,17412 Ventura POST OFFICE BOX #772,Encino,91316-3827,,,13,06/16/2022,,"(34.0801, 34.0801)",,,,,,
0003327877-0001-5,BENSON AESTHETICS LLC,TICKLED PINK AESTHETICS,13455 Ventura #201,Sherman Oaks,91423-6140,13455 VENTURA 91423,236 W Dryden APT,Glendale,91202-3714,,,0,08/16/2022,,,,,,,,
0003327876-0001-1,KEISHI HISATSUNE,CK HAIRWORKS,11312 Santa Monica #9,Los Angeles,90025-3195,11312 SANTA MONICA 90025,,,,,,11,07/01/2022,,"(34.0463, 34.0463)",,,,,,
0003327875-0001-6,R&G GENERAL CONSTRUCTION,,20410 Sherman,Winnetka,91306-3110,20410 SHERMAN 91306,,,,238990,All other specialty trade contractors,3,07/01/2022,,"(34.2007, 34.2007)",,,,,,
0003327874-0001-1,ASHLEYS TRANSPORTATION SERVICES LLC,,2177 W 29th,Los Angeles,90018-3027,2177 29TH 90018,,,,484200,Specialized freight trucking (including household moving vans),10,07/27/2022,,"(34.0293, 34.0293)",,,,,,
0003327873-0001-7,DOUBLE H MEDIA INC,,5753 Willis,Sherman Oaks,91411-3328,5753 WILLIS 91411,,,,711410,"Agents & managers for artists, athletes, entertainers, & other public figures",4,06/07/2022,,"(34.1755, 34.1755)",,,,,,
0003327872-0001-2,MADE BY ABBEY LLC,,13535 Ventura #C218,Sherman Oaks,91423-3876,13535 VENTURA 91423,13535 Ventura #C 218,Sherman Oaks,91423-3876,448190,Other Clothing Stores,4,07/26/2022,,"(34.1478, 34.1478)",,,,,,
0003327871-0001-8,FIG & OLIVE INC,BASKIN ROBBINS,5802 N Figueroa,Highland Park,90042-4228,5802 FIGUEROA 90042,,,,722211,Limited-service eating places,1,07/12/2022,,"(34.1099, 34.1099)",,,,,,
0003327870-0001-3,JV CLEANING,,1355 W Court #321,Los Angeles,90026-5990,1355 COURT 90026,,,,811490,Other personal &  household goods repair & maintenance,1,08/11/2022,,"(34.0647, 34.0647)",,,,,,
0003327869-0001-1,GOLDEN AGOH,JOINT POWER SECURITY SERVICES,10045 S St Andrews,Los Angeles,90047-4164,10045 ST ANDREWS 90047,8706 S Normandie #10,Los Angeles,90044-2167,812990,All other personal services,8,08/11/2022,,"(33.9441, 33.9441)",,,,,,
0003327868-0001-6,SANTOS HERNANDEZ VALLADARES,TACO MAX,4020 W Washington,Los Angeles,90018-1065,4020 WASHINGTON 90018,,,,722211,Limited-service eating places,10,08/11/2022,,"(34.0397, 34.0397)",,,,,,
0003327867-0001-1,VETERINARY URGENT CARE: EAGLE ROCK INC,,4254 Eagle Rock,Los Angeles,90065-4434,4254 EAGLE ROCK 90065,386 N BURNSIDE AVENUE APT #2A,LOS ANGELES,90036,541940,Veterinary services,1,08/11/2022,,"(34.1221, 34.1221)",,,,,,
0003327866-0001-7,MARTHA H MEDINA,TITAS CLEANING,1786 Plaza Del Amo #3,Torrance,90501-4507,1786 PLAZA DEL AMO 90501,,,,561720,Janitorial services,0,09/01/2022,,,,,,,,
0003327865-0001-2,LAZARO HERNANDEZ,,7529 Aqueduct,Van Nuys,91406-3276,7529 AQUEDUCT 91406,,,,238990,All other specialty trade contractors,6,08/09/2022,,"(34.207, 34.207)",,,,,,
0003327864-0001-8,NIK & RO,,737 N Poinsettia,Los Angeles,90046-7621,737 POINSETTIA 90046,700 E Florence,Los Angeles,90001-2322,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",5,04/29/2022,,"(34.0848, 34.0848)",,,,,,
0003327863-0001-3,GOLDEN VIEW TREE CARE,,2845 VALLEY VIEW AVENUE,NORCO,92860-2396,2845 Valley View 92860-2396,POST OFFICE BOX #7613,NORCO,92860-8087,561730,Landscaping services,0,09/05/2022,,"(33.9233, -117.5497)",1550,,,,,
0003327862-0001-9,NTS ENTERPRISE,,366 E 55th,Los Angeles,90011-5110,366 55TH 90011,555 Levering #610,Los Angeles,90024-1905,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",9,08/11/2022,,"(33.9922, 33.9922)",,,,,,
0003327861-0001-4,AH PRIMARY CARE INC,,501 W Glenoaks #14,Glendale,91202-4047,501 GLENOAKS 91202,,,,812990,All other personal services,0,08/11/2022,,"(34.1596, 34.1596)",,,,,,
0003327860-0001-0,TGA MOB 5005 MCCONNELL LLC,,5005 MCCONNELL AVENUE,LOS ANGELES,90066-6715,5005 McConnell 90066-6715,1550 MARKET STREET #200,DENVER,80202-2054,531310,Real estate property managers,11,03/04/2022,,"(33.9822, -118.4235)",24031,10,919,240,10,85
0003327859-0001-7,WESTERN VETERINARY GROUP,,24260 CRENSHAW BLVD,TORRANCE,90505-5303,24260 Crenshaw 90505-5303,,,,541940,Veterinary services,0,08/11/2022,,"(33.8042, -118.3276)",3335,,2087,109,,
0003327858-0001-2,CHADMAR POLO VILLAS LLC,,11100 SANTA MONICA BLVD SUITE #775,LOS ANGELES,90025-3396,11100 Santa Monica 90025-3396,,,,999999,Unclassified establishments (unable to classify),5,06/01/2022,,"(34.0467, -118.4442)",23443,6,860,1385,9,75
0003327857-0001-8,NICHOLAS JOSEPH BARTHOLOMEW,,841 MAIN STREET APT #1,EL SEGUNDO,90245-5214,841 Main 90245-5214,,,,812990,All other personal services,0,08/11/2022,,"(33.9282, -118.4163)",24683,,2027,,,
0003327856-0001-3,CHADMAR ROLLING HILLS PARTNERS LLC,,11100 SANTA MONICA BLVD SUITE #775,LOS ANGELES,90025-3396,11100 Santa Monica 90025-3396,,,,238990,All other specialty trade contractors,5,06/01/2022,,"(34.0467, -118.4442)",23443,6,860,1385,9,75
0003327855-0001-9,47 CONSTRUCTION,,23 Shaman,Irvine,92618-8810,23 SHAMAN 92618,,,,233320,Commercial and Institutional Building Construction (1997 NAICS),0,05/01/2022,,"(33.7026, 33.7026)",,,,,,
0003327854-0001-4,STEFFANCO LLC,,5615 MESMER AVENUE,LOS ANGELES,90230-6314,5615 MESMER 90230-6314,230 LINNIE CANAL,VENICE,90291-4561,512200,Sound recording industries,11,08/02/2022,,"(33.9858, -118.4011)",24678,10,924,1139,10,16
0003327853-0001-0,ITZEL  G  SANCHEZ MUNOZ,ITZEL  G  SANCHEZ MUNOZ,300 Newland APT,Los Angeles,90042-2761,300 NEWLAND 90042,,,,624410,Child day care services,14,01/01/2022,,"(34.1185, 34.1185)",,,,,,
0003327852-0001-5,MARLENE N. BARFOROUGH,,17822 Rhoda,Encino,91316-1119,17822 RHODA 91316,,,,711510,"Independent artists, writers, & performers",4,01/01/2022,,"(34.1752, 34.1752)",,,,,,
0003327851-0001-1,CHADMAR CONSTRUCTION COMPANY LLC,,11100 SANTA MONICA BLVD SUITE #775,LOS ANGELES,90025-3396,11100 Santa Monica 90025-3396,,,,238990,All other specialty trade contractors,5,06/01/2022,,"(34.0467, -118.4442)",23443,6,860,1385,9,75
0003327850-0001-6,FORD SOCAL TRUCKING LLC,,3300 W 76th,Los Angeles,90043-5251,3300 76TH 90043,,,,492000,Couriers & messengers,8,08/11/2022,,"(33.9706, 33.9706)",,,,,,
0003327849-0001-3,LUCKY BOARD LA INC,,13135 Saticoy,North Hollywood,91605-3403,13135 SATICOY 91605,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",2,08/01/2022,,"(34.2076, 34.2076)",,,,,,
0003327848-0001-9,JASMINE PHYSICAL THERAPY INC,,6660 Whitsett #2,North Hollywood,91606-2339,6660 WHITSETT 91606,,,,621340,"Offices of physical, occupational & speech therapists, & audiologists",2,08/01/2022,,"(34.1918, 34.1918)",,,,,,
0003327847-0001-4,ALVARO ALEXANDER CASH RAMOS,FASHION BROTHER'S,8941 Woodman SUITE,Arleta,91331-6402,8941 WOODMAN 91331,,,,448140,Family clothing stores,6,08/12/2022,,"(34.232, 34.232)",,,,,,
0003327846-0001-0,THE ROOF AGENCY LLC,,2143 Clinton,Los Angeles,90026-4009,2143 CLINTON 90026,,,,,,13,01/21/2021,,"(34.0744, 34.0744)",,,,,,
0003327845-0001-5,MD SIGNS & PRINTING INC,,814 San Fernando,San Fernando,91340-3309,814 SAN FERNANDO 91340,,,,541800,Advertising & related services,0,08/11/2022,,"(34.2809, 34.2809)",,,,,,
0003327844-0001-1,DA WOON CHUNG,DK GARAGE DOOR DOCTOR,2502 BUCKINGHAM ROAD,LOS ANGELES,90016-1606,2502 Buckingham 90016-1606,,,,811310,Commercial & industrial machinery & equipment (except automotive & electronic) repair & maintenance,10,08/11/2022,,"(34.0337, -118.3394)",23077,12,657,1361,7,17
0003327843-0001-6,MILES DIRTY RICE (VERNITA CAREY),WATERMELON & LEMONADE,5643 MARBURN AVENUE,LOS ANGELES,90043-2132,5643 Marburn 90043-2132,6241 S CORNING AVENUE,LOS ANGELES,90056-1409,624200,"Community food & housing, & emergency & other relief services",0,09/15/2022,,"(33.9894, -118.3477)",23674,,2150,196,,
0003327842-0001-1,SKYOGI PRODUCTIONS LLC,,20720 MCNULTY PLACE,CANOGA PARK,91306-2120,20720 McNulty 91306-2120,2792 FYLER PLACE,LOS ANGELES,90065-5106,423990,Other miscellaneous durable goods,3,08/08/2022,,"(34.215, -118.5844)",4282,4,274,269,,66
0003327841-0001-7,DAISY WRIGHT LLC,,1612 Veteran,Los Angeles,90024-5517,1612 VETERAN 90024,,,,812990,All other personal services,5,08/11/2022,,"(34.0509, 34.0509)",,,,,,
