LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000001670-0001-1,CAHUENGA HOUSING FOUNDATION,,12145 BURBANK BLVD,N HOLLYWOOD,91607-5512,12145 BURBANK 91607,7630 GLORIA AVENUE,VAN NUYS,91406-1805,531100,Lessors of real estate (including mini warehouses & self-storage units),2,04/09/1996,,"(34.1721, -118.3979)",8890,5,204,1235,17,39
0000001912-0002-1,DAVID LEE,,7956 VINELAND AVENUE,SUN VALLEY,91352-4476,7956 VINELAND 91352-4476,4362 LAUREL CANYON BLVD,STUDIO CITY,91604-1709,532290,Other consumer goods rental,2,01/01/2005,,"(34.2152, -118.3703)",19335,5,165,483,,21
0000002087-0001-4,THE ECLECTIC COMPANY THEATRE,,5312 LAUREL CANYON BLVD,N HOLLYWOOD,91607-2712,5312 LAUREL CANYON 91607-2712,,,,512100,Motion picture & video industries (except video rental),2,03/01/1994,,"(34.1668, -118.3965)",8890,5,205,1329,17,39
0000002131-0001-7,DEBORAH SMITH,,4151 ARCH DRIVE #308,STUDIO CITY,91604-3243,4151 ARCH 91604-3243,,,,561500,Travel arrangement & reservation services,2,01/01/2000,,,,,,,,
0000002632-0001-2,SONJA RAKICEVIK,MIKI & SONJA PHOTOGRAPHY | MIKI AND SONJA PHOTOGRAPHY INC,11577 HUSTON STREET,VALLEY VILLAGE,91601-4339,11577 HUSTON 91601-4339,,,,541920,Photographic services,2,01/10/2000,,"(34.1595, -118.3847)",8488,5,207,1330,17,39
0000003086-0003-3,"PEOPLEREADY, INC.",LABOR READY 1510,12222 VICTORY BLVD,NORTH HOLLYWOOD,91606-3207,12222 VICTORY 91606-3207,POST OFFICE BOX #2910,TACOMA,98401-2910,,,2,01/01/1999,,"(34.1866, -118.3992)",8889,5,189,495,,13
0000003432-0001-3,"NICK J. BAN, D.D.S., INC.",NICK J BAN DDS,10723 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2312,10723 RIVERSIDE 91602-2312,,,,621111,Offices of physicians (except mental health specialists),2,01/03/2000,,"(34.1522, -118.3644)",8489,7,342,703,,5
0000003552-0001-9,INDEPENDENT RR SERVICE LLC,INDEPENDENT ROLLS ROYCE SERVICE,6909   FARMDALE AVENUE   #B,N HOLLYWOOD,91605-6237,6909 FARMDALE 91605-6237,6909   FARMDALE AVENUE   #B,N HOLLYWOOD,91605-6237,441110,New car dealers,2,01/01/2000,,"(34.1965, -118.3817)",8888,5,176,275,,14
0000003559-0001-1,MEHRDAD FARZINPOUR ET AL,COLLEGE TUITION LLC,5345 LAUREL CANYON BLVD,N HOLLYWOOD,91607-2711,5345 LAUREL CANYON 91607-2711,12304 SANTA MONICA BLVD SUITE #219,LOS ANGELES,90025-2587,531100,Lessors of real estate (including mini warehouses & self-storage units),2,07/27/1999,,"(34.1674, -118.3965)",8890,5,,1329,17,39
0000003670-0001-5,STEPHEN A. BAY TRUST,STEPHEN A BAY TRUST,10708 MAGNOLIA BLVD,N HOLLYWOOD,91601-4056,10708 MAGNOLIA 91601-4056,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1999,,"(34.1649, -118.3641)",8488,5,212,338,,13
0000003994-0001-5,KATAYOON SHAGAGH,,12932 VICTORY BLVD,N HOLLYWOOD,91606-2924,12932 VICTORY 91606-2924,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,06/01/1999,,"(34.1866, -118.415)",8889,5,185,502,,70
0000004391-0001-0,DOUGHTY TOURS AND TRAVEL INC,TRIPS,10941 CAMARILLO STREET,N HOLLYWOOD,91602-1381,10941 CAMARILLO 91602-1381,9000 W SUNSET BLVD,W HOLLYWOOD,90069-5801,561500,Travel arrangement & reservation services,2,01/01/2000,,"(34.1576, -118.3693)",8489,5,213,474,,13
0000004559-0001-8,JAMES NGUYEN / PHUONG T HUYNH,KC NAIL SALON,4741 LAUREL CANYON BLVD #100,VALLEY VILLAGE,91607-5926,4741 LAUREL CANYON 91607-5926,,,,812111,Barber shops,2,05/02/2001,,"(34.1564, -118.3964)",8890,5,344,1336,17,39
0000004795-0001-1,FERENC KACSCINTA,,7323   CARTWRIGHT AVENUE,SUN VALLEY,91352-5107,7323 CARTWRIGHT 91352-5107,7323 CARTWRIGHT AVENUE,SUN VALLEY,91352-5107,233220,Multifamily Housing Construction (1997 NAICS),2,03/28/1985,,"(34.2034, -118.364)",19335,5,171,481,,21
0000004822-0001-0,FAN DISC CORPORATION,JANDI MACHINE/TOOL,8127 CLYBOURN AVENUE,SUN VALLEY,91352-4022,8127 CLYBOURN 91352-4022,,,,423500,Metal & mineral (except petroleum),2,01/01/1992,,"(34.218, -118.3646)",19335,5,167,1374,,21
0000004873-0029-2,L & R AUTO PARKS INC,JOE'S AUTO PARKS,11223   CHANDLER BLVD,NORTH HOLLYWOOD,91601-2708,11223 CHANDLER 91601-2708,707   WILSHIRE BLVD   SUITE #4700,LOS ANGELES,90017-3622,812930,Parking lots & garages,2,04/01/2017,,"(34.1683, -118.3776)",8488,5,209,813,,13
0000004873-0030-6,L & R AUTO PARKS INC,JOE'S AUTO PARKS,11346   CHANDLER BLVD,NORTH HOLLYWOOD,91601-3127,11346 CHANDLER 91601-3127,707   WILSHIRE BLVD   SUITE #4700,LOS ANGELES,90017-3601,812930,Parking lots & garages,2,04/01/2017,,"(34.1678, -118.3778)",8488,5,209,322,,13
0000004873-0033-1,L & R AUTO PARKS INC,JOE'S AUTO PARKS,3901   LANKERSHIM BLVD,NORTH HOLLYWOOD,91604-3419,3901 LANKERSHIM 91604-3419,707   WILSHIRE BLVD   SUITE #4700,LOS ANGELES,90017-3622,812930,Parking lots & garages,2,05/01/2018,,"(34.1398, -118.3622)",8492,5,349,708,,82
0000005278-0001-3,GROUND GLASS IMAGES/C,BLAKE EVANS/ASSOC,4605 LANKERSHIM BLVD #320,N HOLLYWOOD,91602-1875,4605 LANKERSHIM 91602-1875,POST OFFICE BOX #5955,SHERMAN OAKS,91413-5955,541920,Photographic services,2,01/17/1992,,"(34.1537, -118.3678)",8489,5,213,474,,13
0000005318-0001-0,BEGINYANS INC,,7252 BELLAIRE AVENUE,N HOLLYWOOD,91605-4201,7252 BELLAIRE 91605-4201,,,,423300,Lumber & other construction materials,2,11/01/1993,,"(34.2024, -118.4094)",8888,5,180,1503,,71
0000005601-0001-9,AIDA TORREZ,AIDA'S CLEANING SERVICE,13226 KESWICK STREET,NORTH HOLLYWOOD,91605-1814,13226 KESWICK 91605-1814,,,,561720,Janitorial services,2,03/09/2000,,"(34.2094, -118.4208)",8888,5,163,463,,71
0000005658-0001-9,MARIAM PETROSYAN,MARIAMS FLOWERS,13320 VANOWEN STREET,VAN NUYS,91405-4323,13320 VANOWEN 91405-4323,,,,453110,Florists,2,03/15/2000,,"(34.1939, -118.4231)",19729,5,183,499,,70
0000005745-0001-0,ANGELICA FLEMING,THE HAIR STATION,11480  1/2 OXNARD STREET,NORTH HOLLYWOOD,91606-4128,11480 OXNARD 91606-4128,,,,812111,Barber shops,2,09/15/2004,,"(34.1792, -118.3818)",8488,5,192,280,,13
0000005750-0001-1,RODERICK L CHAPMAN DC,,7969 FOOTHILL BLVD,SUNLAND,91040-2978,7969 FOOTHILL 91040-2978,,,,621310,Offices of chiropractors,2,03/17/2000,,"(34.0, -118.0)",9325,,1246,,,
0000005775-0002-9,PANDHER FAST FOOD INC,SUBWAY #1108,7239 VAN NUYS BLVD #A-4,VAN NUYS,91405-5857,7239 VAN NUYS 91405-5857,,,,,,2,04/22/2005,,"(34.2022, -118.4487)",19733,5,215,458,,18
0000006015-0001-9,LOLITA SICAT,COUNTRY HOME IV,7651 ALCOVE AVENUE,N HOLLYWOOD,91605-2015,7651 ALCOVE 91605-2015,,,,623000,Nursing & residential care facilities,2,12/01/1991,,"(34.2089, -118.4132)",8888,5,159,465,,71
0000006021-0001-4,YOUNG SUK CHOI,COLFAX LAUNDRY,5150 COLFAX AVENUE,N HOLLYWOOD,91601-3610,5150 COLFAX 91601-3610,,,,812320,Drycleaning & laundry services (except coin-operated) (including laundry & drycleaning drop-off & pickup sites),2,03/06/2000,,"(34.1642, -118.3877)",8488,5,207,1330,17,39
0000006064-0001-2,ALEXANDRE ROSALES,ALEXANDERS PLUMBING,7925 CORA STREET,SUNLAND,91040-3307,7925 CORA 91040-3307,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",2,03/07/2000,,,,,,,,
0000006117-0001-6,JOSE LUIS & CLAUDIA M PAZ MULTIPURPOSE BUSINESS INC,CLP TAX AND ACCOUNTING SERVICES,6737 HAZELTINE AVENUE,VAN NUYS,91405-4762,6737 HAZELTINE 91405-4762,,,,541219,Other accounting services,2,02/01/2000,,"(34.193, -118.4399)",19733,5,235,508,,70
0000006149-0001-6,SANFORD LEEBHOFF,LENS APPLIANCE REPAIR SERVICE,12335 SYLVAN STREET,N HOLLYWOOD,91606-3108,12335 SYLVAN 91606-3108,,,,443111,Household appliance stores,2,01/01/1992,,"(34.1848, -118.4018)",8889,5,188,564,,70
0000006197-0001-5,VDA PROPERTY COMPANY LLC,VDA PROPERTY,4605 LANKERSHIM BLVD #707,N HOLLYWOOD,91602-1878,4605 LANKERSHIM 91602-1878,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,04/01/1974,,"(34.1537, -118.3678)",8489,5,213,474,,13
0000006197-0002-3,VDA PROPERTY COMPANY LLC,VDA PROPERTY CO,4605 LANKERSHIM BLVD #707,N HOLLYWOOD,91602-1878,4605 LANKERSHIM 91602-1878,,,,812930,Parking lots & garages,2,10/01/1975,,"(34.1537, -118.3678)",8489,5,213,474,,13
0000006289-0001-9,GMM INC,CREATIVE HANDBOOK,10152 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2532,10152 RIVERSIDE 91602-2532,10152 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2532,451211,Book stores,2,02/27/1992,,"(34.1522, -118.352)",8489,7,342,702,,5
0000006327-0001-6,OSCAR RIVERA,,11722 RIVERSIDE DRIVE,N HOLLYWOOD,91607-4079,11722 RIVERSIDE 91607-4079,,,,235310,Electrical Contractors (1997 NAICS),2,01/01/2001,,"(34.1576, -118.3882)",8890,5,344,1336,17,39
0000006357-0001-7,GUILLERMO P MUNDA,MUNDA CONSTRUCTION COMPANY,7302 IRVINE AVENUE,N HOLLYWOOD,91605-3943,7302 IRVINE 91605-3943,,,,233210,Single Family Housing Construction (1997 NAICS),2,12/16/1999,,"(34.2035, -118.3856)",8888,5,169,478,,14
0000006367-0001-1,KIMBERLY J SPINGELD,LIVING THE ART,13548 HART STREET,VAN NUYS,91405-3444,13548 HART 91405-3444,13548 HART STREET,VAN NUYS,91405-3444,561300,Employment services,2,02/01/1992,,"(34.1975, -118.4279)",19733,5,183,491,,70
0000006521-0001-5,JOAQUIN RAMIREZ,RAMIREZ POOL SERVICE,7902 RHODES AVENUE,N HOLLYWOOD,91605-2331,7902 RHODES 91605-2331,,,,561300,Employment services,2,03/05/1992,,"(34.2137, -118.403)",8888,5,153,472,,14
0000006619-0001-6,DIANE B SANDLER,DIANE BERRIER SANDLER LAC OMD,10738 RIVERSIDE DRIVE #C,TOLUCA LAKE,91602-2372,10738 RIVERSIDE 91602-2372,,,,621399,Offices of all other miscellaneous health practitioners,2,10/01/1988,,"(34.1522, -118.3648)",8489,7,342,703,,5
0000006756-0001-5,THE SHAKTI INSTITUTE FOR SPIRITUAL MEDICAL HEALING ARTS /C,,12300 WEDDINGTON STREET,N HOLLYWOOD,91607-2518,12300 WEDDINGTON 91607-2518,,,,541600,"Management, scientific, & technical consulting services",2,07/29/1991,,"(34.1667, -118.4003)",8890,5,205,637,17,39
0000007395-0001-0,ANAWALT LUMBER/MATERIALS CO INC,,11000 BURBANK BLVD,N HOLLYWOOD,91601-2430,11000 BURBANK 91601-2430,,,,444130,Hardware stores,2,01/18/1985,,"(34.1721, -118.3709)",8488,5,208,279,,13
0000008103-0003-5,99 CENTS ONLY STORES LLC,99 CENTS ONLY STORE #230,10911 VICTORY BLVD,NORTH HOLLYWOOD,91606-3717,10911 VICTORY 91606-3717,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,,,2,01/26/2006,,"(34.1866, -118.3685)",8889,5,173,487,,13
0000008103-0009-4,99 CENTS ONLY STORES LLC,99 CENTS ONLY STORE #40,4304 LANKERSHIM BLVD,N HOLLYWOOD,91602-2752,4304 LANKERSHIM 91602-2752,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,452000,General merchandise stores,2,02/17/1994,,"(34.1481, -118.3645)",8489,7,342,701,,5
0000008103-0020-5,99 CENTS ONLY STORES LLC,99 CENTS ONLY STORE #61,12711 SHERMAN WAY,N HOLLYWOOD,91605-5032,12711 SHERMAN 91605-5032,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,452000,General merchandise stores,2,06/25/1997,,"(34.2012, -118.4096)",8888,5,179,493,,71
0000008103-0047-7,99 CENTS ONLY STORES LLC,,6639 LAUREL CANYON BLVD,NORTH HOLLYWOOD,91606-1522,6639 LAUREL CANYON 91606-1522,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,452000,General merchandise stores,2,09/16/2010,,"(34.1909, -118.3965)",8889,5,175,495,,13
0000008207-0003-1,STARBUCKS CORPORATION,STARBUCKS COFFEE #5642,5166 LANKERSHIM BLVD,N HOLLYWOOD,91601-3799,5166 LANKERSHIM 91601-3799,POST OFFICE BOX #34067,SEATTLE,98124-1067,722211,Limited-service eating places,2,10/24/1998,,"(34.1643, -118.3743)",8488,5,210,1333,,13
0000008207-0005-8,STARBUCKS CORPORATION,STARBUCKS COFFEE #13365,12520 SHERMAN WAY,NORTH HOLLYWOOD,91605-5236,12520 SHERMAN 91605-5236,POST OFFICE BOX #34067,SEATTLE,98124-1067,722110,Full-service restaurants,2,10/10/2008,,"(34.2012, -118.406)",8888,5,180,1503,,71
0000008207-0030-9,STARBUCKS CORPORATION,STARBUCKS COFFEE #20895,12106 BURBANK BLVD,VALLEY VILLAGE,91607-1709,12106 BURBANK 91607-1709,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,03/15/2015,,"(34.1721, -118.3966)",8890,5,204,1235,17,39
0000008207-0038-4,STARBUCKS CORPORATION,STARBUCKS COFFEE # 22417,4853   LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-4527,4853 LANKERSHIM 91601-4527,POST OFFICE BOX #34442,SEATTLE,98124-1442,722211,Limited-service eating places,2,04/14/2016,,"(34.1589, -118.3715)",8488,5,211,1333,,13
0000008326-0001-6,ZE'EV FAINSTEIN,Z-FAINSTEIN DIAMOND,4078 TUJUNGA AVENUE #B,STUDIO CITY,91604-3052,4078 TUJUNGA 91604-3052,3131   SPRINGFIELD STREET,SIMI VALLEY,93063-1614,423940,"Jewelry, watch, precious stone, & precious metals",2,02/10/2000,,"(34.1421, -118.3789)",8492,5,348,389,,84
0000008387-0001-2,DAVID & SHARON CRISTOFAR,DAVID CRUSTIFYR,12228 MAGNOLIA BLVD,N HOLLYWOOD,91607-2623,12228 MAGNOLIA 91607-2623,POST OFFICE BOX #2722,VAN NUYS,91404-2722,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1987,,"(34.1648, -118.3994)",8890,5,191,1332,17,39
0000008743-0001-2,SUN VALLEY CHAMBER OF COMMERCE,SUN VALLEY GRAFFITI BUSTERS,8133 SAN FERNANDO ROAD #A,SUN VALLEY,91352-4005,8133 SAN FERNANDO 91352-4005,POST OFFICE BOX #308,SUN VALLEY,91353-0308,541600,"Management, scientific, & technical consulting services",2,03/18/1983,,"(34.2182, -118.3677)",19335,5,166,272,,21
0000009167-0001-6,ARCHITECTURAL PLYWOOD INC,,7104 CASE AVENUE,N HOLLYWOOD,91605-6301,7104 CASE 91605-6301,,,,423300,Lumber & other construction materials,2,10/01/1973,,"(34.1994, -118.3733)",8888,5,170,1298,,14
0000009291-0001-8,ROSSITZA I IVANOVA,MASSAGE/ CAREGIVER/ HOUSE CLEANING,7320 LENNOX AVENUE #H10,VAN NUYS,91405-6203,7320 LENNOX 91405-6203,,,,812910,Pet care (except veterinary) services,2,08/24/2009,,"(34.2038, -118.4457)",19733,5,215,458,,18
0000009307-0004-5,ROSS DRESS FOR LESS INC,ROSS DRESS FOR LESS #2067,12121   VICTORY BLVD,NORTH HOLLYWOOD,91606-3204,12121 VICTORY 91606-3204,5130   HACIENDA DRIVE,DUBLIN,94568-7579,448140,Family clothing stores,2,08/12/2019,,"(34.1876, -118.3975)",8889,5,189,495,,13
0000009359-0001-8,MICHAEL KNOPF,NEW HORIZONS TECHNOLOGY,12507 COLLINS STREET,VALLEY VILLAGE,91607-1507,12507 COLLINS 91607-1507,,,,516110,Internet publishing & broadcasting,2,10/24/2002,,"(34.1739, -118.4054)",8890,5,200,525,,70
0000009418-0001-7,STARK SERVICES INC,,12444 VICTORY BLVD #300,N HOLLYWOOD,91606-3173,12444 VICTORY 91606-3173,,,,518210,"Data processing, hosting, & related services",2,01/01/1975,,"(34.1866, -118.4043)",8889,5,188,406,,70
0000009551-0001-8,ISABELLA SARKISSIAN,LILLYS FLOWERS/MORE,12512 VICTORY BLVD #B,N HOLLYWOOD,91606-3180,12512 VICTORY 91606-3180,,,,453110,Florists,2,01/15/2000,,"(34.1866, -118.4056)",8889,5,187,503,,70
0000009563-0001-1,B/T INDUSTRIAL SUPPLY INC,,13008 SHERMAN WAY,N HOLLYWOOD,91605-4955,13008 SHERMAN 91605-4955,,,,423800,"Machinery, equipment, & supplies",2,01/01/1948,,"(34.2012, -118.4162)",8888,5,163,493,,71
0000010068-0001-3,PAULA D TUBERT-GOLDEN,,6623 TYRONE AVENUE,VAN NUYS,91405-4740,6623 TYRONE 91405,,,,561500,Travel arrangement & reservation services,2,01/01/1999,,"(34.191, -118.4443)",19733,5,236,316,,18
0000010082-0001-3,SEAN DAVIDIAN,,5740 TUJUNGA AVENUE,N HOLLYWOOD,91601-1840,5740 TUJUNGA 91601-1840,,,,,,2,01/01/2000,,,,,,,,
0000010095-0007-0,DOLLAR TREE STORES INC,DOLLAR TREE # 03907,12809 SHERMAN WAY,NORTH HOLLYWOOD,91605-5034,12809 SHERMAN 91605-5034,500 VOLVO PARKWAYS,CHESAPEAKE,23320-1604,452000,General merchandise stores,2,04/01/2008,,"(34.2012, -118.4118)",8888,5,179,493,,71
0000010095-0010-0,DOLLAR TREE STORES INC,DOLLAR TREE # 4517,6120 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606-4808,6120 LANKERSHIM 91606-4808,500 VOLVO PARKWAYS,CHESAPEAKE,23320-1604,452000,General merchandise stores,2,10/30/2010,,"(34.1815, -118.3846)",8889,5,195,546,,13
0000010095-0012-6,DOLLAR TREE STORES INC,DOLLAR TREE #4668,12144 MAGNOLIA BLVD,VALLEY VILLAGE,91607-2620,12144 MAGNOLIA 91607-2620,500 VOLVO PARKWAYS,CHESAPEAKE,23320-1604,452000,General merchandise stores,2,06/15/2011,,"(34.1648, -118.3977)",8890,5,191,1332,17,39
0000010212-0001-4,KIMBERLY D ERJAVAC,,10117 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2517,10117 RIVERSIDE 91602-2517,4401 CANOGA DRIVE,WOODLAND HILLS,91364-5330,812111,Barber shops,2,04/14/1992,,"(34.1522, -118.3512)",8489,7,342,702,,5
0000010230-0001-2,ROBIN LYNN SALETKO,ROCKIE THE CLOWN,5642 1/2 BECK AVENUE,N HOLLYWOOD,91601-1706,5642 BECK 91601-1706,,,,541600,"Management, scientific, & technical consulting services",2,01/01/1997,,"(34.1729, -118.3834)",8488,5,192,813,,13
0000010353-0001-1,G & A COINS INC,G & A RARE COINS/PRECIOUS METALS,10113 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2517,10113 RIVERSIDE 91602-2517,,,,423940,"Jewelry, watch, precious stone, & precious metals",2,05/01/1992,,"(34.1522, -118.3511)",8489,7,342,702,,5
0000010420-0001-5,ALPHA MEDICAL RESOURCES INC,,7990 SAN FERNANDO ROAD,SUN VALLEY,91352-4656,7990 SAN FERNANDO 91352-4656,,,,532400,Commercial & industrial machinery & equipment rental & leasing,2,04/17/1992,,"(34.2163, -118.3642)",19335,5,167,1374,,21
0000010422-0001-4,ALEJANDRO RATNER,,12455 KILLION STREET,VALLEY VILLAGE,91607-1602,12455 KILLION 91607-1602,,,,561720,Janitorial services,2,01/01/1998,,"(34.1712, -118.4042)",8890,5,204,1235,17,39
0000010616-0001-5,RAUL F BARRILE,BARR MACHINE SHOP,12025 VOSE STREET #2,N HOLLYWOOD,91605-5782,12025 VOSE 91605-5782,11000   PEACH AVENUE,MISSION HILLS,91345-1345,811310,Commercial & industrial machinery & equipment (except automotive & electronic) repair & maintenance,2,04/01/1992,,"(34.1984, -118.3948)",8888,5,174,480,,14
0000010727-0001-1,ALFONSO Z CAMPOS,CHICALI MUFFLERS SHOP,7551 LANKERSHIM BLVD #B,N HOLLYWOOD,91605-2851,7551 LANKERSHIM 91605-2851,,,,233210,Single Family Housing Construction (1997 NAICS),2,04/26/1992,,"(34.2075, -118.3877)",8888,5,169,478,,14
0000010808-0001-7,SHAWNA D GREENE,,6308 WOODMAN AVENUE #209,VAN NUYS,91401-2392,6308 WOODMAN 91401-2392,13727 SYLVAN STREET APT #8,VAN NUYS,91401-2399,624100,Individual & family services,2,05/01/1992,,"(34.185, -118.4312)",19729,5,186,292,,70
0000010835-0001-4,DAVID C JEFFERSON,,4256 KRAFT AVENUE,STUDIO CITY,91604-2940,4256 KRAFT 91604-2940,,,,541600,"Management, scientific, & technical consulting services",2,01/31/1998,,"(34.1465, -118.38)",8492,5,347,706,,84
0000010843-0001-9,DISTRONICS INTERNATIONAL LLC,,6040 BEEMAN AVENUE,N HOLLYWOOD,91606-4466,6040 BEEMAN 91606-4466,,,,424100,Paper & paper products,2,05/11/1992,,"(34.1804, -118.4073)",8889,5,187,503,,70
0000010966-0001-8,BROOKE LIPTON,,11912 RIVERSIDE DRIVE #14,VALLEY VILLAGE,91607-6004,11912 RIVERSIDE 91607-6004,11912 RIVERSIDE DRIVE UNIT #14,VALLEY VILLAGE,91607-6004,713900,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",2,01/01/1999,,"(34.1576, -118.3925)",8890,5,344,1336,17,39
0000011069-0001-5,BARONES INC,,13726 OXNARD STREET,VAN NUYS,91401-3905,13726 OXNARD 91401-3905,,,,722110,Full-service restaurants,2,08/25/1985,,"(34.1794, -118.4322)",19729,5,243,510,,70
0000011098-0001-1,KOJURO KITA,,8539 OUTLAND VIEW DRIVE,SUN VALLEY,91352-3622,8539 OUTLAND VIEW 91352,,,,561730,Landscaping services,2,08/01/1973,,"(34.2247, -118.3565)",19335,5,7,425,,21
0000011166-0001-0,MARIE J URIBE,SOUTHLAND INCOME PROPERTIES INC,5330 BELLINGHAM AVENUE,VALLEY VILLAGE,91607-2669,5330 BELLINGHAM 91607-2669,20969 VENTURA BLVD ##206,WOODLAND HILLS,91364-6614,531100,Lessors of real estate (including mini warehouses & self-storage units),2,11/01/1973,,"(34.1672, -118.3992)",8890,5,205,637,17,39
0000011174-0001-4,JOSEPH RAYMOND PAUL,JRP DESIGN,12760 ELKWOOD STREET,NORTH HOLLYWOOD,91605-2032,12760 ELKWOOD 91605-2032,12760 ELKWOOD STREET,NORTH HOLLYWOOD,91605-2032,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",2,03/22/2003,,"(34.2121, -118.4123)",8888,5,159,465,,71
0000011264-0001-9,CAROLYN BYRNE,FELIPE'S MOBILE PET GROOMING,13907 ARCHWOOD STREET,VAN NUYS,91405-4821,13907 ARCHWOOD 91405-4821,,,,115210,Support activities for animal production (including farriers),2,05/21/1999,,"(34.1929, -118.4358)",19733,5,235,508,,70
