SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-88213651,12/31/2015 05:52:00 PM,01/02/2016 09:40:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/02/2016 12:00:00 AM,01/02/2016 09:40:00 AM,Y,N,"22633 W MARGARITA DR, 91364",22633,W,MARGARITA,DR,91364,34.15114355,-118.6193764,"(34.1511435547, -118.619376415)",559,H,5,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,310,985,11,4,49
1-88218451,12/31/2015 05:46:00 PM,01/04/2016 01:56:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2016 12:00:00 AM,01/04/2016 01:56:00 PM,Y,N,"2519 N SICHEL ST, 90031",2519,N,SICHEL,ST,90031,34.07606342,-118.2132861,"(34.0760634185, -118.21328611)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,488,516,,11,1
1-88218341,12/31/2015 05:43:00 PM,01/02/2016 02:56:00 PM,SR Created,BOS,Metal/Household Appliances,Cancelled,Call,,N,EV,01/06/2016 12:00:00 AM,01/02/2016 02:56:00 PM,Y,N,"14749 W MAGNOLIA BLVD, 91403",14749,W,MAGNOLIA,BLVD,91403,34.16501948,-118.454757,"(34.1650194809, -118.454757002)",561,J,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19732,247,346,,7,83
1-88218401,12/31/2015 05:43:00 PM,01/02/2016 09:07:00 AM,SR Created,BOS,Electronic Waste,Closed,Call,,N,NC,01/02/2016 12:00:00 AM,01/02/2016 09:07:00 AM,Y,N,"1121 S LUCERNE BLVD, 90019",1121,S,LUCERNE,BLVD,90019,34.05327761,-118.3292169,"(34.0532776087, -118.329216872)",633,F,4,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,WILSHIRE,23080,614,1345,,12,52
1-88212671,12/31/2015 05:43:00 PM,01/02/2016 10:20:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/02/2016 12:00:00 AM,01/02/2016 10:20:00 AM,Y,N,"1121 S LUCERNE BLVD, 90019",1121,S,LUCERNE,BLVD,90019,34.05327761,-118.3292169,"(34.0532776087, -118.329216872)",633,F,4,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,WILSHIRE,23080,614,1345,,12,52
1-88213361,12/31/2015 05:24:00 PM,01/02/2016 09:54:00 AM,SR Created,BOS,Bulky Items,Closed,Email,,N,EV,01/02/2016 12:00:00 AM,01/02/2016 09:54:00 AM,Y,N,"13213 W JUDD ST, 91331",13213,W,JUDD,ST,91331,34.27096249,-118.4212549,"(34.2709624903, -118.421254905)",502,D,2,North Valley APC,7,Felipe Fuentes,7,PACOIMA NC,FOOTHILL,18907,24,1376,,1,11
1-88212471,12/31/2015 05:21:00 PM,01/02/2016 08:08:00 AM,SR Created,BOS,Dead Animal Removal,Closed,Call,,N,HB,,01/02/2016 08:08:00 AM,Y,N,"830 W 1ST ST, 90731",830,W,1ST,ST,90731,33.7434187,-118.2952853,"(33.7434186986, -118.295285294)",824,A,4,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,975,1205,,15,36
1-88209271,12/31/2015 05:18:00 PM,01/02/2016 09:10:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/02/2016 12:00:00 AM,01/02/2016 09:10:00 AM,Y,N,"830 E 116TH PL, 90059",830,E,116TH,PL,90059,33.92815414,-118.2597513,"(33.9281541432, -118.259751336)",704,E,7,South Los Angeles APC,15,Joe Buscaino,90,HARBOR GATEWAY NORTH NC,SOUTHEAST,24354,809,1194,7,15,53
1-88209201,12/31/2015 05:16:00 PM,01/02/2016 11:05:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,Y,NC,01/02/2016 12:00:00 AM,01/02/2016 11:05:00 AM,Y,N,"746 N CHEROKEE AVE, 90038",746,N,CHEROKEE,AVE,90038,34.0848085,-118.3351224,"(34.0848085036, -118.33512238)",593,E,6,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,WILSHIRE,23669,445,869,,7,86
1-88212411,12/31/2015 05:16:00 PM,01/02/2016 11:06:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/02/2016 12:00:00 AM,01/02/2016 11:06:00 AM,Y,N,"746 N CHEROKEE AVE, 90038",746,N,CHEROKEE,AVE,90038,34.0848085,-118.3351224,"(34.0848085036, -118.33512238)",593,E,6,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,WILSHIRE,23669,445,869,,7,86
1-88209061,12/31/2015 04:52:00 PM,01/07/2016 11:43:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/07/2016 12:00:00 AM,01/07/2016 11:43:00 AM,Y,N,"1836 N NEW HAMPSHIRE AVE, 90027",1836,N,NEW HAMPSHIRE,AVE,90027,34.10464786,-118.2931942,"(34.1046478573, -118.293194179)",594,A,3,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST,23445,401,1328,16,7,3
1-88209971,12/31/2015 04:50:00 PM,01/07/2016 12:53:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/07/2016 12:00:00 AM,01/07/2016 12:53:00 PM,Y,N,"1836 N NEW HAMPSHIRE AVE, 90027",1836,N,NEW HAMPSHIRE,AVE,90027,34.10464786,-118.2931942,"(34.1046478573, -118.293194179)",594,A,3,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST,23445,401,1328,16,7,3
1-88209911,12/31/2015 04:48:00 PM,01/07/2016 12:16:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,SLA,01/07/2016 12:00:00 AM,01/07/2016 12:16:00 PM,Y,N,"6526 S ARLINGTON AVE, 90043",6526,S,ARLINGTON,AVE,90043,33.98026586,-118.3186106,"(33.9802658594, -118.318610597)",673,G,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,754,1060,7,14,24
1-88207261,12/31/2015 04:47:00 PM,01/07/2016 09:41:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/07/2016 12:00:00 AM,01/07/2016 09:41:00 AM,Y,N,"6526 S ARLINGTON AVE, 90043",6526,S,ARLINGTON,AVE,90043,33.98026586,-118.3186106,"(33.9802658594, -118.318610597)",673,G,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,754,1060,7,14,24
1-88208911,12/31/2015 04:47:00 PM,01/04/2016 04:53:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/04/2016 12:00:00 AM,01/04/2016 04:53:00 PM,Y,N,"2440 S LOUELLA AVE, 90291",2440,S,LOUELLA,AVE,90291,33.99525431,-118.4473352,"(33.9952543109, -118.447335192)",672,A,5,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25073,912,1394,10,10,30
1-88209711,12/31/2015 04:42:00 PM,01/02/2016 08:56:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/02/2016 12:00:00 AM,01/02/2016 08:56:00 AM,Y,N,"7056 W LANEWOOD AVE, 90028",7056,W,LANEWOOD,AVE,90028,34.09906883,-118.3434775,"(34.0990688306, -118.343477547)",593,D,4,Central APC,13,Mitch O'Farrell,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD,23446,414,1303,,8,34
1-88207131,12/31/2015 04:42:00 PM,01/04/2016 01:20:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/04/2016 12:00:00 AM,01/04/2016 01:20:00 PM,Y,N,"8231 W WYNGATE ST, 91040",8231,W,WYNGATE,ST,91040,34.25787936,-118.3126765,"(34.2578793644, -118.312676464)",503,G,3,North Valley APC,7,Felipe Fuentes,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,15,260,18,1,7
1-88209761,12/31/2015 04:42:00 PM,01/02/2016 08:09:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,01/02/2016 12:00:00 AM,01/02/2016 08:09:00 AM,Y,N,"765 W 17TH ST, 90731",765,W,17TH,ST,90731,33.72874839,-118.2936874,"(33.7287483944, -118.293687449)",824,B,6,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,976,1207,,15,36
1-88207911,12/31/2015 04:41:00 PM,01/02/2016 09:36:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/02/2016 12:00:00 AM,01/02/2016 09:36:00 AM,Y,N,"3607 S HUGHES AVE, 90034",3607,S,HUGHES,AVE,90034,34.02742298,-118.4021368,"(34.0274229837, -118.402136765)",632,F,7,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,883,1129,9,6,74
1-88207061,12/31/2015 04:41:00 PM,01/05/2016 10:25:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/05/2016 12:00:00 AM,01/05/2016 10:25:00 AM,Y,N,"5328 S 6TH AVE, 90043",5328,S,6TH,AVE,90043,33.99413162,-118.3235185,"(33.9941316173, -118.323518453)",673,G,5,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,752,1036,7,14,24
1-88207761,12/31/2015 04:38:00 PM,01/06/2016 12:39:00 PM,SR Created,BOS,Electronic Waste,Closed,Call,,N,WLA,01/06/2016 12:00:00 AM,01/06/2016 12:39:00 PM,Y,N,"6716 W 85TH PL, 90045",6716,W,85TH,PL,90045,33.96027197,-118.4078122,"(33.9602719715, -118.407812246)",702,F,3,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,927,443,10,10,16
1-88207711,12/31/2015 04:37:00 PM,01/04/2016 09:36:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/04/2016 12:00:00 AM,01/04/2016 09:36:00 AM,Y,N,"6716 W 85TH PL, 90045",6716,W,85TH,PL,90045,33.96027197,-118.4078122,"(33.9602719715, -118.407812246)",702,F,3,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,927,443,10,10,16
1-88209521,12/31/2015 04:37:00 PM,01/06/2016 11:29:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/06/2016 12:00:00 AM,01/06/2016 11:29:00 AM,Y,N,"404 E 43RD PL, 90011",404,E,43RD,PL,90011,34.00472357,-118.267692,"(34.004723571, -118.26769197)",674,D,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,22727,716,1342,7,13,
1-88208611,12/31/2015 04:36:00 PM,01/06/2016 01:02:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/06/2016 12:00:00 AM,01/06/2016 01:02:00 PM,Y,N,"404 E 43RD PL, 90011",404,E,43RD,PL,90011,34.00472357,-118.267692,"(34.004723571, -118.26769197)",674,D,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,22727,716,1342,7,13,
1-88206831,12/31/2015 04:34:00 PM,01/05/2016 11:15:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,Y,NC,01/05/2016 12:00:00 AM,01/05/2016 11:15:00 AM,Y,N,"404 W JAMES ST, 90065",404,W,JAMES,ST,90065,34.09024337,-118.2164562,"(34.0902433701, -118.216456219)",595,A,5,East Los Angeles APC,1,Gilbert Cedillo,102,GREATER CYPRESS PARK NC,NORTHEAST,24030,377,482,13,11,94
1-88208411,12/31/2015 04:33:00 PM,01/06/2016 10:57:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/06/2016 12:00:00 AM,01/06/2016 10:57:00 AM,Y,N,"4907 N KESTER AVE, 91403",4907,N,KESTER,AVE,91403,34.15973892,-118.4576337,"(34.1597389168, -118.457633715)",561,J,3,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19732,248,675,,7,83
1-88204221,12/31/2015 04:31:00 PM,01/04/2016 09:37:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,Y,NC,01/04/2016 12:00:00 AM,01/04/2016 09:37:00 AM,Y,N,"3123 N LOWELL AVE, 90032",3123,N,LOWELL,AVE,90032,34.08177374,-118.1625942,"(34.0817737428, -118.162594184)",595,G,6,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,502,609,,9,91
1-88206751,12/31/2015 04:31:00 PM,01/06/2016 10:56:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/06/2016 12:00:00 AM,01/06/2016 10:56:00 AM,Y,N,"4907 N KESTER AVE, 91403",4907,N,KESTER,AVE,91403,34.15973892,-118.4576337,"(34.1597389168, -118.457633715)",561,J,3,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19732,248,675,,7,83
1-88203271,12/31/2015 04:29:00 PM,01/04/2016 10:06:00 AM,SR Created,BOS,Electronic Waste,Closed,Call,,Y,NC,01/04/2016 12:00:00 AM,01/04/2016 10:06:00 AM,Y,N,"3123 N LOWELL AVE, 90032",3123,N,LOWELL,AVE,90032,34.08177374,-118.1625942,"(34.0817737428, -118.162594184)",595,G,6,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,502,609,,9,91
1-88207301,12/31/2015 04:29:00 PM,01/02/2016 12:00:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/02/2016 12:00:00 AM,01/02/2016 12:00:00 PM,Y,N,"9210 S GRAHAM AVE, 90002",9210,S,GRAHAM,AVE,90002,33.95284335,-118.2429333,"(33.9528433515, -118.242933312)",704,G,3,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,22351,819,1178,7,15,40
1-88207401,12/31/2015 04:29:00 PM,01/02/2016 12:36:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,SLA,01/02/2016 12:00:00 AM,01/02/2016 12:36:00 PM,Y,N,"9210 S GRAHAM AVE, 90002",9210,S,GRAHAM,AVE,90002,33.95284335,-118.2429333,"(33.9528433515, -118.242933312)",704,G,3,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,22351,819,1178,7,15,40
1-88206571,12/31/2015 04:28:00 PM,01/07/2016 12:54:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/07/2016 12:00:00 AM,01/07/2016 12:54:00 PM,Y,N,"1536 N COMMONWEALTH AVE, 90027",1536,N,COMMONWEALTH,AVE,90027,34.09925192,-118.2850832,"(34.0992519199, -118.285083174)",594,B,4,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST,23445,466,377,,7,3
1-88202241,12/31/2015 04:28:00 PM,01/05/2016 09:40:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/05/2016 12:00:00 AM,01/05/2016 09:40:00 AM,Y,N,"4922 N WAWONA ST, 90041",4922,N,WAWONA,ST,90041,34.13782989,-118.2251204,"(34.1378298878, -118.225120438)",564,J,6,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,355,570,,9,60
1-88204031,12/31/2015 04:28:00 PM,01/02/2016 12:51:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/02/2016 12:00:00 AM,01/02/2016 12:51:00 PM,Y,N,"4572 N LARKWOOD AVE, 91364",4572,N,LARKWOOD,AVE,91364,34.15478763,-118.6279364,"(34.1547876328, -118.62793638)",559,G,4,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,310,985,,4,49
1-88202181,12/31/2015 04:28:00 PM,01/04/2016 12:48:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,Y,NC,01/04/2016 12:00:00 AM,01/04/2016 12:48:00 PM,Y,N,"3123 N LOWELL AVE, 90032",3123,N,LOWELL,AVE,90032,34.08177374,-118.1625942,"(34.0817737428, -118.162594184)",595,G,6,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,502,609,,9,91
1-88202031,12/31/2015 04:24:00 PM,01/06/2016 12:37:00 PM,SR Created,BOS,Electronic Waste,Closed,Call,,N,WLA,01/06/2016 12:00:00 AM,01/06/2016 12:37:00 PM,Y,N,"5507 W 79TH ST, 90045",5507,W,79TH,ST,90045,33.96481319,-118.3756412,"(33.9648131891, -118.37564123)",703,A,2,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,933,1065,10,10,16
1-88203091,12/31/2015 04:24:00 PM,01/02/2016 08:49:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/02/2016 12:00:00 AM,01/02/2016 08:49:00 AM,Y,N,"15215 W DEVONSHIRE ST, 91345",15215,W,DEVONSHIRE,ST,91345,34.25741631,-118.4635785,"(34.2574163118, -118.463578534)",501,H,4,North Valley APC,7,Felipe Fuentes,101,MISSION HILLS NC,MISSION,19330,74,398,,1,4
1-88203021,12/31/2015 04:23:00 PM,01/02/2016 08:50:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/02/2016 12:00:00 AM,01/02/2016 08:50:00 AM,Y,N,"15215 W DEVONSHIRE ST, 91345",15215,W,DEVONSHIRE,ST,91345,34.25741631,-118.4635785,"(34.2574163118, -118.463578534)",501,H,4,North Valley APC,7,Felipe Fuentes,101,MISSION HILLS NC,MISSION,19330,74,398,,1,4
1-88202961,12/31/2015 04:22:00 PM,01/07/2016 09:33:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/07/2016 12:00:00 AM,01/07/2016 09:33:00 AM,Y,N,"9335 N NATICK AVE, 91343",9335,N,NATICK,AVE,91343,34.24042938,-118.4574688,"(34.240429384, -118.457468849)",501,J,6,North Valley APC,7,Felipe Fuentes,112,NORTH HILLS EAST,MISSION,18914,114,415,,1,73
1-88203631,12/31/2015 04:20:00 PM,01/02/2016 11:45:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/02/2016 12:00:00 AM,01/02/2016 11:45:00 AM,Y,N,"9100 N TELFAIR AVE, 91352",9100,N,TELFAIR,AVE,91352,34.2346144,-118.3947708,"(34.2346144011, -118.394770803)",502,G,7,North Valley APC,6,Nury Martinez,8,SUN VALLEY AREA NC,FOOTHILL,19335,158,446,,3,21
1-88203561,12/31/2015 04:19:00 PM,01/05/2016 09:48:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,Y,EV,01/05/2016 12:00:00 AM,01/05/2016 09:48:00 AM,Y,N,"6221 N BLUEBELL AVE, 91606",6221,N,BLUEBELL,AVE,91606,34.18366443,-118.4104292,"(34.1836644331, -118.410429173)",532,E,7,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,NORTH HOLLYWOOD,8889,187,503,,5,70
1-88201151,12/31/2015 04:19:00 PM,01/02/2016 12:08:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/02/2016 12:00:00 AM,01/02/2016 12:08:00 PM,Y,N,"9100 N TELFAIR AVE, 91352",9100,N,TELFAIR,AVE,91352,34.2346144,-118.3947708,"(34.2346144011, -118.394770803)",502,G,7,North Valley APC,6,Nury Martinez,8,SUN VALLEY AREA NC,FOOTHILL,19335,158,446,,3,21
1-88201611,12/31/2015 04:16:00 PM,01/07/2016 02:07:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/07/2016 12:00:00 AM,01/07/2016 02:07:00 PM,Y,N,"1141 N HOOVER ST, 90029",1141,N,HOOVER,ST,90029,34.0919858,-118.2847311,"(34.0919857989, -118.28473106)",594,B,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23447,433,1285,,8,58
1-88200751,12/31/2015 04:12:00 PM,01/07/2016 01:23:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/07/2016 12:00:00 AM,01/07/2016 01:23:00 PM,Y,N,"FIGUEROA ST AT 58TH ST, 90037",,,,,90037,33.9897116,-118.2827074,"(33.9897115972, -118.282707425)",674,B,5,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET,23668,745,990,7,13,2
1-88200591,12/31/2015 04:09:00 PM,01/07/2016 01:23:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/07/2016 12:00:00 AM,01/07/2016 01:23:00 PM,Y,N,"FIGUEROA ST AT 58TH ST, 90037",,,,,90037,33.9897116,-118.2827074,"(33.9897115972, -118.282707425)",674,B,5,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET,23668,745,990,7,13,2
1-88200521,12/31/2015 04:08:00 PM,01/04/2016 12:28:00 PM,SR Created,BOS,Electronic Waste,Closed,Call,,Y,EV,01/04/2016 12:00:00 AM,01/04/2016 12:28:00 PM,Y,N,"13831 N STRATTON AVE, 91342",13831,N,STRATTON,AVE,91342,34.32346721,-118.4272789,"(34.3234672054, -118.427278854)",482,C,2,North Valley APC,7,Felipe Fuentes,5,SYLMAR NC,MISSION,18912,38,376,,1,47
1-88198271,12/31/2015 04:08:00 PM,01/04/2016 10:42:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,Y,SLA,01/04/2016 12:00:00 AM,01/04/2016 10:42:00 AM,Y,N,"2560 W VENICE BLVD, 90019",2560,W,VENICE,BLVD,90019,34.04335698,-118.3169776,"(34.0433569834, -118.316977555)",633,G,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,23080,674,898,,12,19
