"permit_nbr","primary_address","zip_code","cd","pin_nbr","associated_pins","apn","zone","apc","cpa","cnc","hl","ct","group","permit_type","permit_sub_type","use_code","use_desc","submitted_date","issue_date","cofo_date","du_changed","adu_changed","square_footage","status","valuation","construction","height","type_lat_lon","lat","lon","refresh_time","work_desc"
"14016-10000-10774","1251 S EDRIS DR 1-5","90035","5","132A167   195","132A167   195","4330024021","RD1.5-1-O","West Los Angeles","West Los Angeles","South Robertson",,"2691.00","Building","Bldg-Alter/Repair","Apartment","5","Apartment","2014-06-04T00:00:00.000","2016-11-07T00:00:00.000",,,,,"Permit Finaled","0","Type V-A Construction",,"BUILDING","34.05570438","-118.3982947","2022-09-10T00:00:00.000","Change Of Use From 5-Unit Apartment To 5-Unit Condominium."
"16030-20000-01165","3087 N DEEP CANYON DR","90210","5","159B157   227","159B157   227","4382034026","RE20-1-H","South Valley","Bel Air - Beverly Crest","Bel Air - Beverly Crest","YES","2611.02","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside","2016-02-23T00:00:00.000","2016-02-25T00:00:00.000",,,,,"Permit Finaled","51",,,"ADDRESS","34.12995","-118.43184","2022-09-10T00:00:00.000","Backfill 19'X 18' Portion Of (E) Pool, Shell To Remain."
"16016-20000-06350","17163 W LAHEY ST","91344","12","210B133   378","210B133   378","2697008025","RS-1","North Valley","Granada Hills - Knollwood","Granada Hills South",,"1112.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2016-03-23T00:00:00.000",,,,,"Permit Finaled","6500",,,"ADDRESS","34.27311","-118.50725","2022-09-10T00:00:00.000","Re-Roof With Class A Or B Material Weighing Less Than 6 Pounds Per Sq. Ft.For Residential Roof Replacement >50% Of The Total Roof Area, Apply Cool Roof Product Labeled And Certified By Cool Roof Rating Council (Crrc).  Cool Roof May Be Required For Non-Residential Buildings Per Title 24, Part 6, Section 149(B)."
"17016-10000-27783","3000 S ROBERTSON BLVD 255","90034","10","123B169   884","123B169   884","4311033015","C4-1VL-CPIO","South Los Angeles","West Adams - Baldwin Hills - Leimert","South Robertson",,"2697.00","Building","Bldg-Alter/Repair","Commercial","13","Office","2017-09-22T00:00:00.000","2017-10-16T00:00:00.000",,,,,"Permit Finaled","88000",,,"ADDRESS","34.03242","-118.39001","2022-09-10T00:00:00.000","Interior Renovation Including Non-Bearing Partitions"
"19016-10000-04681","19531 W RINALDI ST #42","91326","12","210B117    12","210B117    12","2701005***","RD2-1","North Valley","Chatsworth - Porter Ranch","Porter Ranch","YES","1081.02","Building","Bldg-Alter/Repair","Apartment","5","Apartment",,"2019-02-19T00:00:00.000",,,,,"Issued","1900",,,"ADDRESS","34.27589","-118.55801","2022-09-10T00:00:00.000","Remove Existing Roof Tiles, Apply New Underlayment And Reset Roof Tiles (Cool Roof Compliance Is Not Required)"
"12014-10001-01273","333 N RENO ST","90026","13","139-5A203 349","139-5A203 349","5156013018","RD3-1VL","East Los Angeles","Silver Lake - Echo Park - Elysian Valley","Rampart Village",,"1958.02","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2012-10-09T00:00:00.000","2012-10-09T00:00:00.000",,,,"171","Permit Finaled","501","Type V-B Construction",,"BUILDING","34.07552597","-118.27900366","2022-09-10T00:00:00.000","Supplemental To Permit 12014-10000-01273: To Revise Layout Of Covered Deck Addition At Rear (No Change In Square Footage)."
"16047-20000-02179","1288 S ORANGE DR","90019","10","129B181   450","129B181   450","5084028049","R2-1-O","Central","Wilshire","P.I.C.O.",,"2172.00","Building","Swimming-Pool/Spa","1 or 2 Family Dwelling","20","Pool/Spa - Private","2016-12-05T00:00:00.000","2016-12-05T00:00:00.000",,,,,"Issued","5000",,,"ADDRESS","34.05106","-118.34562","2022-09-10T00:00:00.000","Replaster The (E) Pool And Split The Drains Per Std Plan #268 And Eng Detail"
"19016-90000-26531","4900 W HUNTINGTON DR SOUTH","90032","14","142-5A233  24","142-5A233  24","5218008007","[Q]C4-1XL","East Los Angeles","Northeast Los Angeles","LA-32",,"2015.03","Building","Bldg-Alter/Repair","Commercial","16","Retail Store or Business",,"2019-08-23T00:00:00.000",,,,,"Issued","14800",,,"ADDRESS","34.08658","-118.17656","2022-09-10T00:00:00.000","Reroof With 74 Sqrs Built Up Roofing. Existing Solid Sheathing.Re-Roof With Class A Or B Material Weighing Less Than 6 Pounds Per Sq. Ft. For Residential Roof Replacement > 50% Of The Total Roof Area, Apply Cool Roof Product Labeled And Certified By Cool Roof Rating Council (Crrc). Cool Roof May Be Required For Non-Residential Buildings Per Title 24, Part 6, Section 149(B)."
"12016-70000-06772","1929 W 22ND ST","90018","8","123B193    74","123B193    74","5058024014","R3-1","South Los Angeles","South Los Angeles","Empowerment Congress North Area",,"2215.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","2","Duplex","2012-04-05T00:00:00.000","2012-04-05T00:00:00.000",,,,,"Permit Finaled","1500",,,"ADDRESS","34.03645","-118.30416","2022-09-10T00:00:00.000","Remove Fire Place And Infill Wall With Framing Per The Wood Frame Perscriptive Provisions."
"19010-30003-00772","3400 N FLETCHER DR","90065","13","154-5A215  98","154-5A215  98","5458023001","RD1.5-1-CDO","East Los Angeles","Northeast Los Angeles","Glassell Park",,"1864.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2020-10-27T00:00:00.000","2020-10-27T00:00:00.000",,,,,"Issued","0",,,"ADDRESS","34.1186","-118.24015","2022-09-10T00:00:00.000","Supplemental To Permit # 19010-30000-00772 To Capture New Architect Of Record And New Contrcator."
"15016-10000-14060","1608 W 253RD ST","90710","15","036B193   394","036B193   394","7410021002","R2-1XL","Harbor","Wilmington - Harbor City","Harbor City",,"2933.04","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2015-07-07T00:00:00.000",,,,,"Permit Finaled","3500",,,"ADDRESS","33.79464","-118.30462","2022-09-10T00:00:00.000","(1)Window Change-Out (Same Size & Type) For Residential Buildings.   Bathroom Remodel For Residential Buildings (No Structural Changes).Include Elec., Plumb. & Hvac.***See Application Comments***"
"16016-40000-26712","10319 W ORTON AVE","90064","5","129B161   128","129B161   128","4315018010","R1-1-O","West Los Angeles","West Los Angeles","Westside",,"2679.02","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2016-11-07T00:00:00.000",,,,,"Issued","6000",,,"ADDRESS","34.05164","-118.41652","2022-09-10T00:00:00.000","Re-Roof  30  Squares With Class A Or B Material Weighing Less Than 6 Pounds Per. Sq Ft. For Residential Roof Replacement > 50% Of The Total Roof Area, Apply Cool Roof Product Labeled And Certified By Cool Roof Council (Ccrc). Tear Off Existing Roofing. Built Up Roof/Hot Mop (Max 1 Overlay Total). Fiberglas Or Asphalt Shingles (Max 2 Overlays Total). With 1/2"" Cdx Plywood."
"18016-30000-15166","1008 S CORNING ST","90035","5","132B173   388","132B173   388","4332030002","[Q]R3-1-O","Central","Wilshire","South Robertson",,"2164.01","Building","Bldg-Alter/Repair","Apartment","5","Apartment","2018-05-14T00:00:00.000","2018-06-25T00:00:00.000",,,,,"Permit Finaled","6000",,,"ADDRESS","34.059","-118.37714","2022-09-10T00:00:00.000","Foundation Repairs Per Enginerring Detail"
"19030-10000-01723","853 N MICHELTORENA ST","90026","13","142-5A203 351","142-5A203 351","5427031014","R2-1VL","East Los Angeles","Silver Lake - Echo Park - Elysian Valley","Silver Lake","YES","1959.02","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside","2019-02-01T00:00:00.000","2019-05-01T00:00:00.000",,,,,"Permit Finaled","55",,,"ADDRESS","34.08368","-118.27841","2022-09-10T00:00:00.000","Grading For Proposed Retaining Wall Along Driveway"
"10014-10000-00772","12703 W VICTORY BLVD","91606","2","180B161  1078","180B161  1078","2325025018","R1-1","South Valley","North Hollywood - Valley Village","Greater Valley Glen",,"1237.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2010-03-08T00:00:00.000","2010-05-25T00:00:00.000","2013-10-30T00:00:00.000",,,"1405","CofO Issued","64448","Type V-B Construction","22.5","ADDRESS","34.18696","-118.40974","2022-09-10T00:00:00.000","2-Story Addition (498 S.F. Habitable Area And 283 S.F. Cover Patio )To  Existing One Story Single Family Dwelling"
"13016-20001-13176","348-350 N ORANGE DR","90036","5","138B181   159","138B181   159","5524040005","R2-1","Central","Wilshire","Greater Wilshire",,"2141.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","2","Duplex",,"2013-09-05T00:00:00.000",,,,,"Permit Finaled","25000",,,"ADDRESS","34.07763","-118.34174","2022-09-10T00:00:00.000","Bathroom (2) Remodel For Residential Buildings (No Structural Changes).  Replace Drywall (No New Walls Added).  Termite Damage Repair Less Than 10% Of Replacement Cost Of Building.  Window (25) And Door (20) Change-Out (Same Size & Type) For Residential Buildings.  Dual Glazing, Labeled And Certified By National Fenestration Rating Council (Nfrc), Is Required For Doors And Windows Replaced In All Residential Buildings, Three Stories Or Less, Per Section 152(B) Of Title 24."
"11016-20000-18352","12810 N WOODLEY AVE","91344","12","222B133   407","222B133   407","2605003014","RA-1","North Valley","Granada Hills - Knollwood","Granada Hills North","YES","1066.02","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2011-09-16T00:00:00.000",,,,,"Permit Finaled","14000",,,"ADDRESS","34.30328","-118.49933","2022-09-10T00:00:00.000","Re-Roof 17 Squares  With Class A Or B Material Weighing Less Than 6 Pound Per Sq. Ft."
"15014-20000-01647","16752 W ARCHWOOD ST","91406","6","180B133    54","180B133    54","2231020036","R1-1-RIO","South Valley","Reseda - West Van Nuys","Lake Balboa",,"1321.01","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2015-04-17T00:00:00.000","2015-06-26T00:00:00.000","2016-07-26T00:00:00.000","0",,"1981","CofO Issued","65000","Type V-B Construction",,"BUILDING","34.19279982","-118.49848276","2022-09-10T00:00:00.000","Proposed Addition To Expand Ex Bedrm To Create Master Bedrm W/ Bath & Closet At Rear. Ex Bathrm Remodel, Close-Up Various Int Doors/Opening Per Plan, Create New Washer/Dryer Alcove. This Permit To Include Kitchen Remodel."
"11016-20000-23760","7799 W SKYHILL DR","90068","4","159B173   233","159B173   233","2380004016","R1-1","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass","Hollywood Hills West","YES","1437.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2011-12-02T00:00:00.000","2012-03-20T00:00:00.000",,,,,"Permit Finaled","10000",,,"ADDRESS","34.13393","-118.36622","2022-09-10T00:00:00.000","Interior Remodeling On 2nd Floor To Relocate  Existing Wall Between Bdrm And Home Office, Remove Portion Of North & East Exterior Walls For New Windows."
"21016-10001-55143","2220 S AVENUE OF THE STARS 2306","90067","5","129B161    53","129B161    53","4329004***","R4-1L-O","West Los Angeles","West Los Angeles","Westside",,"2679.01","Building","Bldg-Alter/Repair","Apartment","5","Apartment",,"2022-05-02T00:00:00.000",,,,,"Issued","0",,,"ADDRESS","34.05241","-118.40939","2022-09-10T00:00:00.000","Supplemental To Permit 21016-10000-55143 To Change Contractor To Safe Side Builders Inc."
"13048-20000-01841","11988 W VENTURA BLVD","91604","2","162B165   248","162B165   132; 162B165   206; 162B165   248","2369015016","(Q)C2-1VL ; (Q)P-1VL ; C2-1VL ; P-1VL","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass","Studio City","YES","1438.00","Building","Sign","Onsite","19","Wall Sign","2013-08-26T00:00:00.000","2013-09-12T00:00:00.000",,,,,"Permit Finaled","5020",,,"ADDRESS","34.1435","-118.39329","2022-09-10T00:00:00.000","Install (1) New, On-Site, Illuminated, Channel Letter Wall Sign @ 22'-6"" X 2'-5 7/16"" (55.2 Sf) ""Massage Envy ~ Spa""."
"16016-20000-27263","16536 W GILMORE ST","91406","6","180B137   679","180B137   679","2231010060","R1-1-RIO","South Valley","Reseda - West Van Nuys","Lake Balboa",,"1321.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2016-11-14T00:00:00.000",,,,,"Permit Finaled","5200",,,"ADDRESS","34.18737","-118.49376","2022-09-10T00:00:00.000","Re-Roof With Class A Or B Material Weighing Less Than 6 Pound Per Sq. Ft Over Existing Solid Sheathing.  For Residential Roof Replacement > 50% Of The Total Roof Area, Apply Cool Roof Product Labeled And Certified By Cool Roof Rating Council (Crrc) Cool Roof May Be Required For Non-Residential Buildings Per Title 24, Part 6, Section 149 (B)."
"16010-10000-02252","6344 N BAKMAN AVE LOT 10","91606","2","180B173   913","180B173   911; 180B173   912; 180B173   913","2336016003","[Q]R3-1","South Valley","North Hollywood - Valley Village","Mid-Town North Hollywood",,"1242.01","Building","Bldg-New","1 or 2 Family Dwelling","1","Dwelling - Single Family","2016-05-27T00:00:00.000","2019-01-31T00:00:00.000","2022-05-10T00:00:00.000","1",,"1647","CofO Issued","199000","Type V-B Construction","39",,,,"2022-09-10T00:00:00.000","(Vtt-73619 Sl) Propose New 4 Story Sfd With Attached Two Car Garage (Plan A)_Building Shall Be Fully Sprinkler With Nfpa 13. ""Small Lot Subdivision Pursuant To Tentative Tract Map #Vtt-73619-Sl. A Certificate Of Occupancy (Temporary Or Final) Shall Not Be Issued Until After The Final Map Has Been Recorded."""
"14016-10000-08217","1641 N MORTON AVE #2","90026","13","141A211    13","141A211    10; 141A211    13","5420028041","[Q]RD2-1VL","East Los Angeles","Silver Lake - Echo Park - Elysian Valley","Greater Echo Park Elysian","YES","1973.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2014-04-30T00:00:00.000","2014-06-24T00:00:00.000",,,,,"Permit Finaled","50000",,,"ADDRESS","34.08216","-118.25319","2022-09-10T00:00:00.000","Interior And Exterior Remodel To Existing Single Family Dwelling. 2/3  (No Change In Area Or Height)"
"15010-10000-02624","1660 W 223RD ST","90501","15","048B193   733","048B193   733","7347001003","R1-1","Harbor","Harbor Gateway","Harbor Gateway South",,"2932.02","Building","Bldg-New","1 or 2 Family Dwelling","7","Carport","2015-07-22T00:00:00.000","2015-07-23T00:00:00.000","2016-09-30T00:00:00.000",,,"0","CofO Issued","2500","Type V-B Construction","10","BUILDING","33.8240234","-118.30848471","2022-09-10T00:00:00.000","New 1  Car Carport Per City Standard, 9'X18'."
"19016-20000-04980","14364 W VENTURA BLVD","91423","4","166-5A151 191","165B153   358; 165B153   370; 165B153   372; 165B153   374; 166-5A151 188; 166-5A151 191","2266002054","C2-1VL","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass","Sherman Oaks",,"1412.02","Building","Bldg-Alter/Repair","Commercial","13","Medical Office","2019-02-21T00:00:00.000","2019-05-17T00:00:00.000","2019-11-07T00:00:00.000",,,,"CofO Issued","77000","Type III-B Construction",,"PIN","34.15005486","-118.4456118","2022-09-10T00:00:00.000","Change Of Use  From Retail To Dental Office. (1700 Sqft). See Comments."
"12016-30000-04848","8515 S BERGER AVE","90293","11","096B157   541","096B157   541","4114024031","R1-1","West Los Angeles","Westchester - Playa del Rey","Westchester - Playa del Rey",,"2766.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2012-03-12T00:00:00.000",,,,,"Permit Finaled","6000",,,"ADDRESS","33.96036","-118.43065","2022-09-10T00:00:00.000","Bathroom Remodel Combined With Electrical And Plumbing  (For Residential Buildings; No Structural Changes)."
"14020-20001-00443","12074 W SUMMIT CIR","90210","2","156B165    26","156B165    26","2382017015","RE40-1-H","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga","Studio City","YES","1439.01","Building","Nonbldg-Alter/Repair","1 or 2 Family Dwelling","23","Retaining Wall","2014-05-28T00:00:00.000","2014-05-28T00:00:00.000",,,,,"Permit Finaled","501",,,"ADDRESS","34.1271","-118.40035","2022-09-10T00:00:00.000","Supplemental Permit For 14020-20000-00443 To Revise Plan To Reflect (E) Site Condition, Drop Grade Beam & Reduce Number Of Piles"
"18016-20000-00631","12975-12977 W CORCORAN PL","91340","7","216B161   111","216B161   111","2514009016","R1-1-CUGU","North Valley","Arleta - Pacoima","Pacoima",,"1042.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2018-01-09T00:00:00.000","2018-01-18T00:00:00.000","2022-02-04T00:00:00.000",,"1","420","CofO Issued","21000","Type V-B Construction",,"ADDRESS","34.28946","-118.41595","2022-09-10T00:00:00.000","Convert The (E) Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069. Work Per Wfpp."
"07014-20002-07497","16045 W FOOTHILL BLVD BLDG C","91342","7","228B141   193","228B141   193","2603009036","[Q]C2-1","North Valley","Sylmar","Sylmar","YES","1065.10","Building","Bldg-Alter/Repair","Commercial","22","Storage Building","2009-11-16T00:00:00.000","2010-02-12T00:00:00.000",,,,"3431","Permit Finaled","501","Type III-B Construction",,"ADDRESS","34.32166","-118.48062","2022-09-10T00:00:00.000","Revise Permit  07014-20000-07497 To Change 2 Story Office Bldg Back To One Story Storage Bldg For Household Goods. 2nd Floor Will Be Converted To An Unoccupied Attic Space Only With No Stair Access."
"20016-90000-09006","10162 N AMBOY AVE","91331","7","204B157   746","204B157   746","2646024003","R1-1-O-CUGU","North Valley","Arleta - Pacoima","Pacoima",,"1045.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2020-04-07T00:00:00.000",,,,,"Permit Finaled","7500",,,"ADDRESS","34.25515","-118.42516","2022-09-10T00:00:00.000","Reroof With 25 Sqrs Comp Shingle Roofing Over New Solid Sheathing.Re-Roof With Class A Or B Material Weighing Less Than 6 Pounds Per Sq. Ft. For Residential Roof Replacement > 50% Of The Total Roof Area, Apply Cool Roof Product Labeled And Certified By Cool Roof Rating Council (Crrc). Cool Roof May Be Required For Non-Residential Buildings Per Title 24, Part 6, Section 149(B)."
"22048-20000-00952","7578 W MELROSE AVE","90046","5","141B177   648","141B177   648","5526016028","C4-1XL-O","Central","Hollywood","Mid City West",,"1920.02","Building","Sign","Onsite","19","Sign","2022-05-19T00:00:00.000","2022-06-05T00:00:00.000",,,,,"Permit Finaled","2800",,,"ADDRESS","34.08354","-118.3551","2022-09-10T00:00:00.000","Install 1 New, Onsite, Illuminated Cabinet Wall Sign @ 52"" X 52"" (19 S.F.)"
"19016-20000-06318","13576 W CORRENTI ST","91331","6","198B157   811","198B157   811","2625030009","R1-1","North Valley","Arleta - Pacoima","Arleta",,"1198.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2019-03-06T00:00:00.000",,,,,"Permit Finaled","4000",,,"ADDRESS","34.23683","-118.42863","2022-09-10T00:00:00.000","Re-Roof With Class A Or B Material Weighing Less Than 6 Pounds Per Sq. Ft. Over Existing Solid Sheathing 20 Squares.  For Residential Roof Replacement > 50% Of The Total Roof Area, Apply Cool Roof Product Labeled And Certified By Cool Roofing Rating Council (Crrc). Cool Roof May Be Required For Non-Residential Buildings Per Title 24, Part 6, Section 141.0(B)2b."
"16010-10001-02993","2171-2179 E CENTURY BLVD BLDG 7B-1","90002","15","093A217   273","093A217   273","6046019933","RAS3(UV)","South Los Angeles","Southeast Los Angeles","Watts",,"2421.00","Building","Bldg-Alter/Repair","Apartment","5","Apartment","2017-05-02T00:00:00.000","2017-08-18T00:00:00.000",,,,,"Permit Finaled","501",,,"BUILDING","33.94688155","-118.23365895","2022-09-10T00:00:00.000","Supplemental To Permit No.: 16010-10000-02993 To Relocate Mechanical Equipment At Garage And Relocate Columns. Update Assessor Parcel Number."
"22016-90000-00539","22927 W DOLOROSA ST","91367","3","174B097   753","174B097   753","2042002027","R1-1","South Valley","Canoga Park-West Hills-Winnetka-Woodland Hills","Woodland Hills-Warner Center",,"9304.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2022-01-07T00:00:00.000",,,,,"Permit Finaled","9600",,,"ADDRESS","34.17023","-118.62634","2022-09-10T00:00:00.000","Reroof With 48 Sqrs Built Up Roofing. Existing Solid Sheathing.Re-Roof With Class A Or B Material Weighing Less Than 6 Pounds Per Sq. Ft. For Residential Roof Replacement > 50% Of The Total Roof Area, Apply Cool Roof Product Labeled And Certified By Cool Roof Rating Council (Crrc). Cool Roof May Be Required For Non-Residential Buildings Per Title 24, Part 6, Section 149(B)."
"18047-20000-01168","11257 W SUNSHINE TER","91604","2","162B173   613","162B173   613","2378010028","R1-1","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass","Studio City","YES","1438.00","Building","Swimming-Pool/Spa","1 or 2 Family Dwelling","20","Pool/Spa - Private","2018-06-20T00:00:00.000","2018-06-21T00:00:00.000","2018-11-13T00:00:00.000",,,,"CofO Issued","25000",,,"ADDRESS","34.13966","-118.37473","2022-09-10T00:00:00.000","New (18' X 26')Swimming Pool With Attached (8' X 11'-6"") Spa Per Standard Plan #265 And Detail"
"17019-30000-02113","1002 N EL MEDIO AVE","90272","11","129B125   252","129B125   252","4422029003","RE40-1-H","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2626.04","Building","Bldg-Demolition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2017-05-22T00:00:00.000","2017-07-13T00:00:00.000",,"-1",,,"Permit Finaled","12000",,,"ADDRESS","34.05118","-118.53136","2022-09-10T00:00:00.000","Demo  Single Family Home With Attached Garage, Clear Lot"
"19016-20000-17372","12227 N BALBOA BLVD","91344","12","216B133    12","216B133    12","2606001020","RE11-1","North Valley","Granada Hills - Knollwood","Granada Hills North","YES","1066.42","Building","Bldg-Alter/Repair","Commercial","6","Church","2019-06-10T00:00:00.000","2020-03-13T00:00:00.000",,,,,"Permit Finaled","45000",,,"ADDRESS","34.29219","-118.50227","2022-09-10T00:00:00.000","Convert (E) Office To (N) Ada Restroom, Install (N) Interior Wall To Convert (E) Multi-Purpose Room Into (2) Rooms, And New Exterior Door For (E) Day Care Facility"
