SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-411055901,12/31/2016 10:19:00 PM,01/07/2017 09:41:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,NC,01/07/2017 12:00:00 AM,01/07/2017 09:41:00 AM,Y,N,"5705 W FRANKLIN AVE, 90028",5705,W,FRANKLIN,AVE,90028,34.1054445,-118.3140618,"(34.1054445002, -118.314061803)",593,G,3,Central APC,4,David Ryu,30,HOLLYWOOD UNITED NC,HOLLYWOOD,24033,403,1296,16,7,64
1-411055821,12/31/2016 10:18:00 PM,01/03/2017 07:30:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,Y,GAP,01/02/2017 07:30:00 AM,01/03/2017 07:30:00 AM,Y,N,"1539 W CARSON ST, 90501",1539,W,CARSON,ST,90501,33.83164484,-118.3052654,"(33.8316448378, -118.3052654)",763,J,6,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,25715,945,1320,,15,55
1-411054151,12/31/2016 10:14:00 PM,01/03/2017 07:31:00 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,Y,GAP,01/02/2017 07:31:00 AM,01/03/2017 07:31:00 AM,Y,N,"1533 W CARSON ST, 90501",1533,W,CARSON,ST,90501,33.83164551,-118.3051348,"(33.8316455051, -118.305134811)",763,J,6,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,25715,945,1320,,15,55
1-411049404,12/31/2016 10:08:00 PM,01/07/2017 01:18:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,WLA,01/07/2017 12:00:00 AM,01/07/2017 01:18:00 PM,Y,,"10021 W TABOR ST, 90034",10021,W,TABOR,ST,90034,34.02725789,-118.4034523,"(34.0272578935, -118.403452251)",632,F,7,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,884,1129,9,6,74
1-411055701,12/31/2016 10:07:00 PM,01/03/2017 12:55:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,WV,01/03/2017 12:00:00 AM,01/03/2017 12:55:00 PM,Y,N,"11305 N ENCINO AVE, 91344",11305,N,ENCINO,AVE,91344,34.27585978,-118.5154353,"(34.2758597772, -118.515435275)",501,B,1,North Valley APC,12,Mitchell Englander,118,GRANADA HILLS SOUTH NC,DEVONSHIRE,19329,78,1414,,2,79
1-411055631,12/31/2016 10:06:00 PM,01/03/2017 12:19:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 12:19:00 PM,Y,N,"3446 S HILLCREST DR, 90016",3446,S,HILLCREST,DR,90016,34.02411011,-118.3427708,"(34.0241101132, -118.342770827)",673,D,1,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,925,7,12,17
1-411049251,12/31/2016 10:04:00 PM,01/03/2017 09:02:00 AM,SR Created,BOS,Electronic Waste,Closed,Self Service,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 09:02:00 AM,Y,N,"4131 W EXPOSITION BLVD, 90016",4131,W,EXPOSITION,BLVD,90016,34.02370586,-118.3413715,"(34.0237058561, -118.341371495)",673,D,1,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,925,7,12,17
1-411055521,12/31/2016 10:02:00 PM,01/03/2017 10:32:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 10:32:00 AM,Y,N,"3721 W EXPOSITION BLVD, 90016",3721,W,EXPOSITION,BLVD,90016,34.0230916,-118.3371771,"(34.0230916033, -118.337177075)",673,E,1,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,926,7,12,17
1-411053901,12/31/2016 10:00:00 PM,01/04/2017 08:19:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 08:19:00 AM,Y,N,"1414 W 36TH PL, 90018",1414,W,36TH,PL,90018,34.02176143,-118.3008036,"(34.0217614333, -118.300803572)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,690,916,7,14,32
1-411044411,12/31/2016 09:54:00 PM,01/05/2017 09:26:00 AM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,SLA,01/05/2017 12:00:00 AM,01/05/2017 09:26:00 AM,Y,N,"3779 S HOBART BLVD, 90018",3779,S,HOBART,BLVD,90018,34.0180219,-118.3079988,"(34.0180219048, -118.307998768)",673,H,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,24027,730,1011,7,14,32
1-411049051,12/31/2016 09:51:00 PM,01/01/2017 11:00:00 AM,SR Created,BOS,Dead Animal Removal,Closed,Self Service,,Y,EV,,01/01/2017 11:00:00 AM,Y,N,"5412 N SEPULVEDA BLVD, 91411",5412,N,SEPULVEDA,BLVD,91411,34.16893185,-118.4659583,"(34.1689318451, -118.465958298)",561,H,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19735,246,649,,7,83
1-411048981,12/31/2016 09:48:00 PM,01/04/2017 08:20:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 08:20:00 AM,Y,N,"1446 W 37TH DR, 90018",1446,W,37TH,DR,90018,34.01878494,-118.3018453,"(34.0187849415, -118.301845296)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,690,916,7,14,32
1-411044321,12/31/2016 09:34:00 PM,01/05/2017 10:05:00 AM,SR Created,BOS,Electronic Waste,Closed,Call,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 10:05:00 AM,Y,N,"17025 W PARTHENIA ST, 91325",17025,W,PARTHENIA,ST,91325,34.22864047,-118.5037377,"(34.2286404697, -118.503737692)",531,C,1,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18514,104,1424,,2,65
1-411048221,12/31/2016 09:21:00 PM,01/01/2017 01:15:00 PM,SR Created,BOS,Dead Animal Removal,Closed,Call,,N,SLA,,01/01/2017 01:15:00 PM,Y,N,"2901 S WESTERN AVE, 90018",2901,S,WESTERN,AVE,90018,34.02905208,-118.3090843,"(34.0290520766, -118.309084307)",633,H,7,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,686,919,7,12,19
1-411048871,12/31/2016 09:20:00 PM,01/04/2017 02:29:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 02:29:00 PM,Y,N,"1744 W 42ND PL, 90062",1744,W,42ND,PL,90062,34.00625312,-118.3105145,"(34.0062531245, -118.310514481)",673,H,3,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,SOUTHWEST,24027,732,1023,7,14,35
1-411053631,12/31/2016 09:19:00 PM,01/04/2017 09:10:00 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 09:10:00 AM,Y,N,"1744 W 42ND PL, 90062",1744,W,42ND,PL,90062,34.00625312,-118.3105145,"(34.0062531245, -118.310514481)",673,H,3,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,SOUTHWEST,24027,732,1023,7,14,35
1-411048131,12/31/2016 09:18:00 PM,01/09/2017 08:52:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,01/09/2017 12:00:00 AM,01/09/2017 08:52:00 AM,Y,N,"12205 W ALBERTA DR, 90230",12205,W,ALBERTA,DR,90230,33.98578726,-118.4117852,"(33.9857872582, -118.411785204)",672,E,6,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24678,924,1139,10,10,85
1-411053521,12/31/2016 09:17:00 PM,01/02/2017 03:29:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 03:29:00 PM,01/02/2017 03:29:00 PM,Y,N,"3101 ALTURA ST, 90031",3101,,ALTURA,ST,90031,34.07560774,-118.2088277,"(34.0756077433, -118.208827727)",595,B,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,488,516,,11,1
1-411048031,12/31/2016 09:15:00 PM,01/06/2017 03:16:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,CCAC,01/06/2017 03:16:00 PM,01/06/2017 03:16:00 PM,Y,N,"1215 W WASHINGTON BLVD, 90007",1215,W,WASHINGTON,BLVD,90007,34.03966303,-118.2833305,"(34.0396630296, -118.283330482)",634,B,5,Central APC,1,Gilbert Cedillo,76,PICO UNION NC,RAMPART,22723,697,1521,,11,8
1-411048611,12/31/2016 09:02:00 PM,01/05/2017 08:08:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,WV,01/05/2017 12:00:00 AM,01/05/2017 08:08:00 AM,Y,,"7012 N ALDEA AVE, 91406",7012,N,ALDEA,AVE,91406,34.19792481,-118.5086819,"(34.1979248066, -118.508681919)",531,C,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-411047826,12/31/2016 09:02:00 PM,01/06/2017 03:39:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Mobile App,Android,N,NC,01/06/2017 12:00:00 AM,01/06/2017 03:39:00 PM,Y,,"232 S ALEXANDRIA AVE, 90004",232,S,ALEXANDRIA,AVE,90004,34.07017178,-118.2977492,"(34.0701717818, -118.297749222)",633,J,1,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22721,583,937,,8,89
1-411045371,12/31/2016 08:57:00 PM,01/02/2017 03:41:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/02/2017 03:40:00 PM,01/02/2017 03:41:00 PM,Y,N,"HANCOCK ST AT GEORGE ST, 90031",,,,,90031,34.07663143,-118.2091775,"(34.0766314307, -118.209177538)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,488,516,,11,1
1-411047831,12/31/2016 08:56:00 PM,01/06/2017 01:22:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,EV,01/06/2017 12:00:00 AM,01/06/2017 01:22:00 PM,Y,N,"7320 N LENNOX AVE, 91405",7320,N,LENNOX,AVE,91405,34.20336089,-118.446186,"(34.2033608892, -118.446185978)",532,A,4,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,215,458,,5,18
1-411047749,12/31/2016 08:52:00 PM,01/07/2017 02:16:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,EV,01/07/2017 12:00:00 AM,01/07/2017 02:16:00 PM,Y,,"13595 W GAGER ST, 91331",13595,W,GAGER,ST,91331,34.25441696,-118.4293741,"(34.254416961, -118.429374103)",502,C,4,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL,18907,26,408,,1,11
1-411042491,12/31/2016 08:23:00 PM,01/04/2017 09:20:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,WV,01/04/2017 12:00:00 AM,01/04/2017 09:20:00 AM,Y,,"20141 W SHERMAN WAY, 91306",20141,W,SHERMAN,WAY,91306,34.20126618,-118.5725391,"(34.2012661753, -118.572539145)",530,E,5,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,290,281,,4,66
1-411044031,12/31/2016 07:52:00 PM,01/07/2017 10:16:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,NC,01/07/2017 12:00:00 AM,01/07/2017 10:16:00 AM,Y,N,"701 S GRAMERCY DR, 90005",701,S,GRAMERCY,DR,90005,34.05921533,-118.3123656,"(34.0592153257, -118.312365552)",633,H,3,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC,22722,610,888,,7,86
1-411045221,12/31/2016 07:45:00 PM,01/04/2017 10:17:00 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Android,Y,HBT,01/03/2017 10:16:00 AM,01/04/2017 10:17:00 AM,Y,N,"301 N VERMONT AVE, 90004",301,N,VERMONT,AVE,90004,34.0765279,-118.2919452,"(34.0765279026, -118.291945157)",594,A,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART,22721,454,455,16,8,89
1-411045161,12/31/2016 07:41:00 PM,01/04/2017 02:34:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 02:34:00 PM,Y,N,"5200 E LINCOLN AVE, 90042",5200,E,LINCOLN,AVE,90042,34.11961981,-118.2027391,"(34.1196198077, -118.202739132)",595,B,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,584,,11,93
1-411047571,12/31/2016 07:40:00 PM,01/04/2017 12:35:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2017 12:00:00 AM,01/04/2017 12:35:00 PM,Y,N,"5200 E LINCOLN AVE, 90042",5200,E,LINCOLN,AVE,90042,34.11961981,-118.2027391,"(34.1196198077, -118.202739132)",595,B,1,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,365,584,,11,93
1-411043875,12/31/2016 07:38:00 PM,01/03/2017 09:38:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,NC,01/03/2017 12:00:00 AM,01/03/2017 09:38:00 AM,Y,,"4522 N HOMER ST, 90031",4522,N,HOMER,ST,90031,34.09466812,-118.203583,"(34.0946681192, -118.203583024)",595,B,5,East Los Angeles APC,1,Gilbert Cedillo,42,ARROYO SECO NC,HOLLENBECK,23448,490,606,,11,92
1-411045061,12/31/2016 07:33:00 PM,01/10/2017 10:23:00 AM,SR Created,BOS,Other,Cancelled,Mobile App,Android,N,,,01/10/2017 10:23:00 AM,Y,N,"4160 W ROSEWOOD AVE, 90004",4160,W,ROSEWOOD,AVE,90004,34.0788821043,-118.295460383,"(34.0788821043, -118.295460383)",594,A,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART,22721,454,455,16,8,89
1-411044962,12/31/2016 07:27:00 PM,01/03/2017 02:42:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,KYCC,01/03/2017 02:42:00 PM,01/03/2017 02:42:00 PM,Y,N,"3801 W 3RD ST, 90020",3801,W,3RD,ST,90020,34.06916092,-118.298317,"(34.069160915, -118.298317026)",633,J,1,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22721,583,1028,,12,89
1-411044885,12/31/2016 07:26:00 PM,01/03/2017 02:40:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,KYCC,01/03/2017 02:40:00 PM,01/03/2017 02:40:00 PM,Y,N,"3721 W 3RD ST, 90020",3721,W,3RD,ST,90020,34.06915742,-118.2973367,"(34.0691574187, -118.297336727)",633,J,1,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22721,583,1028,,12,89
1-411040361,12/31/2016 07:24:00 PM,01/01/2017 12:39:00 PM,SR Created,BOS,Dead Animal Removal,Closed,Self Service,,N,NC,,01/01/2017 12:39:00 PM,Y,N,"GRAND AVE AT ALPINE ST, 90012",,,,,90012,34.063516,-118.2434449,"(34.0635159984, -118.243444855)",634,G,2,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL,22728,538,449,,11,28
1-411043731,12/31/2016 07:23:00 PM,01/07/2017 03:32:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Self Service,,N,EV,01/07/2017 12:00:00 AM,01/07/2017 03:32:00 PM,Y,N,"12867 N COMETA AVE, 91340",12867,N,COMETA,AVE,91340,34.30405355,-118.431423,"(34.3040535475, -118.431423045)",482,B,4,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,42,285,,1,47
1-411044751,12/31/2016 07:21:00 PM,01/07/2017 01:53:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,EV,01/07/2017 12:00:00 AM,01/07/2017 01:53:00 PM,Y,N,"12867 N COMETA AVE, 91340",12867,N,COMETA,AVE,91340,34.30405355,-118.431423,"(34.3040535475, -118.431423045)",482,B,4,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,42,285,,1,47
1-411042191,12/31/2016 07:11:00 PM,01/06/2017 03:53:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,WLA,01/06/2017 12:00:00 AM,01/06/2017 03:53:00 PM,Y,Y,"2924 S SELBY AVE, 90064",2924,S,SELBY,AVE,90064,34.03256886,-118.4190736,"(34.0325688625, -118.419073585)",632,E,7,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,24029,888,1251,9,6,75
1-411040111,12/31/2016 07:00:00 PM,01/06/2017 05:22:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,Y,CCAC,01/06/2017 05:22:00 PM,01/06/2017 05:22:00 PM,Y,N,"1711 W 3RD ST, 90017",1711,W,3RD,ST,90017,34.06117826,-118.2683171,"(34.0611782567, -118.268317054)",634,D,2,Central APC,13,Mitch O'Farrell,97,WESTLAKE NORTH NC,RAMPART,24352,551,942,,8,67
1-411042081,12/31/2016 07:00:00 PM,01/04/2017 03:46:00 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,Y,CCAC,01/04/2017 03:46:00 PM,01/04/2017 03:46:00 PM,Y,N,"433 S UNION AVE, 90017",433,S,UNION,AVE,90017,34.05907603,-118.2689464,"(34.0590760271, -118.268946423)",634,D,3,Central APC,1,Gilbert Cedillo,97,WESTLAKE NORTH NC,RAMPART,23078,563,836,,11,67
1-411044581,12/31/2016 06:59:00 PM,01/06/2017 05:21:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,Y,CCAC,01/06/2017 05:21:00 PM,01/06/2017 05:21:00 PM,Y,N,"514 S UNION DR, 90017",514,S,UNION,DR,90017,34.0576174,-118.2682549,"(34.0576174031, -118.268254903)",634,D,3,Central APC,1,Gilbert Cedillo,97,WESTLAKE NORTH NC,RAMPART,23078,564,1047,,11,67
1-411034500,12/31/2016 06:58:00 PM,01/10/2017 10:29:00 AM,SR Created,BOS,Feedback,Cancelled,Mobile App,Android,Y,,,01/10/2017 10:29:00 AM,Y,N,"3RD ST AT NORMANDIE AVE, 90020",,,,,90020,34.06900716,-118.3004006,"(34.0690071622, -118.300400617)",633,J,1,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,592,1028,,12,89
1-411042033,12/31/2016 06:58:00 PM,01/10/2017 10:27:00 AM,SR Created,BOS,Other,Cancelled,Mobile App,Android,Y,,,01/10/2017 10:27:00 AM,Y,N,"3RD ST AT NORMANDIE AVE, 90020",,,,,90020,34.0690071622,-118.300400617,"(34.0690071622, -118.300400617)",633,J,1,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,592,1028,,12,89
1-411034441,12/31/2016 06:55:00 PM,01/12/2017 07:47:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,Y,NC,01/06/2017 12:00:00 AM,01/12/2017 07:47:00 AM,Y,N,"NORMANDIE AVE AT 3RD ST, 90020",,,,,90020,34.06900716,-118.3004006,"(34.0690071622, -118.300400617)",633,J,1,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,592,1028,,12,89
1-411041771,12/31/2016 06:55:00 PM,01/06/2017 02:41:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,Y,CCAC,01/06/2017 02:41:00 PM,01/06/2017 02:41:00 PM,Y,N,"1343 N GLENDALE BLVD, 90026",1343,N,GLENDALE,BLVD,90026,34.07949515,-118.2604842,"(34.0794951524, -118.260484153)",594,E,7,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,NORTHEAST,23444,469,254,,8,31
1-411041851,12/31/2016 06:55:00 PM,01/06/2017 02:42:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,Y,CCAC,01/06/2017 02:42:00 PM,01/06/2017 02:42:00 PM,Y,N,"GLENDALE BLVD AT BRANDEN ST, 90026",,,,,90026,34.08786763,-118.2595862,"(34.0878676308, -118.259586245)",594,E,6,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,NORTHEAST,23444,468,542,,8,31
1-411041461,12/31/2016 06:54:00 PM,01/04/2017 04:14:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,Y,CCAC,01/04/2017 04:14:00 PM,01/04/2017 04:14:00 PM,Y,N,"1154 N GLENDALE BLVD, 90026",1154,N,GLENDALE,BLVD,90026,34.07757818,-118.2605664,"(34.0775781816, -118.260566389)",594,E,7,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,23444,482,635,,8,31
