LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0002111215-0001-0,MARK ENGLERT,,37541   STARCREST STREET,PALMDALE,93550-2575,37541 STARCREST 93550-2575,37541   STARCREST STREET,PALMDALE,93550-2575,453920,Art dealers,0,01/01/2004,,"(34.565, -118.0601)",27323,,2235,,,
0002112144-0001-5,MARY CHRISTINA CURRAN,TINA CURRAN ENTERPRISES,12917 VALLEYHEART DRIVE UNIT #3,STUDIO CITY,91604-5608,12917 VALLEYHEART 91604-5608,,,,453920,Art dealers,4,01/01/2004,,"(34.147, -118.4148)",8492,5,346,1230,,84
0002115100-0001-4,VICTORIA P DELGADILLO,,411 SLOAT STREET,LOS ANGELES,90063-2836,411 SLOAT 90063-2836,,,,453920,Art dealers,14,01/01/2004,,"(34.043, -118.1984)",24028,9,515,946,,38
0002115641-0001-4,KYOUNG HA YOO,,1839 LUCRETIA AVENUE,LOS ANGELES,90026-1807,1839 LUCRETIA 90026-1807,,,,453920,Art dealers,13,02/05/2006,,"(34.0846, -118.2512)",23444,8,479,621,,31
0002116472-0001-1,ELISABETH B BELL,BELL DESIGNS,1005   MORAGA DRIVE,LOS ANGELES,90049-1620,1005 MORAGA 90049-1620,,,,453920,Art dealers,5,01/01/2002,,,,,,,,
0002116807-0001-1,ALEXANDER DE CORDOBA,,8934   WONDERLAND PARK AVENUE,LOS ANGELES,90046-1430,8934 WONDERLAND PARK 90046-1430,8934   WONDERLAND PARK AVENUE,LOS ANGELES,90046-1430,453920,Art dealers,4,01/01/2001,,"(34.1141, -118.3897)",23677,7,825,722,11,81
0002173611-0001-7,PONTI BASIL LAMBROS II,ART REBEL,14382 VENTURA BLVD,SHERMAN OAKS,91423-2756,14382 VENTURA 91423-2756,3136   NICADA DRIVE,LOS ANGELES,90077-2042,453920,Art dealers,4,11/01/2004,,"(34.1504, -118.4455)",19736,7,333,676,6,83
0002173792-0002-7,CAROLE BAYER SAGER,,1880 CENTURY PARKS  E SUITE #1600,LOS ANGELES,90067-1661,1880 CENTURY 90067-1661,,,,453920,Art dealers,5,01/01/2009,,"(34.0614, -118.4145)",24032,6,870,739,9,75
0002176307-0001-8,RAYMOND VASQUEZ,,520 W 8TH STREET,SAN PEDRO,90731-3120,520 8TH 90731-3120,,,,453920,Art dealers,15,08/25/2006,,"(33.7369, -118.2887)",3342,15,975,1206,,36
0002176945-0001-2,MARK GROTJAHN STUDIOS INC.,,1865   BLAKE  AVENUE,LOS ANGELES,90039-0000,1865 BLAKE  90039-0000,21031   VENTURA BLVD   #401,WOODLAND HILLS,91364-2247,453920,Art dealers,13,05/01/2001,,"(0.0, 0.0)",,,,,,
0002179913-0001-4,PAUL J BOTELLO,,4008 FISHER STREET,LOS ANGELES,90063-3309,4008 FISHER 90063-3309,,,,453920,Art dealers,0,09/07/2006,,"(34.0433, -118.1797)",24028,,1542,36,,
0002185246-0001-9,"GEORGE BILLIS GALLERY, LA, INC",,2716 S LA CIENEGA BLVD,LOS ANGELES,90034-2642,2716 LA CIENEGA 90034-2642,,,,453920,Art dealers,10,07/01/2004,,"(34.0334, -118.3758)",23451,12,886,987,,69
0002191267-0001-8,BARI ZIPERSTEIN STUDIO,BARI ZIPERSTEIN STUDIO,7900 CLYBOURN AVENUE UNIT #B,SUN VALLEY,91352-4698,7900 CLYBOURN 91352-4698,7900 Clybourn #B,Sun Valley,91352-4698,453920,Art dealers,2,10/17/2006,,"(34.2143, -118.3638)",19335,5,167,483,,21
0002192683-0001-7,MASAMI T MURRAY,,1311 CABRILLO AVENUE,VENICE,90291-3705,1311 CABRILLO 90291-3705,,,,453920,Art dealers,11,02/01/2003,,"(33.9904, -118.468)",25073,10,909,1263,10,30
0002200713-0001-3,KRYSTEN CUNNINGHAM,711510 INDEPENDENT ARTIST,3618  1/2 W WASHINGTON BLVD,LOS ANGELES,90018-1178,3618 WASHINGTON 90018-1178,3618 1/2 W WASHINGTON BLVD,LOS ANGELES,90018-1178,453920,Art dealers,10,01/01/2005,,"(34.0398, -118.3242)",23079,12,658,927,,19
0002201265-0001-7,JAY DANIEL PRODUCTIONS INC,SCULPTURES BY VICTORIS,3866 ALONZO AVENUE,ENCINO,91316-4405,3866 ALONZO 91316-4405,21700 OXNARD STREET    #950,WOODLAND HILLS,91367-3607,453920,Art dealers,4,01/01/2005,,"(34.1407, -118.5266)",4286,6,327,662,,62
0002206902-0001-5,PHUOC QUACH,DARREN QUACH,298 E MENDOCINO STREET,ALTADENA,91001-5144,298 MENDOCINO 91001-5144,298 E MENDOCINO STREET,ALTADENA,91001-5144,453920,Art dealers,0,01/01/2005,,"(34.1891, -118.1432)",2443,,1353,,,
0002207029-0001-8,GREGORY MICHAEL HERNANDEZ,EXILE CHILD,3785 GRIFFITH VIEW DRIVE,LOS ANGELES,90039-1714,3785 GRIFFITH VIEW 90039-1714,2411 LOMA VISTA STREET,PASADENA,91104-3404,453920,Art dealers,13,01/01/2006,,"(34.1198, -118.2661)",23670,8,398,567,,42
0002211284-0001-6,PENNY HERSOVITCH / DANIEL GOTTLIEB,PADLAB,3277   PALMER DRIVE,LOS ANGELES,90065-4947,3277 PALMER 90065-4947,3277   PALMER DRIVE,LOS ANGELES,90065-4947,453920,Art dealers,13,06/12/2006,,"(34.1338, -118.2359)",24030,9,382,1259,,56
0002224025-0001-1,JEFFREY CANE,AN ENGLISHMAN IN LA,13831 KISMET AVENUE,SYLMAR,91342-1707,13831 KISMET 91342-1707,414 N SYCAMORE AVENUE   APT #1,LOS ANGELES,90036-2654,453920,Art dealers,7,01/01/1992,,"(34.3228, -118.4356)",18912,1,37,1398,,47
0002225305-0001-5,DANIEL JAUREGUI,,1244 ATWOOD STREET,LOS ANGELES,90063-2604,1244 ATWOOD 90063-2604,1244   ATWOOD STREET,LOS ANGELES,90063-2604,453920,Art dealers,14,01/01/2005,,"(34.0531, -118.1929)",24028,9,509,1216,,38
0002231241-0001-1,ADELE JENKINS,PERSONALIZED ART BY ADELE JENKINS,1356   EXPOSITION BLVD,LOS ANGELES,90018-4529,1356 EXPOSITION 90018-4529,1356 Exposition,Los Angeles,90018-4529,453920,Art dealers,8,09/11/2009,,"(34.018, -118.3022)",24027,14,730,1012,7,32
0002235601-0001-8,MICHAEL MALONEY,MALONEY FINE ART,21550 OXNARD STREET SUITE #300,WOODLAND HILLS,91367-7109,21550 OXNARD 91367-7109,,,,453920,Art dealers,3,04/01/2007,,"(34.1787, -118.5997)",19347,4,304,1314,2,49
0002240426-0001-1,ROBERT M APODACA,,502 1/2 CHUNG KING COURT,LOS ANGELES,90012-1709,502 CHUNG KING 90012-1709,,,,453920,Art dealers,1,02/01/2007,,"(34.0658, -118.2379)",22728,11,540,886,,28
0002241605-0001-3,WESTERN AVENUE PRODUCTIONS LLC,WESTERN AVENUE PRODUCTIONS LLC,35 S VENICE BLVD,VENICE,90291-4381,35 VENICE 90291-4381,,,,453920,Art dealers,11,01/01/2007,,"(33.984, -118.4703)",25073,10,913,1233,10,30
0002241943-0001-3,STICKER DO LLC,STICKER PLANET,6333 W 3RD STREET #220,LOS ANGELES,90036-3190,6333 3RD 90036-3190,269 S BEVERLY DRIVE #716,BEVERLY HILLS,90212-3851,453920,Art dealers,5,03/15/2007,,"(34.0713, -118.36)",23667,7,626,1086,,26
0002242564-0001-0,MCCALL ART ADVISORY INC,,2275 BRONSON HILL DRIVE,LOS ANGELES,90068-2407,2275 BRONSON HILL 90068-2407,2275 BRONSON HILL DRIVE,LOS ANGELES,90068-2407,453920,Art dealers,4,01/13/2007,,"(34.1116, -118.3164)",24033,7,403,1296,,64
0002246402-0001-0,CATHY FRANCES MOCK,,1551 N BEVERLY DRIVE,BEVERLY HILLS,90210-2313,1551 BEVERLY 90210-2313,,,,453920,Art dealers,5,08/15/1980,,"(34.1002, -118.4156)",24346,7,826,794,,81
0002247706-0001-0,NANCY B LISSAMAN,"NANCY LISSAMAN, ARTIST",1463 4/5 SCOTT AVENUE,LOS ANGELES,90026-2796,1463 SCOTT 90026-2796,5773   BIRCHWOOD DRIVE,JURUPA VALLEY,92509-7331,453920,Art dealers,13,01/01/1970,,"(34.0786, -118.2524)",23444,8,479,1366,,31
0002248289-0002-7,SHANNON CRAWFORD,,238 FURNESS AVENUE,LOS ANGELES,90042-3809,238 FURNESS 90042-3809,17641   BRIMHALL ROAD,BAKERSFIELD,93314-8905,453920,Art dealers,1,06/15/2008,,"(34.1049, -118.2063)",24030,11,376,589,13,92
0002248560-0001-5,JAIME COFFEY BATEMAN,,2832 BUCKINGHAM ROAD,LOS ANGELES,90016-3600,2832 BUCKINGHAM 90016-3600,12820 Greene,Los Angeles,90066-6410,453920,Art dealers,10,01/01/2006,,"(34.03, -118.3405)",23077,12,668,926,7,17
0002248768-0001-8,ROBERT E WHEELER,ROBART,16905 BALTAR STREET,LAKE BALBOA,91406-1106,16905 BALTAR 91406-1106,16905 BALTAR STREET,VAN NUYS,91406-1106,453920,Art dealers,6,05/23/2007,,"(34.2164, -118.5014)",19734,3,251,432,,61
0002248810-0001-1,TANVI PATEL,,850 N KINGS ROAD #107,WEST HOLLYWOOD,90069-5426,850 KINGS 90069-5426,,,,453920,Art dealers,0,04/01/2005,,"(34.0862, -118.3717)",24034,,2108,,,
0002250372-0001-0,SALLY J HOWELL,,130 N BOWLING GREEN WAY,LOS ANGELES,90049-2814,130 BOWLING GREEN 90049-2814,POST OFFICE BOX #491074,LOS ANGELES,90049-9074,453920,Art dealers,11,10/01/1986,,"(34.0605, -118.4773)",23680,10,831,345,,
0002253023-0001-3,BARBARA A VARGAS,,13700 FILMORE STREET,PACOIMA,91331-2911,13700 FILMORE 91331-2911,,,,453920,Art dealers,7,06/12/2007,,"(34.2647, -118.4312)",18907,1,27,505,,11
0002255763-0001-0,GIORGIO TUSCANI,,11947 IREDELL STREET,STUDIO CITY,91604-4121,11947 IREDELL 91604-4121,124   VIA MONTE DORO,REDONDO BEACH,90277-6440,453920,Art dealers,4,11/01/2005,,"(34.1308, -118.3945)",8492,5,352,711,,84
0002261112-0001-5,WEST COAST AIR DESIGN LLC,MOTOSTYLES,17555 CHATSWORTH STREET,GRANADA HILLS,91344-5720,17555 CHATSWORTH 91344-5720,16332 CHATSWORTH STREET,GRANADA HILLS,91344-6805,453920,Art dealers,12,08/01/2006,,"(34.2652, -118.5173)",19329,2,79,1533,39,79
0002261139-0001-4,YUROZ EXPERIMENTAL STUDIOS YES INC,,1250 LONG BEACH AVENUE APT #327,LOS ANGELES,90021-2355,1250 LONG BEACH 90021-2355,,,,453920,Art dealers,14,09/01/2005,,"(34.0271, -118.2411)",23082,9,703,1018,,76
0002263372-0001-8,CHRISTOPHER YIN,,510 S HEWITT STREET #113,LOS ANGELES,90013-2268,510 HEWITT 90013-2218,,,,453920,Art dealers,14,08/01/2007,,"(34.0416, -118.235)",23074,9,533,1287,,28
0002263905-0001-5,SHULAMIT NAZARIAN,,616 N LA BREA AVENUE,LOS ANGELES,90036-2014,616 LA BREA 90036-2014,,,,453920,Art dealers,5,05/01/2007,,"(34.0825, -118.3437)",23667,6,445,870,,86
0002264616-0001-6,GALERIA PRIMITIVO INC,BRUCE KAPSON GALLERY,834 WELLESLEY AVENUE,LOS ANGELES,90049-5213,834 WELLESLEY 90049-5213,834    WELLESBY AVE,LOS ANGELOS,90049-,453920,Art dealers,11,11/01/2006,,"(34.0464, -118.4761)",23680,10,844,1382,9,
0002266008-0001-7,MURAL MAKERS INC,,2040 GARDI STREET,BRADBURY,91008-1200,2040 GARDI 91008-1200,POST OFFICE BOX #1264,DUARTE,91009-4264,453920,Art dealers,0,01/01/2003,,"(34.1443, -117.96)",2449,,1272,,,
0002266880-0001-5,BRENDA OONA WELSH,WWW.BRENDAWELSH.COM,2434 GLENDOWER AVENUE,LOS ANGELES,90027-1111,2434 GLENDOWER 90027-1111,,,,453920,Art dealers,4,01/01/2005,,"(34.1139, -118.292)",23445,7,402,1299,,3
0002267929-0001-0,JUDY RAGAGLI,JUDY RAGAGLI FINE ART,1910 HOLMBY AVENUE APT #10,LOS ANGELES,90025-5936,1910 HOLMBY 90025-5936,,,,453920,Art dealers,5,02/01/2006,,"(34.0544, -118.4244)",23443,6,859,738,9,75
0002268721-0001-4,QUALITY ART AUCTIONS INC,QUALITY ART AUCTIONS,5300 W 83RD STREET,LOS ANGELES,90045-3203,5300 83RD 90045-3203,,,,453920,Art dealers,11,03/01/2006,,"(33.9635, -118.3722)",23676,10,933,1069,10,16
0002269089-0001-2,IDA V CHERRY,AFRICAN HERITAGE ANTIQUE COLLECTION,4340 DEGNAN BLVD,LOS ANGELES,90008-4909,4340 DEGNAN 90008-4909,757 W 133RD STREET,GARDENA,90247-1717,453920,Art dealers,10,08/21/2007,,"(34.0052, -118.3314)",22725,12,749,1021,7,54
0002269452-0001-2,ACETELLI FINE ARTS INC,,1206   MAPLE AVENUE   SUITE #1100-F,LOS ANGELES,90015-2627,1206 MAPLE 90015-2627,1249   VIRGINIA AVENUE,GLENDALE,91202-2149,453920,Art dealers,14,04/25/2007,,"(34.0352, -118.2563)",23076,9,703,1018,,76
0002269579-0002-8,JAMES W TALBOT,PARALLEL 34 PRESS,1719 STANFORD AVENUE,REDONDO BEACH,90278-2741,1719 STANFORD 90278-2741,,,,453920,Art dealers,0,02/22/2021,,"(33.8706, -118.3893)",25070,,2039,,,
0002270350-0001-6,HONOR FRASER INC,,2622 S LA CIENEGA BLVD,LOS ANGELES,90034-2604,2622 LA CIENEGA 90034-2604,2622 S LA CIENEGA BLVD,LOS ANGELES,90034-2604,453920,Art dealers,10,10/01/2005,,"(34.0343, -118.3773)",23451,12,886,987,,95
0002270560-0001-6,LAURI JON CARAVELLA,,3908 CARPENTER AVENUE,STUDIO CITY,91604-3731,3908 CARPENTER 91604-3731,15537   LA MAIDA STREET,ENCINO,91436-1604,453920,Art dealers,4,11/01/2005,,"(34.1406, -118.392)",8492,5,351,1353,,84
0002275064-0001-0,VICTORIA LYNN DALOOL,ART ON A WING,20211 CANYON VIEW DRIVE,SANTA CLARITA,91351-5735,20211 CANYON VIEW 91351-5735,,,,453920,Art dealers,0,08/16/2007,,"(34.4312, -118.4863)",19334,,2267,,,
