"rampid","title","stagename","category","type","bidpost","closedate","department","url"
"204059","IFB 137871 - CHAIRS, OPERATOR, 24/7","Open","Commodity","RFB - Request For Bid","2022-09-07T15:05:08.000","2022-09-21T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjwVaAAI"
"204058","IFB 137829 - COVER, TRANSFORMER","Open","Commodity","RFB - Request For Bid","2022-09-07T15:05:06.000","2022-09-21T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjwVVAAY"
"204057","IFB 137165 - OEM REPLACEMENT PARTS FOR ELLIOTT CRANES AND EQUIPMENT","Open","Commodity","RFB - Request For Bid","2022-09-07T14:20:02.000","2022-09-29T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjwREAAY"
"204055","FLIGHT, ASSM, Mfr. Evoqua","Open","Commodity","RFQ - Request for Quote","2022-09-06T23:20:02.000","2022-09-13T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjshXAAQ"
"204054","IFB 137441 - LANDSCAPE AND GARDENING MATERIALS","Open","Commodity","RFB - Request For Bid","2022-09-06T22:35:02.000","2022-09-27T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjsc4AAA"
"204052","Flight Assembly. Mfr: Evoqua Water Technologies","Open","Commodity","RFQ - Request for Quote","2022-09-06T19:50:03.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjsKgAAI"
"204051","Parts, Grinder. Mfr: Franklin Miller","Open","Commodity","RFQ - Request for Quote","2022-09-06T19:50:02.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjsKbAAI"
"204050","3 FT Street Light Atlantic Arm","Open","Commodity","RFQ - Request for Quote","2022-09-06T18:20:03.000","2022-09-15T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjsBIAAY"
"204048","SET OF 6 CASTERS FOR WOLF STOVE","Open","Commodity","RFQ - Request for Quote","2022-09-06T17:20:02.000","2022-09-14T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjs4OAAQ"
"202259","TOS# UU001 - AFFORDABLE HOUSING & SUSTAINABLE COMMUNITIES GRANT APPLICATION SUPPORT ROUND 7 - 2022 APPLICATION CYCLE","Open","Personal Services","TOS - Task Order Solicitation","2022-09-06T15:00:00.000","2022-10-18T22:00:00.000","Transportation","https://www.rampla.org/s/opportunity-details?id=0066g00003YVNZ0AAP"
"204041","Secondary Sewer Renewal Program D CON 04 (E10 & E14)","Open","Construction","RFB - Request For Bid","2022-09-02T23:00:00.000","2022-10-12T17:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYt9AAE"
"204046","IFB 136947 - LIQUID CHLORINE","Open","Commodity","RFB - Request For Bid","2022-09-02T20:50:02.000","2022-09-16T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjdIZAAY"
"203998","HWRP Pipe Galleries Integrity and Resiliency Assessment (TOS SN-162)","Open","Personal Services","TOS - Task Order Solicitation","2022-09-02T19:00:00.000","2022-09-30T21:00:00.000","Sanitation Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bjPpyAAE"
"204044","IFB 136741 - PRINTER, SINTERIT","Amended","Commodity","RFB - Request For Bid","2022-09-02T16:35:02.000","2022-09-15T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjd29AAA"
"204042","Request for Bids - Non-Exclusive Vending Machine Concession at Los Angeles International Airport and Van Nuys Airport","Amended","Commodity","RFB - Request For Bid","2022-09-02T00:00:00.000","2022-09-20T06:59:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYzIAAU"
"204039","IFB 136788 - OWENS LAKE CONSTRUCTION MATERIALS","Open","Commodity","RFB - Request For Bid","2022-09-01T21:50:04.000","2022-09-29T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYpDAAU"
"204038","OEM PARTS & SERVICE FOR CASE CONSTRUCTION EQUIPMENT","Open","Commodity","RFB - Request For Bid","2022-09-01T21:50:03.000","2022-09-23T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYp8AAE"
"204037","CONNECTORS, UNICAM, FIBER OPTIC","Open","Commodity","RFB - Request For Bid","2022-09-01T21:35:03.000","2022-09-21T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYnxAAE"
"204036","RFP 90699 PROFESSIONAL, TECHNICAL, AND ENGINEERING CONSULTING SERVICES","Open","Personal Services","RFP - Request For Proposal","2022-09-01T21:20:03.000","2022-10-03T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYmGAAU"
"204035","Padding, Stage, Basketball","Open","Commodity","RFQ - Request for Quote","2022-09-01T21:05:07.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYkvAAE"
"204034","Equipment, Haz Mat, Drager","Open","Commodity","RFQ - Request for Quote","2022-09-01T21:05:06.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYkqAAE"
"204033","Mats, Tatami, Judo","Open","Commodity","RFQ - Request for Quote","2022-09-01T21:05:04.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYklAAE"
"204032","Solar Panel Portable Folding Solar Kit","Open","Commodity","RFQ - Request for Quote","2022-09-01T21:05:03.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYkbAAE"
"203980","Digester Gas Collection, Conveyance & Storage System Assessment Study (TOS SN-161)","Open","Personal Services","TOS - Task Order Solicitation","2022-09-01T19:00:00.000","2022-09-30T21:00:00.000","Sanitation Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bjB0rAAE"
"204028","Supply and Delivery of Safety Supplies at Los Angeles International Airport","Open","Commodity","RFB - Request For Bid","2022-09-01T17:00:00.000","2022-10-06T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYICAA2"
"204027","IFB 137840 - VALVE, BOC","Open","Commodity","RFB - Request For Bid","2022-09-01T14:50:03.000","2022-09-15T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjYBZAA2"
"204026","Environmental Technical and Expert Consulting Services for Cargo Modernization at LAX","Open","Personal Services","RFP - Request For Proposal","2022-09-01T04:30:00.000","2022-09-29T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003bjY6fAAE"
"204008","National Boulevard Sidewalk Between Clarington Avenue and Jasmine Avenue","Open","Construction","RFB - Request For Bid","2022-09-01T00:00:00.000","2022-10-05T17:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bjQc8AAE"
"204017","Broadway Historic Theater District Pedestrian Improvements 4th-6th Street   Federal Project No. ATPL-5006(855)","Open","Construction","RFB - Request For Bid","2022-09-01T00:00:00.000","2022-10-05T17:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bjUTDAA2"
"204018","ACID, SULFURIC, CONCENTRATED","Open","Commodity","RFB - Request For Bid","2022-08-31T20:20:02.000","2022-09-21T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjUTXAA2"
"204016","RENTAL OF SHOP COATS/COVERALLS/TOWELS/MATS, AND LAUNDRY SERVICES","Open","Commodity","RFB - Request For Bid","2022-08-31T20:05:02.000","2022-09-21T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjUT3AAM"
"204013","Antenna, DualBand 2M/440MHz base","Amended","Commodity","RFQ - Request for Quote","2022-08-31T18:50:03.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjULKAA2"
"204005","TOS 2 - Program Management Support Services for the Street Improvement Program","Open","Personal Services","TOS - Task Order Solicitation","2022-08-31T18:00:00.000","2022-09-29T00:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bjQShAAM"
"204009","Restroom Construction Material","Amended","Commodity","RAB - Reverse Auction Bid","2022-08-31T16:05:03.000","2022-09-14T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjU4VAAU"
"203927","2022 Cable/Video TV Franchise & PEG Fee Auditing Services RFP","Open","Personal Services","RFP - Request For Proposal","2022-08-31T00:00:00.000","2022-10-10T22:00:00.000","Information Technology Agency","https://www.rampla.org/s/opportunity-details?id=0066g00003bijMqAAI"
"203720","TOS GG001 - Application Development & Grant Writing for Large Infrastructure Projects","Open","Personal Services","TOS - Task Order Solicitation","2022-08-30T19:00:00.000","2022-10-03T02:00:00.000","Transportation","https://www.rampla.org/s/opportunity-details?id=0066g00003b5JgUAAU"
"204000","IFB 135116 - REMOVE AND REPLACE GRANULAR ACTIVATED CARBON","Open","Commodity","RFB - Request For Bid","2022-08-30T18:05:04.000","2022-09-14T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjPy7AAE"
"203978","TOS 68 - CADD Support Services","Open","Personal Services","TOS - Task Order Solicitation","2022-08-30T17:00:00.000","2022-09-20T21:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bjAygAAE"
"203996","IFB 137261 - AERATORS AND DEVICES, WC","Open","Commodity","RFB - Request For Bid","2022-08-30T15:05:02.000","2022-09-14T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjPisAAE"
"203995","ATHLETIC SURFACE INSPECTION, TESTING AND RELATED PROFESSIONAL SERVICES","Open","Personal Services","RFB - Request For Bid","2022-08-30T00:00:00.000","2022-11-15T22:00:00.000","Recreation and Parks","https://www.rampla.org/s/opportunity-details?id=0066g00003bjMIhAAM"
"203992","IFB 137908 - SCAFFOLDING, TOWER","Open","Commodity","RFB - Request For Bid","2022-08-29T22:35:03.000","2022-09-13T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjMByAAM"
"203990","IFB 137010 - NISSAN LEAF","Open","Commodity","RFB - Request For Bid","2022-08-29T19:20:04.000","2022-09-14T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bjLwRAAU"
"203988","Plastiform Boards","Amended","Commodity","RFQ - Request for Quote","2022-08-29T17:20:02.000","2022-09-15T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bjLjkAAE"
"203638","HOPWA Housing Management Information System & Central Coordinating Agency RFP","Amended","Personal Services","RFP - Request For Proposal","2022-08-29T13:00:00.000","2022-10-25T00:00:00.000","Housing Department, Los Angeles","https://www.rampla.org/s/opportunity-details?id=0066g00003b4dNJAAY"
"203981","Emergency Operations Center Functional Exercise FY 22/23","Open","Personal Services","RFP - Request For Proposal","2022-08-27T00:00:00.000","2022-09-15T22:00:00.000","Public Safety, Mayor's Office","https://www.rampla.org/s/opportunity-details?id=0066g00003bjB7iAAE"
"203987","Purchase of Industrial Batteries for Los Angeles International Airport (LAX) and Van Nuys Airport (VNY)","Open","Commodity","RFB - Request For Bid","2022-08-26T22:45:00.000","2022-09-29T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003bjBNNAA2"
"203986","Fire Alarm System Maintenance and Upgrades at Los Angeles International Airport (LAX)","Open","Commodity","RFB - Request For Bid","2022-08-26T22:45:00.000","2022-09-29T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003bjBMBAA2"
"203977","TOS ED21-017 16th Street and Maple Avenue Bus Layover Facility","Open","Personal Services","TOS - Task Order Solicitation","2022-08-26T17:00:00.000","2022-09-09T23:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bjArLAAU"
"203974","IFB 137760 - LIFT, ROTARY SYMMETRIC 20K LB","Amended","Commodity","RFB - Request For Bid","2022-08-25T21:20:02.000","2022-09-21T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bj71sAAA"
"203969","PARTS, REPLACEMENT, AERIAL BOOMS, ""VERSA LIFT""","Open","Commodity","RFB - Request For Bid","2022-08-25T21:00:00.000","2022-09-14T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bj6bkAAA"
"203968","TOS 66 - Wilmington Q Street Local Area Urban Flow Management Project","Open","Personal Services","TOS - Task Order Solicitation","2022-08-25T18:00:00.000","2022-10-20T22:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bj6YOAAY"
"203966","Tooth spur gear","Amended","Commodity","RFQ - Request for Quote","2022-08-25T17:20:04.000","2022-09-13T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bj6TgAAI"
"203964","PRECAST CONCRETE WALL SYSTEM","Amended","Commodity","RFB - Request For Bid","2022-08-25T16:50:03.000","2022-09-27T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bj6PvAAI"
"203962","CHEMICALS, HERBICIDES, INSECTICIDES, FUNGICIDES, & RODENTICIDES","Open","Commodity","RFB - Request For Bid","2022-08-25T15:50:03.000","2022-09-15T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bj6LoAAI"
"203955","Sixth Street Viaduct– Park Arts & River Connectivity (PARC); LA Hands Art Piece Foundations; & CBD Sewer Rehab Unit 11A","Amended","Construction","RFB - Request For Bid","2022-08-25T01:00:00.000","2022-10-19T17:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003bj2EbAAI"
"203960","IFB 135246 - SERVICE, FREIGHT ELEVATOR DOOR","Open","Commodity","RFB - Request For Bid","2022-08-24T23:50:04.000","2022-09-14T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bj2q1AAA"
"203954","Application Developer UX/UI Designer","Open","Personal Services","TOS - Task Order Solicitation","2022-08-24T23:00:00.000","2022-09-17T00:00:00.000","Planning","https://www.rampla.org/s/opportunity-details?id=0066g00003bj2ERAAY"
"203949","Senior Drafting Tech to Edit & QC GIS Database","Open","Personal Services","TOS - Task Order Solicitation","2022-08-24T22:00:00.000","2022-09-24T00:00:00.000","Planning","https://www.rampla.org/s/opportunity-details?id=0066g00003biyk6AAA"
"203958","IFB 291 - DOUGLAS FIR POLES, THROUGH-BORED, PRESSURE TREATED WITH PRESERVATIVES","Open","Commodity","RFB - Request For Bid","2022-08-24T21:20:02.000","2022-09-27T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bj2dYAAQ"
"203952","AUTOMOTIVE, FITTINGS, REPAIR PARTS, AND LUBRICATING EQUIPMENT","Open","Commodity","RFB - Request For Bid","2022-08-24T21:00:00.000","2022-09-13T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003bj2BIAAY"
"203698","On-Call Professional Real Estate Staff Augmentation Services","Amended","Personal Services","RFP - Request For Proposal","2022-08-24T01:00:00.000","2022-09-23T22:00:00.000","Harbor Department, Port of Los Angeles","https://www.rampla.org/s/opportunity-details?id=0066g00003b54S3AAI"
"203723","TOS CC-002 Safe Routes to School (SRTS) Shatto Place Redesign Quick Build Project","Open","Personal Services","TOS - Task Order Solicitation","2022-08-23T18:00:00.000","2022-09-29T22:00:00.000","Transportation","https://www.rampla.org/s/opportunity-details?id=0066g00003b5JoiAAE"
"203942","2022 COC SUPPLEMENTAL TO ADDRESS UNSHELTERED HOMELESSNESS NEW PROJECTS RFP","Open","Personal Services","RFP - Request For Proposal","2022-08-23T01:00:00.000","2022-09-15T21:00:00.000","Los Angeles Homeless Services Authority","https://www.rampla.org/s/opportunity-details?id=0066g00003biuLEAAY"
"203852","As-Needed Certified Forensic Photographer Services","Open","Personal Services","RFQ - Request For Qualification","2022-08-22T15:00:00.000","2022-09-12T22:00:00.000","Fire","https://www.rampla.org/s/opportunity-details?id=0066g00003YrU4RAAV"
"203921","Request for Proposals - Conveyance Maintenance and Repair at LAX and VNY","Amended","Personal Services","RFP - Request For Proposal","2022-08-19T21:00:00.000","2022-10-15T06:59:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003biiuIAAQ"
"203920","PURCHASE, LAUNDERING AND RECYCLING OF ABSORBENT MATERIAL  AT LOS ANGELES INTERNATIONAL AIRPORT AND VAN NUYS AIRPORT","Amended","Commodity","RFB - Request For Bid","2022-08-19T01:00:00.000","2022-09-15T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003bifM6AAI"
"203466","2022 Channel 35 Video Production and Support Services RFQ","Open","Personal Services","RFQ - Request For Qualification","2022-08-19T00:00:00.000","2022-09-26T22:00:00.000","Information Technology Agency","https://www.rampla.org/s/opportunity-details?id=0066g00003b33LuAAI"
"203891","SERVICES, FOR VEHICLE SPRINGS, INCLUDING PARTS AND ACCESSORIES","Open","Commodity","RFB - Request For Bid","2022-08-18T21:00:00.000","2022-09-08T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003biadTAAQ"
"203909","PICK UP TRUCK, FEMA SUPPORT VEHICLE","Open","Commodity","RFB - Request For Bid","2022-08-18T19:50:02.000","2022-09-15T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003bievRAAQ"
"203908","Vehicle, Armored, BearCat","Open","Commodity","RFB - Request For Bid","2022-08-18T19:20:02.000","2022-09-15T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003biervAAA"
"203872","Evaluation of Ozonation and Biological Activated Carbon (TOS SN-159)","Open","Personal Services","TOS - Task Order Solicitation","2022-08-18T19:00:00.000","2022-09-29T21:00:00.000","Sanitation Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003biVu3AAE"
"203905","EQUIPMENT, POWER DISTRIBUTION, LAR MODULAR OFFICES","Amended","Commodity","RFB - Request For Bid","2022-08-18T16:50:00.000","2022-09-22T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003biebIAAQ"
"203903","Transportation Mobility Supplies - Traffic Signs","Open","Commodity","RFB - Request For Bid","2022-08-18T15:00:00.000","2022-09-22T18:00:00.000","City of Long Beach - Purchasing","https://www.rampla.org/s/opportunity-details?id=0066g00003bieUIAAY"
"203900","CERT+ MUNI/SEMI SYSTEM 2 VISIT(+ICR or AS)","Amended","Commodity","RFQ - Request for Quote","2022-08-17T23:05:03.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003biasTAAQ"
"203898","121-069 IT Enterprise Equipment, Supplies and Related Services for LAX","Open","Commodity","RFB - Request For Bid","2022-08-17T22:15:00.000","2022-09-15T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003biarfAAA"
"203882","Supply and Delivery of Pre-Action and Suppression Fire Protection System Including Materials, Maintenance and Repair","Open","Commodity","RFB - Request For Bid","2022-08-17T16:45:00.000","2022-09-29T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003biZq2AAE"
"203875","TRUCK, UTILITY, 4X4","Amended","Commodity","RFB - Request For Bid","2022-08-16T23:05:02.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003biW6oAAE"
"203867","Sanitary & Sewer Storm Drain Cleaning at Los Angeles International Airport and Van Nuys Airport","Amended","Commodity","RFB - Request For Bid","2022-08-16T21:00:00.000","2022-09-15T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003biVAhAAM"
"203849","Supply And Delivery Of IT Network Equipment, Supplies and Related Services at LAX & VNY Airports","Open","Commodity","RFB - Request For Bid","2022-08-12T21:00:00.000","2022-09-29T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003YrJbOAAV"
"203835","Supply and Delivery of Communication Equipment and Supplies at Los Angeles International Airport and Van Nuys Airport","Amended","Commodity","RFB - Request For Bid","2022-08-12T20:00:00.000","2022-09-15T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003YrFKEAA3"
"203816","DOD-ACO Technical Assistance Grants Program (2022-23)","Open","Personal Services","RFP - Request For Proposal","2022-08-12T19:00:00.000","2023-05-15T20:00:00.000","Disability, Department on","https://www.rampla.org/s/opportunity-details?id=0066g00003YrBEVAA3"
"203844","DODGE RAM 5500 MECHANIC TRUCK","Open","Commodity","RFB - Request For Bid","2022-08-12T14:20:03.000","2022-09-08T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003YrJ1iAAF"
"203843","Baggage Optimization Program (BOP) Phase II","Amended","Construction","RFP - Request For Proposal","2022-08-12T02:00:00.000","2022-10-20T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003YrFeoAAF"
"203831","Runway 6L-24R Exits and Runway Rehabilitation Projects at Los Angeles International Airport","Amended","Construction","RFP - Request For Proposal","2022-08-12T00:30:00.000","2022-09-22T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003YrFETAA3"
"203839","As-Needed Sewer Tie Construction, Retrofit, Maintenance and/or Repair RFQ","Open","Construction","RFQ - Request For Qualification","2022-08-12T00:00:00.000","2022-10-11T21:00:00.000","Recreation and Parks","https://www.rampla.org/s/opportunity-details?id=0066g00003YrFS5AAN"
"203842","Winter Theme Lighting at Pershing Square Park","Open","Personal Services","RFP - Request For Proposal","2022-08-12T00:00:00.000","2022-09-13T21:00:00.000","Recreation and Parks","https://www.rampla.org/s/opportunity-details?id=0066g00003YrFXmAAN"
"203834","Supply and Delivery of IT Equipment, Supplies and Related Services at Los Angeles International Airport & Van Nuys","Amended","Commodity","RFB - Request For Bid","2022-08-11T22:00:00.000","2022-09-15T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003YrFGTAA3"
"203830","Hazardous Materials Squad","Amended","Commodity","RFB - Request For Bid","2022-08-11T19:50:02.000","2022-09-15T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003YrFAlAAN"
"203744","RE-RELEASE RFP for Bond and Disclosure Counsel","Open","Personal Services","RFP - Request For Proposal","2022-08-10T22:00:00.000","2022-09-09T22:00:00.000","Harbor Department, Port of Los Angeles","https://www.rampla.org/s/opportunity-details?id=0066g00003b5O7kAAE"
"203805","Demolition and Salvage of Passenger, Commercial, and Recreational Vehicles","Open","Personal Services","RFI - Request For Interest","2022-08-10T20:00:00.000","2022-09-12T23:00:00.000","Police","https://www.rampla.org/s/opportunity-details?id=0066g00003YrAftAAF"
"203803","Insurance Brokerage Services","Amended","Personal Services","RFP - Request For Proposal","2022-08-10T17:00:00.000","2022-10-05T22:00:00.000","Harbor Department, Port of Los Angeles","https://www.rampla.org/s/opportunity-details?id=0066g00003YrAKqAAN"
"203681","Evaluator - Peace and Healing Centers","Open","Personal Services","RFP - Request For Proposal","2022-08-08T22:45:00.000","2022-09-09T00:00:00.000","Civil + Human Rights and Equity","https://www.rampla.org/s/opportunity-details?id=0066g00003b4zsNAAQ"
"203781","RFP 90696 - EASTERN SIERRA AIRBORNE ELECTROMAGNETIC SURVEY","Open","Personal Services","RFP - Request For Proposal","2022-08-08T16:05:01.000","2022-10-12T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003Yr1YOAAZ"
"203779","LAX Landscaping Improvements Program","Amended","Construction","RFP - Request For Proposal","2022-08-06T01:30:00.000","2022-09-14T21:00:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003YqrMvAAJ"
