"dataset_link","public","derived_view","u_id","department","domain","type","name","description","visits","creation_date","last_update_date_data","category","keywords","downloads","owner_uid","license","publication_stage","data_provided_by","source_link","routing_approval","api_endpoint","system","last_updated","what_geographic_unit_is_the_data_collected","refresh_rate","does_this_data_have_a_location_column_yes_or_no","geometrytype","hasattachments","owner"
"https://data.lacity.org/d/qv4c-k9xz","true","false","qv4c-k9xz","Bureau of Engineering","data.lacity.org","dataset","APNs in the City of Los Angeles","Official Assessor Parcel Numbers assigned by the County of Los Angeles and entered and maintained by the Bureau of Engineering.  Each APN is related to a Parcel by the Parcel Identification Number (PIN).  The associated Parcel GIS Layer can be found at: https://data.lacity.org/A-Livable-and-Sustainable-City/Parcels/sa82-xry4","1583","2017-07-06T22:17:00.000Z","2020-11-13T14:26:00.000Z","A Well Run City","apn,assessor parcel number,assessor,pin,parcel","723","9fhs-yx93","Creative Commons 1.0 Universal (Public Domain Dedication)","published","Bureau of Engineering",,,"https://data.lacity.org/resource/qv4c-k9xz.json",,,,"Daily","No",,,"kb@boe"
"https://data.lacity.org/d/yru6-6re4","true","false","yru6-6re4","LAPD","data.lacity.org","dataset","Arrest Data from 2010 to 2019","This dataset reflects arrest incidents in the City of Los Angeles from 2010 to 2019. This data is transcribed from original arrest reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0.0000°, 0.0000°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.","52496","2017-06-05T19:50:00.000Z","2020-09-30T17:15:00.000Z","A Safe City","lapd,arrest,arrest data,police,safe city,arrests","8329","art8-rc4x","Creative Commons 1.0 Universal (Public Domain Dedication)","published","Los Angeles Police Department",,,"https://data.lacity.org/resource/yru6-6re4.json",,,"Latitude/longitude","Weekly","Yes",,,"LAPD OpenData"
"https://data.lacity.org/d/amvf-fr72","true","false","amvf-fr72","LAPD","data.lacity.org","dataset","Arrest Data from 2020 to Present","This dataset reflects arrest incidents in the City of Los Angeles from 2020 to present. This data is transcribed from original arrest reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0.0000°, 0.0000°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.","960","2020-05-24T05:23:00.000Z","2020-09-30T17:22:00.000Z","A Safe City","lapd,arrest,arrest data,police,safe city,arrests","254","art8-rc4x","Creative Commons 1.0 Universal (Public Domain Dedication)","published","LAPD",,,"https://data.lacity.org/resource/amvf-fr72.json",,,"Latitude/longitude","Weekly","Yes",,,"LAPD OpenData"
"https://data.lacity.org/d/mbz9-j2zk","true","false","mbz9-j2zk","Transportation","data.lacity.org","dataset","Arts District Pedestrian and Bike Counts - LA CoMotion","Test Ped and Bike Counts made for LA CoMotion using CSU LA machine vision algorithm","280","2018-05-24T18:15:00.000Z","2018-05-24T18:15:00.000Z","A Well Run City","transportation,bikes,pedestrian,vision zero","403","ma2q-3t92","Public Domain","published","LADOT",,,"https://data.lacity.org/resource/mbz9-j2zk.json",,,"Latitude/longitude","Other - See Description","Yes",,,"hunter"
"https://data.lacity.org/d/f232-7zb7","true","false","f232-7zb7","Other","data.lacity.org","dataset","Arts Ed Profile","The LA County Arts Ed Profile is a research project by the LA County Arts Education Collective that measures the quantity, quality and equity of arts education in all public schools in the county. This available dataset combines data collected through the Arts Ed Profile school survey and data collected by the California Department of Education.

Please see the Data Dictionary under Attachments or download all data from the Source Link.","190","2018-09-25T23:55:00.000Z","2018-09-26T00:19:00.000Z","A Livable and Sustainable City","school,art,education,la county","331","46q4-awtm","Creative Commons Attribution 4.0 International","published","Los Angeles County Arts Ed Collective","https://www.lacountyartsedcollective.org/research-evaluation/arts-ed-profile",,"https://data.lacity.org/resource/f232-7zb7.json",,,"Street address","Other - See Description","Yes",,,"Izzy Mitchell"
"https://data.lacity.org/d/4qmh-sz39","true","false","4qmh-sz39",,"data.lacity.org","dataset","Asset Inventory","This dataset is an inventory of the assets on the site. Here you can track the performance of data publishing, metadata maintenance, as well as present an overview of what data exists on the site.

Note: This is only updated once per day.","346","2016-12-14T21:46:00.000Z","2020-11-12T16:08:00.000Z",,,"323","yr49-udwp","Creative Commons 1.0 Universal (Public Domain Dedication)","published","Socrata",,,"https://data.lacity.org/resource/4qmh-sz39.json",,,,,,,,"Socrata"
"https://data.lacity.org/d/skve-7mzv","true","false","skve-7mzv","Fire and Police Pensions","data.lacity.org","dataset","Avg Monthly Service Pension","Avg Monthly Service Pension","278","2014-05-23T22:36:00.000Z","2014-05-23T22:36:00.000Z","A Well Run City","service pension","1345","sgjw-6a7f","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,"https://data.lacity.org/resource/skve-7mzv.json",,,,"Monthly","No",,,"Fire & Police Pensions OpenData"
"https://data.lacity.org/d/qtax-byj7","true","false","qtax-byj7","Information Technology","data.lacity.org","dataset","BAVN Open Bid Opportunities","A listing of open bid opportunities provided by the City of Los Angeles and available on the Los Angeles Business Assistance Virtual Network (BAVN) at https://www.labavn.org","102274","2014-05-27T21:54:00.000Z","2020-10-01T17:00:00.000Z","A Well Run City","rfp,rfq,rfi,rfb,bids,proposals,labavn,bavn,jobs,construction,personal services,commodity,request for proposal,request for bid,request for quote,request for qualification,request for interest","59468","ap42-x5cq","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,"https://data.lacity.org/resource/qtax-byj7.json",,,,"Daily","No",,,"ITA BAVN"
"https://data.lacity.org/d/pwhu-m93q","true","false","pwhu-m93q","Bureau of Street Lighting","data.lacity.org","dataset","BSL - Cumulative Number Of Streetlights Converted To LED","Cumulative Number Of Streetlights Converted To LED","386","2014-05-30T21:12:00.000Z","2018-08-30T14:59:00.000Z","A Livable and Sustainable City","streetlight,led","1341","kmuv-58sk","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,"https://data.lacity.org/resource/pwhu-m93q.json",,,"City","Annual","No",,,"Public Works: Street Lighting OpenData"
"https://data.lacity.org/d/fc3u-86zh","true","false","fc3u-86zh","Bureau of Street Lighting","data.lacity.org","dataset","BSL- Percent Of Streetlight Outages Repaired Within 10 Business Days","This dataset shows the percentage of streetlight outages that are repaired within 10 business days.","386","2014-05-30T22:11:00.000Z","2018-12-03T18:04:00.000Z","A Well Run City","street lighting,customer service,streetlight","1422","kmuv-58sk","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,"https://data.lacity.org/resource/fc3u-86zh.json",,,"City","Monthly","No",,,"Public Works: Street Lighting OpenData"
"https://data.lacity.org/d/qer2-sxr5","true","false","qer2-sxr5",,"data.lacity.org","dataset","BSS Pavement Preservation Annual Data","Annual Data FY 10 to FY 13 for street resurfacing, resealing, small asphalt repairs (potholes), slurry seal","318","2014-05-30T21:24:00.000Z","2014-05-30T21:24:00.000Z",,,"1462","df4s-jhab","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,"https://data.lacity.org/resource/qer2-sxr5.json",,,,,,,,"Public Works: Street Services OpenData"
"https://data.lacity.org/d/c4sv-pw36","true","false","c4sv-pw36","City Administrative Officer","data.lacity.org","dataset","Budget Program Descriptions FY 2017-2018","Programs are a useful way to break up the budget and understand how the City of LA invests money to make the city safer, more livable and sustainable, better run, and prosperous. Note that departments' use of this field varies, and it is simply for informational purposes. See the Blue Books on http://cao.lacity.org/budget/ for more information.","62","2018-03-28T22:13:00.000Z","2018-03-28T22:13:00.000Z","A Prosperous City",,"192","95pg-i79k",,"published","CAO",,,"https://data.lacity.org/resource/c4sv-pw36.json",,,,"Other - See Description","No",,,"ChelseaU"
"https://data.lacity.org/d/3f9m-afei","true","false","3f9m-afei","Building and Safety","data.lacity.org","dataset","Building and Safety Certificate of Occupancy","The Department of Building and Safety is required by the Los Angeles Municipal Code to issue a Certificate of Occupancy for every building or structure in the City of Los Angeles.  A Certificate of Occupancy is a document issued by the Department of Building and Safety certifying a building's compliance with applicable building codes and other laws, and indicating it to be in a condition suitable for occupancy.","17431","2014-04-18T22:58:00.000Z","2020-11-09T10:14:00.000Z","A Safe City","ladbs,department of building and safety,building and safety,building,safety,construction services,construction,permit,permit number,permit type,certificate of occupancy,occupancy,cofo number,cofo,certificate,building permit","39580","tdwf-cih6","Creative Commons 1.0 Universal (Public Domain Dedication)","published","LADBS",,,"https://data.lacity.org/resource/3f9m-afei.json",,,"Latitude/longitude","Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/2uz8-3tj3","true","false","2uz8-3tj3","Building and Safety","data.lacity.org","dataset","Building and Safety Code Enforcement Case","The Department of Building and Safety is tasked with the enforcement of the City's building, electrical, mechanical and zoning regulations, which are elements of the Los Angeles Municipal Code. A Code Enforcement Case may originate from a customer service request to investigate a possible Code violation, from a planned and authorized inspection of a neighborhood for the purpose of reducing blight, or from a proactive inspection of a site due to an observed hazardous condition.  A case is closed (indicated by a ""C"" status) when the site satisfies the requirements for Code compliance, or when no Code violation is found.  A case remains open (indicated by an ""O"" status) until the site satisfies the requirements for Code compliance.","7649","2014-05-28T22:36:00.000Z","2020-11-10T13:02:00.000Z","A Safe City","ladbs,department of building and safety,building and safety,building,safety,construction services,construction,code enforcement,case number,case,violation,citation,billboard,sign,aim,cnap,pace,veip","2573","tdwf-cih6","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,"https://data.lacity.org/resource/2uz8-3tj3.json",,,"Latitude/longitude","Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/q3qu-98vb","true","false","q3qu-98vb","Building and Safety","data.lacity.org","dataset","Building and Safety Code Enforcement Case (Closed)","The Department of Building and Safety is tasked with the enforcement of the City's building, electrical, mechanical and zoning regulations, which are elements of the Los Angeles Municipal Code. A Code Enforcement Case may originate from a customer service request to investigate a possible Code violation, from a planned and authorized inspection of a neighborhood for the purpose of reducing blight, or from a proactive inspection of a site due to an observed hazardous condition.  A case is closed (indicated by a ""C"" status) when the site satisfies the requirements for Code compliance, or when no Code violation is found.  A case remains open (indicated by an ""O"" status) until the site satisfies the requirements for Code compliance.","2258","2014-06-06T19:00:00.000Z","2020-11-10T13:03:00.000Z","A Safe City","ladbs,department of building and safety,building and safety,building,safety,construction services,construction,code enforcement,case number,case,violation,citation,billboard,sign,aim,cnap,pace,veip","1286","tdwf-cih6","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,"https://data.lacity.org/resource/q3qu-98vb.json",,,"Latitude/longitude","Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/bsvt-chkv","true","false","bsvt-chkv","Building and Safety","data.lacity.org","dataset","Building and Safety Customer Service Request","A Customer Service Request is a request received by the Department of Building and Safety from the City's constituents to investigate a site/property for a possible violation of the City's building, electrical, mechanical and zoning regulations, which are elements of the Los Angeles Municipal Code. Any investigative action taken by a Building and Safety inspector constitutes the opening of a case. Where no Code violation is found, the case is immediately closed.  If a Code violation is found, the case remains open until the site/property satisfies the requirements for Code compliance.","1422","2014-03-18T21:23:00.000Z","2020-11-10T13:04:00.000Z","A Prosperous City","ladbs,department of building and safety,building and safety,building,safety,construction,customer service request,case number,customer service,csr,csr number","3166","tdwf-cih6","Creative Commons 1.0 Universal (Public Domain Dedication)","published","LADBS",,,"https://data.lacity.org/resource/bsvt-chkv.json",,,"Latitude/longitude","Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/8qjh-sbs9","true","false","8qjh-sbs9","Building and Safety","data.lacity.org","dataset","Building and Safety Customer Service Request (Closed)","A Customer Service Request is a request received by the Department of Building and Safety from the City's constituents to investigate a site/property for a possible violation of the City's building, electrical, mechanical and zoning regulations, which are elements of the Los Angeles Municipal Code. Any investigative action taken by a Building and Safety inspector constitutes the opening of a case. Where no Code violation is found, the case is immediately closed.  If a Code violation is found, the case remains open until the site/property satisfies the requirements for Code compliance.","995","2014-06-09T21:17:00.000Z","2020-11-10T13:05:00.000Z","A Prosperous City","ladbs,department of building and safety,building and safety,building,safety,construction,customer service request,case number,customer service,csr,csr number","1730","tdwf-cih6","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,"https://data.lacity.org/resource/8qjh-sbs9.json",,,"Latitude/longitude","Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/w3bs-2b8n","true","false","w3bs-2b8n","Building and Safety","data.lacity.org","dataset","Building and Safety Electrical Permit Issued 2010 to Present",,"16","2020-07-13T22:33:00.000Z","2020-11-08T05:20:00.000Z","A Safe City",,"15","tdwf-cih6",,"published",,,,"https://data.lacity.org/resource/w3bs-2b8n.json",,,,"Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/kxbe-xf63","true","false","kxbe-xf63","Building and Safety","data.lacity.org","dataset","Building and Safety Electrical Permit Issued before 2010",,"13","2020-07-14T20:11:00.000Z","2020-11-08T05:21:00.000Z",,,"14","tdwf-cih6",,"published",,,,"https://data.lacity.org/resource/kxbe-xf63.json",,,,"Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/9aqu-9z3k","true","false","9aqu-9z3k","Building and Safety","data.lacity.org","dataset","Building and Safety Electrical Permit Submitted 2010 to Present",,"15","2020-07-14T17:07:00.000Z","2020-11-08T05:19:00.000Z",,,"14","tdwf-cih6",,"published",,,,"https://data.lacity.org/resource/9aqu-9z3k.json",,,,"Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/vtsz-6eht","true","false","vtsz-6eht","Building and Safety","data.lacity.org","dataset","Building and Safety Electrical Permit Submitted before 2010",,"13","2020-07-14T20:43:00.000Z","2020-11-08T05:21:00.000Z",,,"14","tdwf-cih6",,"published",,,,"https://data.lacity.org/resource/vtsz-6eht.json",,,,"Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/9w5z-rg2h","true","false","9w5z-rg2h","Building and Safety","data.lacity.org","dataset","Building and Safety Inspections","All permitted construction work are subject to inspection by authorized Building and Safety inspectors. The permit applicant notifies Building and Safety when the work is ready for inspection. Common items inspected include foundation excavations, concrete work, wood framing, ventilation equipment, plumbing, electrical, and so forth. Upon completion, there will be a final inspection and approval of the completed project.","3921","2014-04-21T17:28:00.000Z","2020-11-09T10:14:00.000Z","A Safe City","ladbs,department of building and safety,building and safety,building,safety,construction services,construction,permit,permit number,inspection,permit status,inspection type,inspection result,cofo","1367","tdwf-cih6","Creative Commons 1.0 Universal (Public Domain Dedication)","published","LADBS",,,"https://data.lacity.org/resource/9w5z-rg2h.json",,,"Latitude/longitude","Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/8vs5-f8hp","true","false","8vs5-f8hp","Building and Safety","data.lacity.org","dataset","Building and Safety Mechanical Permit Issued 2010 to Present",,"21","2020-07-15T00:38:00.000Z","2020-11-08T05:24:00.000Z",,,"29","tdwf-cih6",,"published",,,,"https://data.lacity.org/resource/8vs5-f8hp.json",,,,"Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/fbm7-w3w7","true","false","fbm7-w3w7","Building and Safety","data.lacity.org","dataset","Building and Safety Mechanical Permit Issued before 2010",,"12","2020-07-14T23:40:00.000Z","2020-11-08T05:23:00.000Z",,,"14","tdwf-cih6",,"published",,,,"https://data.lacity.org/resource/fbm7-w3w7.json",,,,"Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/pxhh-tgsi","true","false","pxhh-tgsi","Board of Public Works","data.lacity.org","dataset","Building and Safety Mechanical Permit Submitted 2010 to Present",,"17","2020-07-14T22:58:00.000Z","2020-11-08T05:22:00.000Z",,,"14","tdwf-cih6",,"published",,,,"https://data.lacity.org/resource/pxhh-tgsi.json",,,,"Weekly","Yes",,,"Building and Safety OpenData"
"https://data.lacity.org/d/yszd-nt64","true","false","yszd-nt64","Building and Safety","data.lacity.org","dataset","Building and Safety Mechanical Permit Submitted before 2010",,"8","2020-07-14T22:33:00.000Z","2020-11-08T05:21:00.000Z",,,"14","tdwf-cih6",,"published",,,,"https://data.lacity.org/resource/yszd-nt64.json",,,,"Weekly","Yes",,,"Building and Safety OpenData"
