"name","display_name","categories","display_categories","description","address","phone","website","source","latitude","longitude","yelp_alias","yelp_api","yelp_id"
"The Londoner by Anthony Morrison","The Londoner by Anthony Morrison","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","1049 Aviation Blvd, Hermosa Beach, CA 90254","13107982672","https://www.yelp.com/biz/the-londoner-by-anthony-morrison-hermosa-beach-2","https://www.yelp.com/biz/the-londoner-by-anthony-morrison-hermosa-beach-2","33.86381","-118.3893","the-londoner-by-anthony-morrison-hermosa-beach-2","true","npVWexBy_Fx2tk0E6gA1-g"
"Silver Liner Mobile Massage Studio","Silver Liner Mobile Massage Studio","Massage, Massage Therapy","Beauty, Grooming and Personal Care","Massage, Massage Therapy","Irvine, CA 92612","19496064081","https://www.yelp.com/biz/silver-liner-mobile-massage-studio-irvine","https://www.yelp.com/biz/silver-liner-mobile-massage-studio-irvine","33.6335538","-117.7131986","silver-liner-mobile-massage-studio-irvine","true","tj45k2Gbo9c8eYZZX76cNg"
"Pure Pleasure Salon","Pure Pleasure Salon","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","2149 W Manchester Ave, Los Angeles, CA 90047","13237521899","https://www.yelp.com/biz/pure-pleasure-salon-los-angeles","https://www.yelp.com/biz/pure-pleasure-salon-los-angeles","33.96011912","-118.3172641","pure-pleasure-salon-los-angeles","true","8DTDniysHAXsSkjhrXJuhw"
"Image of Africa","Image of Africa","Hair Stylists, Hair Extensions","Beauty, Grooming and Personal Care","Hair Stylists, Hair Extensions","3860 Crenshaw Blvd, Ste 228, Los Angeles, CA 90008","13232953118","https://www.yelp.com/biz/image-of-africa-los-angeles-2","https://www.yelp.com/biz/image-of-africa-los-angeles-2","34.01581","-118.3344","image-of-africa-los-angeles-2","true","MIvuB73DoAniKfhfJMuthA"
"Naturally You Locks","Naturally You Locks","Hair Stylists, Jewelry, Eyebrow Services","Beauty, Grooming and Personal Care","Hair Stylists, Jewelry, Eyebrow Services","7409 Crenshaw Blvd, Los Angeles, CA 90043","14242611620","https://www.yelp.com/biz/naturally-you-locks-los-angeles-2","https://www.yelp.com/biz/naturally-you-locks-los-angeles-2","33.972414","-118.331117","naturally-you-locks-los-angeles-2","true","UlinYvYUQCCugXDM1iuVIQ"
"Braid Queen LA","Braid Queen LA","Hair Extensions, Cosmetics & Beauty Supply, Hair Stylists","Beauty, Grooming and Personal Care","Hair Extensions, Cosmetics & Beauty Supply, Hair Stylists","3959 Wilshire Blvd, Ste A25, Los Angeles, CA 90010","13107959201","https://www.yelp.com/biz/braid-queen-la-los-angeles","https://www.yelp.com/biz/braid-queen-la-los-angeles","34.062097","-118.3133697","braid-queen-la-los-angeles","true","kH-RHNeAftUxh3PVYMXjiw"
"L.A. Hair Palace","L.A. Hair Palace","Hair Stylists, Hair Extensions","Beauty, Grooming and Personal Care","Hair Stylists, Hair Extensions","5439 Cherry Ave, Long Beach, CA 90805","13108942090","https://www.yelp.com/biz/l-a-hair-palace-long-beach","https://www.yelp.com/biz/l-a-hair-palace-long-beach","33.854935","-118.168636","l-a-hair-palace-long-beach","true","S_1ffLKLrDe28l5A06dEmA"
"Hair It Is Hair Salon","Hair It Is Hair Salon","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","3253 South St, Ste 107, Long Beach, CA 90805","15624779450","https://www.yelp.com/biz/hair-it-is-hair-salon-long-beach","https://www.yelp.com/biz/hair-it-is-hair-salon-long-beach","33.8605925","-118.1538906","hair-it-is-hair-salon-long-beach","true","cTa-hWB7mR16fQ-wrhdpjQ"
"Hair Queen LA","Hair Queen LA","Wigs, Hair Extensions","Beauty, Grooming and Personal Care","Wigs, Hair Extensions","5363 Wilshire Blvd, Los Angeles, CA 90036","13233275052","https://www.yelp.com/biz/hair-queen-la-los-angeles","https://www.yelp.com/biz/hair-queen-la-los-angeles","34.06264","-118.34584","hair-queen-la-los-angeles","true","H-8u3_BAMEoKC-N1bqnicg"
"LaShanna's Braid Parlor","LaShanna's Braid Parlor","Hair Extensions, Hair Stylists","Beauty, Grooming and Personal Care","Hair Extensions, Hair Stylists","1938 W Florence Ave, Los Angeles, CA 90047","13235419167","https://www.yelp.com/biz/lashannas-braid-parlor-los-angeles","https://www.yelp.com/biz/lashannas-braid-parlor-los-angeles","33.97429","-118.31255","lashannas-braid-parlor-los-angeles","true","L7PrjsvYd7m7LsYpa7zQXw"
"The Hair Bar of Beverly Hills","The Hair Bar of Beverly Hills","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","151 S Doheny Dr, Studio 26, Beverly Hills, CA 90211","14242855290","https://www.yelp.com/biz/the-hair-bar-of-beverly-hills-beverly-hills","https://www.yelp.com/biz/the-hair-bar-of-beverly-hills-beverly-hills","34.0658644","-118.3899291","the-hair-bar-of-beverly-hills-beverly-hills","true","kTzrIi398My9tK_5U77ZLg"
"BEAUTYBEEZ","BEAUTYBEEZ","Cosmetics & Beauty Supply, Hair Salons, Skin Care","Beauty, Grooming and Personal Care","Cosmetics & Beauty Supply, Hair Salons, Skin Care","6522 Laurel Canyon Blvd, North Hollywood, CA 91606","18188568185","https://www.yelp.com/biz/beautybeez-north-hollywood","https://www.yelp.com/biz/beautybeez-north-hollywood","34.18915","-118.39615","beautybeez-north-hollywood","true","f9eAsRCRadwrMulQ-8XgCQ"
"Le Mode Hair Salon Suite","Le Mode Hair Salon Suite","Hair Stylists, Hair Extensions, Makeup Artists","Beauty, Grooming and Personal Care","Hair Stylists, Hair Extensions, Makeup Artists","5444 Yolanda Ave, Ste 217, Los Angeles, CA 91356","13109270584","https://www.yelp.com/biz/le-mode-hair-salon-suite-los-angeles-3","https://www.yelp.com/biz/le-mode-hair-salon-suite-los-angeles-3","34.16993","-118.539786","le-mode-hair-salon-suite-los-angeles-3","true","8JJpTYAObJvKyJ3YTsra5w"
"Love Your Hair by Rachel Carter","Love Your Hair by Rachel Carter","Hair Stylists, Blow Dry/Out Services","Beauty, Grooming and Personal Care","Hair Stylists, Blow Dry/Out Services","3265 Fletcher Dr., Los Angeles, CA 90065",,"https://www.yelp.com/biz/love-your-hair-by-rachel-carter-los-angeles","https://www.yelp.com/biz/love-your-hair-by-rachel-carter-los-angeles","34.11771","-118.24207","love-your-hair-by-rachel-carter-los-angeles","true","uB7AbfDGW0vXybpQid2Ivw"
"Michael- SixteenThirtySix","Michael- SixteenThirtySix","Hair Stylists","Beauty, Grooming and Personal Care","Hair Stylists","1636 Abbott Kinney Blvd, Sixteen Thirty Six, Los Angeles, CA 90291","13107309360","https://www.yelp.com/biz/michael-sixteenthirtysix-los-angeles-3","https://www.yelp.com/biz/michael-sixteenthirtysix-los-angeles-3","33.98938","-118.46339","michael-sixteenthirtysix-los-angeles-3","true","_F5Cor2nSysH8_25gC_zvA"
"Catalina's Dominican Beauty Salon","Catalina's Dominican Beauty Salon","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","15243 Roscoe Blvd, Los Angeles, CA 91402","18187710787","https://www.yelp.com/biz/catalinas-dominican-beauty-salon-los-angeles","https://www.yelp.com/biz/catalinas-dominican-beauty-salon-los-angeles","34.22177767","-118.4647042","catalinas-dominican-beauty-salon-los-angeles","true","xWk7q-85_FdZrDCInaR5fA"
"Beautiful Hair","Beautiful Hair","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","1051 Glendon Ave, Ste 108, Los Angeles, CA 90024","14244149888","https://www.yelp.com/biz/beautiful-hair-los-angeles","https://www.yelp.com/biz/beautiful-hair-los-angeles","34.0614971","-118.4444322","beautiful-hair-los-angeles","true","vJKE211yz1EkehNWU1KgzQ"
"A Curly Walk Studio","A Curly Walk Studio","Hair Stylists","Beauty, Grooming and Personal Care","Hair Stylists","306 Stonewood St, Studio 30, Stonewood Center, Downey, CA 90241","13104394251","https://www.yelp.com/biz/a-curly-walk-studio-downey","https://www.yelp.com/biz/a-curly-walk-studio-downey","33.935997","-118.118822","a-curly-walk-studio-downey","true","X1O0rrNqaZQWorxs-jcqRQ"
"Taylor Rose Hair Studio","Taylor Rose Hair Studio","Hair Extensions, Eyelash Service, Waxing","Beauty, Grooming and Personal Care","Hair Extensions, Eyelash Service, Waxing","7739 1/2 Santa Monica Blvd, West Hollywood, CA 90046","13236540084","https://www.yelp.com/biz/taylor-rose-hair-studio-west-hollywood","https://www.yelp.com/biz/taylor-rose-hair-studio-west-hollywood","34.09090905","-118.3579339","taylor-rose-hair-studio-west-hollywood","true","RIyh4gNlQdgQSdRVEf30tQ"
"Starring  By Ted Gibson","Starring  By Ted Gibson","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","211 South La Brea Ave, Los Angeles, CA 90036","13234132244","https://www.yelp.com/biz/starring-by-ted-gibson-los-angeles","https://www.yelp.com/biz/starring-by-ted-gibson-los-angeles","34.07014889","-118.344158","starring-by-ted-gibson-los-angeles","true","SmcfWfGEd_9Vdnubc-9OHA"
"Crystal Blings Hair","Crystal Blings Hair","Hair Extensions","Beauty, Grooming and Personal Care","Hair Extensions","Los Angeles, CA 90047","13233565653","https://www.yelp.com/biz/crystal-blings-hair-los-angeles","https://www.yelp.com/biz/crystal-blings-hair-los-angeles","33.9519253","-118.3082034","crystal-blings-hair-los-angeles","true","us9GUfK_ZN0-mRAg1F-FTA"
"Desiree G Hair","Desiree G Hair","Hair Stylists, Hair Extensions","Beauty, Grooming and Personal Care","Hair Stylists, Hair Extensions","8000 Sunset Blvd, Ste B-200, Studio 73, Salon Republic, West Hollywood, CA 90046","13234282209","https://www.yelp.com/biz/desiree-g-hair-west-hollywood-3","https://www.yelp.com/biz/desiree-g-hair-west-hollywood-3","34.0974962","-118.3652003","desiree-g-hair-west-hollywood-3","true","Jn8RmTswm3eoIoVCrbf6bw"
"Camille Ariane Makeup","Camille Ariane Makeup","Makeup Artists, Hair Removal","Beauty, Grooming and Personal Care","Makeup Artists, Hair Removal","5612 W Manchester Ave, Los Angeles, CA 90045","12133996586","https://www.yelp.com/biz/camille-ariane-makeup-los-angeles","https://www.yelp.com/biz/camille-ariane-makeup-los-angeles","33.959368","-118.379271","camille-ariane-makeup-los-angeles","true","gWzmdjncf7As85Bj1WZVjg"
"Meedo Hair Salon","Meedo Hair Salon","Hair Extensions, Hair Stylists","Beauty, Grooming and Personal Care","Hair Extensions, Hair Stylists","2839 W Lincoln Ave, Anaheim, CA 92801","17148659412","https://www.yelp.com/biz/meedo-hair-salon-anaheim","https://www.yelp.com/biz/meedo-hair-salon-anaheim","33.8323224","-117.9864859","meedo-hair-salon-anaheim","true","NNAztHDKz4RzQTUcBQ9kLQ"
"Saints","Saints","Barbers, Men's Clothing, Art Galleries","Beauty, Grooming and Personal Care","Barbers, Men's Clothing, Art Galleries","12796 Washington Blvd, Los Angeles, CA 90066","14243530069","https://www.yelp.com/biz/saints-los-angeles-2","https://www.yelp.com/biz/saints-los-angeles-2","33.99557","-118.437254","saints-los-angeles-2","true","DUKJT6tlamnOkWvnhWF1DQ"
"Veenus Beauty Lounge","Veenus Beauty Lounge","Hair Salons, Makeup Artists, Eyelash Service","Beauty, Grooming and Personal Care","Hair Salons, Makeup Artists, Eyelash Service","1626 W Whittier Blvd, La Habra, CA 90631","15626912700","https://www.yelp.com/biz/veenus-beauty-lounge-la-habra","https://www.yelp.com/biz/veenus-beauty-lounge-la-habra","33.9393951","-117.9643556","veenus-beauty-lounge-la-habra","true","GGHcN8uf7Q0iY6d-ow3Urg"
"Dysonna Hair Studio","Dysonna Hair Studio","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","4562 W Washington Blvd, Los Angeles, CA 90016","13238570030","https://www.yelp.com/biz/dysonna-hair-studio-los-angeles-2","https://www.yelp.com/biz/dysonna-hair-studio-los-angeles-2","34.0396824","-118.3393294","dysonna-hair-studio-los-angeles-2","true","KMgEx7-K731b3aNtMyIK_A"
"Jilly Does My Hair","Jilly Does My Hair","Hair Stylists, Hair Extensions","Beauty, Grooming and Personal Care","Hair Stylists, Hair Extensions","2149 W Manchester Blvd, Los Angeles, CA 90047","14242895910","https://www.yelp.com/biz/jilly-does-my-hair-los-angeles-10","https://www.yelp.com/biz/jilly-does-my-hair-los-angeles-10","33.9601154","-118.3172844","jilly-does-my-hair-los-angeles-10","true","xz_Ia9STMsA_jXbBCSqTYA"
"Textured Tech","Textured Tech","Cosmetics & Beauty Supply, Hair Extensions, Wigs","Beauty, Grooming and Personal Care","Cosmetics & Beauty Supply, Hair Extensions, Wigs","441 E Carson St, Unit C & D, Carson, CA 90745","14244775888","https://www.yelp.com/biz/textured-tech-carson-4","https://www.yelp.com/biz/textured-tech-carson-4","33.83221","-118.2685","textured-tech-carson-4","true","K6SPzdudk1ZsmMoVIoymNQ"
"Hair And Makeup by Satis","Hair And Makeup by Satis","Hair Stylists, Makeup Artists","Beauty, Grooming and Personal Care","Hair Stylists, Makeup Artists","15600 Mulholland Dr, Apt A, Los Angeles, CA 90077","14152387552","https://www.yelp.com/biz/hair-and-makeup-by-satis-los-angeles","https://www.yelp.com/biz/hair-and-makeup-by-satis-los-angeles","34.1263884","-118.4725275","hair-and-makeup-by-satis-los-angeles","true","7BIkybTRjCk989YLGPuLzA"
"CocoaLovesHair","CocoaLovesHair","Hair Stylists","Beauty, Grooming and Personal Care","Hair Stylists","21250 Hawthorne Blvd, Ste 170, Studio 305, Torrance, CA 90503","13107224220","https://www.yelp.com/biz/cocoaloveshair-torrance","https://www.yelp.com/biz/cocoaloveshair-torrance","33.8364003","-118.3526781","cocoaloveshair-torrance","true","IQSh9geQpHdMxqvjv3n9lA"
"Blessed Beauty Supply","Blessed Beauty Supply","Cosmetics & Beauty Supply, Hair Extensions","Beauty, Grooming and Personal Care","Cosmetics & Beauty Supply, Hair Extensions","413 S Central Ave, Glendale, CA 91204","18184847227","https://www.yelp.com/biz/blessed-beauty-supply-glendale","https://www.yelp.com/biz/blessed-beauty-supply-glendale","34.141148","-118.2581247","blessed-beauty-supply-glendale","true","0w49xJqNOXQEL4foyQmmuA"
"Mirage Camille","Mirage Camille","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","Northridge, CA 91325","17147070420","https://www.yelp.com/biz/mirage-camille-northridge","https://www.yelp.com/biz/mirage-camille-northridge","34.18060656","-118.5535595","mirage-camille-northridge","true","s0PVLj-8V__gNtd7wi7Xig"
"Melvina's Golden Touch","Melvina's Golden Touch","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","2900 W Manchester Blvd, Inglewood, CA 90305","13237501483","https://www.yelp.com/biz/melvinas-golden-touch-inglewood-2","https://www.yelp.com/biz/melvinas-golden-touch-inglewood-2","33.959835","-118.324473","melvinas-golden-touch-inglewood-2","true","Ag1wvQZi7ibY06PnHeur5A"
"DC LUX HAIR Studio","DC LUX HAIR Studio","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","8383 Wilshire Blvd, Ste 75, Beverly Hills, CA 90211","14243413315","https://www.yelp.com/biz/dc-lux-hair-studio-beverly-hills","https://www.yelp.com/biz/dc-lux-hair-studio-beverly-hills","34.064992","-118.373392","dc-lux-hair-studio-beverly-hills","true","L78EqZMJX3jpVSWh1mPv3g"
"ALL KINDZ HAIR CARE","ALL KINDZ HAIR CARE","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","325 E Compton Blvd, Compton, CA 90221","14245332673","https://www.yelp.com/biz/all-kindz-hair-care-compton","https://www.yelp.com/biz/all-kindz-hair-care-compton","33.89619","-118.219441","all-kindz-hair-care-compton","true","_iBjzkGv0qXhYEv0XqbpvA"
"Hair Magnifique","Hair Magnifique","Wigs, Cosmetics & Beauty Supply, Hair Extensions","Beauty, Grooming and Personal Care","Wigs, Cosmetics & Beauty Supply, Hair Extensions","5593 W Manchester Ave, Los Angeles, CA 90045","12135361515","https://www.yelp.com/biz/hair-magnifique-los-angeles-6","https://www.yelp.com/biz/hair-magnifique-los-angeles-6","33.9604202","-118.3781978","hair-magnifique-los-angeles-6","true","ujH72gYl0LGleSvybTVgAw"
"Cloud9 Beauty Bar","Cloud9 Beauty Bar","Eyelash Service, Nail Salons, Hair Salons","Beauty, Grooming and Personal Care","Eyelash Service, Nail Salons, Hair Salons","2726 E 10th St, Long Beach, CA 90804","15622482711","https://www.yelp.com/biz/cloud9-beauty-bar-long-beach","https://www.yelp.com/biz/cloud9-beauty-bar-long-beach","33.77881","-118.1596","cloud9-beauty-bar-long-beach","true","ORWaoOjepHeDa0_p_y8WGA"
"Evette's Beauty Supply","Evette's Beauty Supply","Hair Extensions, Wigs, Cosmetics & Beauty Supply","Beauty, Grooming and Personal Care","Hair Extensions, Wigs, Cosmetics & Beauty Supply","1581 E Colorado Blvd, Pasadena, CA 91106","16266393077","https://www.yelp.com/biz/evettes-beauty-supply-pasadena-2","https://www.yelp.com/biz/evettes-beauty-supply-pasadena-2","34.1462167","-118.1178256","evettes-beauty-supply-pasadena-2","true","q5gsB9b5ZEYWc4vrzI227w"
"Temple Beauty Supply","Temple Beauty Supply","Cosmetics & Beauty Supply","Beauty, Grooming and Personal Care","Cosmetics & Beauty Supply","17531 S Central Ave, Ste D & E, Carson, CA 90746","13108002348","https://www.yelp.com/biz/temple-beauty-supply-carson-2","https://www.yelp.com/biz/temple-beauty-supply-carson-2","33.8720062","-118.2492285","temple-beauty-supply-carson-2","true","TRqQAGVbQeTNqvDI-fJn-Q"
"Simply Divine Beauty Supply","Simply Divine Beauty Supply","Cosmetics & Beauty Supply, Wigs, Hair Extensions","Beauty, Grooming and Personal Care","Cosmetics & Beauty Supply, Wigs, Hair Extensions","325 W Huntington Dr, Monrovia, CA 91016","16263865917","https://www.yelp.com/biz/simply-divine-beauty-supply-monrovia","https://www.yelp.com/biz/simply-divine-beauty-supply-monrovia","34.140772","-118.005889","simply-divine-beauty-supply-monrovia","true","btVHKuDZuzUSeL3jlipDUw"
"LizzGlams","LizzGlams","Makeup Artists, Hair Stylists","Beauty, Grooming and Personal Care","Makeup Artists, Hair Stylists","3710 W Martin Luther King Blvd, Los Angeles, CA 90008","12403465599","https://www.yelp.com/biz/lizzglams-los-angeles-4","https://www.yelp.com/biz/lizzglams-los-angeles-4","34.012375","-118.338749","lizzglams-los-angeles-4","true","olQn8EZ25Wku_FlqqVF9vQ"
"Waxing By Inez","Waxing By Inez","Waxing, Day Spas","Beauty, Grooming and Personal Care","Waxing, Day Spas","1250 N La Brea, Ste 102, Los Angeles, CA 90046","13239296437","https://www.yelp.com/biz/waxing-by-inez-los-angeles-3","https://www.yelp.com/biz/waxing-by-inez-los-angeles-3","34.0939975","-118.3440636","waxing-by-inez-los-angeles-3","true","3CZ3qqV0vTPpmRZsdp7AOg"
"The Parlor Room","The Parlor Room","Men's Hair Salons","Beauty, Grooming and Personal Care","Men's Hair Salons","8383 Wilshire Blvd, Ste 110, Beverly Hills, CA 90211","14242569712","https://www.yelp.com/biz/the-parlor-room-beverly-hills","https://www.yelp.com/biz/the-parlor-room-beverly-hills","34.065015","-118.373412","the-parlor-room-beverly-hills","true","IbSgckDxHLfFv-GZ_yzSfA"
"The Hive Barber Studio","The Hive Barber Studio","Barbers","Beauty, Grooming and Personal Care","Barbers","1250 N La Brea Ave, Ste 135, West Hollywood, CA 90038","12137092990","https://www.yelp.com/biz/the-hive-barber-studio-west-hollywood","https://www.yelp.com/biz/the-hive-barber-studio-west-hollywood","34.0937229","-118.3439551","the-hive-barber-studio-west-hollywood","true","6Ug1F2ZG54CBJg46wv8XKg"
"Kev's Barber Shop","Kev's Barber Shop","Barbers","Beauty, Grooming and Personal Care","Barbers","3022 W Vernon Ave, Los Angeles, CA 90008","13232922007","https://www.yelp.com/biz/kevs-barber-shop-los-angeles","https://www.yelp.com/biz/kevs-barber-shop-los-angeles","34.00339508","-118.3264618","kevs-barber-shop-los-angeles","true","aCg8ZzvnoOwtY1Al92k3Rw"
"FADE SOCIETY","FADE SOCIETY","Barbers","Beauty, Grooming and Personal Care","Barbers","Torrance, CA 90503","13103496857","https://www.yelp.com/biz/fade-society-torrance","https://www.yelp.com/biz/fade-society-torrance","33.84136","-118.35154","fade-society-torrance","true","Ntg5H0XItoKu0fo-8qn36g"
"FreshCuts Barber and Beauty Salon","FreshCuts Barber and Beauty Salon","Barbers","Beauty, Grooming and Personal Care","Barbers","3620 W Jefferson Blvd, Los Angeles, CA 90016","13234960449","https://www.yelp.com/biz/freshcuts-barber-and-beauty-salon-los-angeles-2","https://www.yelp.com/biz/freshcuts-barber-and-beauty-salon-los-angeles-2","34.025302","-118.335994","freshcuts-barber-and-beauty-salon-los-angeles-2","true","4rSrtvR-qVRrf0ng_yWUiw"
"Quo Vadis Shave Studio","Quo Vadis Shave Studio","Barbers","Beauty, Grooming and Personal Care","Barbers","13677 Foothill Blvd, Ste A, Los Angeles, CA 91342","18186390306","https://www.yelp.com/biz/quo-vadis-shave-studio-los-angeles","https://www.yelp.com/biz/quo-vadis-shave-studio-los-angeles","34.30865","-118.431053","quo-vadis-shave-studio-los-angeles","true","0jns4qf3F69X5Sa1T-xGoQ"
"Render Pasadena","Render Pasadena","Barbers","Beauty, Grooming and Personal Care","Barbers","638 Colorado Blvd, Ste 301 1/4, Dimensions Pasadena, Pasadena, CA 91101","16268312770","https://www.yelp.com/biz/render-pasadena-pasadena-2","https://www.yelp.com/biz/render-pasadena-pasadena-2","34.14552","-118.13728","render-pasadena-pasadena-2","true","2I24BzoeCbgnsbgTq_preQ"
"Jason Scott The Barber","Jason Scott The Barber","Barbers","Beauty, Grooming and Personal Care","Barbers","15217 S Western Ave, Gardena, CA 90249","13104000196","https://www.yelp.com/biz/jason-scott-the-barber-gardena-3","https://www.yelp.com/biz/jason-scott-the-barber-gardena-3","33.8932761","-118.3094251","jason-scott-the-barber-gardena-3","true","MJoF3Kicym5uBW-MIjbIZA"
"CrownD Barber Lounge","CrownD Barber Lounge","Barbers","Beauty, Grooming and Personal Care","Barbers","13343 Hawthorne Blvd, Hawthorne, CA 90250","13108487312","https://www.yelp.com/biz/crownd-barber-lounge-hawthorne-2","https://www.yelp.com/biz/crownd-barber-lounge-hawthorne-2","33.91106","-118.35311","crownd-barber-lounge-hawthorne-2","true","EydLH0z5QxsCDQLWTLfAHQ"
"Fresh Cuts Barber","Fresh Cuts Barber","Barbers","Beauty, Grooming and Personal Care","Barbers","19458 Ventura Blvd, Tarzana, CA 91356","18186546104","https://www.yelp.com/biz/fresh-cuts-barber-tarzana","https://www.yelp.com/biz/fresh-cuts-barber-tarzana","34.172198","-118.557524","fresh-cuts-barber-tarzana","true","2RJGKTrYZIO7U4Rf2fz0Dw"
"Chi-Town Cuts and Fades","Chi-Town Cuts and Fades","Hair Salons","Beauty, Grooming and Personal Care","Hair Salons","2927 W Olympic Blvd, Los Angeles, CA 90006","13233013919","https://www.yelp.com/biz/chi-town-cuts-and-fades-los-angeles-4","https://www.yelp.com/biz/chi-town-cuts-and-fades-los-angeles-4","34.05283067","-118.2983768","chi-town-cuts-and-fades-los-angeles-4","true","CHrwEU6AdFhII98BK8iU8A"
