"permit_nbr","primary_address","zip_code","cd","pin_nbr","associated_pins","apn","zone","apc","cpa","cnc","hl","ct","group","permit_type","permit_sub_type","use_code","use_desc","submitted_date","issue_date","cofo_date","du_changed","adu_changed","square_footage","status","valuation","construction","height","type_lat_lon","lat","lon","refresh_time","work_desc"
"20019-10000-04264","5722 S CHESLEY AVE","90043","8","108B185   745","108B185   745","5007021020","R1-1","South Los Angeles","West Adams - Baldwin Hills - Leimert","Park Mesa Heights",,"2346.00","Building","Bldg-Demolition","1 or 2 Family Dwelling","7","Garage - Private","2020-11-05T00:00:00.000",,,,,"0","PC Info Complete","2000","Type V-B Construction",,"ADDRESS","33.99008","-118.3343","2022-09-10T00:00:00.000","Demo Of (E) Detached Garage."
"10048-10000-01419","10250 W SANTA MONICA BLVD","90025","5","132B161   512","132B161   512","4319003064","C2-1L-O ; C2-1VL-O","West Los Angeles","West Los Angeles","Westside",,"2679.01","Building","Sign","Onsite","19","Wall Sign","2010-06-25T00:00:00.000",,,,,,"Verifications in Progress","227000",,,"PIN","34.0586034","-118.41904766","2022-09-10T00:00:00.000","Single Face Digital Display Wall Sign (10ft X 14ft)  Below The  Escalator  Canopy (This Sign Shall Be Subjected To The Planning Approval Per Cpc2006-1913 Condition #17)."
"20030-20000-02176","12009 N CARABELA CT","91326","12","216B109   152","216B109   152","2701081001","[T]RE-1","North Valley","Chatsworth - Porter Ranch","Porter Ranch","YES","1082.02","Building","Grading","1 or 2 Family Dwelling",,,"2020-03-20T00:00:00.000",,,,,,"PC Approved","0",,,"ADDRESS","34.29082","-118.5833","2022-09-10T00:00:00.000","Gpi For Fence Wall Max 6' Height (Along South Portion Of Property Line) 65'-6"" _ Per La City Standard Plan #520"
"22016-30000-13049","1143 S GLENVILLE DR 1-14","90035","5","132A167   188","132A167   188","4330035009","R3-1-O","West Los Angeles","West Los Angeles","South Robertson",,"2691.00","Building","Bldg-Alter/Repair","Apartment","5","Apartment","2022-05-03T00:00:00.000",,,"0","1","0","PC Info Complete","40000","Type V-B Construction",,"ADDRESS","34.05588","-118.39307","2022-09-10T00:00:00.000","Convert (E) Rec Room Into An Adu Per Gcs 65852.2(E)(1)(A)"
"18016-10001-30772","18656 W COLLINS ST BLDG 1","91356","3","174B121   280","174B121   280","2156026***","R3-1","South Valley","Encino - Tarzana","Tarzana",,"1393.02","Building","Bldg-Alter/Repair","Apartment","35","Condo-Multi Family","2018-12-26T00:00:00.000",,,,,,"Corrections Issued","0",,,"ADDRESS","34.17439","-118.54029","2022-09-10T00:00:00.000","Supplemenstal For Permit # 18016-10000-30772. Soft Story Retrofit As Per Labc Chapter 93. Update Omf Beam& Column Sizes And Foundation Details For 18656 W Collins St Bldg 1."
"22016-10000-00912","6332 S BRYNHURST AVE","90043","8","105B185  1015","105B185  1015","4006008018","R3-1","South Los Angeles","West Adams - Baldwin Hills - Leimert","Park Mesa Heights",,"2349.02","Building","Bldg-Alter/Repair","Apartment","5","Apartment","2022-01-12T00:00:00.000",,,,,,"Reviewed by Supervisor","60000",,,"ADDRESS","33.98193","-118.33365","2022-09-10T00:00:00.000","Remodel To (E) 12 Unit Apartment Converting Existing Recreation Room & Maintenance Room To 2 (N) Accessory Dwelling Units Per Gcs 65852.2(E)(1)(C)"
"21016-20000-14144","13712 W LOUVRE ST","91331","7","207B157   398","207B157   398","2619010003","R1-1-O-CUGU","North Valley","Arleta - Pacoima","Pacoima",,"1044.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Accessory Dwelling Unit","2021-06-01T00:00:00.000",,,,"1","360","Corrections Issued","25000","Type V-B Construction",,"ADDRESS","34.26572","-118.43145","2022-09-10T00:00:00.000","Convert (E) 18' X 20' Detached Garage To Accessory Dwelling Unit Per Gcs65852.2(E)(1)(B) And Lamc 12.22 A.33(C),(D) And (G). All Work Per Wfpp."
"15016-20000-05494","1530 N POINSETTIA PL","90046","4","147B181   569","147B181   501; 147B181   503; 147B181   533; 147B181   534; 147B181   550; 147B181   553; 147B181   568; 147B181   569","5548010037","R3-1","Central","Hollywood","Hollywood Hills West",,"1899.04","Building","Bldg-Alter/Repair","Apartment","5","Apartment","2015-03-16T00:00:00.000",,,,,,"PC Approved","25000",,,"ADDRESS","34.09898","-118.34773","2022-09-10T00:00:00.000","Tenant Improvement Of Existing Leasing Office, Minor Expansion Of Space"
"22010-20000-01425","14167 W POLK ST","91342","7","225B153   232","225B153   232","2504012014","(T)(Q)RD3-1XL-K","North Valley","Sylmar","Sylmar",,"1064.05","Building","Bldg-New","1 or 2 Family Dwelling","2","Duplex","2022-04-14T00:00:00.000",,,"2",,"2856","Reviewed by Supervisor","537000","Type V-B Construction",,"ADDRESS","34.31432","-118.44251","2022-09-10T00:00:00.000","New 2 Story Duplex, (50'-8""X42'-0""), 2856 Sqft W/Attached 4 Car Garage Per Bldg, 928 Sqft W/Nfpa 13d Sprinklers Throughout"
"20010-20000-02457","12522 W FILMORE ST","91331","7","213B165   143","213B165   143","2532001027","R3-1-CUGU","North Valley","Arleta - Pacoima","Pacoima",,"1042.04","Building","Bldg-New","Apartment","7","Carport","2020-07-27T00:00:00.000",,,,,,"Verifications in Progress","35640","Type I-B Construction","10","ADDRESS","34.28297","-118.40595","2022-09-10T00:00:00.000","New Semi Cantilever Carport#8, 18' X 99'"
"11030-20000-03973","2483 N BEACHWOOD DR","90068","4","153A189    89","153A189    89","5585019028","RD2-1XL","Central","Hollywood","Hollywood United","YES","1894.00","Building","Grading","1 or 2 Family Dwelling",,,"2011-08-18T00:00:00.000",,,,,,"Verifications in Progress","0",,,"ADDRESS","34.11515","-118.32169","2022-09-10T00:00:00.000","Gpi & Posting For:    New 2-Car Garage W/Office Above.    Note:  Site Is Accessible"
"11016-20000-17332","15142 W MOORPARK ST","91403","4","168B145   884","168B145   884","2264007022","[Q]R3-1","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass","Sherman Oaks",,"1413.02","Building","Bldg-Alter/Repair","Apartment","5","Apartment","2011-09-02T00:00:00.000",,,"0",,"0","Reviewed by Supervisor","10000","Type V-A Construction",,"ADDRESS","34.15419","-118.46326","2022-09-10T00:00:00.000","Convert 532 Sq Ft Loft In Unit # 203 To 3rd Floor Office Unit Accessory To The Apartment.(See Comments)."
"16019-20000-01855","364 N SAINT CLOUD ROAD","90077","5","141B153    82","141B153    82","4362022015","RE20-1","West Los Angeles","Bel Air - Beverly Crest","Bel Air - Beverly Crest","YES","2621.00","Building","Bldg-Demolition","1 or 2 Family Dwelling","7","Garage - Private","2016-05-20T00:00:00.000",,,,,,"PC Approved",,,,"ADDRESS","34.08474","-118.43801","2022-09-10T00:00:00.000","Dpi For:  Detached Garage  - (Built In 1980) - Note: Site Is Not Accessible, Pls Call"
"21016-30000-13627","4723 W BEVERLY BLVD 1-11","90004","4","138B193   407","138B193   407","5522033026","R3-1","Central","Wilshire","Greater Wilshire",,"1924.20","Building","Bldg-Alter/Repair","Apartment","5","Apartment","2021-05-25T00:00:00.000",,,"0","1","0","No Progress","20000","Type V-B Construction",,"ADDRESS","34.07641","-118.31221","2022-09-10T00:00:00.000","Proposed 190 Sf Adu Conversion Of An Existing Basement Storage Area Per Gcs 65852.2(E)(1)(C)Remodel 130 Sf Area With (E) Stairs And Storage To (N) Stairs & Storage"
"19016-30000-22228","12023 W ANETA ST","90230","11","105B161   324","105B161   324","4220010015","R1-1","West Los Angeles","Palms - Mar Vista - Del Rey","Del Rey",,"2756.03","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Accessory Dwelling Unit","2019-07-19T00:00:00.000",,,,"1","400","Corrections Issued","35000","Type V-B Construction",,"ADDRESS","33.98579","-118.40865","2022-09-10T00:00:00.000","Conversion Of (E) Det. Garage To An Accessory Dwelling Unit (Adu) Per Ab 494 And Sb 229."
"19010-10004-00485","3651 N REGAL PL Bldg. #2","90068","4","159B177   169","159B177   169","2425003025","RD1.5-1","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga","Hollywood Hills West","YES","1437.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling",,,"2022-08-11T00:00:00.000",,,,,,"Corrections Issued","50000",,,"ADDRESS","34.13411","-118.36191","2022-09-10T00:00:00.000","*Eplan* Supplemental Permit To 19010-10000-00485 (Bldg 2) To Revise Site Plan To Add 2 Stand Pipes."
"18048-10000-02720","17200 W VENTURA BLVD #108","91316","5","168B133    49","168B133    49","2289005059","(Q)C4-1VL ; (Q)P-1 ; (Q)P-1VL ; C2-1VL ; C4-1VL ; P-1 ; P-1VL","South Valley","Encino - Tarzana","Encino",,"1396.00","Building","Sign","Onsite","19","Wall Sign","2018-10-03T00:00:00.000",,,,,,"PC Approved","2000",,,"ADDRESS","34.16035","-118.50769","2022-09-10T00:00:00.000","(1) Illuminated Wall Sign 16.6 Sq.Ft. ""Sharkey'S Cuts For Kids"" (18"" X 11'0"")"
"20014-10000-03560","1807 N LUCILE AVE","90026","13","145-5A203  95","145-5A203  95","5429017016","R2-1VL","East Los Angeles","Silver Lake - Echo Park - Elysian Valley","Silver Lake","YES","1954.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2020-09-15T00:00:00.000",,,"0","1","0","Verifications in Progress","20000","Type V-B Construction",,"BUILDING","34.09426097","-118.27599891","2022-09-10T00:00:00.000","Convert Lower Level Storage To An Adu Per Gcs 65852.2(E)(1)(A)."
"18010-10000-03734","1415 1/2 E 49TH ST","90011","9","111A211   187","111A211   187","5107023016","R2-1","South Los Angeles","Southeast Los Angeles","Central Alameda",,"2287.20","Building","Bldg-New","1 or 2 Family Dwelling","1","Accessory Dwelling Unit","2018-07-27T00:00:00.000",,,,"1","1193","PC Info Complete","250000","Type V-B Construction","26.6","PIN","33.99866904","-118.2495139","2022-09-10T00:00:00.000","New Two-Story Accessory Dwelling Unit With Attached Garage."
"14016-10000-18108","2810 N BERYL ST","90032","14","141A227   438","141A227   438","5209032017","[Q]R1-1D","East Los Angeles","Northeast Los Angeles","LA-32","YES","1991.10","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2014-09-09T00:00:00.000",,,,,,"Reviewed by Supervisor","7000","Type V-B Construction",,"ADDRESS","34.07872","-118.19555","2022-09-10T00:00:00.000","(N) Deck To (E) Sfd At Rear Of The Lot"
"20016-10000-14665","9156 S LA SALLE AVE","90047","8","094-5A195 249","094-5A195 249","6037007014","R1-1","South Los Angeles","South Los Angeles","Empowerment Congress Southwest Area",,"2384.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2020-06-25T00:00:00.000",,,"0",,"0","Verifications in Progress","40000","Type V-B Construction",,"ADDRESS","33.95292","-118.30561","2022-09-10T00:00:00.000","Interior Remodel To (E) Sfd To Create An Additional Bedroom"
"12012-10000-00005","1338 W 24TH ST","90007","8","123B197   579","123B197   579","5055003021","[Q]R4-1","South Los Angeles","South Los Angeles","Empowerment Congress North Area",,"2217.10","Building","Bldg-Relocation","1 or 2 Family Dwelling","1","Dwelling - Single Family","2012-12-20T00:00:00.000",,,,,,"Reviewed by Supervisor","770",,,"ADDRESS","34.03424","-118.28993","2022-09-10T00:00:00.000","Compatibility Study To Allow The Relocation Of A Historic Single Family Wood Frame 1-1/2 Dwelling Located At 511 W 31st St, Los Angeles To A New Location At 1338 W 24th St, Los Angeles;  Relocated House Will Become A Second House On The Property At 1338 W 24th St"
"17016-10000-15528","555 W 5TH ST 30TH-31TH FLOOR","90013","15","130-5A211 114","130-5A211 114","5149029013","C2-1","Harbor","San Pedro","Central San Pedro",,"2966.00","Building","Bldg-Alter/Repair","Commercial","13","Office","2017-06-09T00:00:00.000",,,,,,"PC Info Complete","120000",,,"ADDRESS","34.05016","-118.25369","2022-09-10T00:00:00.000","Demo Work On 23,008 Sf Of The Total Area On The 30th Floor And Removal Of The Non-Load Bearing Walls, Doors, Millwork, Plumbing, Finishes, Power, Lights, And Ceiling. Capital Improvements To Create Core And Shell Office Space And Ada Upgrades On The 30th Women'S And Men'S Restrooms. New Finishes On The 30th Floor Elevator Lobby. Ti Under Seperate Permit"
"11010-30000-00751","7368 W CLINTON ST","90036","5","141B181   928","141B181   928","5526023026","R1-1","Central","Hollywood","Mid City West",,"1920.02","Building","Bldg-New","1 or 2 Family Dwelling","7","Garage - Private","2011-04-08T00:00:00.000",,,,,"450","Reviewed by Supervisor","65000","Type V-B Construction","19","ADDRESS","34.08173","-118.3505","2022-09-10T00:00:00.000","New 2 Stort Garage W/ 2nd Floor Recroom."
"21014-10000-03796","1403 S INNES PL 1-7","90291","11","108A143   361","108A143   361","4238011016","C4-1","West Los Angeles","Venice","Venice",,"2735.02","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling",,,"2021-07-27T00:00:00.000",,,,,,"Verifications in Progress","100000",,,"ADDRESS","33.98896","-118.47256","2022-09-10T00:00:00.000","Eplan:  Convert Existing Attached Garage Into An Accessory Dwelling Unit Per Ordinance."
"12014-10000-04036","13412 W GALEWOOD ST","91423","4","162B157   350","162B157   350","2373020008","R1-1","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass","Sherman Oaks","YES","1417.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2012-11-09T00:00:00.000",,,,,"654","Verifications in Progress","200000","Type V-B Construction","28","ADDRESS","34.14214","-118.42468","2022-09-10T00:00:00.000","1st And 2nd Floor Addition To Existing One Story Sfd And Remodel (Less Than 50%)  At 1st Floor."
"10016-10000-03940","1705-1707 W PICO BLVD","90015","1","127-5A203  21","127-5A203  21","5137033027","CM-1","Central","Westlake","Pico Union",,"2098.20","Building","Bldg-Alter/Repair","Commercial","16","Retail","2010-06-23T00:00:00.000",,,,,,"PC Info Complete","69000",,,"ADDRESS","34.04532","-118.27806","2022-09-10T00:00:00.000","Exterior Cosmetic Facade Work.  Paint/Foam Trim/Stucco Repair."
"16026-10000-00109","8688 W PICO BLVD","90035","5","132B169  1050","132B169  1050","4303011001","C4-1-O","Central","Wilshire","South Robertson",,"2170.02","Building","Nonbldg-New","Commercial","61","Open Parking Lot","2016-03-17T00:00:00.000",,,,,,"Not Ready to Issue","2000","Type V-B Construction",,"ADDRESS","34.05414","-118.38137","2022-09-10T00:00:00.000","Use Of Land For A New Parking Lot ""Comply With Department Order Effective Date10/03/2011. Permit Will Expire 30 Days From Issuance Date""."
"19014-10001-06870","1541 N WILCOX AVE 1st Flr","90028","13","147A187    22","147A187    22","5547017003","(T)(Q)C4-2D","Central","Hollywood","Central Hollywood",,"1907.00","Building","Bldg-Alter/Repair","Commercial",,,"2021-01-06T00:00:00.000",,,,,,"Verifications in Progress","0",,,"ADDRESS","34.09913","-118.33128","2022-09-10T00:00:00.000","Supplemental To Permit # 19014-10000-06870 For Plan Check Only. New Floor Layout, New Ceiling Layout System And Additional Work In Kitchen Area."
"16016-30000-06987","12860 W RIVERSIDE DR","91604","4",,,,"C1.5-1VL-RIO","South Valley","Van Nuys - North Sherman Oaks",,,"1247.00","Building","Bldg-Alter/Repair","Commercial",,,"2016-03-30T00:00:00.000",,,,,,"PC Approved","501",,,,,,"2022-09-10T00:00:00.000","Supplemental Permit To Permit Number 14010-20000-03956 To Revise Foundation***Fore Plan Check Only ******"
"18020-20000-01494","8458 W HAROLD WAY","90069","4","147B173   490","147B173   490","5555012014","R1-1","Central","Hollywood","Bel Air - Beverly Crest","Yes","1942.00","Building","Nonbldg-New","1 or 2 Family Dwelling","23","Retaining Wall","2018-05-23T00:00:00.000",,,,,,"Reviewed by Supervisor","40000",,,"ADDRESS","34.09656","-118.37469","2022-09-10T00:00:00.000","Two (N) 10ft High Max (__Lf) Retaining Walls On Piles Per Eng'R Design"
"12016-10000-16145","3123 N BUDAU AVE","90032","14","141A235   135","141A235   112; 141A235   115; 141A235   135","5218002047","[Q]R1-1D","East Los Angeles","Northeast Los Angeles","LA-32","YES","2015.04","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2012-08-14T00:00:00.000",,,,,"1458","Reviewed by Supervisor","35000","Type V-B Construction",,"ADDRESS","34.08115","-118.17075","2022-09-10T00:00:00.000","Convert Existing Underfloor Space To Living Area. New Deck Projection At Front Of Single Family Dwelling. Related Electrical, Plumbing, And Hvac. Department Order To Comply Effective Date 5-06-10. Permit Will Expire 30-Days From Issuance Date."
"17016-40004-31038","6615 W HOLLYWOOD BLVD","90028","13","148-5A185 121","148-5A185 119; 148-5A185 120; 148-5A185 121","5547004004","C4-2D-SN","Central","Hollywood","Hollywood Hills West",,"1902.02","Building","Bldg-Alter/Repair","Commercial","17","Restaurant","2019-07-03T00:00:00.000",,,,,,"PC Approved","10000","Type III-A Construction",,"ADDRESS","34.10174","-118.33395","2022-09-10T00:00:00.000","Supplemental To 17016-40003-31038 To Revise Layout On First Floor;  Scope Of Work To Include Removal Of The Bowling Alley And Replacing With Storage,  Additional Seating, And A Revised Bar Layout.  No Change In Plot Plan."
"08016-20001-19307","11300 W FOOTHILL BLVD 43-47","91040","7","210B173     1","210B173     1","2530022***","QRD2-1-K","North Valley","Sunland-E LaTuna Cyn-Lakevw Ter-Shadow Hls-Tu","Foothill Trails District;Pacoima","YES","1041.24","Building","Bldg-Alter/Repair","Apartment","35","Condo-Multi Family","2012-06-18T00:00:00.000",,,,,,"PC Approved","10800",,,"PIN","34.27500672","-118.3762777","2022-09-10T00:00:00.000","Supp. Permit, Repair And Restore Decks / Porches, Same Size And Location, Per Order To Comply 10% Of Work Completed."
"17048-10000-00422","6203 N VAN NUYS BLVD","91401","6","178-5A151 359","178-5A151 359","2241013006","[Q]C2-1L-CDO","South Valley","Van Nuys - North Sherman Oaks","Van Nuys",,"1283.03","Building","Sign","Onsite","19","Wall Sign","2017-02-17T00:00:00.000",,,,,,"Corrections Issued","2900",,,"ADDRESS","34.18283","-118.44896","2022-09-10T00:00:00.000","New Onsite, Illuminated Wall Sign ( 34"" X 160"") That Reads ""Bail Bonds 818-988-5088"" With Logo."
"19010-20001-05808","8750 N SEPULVEDA BLVD","91343","6","195B145   409","195B145   409","2654012007","C2-1","North Valley","Mission Hills - Panorama City - North Hills","North Hills East",,"1175.20","Building","Bldg-Alter/Repair","Apartment",,,"2020-09-25T00:00:00.000",,,,,,"PC Approved","8800000",,,"ADDRESS","34.22986","-118.46741","2022-09-10T00:00:00.000","100% Pdpp-Zoning, Fire Life Safety, Accessibility, Green Building Plan Check, Including Structural Plan Check; (N) 43 Unit 5 Story Over Basement Garage (5 Out Of 43 Dwelling Units To Be Very Low Income)"
"13020-10000-02903","1505-1509 S PACIFIC AVE","90731","15","012B197   358","012B197   358","7454032025","[Q]C2-1XL","Harbor","San Pedro","Central San Pedro",,"2969.01","Building","Nonbldg-New","Commercial","23","Fence Wall","2013-11-22T00:00:00.000",,,,,,"PC Approved","0",,,"ADDRESS","33.73036","-118.28812","2022-09-10T00:00:00.000","New  6  Feet  Ht  Fence Wall<???>"
"22010-10001-03156","3748 N BERRY DR","91604","4","162B173   882","162B173   882","2378024035","R1-1","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass","Studio City","YES","1438.02","Building","Bldg-New","1 or 2 Family Dwelling",,,"2022-09-08T00:00:00.000",,,,,,"Submitted","501",,,"ADDRESS","34.13772","-118.37812","2022-09-10T00:00:00.000","Eplan Attn: Jad Basma Supplemental Permit Corresponding With Original Eplan Permit #: 22010-10000-03156. (N) Proposed Layout To Meet Parking Stall Requirements, Fysb Requirements And Rysb Requirements."
"16010-10000-03637","8143 N SAN FERNANDO ROAD","91352","6","189B173    42","189B173    42","2409002004","[Q]C2-2L-CDO-CUGU","North Valley","Sun Valley - La Tuna Canyon","Sun Valley",,"1221.22","Building","Bldg-New","1 or 2 Family Dwelling","1","Dwelling - Single Family","2016-08-17T00:00:00.000",,,"1",,"1620","Verifications in Progress","210000","Type V-B Construction",,"ADDRESS","34.21836","-118.36824","2022-09-10T00:00:00.000","New Sfd Small Lot Subdivision [Vtt-73712-Sl Lot 22] [B Type]"
"22016-10000-11659","533 W COLDEN AVE","90044","8","093A201    90","093A201    90","6039009048","RD2-1","South Los Angeles","South Los Angeles","Empowerment Congress Southeast Area",,"2404.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Accessory Dwelling Unit","2022-05-25T00:00:00.000",,,,"2","778","Reviewed by Supervisor","80000","Type V-B Construction","11.75","ADDRESS","33.94927","-118.28376","2022-09-10T00:00:00.000","Eplan:  (4) Attached Garage Conversion Into (2) Attached 389 Sf Adu- Total Of 778 Sf"
