LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000030062-0001-9,QUADRA-PLEX INC,,7465 LAUREL CANYON BLVD,N HOLLYWOOD,91605-3135,7465 LAUREL CANYON 91605-3135,,,,423400,Professional & commercial equipment & supplies,2,05/01/1975,,"(34.2061, -118.3965)",8888,5,178,1273,,14
0000032242-0010-1,SMART & FINAL STORES LLC,SMART & FINAL #374,6601 LAUREL CANYON BLVD,N HOLLYWOOD,91606-1522,6601 LAUREL CANYON 91606-1522,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),2,01/01/1953,,"(34.1903, -118.3965)",8889,5,189,495,,13
0000032242-0035-7,SMART & FINAL STORES LLC,SMART & FINAL #823,9850 S LAUREL STREET,LOS ANGELES,90002-0002,9850 LAUREL 90002-0002,600 CITADEL DRIVE,COMMERCE,90040-1562,445100,Grocery stores (including supermarkets & convenience stores without gas),15,09/11/2019,,"(33.9493, -118.2462)",22351,15,820,1178,7,40
0000032408-0001-1,JAIRO ANTON,JAIRO'S TEST ONLY,7459 LAUREL CANYON BLVD UNIT #B,NORTH HOLLYWOOD,91605-3198,7459 LAUREL CANYON 91605-3198,,,,561300,Employment services,2,01/01/1998,,"(34.206, -118.3965)",8888,5,178,1273,,14
0000033530-0002-0,ROY MEDICAL GROUP /C,,8001   LAUREL CANYON BLVD   SUITE #109,NORTH HOLLYWOOD,91605-1450,8001 LAUREL CANYON 91605-1450,8345   RESEDA BLVD   SUITE #222,NORTHRIDGE,91324-5933,621510,Medical & diagnostic laboratories,2,03/17/2016,,"(34.2161, -118.3971)",8888,5,152,1101,,14
0000034126-0001-0,ROGER ANDREWS,CALIFORNIA ALARMS SCREENS,7421 LAUREL CANYON BLVD #17,N HOLLYWOOD,91605-3159,7421 LAUREL CANYON 91605-3159,23540 WILEY CANYON ROAD APT #203,VALENCIA,91355-2665,339900,Other miscellaneous mfg.,2,08/01/1991,,"(34.2052, -118.3965)",8888,5,178,1273,,14
0000034373-0001-1,KI SUP SHIN,LIQUOR LODGE,10423 LAUREL CANYON BLVD,PACOIMA,91331-3605,10423 LAUREL CANYON 91331-3605,,,,445310,"Beer, wine & liquor stores",7,07/30/2000,,"(34.2592, -118.4326)",18907,1,26,505,,11
0000034895-0001-8,ALAN SALER MEDIATION SERVICES,,4705 LAUREL CANYON BLVD SUITE #302,VALLEY VILLAGE,91607-5938,4705 LAUREL CANYON 91607-5938,,,,541100,Legal services,2,07/10/2000,,"(34.1558, -118.3964)",8890,5,344,1336,17,39
0000036547-0001-9,HANS GERMAN CAR REPAIR INC,HANS GERMAN CAR REPAIR/SAMS AUTO BODY SHOP,5434 LAUREL CANYON BLVD,N HOLLYWOOD,91607-2115,5434 LAUREL CANYON 91607-2115,,,,452000,General merchandise stores,2,08/01/1975,,"(34.1693, -118.3965)",8890,5,,1235,17,39
0000037322-0001-0,DAVID J FARHIT,,4721   LAUREL CANYON BLVD   SUITE #100,VALLEY VILLAGE,91607-3961,4721 LAUREL CANYON 91607-3961,4721   LAUREL CANYON BLVD,VALLEY VILLAGE,91607-3936,713900,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",2,01/10/2000,,"(34.1564, -118.3969)",8890,5,345,1336,17,39
0000037402-0014-2,BRIDGESTONE RETAIL OPERATIONS LLC,,6440 LAUREL CANYON BLVD,N HOLLYWOOD,91606-1519,6440 LAUREL CANYON 91606-1519,535 MARRIOTT DRIVE,NASHVILLE,37214-5092,423100,Motor vehicle & motor vehicle parts & supplies,2,02/01/1969,,"(34.1873, -118.3964)",8889,5,189,489,,13
0000037776-0002-7,LYDIA TRUJILLO,,10625   LAUREL CANYON BLVD,PACOIMA,91331-3530,10625 LAUREL CANYON 91331-3530,,,,812990,All other personal services,7,07/19/2016,,"(34.2629, -118.437)",18907,1,26,505,,11
0000037949-0001-8,SALLY WARNER,ON LOCATION CREATIONS,4804 LAUREL CANYON BLVD POST OFFICE BOX #591,VALLEY VILLAGE,91607-3717,4804 LAUREL CANYON 91607-3717,,,,541920,Photographic services,2,11/02/1992,,"(34.1577, -118.3964)",8890,5,206,1331,17,39
0000043036-0001-4,ANTHONY KILHOFFER,,12002 LAUREL TERRACE DRIVE,STUDIO CITY,91604-3616,12002 LAUREL TERRACE 91604-3616,12002 LAUREL TERRACE DRIVE,STUDIO CITY,91604-3616,561500,Travel arrangement & reservation services,4,01/01/2001,,"(34.137, -118.3931)",8492,5,352,710,,84
0000045866-0001-5,E L DORAN PUBLIC RELATIONS LLC,,3950 LAUREL CANYON BLVD UNIT #1518,STUDIO CITY,91614-7044,3950 LAUREL CANYON 91614-7044,3950 LAUREL CANYON BLVD #1518,STUDIO CITY,91614-7044,541800,Advertising & related services,4,11/15/1991,,"(34.1422, -118.3948)",8492,5,352,710,6,84
0000045978-0001-6,1519 LAUREL LLC,,1519 N LAUREL AVENUE,LOS ANGELES,90046-2513,1519 LAUREL 90046-2513,127 S POINSETTIA PLACE,LOS ANGELES,90036-2803,531100,Lessors of real estate (including mini warehouses & self-storage units),13,03/01/1975,,"(34.0983, -118.3642)",23677,7,409,728,,82
0000046485-0001-2,"LUCKY PUP DESIGNS, INC.",,357 N LAUREL AVENUE,LOS ANGELES,90048-2313,357 LAUREL 90048-2313,,,,424990,Other miscellaneous nondurable goods,5,07/15/2003,,"(34.0774, -118.3647)",23679,6,462,1082,,26
0000047296-0001-1,DI-NEIL INC,CARTER-SEXTON ARTIST MATERIALS,5308 LAUREL CANYON BLVD,N HOLLYWOOD,91607-2712,5308 LAUREL CANYON 91607-2712,5308 LAUREL CANYON BLVD,NORTH HOLLYWOOD,91607-2712,423400,Professional & commercial equipment & supplies,2,07/01/1975,,"(34.1668, -118.3965)",8890,5,205,1329,17,39
0000050482-0001-1,LEE KASSAI,CREATIVE AIRS,5210 LAUREL CANYON BLVD,N HOLLYWOOD,91607-2710,5210 LAUREL CANYON 91607-2710,,,,812111,Barber shops,2,01/11/1993,,"(34.1653, -118.3965)",8890,5,205,1329,17,39
0000053228-0001-2,"ELLEN SHUHAM, O.D., INC.",CANYON VISION CENTER,8447 LAUREL CANYON BLVD,SUN VALLEY,91352-3817,8447 LAUREL CANYON 91352-3817,,,,621320,Offices of optometrists,6,05/01/1975,,"(34.2242, -118.3964)",19335,3,152,448,,21
0000054319-0004-3,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #12,11455 LAUREL CANYON BLVD,SAN FERNANDO,91340-4121,11455 LAUREL CANYON 91340-4121,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,7,06/01/1973,,"(34.2775, -118.4521)",18910,1,71,1405,,4
0000055724-0001-0,AN CLAIDHEAHM SOLUIS CELTIC ART CENTER,THE CELTIC ARTS CENTER,4843 LAUREL CANYON BLVD,VALLEY VILLAGE,91607-3747,4843 LAUREL CANYON 91607-3747,,,,424990,Other miscellaneous nondurable goods,2,03/13/1996,,"(34.1586, -118.3964)",8890,5,206,1331,17,39
0000056962-0015-9,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,,5243 LAUREL CANYON BLVD,VALLEY VILLAGE,91607-2709,5243 Laurel Canyon 91607-2709,POST OFFICE BOX #194850,SAN FRANCISCO,94119-4850,624410,Child day care services,2,06/14/2021,,"(34.1662, -118.3971)",8890,5,205,1329,17,39
0000057811-0001-5,PETER D SCHUSTER ET AL,SCHUSTER REAL ESTATE CO LTD,1540 N LAUREL AVENUE,LOS ANGELES,90046-2561,1540 LAUREL 90046-2561,4730 WOODMAN AVENUE #200,SHERMAN OAKS,91423-2401,531100,Lessors of real estate (including mini warehouses & self-storage units),13,02/01/1992,,"(34.0987, -118.3642)",23677,7,409,728,,82
0000057900-0001-5,ELVIRA P DE MARTIN,TACOS CHARLY NO 2,10690 LAUREL CANYON BLVD #E,PACOIMA,91331-3565,10690 LAUREL CANYON 91331-3565,,,,722110,Full-service restaurants,7,07/01/1989,,"(34.2643, -118.438)",18907,1,26,505,,11
0000060392-0001-3,LX LIMITED INC,LAUREL CANYON STAGES,9337 LAUREL CANYON BLVD,ARLETA,91331-4315,9337 LAUREL CANYON 91331-4315,,,,424990,Other miscellaneous nondurable goods,6,08/05/1995,,"(34.2388, -118.4111)",18907,3,156,1058,,41
0000060936-0001-9,KEY AIR CONDITIONING CONTRACTORS INC,,10905 LAUREL AVENUE,SANTA FE SPRINGS,90670-4513,10905 LAUREL 90670-4513,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",0,01/21/1993,,"(33.933, -118.0488)",25725,,1496,,,
0000073561-0001-2,LAUREL SHEET METAL PRODUCTS INC,,7404 LAUREL CANYON BLVD,N HOLLYWOOD,91605-3134,7404 LAUREL CANYON 91605-3134,,,,423500,Metal & mineral (except petroleum),2,07/01/1962,,"(34.2049, -118.3965)",8888,5,178,1273,,14
0000080656-0001-4,HOLY MEDICAL CENTER INC,,6330   LAUREL CANYON BLVD   SUITE #B,NORTH HOLLYWOOD,91606-3213,6330 LAUREL CANYON 91606-3213,,,,,,2,09/01/2003,,"(34.1857, -118.3962)",8889,5,189,546,,13
0000090187-0001-5,LOAN R US LLC,J R HAND CAR WASH,5950 LAUREL CANYON BLVD,VALLEY VILLAGE,91607-1283,5950 LAUREL CANYON 91607-1283,507 GLENROCK AVENUE #100,LOS ANGELES,90024-8125,811190,Other automotive repair & maintenance (including oil change & lubrication shops & car washes),2,07/01/2003,,"(34.1785, -118.3965)",8889,5,188,564,,70
0000095311-0001-5,"LAUREL CANYON COLLATERAL LENDERS, INC",A PAWN SHOP,7562 LAUREL CANYON BLVD,N HOLLYWOOD,91605-3148,7562 LAUREL CANYON 91605-3148,,,,453310,Used merchandise stores,2,09/07/2004,,"(34.2078, -118.3965)",8888,5,168,1273,,14
0000098640-0001-8,PACIFIC OIL AND GAS COMPANY,,4654 LAUREL CANYON BLVD,VALLEY VILLAGE,91607-3910,4654 LAUREL CANYON 91607-3910,,,,447100,Gasoline stations (including convenience stores with gas),2,08/25/2003,,"(34.1555, -118.3964)",8890,5,344,1336,17,39
0000098658-0001-8,EVA GUARDADO / CHRISTOPHER MIRANDA,POLLO GORDO,11412 LAUREL CANYON BLVD,SAN FERNANDO,91340-4122,11412 LAUREL CANYON 91340-4122,,,,722110,Full-service restaurants,7,01/01/1994,,"(34.2773, -118.4518)",18910,1,71,1405,,4
0000101542-0012-1,"SEE'S CANDY SHOPS, INCORPORATED",,6160 LAUREL CANYON BLVD UNIT #135,NORTH HOLLYWOOD,91606-3209,6160 Laurel Canyon 91606-3209,210 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080-5968,311300,Sugar & confectionery product mfg.,2,07/09/2020,,"(34.1822, -118.3964)",8889,5,189,546,,13
0000101925-0001-5,"COAST TO COAST VISA & IMMIGRATION SERVICES, INC.",COAST TO COAST VISA AND IMMIGRATION SERVICES,5301 LAUREL CANYON BLVD UNIT #241,VALLEY VILLAGE,91607-2776,5301 LAUREL CANYON 91607-2776,,,,561500,Travel arrangement & reservation services,2,10/01/2006,,"(34.1667, -118.3965)",8890,5,205,1329,17,39
0000105353-0001-7,IWAMOTO ENTERPRISES INC,,5451 LAUREL CANYON BLVD #202,N HOLLYWOOD,91607-4644,5451 LAUREL CANYON 91607-4644,,,,424990,Other miscellaneous nondurable goods,2,02/12/1992,,"(34.1695, -118.3965)",8890,5,,1235,17,39
0000105675-0001-8,DENTAL HEALTH ASSOCIATES INC,,5451 LAUREL CANYON BLVD #209,N HOLLYWOOD,91607-4637,5451 LAUREL CANYON 91607-4637,,,,561110,Office administrative services,2,01/01/1977,,"(34.1695, -118.3965)",8890,5,,1235,17,39
0000107186-0129-6,PAUL F MAURER,,10731   LAUREL CANYON BLVD,PACOIMA,91331-3534,10731 LAUREL CANYON 91331-3534,POST OFFICE BOX #3211,HUNTINGTON BEACH,92605-3211,711100,Performing arts companies,7,11/09/2012,,"(34.2649, -118.4398)",18907,1,26,505,,11
0000107627-0001-3,MAURICIO VANEGAS,AMERICAN FLEET SERVICES,8976 LAUREL CANYON BLVD,SUN VALLEY,91352-1731,8976 LAUREL CANYON 91352-1731,,,,423100,Motor vehicle & motor vehicle parts & supplies,6,02/02/1994,,"(34.233, -118.4048)",19335,3,156,1058,,21
0000112741-0001-1,EHO TWO LLC ET AL,N V N SHOPPING CENTER,9750 LAUREL CANYON BLVD,PACOIMA,91331-4107,9750 LAUREL CANYON 91331-4107,11693 SAN VICENTE BLVD SUITE #106,LOS ANGELES,90049-5105,531100,Lessors of real estate (including mini warehouses & self-storage units),7,06/12/1977,,"(34.2469, -118.4195)",18907,1,35,960,,11
0000114891-0001-2,KCB PARTNERSHIP,,5541   LAUREL CANYON BLVD,VALLEY VILLAGE,91607-2179,5541 LAUREL CANYON 91607-2179,17383 W SUNSET BLVD #A100,PACIFIC PALISADES,90272-4181,531100,Lessors of real estate (including mini warehouses & self-storage units),2,,,"(34.1713, -118.3971)",8890,5,204,1235,17,39
0000114910-0001-7,SARKIS SARKISSIAN,,5629 LAUREL CANYON BLVD,N HOLLYWOOD,91607-1857,5629 LAUREL CANYON 91607-1857,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,,,"(34.1727, -118.3965)",8890,5,190,504,,70
0000114912-0001-6,CHATEAU LAUREL PARTNERS,,5733 LAUREL CANYON BLVD,N HOLLYWOOD,91607-1258,5733 LAUREL CANYON 91607,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,,,"(34.1746, -118.3965)",8890,5,190,504,,70
0000114919-0001-8,BENVENISTE FAMILY MARITAL TRUST,,6819 LAUREL CANYON BLVD,N HOLLYWOOD,91605-5660,6819 LAUREL CANYON 91605-5660,16633   VENTURA BLVD   #913,ENCINO,91436-1801,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1991,,"(34.1942, -118.3965)",8888,5,175,495,,14
0000114923-0001-4,ENRIQUE ZUNIGA IMMIGRATION SERVICE,,6323 LAUREL CANYON BLVD,N HOLLYWOOD,91606-3212,6323 LAUREL CANYON 91606,,,,541100,Legal services,2,,,,,,,,,
0000115787-0001-5,ONE CREATIVE GROUP INC,,3191   LAUREL CANYON BLVD,STUDIO CITY,91604-4216,3191 LAUREL CANYON 91604-4216,19800 Greenbriar,Tarzana,91356-5429,233210,Single Family Housing Construction (1997 NAICS),4,03/31/1994,,"(34.1315, -118.3821)",8492,5,352,711,11,84
0000115954-0001-7,CAREER ENCORES INC,,6180 LAUREL CANYON BLVD #325,NORTH HOLLYWOOD,91606-3252,6180 LAUREL CANYON 91606-3252,3700 WILSHIRE BLVD #200,LOS ANGELES,90010-2903,561500,Travel arrangement & reservation services,2,06/20/1983,,,,,,,,
0000115988-0001-6,LAURCAN PARTNERS,,7645 LAUREL CANYON BLVD,N HOLLYWOOD,91605-2739,7645 LAUREL CANYON 91605,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),6,,,"(34.2092, -118.3965)",8888,3,160,473,,14
0000115996-0001-1,C MARTIN/COLLEEN C VINCENT TRUST,,7745 LAUREL CANYON BLVD,N HOLLYWOOD,91605-2742,7745 LAUREL CANYON 91605,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),6,,,,,,,,,
0000116160-0001-4,CEFALI & ASSOCIATES INC,CEFALI & ASSOCIATES,4344 LAUREL CANYON BLVD #3,STUDIO CITY,91604-1772,4344 LAUREL CANYON 91604-1772,,,,541330,Engineering services,4,04/01/1994,,"(34.1493, -118.3964)",8492,5,347,390,,84
0000116619-0001-8,PHYLLIS J HANSEN,,1615 N LAUREL AVENUE #116,LOS ANGELES,90046-2525,1615 LAUREL 90046-2525,,,,541600,"Management, scientific, & technical consulting services",13,01/01/2000,,"(34.1, -118.3642)",23677,7,409,728,,82
0000117364-0001-6,BILL MUMY,,2419 LAUREL PASS,LOS ANGELES,90046-1401,2419 LAUREL 90046-1401,,,,711300,"Promoters of performing arts, sports, & similar events",4,05/25/2000,,"(34.1147, -118.3806)",23677,7,825,722,,81
0000117588-0022-1,GARFIELD BEACH CVS LLC,CVS/PHARMACY #16040,9725   LAUREL CANYON BLVD,ARLETA,91331-4100,9725 LAUREL CANYON 91331-4100,1   CVS DRIVE,WOONSOCKET,02895-6146,446110,Pharmacies & drug stores,7,12/16/2015,,"(34.2449, -118.4188)",18907,1,36,413,,11
0000118147-0040-4,CONTINENTAL EXCHANGE SOLUTIONS,RIA MONEY TRANSFER,9801 LAUREL CANYON BLVD,PACOIMA,91331-4039,9801 Laurel Canyon 91331-4039,7001 VILLAGE DRIVE SUITE #200,BUENA PARK,90621-2232,522300,Activities related to credit intermediation (including loan brokers),7,03/01/2022,,"(34.2473, -118.4213)",18907,1,36,960,,11
0000118147-0048-0,CONTINENTAL EXCHANGE SOLUTIONS,RIA FINANCIAL SERVICES,9801 LAUREL CANYON BLVD,PACOIMA,91331-4039,9801 Laurel Canyon 91331-4039,7001 VILLAGE DRIVE SUITE #200,BUENA PARK,90621-2232,523900,Other financial investment activities (including investment advice),7,04/01/2022,,"(34.2473, -118.4213)",18907,1,36,960,,11
0000119783-0001-6,KEVIN E YOUNG,KEVIN YOUNG DESIGNS | KEY ELEMENTS IN DESIGN,1632 N LAUREL AVENUE   SUITE #232,LOS ANGELES,90046-2548,1632 LAUREL 90046-2548,7162 Lexington,West Hollywood,90046-5846,442110,Furniture stores,13,01/13/2001,,"(34.1009, -118.3637)",23677,7,409,728,,82
0000126172-0001-3,TERESA C MOREIRA,,8247 LAUREL CANYON BLVD #4,N HOLLYWOOD,91605-1470,8247 LAUREL CANYON 91605-1470,,,,812111,Barber shops,6,01/01/2001,,"(34.2208, -118.3965)",8888,3,161,264,,14
0000126211-0001-5,NGHIA V HUYNH,CLASSIS DONUT,4352 LAUREL CANYON BLVD,STUDIO CITY,91604-1709,4352 LAUREL CANYON 91604-1709,,,,722110,Full-service restaurants,2,11/27/2000,,"(34.0, -118.0)",9325,,1246,,,
0000130067-0001-7,CARLOS A CASTRO,,9825   LAUREL CANYON BLVD   APT #203,PACOIMA,91331-4035,9825 LAUREL CANYON 91331-4035,19106 Archwood,Reseda,91335-5001,424300,"Apparel, piece goods, & notions",7,10/11/2003,,"(34.2478, -118.4218)",18907,1,36,960,,11
0000135265-0001-1,THE CENTER FOR INDIVIDUAL/FAMILY COUNSELING,,5445 LAUREL CANYON BLVD #C,N HOLLYWOOD,91607-4661,5445 LAUREL CANYON 91607-4661,,,,624100,Individual & family services,2,03/23/1977,,"(34.1694, -118.3965)",8890,5,,1235,17,39
0000136881-0001-6,WALTER N GARCIA,,9575 LAUREL CANYON BLVD APT #7,ARLETA,91331-6817,9575 LAUREL CANYON 91331-6817,,,,561500,Travel arrangement & reservation services,7,04/01/2002,,"(34.2428, -118.4153)",18907,1,36,413,,11
0000136918-0001-1,CINDY KIM,PRINCESS BEAUTY SUPPLY & SALON,7567 LAUREL CANYON BLVD,N HOLLYWOOD,91605-3149,7567 LAUREL CANYON 91605-3149,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",2,10/01/2004,,"(34.2078, -118.3965)",8888,5,168,1273,,14
0000139352-0001-1,AIDS HEALTHCARE FOUNDATION INC,OUT OF THE CLOSET THRIFT STORE-VALLEY,6247 LAUREL CANYON BLVD,N HOLLYWOOD,91606-3210,6247 LAUREL CANYON 91606-3210,6255 W SUNSET BLVD #16FL,LOS ANGELES,90028-7403,448140,Family clothing stores,2,10/17/1994,,"(34.1838, -118.3966)",8889,5,189,495,,13
0000141187-0003-2,JOSE F PINEDA,,10660 LAUREL CANYON BLVD,PACOIMA,91331-3531,10660 Laurel Canyon 91331-3531,,,,423930,Recyclable materials,7,01/01/2019,,"(34.2641, -118.4372)",18907,1,25,505,,11
0000142104-0001-1,BRENTWOOD COMMUNICATIONS,,4717 LAUREL CANYON BLVD #106,VALLEY VILLAGE,91607-5949,4717 LAUREL CANYON 91607-5949,,,,512100,Motion picture & video industries (except video rental),5,,,,,,,,,
