Date of event,Workshop,Start Time,End Time,Site Name,Location,Organization,Contact,Language,Free
01/16/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Thursdays, 1/16-3/19.",5:00PM,7:30PM,El Sereno Branch Library,"5226 S Huntington Dr
Los Angeles, CA 90032
(34.089494, -118.16855)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/14/2020,"Citizenship Classes, Tuesdays, 1/14-3/17; Students must have a green card - Pre-registration required.",5:00PM,7:30PM,West Covina Library,"1601 W West Covina Pkwy West
Covina, CA 91790
(34.070752, -117.940774)",International Rescue Committee (IRC),"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/14/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Tues. & Thurs., 1/14-3/12.",5:30PM,7:30PM,Panorama City Branch Library,"14345 Roscoe Blvd
Panorama City, CA 91402
(34.221598, -118.446208)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/14/2020,"Citizenship Classes, Tue. & Thurs., 1/14-3/12; Students must have a green card - Pre-registration required.",5:30PM,7:30PM,Panorama City Branch Library,"14345 Roscoe Blvd
Panorama City, CA 91402
(34.221598, -118.446208)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/13/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mon. & Wed., 1/13-3/18.",1:00PM,3:00PM,Pio Pico - Koreatown Branch Library,"694 S Oxford Ave
Los Angeles, CA 90005
(34.060041, -118.307829)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/13/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mon. & Wed., 1/13-3/18.",5:30PM,7:30PM,Harbor City/ Gateway Branch Library,"24000 S Western
Harbor City, CA 90710
(33.806862, -118.307519)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/13/2020,"Citizenship Classes, Mon. & Wed., 1/13-3/18; Students must have a green card - Pre-registration required.",1:00PM,3:00PM,Pio Pico Branch Library,"694 S Oxford Ave
Los Angeles, CA 90066
(34.060041, -118.307829)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/13/2020,"Citizenship Classes, Mon. & Wed., 1/13-3/18; Students must have a green card - Pre-registration required.",5:30PM,7:30PM,Harbor Gateway-Harbor City Branch Library,"2400 S Central Ave
Los Angeles, CA 90710
(34.019876, -118.254481)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/13/2020,"Citizenship Classes, Mon. & Wed., 1/13-3/18; Students must have a green card - Pre-registration required.",10:00AM,11:45AM,IRC Main Office,"625 N Maryland Ave
Glendale, CA 91206
(34.155421, -118.253809)",International Rescue Committee (IRC),"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",Armenian,Free
01/13/2020,"Citizenship Classes, Mon. & Thurs., 1/13-3/19; Students must have a green card - Pre-registration required.",5:30PM,7:00PM,Glendale Central Library,"222 E Harvard St
Glendale, CA 91205
(34.14443, -118.253506)",International Rescue Committee (IRC),"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/13/2020,"Citizenship Classes, Mon. & Tue., 1/13-3/17; Students must have a green card - Pre-registration required.",5:30PM,7:30PM,Benjamin Franklin Library/New Americans Center,"2200 E 1st St
Los Angeles, CA 90033
(34.0444, -118.212268)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/13/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mon. & Tue., 1/13-3/17.",5:30PM,7:30PM,Benjamin Franklin Branch Library,"2200 E 1st Street
Los Angeles, CA 90033
(34.0444, -118.212268)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/11/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.",10:00AM,1:30PM,Vernon Branch Library,"4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/11/2020,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Lake View Terrace Branch Library,"12002 Osborne St Lake View Terrace
CA 91342",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/11/2020,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Mar Vista Branch Library,"12006 Venice Blvd
Los Angeles, CA 90066
(34.006032, -118.429088)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/11/2020,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Vernon Branch Library,"4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/11/2020,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Wilshire Branch Library (Near Koreatown),"149 N Saint Andrews Pl
Los Angeles, CA 90004
(34.073819, -118.311366)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/11/2020,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Pico Union Branch Library,"1030 S Alvarado St
Los Angeles, CA 90006
(34.050903, -118.280371)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/11/2020,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.",2:00PM,5:00PM,Cahuenga Branch Library,"4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/11/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.",10:00AM,1:30PM,Mar Vista Branch Library,"12006 Venice Blvd
Los Angeles, CA 90066
(34.006032, -118.429088)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/11/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.",2:00PM,5:00PM,Cahuenga Branch Library,"4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/11/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-4/4.",10:00AM,12:30PM,R.L. Stevenson Branch Library,"803 Spence St
Los Angeles, CA 90023
(34.02755, -118.197954)",Los Angeles Public Library,"To register, please call (213) 385-7800. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",Spanish Only (English Exempt Class),Free
01/11/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/14.",2:30PM,5:00PM,Exposition Park Regional Branch Library,"3900 S Western Ave
Los Angeles, CA 90062
(34.014404, -118.308909)",Los Angeles Public Library,"To register, please call (213) 385-7800. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",Spanish Only (English Exempt Class),Free
01/11/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-4/11.",10:00AM,1:30PM,Junipero Serra Branch Library,"4607 S Main St
Los Angeles, CA 90037
(34.001719, -118.273971)",Los Angeles Public Library,"To register, please call (213) 385-7800. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/11/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.",10:00AM,1:30PM,Pico Union Branch Library,"1030 S Alvarado St
Los Angeles, CA 90006
(34.050903, -118.280371)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/11/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.",10:00AM,1:30PM,Lake View Terrace Branch Library,"12002 Osborne St
Lake View Terrace, CA 91342
(34.273157, -118.394305)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/11/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.",10:00AM,1:30PM,Wilshire Branch Library,"149 N Saint Andrews Pl
Los Angeles, CA 90004
(34.073819, -118.311366)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
01/10/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Fridays, 1/10-3/27.",9:30AM,12:30PM,Platt Branch Library,"23600 Victory Blvd
Woodland Hills, CA 91367
(34.186597, -118.641938)",Los Angeles Public Library,"To register, please call (818) 616-3091. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",Farsi & English,Free
01/08/2020,"Citizenship Classes, Wednesdays, On-going; Students must have a green card - Pre-registration required.",6:30PM,9:00PM,Library Connection @ Adams Square (Glendale),"1100 E Chevy Chase Dr
Glendale, CA 91205
(34.133874, -118.241452)",International Rescue Committee (IRC),"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
01/07/2020,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Tuesdays, 1/7-3/24.",12:30PM,3:30PM,Westwood Branch Library,"1246 Glendon Ave
Los Angeles, CA 90024
(34.057437, -118.44184)",Los Angeles Public Library,"To register, please call (818) 616-3091. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",Farsi & English,Free
01/07/2020,"Citizenship Classes, Tue. & Thurs., On-going; By appointment only; Students must have a green card - Pre-registration required.",5:00PM,7:00PM,Central Library (DTLA)/New Americans Center,"630 W 5th St
Los Angeles, CA 90071
(34.050931, -118.254965)",International Rescue Committee (IRC)/Los Angeles Public Library,"To make an appointment, please call (213) 228-7390.",English,Free
01/07/2020,"Interview Tutoring Session for Lawful Permanent Residents, Tues. & Thurs., 1/7-3/31.",5:00PM,7:00PM,Central Library,"630 W 5th Street
Los Angeles, CA 90071
(34.050931, -118.254965)",Los Angeles Public Library,"To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.",English,Free
11/23/2019,"Citizenship Workshop, appointment required.",9:00AM,2:00PM,St. Garabed Arm. Apostolic Church,"1614 N Alexandria Ave
Los Angeles, CA 90027
(34.100232, -118.29834)",Catholic Charities of Los Angeles,To register please call: (213) 318-5713 or (213) 318-5729.,Spanish; Arabic; Farsi; Armenian; English,Free
11/09/2019,"Citizenship Workshop, appointment recommended.",9:00AM,2:00PM,St. Joseph Catholic Church,"218 East 12th Street
Los Angeles, CA 90015-2568
(34.036703, -118.257937)",Catholic Charities of Los Angeles,"To register, please call (213) 251-3484.",Spanish; Farsi; English,Free
11/02/2019,"Updates on Immigrations News, TPS Determination and Public Charge",9:30AM,11:30AM,Romero Hall,"2845 W 7th St
Los Angeles, CA 90005
(34.059792, -118.285411)",CARECEN,https://www.carecen-la.org/community_forum,Spanish,Free
10/26/2019,"Citizenship workshop, appointment required",9:00AM,3:00PM,LA Law Library,"301 W 1st Street
Los Angeles, CA 90012
(34.054016, -118.246053)",CARECEN; LA Law Library; Office of Immigrant Affairs,"To register, please call the Citizenship Hotline at (213) 814-5248.",English & Spanish,Free
10/26/2019,"Immigration resource fair services include: Citizenship, Know Your Rights, Lawyer Consultations, Consulate Services, T and U Visas, Public Charge, Census, and more.",10:00AM,2:00PM,Mid Valley YMCA,"6901 Lennox Ave
Van Nuys, CA 91405
(34.196294, -118.445446)",Office of Congressman Tony Cárdenas,"For more information, please contact Lea Gonzalez at lea.gonzalez@mail.house.gov or at (818) 221-3718.",English,Free
10/24/2019,"Citizenship workshop, appointment required",4:00PM,8:00PM,Clinica Romero-Pico Union Office,"123 S Alvarado Street
Los Angeles, CA 90057
(34.06591, -118.270789)",SALEF & Clinica Romero,"To register, please call Leonor at (213) 480-1052 ext. 102.",English & Spanish,Free
10/23/2019,"Citizenship workshop, appointment required",3:00PM,7:00PM,Ascot Branch Library,"120 W Florence Avenue
Los Angeles, CA 90003
(33.974693, -118.274753)",SALEF,"To register, please call Leonor at (213) 480-1052 ext. 102.",English & Spanish,Free
10/21/2019,"Citizenship Classes, Mondays, 10/21-12/16; Students must have a green card - Pre-registration required.",5:00PM,7:30PM,West Valley Regional Library,"19036 Vanowen St
Reseda, CA 91335
(34.193858, -118.548247)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",Spanish,Free
10/19/2019,"Citizenship Workshop, appointment recommended. To register, please call: 213-251-3486",9:00AM,2:00PM,St. Benedict Church,"1022 W Cleveland Ave
Montebello, CA 90640
(34.012809, -118.111661)",Catholic Charities/Archdiocese of Los Angeles,"To register, please call: 213-251-3485",Spanish; Farsi; English,Free
10/17/2019,"Citizenship workshop, appointment required",6:00PM,8:00PM,SALEF Main Office,"421 S Bixel Street
Suite A Los Angeles, CA 90017
(34.056023, -118.260716)",SALEF,"To register, please call Leonor at (213) 480-1052 ext. 102.",English & Spanish,Free
10/17/2019,Workshop: Become a civic promoter by learning tools to help organize and mobilize your community.,9:00AM,11:00AM,YWCA GLA Walnut Park,"7515 Pacific Boulevard Walnut Park
CA 90255",COFEM,COFEM at: (213) 440-2751 or lvalenzuela@cofem.org,Spanish,Free
10/15/2019,"Citizenship Classes, Tuesdays, 10/15-12/10; Students must have a green card - Pre-registration required.",5:00PM,7:30PM,West Covina Library,"1601 W West Covina Pkwy West
Covina, CA 91790
(34.070752, -117.940774)",International Rescue Committee (IRC),"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/12/2019,"Citizenship Workshop, appointment recommended.",9:00AM,2:00PM,St. Joseph Catholic Church,"218 East 12th Street
Los Angeles, CA 90015-2568
(34.036703, -118.257937)",Catholic Charities/Archdiocese of Los Angeles,"To register, please call: 213-251-3485",Spanish; Farsi; English,Free
10/12/2019,Coffee with An Attorney,10:00AM,2:00PM,SALEF Main Office,"421 S Bixel Street
Los Angeles, CA 90017
(34.056023, -118.260716)",SALEF,RSVP with Leonor Guzman at (213) 480-1052 ext. 102,English; Spanish,Free
10/12/2019,"Citizenship Classes, Saturdays, 10/12-12/14; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Vernon Branch Library,"4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/12/2019,"Citizenship Classes, Saturdays, 10/12-12/14; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Mar Vista Branch Library,"12006 Venice Blvd
Los Angeles, CA 90066
(34.006032, -118.429088)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/12/2019,"Citizenship Classes, Saturdays, 10/12-12/14; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Pacoima Branch Library/New Americans Center,"13605 Van Nuys Blvd
Pacoima, CA 91331
(34.261029, -118.429034)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/10/2019,"Citizenship Classes, Thursdays, 10/10-12/5; Students must have a green card - Pre-registration required.",5:00PM,7:30PM,El Sereno Branch Library,"5226 Huntington Dr
Los Angeles, CA 90032
(34.089494, -118.16855)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/10/2019,"Citizenship workshop, appointment required",4:00PM,8:00PM,Clinica Romero-Boyle Heights Office,"2032 Marengo Street
Los Angeles, CA 90033
(34.056649, -118.207437)",SALEF & Clinica Romero,"To register, please call Leonor at (213) 480-1052 ext. 102.",English & Spanish,Free
10/09/2019,Know Your Rights Presentation; Food and child care will be provided.,6:00PM,7:30PM,Providence Little Company of Mary Wellness and Activity Center,"470 N Hawaiian Ave
Wilmington, CA 90744
(33.774822, -118.276411)",Children's Institute,"To RSVP, please contact Natalie Ortiz at nortiz@childrensinstitute.org or 323-491-5110.",English; Interpretation is available,Free
10/07/2019,"Citizenship Classes, Mon. & Tue., 10/7-12/17; Students must have a green card - Pre-registration required.",5:30PM,7:30PM,Benjamin Franklin Library/New Americans Center,"2200 E 1st St
Los Angeles, CA 90033
(34.0444, -118.212268)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/05/2019,"Citizenship Classes, Saturdays, 10/5-12/14; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Pico Union Branch Library,"1030 S Alvarado St
Los Angeles, CA 90006
(34.050903, -118.280371)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/05/2019,"Citizenship Application Assistance, appointment recommended, but not required. Walk-ins are welcome!",9:00AM,2:00PM,Jesus Sacred Heart Church / Syriac Catholic Rite,"10837 Collins St North
Hollywood, CA 91601
(34.173986, -118.367558)",Catholic Charities/Archdiocese of Los Angeles,To Register: (213) 318-5713 or (213) 318-5729,Spanish; Arabic; Farsi; Armenian; English,Free
10/05/2019,"Citizenship Classes, Saturdays 10/5-12/14; Students must have a green card - Pre-registration required.",2:00PM,5:00PM,Cahuenga Branch Library,"4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/03/2019,Workshop: Become a civic promoter by learning tools to help organize and mobilize your community.,9:00AM,11:00AM,YWCA GLA Walnut Park,"7515 Pacific Boulevard Walnut Park
CA 90255",COFEM,COFEM at: (213) 440-2751 or lvalenzuela@cofem.org,Spanish,Free
10/02/2019,"Citizenship Classes, Wednesdays, On-going; Students must have a green card - Pre-registration required.",6:00PM,9:00PM,Library Connection @ Adams Square (Glendale),"1100 E Chevy Chase Dr
Glendale, CA 91205
(34.133874, -118.241452)",International Rescue Committee (IRC),"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/02/2019,"Citizenship Classes, Mon. & Wed., 10/2-11/27; Students must have a green card - Pre-registration required.",10:00AM,12:00PM,IRC Main Office,"625 N Maryland Ave
Glendale, CA 91206
(34.155421, -118.253809)",International Rescue Committee (IRC),"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",Armenian,Free
10/01/2019,"Citizenship Classes, Tue. & Thurs., On-going; By appointment only; Students must have a green card - Pre-registration required.",5:00PM,7:00PM,Central Library (DTLA)/New Americans Center,"630 W 5th St
Los Angeles, CA 90071
(34.050931, -118.254965)",International Rescue Committee (IRC)/Los Angeles Public Library,"To make an appointment, please call (213) 228-7390.",English,Free
