LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0002637069-0004-8,ALVARADO RESTAURANT GROUP LLC,TACO BELL #017194,9919   AVALON BLVD,LOS ANGELES,90003-4805,9919 AVALON 90003-4805,5654 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,80111-2310,722211,Limited-service eating places,8,06/08/2016,,"(33.9459, -118.2655)",22352,14,805,1177,7,45
0002637069-0005-6,ALVARADO RESTAURANT GROUP LLC,TACO BELL #33620,100 W PACIFIC COAST HIGHWAY,WILMINGTON,90744-2521,100 PACIFIC COAST 90744-2521,5654 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,80111-2310,722211,Limited-service eating places,15,06/07/2017,,"(33.7909, -118.2637)",3350,15,960,1200,,15
0002637069-0006-4,ALVARADO RESTAURANT GROUP LLC,TACO BELL #33622,5801 S VERMONT AVENUE,LOS ANGELES,90044-3711,5801 VERMONT 90044-3711,5654 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,80111-2310,722211,Limited-service eating places,9,06/07/2017,,"(33.9894, -118.2921)",23668,13,744,1156,7,2
0002637069-0007-2,ALVARADO RESTAURANT GROUP LLC,TACO BELL #33623,2800   CRENSHAW BLVD,LOS ANGELES,90016-3604,2800 CRENSHAW 90016-3604,5654 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,80111-2310,722211,Limited-service eating places,10,06/07/2017,,"(34.0309, -118.3347)",23079,12,662,920,7,19
0002637069-0008-1,ALVARADO RESTAURANT GROUP LLC,TACO BELL #33624,3629 S VERMONT AVENUE,LOS ANGELES,90007-3945,3629 VERMONT 90007-3945,5654 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,80111-2310,722211,Limited-service eating places,8,06/07/2017,,"(34.0224, -118.2918)",22724,14,691,913,7,32
0002637069-0009-9,ALVARADO RESTAURANT GROUP LLC,TACO BELL #33625,1401 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90062-1222,1401 MARTIN LUTHER KING JR 90062-1222,5654 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,80111-2310,722211,Limited-service eating places,8,06/07/2017,,"(34.0112, -118.3005)",23668,14,730,1012,7,32
0002637069-0010-2,ALVARADO RESTAURANT GROUP LLC,TACO BELL #33630,1354 W 190TH STREET,TORRANCE,90501-1135,1354 190TH 90501-1135,5654 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,80111-2310,722211,Limited-service eating places,15,06/07/2017,,"(33.8579, -118.3015)",25715,15,944,798,,55
0002637069-0011-1,ALVARADO RESTAURANT GROUP LLC,TACO BELL #1178,6000   CRENSHAW BLVD,LOS ANGELES,90043-3904,6000 CRENSHAW 90043-3904,5654 GREENWOOD PLAZA BLVD,GREENWOOD VILLAGE,80111-2310,722110,Full-service restaurants,8,07/11/2018,,"(33.9852, -118.3304)",23674,14,755,1038,7,24
0002637069-0012-9,ALVARADO RESTAURANT GROUP LLC,TACO BELL #000833,2046 W MANCHESTER AVENUE,LOS ANGELES,90047-2925,2046 MANCHESTER 90047-2925,,,,722110,Full-service restaurants,8,01/01/2022,,"(33.9597, -118.3148)",23678,14,784,357,7,20
0002647135-0001-9,"C&R RESTAURANT GROUP, L. P.",TACO BELL #28711,12105 W PICO BLVD,LOS ANGELES,90064-1132,12105 PICO 90064-1132,151   KALMUS DRIVE,COSTA MESA,92626-5979,722110,Full-service restaurants,11,11/14/2012,,"(34.0293, -118.4502)",24029,10,889,1128,9,50
0002647135-0002-7,"C&R RESTAURANT GROUP, L. P.",TACO BELL #28707,2718 S FIGUEROA STREET,LOS ANGELES,90007-3255,2718 FIGUEROA 90007-3255,151   KALMUS DRIVE,COSTA MESA,92626-5979,722110,Full-service restaurants,9,11/14/2012,,"(34.0269, -118.2767)",22724,13,701,967,7,32
0002647135-0003-5,"C&R RESTAURANT GROUP, L. P.",TACO BELL #28731,1604 S LA BREA AVENUE,LOS ANGELES,90019-5433,1604 LA BREA 90019-5433,151   KALMUS DRIVE,COSTA MESA,92626-5979,722110,Full-service restaurants,10,11/14/2012,,"(34.0449, -118.3457)",23080,12,652,1109,,69
0002647135-0004-3,"C&R RESTAURANT GROUP, L. P.",TACO BELL #28706,8440 BEVERLY BLVD,LOS ANGELES,90048-3414,8440 BEVERLY 90048-3414,151   KALMUS DRIVE,COSTA MESA,92626-5979,722110,Full-service restaurants,5,11/14/2012,,"(34.076, -118.3744)",23679,6,631,1093,,26
0002647135-0005-1,"C&R RESTAURANT GROUP, L. P.",TACO BELL #28722,6254 LEXINGTON AVENUE,LOS ANGELES,90038-1714,6254 LEXINGTON 90038-1714,151   KALMUS DRIVE,COSTA MESA,92626-5979,722110,Full-service restaurants,13,11/14/2012,,"(34.0925, -118.3256)",23669,8,423,539,,34
0002647135-0006-0,"C&R RESTAURANT GROUP, L. P.",TACO BELL #28713,990 N WESTERN AVENUE,LOS ANGELES,90029-3216,990 WESTERN 90029-3216,151   KALMUS DRIVE   UNIT #L5,COSTA MESA,92626-5979,722110,Full-service restaurants,13,11/14/2012,,"(34.0883, -118.3091)",23447,8,438,242,,57
0002681927-0001-1,JJC FOODS LLC,TACO BELL #28472,6733 RESEDA BLVD,RESEDA,91335-5316,6733 RESEDA 91335-5316,10573 W PICO BLVD #818,LOS ANGELES,90064-2333,722211,Limited-service eating places,4,01/01/2005,,"(34.1926, -118.536)",18909,4,267,578,,12
0002681927-0002-0,JJC FOODS LLC,TACO BELL #28469,6921 TOPANGA CANYON BLVD,CANOGA PARK,91303-2356,6921 TOPANGA CANYON 91303-2356,10573 W PICO BLVD #818,LOS ANGELES,90064-2333,722211,Limited-service eating places,3,09/19/2012,,"(34.1959, -118.6059)",4278,4,297,1472,,37
0002681927-0003-8,JJC FOODS LLC,TACO BELL #28473,8220 DE SOTO AVENUE,CANOGA PARK,91304-4342,8220 DE SOTO 91304-4342,10573 W PICO BLVD #818,LOS ANGELES,90064-2333,722211,Limited-service eating places,3,09/19/2012,,"(34.2183, -118.5885)",4282,4,276,269,,66
0002681927-0004-6,JJC FOODS LLC,TACO BELL #28467,9825 BALBOA BLVD,NORTHRIDGE,91325-1903,9825 BALBOA 91325-1903,10573 W PICO BLVD #818,LOS ANGELES,90064-2333,722211,Limited-service eating places,12,09/19/2012,,"(34.2493, -118.5024)",18914,2,119,1281,,87
0002681927-0005-4,JJC FOODS LLC,TACO BELL #28468,11694 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601-3064,11694 MAGNOLIA 91601-3064,10573 W PICO BLVD #818,LOS ANGELES,90064-2333,722211,Limited-service eating places,2,09/19/2012,,"(34.1648, -118.3876)",8488,5,207,1330,17,39
0002681927-0006-2,JJC FOODS LLC,TACO BELL #28470,18450 VENTURA BLVD,TARZANA,91356-4202,18450 VENTURA 91356-4202,10573 W PICO BLVD #818,LOS ANGELES,90064-2333,722211,Limited-service eating places,3,09/19/2012,,"(34.1682, -118.5345)",19339,4,320,587,6,10
0002700499-0001-2,GOLDEN TACO INC,TACO BELL # 29284,8256 ORION AVENUE,VAN NUYS,91406-1344,8256 ORION 91406-1344,14431 VENTURA BLVD SUITE #263,SHERMAN OAKS,91423-2606,722211,Limited-service eating places,6,03/20/2013,,"(34.2212, -118.4721)",19734,3,222,424,,73
0002700499-0003-9,GOLDEN TACO INC,TACO BELL # 29287,12900 VANOWEN STREET,NORTH HOLLYWOOD,91605-4825,12900 VANOWEN 91605-4825,14431 VENTURA BLVD SUITE #263,SHERMAN OAKS,91423-2606,722211,Limited-service eating places,2,03/20/2013,,"(34.1939, -118.4138)",8889,5,182,392,,70
0003206319-0001-6,RBD CALIFORNIA RESTAURANTS LIMITED,KFC/TACO BELL K312001,5220 W CENTINELA AVENUE,LOS ANGELES,90045-2002,5220 CENTINELA 90045-2002,1990 S BUNDY DRIVE SUITE #250,LOS ANGELES,90025-5257,722110,Full-service restaurants,11,09/01/2020,,"(33.977, -118.3712)",23676,10,926,1064,10,16
0003206319-0004-1,RBD CALIFORNIA RESTAURANTS LIMITED,KFC/TACO BELL K312008,8500 LINCOLN BLVD,LOS ANGELES,90045-3502,8500 Lincoln 90045-3502,1990 S BUNDY DRIVE SUITE #250,LOS ANGELES,90025-5257,722110,Full-service restaurants,11,09/01/2020,,"(33.9604, -118.4192)",23676,10,928,1520,10,16
0003206319-0005-9,RBD CALIFORNIA RESTAURANTS LIMITED,KFC/TACO BELL K312013,8515 S CENTRAL AVENUE,LOS ANGELES,90001-3734,8515 Central 90001-3734,1990 S BUNDY DRIVE SUITE #250,LOS ANGELES,90025-5257,722110,Full-service restaurants,9,09/01/2020,,"(33.9605, -118.2567)",22350,13,797,1209,7,45
0003286528-0001-2,"ANGEL CITY BELL, LLC",TACO BELL #39816,12786 Van Nuys,Pacoima,91331-1626,12786 VAN NUYS 91331,3225 S Rainbow #102,Las Vegas,89146-6216,722110,Full-service restaurants,7,12/01/2021,,"(34.2736, 34.2736)",,,,,,
0003286528-0002-1,"ANGEL CITY BELL, LLC",TACO BELL 39784,8250 LAUREL CANYON BLVD,NORTH HOLLYWOOD,91605-1431,8250 Laurel Canyon 91605-1431,3225 S RAINBOW BLVD UNIT #102,LAS VEGAS,89146-6216,722110,Full-service restaurants,6,12/01/2021,,"(34.221, -118.3962)",8888,3,161,264,,14
0003286528-0003-9,"ANGEL CITY BELL, LLC",TACO BELL 39785,21120 DEVONSHIRE STREET,CHATSWORTH,91311-2316,21120 Devonshire 91311-2316,3225 S RAINBOW BLVD UNIT #102,LAS VEGAS,89146-6216,722110,Full-service restaurants,12,12/01/2021,,"(34.257, -118.594)",4284,2,99,1256,4,43
0003286528-0005-5,"ANGEL CITY BELL, LLC",TACO BELL #39801,15651 SHERMAN WAY,VAN NUYS,91406-4134,15651 SHERMAN 91406-4134,120 S CENTRAL AVENUE UNIT #400,SAINT LOUIS,63105-1705,722110,Full-service restaurants,6,12/01/2021,,"(34.2015, -118.4746)",19734,3,221,261,,61
0003286528-0006-3,"ANGEL CITY BELL, LLC",TACO BELL #39799,14511 CHATSWORTH DRIVE,SAN FERNANDO,91340-4310,14511 Chatsworth 91340-4310,120 S CENTRAL AVENUE #400,SAINT LOUIS,63105-1705,311800,Bakeries & tortilla mfg.,7,12/01/2021,,"(34.274, -118.449)",18910,1,71,1405,,4
0003286528-0007-1,"ANGEL CITY BELL, LLC",TACO BELL #39803,6060 N FIGUEROA STREET,HIGHLAND PARK,90042-4232,6060 Figueroa 90042-4232,120 S CENTRAL AVENUE #400,SAINT LOUIS,63105-1705,311800,Bakeries & tortilla mfg.,14,12/01/2021,,"(34.1115, -118.1877)",23673,9,372,575,28,93
