LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000099288-0003-0,AIRSPEED INTERNATIONAL CORP,,19401 S VERMONT AVENUE UNIT #B104,TORRANCE,90502-4403,19401 Vermont 90502-4403,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,04/15/2019,,"(33.8548, -118.2918)",25716,15,944,798,,55
0000116301-0001-3,STRATTON & SONS MOVING & STORAGE INC,STRATTON & SON MOVING,9201   MASON AVENUE,CHATSWORTH,91311-6040,9201 MASON  91311,9201 MASON AVENUE,CHATSWORTH,91311-6040,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),12,03/17/1994,,"(34.2528, -118.5959)",4284,2,99,233,,43
0000123906-0001-0,BUDCO GROUP INC,,750 LAMAR STREET,LOS ANGELES,90031-2515,750 LAMAR 90031-2515,1100 GEST STREET,CINCINNATI,45203-1114,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,03/15/1994,,"(34.0627, -118.224)",23448,9,492,1322,,1
0000127258-0001-9,CINDY CHEUNG JASON,THE WINE LOCKER,14819 CALVERT STREET,VAN NUYS,91411-2708,14819 CALVERT 91411-2708,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),6,11/01/1977,,"(34.1816, -118.4556)",19735,3,240,1339,,18
0000128413-0001-5,NGIM CHAN,,1936 S PACIFIC AVENUE,SAN PEDRO,90731-5530,1936 PACIFIC 90731-5530,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,04/13/2004,,"(33.7266, -118.2879)",3342,15,980,1208,15,33
0000137757-0001-1,ASP ENTERPRISES INC,ASP ENTERPRISES INC,7330 VARNA AVENUE,N HOLLYWOOD,91605-4008,7330 VARNA 91605-4008,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,09/01/1996,,"(34.2039, -118.4247)",8888,5,163,286,,71
0000142617-0001-9,VSEVOLOD A RIABOV / SVETLANA KOLOSKOVA,STEALTH ENTERPRISES OF AMERICA,11841 LAUGHTON WAY,NORTHRIDGE,91326-1314,11841 LAUGHTON 91326-1314,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),12,06/21/1994,,"(34.2892, -118.5336)",18905,2,63,1410,,48
0000159253-0001-0,CUSTOM AIR WAREHOUSE INC,CUSTOMS AIR WAREHOUSE,5540 W 104TH STREET,LOS ANGELES,90045-6014,5540 104TH 90045-6014,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),11,12/07/1984,,"(33.9419, -118.377)",23676,10,2340,445,10,16
0000162353-0001-3,CUBE IT INC,,12641 SATICOY STREET S,N HOLLYWOOD,91605-4314,12641 SATICOY 91605-4314,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,03/01/1994,,"(34.2055, -118.409)",8888,5,159,465,,71
0000166274-0001-6,L A PACKING & CRATING INC,L A PACKING CRATING & TRANSPORT INC,5722 W JEFFERSON BLVD,LOS ANGELES,90016-3107,5722 JEFFERSON 90016-3107,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),10,10/03/1994,,"(34.0266, -118.3736)",23077,12,669,1119,,17
0000175949-0001-4,NISSIN INTERNATIONAL TRANSPORT USA INC,,1540 W 190TH STREET,TORRANCE,90501-1121,1540 190TH 90501-1121,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,06/26/2000,,"(33.8583, -118.3048)",25715,15,944,798,,55
0000187752-0001-1,SHAWN MICHAEL SULLIVAN,FEDERAL MAILBOX CENTER,5160   VAN NUYS BLVD,SHERMAN OAKS,91403-1401,5160 VAN NUYS 91403-1401,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),4,07/01/1996,,"(34.1644, -118.4486)",19736,7,245,416,,83
0000192815-0001-8,D/S INGREDIENT TRANSFER CO INC,,5112 ALHAMBRA AVENUE,LOS ANGELES,90032-3409,5112 ALHAMBRA 90032-3409,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,09/01/1979,,"(34.0716, -118.1746)",23449,9,506,1121,,91
0000209088-0001-1,MARINA BOAT & RV STORAGE INC,MARINA BOAT/R V STORAGE,4500 LINCOLN BLVD,MARINA DEL REY,90292-6304,4500 LINCOLN 90292-6304,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,07/01/1976,,"(33.9832, -118.4414)",25074,,919,240,,
0000214712-0001-5,MARTIN CONTAINER INC,,1400 S ATLANTIC AVENUE,COMPTON,90221-4704,1400 ATLANTIC 90221-4704,POST OFFICE BOX #185,WILMINGTON,90748-0185,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,09/01/1976,,"(33.8843, -118.19)",24350,,1688,,,
0000214712-0002-3,MARTIN CONTAINER INC,MARTIN CONTAINER INC,1402 E LOMITA BLVD,WILMINGTON,90744-1611,1402 LOMITA 90744-1611,POST OFFICE BOX #185,WILMINGTON,90748-0185,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,01/01/2008,,"(33.7999, -118.2484)",3350,15,953,626,,15
0000214878-0001-2,"COOKE'S CRATING, INC.",,3124 E 11TH STREET,LOS ANGELES,90023-3608,3124 11TH 90023-3608,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,05/01/1976,,"(34.0197, -118.2115)",23441,9,530,961,,38
0000217969-0002-1,RAMON SEPULVEDA,,5237 N FIGUEROA STREET,LOS ANGELES,90042-4018,5237 FIGUEROA 90042-4018,2828 SICHEL STREET,LOS ANGELES,90031-2053,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),1,01/01/2006,,"(34.1068, -118.1983)",23673,11,374,588,28,93
0000219528-0001-6,NORTHSTAR MOVING CORPORATION,,19401 BUSINESS CENTER DRIVE,NORTHRIDGE,91324-3506,19401 BUSINESS CENTER 91324-3506,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),12,03/01/1995,,"(34.2321, -118.5564)",18513,2,101,1426,,65
0000221248-0001-7,YANG MING (AMERICA) CORP,,2001 JOHN S GIBSON BLVD,SAN PEDRO,90731-1507,2001 JOHN S GIBSON 90731-1507,181 W HUNTINGTON DRIVE   SUITE #202,MONROVIA,91016-8406,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,01/01/1988,,"(33.7684, -118.2809)",3350,15,967,429,,15
0000261716-0001-3,MICHAEL E BRADY,M BRADY/ASSOCIATES,9753 INDEPENDENCE AVENUE,CHATSWORTH,91311-4318,9753 INDEPENDENCE 91311-4318,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),12,07/01/1985,,"(34.2473, -118.5907)",4284,2,98,314,,43
0000266302-0001-5,CALIFORNIA EXPERT MOVING & STORAGE INC,,804   PICO STREET,SAN FERNANDO,91340-3720,804 PICO 91340-3720,804   PICO STREET,SAN FERNANDO,91340-3720,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,06/09/1993,,"(34.2798, -118.4408)",18910,,1059,178,,
0000266874-0001-1,"REGAL SERVICES, INC.",K M OFFICE SERVICES,1733 N SPRING STREET #1FL,LOS ANGELES,90012-1916,1733 SPRING 90012-1916,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),1,02/01/1984,,"(34.0699, -118.2261)",22728,11,531,886,1,28
0000275275-0001-5,PREFERRED FREEZER SERVICES OF LOS ANGELES LLC,,46500 HUMBOLDT DRIVE,NOVI,48377-2434,46500 HUMBOLDT 48377-2434,46500 HUMBOLDT DRIVE,NOVI,48377-2434,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,08/31/2000,,"(42.5027, -83.5069)",7639,,,,,
0000279137-0001-1,VOPAK TERMINAL LOS ANGELES INC,VOPAK NORTH AMERICA INC,401 CANAL STREET,WILMINGTON,90744-6503,401 CANAL 90744-6503,POST OFFICE BOX #897,DEER PARK,77536-0897,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,08/01/1973,,"(33.7636, -118.2588)",3350,15,2329,430,,15
0000288989-0006-3,NIPPON EXPRESS USA INC,,1901 W PACIFIC COAST HIGHWAY,LONG BEACH,90810-3763,1901 PACIFIC COAST  90810,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,01/07/2020,,"(33.7896, -118.2182)",4026,,1906,,,
0000291453-0001-9,DYNAMIC LA A CALIFORNIA CORPORATION,,8944 FULLBRIGHT AVENUE SUITE #A,CHATSWORTH,91311-6123,8944 FULLBRIGHT 91311-6123,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),12,11/15/1995,,"(34.233, -118.5775)",4284,2,102,314,,43
0000295466-0001-5,JOSE JESUS VILLEGAS,,741 MERCHANT STREET,LOS ANGELES,90021-1519,741 MERCHANT 90021-1519,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,,,"(34.036, -118.2427)",23082,9,703,1018,,76
0000296933-0002-7,AVITO RODRIGUEZ / BENITA RODRIGUEZ,,9325 S WESTERN AVENUE,LOS ANGELES,90047-3854,9325 WESTERN 90047-3854,3980 E 6TH STREET,LOS ANGELES,90023-1902,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),8,08/06/2006,,"(33.9517, -118.309)",23678,14,779,1168,7,20
0000311895-0001-0,ENGINE PARTS SPECIALISTS INC,,1321 E 18TH STREET,LOS ANGELES,90021-3026,1321 18TH 90021-3026,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,02/01/1996,,"(34.0248, -118.2493)",23082,9,702,1220,7,76
0000316861-0042-4,FEDEX OFFICE & PRINT SERVICES INC,,212 N LARCHMONT BLVD,LOS ANGELES,90004-3707,212 Larchmont 90004-3707,POST OFFICE BOX #8000,MONSEY,10952-8505,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),13,04/13/2022,,"(34.0748, -118.3235)",22721,7,577,348,,86
0000318594-0001-1,THOMAS R/HARRY H SAPPER,WALSH MOVING/STORAGE,1425 PLAZA DEL AMO,TORRANCE,90501-4834,1425 PLAZA DEL AMO 90501-4834,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,06/01/1996,,"(33.8211, -118.302)",25715,15,946,1321,,55
0000319371-0001-1,ROCKY MORTON,,1324 ABBOT KINNEY BLVD,VENICE,90291-3758,1324 ABBOT KINNEY 90291-3758,11601 WILSHIRE BLVD SUITE #1840,LOS ANGELES,90025-1754,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),11,01/27/2004,,"(33.9909, -118.4674)",25073,10,909,1263,10,30
0000319869-0001-5,PACIFIC TITLE ARCHIVES INC,PACIFIC TITLE ARCHIVES,4800 SAN VICENTE BLVD,LOS ANGELES,90019-2938,4800 SAN VICENTE 90019-2938,10717 VANOWEN STREET,NORTH HOLLYWOOD,91605-6402,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),10,07/01/1984,,"(34.0488, -118.3407)",23080,12,647,1352,,52
0000331432-0001-4,DB HOLDING INC,ANTIQUE RUG CO,928 N LA CIENEGA BLVD,LOS ANGELES,90069-4710,928 LA CIENEGA 90069-4710,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),5,10/28/1980,,"(34.0878, -118.3764)",24034,6,461,801,,26
0000342293-0001-8,HILLCREST COUNTRY CLUB A CORP,HILLCREST COUNTRY CLUB,10000 W PICO BLVD,LOS ANGELES,90064-3417,10000 PICO 90064-3417,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),5,05/25/1984,,"(34.0525, -118.4063)",23666,6,872,821,9,95
0000345919-0001-5,PEPPERTREE CAPITAL LP,,16260 VENTURA BLVD #430,ENCINO,91436-2242,16260 VENTURA 91436-2242,888 S FIGUEROA STREET SUITE #1900,LOS ANGELES,90017-5324,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),4,06/01/2000,,"(34.1567, -118.4867)",19737,6,326,1500,6,62
0000378498-0001-0,WILLIAMS SERVICE CORP,,1925 E VERNON AVENUE,VERNON,90058-1632,1925 VERNON 90058-1632,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,09/08/1987,,"(34.0039, -118.2383)",24353,,1569,193,,
0000381018-0001-3,GENERAL INSTALLATION CO /C,,1425 W 135TH STREET,GARDENA,90249-2232,1425 135TH 90249-2232,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,01/01/1955,,"(33.9091, -118.3011)",24686,,2002,,,
0000398365-0001-0,DENNIS M OVERSTREET,,1919 PONTIUS AVENUE,LOS ANGELES,90025-5611,1919 PONTIUS 90025-5611,2816 LAFAYETTE ROAD,NEWPORT BEACH,92663-3716,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),5,06/01/1982,,"(34.0439, -118.4418)",23443,6,860,1385,9,75
0000436061-0001-0,MALCA-AMIT USA LLC,,550 S HILL STREET #1590,LOS ANGELES,90013-2452,550 HILL 90013-2452,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,01/25/1997,,"(34.0484, -118.252)",23074,9,541,683,,76
0000465133-0001-8,"NASON & ROLAPP ENCINO PROPERTY, LLC",,15701 VENTURA BLVD,ENCINO,91436-2903,15701 VENTURA 91436-2903,223 S BEVERLY DRIVE SUITE #209,BEVERLY HILLS,90212-3855,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),4,09/01/1957,,"(34.1551, -118.4749)",19737,6,338,670,6,62
0000481149-0001-2,TYLIE JONES/ASSOCIATES INC,THE VAULT WORKS,7306 COLDWATER CANYON AVENUE #1314,N HOLLYWOOD,91605-4220,7306 COLDWATER CANYON 91605-4220,58 E SANTA ANITA AVENUE,BURBANK,91502-1923,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,12/09/1984,,"(34.2033, -118.4137)",8888,5,179,493,,71
0000503533-0001-3,MORTIMER & WALLACE INC,,2422 E SEPULVEDA BLVD,LONG BEACH,90810-1900,2422 SEPULVEDA 90810-1900,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,03/01/2002,,"(33.8046, -118.2231)",4023,15,2329,430,,15
0000509360-0001-8,FATHER & SON MOVING & STORAGE INC,,7635 HASKELL AVENUE,VAN NUYS,91406-2006,7635 HASKELL 91406-2006,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),6,07/01/2000,,"(34.2095, -118.4749)",19734,3,221,261,,61
0000511634-0001-8,SOUTH BAY MOVERS/STORAGE INC,,830 FLINT AVENUE,WILMINGTON,90744-3739,830 FLINT 90744-3739,POST OFFICE BOX #4796,PALOS VERDES PENINSULA,90274-9630,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,04/01/1985,,"(33.7811, -118.2493)",3350,15,963,807,,15
0000527841-0001-4,STORAGE OUTSOURCING INC,MINI PAC,1949 N GAFFEY STREET,SAN PEDRO,90731-1257,1949 GAFFEY 90731-1257,120 N ROBERTSON BLVD,LOS ANGELES,90048-3108,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,12/18/1985,,"(33.763, -118.2932)",3342,15,968,1443,,25
0000528338-0001-9,EQUINIX LLC,,600 W 7TH STREET SUITE #600,LOS ANGELES,90017-3859,600 7TH 90017-3859,1 LAGOON DRIVE FLOOR #4TH,REDWOOD CITY,94065-1562,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,07/30/2000,,"(34.0473, -118.2565)",23075,9,546,733,,76
0000528338-0002-7,EQUINIX LLC,,818 W 7TH STREET,LOS ANGELES,90017-3407,818 7TH 90017-3407,1 LAGOON DRIVE FLOOR #4TH,REDWOOD CITY,94065-1562,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,01/01/2008,,"(34.049, -118.2592)",23078,9,546,1050,,76
0000530851-0002-1,MI KYOUNG KWAK,,1750 CORDOVA STREET,LOS ANGELES,90007-1129,1750 CORDOVA 90007-1129,928 S WESTERN AVENUE SUITE #103,LOS ANGELES,90006-1009,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),1,06/20/2003,,"(34.039, -118.295)",22724,11,681,1282,,8
0000531892-0001-0,COLDWATER SELF STORAGE INC,,7215 COLDWATER CANYON AVENUE,N HOLLYWOOD,91605-4204,7215 COLDWATER CANYON 91605-4204,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,09/01/1985,,"(34.2014, -118.4138)",8888,5,163,493,,71
0000534968-0001-6,STEVEDORE & SERVICES OF AMERICA,,55 BERTH,SAN PEDRO,90731-7241,55 BERTH 90731-7241,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,,,"(33.7295, -118.2749)",3342,15,2342,793,,36
0000545716-0001-6,NICE JEWISH BOY MOVING/STORAGE INC,A NICE JEWISH BOY,7635 HASKELL AVENUE,VAN NUYS,91406-2006,7635 HASKELL 91406-2006,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),6,07/01/1986,,"(34.2095, -118.4749)",19734,3,221,261,,61
0000548635-0001-2,IMAGINE FULFILLMENT SERVICES LLC,IFS,14245 ARTESIA BLVD,LA MIRADA,90638-5802,14245 ARTESIA 90638-5802,14245 ARTESIA BLVD,LA MIRADA,90638-5802,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,09/01/2001,,"(33.8733, -118.0279)",25727,,1518,,,
0000558525-0001-7,ONE STOP CUSTOMS BROKERS INC,ONE STOP CUSTOM BROKER,1502 W ARTESIA SQUARE   #A,GARDENA,90248-4760,1502 ARTESIA 90248-4760,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,06/20/2001,,"(33.8758, -118.2856)",24684,15,942,779,7,53
0000570444-0001-6,BLANCA MENDEZ,TRASPORTES MENDEZ,624 N ALVARADO STREET,LOS ANGELES,90026-4004,624 ALVARADO 90026-4004,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),13,01/01/1996,,"(34.073, -118.2662)",23444,8,471,635,,31
0000572395-0001-5,OWENS PREMIER INC,GOURMET LOGISTICS COMPANY,2580   SANTA FE AVENUE,REDONDO BEACH,90278-1116,2580 SANTA FE 90278-1116,POST OFFICE BOX #882173,LOS ANGELES,90009-3024,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,05/01/2001,,"(33.8894, -118.3632)",25070,,2034,,,
0000607977-0001-3,J & W HOLDINGS LLC,,221 E PICO BLVD,LOS ANGELES,90015-2507,221 PICO 90015-2507,2929 E 44TH STREET,VERNON,90058-2429,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,01/01/2002,,"(34.0354, -118.2587)",23076,9,547,773,,76
0000608736-0006-6,UPS SUPPLY CHAIN SOLUTIONS INC,,7667 N SAN FERNANDO ROAD,BURBANK,91505-1073,7667 SAN FERNANDO 91505-1073,1201 W OLYMPIC BLVD,LOS ANGELES,90015-3905,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,02/17/2012,,"(0.0, 0.0)",,,,,,
0000611864-0002-9,VANOWEN INVESTORS LIMITED,,1960 E GRAND AVENUE   SUITE #380,EL SEGUNDO,90245-5157,1960 GRAND 90245-5157,1960 E GRAND AVENUE   SUITE #380,EL SEGUNDO,90245-5157,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),11,05/01/2004,,"(33.9186, -118.393)",24683,,2328,,,
0000645477-0002-1,D/L STUDIO TRANSPORTATION INC,,8040 FOOTHILL BLVD,SUNLAND,91040-2939,8040 Foothill 91040-2939,POST OFFICE BOX #7256,BURBANK,91510-7256,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),7,01/01/2022,,"(34.2583, -118.3083)",3221,1,15,260,18,7
0000655657-0001-9,PERFORMANCE TEAM LLC,,301   WESTMONT DRIVE,SAN PEDRO,90731-1000,301 WESTMONT 90731-1000,10375 Slusher,Santa Fe Springs,90670-3748,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,05/01/2001,,"(33.7627, -118.2864)",3342,15,968,1443,,25
0000655657-0002-7,PERFORMANCE TEAM LLC,,1331 TORRANCE BLVD,TORRANCE,90501-2351,1331 TORRANCE 90501-2351,10375 Slusher,Santa Fe Springs,90670-3748,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,08/01/2015,,"(33.8419, -118.3008)",25715,15,944,1145,,55
0000658266-0001-7,GRM INFORMATION MANAGEMENT SERVICES OF CALIFORNIA LLC,,8500 MERCURY LANE,PICO RIVERA,90660-3796,8500 MERCURY 90660-3796,215 COLES STREET,JERSEY CITY,07310-1301,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,05/01/2001,,"(33.9851, -118.1067)",25735,,1489,,,
0000663833-0001-1,CALHOUN & POXON CO INC,,5330 ALHAMBRA AVENUE,LOS ANGELES,90032-3405,5330 ALHAMBRA 90032-3405,POST OFFICE BOX #1481,South Pasadena,91031-1481,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,10/01/1962,,"(34.0757, -118.1696)",23449,9,506,1215,,91
