"document_name","title","release_date","due_date","published_package_url","direct_download_url"
"RFQ PRR3769","Ford F750 Box Truck for Elections","2020-12-16T00:00:00.000","2020-12-23T00:00:00.000","https://opendata.ramseycounty.us/d/upsi-xkj6","https://opendata.ramseycounty.us/download/upsi-xkj6/application%2Fpdf"
"RFP-FASD-1721 Attachment_A","Attachment A","2020-12-16T00:00:00.000","2021-01-07T14:00:00.000","https://opendata.ramseycounty.us/d/tjzc-e2c6","https://opendata.ramseycounty.us/download/tjzc-e2c6/application%2Fpdf"
"RFB-PRMG-22953 Addendum One","Metro Square Curtainwall Project Addendum One","2020-11-04T00:00:00.000","2020-12-17T14:00:00.000","https://opendata.ramseycounty.us/d/jjqy-2su3","https://opendata.ramseycounty.us/download/jjqy-2su3/application%2Fpdf"
"RFP-FASD-1721","Family Homeless Prevention and Assistance Program (FHPAP)","2020-12-16T00:00:00.000","2021-01-07T14:00:00.000","https://opendata.ramseycounty.us/d/4mbp-g8y6","https://opendata.ramseycounty.us/download/4mbp-g8y6/application%2Fpdf"
"RFP PRR3047","County Professional Consulting Services - Continuous RFP","2020-12-22T00:00:00.000","2020-12-21T14:00:00.000","https://opendata.ramseycounty.us/d/96mj-6fr6","https://opendata.ramseycounty.us/download/96mj-6fr6/application%2Fpdf"
"RFQ PRR3769 Addendum One","Ford F750 Box Truck for Elections","2020-12-22T00:00:00.000","2020-12-23T14:00:00.000","https://opendata.ramseycounty.us/d/3exd-3dy3","https://opendata.ramseycounty.us/download/3exd-3dy3/application%2Fpdf"
"RFQ PRRTF1674","Tax Forfeited Land Real Estate Broker","2020-12-28T00:00:00.000","2021-01-19T14:00:00.000","https://opendata.ramseycounty.us/d/2y3f-astk","https://opendata.ramseycounty.us/download/2y3f-astk/application%2Fpdf"
"RFQ PRRTF1674","Tax Forfeited Land Real Estate Broker","2020-12-28T00:00:00.000","2021-01-19T14:00:00.000","https://opendata.ramseycounty.us/d/2y3f-astk","https://opendata.ramseycounty.us/download/2y3f-astk/application%2Fpdf"
"RFP Test","RFP Test","2021-01-04T00:00:00.000","2021-01-14T14:00:00.000","https://opendata.ramseycounty.us/d/vbcd-pink","https://opendata.ramseycounty.us/download/vbcd-pink/application%2Fpdf"
"RFP Test 2","RFP Test","2021-01-04T00:00:00.000","2021-01-14T14:00:00.000","https://opendata.ramseycounty.us/d/u2k9-xixu","https://opendata.ramseycounty.us/download/u2k9-xixu/application%2Fpdf"
"RFP-SSD-6765C","Continuous RFP for PSOP","2020-06-17T00:00:00.000","2025-06-16T14:00:00.000","https://opendata.ramseycounty.us/d/p8er-dsh2","https://opendata.ramseycounty.us/download/p8er-dsh2/application%2Fpdf"
"RFP JTPA2465 Addendum 1","RFP JTPA2465 Addendum 1","2021-01-13T00:00:00.000","2021-01-28T14:00:00.000","https://opendata.ramseycounty.us/d/ub57-zhw5","https://opendata.ramseycounty.us/download/ub57-zhw5/application%2Fpdf"
"RFQ PUBW25250","County Road B2 & Lexington Right of Way Acquisition Services","2021-01-13T00:00:00.000","2021-02-04T14:00:00.000","https://opendata.ramseycounty.us/d/cewh-4vs2","https://opendata.ramseycounty.us/download/cewh-4vs2/application%2Fpdf"
"RFQ PRRTF1674 Addendum One","Tax Forfeited Land Real Estate Broker Addendum One","2021-01-14T00:00:00.000","2021-01-19T14:00:00.000","https://opendata.ramseycounty.us/d/avk2-d78k","https://opendata.ramseycounty.us/download/avk2-d78k/application%2Fpdf"
"RFP-SSD3290","Alternative Care/Elderly Waiver Case Management Continuous RFP","2021-01-19T00:00:00.000","2024-11-30T14:00:00.000","https://opendata.ramseycounty.us/d/rzy4-4zbc","https://opendata.ramseycounty.us/download/rzy4-4zbc/application%2Fpdf"
"RFP EMHS0410","Emergency Management Training & Exercises","2021-01-27T00:00:00.000","2021-02-18T14:00:00.000","https://opendata.ramseycounty.us/d/i8g9-c5gm","https://opendata.ramseycounty.us/download/i8g9-c5gm/application%2Fpdf"
"RFQ PUBW25250 Addendum One","County Road B2 & Lexington Right of Way Acquisition Services Addendum One","2021-01-26T00:00:00.000","2021-02-04T14:00:00.000","https://opendata.ramseycounty.us/d/6p8n-3x46","https://opendata.ramseycounty.us/download/6p8n-3x46/application%2Fpdf"
"RFP-PRK-17497 Appendix C","RFP-PRK-17497 Appendix C","2021-02-03T00:00:00.000","2021-03-04T14:00:00.000","https://opendata.ramseycounty.us/d/kqq3-rhhz","https://opendata.ramseycounty.us/download/kqq3-rhhz/application%2Fxlsx"
"RFP-PRK-17518","Battle Creek Winter Recreation Design-Build","2021-02-03T00:00:00.000","2021-03-04T14:00:00.000","https://opendata.ramseycounty.us/d/jxxz-e2ws","https://opendata.ramseycounty.us/download/jxxz-e2ws/application%2Fpdf"
"RFP-PRK-17497","Parks & Recreation Reservations Software","2021-02-03T00:00:00.000","2021-03-04T14:00:00.000","https://opendata.ramseycounty.us/d/kbdu-6ikx","https://opendata.ramseycounty.us/download/kbdu-6ikx/application%2Fpdf"
"RFP-SHRF-16772 Attachment C","RFP-SHRF-16772 Attachment C","2021-02-03T00:00:00.000","2021-03-18T14:00:00.000","https://opendata.ramseycounty.us/d/7zsu-ezve","https://opendata.ramseycounty.us/download/7zsu-ezve/application%2Fxlsx"
"RFP Test 58","RFP Test 58","2021-04-27T00:00:00.000","2021-04-30T14:00:00.000","https://data.ramseycounty.us/d/jbir-jgfr","https://data.ramseycounty.us/download/jbir-jgfr/application%2Fpdf"
"RFP-PRK-17497 Appendix F","RFP-PRK-17497 Appendix F","2021-02-03T00:00:00.000","2021-03-04T14:00:00.000","https://opendata.ramseycounty.us/d/tfja-jrb3","https://opendata.ramseycounty.us/download/tfja-jrb3/application%2Fxlsx"
"RFP-SHRF-16772","Food Services","2021-02-03T00:00:00.000","2021-03-18T14:00:00.000","https://opendata.ramseycounty.us/d/ucbk-hpav","https://opendata.ramseycounty.us/download/ucbk-hpav/application%2Fpdf"
"RFP-PRK-17497 Appendix B","RFP-PRK-17497 Appendix B","2021-02-03T00:00:00.000","2021-03-04T14:00:00.000","https://opendata.ramseycounty.us/d/2px8-dsnf","https://opendata.ramseycounty.us/download/2px8-dsnf/application%2Fxlsx"
"RFB-PRMG-23455 Attachment D","RFB-PRMG-23455 Attachment D","2021-02-10T00:00:00.000","2021-03-11T14:00:00.000","https://opendata.ramseycounty.us/d/rxgd-9gfg","https://opendata.ramseycounty.us/download/rxgd-9gfg/application%2Fxls"
"RFB-PRMG-23455","Metro Square Escalator Replacement Project","2021-02-10T00:00:00.000","2021-03-11T14:00:00.000","https://opendata.ramseycounty.us/d/upnm-dcrm","https://opendata.ramseycounty.us/download/upnm-dcrm/application%2Fpdf"
"RFP EMHS0410 Addendum One","Emergency Management Training & Exercises Addendum","2021-02-10T00:00:00.000","2021-03-04T14:00:00.000","https://opendata.ramseycounty.us/d/qzsv-fxgx","https://opendata.ramseycounty.us/download/qzsv-fxgx/application%2Fpdf"
"RFB-PRMG-23455 Addendum One","RFB-PRMG-23455 Addendum One","2021-02-10T00:00:00.000","2021-03-11T14:00:00.000","https://opendata.ramseycounty.us/d/rsrw-cn75","https://opendata.ramseycounty.us/download/rsrw-cn75/application%2Fpdf"
"RFP PUBW24952","RFP PUBW24952 South Shore Blvd Final Design Services","2021-02-17T00:00:00.000","2021-03-11T14:00:00.000","https://opendata.ramseycounty.us/d/aks9-ppdx","https://opendata.ramseycounty.us/download/aks9-ppdx/application%2Fpdf"
"RFP PUBW24271","RFP PUBW24271 Materials Testing","2021-02-17T00:00:00.000","2021-03-11T14:00:00.000","https://opendata.ramseycounty.us/d/jv53-m34m","https://opendata.ramseycounty.us/download/jv53-m34m/application%2Fpdf"
"RFP-PRK-17497 Addendum One","RFP-PRK-17497 Addendum One","2021-02-03T00:00:00.000","2021-03-04T14:00:00.000","https://opendata.ramseycounty.us/d/935j-54fm","https://opendata.ramseycounty.us/download/935j-54fm/application%2Fpdf"
"RFP SSD1560","RFP SSD1560 Soicial & Medical History Writing","2021-02-17T00:00:00.000","2021-03-18T14:00:00.000","https://opendata.ramseycounty.us/d/km65-8ja2","https://opendata.ramseycounty.us/download/km65-8ja2/application%2Fpdf"
"RFP-PRK-17518 Addendum One","RFP-PRK-17518 Addendum One","2021-02-03T00:00:00.000","2021-03-04T14:00:00.000","https://opendata.ramseycounty.us/d/x6pz-7yfq","https://opendata.ramseycounty.us/download/x6pz-7yfq/application%2Fpdf"
"RFP PUBW24952 Addendum One","RFP PUBW24952 South Shore Blvd Final Design Services Addendum One","2021-02-03T00:00:00.000","2021-03-11T14:00:00.000","https://opendata.ramseycounty.us/d/drem-teg2","https://opendata.ramseycounty.us/download/drem-teg2/application%2Fpdf"
"RFP SSD1560 Addendum One","RFP SSD1560 Soicial & Medical History Writing Addendum One","2021-02-03T00:00:00.000","2021-03-18T14:00:00.000","https://opendata.ramseycounty.us/d/6txu-xp2c","https://opendata.ramseycounty.us/download/6txu-xp2c/application%2Fpdf"
"RFP-COR-35699 Attachment C","RFP-COR-35699 Attachment C","2021-03-03T00:00:00.000","2021-04-01T14:00:00.000","https://opendata.ramseycounty.us/d/s7t6-pktv","https://opendata.ramseycounty.us/download/s7t6-pktv/application%2Fxlsx"
"RFP-COR-35699","RFP-COR-35699 Inmate Phone System","2021-03-03T00:00:00.000","2021-04-01T14:00:00.000","https://opendata.ramseycounty.us/d/wxn3-xcdm","https://opendata.ramseycounty.us/download/wxn3-xcdm/application%2Fpdf"
"RFP-COR-35699 Appendix_A_and_B","RFP-COR-35699 Appendix_A_and_B","2021-03-03T00:00:00.000","2021-04-01T14:00:00.000","https://opendata.ramseycounty.us/d/59bn-yie3","https://opendata.ramseycounty.us/download/59bn-yie3/application%2Fxlsx"
"RFP-COR-35699 Attachment B","RFP-COR-35699 Attachment B","2021-03-03T00:00:00.000","2021-04-01T14:00:00.000","https://opendata.ramseycounty.us/d/accm-mb6f","https://opendata.ramseycounty.us/download/accm-mb6f/application%2Fxlsx"
"RFB-PRMG-23455 Addendum Two","RFB-PRMG-23455 Addendum Two","2021-02-10T00:00:00.000","2021-03-11T14:00:00.000","https://opendata.ramseycounty.us/d/wgw4-mb36","https://opendata.ramseycounty.us/download/wgw4-mb36/application%2Fpdf"
"RFB-PRMG-23455 Addendum Three","RFB-PRMG-23455 Addendum Three","2021-02-10T00:00:00.000","2021-03-11T14:00:00.000","https://opendata.ramseycounty.us/d/d7r4-b69d","https://opendata.ramseycounty.us/download/d7r4-b69d/application%2Fpdf"
"RFP EMHS0418","RFP EMHS0418 Emergency Management Services","2021-03-04T00:00:00.000","2021-03-25T14:00:00.000","https://opendata.ramseycounty.us/d/6mbh-56p3","https://opendata.ramseycounty.us/download/6mbh-56p3/application%2Fpdf"
"RFP-SHRF-16689 Attachment_G","RFP-SHRF-16689 Attachment_G","2021-03-10T00:00:00.000","2021-04-29T14:00:00.000","https://opendata.ramseycounty.us/d/k2su-39xg","https://opendata.ramseycounty.us/download/k2su-39xg/application%2Fdocx"
"RFP-SHRF-16689 Attachment_D","RFP-SHRF-16689 Attachment_D","2021-03-10T00:00:00.000","2021-04-29T14:00:00.000","https://opendata.ramseycounty.us/d/7n5v-995m","https://opendata.ramseycounty.us/download/7n5v-995m/application%2Fxlsx"
"RFP-SHRF-16689 Attachment C","RFP-SHRF-16689 Attachment C","2021-03-10T00:00:00.000","2021-04-29T14:00:00.000","https://opendata.ramseycounty.us/d/j8i6-wzns","https://opendata.ramseycounty.us/download/j8i6-wzns/application%2Fxlsx"
"RFP-SHRF-16689 Attachment_B","RFP-SHRF-16689 Attachment_B","2021-03-10T00:00:00.000","2021-04-29T14:00:00.000","https://opendata.ramseycounty.us/d/jarw-xqbw","https://opendata.ramseycounty.us/download/jarw-xqbw/application%2Fdoc"
"RFP-SHRF-16689","RFP-SHRF-16689 Video Visitation","2021-03-10T00:00:00.000","2021-04-29T14:00:00.000","https://opendata.ramseycounty.us/d/amdn-mkgf","https://opendata.ramseycounty.us/download/amdn-mkgf/application%2Fpdf"
"RFB PUBW25312","RFB-PUBW25312 McKnight Road Resurfacing","2021-03-26T00:00:00.000","2021-04-22T14:00:00.000","https://opendata.ramseycounty.us/d/jv7c-im3t","https://opendata.ramseycounty.us/download/jv7c-im3t/application%2Fpdf"
"RFP-COR-35699 Addendum One","RFP-COR-35699 Addendum One","2021-03-03T00:00:00.000","2021-04-15T14:00:00.000","https://opendata.ramseycounty.us/d/fy37-xf55","https://opendata.ramseycounty.us/download/fy37-xf55/application%2Fpdf"
"RFP PUBW25412","RFP-PUBW25412 Lake Johanna Blvd/Vadnais Blvd/Victoria Street Roadway and Trail Conceptual Design Studies","2021-03-31T00:00:00.000","2021-04-29T14:00:00.000","https://data.ramseycounty.us/d/mft6-i5wa","https://data.ramseycounty.us/download/mft6-i5wa/application%2Fpdf"
"RFQ PH555-21280","RFQ-PH555-21280 Infant Mental Health Consultation for Family Home Visiting Programs","2021-03-31T00:00:00.000","2021-04-20T14:00:00.000","https://data.ramseycounty.us/d/qmtq-nvhr","https://data.ramseycounty.us/download/qmtq-nvhr/application%2Fpdf"
"RFP-COR-35699 Addendum Two","RFP-COR-35699 Addendum Two","2021-03-03T00:00:00.000","2021-04-15T14:00:00.000","https://data.ramseycounty.us/d/8x4t-tf6k","https://data.ramseycounty.us/download/8x4t-tf6k/application%2Fpdf"
"RFQ PUBW25432","RFQ-PUBW25432 Signal Coordination Evaluation & Improvement","2021-03-31T00:00:00.000","2021-04-20T14:00:00.000","https://data.ramseycounty.us/d/dntu-vxck","https://data.ramseycounty.us/download/dntu-vxck/application%2Fpdf"
"RFB-PRMG-23725","RFB-PRMG-23725 Lawn Care and Grounds Services","2021-03-31T00:00:00.000","2021-04-22T14:00:00.000","https://data.ramseycounty.us/d/pn7f-pjud","https://data.ramseycounty.us/download/pn7f-pjud/application%2Fpdf"
"RFQ PH555-21422","RFQ-PH555-21422 Urban Agriculture Projects & Community Engagement","2021-03-31T00:00:00.000","2021-04-20T14:00:00.000","https://data.ramseycounty.us/d/g3i5-bnit","https://data.ramseycounty.us/download/g3i5-bnit/application%2Fpdf"
"RFQ PH555-21422 Addendum One","RFQ-PH555-21422 Addendum One","2021-03-31T00:00:00.000","2021-04-20T14:00:00.000","https://data.ramseycounty.us/d/nt2i-e856","https://data.ramseycounty.us/download/nt2i-e856/application%2Fpdf"
"RFQ PH555-21421 Addendum One","RFQ-PH555-21421 Addendum One","2021-03-31T00:00:00.000","2021-04-20T14:00:00.000","https://data.ramseycounty.us/d/tx79-qfa6","https://data.ramseycounty.us/download/tx79-qfa6/application%2Fpdf"
"RFQ PH555-21421","RFQ-PH555-21421 Urban Agriculture Ordinance Barriers, Municipal Policy and Zoning Review","2021-03-31T00:00:00.000","2021-04-20T14:00:00.000","https://data.ramseycounty.us/d/ykjs-md69","https://data.ramseycounty.us/download/ykjs-md69/application%2Fpdf"
"RFB PUBW25312 Addendum One","RFB-PUBW25312 McKnight Road Resurfacing Addendum One","2021-03-26T00:00:00.000","2021-04-22T14:00:00.000","https://data.ramseycounty.us/d/rdny-kkqx","https://data.ramseycounty.us/download/rdny-kkqx/application%2Fpdf"
"RFP-SHRF-16688 Attachment_B","RFP-SHRF-16688 Attachment_B","2021-04-07T00:00:00.000","2021-05-27T14:00:00.000","https://data.ramseycounty.us/d/rt6i-r6y7","https://data.ramseycounty.us/download/rt6i-r6y7/application%2Fdoc"
"RFB PRR3930","RFB PRR3930 Ballot Printing","2021-04-07T00:00:00.000","2021-04-29T14:00:00.000","https://data.ramseycounty.us/d/pibx-2hkh","https://data.ramseycounty.us/download/pibx-2hkh/application%2Fpdf"
"RFP-SHRF-16688","RFP-SHRF-16688 Comissary Services","2021-04-07T00:00:00.000","2021-05-27T14:00:00.000","https://data.ramseycounty.us/d/pvqb-5c9p","https://data.ramseycounty.us/download/pvqb-5c9p/application%2Fpdf"
"RFP-SHRF-16688 Attachment_C","RFP-SHRF-16688 Attachment_C","2021-04-07T00:00:00.000","2021-05-27T14:00:00.000","https://data.ramseycounty.us/d/msf8-wmda","https://data.ramseycounty.us/download/msf8-wmda/application%2Fxlsx"
"RFP-SHRF-16688 Attachment_D","RFP-SHRF-16688 Attachment_D","2021-04-07T00:00:00.000","2021-05-27T14:00:00.000","https://data.ramseycounty.us/d/draw-ryny","https://data.ramseycounty.us/download/draw-ryny/application%2Fxlsx"
"RFP-SHRF16689 Addendum One","RFP-SHRF16689 Addendum One","2021-03-10T00:00:00.000","2021-04-29T14:00:00.000","https://data.ramseycounty.us/d/shak-mp8t","https://data.ramseycounty.us/download/shak-mp8t/application%2Fpdf"
"RFP-SHRF16689 Addendum Two","RFP-SHRF16689 Addendum Two","2021-03-10T00:00:00.000","2021-04-29T14:00:00.000","https://data.ramseycounty.us/d/yggs-7tiy","https://data.ramseycounty.us/download/yggs-7tiy/application%2Fpdf"
"RFQ PUBW25432 Addendum One","RFQ-PUBW25432 Signal Coordination Evaluation & Improvement","2021-03-31T00:00:00.000","2021-04-20T14:00:00.000","https://data.ramseycounty.us/d/fvck-kimd","https://data.ramseycounty.us/download/fvck-kimd/application%2Fpdf"
"RFQ PH555-2142 Addendum Two","RFQ-PH555-21422 Urban Agriculture Projects & Community Engagement Addendum Two","2021-03-31T00:00:00.000","2021-04-20T14:00:00.000","https://data.ramseycounty.us/d/2gx2-ggu5","https://data.ramseycounty.us/download/2gx2-ggu5/application%2Fpdf"
"RFQ COMGR3156 Attachment A","RFQ COMGR3156 Attachment A","2021-04-16T00:00:00.000","2021-04-21T14:00:00.000","https://data.ramseycounty.us/d/nc37-qp7b","https://data.ramseycounty.us/download/nc37-qp7b/application%2Fdocx"
"RFB PRR3930 Addendum Test","RFB PRR3930 Addendum Test","2021-04-27T00:00:00.000","2021-04-30T14:00:00.000","https://data.ramseycounty.us/d/jkhq-zkvg","https://data.ramseycounty.us/download/jkhq-zkvg/application%2Fpdf"
"RFB PUBW25497","RFB PUBW25497 2021 Pavement Preservation - Bituminous Resurfacing","2021-05-05T00:00:00.000","2021-06-03T14:00:00.000","https://data.ramseycounty.us/d/jt35-juew","https://data.ramseycounty.us/download/jt35-juew/application%2Fpdf"
"RFQ - PUBW25530","RFQ - PUBW25530 Traffic Signal Cabinet/Controller/EVP System","2021-05-05T00:00:00.000","2021-05-20T14:00:00.000","https://data.ramseycounty.us/d/iv5u-twgv","https://data.ramseycounty.us/download/iv5u-twgv/application%2Fpdf"
"RFP PUBW25440","RFP PUBW25440 County Road J & I-35E Engineering Services","2021-04-28T00:00:00.000","2021-05-20T14:00:00.000","https://data.ramseycounty.us/d/g8k9-9pfv","https://data.ramseycounty.us/download/g8k9-9pfv/application%2Fpdf"
"RFB PUBW25497","RFB PUBW25497 2021 Pavement Preservation - Bituminous Resurfacing","2021-05-05T00:00:00.000","2021-06-03T14:00:00.000","https://data.ramseycounty.us/d/jt35-juew","https://data.ramseycounty.us/download/jt35-juew/application%2Fpdf"
"RFQ - PUBW25530","RFQ - PUBW25530 Traffic Signal Cabinet/Controller/EVP System","2021-05-05T00:00:00.000","2021-05-20T14:00:00.000","https://data.ramseycounty.us/d/iv5u-twgv","https://data.ramseycounty.us/download/iv5u-twgv/application%2Fpdf"
"RFP PUBW25440","RFP PUBW25440 County Road J & I-35E Engineering Services","2021-04-28T00:00:00.000","2021-05-20T14:00:00.000","https://data.ramseycounty.us/d/g8k9-9pfv","https://data.ramseycounty.us/download/g8k9-9pfv/application%2Fpdf"
"RFP-SSD-9056","RFP-SSD-9056 Community Serving Community","2021-05-12T00:00:00.000","2021-06-03T14:00:00.000","https://data.ramseycounty.us/d/ess7-2qhp","https://data.ramseycounty.us/download/ess7-2qhp/application%2Fpdf"
"RFB-SSD-9473","RFB-SSD-9473 Meeting Room Rental","2021-05-12T00:00:00.000","2021-06-03T14:00:00.000","https://data.ramseycounty.us/d/94hy-bszw","https://data.ramseycounty.us/download/94hy-bszw/application%2Fpdf"
"RFQ - PUBW25530 Addendum One","RFQ - PUBW25530 Traffic Signal Cabinet/Controller/EVP System","2021-05-05T00:00:00.000","2021-05-20T14:00:00.000","https://data.ramseycounty.us/d/umqz-rxbp","https://data.ramseycounty.us/download/umqz-rxbp/application%2Fpdf"
"RFP PUBW25440 Addendum One","RFP PUBW25440 County Road J & I-35E Engineering Services","2021-04-28T00:00:00.000","2021-05-20T14:00:00.000","https://data.ramseycounty.us/d/4kdx-6a36","https://data.ramseycounty.us/download/4kdx-6a36/application%2Fpdf"
"RFP PUBW25440 Addendum Two","RFP PUBW25440 County Road J & I-35E Engineering Services","2021-04-28T00:00:00.000","2021-05-20T14:00:00.000","https://data.ramseycounty.us/d/4f7n-yhnq","https://data.ramseycounty.us/download/4f7n-yhnq/application%2Fpdf"
"RFB-PRMG-24067","RFB-PRMG-24067 Overhead Door and Repair","2021-05-19T00:00:00.000","2021-06-17T14:00:00.000","https://data.ramseycounty.us/d/a4ui-n9mk","https://data.ramseycounty.us/download/a4ui-n9mk/application%2Fpdf"
"RFB-PRMG-24067 Attachment_E","RFB-PRMG-24067 Attachment_E","2021-05-19T00:00:00.000","2021-06-17T14:00:00.000","https://data.ramseycounty.us/d/9j22-h3jh","https://data.ramseycounty.us/download/9j22-h3jh/application%2Fxls"
"RFB-PRMG-24067 Attachment_D","RFB-PRMG-24067 Attachment_D","2021-05-19T00:00:00.000","2021-06-17T14:00:00.000","https://data.ramseycounty.us/d/pn7q-cig7","https://data.ramseycounty.us/download/pn7q-cig7/application%2Fxls"
"RFB PUBW25497 Addendum One","RFB PUBW25497 2021 Pavement Preservation - Bituminous Resurfacing Addendum One","2021-05-05T00:00:00.000","2021-06-03T14:00:00.000","https://data.ramseycounty.us/d/pxur-ihz8","https://data.ramseycounty.us/download/pxur-ihz8/application%2Fpdf"
"RFB PUBW25497 Addendum Two","RFB PUBW25497 2021 Pavement Preservation - Bituminous Resurfacing Addendum Two","2021-05-05T00:00:00.000","2021-06-03T14:00:00.000","https://data.ramseycounty.us/d/gzsg-sy4z","https://data.ramseycounty.us/download/gzsg-sy4z/application%2Fpdf"
"RFP BA1541e","RFP BA1541e IT-related and Financial-Related Recruitment and Search Services","2019-05-29T00:00:00.000","2024-05-18T00:00:00.000","https://data.ramseycounty.us/d/7bxk-qpms","https://data.ramseycounty.us/download/7bxk-qpms/application%2Fpdf"
"RFP RRA1973","RFP RRA1973 Blue Line/Riverview Connection Study","2021-06-02T00:00:00.000","2021-07-15T14:00:00.000","https://data.ramseycounty.us/d/rdds-zbab","https://data.ramseycounty.us/download/rdds-zbab/application%2Fpdf"
"RFB PUBW25589","RFB PUBW25589 County Road B2 Resurfacing","2021-06-09T00:00:00.000","2021-07-08T14:00:00.000","https://data.ramseycounty.us/d/99m4-su28","https://data.ramseycounty.us/download/99m4-su28/application%2Fpdf"
"RFP BA1799 Attachment A","RFP BA1799 Attachment A","2021-06-09T00:00:00.000","2021-07-01T14:00:00.000","https://data.ramseycounty.us/d/grg4-yh3g","https://data.ramseycounty.us/download/grg4-yh3g/application%2Fpdf"
"RFP BA1799","RFP BA1799 Gift Card Services","2021-06-09T00:00:00.000","2021-07-01T14:00:00.000","https://data.ramseycounty.us/d/ee7w-ehmx","https://data.ramseycounty.us/download/ee7w-ehmx/application%2Fpdf"
"RFP ISDP9041","RFP ISDP9041 Aerial Imagery and Web Services","2021-06-16T00:00:00.000","2021-07-22T14:00:00.000","https://data.ramseycounty.us/d/jcu9-7kza","https://data.ramseycounty.us/download/jcu9-7kza/application%2Fpdf"
"RFQ PH555-22225 Addendum One","RFQ PH555-22225 Urban Agriculture Projects & Community Engagement","2021-06-03T00:00:00.000","2021-06-18T14:00:00.000","https://data.ramseycounty.us/d/83zi-5h4d","https://data.ramseycounty.us/download/83zi-5h4d/application%2Fpdf"
"RFP-SSD-10061","RFP-SSD-10061 Aging and Disability Case Management","2021-06-16T00:00:00.000","2021-07-15T14:00:00.000","https://data.ramseycounty.us/d/jjgy-tjfu","https://data.ramseycounty.us/download/jjgy-tjfu/application%2Fpdf"
"RFQ PUBW25531","RFQ PUBW25531 Accessible Pedestrian Signal Equipment","2021-06-18T00:00:00.000","2021-07-08T14:00:00.000","https://data.ramseycounty.us/d/9h5r-dc2v","https://data.ramseycounty.us/download/9h5r-dc2v/application%2Fpdf"
"RFP PUBW25629","RFP PUBW25629 South Shore Boulevard Right of Way Acquisition","2021-06-23T00:00:00.000","2021-07-08T14:00:00.000","https://data.ramseycounty.us/d/482g-dir6","https://data.ramseycounty.us/download/482g-dir6/application%2Fpdf"
"RFP RRA1973 Addendum One","RFP RRA1973 Blue Line/Riverview Connection Study Addendum One","2021-06-02T00:00:00.000","2021-07-15T14:00:00.000","https://data.ramseycounty.us/d/v7dw-j599","https://data.ramseycounty.us/download/v7dw-j599/application%2Fpdf"
"RFQ-PRK-19413","RFQ-PRK-19413 Building Demo and Site Restoration","2021-10-12T00:00:00.000","2021-10-29T14:00:00.000","https://data.ramseycounty.us/d/8a83-yc8u","https://data.ramseycounty.us/download/8a83-yc8u/application%2Fpdf"
"RFP PH555-23084 Addendum One","E-Waste","2021-09-29T00:00:00.000","2021-10-21T14:00:00.000","https://data.ramseycounty.us/d/kpy2-9srg","https://data.ramseycounty.us/download/kpy2-9srg/application%2Fpdf"
