"eeo_4_category","race","gender","total_employees","hew_hires","promotions","separations","year"
"Skill Craft","Asian","Female","0","0","0","0","2016"
"Skill Craft","Black","Female","0","0","0","0","2016"
"Skill Craft","Hispanic","Female","1","0","0","0","2016"
"Skill Craft","Not Speficied","Female","0","0","0","0","2016"
"Skill Craft","White","Female","2","0","0","0","2016"
"Technicians","America Indian","Male","0","0","0","1","2016"
"Technicians","Asian","Male","6","0","0","0","2016"
"Technicians","Black","Male","6","0","1","0","2016"
"Technicians","Hispanic","Male","1","0","0","0","2016"
"Technicians","America Indian","Female","1","0","0","0","2016"
"Technicians","Not Speficied","Female","0","0","0","0","2016"
"Administrative Support","Black","Male","8","0","1","0","2017"
"Administrative Support","Hispanic","Male","0","0","0","0","2017"
"Administrative Support","Not Speficied","Male","1","0","0","0","2017"
"Administrative Support","America Indian","Male","0","0","0","0","2017"
"Administrative Support","America Indian","Female","4","0","0","0","2017"
"Officials & Administrators","Two or More","Male","0","0","0","0","2017"
"Officials & Administrators","Not Speficied","Male","0","0","0","0","2017"
"Officials & Administrators","America Indian","Female","0","0","0","0","2017"
"Officials & Administrators","Black","Female","5","0","0","2","2017"
"Officials & Administrators","Two or More","Female","0","0","0","0","2017"
"Officials & Administrators","Hispanic","Female","0","0","0","0","2017"
"Officials & Administrators","Not Speficied","Female","0","0","0","0","2017"
"Officials & Administrators","Asian","Male","2","0","0","1","2017"
"Officials & Administrators","Black","Male","4","0","1","0","2017"
"Officials & Administrators","America Indian","Male","0","0","0","0","2017"
"Officials & Administrators","Hispanic","Male","2","0","1","0","2017"
"Para-Professionals","Two or More","Male","3","0","0","0","2017"
"Para-Professionals","Hispanic","Male","5","0","0","1","2017"
"Para-Professionals","Not Speficied","Male","2","0","0","0","2017"
"Para-Professionals","America Indian","Female","8","0","0","1","2017"
"Para-Professionals","America Indian","Male","0","0","0","0","2017"
"Professionals","Two or More","Male","5","0","2","1","2017"
"Professionals","Hispanic","Male","21","0","6","1","2017"
"Professionals","America Indian","Male","2","0","0","0","2017"
"Protective Service","Hawaiian","Male","1","0","0","0","2017"
"Protective Service","America Indian","Male","2","0","0","0","2017"
"Protective Service","Not Speficied","Female","3","0","0","0","2017"
"Protective Service","America Indian","Female","2","0","0","0","2017"
"Service & Maintenance","Hispanic","Male","3","0","0","0","2017"
"Service & Maintenance","America Indian","Female","2","0","0","0","2017"
"Service & Maintenance","America Indian","Male","3","0","0","0","2017"
"Service & Maintenance","Two or More","Male","0","0","0","0","2017"
"Service & Maintenance","Two or More","Female","0","0","0","0","2017"
"Service & Maintenance","Not Speficied","Female","0","0","0","0","2017"
"Skill Craft","Not Speficied","Female","0","0","0","0","2017"
"Skill Craft","Hispanic","Female","1","0","0","0","2017"
"Skill Craft","Black","Female","0","0","0","0","2017"
"Skill Craft","Two or More","Female","0","0","0","0","2017"
"Skill Craft","White","Female","1","0","0","1","2017"
"Skill Craft","Asian","Female","0","0","0","0","2017"
"Skill Craft","Hispanic","Male","2","0","0","0","2017"
"Skill Craft","Not Speficied","Male","0","0","0","0","2017"
"Skill Craft","Asian","Male","1","0","0","0","2017"
"Skill Craft","Black","Male","4","0","1","0","2017"
"Skill Craft","America Indian","Female","0","0","0","0","2017"
"Skill Craft","America Indian","Male","3","0","0","0","2017"
"Skill Craft","Two or More","Male","0","0","0","0","2017"
"Technicians","Two or More","Female","1","0","0","0","2017"
"Technicians","America Indian","Female","0","0","0","1","2017"
"Technicians","Hispanic","Male","1","0","1","0","2017"
"Technicians","America Indian","Male","0","0","0","0","2017"
"Technicians","Not Speficied","Female","0","0","0","0","2017"
"Administrative Support","Asian","Male","4","1","0","0","2016"
"Administrative Support","America Indian","Female","3","1","0","0","2016"
"No EEO-4","White","Female","4","1","0","3","2016"
"Officials & Administrators","Asian","Female","3","1","0","0","2016"
"Para-Professionals","Not Speficied","Male","0","1","0","0","2016"
"Para-Professionals","America Indian","Female","10","1","0","0","2016"
"Para-Professionals","Hispanic","Female","25","1","2","2","2016"
"Para-Professionals","Not Speficied","Female","0","1","0","0","2016"
"Professionals","Not Speficied","Male","1","1","0","0","2016"
"Professionals","America Indian","Female","11","1","2","0","2016"
"Protective Service","Black","Male","23","1","4","0","2016"
"Service & Maintenance","Asian","Male","3","1","0","3","2016"
"Service & Maintenance","Hispanic","Male","3","1","0","1","2016"
"Service & Maintenance","Hispanic","Female","7","1","1","1","2016"
"Service & Maintenance","Not Speficied","Female","1","1","0","0","2016"
"Skill Craft","Hispanic","Male","2","1","0","0","2016"
"Technicians","Not Speficied","Male","1","1","0","0","2016"
"Administrative Support","Two or More","Female","4","1","0","0","2017"
"Administrative Support","Two or More","Male","3","1","0","0","2017"
"Administrative Support","Hispanic","Female","14","1","1","1","2017"
"Officials & Administrators","Asian","Female","2","1","0","1","2017"
"Para-Professionals","Hawaiian","Female",,"1","0","1","2017"
"Para-Professionals","Black","Male","41","1","4","1","2017"
"Professionals","America Indian","Female","8","1","1","2","2017"
"Professionals","Two or More","Female","7","1","3","1","2017"
"Protective Service","Not Speficied","Male","6","1","0","0","2017"
"Service & Maintenance","Not Speficied","Male","1","1","0","0","2017"
"Technicians","Asian","Male","8","1","2","0","2017"
"Technicians","Two or More","Male","2","1","0","0","2017"
"Administrative Support","America Indian","Female","4","1","1","1","2018"
"Officials & Administrators","Asian","Female","3","1",,,"2018"
"Officials & Administrators","Black","Female","7","1","3","1","2018"
"Officials & Administrators","Asian","Male","3","1","1","1","2018"
"Officials & Administrators","Black","Male","4","1",,"1","2018"
"Officials & Administrators","Hispanic","Male","4","1",,,"2018"
"Officials & Administrators","Not Specified","Male","2","1",,,"2018"
"Para-Professionals","Hawaiian","Female","2","1",,,"2018"
"Para-Professionals","Not Specified","Male","4","1",,,"2018"
"Professionals","America Indian","Female","6","1",,"2","2018"
"Professionals","America Indian","Male","3","1",,,"2018"
"Professionals","Two or More","Male","8","1",,,"2018"
"Protective Service","Black","Female","13","1","2","1","2018"
"Service & Maintenance","Asian","Female","7","1",,"1","2018"
"Service & Maintenance","Not Specified","Female","1","1",,,"2018"
"Service & Maintenance","Asian","Male","4","1",,,"2018"
"Service & Maintenance","Hispanic","Male","3","1",,"1","2018"
"Skill Craft","Black","Female",,"1",,,"2018"
"Technicians","Hispanic","Female","5","1",,,"2018"
"Technicians","Two or More","Male","2","1",,,"2018"
"Officials & Administrators","Black","Male","4","2","1","1","2016"
"Officials & Administrators","White","Male","70","2","5","3","2016"
"Protective Service","Asian","Male","31","2","2","3","2016"
"Technicians","Asian","Female","15","2","1","1","2016"
"Technicians","Black","Female","4","2","0","2","2016"
"Technicians","Hispanic","Female","6","2","0","2","2016"
"Administrative Support","Not Speficied","Female","5","2","1","0","2017"
"Administrative Support","Asian","Male","6","2","1","0","2017"
"Para-Professionals","Hispanic","Female","28","2","4","3","2017"
"Professionals","Not Speficied","Female","10","2","2","0","2017"
"Protective Service","Two or More","Female","3","2","0","0","2017"
"Protective Service","Two or More","Male","3","2","0","1","2017"
"Service & Maintenance","Asian","Female","7","2","0","0","2017"
"Service & Maintenance","Asian","Male","4","2","0","1","2017"
"Technicians","Hispanic","Female","5","2","0","2","2017"
"Technicians","White","Male","58","2","4","7","2017"
"Administrative Support","Two or More","Female","5","2",,"2","2018"
"Para-Professionals","Two or More","Female","12","2","1","1","2018"
"Professionals","Hispanic","Male","24","2","3",,"2018"
"Protective Service","Asian","Female","10","2",,"2","2018"
"Technicians","Asian","Male","8","2","1","2","2018"
"Administrative Support","Black","Male","8","3","1","0","2016"
"Administrative Support","White","Male","46","3","0","2","2016"
"Professionals","Hispanic","Male","22","3","4","0","2016"
"Protective Service","Hispanic","Female","14","3","4","2","2016"
"Service & Maintenance","Asian","Female","7","3","0","3","2016"
"Officials & Administrators","White","Female","75","3","13","8","2017"
"Officials & Administrators","White","Male","66","3","7","9","2017"
"Para-Professionals","Two or More","Female","7","3","2","1","2017"
"Para-Professionals","Not Speficied","Female","7","3","1","1","2017"
"Professionals","Not Speficied","Male","6","3","1","1","2017"
"Protective Service","Black","Female","15","3","3","2","2017"
"Technicians","Not Speficied","Male","3","3","0","0","2017"
"Technicians","Asian","Female","17","3","1","1","2017"
"Technicians","Black","Male","5","3","0","3","2017"
"Professionals","Hispanic","Female","30","3","3","2","2018"
"Professionals","Asian","Male","61","3","9","2","2018"
"Protective Service","Two or More","Female","6","3","2","1","2018"
"Protective Service","Asian","Male","36","3","2",,"2018"
"Skill Craft","White","Male","64","3","5","9","2018"
"Technicians","Black","Female","7","3",,,"2018"
"Administrative Support","Asian","Female","36","4","4","1","2016"
"Officials & Administrators","White","Female","69","4","7","8","2016"
"Professionals","Asian","Male","55","4","1","6","2016"
"Protective Service","Asian","Female","10","4","0","1","2016"
"Technicians","White","Male","60","4","7","4","2016"
"Protective Service","Hispanic","Male","17","4","3","1","2017"
"Protective Service","Asian","Male","31","4","3","3","2017"
"Service & Maintenance","Hispanic","Female","8","4","0","3","2017"
"Skill Craft","White","Male","73","4","5","3","2017"
"Technicians","White","Female","49","4","0","3","2017"
"Technicians","Black","Female","4","4","0","3","2017"
"Officials & Administrators","White","Male","60","4","4","5","2018"
"Para-Professionals","Hispanic","Female","33","4","3",,"2018"
"Para-Professionals","Black","Male","42","4","11","8","2018"
"Protective Service","Hispanic","Female","24","4","2","1","2018"
"Protective Service","White","Male","290","5","17","23","2016"
"Protective Service","Black","Female","15","5","4","1","2016"
"Protective Service","Black","Male","34","5","5","0","2017"
"Administrative Support","Hispanic","Female","17","5","1","2","2018"
"Administrative Support","White","Male","53","5","4","3","2018"
"Para-Professionals","White","Male","65","5","11","11","2018"
"Professionals","Two or More","Female","17","5",,"1","2018"
"Service & Maintenance","Hispanic","Female","10","5",,"3","2018"
"Administrative Support","Black","Female","35","6","5","6","2016"
"Para-Professionals","White","Male","68","6","3","6","2016"
"Para-Professionals","White","Male","66","6","5","6","2017"
"Para-Professionals","Asian","Male","33","6","5","3","2017"
"Protective Service","Asian","Female","10","6","0","6","2017"
"Protective Service","Hispanic","Female","21","6","0","0","2017"
"Service & Maintenance","White","Female","70","6","0","13","2017"
"Officials & Administrators","White","Female","72","6","6","8","2018"
"Technicians","Asian","Female","21","6","1","2","2018"
"Technicians","White","Female","48","6","5","4","2018"
"Technicians","White","Male","63","6","5",,"2018"
"Administrative Support","Black","Female","38","7","1","2","2017"
"Professionals","Asian","Male","57","7","15","7","2017"
"Administrative Support","Asian","Female","39","7","5","2","2018"
"Protective Service","Black","Male","39","7","3","2","2018"
"Service & Maintenance","Black","Female","54","8","0","11","2016"
"Skill Craft","White","Male","71","8","3","11","2016"
"Technicians","White","Female","49","8","2","6","2016"
"Administrative Support","Asian","Female","36","8","3","2","2017"
"Professionals","Black","Male","74","8","10","13","2018"
"Para-Professionals","Asian","Male","33","9","4","6","2016"
"Professionals","Asian","Female","87","9","7","4","2016"
"Administrative Support","White","Male","51","9","4","3","2017"
"Professionals","Hispanic","Female","25","9","1","1","2017"
"Para-Professionals","Asian","Male","37","9","8","5","2018"
"Service & Maintenance","Black","Male","65","9",,"7","2018"
"Para-Professionals","Black","Male","42","10","4","7","2016"
"Para-Professionals","Asian","Female","79","10","11","5","2017"
"Administrative Support","Black","Female","42","10","4","9","2018"
"Service & Maintenance","White","Female","61","10","1","15","2018"
"Service & Maintenance","Black","Male","60","11","0","5","2016"
"Service & Maintenance","White","Male","90","11","2","10","2016"
"Para-Professionals","Black","Female","79","12","11","8","2016"
"Para-Professionals","White","Female","298","12","28","24","2016"
"Protective Service","White","Female","125","12","7","18","2016"
"Service & Maintenance","White","Female","82","12","0","11","2016"
"Para-Professionals","Black","Female","70","12","16","14","2018"
"Para-Professionals","Asian","Female","74","13","20","6","2016"
"Professionals","Black","Male","75","13","8","13","2016"
"Professionals","Black","Female","119","13","24","7","2016"
"Service & Maintenance","Black","Male","62","13","0","11","2017"
"Service & Maintenance","White","Male","91","13","2","9","2018"
"Professionals","Asian","Female","104","14","18","4","2017"
"Service & Maintenance","Black","Female","55","14","0","8","2017"
"Service & Maintenance","White","Male","87","15","2","13","2017"
"Professionals","Asian","Female","108","15","11","11","2018"
"Administrative Support","White","Female","291","16","18","24","2018"
"Para-Professionals","Asian","Female","87","16","18","11","2018"
"Professionals","White","Male","311","17","16","25","2016"
"Professionals","White","Male","305","17","20","22","2017"
"Service & Maintenance","Black","Female","50","19",,"19","2018"
"Para-Professionals","Black","Female","79","20","14","14","2017"
"Para-Professionals","White","Female","276","20","25","32","2017"
"Administrative Support","White","Female","316","21","18","37","2016"
"Professionals","Black","Male","76","21","10","16","2017"
"Para-Professionals","White","Female","267","21","36","39","2018"
"Professionals","Black","Female","131","22","15","11","2017"
"Professionals","White","Male","296","23","28","33","2018"
"Protective Service","White","Male","304","25","28","25","2018"
"Protective Service","White","Female","134","27","14","15","2017"
"Protective Service","White","Female","144","28","12","19","2018"
"Professionals","Black","Female","143","29","22","20","2018"
"Administrative Support","White","Female","312","30","10","32","2017"
"Protective Service","White","Male","300","32","21","32","2017"
"Professionals","White","Female","597","42","43","54","2018"
"Professionals","White","Female","601","50","38","61","2017"
"Professionals","White","Female","628","53","30","55","2016"
"No EEO-4","Hispanic","Male",,,,,"2017"
"No EEO-4","White","Male","3",,,,"2017"
"No EEO-4","Hispanic","Female",,,,,"2017"
"No EEO-4","Asian","Female",,,,,"2017"
"No EEO-4","Black","Female",,,,,"2017"
"No EEO-4","Asian","Male",,,,,"2017"
"No EEO-4","America Indian","Female",,,,,"2017"
"No EEO-4","Not Speficied","Male",,,,,"2017"
"No EEO-4","Black","Male","1",,,,"2017"
"No EEO-4","White","Female","4",,,"1","2017"
"No EEO-4","Not Speficied","Female",,,,,"2017"
"No EEO-4","America Indian","Male",,,,,"2017"
"Administrative Support","Hawaiian","Female","0",,,,"2018"
"Administrative Support","Not Specified","Female","2",,"1","3","2018"
"Administrative Support","America Indian","Male","0",,,,"2018"
"Administrative Support","Asian","Male","5",,,"1","2018"
"Administrative Support","Black","Male","7",,,,"2018"
"Administrative Support","Hawaiian","Male","0",,,,"2018"
"Administrative Support","Hispanic","Male","0",,,,"2018"
"Administrative Support","Not Specified","Male","2",,,,"2018"
"Administrative Support","Two or More","Male","1",,,,"2018"
"No EEO-4","America Indian","Male",,,,,"2018"
"No EEO-4","America Indian","Female",,,,,"2018"
"No EEO-4","Asian","Male",,,,,"2018"
"No EEO-4","Asian","Female",,,,,"2018"
"No EEO-4","Black","Male",,,,,"2018"
"No EEO-4","Black","Female",,,,,"2018"
"No EEO-4","Hawaiian","Male",,,,,"2018"
"No EEO-4","Hawaiian","Female",,,,,"2018"
"No EEO-4","Hispanic","Male",,,,,"2018"
"No EEO-4","Hispanic","Female",,,,,"2018"
"No EEO-4","Not Specified","Male",,,,,"2018"
"No EEO-4","Not Specified","Female","1",,,,"2018"
"No EEO-4","White","Male","4",,,,"2018"
"No EEO-4","White","Female","3",,,,"2018"
"Officials & Administrators","America Indian","Female",,,,,"2018"
"Officials & Administrators","Hispanic","Female",,,,,"2018"
"Officials & Administrators","Not Specified","Female",,,,,"2018"
"Officials & Administrators","Two or More","Female","2",,,,"2018"
"Officials & Administrators","America Indian","Male",,,,,"2018"
"Officials & Administrators","Two or More","Male",,,,,"2018"
"Para-Professionals","America Indian","Female","4",,,"1","2018"
"Para-Professionals","Not Specified","Female","6",,"2","1","2018"
"Para-Professionals","America Indian","Male",,,,,"2018"
"Para-Professionals","Hawaiian","Male",,,,,"2018"
"Para-Professionals","Hispanic","Male","4",,"1","1","2018"
"Para-Professionals","Two or More","Male","4",,,,"2018"
"Professionals","Hawaiian","Female",,,,,"2018"
"Professionals","Not Specified","Female","11",,"1","2","2018"
"Professionals","Hawaiian","Male",,,,,"2018"
"Professionals","Not Specified","Male","7",,"1",,"2018"
"Protective Service","America Indian","Female","2",,,,"2018"
"Protective Service","Hawaiian","Female",,,,,"2018"
"Protective Service","Not Specified","Female","3",,"1",,"2018"
"Protective Service","America Indian","Male","2",,,,"2018"
"Protective Service","Hawaiian","Male","1",,,,"2018"
"Protective Service","Hispanic","Male","16",,"1","2","2018"
"Protective Service","Not Specified","Male","5",,,,"2018"
"Protective Service","Two or More","Male","3",,,,"2018"
"Service & Maintenance","America Indian","Female","2",,,,"2018"
"Service & Maintenance","Hawaiian","Female",,,,,"2018"
"Service & Maintenance","Two or More","Female",,,,,"2018"
"Service & Maintenance","America Indian","Male","3",,,,"2018"
"Service & Maintenance","Hawaiian","Male",,,,,"2018"
"Service & Maintenance","Not Specified","Male","1",,,"1","2018"
"Service & Maintenance","Two or More","Male",,,,,"2018"
"Skill Craft","America Indian","Female",,,,,"2018"
"Skill Craft","Asian","Female",,,,,"2018"
"Skill Craft","Hawaiian","Female",,,,,"2018"
"Skill Craft","Hispanic","Female","1",,,,"2018"
"Skill Craft","Not Specified","Female",,,,,"2018"
"Skill Craft","Two or More","Female",,,,,"2018"
"Skill Craft","White","Female","1",,,,"2018"
"Skill Craft","America Indian","Male","3",,"2",,"2018"
"Skill Craft","Asian","Male","1",,,,"2018"
"Skill Craft","Black","Male","4",,"1","1","2018"
"Skill Craft","Hawaiian","Male",,,,,"2018"
"Skill Craft","Hispanic","Male","2",,"1",,"2018"
"Skill Craft","Two or More","Male",,,,,"2018"
"Skill Craft","Not Specified","Male",,,,,"2018"
"Technicians","America Indian","Female",,,,,"2018"
"Technicians","Hawaiian","Female",,,,,"2018"
"Technicians","Not Specified","Female",,,,,"2018"
"Technicians","Two or More","Female","1",,,,"2018"
"Technicians","America Indian","Male",,,,,"2018"
"Technicians","Black","Male","5",,,,"2018"
"Technicians","Hawaiian","Male",,,,,"2018"
"Technicians","Hispanic","Male","1",,,,"2018"
"Technicians","Not Specified","Male","6",,,,"2018"
