"date","week","month","interaction_type","dropbox_location","of_items","department","week_ending","iso_week_number"
"2020-03-30T00:00:00.000","14","March","Drop Box","Plato Building","4","Recorder","2020-04-05T00:00:00.000","14"
"2020-03-30T00:00:00.000","14","March","Drop Box","Plato Building","17","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-03-30T00:00:00.000","14","March","Walk In","Plato Building","10","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-03-30T00:00:00.000","14","March","Drop Box","Ramsey County Library – Maplewood","1","Financial Assistance Services","2020-04-05T00:00:00.000","14"
"2020-03-30T00:00:00.000","14","March","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","Courts","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Walk In","Government Center East","93","Financial Assistance Services","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Walk In","Plato Building","1","Document Recording","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Drop Box","Plato Building","5","Homestead","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Drop Box","Plato Building","3","Recorder","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Drop Box","Plato Building","11","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Walk In","Plato Building","1","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Walk In","Plato Building","1","Tax Petition","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Drop Box","Plato Building","5","Veterans Affairs","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","Courts","2020-04-05T00:00:00.000","14"
"2020-03-31T00:00:00.000","14","March","Walk In","Saint Paul City Hall – Ramsey County Courthouse","1","Questions","2020-04-05T00:00:00.000","14"
"2020-04-01T00:00:00.000","14","April","Walk In","Government Center East","120","Financial Assistance Services","2020-04-05T00:00:00.000","14"
"2020-04-01T00:00:00.000","14","April","Drop Box","Government Center East","32","Financial Assistance Services","2020-04-05T00:00:00.000","14"
"2020-04-01T00:00:00.000","14","April","Drop Box","Plato Building","2","Recorder","2020-04-05T00:00:00.000","14"
"2020-04-01T00:00:00.000","14","April","Walk In","Plato Building","1","Tax Forfeited Land","2020-04-05T00:00:00.000","14"
"2020-04-01T00:00:00.000","14","April","Drop Box","Plato Building","10","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-04-01T00:00:00.000","14","April","Walk In","Plato Building","1","Tax Petition","2020-04-05T00:00:00.000","14"
"2020-04-01T00:00:00.000","14","April","Drop Box","Saint Paul Regional Water Service","7","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Walk In","Government Center East","103","Financial Assistance Services","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Walk In","Government Center East","1","Financial Assistance Services","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Drop Box","Government Center East","62","Financial Assistance Services","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Drop Box","Plato Building","2","Assessor","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Walk In","Plato Building","2","Document Recording","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Walk In","Plato Building","1","Homestead","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Drop Box","Plato Building","5","Homestead","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Drop Box","Plato Building","2","Recorder","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Drop Box","Plato Building","10","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Walk In","Plato Building","6","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Walk In","Plato Building","1","Tax Petition","2020-04-05T00:00:00.000","14"
"2020-04-02T00:00:00.000","14","April","Drop Box","Saint Paul Regional Water Service","5","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-04-03T00:00:00.000","14","April","Walk In","Government Center East","91","Financial Assistance Services","2020-04-05T00:00:00.000","14"
"2020-04-03T00:00:00.000","14","April","Drop Box","Government Center East","195","Financial Assistance Services","2020-04-05T00:00:00.000","14"
"2020-04-03T00:00:00.000","14","April","Drop Box","Government Center East","2","Mnsure","2020-04-05T00:00:00.000","14"
"2020-04-03T00:00:00.000","14","April","Walk In","Plato Building","1","Document Recording","2020-04-05T00:00:00.000","14"
"2020-04-03T00:00:00.000","14","April","Drop Box","Plato Building","1","Elections","2020-04-05T00:00:00.000","14"
"2020-04-03T00:00:00.000","14","April","Walk In","Plato Building","1","Homestead","2020-04-05T00:00:00.000","14"
"2020-04-03T00:00:00.000","14","April","Drop Box","Plato Building","2","Recorder","2020-04-05T00:00:00.000","14"
"2020-04-03T00:00:00.000","14","April","Drop Box","Plato Building","9","Tax Payment","2020-04-05T00:00:00.000","14"
"2020-04-03T00:00:00.000","14","April","Walk In","Saint Paul City Hall – Ramsey County Courthouse","1","Questions","2020-04-05T00:00:00.000","14"
"2020-04-06T00:00:00.000","15","April","Walk In","Government Center East","62","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-06T00:00:00.000","15","April","Walk In","Government Center East","2","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-06T00:00:00.000","15","April","Drop Box","Government Center East","171","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-06T00:00:00.000","15","April","Drop Box","Government Center East","5","Mnsure","2020-04-12T00:00:00.000","15"
"2020-04-06T00:00:00.000","15","April","Drop Box","Plato Building","1","Homestead","2020-04-12T00:00:00.000","15"
"2020-04-06T00:00:00.000","15","April","Walk In","Plato Building","3","Open Book","2020-04-12T00:00:00.000","15"
"2020-04-06T00:00:00.000","15","April","Drop Box","Plato Building","2","Recorder","2020-04-12T00:00:00.000","15"
"2020-04-06T00:00:00.000","15","April","Drop Box","Plato Building","11","Tax Payment","2020-04-12T00:00:00.000","15"
"2020-04-06T00:00:00.000","15","April","Walk In","Plato Building","7","Tax Payment","2020-04-12T00:00:00.000","15"
"2020-04-06T00:00:00.000","15","April","Drop Box","Plato Building","2","Veterans Affairs","2020-04-12T00:00:00.000","15"
"2020-04-07T00:00:00.000","15","April","Walk In","Government Center East","112","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-07T00:00:00.000","15","April","Walk In","Government Center East","1","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-07T00:00:00.000","15","April","Drop Box","Government Center East","204","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-07T00:00:00.000","15","April","Drop Box","Government Center East","3","Mnsure","2020-04-12T00:00:00.000","15"
"2020-04-07T00:00:00.000","15","April","Drop Box","Plato Building","1","Recorder","2020-04-12T00:00:00.000","15"
"2020-04-07T00:00:00.000","15","April","Drop Box","Plato Building","1","Tax Forfeited Land","2020-04-12T00:00:00.000","15"
"2020-04-07T00:00:00.000","15","April","Drop Box","Plato Building","3","Tax Payment","2020-04-12T00:00:00.000","15"
"2020-04-07T00:00:00.000","15","April","Drop Box","Ramsey County Library – Maplewood","1","Homestead","2020-04-12T00:00:00.000","15"
"2020-04-07T00:00:00.000","15","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","Courts","2020-04-12T00:00:00.000","15"
"2020-04-08T00:00:00.000","15","April","Walk In","Government Center East","100","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-08T00:00:00.000","15","April","Walk In","Government Center East","8","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-08T00:00:00.000","15","April","Drop Box","Government Center East","94","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-08T00:00:00.000","15","April","Walk In","Plato Building","1","Document Recording","2020-04-12T00:00:00.000","15"
"2020-04-08T00:00:00.000","15","April","Drop Box","Plato Building","4","Tax Payment","2020-04-12T00:00:00.000","15"
"2020-04-08T00:00:00.000","15","April","Drop Box","Plato Building","2","Veterans Affairs","2020-04-12T00:00:00.000","15"
"2020-04-08T00:00:00.000","15","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","City of St Paul","2020-04-12T00:00:00.000","15"
"2020-04-08T00:00:00.000","15","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","Courts","2020-04-12T00:00:00.000","15"
"2020-04-08T00:00:00.000","15","April","Drop Box","Saint Paul Regional Water Service","3","Tax Payment","2020-04-12T00:00:00.000","15"
"2020-04-09T00:00:00.000","15","April","Walk In","Government Center East","61","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-09T00:00:00.000","15","April","Walk In","Government Center East","3","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-09T00:00:00.000","15","April","Drop Box","Government Center East","125","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-09T00:00:00.000","15","April","Drop Box","Plato Building","2","Assessor","2020-04-12T00:00:00.000","15"
"2020-04-09T00:00:00.000","15","April","Drop Box","Plato Building","7","Tax Payment","2020-04-12T00:00:00.000","15"
"2020-04-09T00:00:00.000","15","April","Walk In","Plato Building","1","Tax Petition","2020-04-12T00:00:00.000","15"
"2020-04-09T00:00:00.000","15","April","Drop Box","Plato Building","1","Veterans Affairs","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Walk In","Government Center East","89","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Drop Box","Government Center East","250","Financial Assistance Services","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Drop Box","Plato Building","2","Assessor","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Walk In","Plato Building","1","Homestead","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Drop Box","Plato Building","4","Recorder","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Drop Box","Plato Building","12","Tax Payment","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Walk In","Plato Building","1","Tax Payment","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Drop Box","Plato Building","1","Veterans Affairs","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","2","Courts","2020-04-12T00:00:00.000","15"
"2020-04-10T00:00:00.000","15","April","Drop Box","Saint Paul Regional Water Service","3","Tax Payment","2020-04-12T00:00:00.000","15"
"2020-04-13T00:00:00.000","16","April","Walk In","Government Center East","83","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Government Center East","313","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Government Center East","3","Mnsure","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Plato Building","1","Assessor","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Walk In","Plato Building","1","Document Recording","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Plato Building","2","Recorder","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Plato Building","12","Tax Payment","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Walk In","Plato Building","1","Tax Petition","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Plato Building","5","Veterans Affairs","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Ramsey County Library – Roseville","1","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","2","Courts","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","Juvenile & Family Justice Center","2020-04-19T00:00:00.000","16"
"2020-04-13T00:00:00.000","16","April","Drop Box","Saint Paul Regional Water Service","1","Tax Payment","2020-04-19T00:00:00.000","16"
"2020-04-14T00:00:00.000","16","April","Walk In","Government Center East","85","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-14T00:00:00.000","16","April","Drop Box","Government Center East","233","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-14T00:00:00.000","16","April","Drop Box","Plato Building","3","Homestead","2020-04-19T00:00:00.000","16"
"2020-04-14T00:00:00.000","16","April","Drop Box","Plato Building","1","Recorder","2020-04-19T00:00:00.000","16"
"2020-04-14T00:00:00.000","16","April","Drop Box","Plato Building","7","Tax Payment","2020-04-19T00:00:00.000","16"
"2020-04-14T00:00:00.000","16","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","3","Courts","2020-04-19T00:00:00.000","16"
"2020-04-15T00:00:00.000","16","April","Walk In","Government Center East","59","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-15T00:00:00.000","16","April","Drop Box","Government Center East","222","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-15T00:00:00.000","16","April","Drop Box","Plato Building","1","Recorder","2020-04-19T00:00:00.000","16"
"2020-04-15T00:00:00.000","16","April","Drop Box","Plato Building","16","Tax Payment","2020-04-19T00:00:00.000","16"
"2020-04-15T00:00:00.000","16","April","Drop Box","Plato Building","2","Veterans Affairs","2020-04-19T00:00:00.000","16"
"2020-04-15T00:00:00.000","16","April","Drop Box","Ramsey County Library – Roseville","1","Homestead","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Walk In","Government Center East","65","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Drop Box","Government Center East","198","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Drop Box","Government Center East","1","Social Services","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Drop Box","Government Center East","1","Workforce Solutions","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Drop Box","Plato Building","5","Recorder","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Drop Box","Plato Building","8","Tax Payment","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Drop Box","Plato Building","2","Veterans Affairs","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","2","Courts","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-16T00:00:00.000","16","April","Drop Box","Saint Paul Regional Water Service","4","Tax Payment","2020-04-19T00:00:00.000","16"
"2020-04-17T00:00:00.000","16","April","Walk In","Government Center East","63","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-17T00:00:00.000","16","April","Drop Box","Government Center East","229","Financial Assistance Services","2020-04-19T00:00:00.000","16"
"2020-04-17T00:00:00.000","16","April","Drop Box","Government Center East","1","Social Services","2020-04-19T00:00:00.000","16"
"2020-04-17T00:00:00.000","16","April","Drop Box","Plato Building","1","Examiner of Titles","2020-04-19T00:00:00.000","16"
"2020-04-17T00:00:00.000","16","April","Drop Box","Plato Building","1","Homestead","2020-04-19T00:00:00.000","16"
"2020-04-17T00:00:00.000","16","April","Drop Box","Plato Building","2","Recorder","2020-04-19T00:00:00.000","16"
"2020-04-17T00:00:00.000","16","April","Drop Box","Plato Building","11","Tax Payment","2020-04-19T00:00:00.000","16"
"2020-04-17T00:00:00.000","16","April","Drop Box","Plato Building","2","Veterans Affairs","2020-04-19T00:00:00.000","16"
"2020-04-20T00:00:00.000","17","April","Walk In","Government Center East","52","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-20T00:00:00.000","17","April","Drop Box","Government Center East","252","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-20T00:00:00.000","17","April","Drop Box","Government Center East","4","Social Services","2020-04-26T00:00:00.000","17"
"2020-04-20T00:00:00.000","17","April","Walk In","Plato Building","1","Document Recording","2020-04-26T00:00:00.000","17"
"2020-04-20T00:00:00.000","17","April","Drop Box","Plato Building","1","Homestead","2020-04-26T00:00:00.000","17"
"2020-04-20T00:00:00.000","17","April","Drop Box","Plato Building","2","Recorder","2020-04-26T00:00:00.000","17"
"2020-04-20T00:00:00.000","17","April","Drop Box","Plato Building","12","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-20T00:00:00.000","17","April","Walk In","Plato Building","1","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-20T00:00:00.000","17","April","Drop Box","Ramsey County Library – Roseville","1","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-20T00:00:00.000","17","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","2","Courts","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Walk In","Government Center East","71","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Drop Box","Government Center East","208","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Walk In","Plato Building","1","Document Recording","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Drop Box","Plato Building","1","Homestead","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Drop Box","Plato Building","6","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Walk In","Plato Building","1","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Drop Box","Plato Building","1","Veterans Affairs","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Drop Box","Ramsey County Library – Maplewood","1","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Drop Box","Ramsey County Library – Roseville","1","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","City of St Paul","2020-04-26T00:00:00.000","17"
"2020-04-21T00:00:00.000","17","April","Drop Box","Saint Paul Regional Water Service","1","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-22T00:00:00.000","17","April","Walk In","Government Center East","64","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-22T00:00:00.000","17","April","Drop Box","Government Center East","239","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-22T00:00:00.000","17","April","Drop Box","Government Center East","1","Social Services","2020-04-26T00:00:00.000","17"
"2020-04-22T00:00:00.000","17","April","Walk In","Plato Building","1","Document Recording","2020-04-26T00:00:00.000","17"
"2020-04-22T00:00:00.000","17","April","Drop Box","Plato Building","2","Homestead","2020-04-26T00:00:00.000","17"
"2020-04-22T00:00:00.000","17","April","Drop Box","Plato Building","3","Recorder","2020-04-26T00:00:00.000","17"
"2020-04-22T00:00:00.000","17","April","Drop Box","Plato Building","4","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-22T00:00:00.000","17","April","Drop Box","Plato Building","2","Veterans Affairs","2020-04-26T00:00:00.000","17"
"2020-04-22T00:00:00.000","17","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","2","Courts","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Walk In","Government Center East","55","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Drop Box","Government Center East","194","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Drop Box","Government Center East","2","Social Services","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Walk In","Plato Building","1","Document Recording","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Drop Box","Plato Building","1","Homestead","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Drop Box","Plato Building","2","Recorder","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Drop Box","Plato Building","5","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Walk In","Plato Building","1","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Drop Box","Plato Building","1","Veterans Affairs","2020-04-26T00:00:00.000","17"
"2020-04-23T00:00:00.000","17","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","Courts","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Walk In","Government Center East","51","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Drop Box","Government Center East","192","Financial Assistance Services","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Drop Box","Government Center East","2","Social Services","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Drop Box","Government Center East","1","Workforce Solutions","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Walk In","Plato Building","5","Document Recording","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Walk In","Plato Building","1","Elections","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Drop Box","Plato Building","1","Elections","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Drop Box","Plato Building","3","Homestead","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Drop Box","Plato Building","2","Recorder","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Drop Box","Plato Building","18","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Walk In","Plato Building","1","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Drop Box","Ramsey County Library – Roseville","1","Tax Payment","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","3","Courts","2020-04-26T00:00:00.000","17"
"2020-04-24T00:00:00.000","17","April","Walk In","Saint Paul City Hall – Ramsey County Courthouse","1","Questions","2020-04-26T00:00:00.000","17"
"2020-04-27T00:00:00.000","18","April","Drop Box","Government Center East","207","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Walk In","Government Center East","72","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Drop Box","Government Center East","21","Health and Wellness Administration","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Drop Box","Government Center East","1","Social Services","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Drop Box","Government Center East","1","Workforce Solutions","2020-05-03T00:00:00.000","18"
