"project_id","project_name","vision","project_description","budget","under_contract_not_spent","amount_spent","project_stage","website","project_category","budget_indicator","budget_indicator_narrative","schedule_indicator","schedule_indicator_narrative","design_completion_date","construction_completion_date","project_start_optional_field","project_end_optional_field","design_firm","construction_firm","funding_source_s","project_image","zone"
"C1826","SIDEWALK IMPROVEMENTS (SPRUELL CIRCLE)","Community","This project involves the installation of sidewalk on the west side of Spruell Circle from Kimball Bridge Road to approximately 445' north of Kimball Bridge Road as well as the installation of sidewalk on the north side of Spruell Circle from 150' west of Parkside Close to approximately 100' east of Wittenridge Drive.  Construction of these sidewalk segments is included as part of the Kimball Bridge Road Congestion Mitigation contract.  Contractor has installed storm structures, catch basin tops, driveway aprons, retaining wall, curb and gutter and sidewalk.  For additional information, please contact Andrew Echols, Assistant Construction Manager,  at 678-297-6238 or aechols@alpharetta.ga.us.","84513","75808","8703.60","Construction","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=24","Sidewalks","Green","Project is on budget.","Red","Project is behind schedule.","2017 (Oct.)","2020 (Sept.)",,,"Public Works Department","CMES, Inc.","Bond",,"citywide"
"C1820","SIDEWALK IMPROVEMENTS (PHASE 5 - MULTIPLE)","Community","This project represents Phase 5 of the sidewalk improvement project aimed at improving pedestrian mobility and providing recreational opportunities. Implementation of these improvements furthers the city’s goal of providing sidewalks on at least one side of every public street that is not located within a neighborhood or subdivision. Sidewalk segments include the following: (1) North Point Court- Construction of approximately 1,300 linear feet of sidewalk along the west side of North Point Court from North Point Drive to North Point Parkway. (2) Hembree Road- Construction of approximately 700 linear feet of sidewalk along the west side of Hembree Road from Morrison Parkway north to existing sidewalk. On January 9, 2018, City Council awarded the construction of these sidewalk improvements to Autaco Development in the amount of $229,406. Funding is provided through the 2016 Alpharetta Parks and Transportation Bond. Project is complete.  For additional information regarding this project, please contact Scott Campbell, Construction Manager, at 678-297-6227 or sjcampbell@alpharetta.ga.us.","209395","0","209394.50","Completed","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=24","Sidewalks","Green","Project is on budget.","Green","Project is on schedule.","2017 (Nov.)","2018 (Aug.)",,,"Public Works Department","Autaco Development","Bond","https://alpharetta.data.socrata.com/api/views/rdyw-7n6w/files/b6fbec79-c212-41e3-bfb6-628d4df0f73e?filename=Image%2520-%2520Sidewalk%2520Improvements%2520Phase%25205.PNG","citywide"
"C1818","SIDEWALK IMPROVEMENTS (PHASE 4 - MULTIPLE)","Community","This project represents Phase 4 of the sidewalk improvement project aimed at improving pedestrian mobility and providing recreational opportunities. Implementation of these improvements furthers the city’s goal of providing sidewalks on at least one side of every public street that is not located within a neighborhood or subdivision. Sidewalk segments include the following: (1) North Point Parkway - construction of approximately 2,000 linear feet of sidewalk along the west side of North Point Parkway from its northern intersection with Great Oaks Way south to existing sidewalk; (2) Morris Road - construction of approximately 725 linear feet of sidewalk along the east side of Morris Road from Tradewinds Parkway south to existing sidewalk; and (3) Morris Road - construction of approximately 875 linear feet of sidewalk along the south side of Morris Road from Dryden Road east to existing sidewalk.  Construction is complete.  This project was awarded to Sol Construction LLC in the amount of $379,384. Funding is provided through the 2016 Alpharetta Parks and Transportation Bond. For additional information regarding this project, please contact Scott Campbell, Construction Manager, at 678-297-6227 or sjcampbell@alpharetta.ga.us.","276489.65","0","276489.65","Completed","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=24","Sidewalks","Green","Project is on budget.","Green","Project is on schedule.","2017 (Apr.)","2018 (May)","-","-","Public Works Department","Sol Construction LLC","Bond","https://alpharetta.data.socrata.com/api/views/iccr-7xc7/files/46956310-a0b9-40f2-b5c9-6b3482632cac","citywide"
"C1814","SIDEWALK IMPROVEMENTS (PHASE 3 - WINDWARD)","Community","This project represents Phase 3 of the sidewalk improvement project aimed at improving pedestrian mobility and providing recreational opportunities. Implementation of these improvements furthers the city’s goal of providing sidewalks on at least one side of every public street that is not located within a neighborhood or subdivision. Sidewalk segments include the following: (1) Alderman Drive - construction of approximately 2,000 linear feet of sidewalk along the north side of Alderman Drive from Windward Concourse west to existing sidewalk; (2) Nobel Court - construction of approximately 410 linear feet of sidewalk along the west side of Nobel Court from existing sidewalk south of Alderman Drive south to the cul-de-sac; (3) Market Place - construction of approximately 600 linear feet of sidewalk along the east side of Market Place from Fire Station 82 south to the cul-de-sac; (4) Windward Concourse - construction of approximately 510 linear feet of sidewalk along the east side of Windward Concourse from Windward Parkway north to existing sidewalk; and (5) Windward Plaza - construction of approximately 240 linear feet of sidewalk along the west side of Windward Plaza from its eastern intersection with Windward Parkway south to existing sidewalk. This project was awarded to Construction 57 Inc. in the amount of $320,982. Funding is provided through the 2016 Alpharetta Parks and Transportation Bond. Construction is complete. For additional information regarding this project, please contact Scott Campbell, Construction Manager, at 678-297-6227 or sjcampbell@alpharetta.ga.us.","276441.29","0","276441.29","Completed","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=24","Sidewalks","Green","Project is on budget.","Green","Project is on schedule.","2017 (Apr.)","2018 (May)","-","-","Public Works Department","Construction 57, Inc.","Bond","https://alpharetta.data.socrata.com/api/views/f496-rs35/files/1387a7e8-308c-463f-91c0-3fd8faadc9b2","citywide"
"C1800","HAYNES BRIDGE ROAD CAPACITY IMPROVEMENTS","Environment","The Haynes Bridge Corridor is an important collector connecting neighborhoods to the south with schools, GA 400, employment and commercial centers. This project widens Haynes Bridge Road from Mansell Road to Old Alabama Road and will entail a partnership with the City of Johns Creek with Johns Creek having lead role. Proposed improvements consist of adding an additional lane in each direction, landscaping medians, adding turn lanes where appropriate, and adding a multi-use trail to connect to the Big Creek Greenway. Preliminary cost estimates for Alpharetta’s share total $5 million. For more information regarding this project, please contact Pete Sewczwicz, Public Works Director, at (678) 297-6219 or psewczwicz@alpharetta.ga.us.","69303","10228","59074.60","Design","https://www.johnscreekga.gov/residents/public-works/tsplost/haynes-bridge-rd-widening-(old-alabama-to-mansell)","Roadways","Green","Project is on budget.","Green","Project is on schedule.","TBD","TBD","-","-","Lowe Engineers","TBD","T-SPLOST","https://alpharetta.data.socrata.com/api/file_data/837b84a3-5a79-4911-bbdc-2da5511fc567?filename=T-SPLOST%2520IMAGE.jpg","citywide"
"C1727","SIDEWALK IMPROVEMENTS (PHASE 2 - MAYFIELD)","Community","This project represents Phase 2 of the sidewalk improvement project aimed at improving pedestrian mobility and providing recreational opportunities. Implementation of these improvements furthers the city’s goal of providing sidewalks on at least one side of every public street that is not located within a neighborhood or subdivision. This project consists of the construction of approximately 2,750 linear feet of a 6 ft. wide sidewalk on the west/south side of Mayfield Road from Chantilly Drive to Bates Road and approximately 870 linear feet of 6 ft. wide sidewalk along the east/north side of Mayfield Road from Harrington Drive to Bates Road. Also included in the project, is the installation of curb and gutter, the installation of storm drainage, the construction of 4 ft. wide bicycle lanes, and the resurfacing of Mayfield Road within the project limits. When complete, this project will provide contiguous sidewalks along the west/south side of Mayfield Road from Chantilly Drive to Main Street and along the east/north side from Harrington Drive to Bates Road. This project was awarded to Ohmshiv Construction LLC in the amount of $941,270. Funding is provided through the 2016 Alpharetta Parks and Transportation Bond. Construction is complete. For additional information regarding this project, please contact Scott Campbell, Construction Manager, at 678-297-6227 or sjcampbell@alpharetta.ga.us.","914336.93","0","914336.93","Completed","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=24","Sidewalks","Green","Project is on budget.","Green","Project is on schedule.","2017 (Mar.)","2018 (May)","-","-","Public Works Department","Ohmshiv Construction, LLC","Bond","https://alpharetta.data.socrata.com/api/views/m8jr-trev/files/efa2201f-202b-4558-87c5-d3fae8c5b68c?filename=Screen%20Shot%2004-10-17%20at%2003.37%20PM.PNG","citywide"
"C1726","SIDEWALK IMPROVEMENTS (PHASE 1 - MULTIPLE)","Community","This project represents Phase 1 of the sidewalk improvement project aimed at improving pedestrian mobility and providing recreational opportunities. Implementation of these improvements furthers the city’s goal of providing sidewalks on at least one side of every public street that is not located within a neighborhood or subdivision. Sidewalk segments include the following: (1) Crabapple Road/S.R. 372 - construction of approximately 470 linear feet of sidewalk along the north side of Crabapple Road from Green Road west to existing sidewalk; (2) Hembree Road - construction of approximately 275 linear feet of sidewalk along the south side of Hembree Road from North Fulton Industrial Boulevard east to existing sidewalk; (3) North Point Parkway - construction of approximately 950 linear feet of sidewalk along the west side of North Point Parkway between Old Milton Parkway and the northern end of Great Oaks Way; (4) Pointe Place Northern Gap - construction of approximately 245 linear feet of sidewalk along the west side of Pointe Place from Upper Hembree Road south to existing sidewalk; (5) Pointe Place Southern Gap - construction of approximately 215 linear feet of sidewalk along the west side of Pointe Place from approximately 650 feet south of Hembree Road south to the cul-de-sac; and (6) Upper Hembree Road - construction of approximately 340 linear feet of sidewalk along the south side of Upper Hembree Road between Taylor Oaks Drive and Pointe Place. Funding is provided through the 2016 Alpharetta Parks and Transportation Bond.This project was awarded to Excellere Construction, LLC in the amount of $706,703.63.  Construction is complete. For additional information regarding this project, please contact Scott Campbell, Construction Manager, at 678-297-6227 or sjcampbell@alpharetta.ga.us.","597547.69","0","597547.69","Completed","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=24","Sidewalks","Green","Project is on budget.","Green","Project is on schedule.","2017 (Mar.)","2018 (Jan.)","-","-","Public Works Department","Excellere Construction LLC","Bond","https://alpharetta.data.socrata.com/api/file_data/d8be8fe8-b5ae-4525-9dbc-acfa7caeda7c","citywide"
"C1718","WINDWARD PARKWAY BUSINESS DISTRICT/UNION HILL ROAD CAPACITY IMPROVEMENTS","Environment","This project was for conceptual layouts preparation on Windward Parkway from Highway 9 to Union Hill Road, and also on Union Hill Road from Windward Parkway to McGinnis Ferry Road.","185100","0","185100","Completed",,"Roadways","Green","Project is on budget.","Green","Project is on schedule.","2018 (June)","N/A",,,"Tetra Tech, Inc.","N/A","T-SPLOST","https://alpharetta.data.socrata.com/api/views/qayh-gnu5/files/0162e7fa-f2c8-466f-8a1f-2f667920c923","citywide"
"C1717","OLD MILTON PARKWAY CAPACITY IMPROVEMENTS","Environment","This Project consists of widening Old Milton Parkway (SR 120) between GA 400 and State Bridge Road to provide a 6-lane divided section.  The city is working with GDOT to expedite the project using mostly state and local funds. Preliminary cost estimates for the City’s contribution to this project total $6 million with funding provided through T-SPLOST (transportation special purpose local option sales tax). The conceptual design of this project was awarded to AECOM by City Council in the amount of $53,140 on December 12, 2016. On February 26, 2018 City Council approved a proposal from AECOM in the amount of $640,115 for the preparation of detailed conceptual plans intended to provide an adequate basis to accurately estimate the cost of construction and any required right of way acquisitions. The completed detailed conceptual plans along with a detailed cost estimate were delivered to the City on December 7, 2018.  On Monday, July 20, 2020, City Council approved a proposal from AECOM in the amount of $2,161,400.00 for the design of the Old Milton Pkwy Widening Improvements from North Point Pkwy to Kimball Bridge Road and also approved a proposal from Atkins in the amount of $638,600.00 for project management services.  Design team has submitted reports for environmental studies to GDOT.  Traffic counts have been completed and the existing traffic profile has been submitted to GDOT.  Design team submitted History Survey report to GDOT for review and GDOT has approved report and the State Historic Preservation Office issued concurrence on June 4, 2021.  Ecology report has been approved by GDOT.  Existing traffic profile has been approved and the Future Traffic Forecast has been submitted to GDOT.  A revised concept report was submitted to GDOT for approval on May 5, 2021.  First review of survey was approved by GDOT with the second part of the process to occur closer to Preliminary Field Plan Review.  The ""Need, Effectiveness and Logical Termini"" report has been accepted by GDOT and submitted to Federal Highway Administration for review on June 10, 2021.  The virtual Public Info Open House (PIOH) opened the week of May 10, 2021 and comments closed on June 22, 2021 and a debrief meeting was held on June 23, 2021.  The PIOH website had 695 visitors while active and 31 responses were received (13 in favor, 11 in opposition and 7 with conditional support).  Current Activity - Design team is working on preliminary design and should be completed by August 2022.  Concept was approved on March 21, 2022.  For additional information regarding this project, please contact Geoff Sarra, Senior Engineer, at 678-297-6239 or gsarra@alpharetta.ga.us or Pete Sewczwicz, Public Works Director, at (678) 297-6219 or psewczwicz@alpharetta.ga.us.","5579473.67","2097264","1482208.40","Design","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=18","Roadways","Green","Project is on budget.","Green","Project is on schedule.","2025 (Sept.)","TBD","-","-","AECOM","TBD","T-SPLOST","https://alpharetta.data.socrata.com/api/views/45pt-pt43/files/a29c139f-ad6a-4ee6-bc8f-70e708b0d81c","citywide"
"C1716","MORRIS ROAD OPERATIONAL IMPROVEMENTS","Environment","This project provides the appropriate auxiliary lanes to accommodate the heavy traffic flow from both Old Milton Parkway and Webb Bridge Road, as well as pedestrian and bicycle accommodations. The volume of traffic along Morris Road between Old Milton Parkway and Webb Bridge Road has made turning movements difficult and backed-up traffic during peak times. Funding is provided through T-SPLOST (transportation special purpose local option sales tax). The design of this project was awarded to Pond & Company in the amount of $143,565 by City Council on December 12, 2016. Change Order #1 in the amount of $69,480 for the design of a roundabout at the intersection of Morris Road and Preston Ridge Road was approved by City Council on April 10, 2017. This change order increased the design cost to $213,045. A total of 5 bids were received on July 12, 2018.  On August 27, 2018 construction of this project was awarded to Vertical Earth, Inc. in the amount of $2,600,127.17. Notice to Proceed was issued on January 7, 2019.  Project substantially complete on November 21, 2019.  Rain delayed project progress.  Project was completed July 27, 2020.  For more information regarding this project, please contact Andrew Echols, Assistant Construction Manager, at (678) 297-6238 or aechols@alpharetta.ga.us or Pete Sewczwicz, Public Works Director, at (678) 297-6219 or psewczwicz@alpharetta.ga.us.","3215475.56","0","3215475.56","Completed","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=16","Roadways","Green","Project is on budget.","Red","Project is behind schedule.","2017 (Dec.)","2020 (July)","-","-","Pond & Company","Vertical Earth, Inc.","T-SPLOST","https://alpharetta.data.socrata.com/api/views/vuwa-j8fi/files/1352ac84-1ff1-4244-b9aa-e3e62bb80723","citywide"
"C1715","BETHANY ROAD AT MAYFIELD ROAD INTERSECTION IMPROVEMENTS","Environment","This project involves intersection operational improvements incorporating a roundabout at the intersection of Bethany Road and Mayfield Road. The design of this project was awarded to Tetra Tech, Inc. in the amount of $127,670 by City Council on December 12, 2016. The conceptual design for this project was presented to City Council on June 5, 2017.  As the acquisition of right of way progressed, it became necessary to revise the eastern leg of the roundabout. Change Order #1 was issued on April 2, 2018 which increased the design cost by $9,950 to $137,620. Final plans were delivered to the City on June 22, 2018. City Council awarded this project on November 5, 2018 to CMES.  City Council also awarded the construction project management, inspection, and engineering to Atkins North America, Inc.  Notice to proceed with construction was issued for July 24, 2019.  Construction was delayed due to weather and utility relocations.  Construction is complete and contractor has completed punchlist items related to sod and pavement markings.  For more information regarding this project, please contact Obie Brannon, PE, Atkins Project Director, at 404-242-9216 or obie.brannon@atkinsglobal.com or Geoff Sarra, Senior Engineer, at (678) 297-6239 or gsarra@alpharetta.ga.us.","2258335.04","0","2256294.04","Completed","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=5","Roadways","Green","Project is on budget.","Red","Project is behind schedule.","2018 (June)","2021 (Jan.)","-","-","Tetra Tech, Inc.","CMES, Inc.","T-SPLOST","https://alpharetta.data.socrata.com/api/views/5ka6-crbr/files/2cf32886-e4b2-45f8-a7cd-aad46a0abc66","citywide"
"C1714","BETHANY ROAD AT MID-BROADWELL ROAD INTERSECTION IMPROVEMENTS","Environment","This project involves intersection operational improvements incorporating a roundabout at the intersection of Bethany Road and Mid Broadwell Road. The City has received numerous complaints regarding left turns onto Mid Broadwell Road from motorists traveling south on Bethany Road and from residents of Pindell Glen Subdivision trying to leave their subdivision. Residents have complained about the speed of vehicles on Mid Broadwell Road and have requested a reduction of the speed limit or the installation of a traffic signal or four-way stop. As these options do not meet warrants, a roundabout is proposed to reduce speeds in the area and assist in left-turn movements. The preliminary cost estimate for this project was $1.28 million with funding provided through T-SPLOST (transportation special purpose local option sales tax). The design of this project was awarded to Tetra Tech, Inc. in the amount of $131,170 by City Council on December 12, 2016. The conceptual design for this project was presented to City Council on June 5, 2017. Design is complete.  Acquisition of right of way is also complete. A total of 6 bids were received on September 27, 2018.  City Council awarded this project on November 5, 2018 to CMES.  City Council also awarded the construction project management, inspection, and engineering to Atkins North America, Inc.  Notice to proceed with construction was issued for July 24, 2019.  Construction was delayed due to weather and utility relocations.  Construction is complete and contractor has completed remaining punchlist items related to sod and pavement markings.  For more information regarding this project, please contact Obie Brannon, PE, Atkins Project Director, at 404-242-9216 or obie.brannon@atkinsglobal.com or Geoff Sarra, Senior Engineer, at (678) 297-6239 or gsarra@alpharetta.ga.us.","1368452.55","0","1368302","Completed","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=6","Roadways","Green","Project is on budget.","Red","Project is behind schedule.","2018 (Jan.)","2021 (Jan.)","-","-","Tetra Tech, Inc.","CMES, Inc.","T-SPLOST","https://alpharetta.data.socrata.com/api/views/iz5a-kmdn/files/b6034883-ddcd-4bfd-aa54-4f7359b61d5c","citywide"
"C1713","KIMBALL BRIDGE ROAD BICYCLE/PEDESTRIAN/OPERATIONAL IMPROVEMENTS","Environment","This project involves pedestrian, bike, and operational improvements along Kimball Bridge Road between Westside Parkway and North Point Parkway connecting residential neighborhoods to Downtown Alpharetta, Avalon, schools, and parks. Preliminary cost estimates for this project total $6 million with funding provided through T-SPLOST (transportation special purpose local option sales tax). Design of this project was awarded to AECOM in the amount of $393,570 by City Council on December 12, 2016. The Department of Public Works is coordinating the improvements of this corridor in conjunction with the overall GA 400 Managed Lanes Project the Georgia Department of Transportation (GDOT) is currently planning. Improvements consists of the extension of the Kimball Bridge Road Bond Project. Coordination with GDOT is critical due to the bridge over GA 400 will be replaced to make accommodations for the managed lanes project along GA 400. As such, design is currently on-hold pending the ongoing planning with GDOT. For additional information regarding this project, please contact Geoff Sarra, Senior Engineer, at (678) 297-6239 or gsarra@alpharetta.ga.us or Pete Sewczwicz, Public Works Director, at (678) 297-6219 or psewczwicz@alpharetta.ga.us.","1359741.69","274978","1077773.19","Concept","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=12","Roadways","Green","Project is on budget.","Green","Project is on schedule.","TBD","TBD","-","-","AECOM","TBD","T-SPLOST","https://alpharetta.data.socrata.com/api/file_data/837b84a3-5a79-4911-bbdc-2da5511fc567?filename=T-SPLOST%2520IMAGE.jpg","citywide"
"C1712","ALPHA LOOP","Community","The Alpha Loop is a dynamic and transformative project for Alpharetta. These multi-use paths connecting Avalon to Downtown Alpharetta will involve two interconnected routes including a three-mile inner loop and a five-mile outer loop that would link locations like Downtown Alpharetta, Avalon, and the Northwinds area located at Haynes Bridge Road and S.R. 400. A portion of the three-mile inner loop will have a natural feel, incorporating a greenway that would run along a stream. The trails will include bicycle service areas and pockets of seating areas where people can gather and rest. The Alpha Loop will better connect our neighborhoods, improve our travel and mobility, spur economic development, and elevate the overall quality of life in the Technology City of the South. *ALPHALOOP GAP-THOMPSON STREET*  Among some of the first phases of Alpha Loop along Thompson Street to be constructed were portions traversing both the Voysey Residential Development and the Midwick Residential Development, and will serve as a connection between the existing 12' trail from Haynes Bridge Road and Thompson Street. This standalone project consists of construction of approximately 650 linear feet of a concrete multi-use trail that will traverse the rear portion of 4 parcels and cross a small stream twice to complete the gap. Construction of the trail in the gap between these two projects was awarded to Vertical Earth by City Council on June 3, 2019 in the amount of $572,928.79.  The estimated project completion date was initially December 2019; however, rain delayed construction progress.  Trail section has been completed.  The contractor has installed handicap ramps and brick pavers for the Haynes Bridge crossing and installed thermoplastic inlaid Alpha Loop and impressed brick pattern.  The contractor has installed lighted bollards and bridge safety railings.  The Rapid Flashing Beacon system is installed.  In pavement lighting and traffic striping has been completed and work on puchlist items has been completed for the trail and crossing sections.  For any additional information on elements of this bond project, please contact Andrew Echols, Assistant Construction Manager, at 678-297-6238 or aechols@alpharetta.ga.us. *PHASE A-OLD MILTON PKWY TO WESTSIDE PKWY* Design of the inner loop portion running from Old Milton Parkway to Westside Parkway has been awarded to Pond & Company (original contract amount of $376,190). Included in their proposal is the design of a tunnel under Westside Parkway (referred to as PHASE B), design of various pedestrian bridges and park spaces, identification of locations for public art, and other enhancements as depicted in the master plan.  Change Order #1 to Pond & Company, was issued on October 17, 2019 for the creation of a standalone plan set (Alpha Loop Phase A Section 1) for construction of approximately 600 linear feet of the Alpha Loop south of Old Milton Parkway, behind the Chelsea Walk subdivision.  Change Order #1 increased the design cost by $12,980.00 to $389,170.00.  On Monday, November 4, 2019, Change Order #2 was approved by City Council, which increased the total design cost by $80,380.00 to $469,550.00.  Change Order #2 realigns approximately 450 linear feet of the trail, providing connection to the Atley subdivision and Haynes Bridge Road.  Final plans were submitted to the City for review in April 2020.  PHASE A SECTION 1 - Alpha Loop Phase A Section 1 was awarded by City Council on Tuesday, January 21, 2020 to Summit Construction and Development, LLC in the amount of $333,507.75.  This portion of the project will construct approximately 623 linear feet of trail from its current end within the Chelsea Walk community south towards Avery at Northwinds.  Notice to proceed was issued on March 23, 2020 to Summit Construction and all of the trail section has been installed.  PHASE B - Construction of a pedestrian tunnel under Westside Pkwy allowing for future extension to the east towards Northwinds Pkwy.  The design team has submitted final design plans and the next step would be to begin acquisition of permanent and temporary easements required for construction once funding has been allocated.  *PHASE C- WESTSIDE PKWY TO NORTHWINDS PARKWAY* Design of the inner loop portion running from Westside Parkway to Northwinds Parkway has been awarded to Alta (original contract amount of $226,525).   Alta starts their design where Pond & Company stops their design coming from under the tunnel at Westside Parkway and ends at Northwinds Parkway in the vicinity of the new Northwinds Summit development.  Change Order #1 to Alta was issued on May 21, 2018 for realigning the trail.  As Alta progressed with design of the original alignment of this portion of Alpha Loop, it became clear that the proposed route was cost prohibitive.  After reviewing alternatives, it was decided to modify the alignment to follow an existing asphalt trail along the south side of a tributary to Big Creek to Northwinds Parkway.  This alignment eliminated the need for a bridge crossing over said tributary and an elevated boardwalk system which would have been necessary to address the significant grade change along the original alignment.  Change Order #1 increased the design cost by $22,512.00 to $249,037.00.  For more information regarding this project, please contact Pete Sewczwicz, Public Works Director, at (678) 297-6219 or psewczwicz@alpharetta.ga.us or Geoffrey Sarra, Senior Engineer, at (678) 297-6239 or gsarra@alpharetta.ga.us.","2534502.68","97362","2027297.08","Construction","http://www.alpharetta.ga.us/government/departments/recreation-parks/alpha-loop","Sidewalks","Green","Project is on budget.","Green","Project is on schedule.","2018 (Apr.)","TBD","-","-","Pond & Company / Alta Planning + Design","Vertical Earth, Summit Const. and Dev.","Bond","https://alpharetta.data.socrata.com/api/views/8i4e-5smc/files/a6ff96c0-c236-400a-b40b-a8f60d03210c","citywide"
"C1711","CULTURAL ARTS LAND/PARK LAND ACQUISITION","Community","This project involves the strategic acquisition of undeveloped land for the purpose of creating public parks/cultural spaces and preserving greenspace. Funding is provided through (1) the 2016 Alpharetta Parks and Transportation Bond and (2) Impact Fees. For more information regarding this project, please contact Morgan Rodgers, Recreation and Parks Director, at (678) 297-6103 or mrodgers@alpharetta.ga.us.","0","0","0","Land",,"Recreation","Green","Project is on budget.","Green","Project is on schedule.","N/A","N/A","-","-","N/A","N/A","Bond","https://alpharetta.data.socrata.com/api/file_data/766d0704-6c84-4cf5-9f3c-05b7bf4a8398","citywide"
"C1709","EASTSIDE COMMUNITY CENTER/YMCA PARTNERSHIP","Community","This project involves the creation of indoor recreation facilities to better serve Alpharetta citizens who live east of Georgia 400 and will involve either (1) the development of a dedicated facility owned and operated by the City or (2) the development of a facility through a partnership between the City and the Ed Isakson YMCA that would be operated by the YMCA but open for use by citizens of Alpharetta. The decision as to which method would best meet the needs of Alpharetta residents will be made following an extensive public input process. Funding is provided through the 2016 Alpharetta Parks and Transportation Bond. For more information regarding this project, please contact Morgan Rodgers, Recreation, Parks & Cultural Services Director, at (678) 297-6103 or mrodgers@alpharetta.ga.us.","2519187","90499.85","2428686.52","Concept",,"Recreation","Green","Project is on budget.","Green","Project is on schedule.","TBD","TBD","-","-","TBD","TBD","Bond","https://alpharetta.data.socrata.com/api/file_data/475ef8f9-6b15-44b7-aeea-0ae0e1ee89a6","citywide"
"C1708","GREENWAY EXTENSION TO FORSYTH COUNTY","Community","This project involves the extension of the Big Creek Greenway north from Windward Parkway to connect to Forsyth County's greenway trail system. Completing this leg of the Big Creek Greenway will result in a trail system that runs more than 14 miles through Roswell, Alpharetta, and Forsyth County. Ultimately the trail system will span from the Chattahoochee River in Roswell to Bethelview Road in Forsyth County. Design of this project was awarded to Pond and Company on November 27, 2017 in the amount of $407,425. Plans were completed in April 2019. On Monday, December 16, 2019, City Council awarded construction of the project to Integrated Construction and Nobility, Inc. in the amount of $10,071,888.19.  City Council also approves Atkins North America, Inc.'s proposal for construction management, engineering, and inspections services in the amount of $372,572.72. Notice to proceed with construction was issued for February 10, 2020.  Construction is anticipated to last for 16 months.  Change Order #1 in the amount of $38,200.00 for removal of landscape debris deposited along the trail alignment in the months following the receipt of proposals from vendors was issued on March 26, 2020.  Change order #2 in the amount of $92,080.25 for modifications to the tunnel under Windward Pkwy due to underground utility facilities was issued on May 15, 2020.  Installation of the tunnel under Windward Pkwy has been completed and traffic flow along that stretch of Windward Pkwy has been returned to normal.  The trail was open to the public starting Friday, May 28, 2021.  On July 19, 2021 the project scope was expanded to include the construction of a 10' wide trail from Union Hill Rd to the parking lot of Union Hill Park.  This additional work is being performed utilizing existing funds remaining on the contract.  The additional work has been completed.  Funding is provided through the 2016 Alpharetta Parks and Transportation Bond. For more information regarding this project, please contact Obie Brannon, PE, Atkins Project Director, at 404-242-9216 or obie.brannon@atkinsglobal.com, or Geoff Sarra, Senior Engineer, at 678-297-6239 or gsarra@alpharetta.ga.us.","12339717.93","4277","12331489.72","Completed","http://alpharetta.maps.arcgis.com/apps/MapJournal/index.html?appid=c2930590bb57457b908c8d9ec82caba0&section=9","Greenways","Green","Project is on budget.","Green","Project is on schedule.","2019 (April)","2021 (Sept.)","-","-","Pond & Company","Integrated Const and Nobility, Inc.","Bond","https://alpharetta.data.socrata.com/api/file_data/37e2d271-e660-428f-beee-fcbac9886eea","citywide"
