"fiscal_year","budget_chapter","office_dept_div_unit_program","major_object_of_expenditure","state_category","state_category_name","expenditure_account","recmnd_full_time_equiv_pos","recmnd_amount","adopted_full_time_equiv_pos","adopted_amount","approved_full_time_equiv_pos","approved_amount"
"2017","01-K - 12 Instruction ","High Schools","Other Expenses","2","Mid-level Administration","Commencement Facilities","0","122950","0","235950","0","122950"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","2","Mid-level Administration","Security Overtime","0","69891","0","69891","0","69891"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","2","Mid-level Administration","Support Services Substitutes","0","103945","0","103945","0","103945"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","2","Mid-level Administration","Part-time Athletic Trainers","0","33997","0","33997","0","33997"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","2","Mid-level Administration","Non-training Stipends","0","3060","0","3060","0","3060"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","2","Mid-level Administration","Part-time Princip/Asst Princip","0","71400","0","71400","0","71400"
"2017","01-K - 12 Instruction ","High Schools","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","484.5","34870270","484.5","34870270","489.5","35163731"
"2017","01-K - 12 Instruction ","Middle Schools","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","14866","0","13974","0","13974"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","2","Mid-level Administration","Non-training Stipends","0","3060","0","3060","0","3060"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","2","Mid-level Administration","Support Services Substitutes","0","82173","0","82173","0","82173"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","2","Mid-level Administration","Part-time Princip/Asst Princip","0","76500","0","76500","0","76500"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","2","Mid-level Administration","Outdoor Ed Stipend - Admin","0","31824","0","31824","0","31824"
"2017","01-K - 12 Instruction ","Middle Schools","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","393.75","30865010","391.75","30725817","392.75","30538605"
"2017","01-K - 12 Instruction ","Summer School Program","Contractual Services","2","Mid-level Administration","Printing Services","0","1100","0","1100","0","1100"
"2017","01-K - 12 Instruction ","Summer School Program","Other Expenses","2","Mid-level Administration","Graduation Expenses","0","3500","0","3500","0","3500"
"2017","01-K - 12 Instruction ","Summer School Program","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","323","0","304","0","304"
"2017","01-K - 12 Instruction ","Summer School Program","Other Salaries & Wages","2","Mid-level Administration","Support Services Part-time","0","146998","0","146998","0","146998"
"2017","01-K - 12 Instruction ","Summer School Program","Other Salaries & Wages","2","Mid-level Administration","Loc Sch Prg-Supp Svc Part-time","0","46224","0","46224","0","46224"
"2017","01-K - 12 Instruction ","Summer School Program","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","1250","0","1250","0","1250"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","3363831","0","3363831","0","3363831"
"2017","01-K - 12 Instruction ","Access to Higher Learning - MCC/MCPS Partnership","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","18360","0","18360","0","18360"
"2017","01-K - 12 Instruction ","Access to Higher Learning - MCC/MCPS Partnership","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","9180","0","9180","0","9180"
"2017","01-K - 12 Instruction ","Advancement Via Individual Determination (AVID)","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","3266","0","3266","0","3266"
"2017","01-K - 12 Instruction ","Carl Sandburg Learning Center","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","1","64614","1","64614","1","64230"
"2017","01-K - 12 Instruction ","Compacted Instruction","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","20","849444","20","849444","68","2283308"
"2017","01-K - 12 Instruction ","Curriculum and Content Professional Development","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","1282503","0","1282503","0","1254635"
"2017","01-K - 12 Instruction ","Curriculum and Content Professional Development","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends ","0","2296699","0","4661543","0","4661543"
"2017","01-K - 12 Instruction ","Curriculum and Content Professional Development","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","554800","0","554800","0","554800"
"2017","01-K - 12 Instruction ","Downcounty Consortium","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","15360","0","15360","0","15360"
"2017","01-K - 12 Instruction ","Downcounty Consortium","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","2826","0","2826","0","2826"
"2017","01-K - 12 Instruction ","Edison High School of Technology","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","77208","0","77208","0","15000"
"2017","01-K - 12 Instruction ","Edison High School of Technology","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","26.75","2230620","26.75","2230620","24.75","2036118"
"2017","01-K - 12 Instruction ","Elementary Curriculum Support","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","63156","0","63156","0","63156"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Long Term Leave","0","1799466","0","1799466","0","1799466"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","SEIU Elected Representatives","0","316492","0","316492","0","316492"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Support Services Substitutes","0","42468","0","42468","0","42468"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Summer Employment-Non-Teaching","0","93910","0","93910","0","93910"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Councils - Teaching & Learning","0","114240","0","114240","0","114240"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Stipends-Extracurr Activities","0","539828","0","539828","0","539828"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Sick/Ann. Leave Reimbursement","0","5471261","0","5471261","0","5471261"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Supervisors of Student Tchrs","0","175440","0","175440","0","175440"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Substitute Teacher Bonus","0","630884","0","630884","0","630884"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Lunch Hour Aides","0","1237125","0","1237125","0","1237125"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","7819307","0","7819307","0","7819307"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","49775","0","49775","0","49775"
"2017","01-K - 12 Instruction ","Elementary Schools","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","4953.425","378100129","5180.175","389854426","5126.525","382237466"
"2017","01-K - 12 Instruction ","Extended Day/Year Programs","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","1185","0","1185","0","1185"
"2017","01-K - 12 Instruction ","Extended Day/Year Programs","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","19032","0","19032","0","19032"
"2017","01-K - 12 Instruction ","Extended Day/Year Programs","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","1287692","0","1287692","0","1287692"
"2017","01-K - 12 Instruction ","Extended Day/Year Programs","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","4168","0","4168","0","4168"
"2017","01-K - 12 Instruction ","High School Intervention","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","9084","0","9084","0","9084"
"2017","01-K - 12 Instruction ","High School Intervention","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","753170","0","753170","0","753170"
"2017","01-K - 12 Instruction ","High School Intervention","Other Salaries & Wages","3","Instructional Salaries","Online Pathways to Graduation","0","76500","0","76500","0","76500"
"2017","01-K - 12 Instruction ","High School Intervention","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","136163","0","136163","0","136163"
"2017","01-K - 12 Instruction ","High School Intervention","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","1.5","125981","1.5","125981","1.5","132163"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Summer Employment-Non-Teaching","0","276362","0","276362","0","276362"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Substitutes for Staff Developm","0","164400","0","164400","0","164400"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time-Schl Improv Planning","0","137477","0","352477","0","352477"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time School Clerical Supp","0","77480","0","77480","0","139688"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time - Interschol Sports ","0","16669","0","16669","0","16669"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time - Student Appeals","0","132478","0","132478","0","132478"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends ","0","46750","0","46750","0","46750"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Support Services Substitutes","0","30581","0","30581","0","30581"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Stipends-Extracurr Activities","0","6311410","0","6311410","0","6311410"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Sick/Ann. Leave Reimbursement","0","2052503","0","2052503","0","2052503"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","135867","0","135867","0","135867"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","319051","0","319051","0","319051"
"2017","01-K - 12 Instruction ","High Schools","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","2771.315","234098561","2893.415","240544831","2874.515","236506824"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Lunch Hour Aides","0","105971","0","105971","0","105971"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","59731","0","59731","0","59731"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","2890907","0","2890907","0","2890907"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends ","0","46122","0","46122","0","46122"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Support Services Substitutes","0","42555","0","42555","0","42555"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Stipends-Extracurr Activities","0","1396165","0","1396165","0","1396165"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Substitutes for Staff Developm","0","10509","0","10509","0","10509"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Summer Employment-Non-Teaching","0","173267","0","173267","0","173267"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time - Interschol Sports ","0","22442","0","22442","0","22442"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Sick/Ann. Leave Reimbursement","0","926862","0","926862","0","926862"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time - School Security ","0","30600","0","30600","0","30600"
"2017","01-K - 12 Instruction ","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","169262","0","169262","0","169262"
"2017","01-K - 12 Instruction ","Middle Schools","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","2196.513","183887578","2306.613","189712060","2308.713","186871412"
"2017","01-K - 12 Instruction ","Rock Terrace School","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","1","64299","1","64299","1","64119"
"2017","01-K - 12 Instruction ","School Interventions","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","146867","0","146867","0","146867"
"2017","01-K - 12 Instruction ","School Interventions","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends ","0","35416","0","35416","0","35416"
"2017","01-K - 12 Instruction ","School-based Accelerated & Enriched Instruction","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","53234","0","53234","0","53234"
"2017","01-K - 12 Instruction ","School-based Accelerated & Enriched Instruction","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","21216","0","21216","0","21216"
"2017","01-K - 12 Instruction ","School-based Career & Tech. Education","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","2313","0","2313","0","2313"
"2017","01-K - 12 Instruction ","School-based Career & Tech. Education","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","2250","0","2250","0","2250"
"2017","01-K - 12 Instruction ","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","7348","0","7348","0","7348"
"2017","01-K - 12 Instruction ","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Local School Progs Substitutes","0","2869","0","2869","0","2869"
"2017","01-K - 12 Instruction ","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","54920","0","54920","0","54920"
"2017","01-K - 12 Instruction ","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Summer Employment -Teaching","0","1156191","0","1156191","0","1156191"
"2017","01-K - 12 Instruction ","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Local Sch Prog-Admin Part-time","0","11762","0","11762","0","11762"
"2017","01-K - 12 Instruction ","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Local School Progs -Teaching","0","458117","0","458117","0","458117"
"2017","01-K - 12 Instruction ","Access to Higher Learning - MCC/MCPS Partnership","Supplies & Materials","4","Textbooks And Instructional Supplies","Office Supplies","0","307","0","307","0","307"
"2017","01-K - 12 Instruction ","Access to Higher Learning - MCC/MCPS Partnership","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","60000","0","60000","0","60000"
"2017","01-K - 12 Instruction ","Edison High School of Technology","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","0","0","0","0","87362"
"2017","01-K - 12 Instruction ","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Textbooks","0","1942803","0","1942803","0","1942803"
"2017","01-K - 12 Instruction ","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","4343731","0","5213945","0","5144445"
"2017","01-K - 12 Instruction ","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Technology Maint. Supplies","0","183714","0","183714","0","183714"
"2017","01-K - 12 Instruction ","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Media Center Materials","0","927203","0","927203","0","927203"
"2017","01-K - 12 Instruction ","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","18000","0","18000","0","18000"
"2017","01-K - 12 Instruction ","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Testing Materials","0","110000","0","110000","0","110000"
"2017","01-K - 12 Instruction ","Extended Day/Year Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","20000","0","20000","0","20000"
"2017","01-K - 12 Instruction ","Extended Day/Year Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","10000","0","10000","0","10000"
"2017","01-K - 12 Instruction ","High School Intervention","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","3465","0","3465","0","3465"
"2017","01-K - 12 Instruction ","High School Intervention","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","35219","0","35219","0","35219"
"2017","01-K - 12 Instruction ","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Textbooks","0","1833632","0","1833632","0","1833632"
"2017","01-K - 12 Instruction ","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Edison Materials","0","68932","0","68932","0","0"
"2017","01-K - 12 Instruction ","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Student Scheduling","0","244575","0","244575","0","244575"
"2017","01-K - 12 Instruction ","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Gender Equity Supplies","0","1000","0","1000","0","1000"
"2017","01-K - 12 Instruction ","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","4330024","0","7345024","0","4345024"
"2017","01-K - 12 Instruction ","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Student Gov. Assoc. Materials","0","2800","0","2800","0","2800"
"2017","01-K - 12 Instruction ","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","George B Thomas Materials","0","83752","0","83752","0","83752"
"2017","01-K - 12 Instruction ","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Athletic Program Support","0","8240","0","8240","0","8240"
"2017","01-K - 12 Instruction ","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Media Center Materials","0","770683","0","770683","0","770683"
"2017","01-K - 12 Instruction ","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Textbooks","0","1903323","0","1903323","0","1903323"
"2017","01-K - 12 Instruction ","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Media Center Materials","0","1228077","0","1228077","0","1228077"
"2017","01-K - 12 Instruction ","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Technology Maint. Supplies","0","14776","0","14776","0","14776"
"2017","01-K - 12 Instruction ","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","3190383","0","3770383","0","3770383"
"2017","01-K - 12 Instruction ","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","18918","0","18918","0","18918"
"2017","01-K - 12 Instruction ","School Interventions","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","97899","0","97899","0","97899"
"2017","01-K - 12 Instruction ","School-based Career & Tech. Education","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","20000","0","20000","0","20000"
"2017","01-K - 12 Instruction ","Summer School Program","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","30905","0","30905","0","30905"
"2017","01-K - 12 Instruction ","Access to Higher Learning - MCC/MCPS Partnership","Contractual Services","5","Other Instructional Costs","Contractual Services","0","55000","0","55000","0","55000"
"2017","01-K - 12 Instruction ","Access to Higher Learning - MCC/MCPS Partnership","Other Expenses","5","Other Instructional Costs","School Projects","0","21000","0","21000","0","21000"
"2017","01-K - 12 Instruction ","Access to Higher Learning - MCC/MCPS Partnership","Other Expenses","5","Other Instructional Costs","Non-local Travel","0","1775","0","1775","0","1775"
"2017","01-K - 12 Instruction ","Access to Higher Learning - MCC/MCPS Partnership","Other Expenses","5","Other Instructional Costs","Dues, Registrations, Fees","0","700","0","700","0","700"
"2017","01-K - 12 Instruction ","Advancement Via Individual Determination (AVID)","Other Expenses","5","Other Instructional Costs","Non-local Travel","0","25000","0","25000","0","25000"
"2017","01-K - 12 Instruction ","Advancement Via Individual Determination (AVID)","Other Expenses","5","Other Instructional Costs","Dues, Registrations, Fees","0","17975","0","17975","0","17975"
"2017","01-K - 12 Instruction ","Downcounty Consortium","Contractual Services","5","Other Instructional Costs","Consultants","0","6030","0","6030","0","6030"
"2017","01-K - 12 Instruction ","Downcounty Consortium","Contractual Services","5","Other Instructional Costs","Contractual Services","0","2800","0","2800","0","2800"
"2017","01-K - 12 Instruction ","Downcounty Consortium","Furniture & Equipment","5","Other Instructional Costs","Non-capitalized Equipment","0","2161","0","2161","0","2161"
"2017","01-K - 12 Instruction ","Edison High School of Technology","Contractual Services","5","Other Instructional Costs","Edison Equipment Maintenance ","0","0","0","0","0","15000"
"2017","01-K - 12 Instruction ","Edison High School of Technology","Furniture & Equipment","5","Other Instructional Costs","Furn./Equipment Replacement","0","0","0","0","0","5000"
"2017","01-K - 12 Instruction ","Edison High School of Technology","Other Expenses","5","Other Instructional Costs","Dues, Registrations, Fees","0","10000","0","10000","0","10000"
"2017","01-K - 12 Instruction ","Elementary Schools","Contractual Services","5","Other Instructional Costs","Consultants","0","134602","0","134602","0","134602"
"2017","01-K - 12 Instruction ","Elementary Schools","Contractual Services","5","Other Instructional Costs","Building Rental","0","93000","0","93000","0","93000"
"2017","01-K - 12 Instruction ","Elementary Schools","Contractual Services","5","Other Instructional Costs","Interpreter Services","0","58311","0","58311","0","58311"
"2017","01-K - 12 Instruction ","Elementary Schools","Contractual Services","5","Other Instructional Costs","Contractual Services","0","181104","0","181104","0","181104"
"2017","01-K - 12 Instruction ","Elementary Schools","Contractual Services","5","Other Instructional Costs","Hispanic Hotline","0","27800","0","27800","0","27800"
"2017","01-K - 12 Instruction ","Elementary Schools","Contractual Services","5","Other Instructional Costs","Gallup Survey","0","88000","0","88000","0","0"
"2017","01-K - 12 Instruction ","Elementary Schools","Contractual Services","5","Other Instructional Costs","School Services Online","0","167036","0","167036","0","167036"
"2017","01-K - 12 Instruction ","Elementary Schools","Contractual Services","5","Other Instructional Costs","Instructional Equipment Repair","0","20200","0","20200","0","20200"
"2017","01-K - 12 Instruction ","Elementary Schools","Furniture & Equipment","5","Other Instructional Costs","Lease/Purchase","0","88228","0","88228","0","88228"
"2017","01-K - 12 Instruction ","Elementary Schools","Furniture & Equipment","5","Other Instructional Costs","Furn./Equipment Replacement","0","135104","0","135104","0","135104"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Expenses","5","Other Instructional Costs","EPI Pens","0","75000","0","75000","0","75000"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Expenses","5","Other Instructional Costs","Non-local Travel","0","25000","0","25000","0","25000"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Expenses","5","Other Instructional Costs","Local Travel Mileage","0","13604","0","12788","0","10788"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Expenses","5","Other Instructional Costs","Computer Parts-Shipping Fees","0","3137","0","3137","0","3137"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Expenses","5","Other Instructional Costs","Instrumental Music","0","39162","0","39162","0","39162"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Expenses","5","Other Instructional Costs","School Projects","0","69353","0","69353","0","69353"
"2017","01-K - 12 Instruction ","Elementary Schools Technology Positions","Other Expenses","5","Other Instructional Costs","Local Travel Mileage","0","5000","0","4700","0","4700"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Consultants","0","34139","0","34139","0","34139"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Fire Protection","0","17411","0","17411","0","0"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Sports Officials","0","12500","0","12500","0","12500"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Contractual Services","0","20000","0","20000","0","20000"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Interpreter Services","0","235325","0","235325","0","235325"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Equipment Repair - Science","0","18993","0","18993","0","36404"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Instructional Equipment Repair","0","39300","0","39300","0","39300"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Adjudicators for School Events","0","10193","0","10193","0","10193"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Lease/Maint Duplicating Equip","0","115062","0","115062","0","115062"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Instructional TV Equip Repair","0","5000","0","5000","0","5000"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Edison Equipment Maintenance ","0","38430","0","38430","0","0"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Contractual Athletic Trainers","0","587500","0","587500","0","587500"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Wrestling Mat Reconditioning","0","7000","0","7000","0","7000"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Equipment Repair - Tech Ed","0","5500","0","5500","0","5500"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Chemical Waste Disposal","0","15000","0","15000","0","15000"
"2017","01-K - 12 Instruction ","High Schools","Contractual Services","5","Other Instructional Costs","Forensics and Debate","0","21742","0","21742","0","21742"
