"fiscal_year","budget_chapter","office_dept_div_unit_program","major_object_of_expenditure","state_category","state_category_name","expenditure_account","recmnd_full_time_equiv_pos","recmnd_amount","adopted_full_time_equiv_pos","adopted_amount","approved_full_time_equiv","approved_amount","comment"
"2020","01-Schools","Middle Schools","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","13974","0","13974","0","13974",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","2","Mid-level Administration","Non-training Stipends","0","3030","0","3030","0","3030",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","2","Mid-level Administration","Outdoor Ed Stipend - Admin","0","10104","0","10104","0","10104",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","2","Mid-level Administration","Support Services Substitutes","0","114428","0","114428","0","114428",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","2","Mid-level Administration","Part-time Princip/Asst Princip","0","47521","0","47521","0","47521",
"2020","01-Schools","Middle Schools","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","415","33524972","415","33524972","415","33748671",
"2020","01-Schools","Summer School Program","Other Expenses","2","Mid-level Administration","Graduation Expenses","0","3000","0","3000","0","3000",
"2020","01-Schools","Summer School Program","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","104","0","104","0","104",
"2020","01-Schools","Summer School Program","Other Salaries & Wages","2","Mid-level Administration","Support Services Part-time","0","145989","0","145989","0","145989",
"2020","01-Schools","Summer School Program","Other Salaries & Wages","2","Mid-level Administration","Loc Sch Prg-Supp Svc Part-time","0","59166","0","59166","0","59166",
"2020","01-Schools","Summer School Program","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","1000","0","1000","0","1000",
"2020","01-Schools","Summer Up","Other Salaries & Wages","2","Mid-level Administration","Summer Employment-Non-Teaching","0","0","0","0","0","40000",
"2020","01-Schools","Systemwide School Projects","Contractual Services","2","Mid-level Administration","Contractual Services","0","5000","0","5000","0","5000",
"2020","01-Schools","Systemwide School Projects","Other Salaries & Wages","2","Mid-level Administration","Support Services Part-time","0","0","0","0","0","10000",
"2020","01-Schools","Alternative Programs","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","13385","0","13385","0","23385",
"2020","01-Schools","Alternative Programs","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","54845","0","54845","0","54845",
"2020","01-Schools","Alternative Programs","Other Salaries & Wages","3","Instructional Salaries","Summer Employment -Teaching","0","42050","0","42050","0","42050",
"2020","01-Schools","Alternative Programs","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","2520","0","2520","0","2520",
"2020","01-Schools","Alternative Programs","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","30.875","2217368","30.875","2217368","30.875","2233708",
"2020","01-Schools","Career & Post Secondary Partnerships","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","3556","0","3556","0","3556",
"2020","01-Schools","Career & Post Secondary Partnerships","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","9365","0","9365","0","9365",
"2020","01-Schools","Career & Post Secondary Partnerships","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","22179","0","22179","0","22179",
"2020","01-Schools","Carl Sandburg Learning Center","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","1","90506","1","90506","1","91107",
"2020","01-Schools","Curriculum and Content Professional Development","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","927785","0","927785","0","927785",
"2020","01-Schools","Curriculum and Content Professional Development","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends","0","2895853","0","2895853","0","2895853",
"2020","01-Schools","Downcounty Consortium","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","18322","0","18322","0","18322",
"2020","01-Schools","Downcounty Consortium","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","2883","0","2883","0","2883",
"2020","01-Schools","ESOL School-based","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","695.6","59270677","714.2","60232273","713.4","60585817",
"2020","01-Schools","Edison High School of Technology","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","26.25","2262686","26.25","2262686","28.25","2410066",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Class Coverage","0","302020","0","302020","0","302020",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Long Term Leave","0","2141808","0","2141808","0","2141808",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","8168333","0","8168333","0","8151833",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","25273","0","25273","0","25273",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Innovative Schools SSE","0","0","0","0","0","1566708",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Substitute Training","0","101367","0","101367","0","101367",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Lunch Hour Aides","0","1051178","0","1051178","0","1051178",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time Interpreters","0","51005","0","51005","0","51005",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Summer Employment-Non-Teaching","0","1393772","0","1393772","0","53851",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Councils - Teaching & Learning","0","106335","0","106335","0","106335",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Stipends-Extracurr Activities","0","559466","0","589466","0","589466",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Sick/Ann. Leave Reimbursement","0","5581234","0","5581234","0","5581234",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Teacher Supplements/Stipends","0","42170","0","42170","0","42170",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Support Services Substitutes","0","23322","0","23322","0","23322",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Supervisors of Student Tchrs","0","250373","0","250373","0","250373",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","SEIU Elected Representatives","0","373859","0","373859","0","373859",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends","0","601350","0","601350","0","102350",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","91373","0","91373","0","0",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Substitute Teacher Bonus","0","831479","0","831479","0","831479",
"2020","01-Schools","Elementary Schools","Other Salaries & Wages","3","Instructional Salaries","Interpreter Differential","0","57944","0","57944","0","57944",
"2020","01-Schools","Elementary Schools","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","5002.775","390764229","5058.675","393879581","5088.875","397627591",
"2020","01-Schools","Focused Instruction","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","52.5","1830282","52.5","1830282","52.5","1847121",
"2020","01-Schools","Grant - Individuals w/Disabilities Education Act","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","0","0","0","0","1","72380",
"2020","01-Schools","Grant: Carl D. Perkins Voc & Tech - School-based","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","1.5","103714","1.5","103714","1.5","79202",
"2020","01-Schools","Grant: Head Start Programs - School-based","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","23.375","1527713","23.375","1527713","23.375","1527713",
"2020","01-Schools","Grant: Title I, Part A School-based Programs","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","164.19","12246233","164.19","12246233","164.19","12246233",
"2020","01-Schools","Head Start - Local Match School-based","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","29.65","1942833","29.65","1942833","29.65","1956065",
"2020","01-Schools","High School Achievement","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","7468","0","7468","0","7468",
"2020","01-Schools","High School Achievement","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","63688","0","63688","0","63688",
"2020","01-Schools","High School Achievement","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends","0","20402","0","20402","0","20402",
"2020","01-Schools","High School Achievement","Other Salaries & Wages","3","Instructional Salaries","Part-time-Schl Improv Planning","0","248862","0","248862","0","248862",
"2020","01-Schools","High School Achievement","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","238383","0","238383","0","238383",
"2020","01-Schools","High School Achievement","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","195203","0","195203","0","195203",
"2020","01-Schools","High School Intervention","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","2382","0","2382","0","2382",
"2020","01-Schools","High School Intervention","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","20645","0","20645","0","20645",
"2020","01-Schools","High School Intervention","Other Salaries & Wages","3","Instructional Salaries","Online Pathways to Graduation","0","172519","0","172519","0","172519",
"2020","01-Schools","High School Intervention","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","698349","0","698349","0","698349",
"2020","01-Schools","High School Intervention","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","2","124102","2","124102","2","125303",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Class Coverage","0","20000","0","20000","0","20000",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","4357053","0","4357053","0","4357053",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","949811","0","949811","0","949811",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Support Services Substitutes","0","31196","0","31196","0","31196",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time - Student Appeals","0","155543","0","155543","0","155543",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Interpreter Differential","0","2000","0","2000","0","2000",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","10092","0","10092","0","10092",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Sick/Ann. Leave Reimbursement","0","2093758","0","2093758","0","2093758",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Summer Employment-Non-Teaching","0","203265","0","203265","0","203265",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time-Schl Improv Planning","0","248106","0","248106","0","248106",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time - Interschol Sports","0","22004","0","22004","0","22004",
"2020","01-Schools","High Schools","Other Salaries & Wages","3","Instructional Salaries","Stipends-Extracurr Activities","0","6511593","0","6511593","0","6511593",
"2020","01-Schools","High Schools","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","3023.925","263034129","3023.925","263034129","3011.925","264076342",
"2020","01-Schools","MS Extended Day Programs","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","1209","0","1209","0","1209",
"2020","01-Schools","MS Extended Day Programs","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","4252","0","4252","0","4252",
"2020","01-Schools","MS Extended Day Programs","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","508689","0","508689","0","508689",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Class Coverage","0","30000","0","30000","0","30000",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Lunch Hour Aides","0","47398","0","47398","0","47398",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends","0","26647","0","26647","0","26647",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Sick/Ann. Leave Reimbursement","0","1052603","0","1052603","0","1052603",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Part-time - Interschol Sports","0","22893","0","22893","0","22893",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Summer Employment-Non-Teaching","0","106458","0","106458","0","106458",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Stipends-Extracurr Activities","0","1554912","0","1592998","0","1592998",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Support Services Substitutes","0","23621","0","23621","0","23621",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Interpreter Differential","0","5000","0","5000","0","5000",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","121660","0","121660","0","121660",
"2020","01-Schools","Middle Schools","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","3630362","0","3630362","0","3630362",
"2020","01-Schools","Middle Schools","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","2405.018","204631181","2409.018","204631181","2402.818","205918462",
"2020","01-Schools","Prekindergarten & Head Start - School-based","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","126.25","8080148","126.25","8080148","109","7451440",
"2020","01-Schools","Rock Terrace School","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","1","81872","1","81872","0","0",
"2020","01-Schools","School Interventions","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","68449","0","68449","0","68449",
"2020","01-Schools","School Interventions","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","25503","0","25503","0","25503",
"2020","01-Schools","School Interventions","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends","0","65732","0","65732","0","65732",
"2020","01-Schools","School-based Accelerated & Enriched Instruction","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","42596","0","42596","0","42596",
"2020","01-Schools","School-based Career & Tech. Education","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","14069","0","14069","0","14069",
"2020","01-Schools","School-based Career & Tech. Education","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","21642","0","21642","0","21642",
"2020","01-Schools","School-based Career & Tech. Education","Other Salaries & Wages","3","Instructional Salaries","Support Services Part-time","0","2296","0","2296","0","2296",
"2020","01-Schools","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","4495","0","4495","0","4495",
"2020","01-Schools","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","65004","0","65004","0","65004",
"2020","01-Schools","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Summer Employment -Teaching","0","1035714","0","1035714","0","1035714",
"2020","01-Schools","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Local Sch Prog-Admin Part-time","0","79225","0","79225","0","79225",
"2020","01-Schools","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Local School Progs Substitutes","0","5101","0","5101","0","5101",
"2020","01-Schools","Summer School Program","Other Salaries & Wages","3","Instructional Salaries","Local School Progs -Teaching","0","981101","0","981101","0","981101",
"2020","01-Schools","Summer Up","Other Salaries & Wages","3","Instructional Salaries","Summer Employment-Non-Teaching","0","800000","0","800000","0","971888",
"2020","01-Schools","Systemwide School Projects","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends","0","25503","0","25503","0","25503",
"2020","01-Schools","Alternative Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Textbooks","0","4697","0","4697","0","4697",
"2020","01-Schools","Alternative Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Media Center Materials","0","2000","0","2000","0","2000",
"2020","01-Schools","Alternative Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","89265","0","89265","0","79265",
"2020","01-Schools","Career & Post Secondary Partnerships","Supplies & Materials","4","Textbooks And Instructional Supplies","Office Supplies","0","307","0","307","0","307",
"2020","01-Schools","Career & Post Secondary Partnerships","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","49833","0","49833","0","49833",
"2020","01-Schools","Edison High School of Technology","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","121500","0","121500","0","121500",
"2020","01-Schools","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Textbooks","0","2274302","0","2274302","0","2274302",
"2020","01-Schools","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Testing Materials","0","121000","0","121000","0","121000",
"2020","01-Schools","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","10000","0","10000","0","10000",
"2020","01-Schools","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Curriculum","0","0","0","0","0","100000",
"2020","01-Schools","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Media Center Materials","0","1272915","0","1272915","0","1272915",
"2020","01-Schools","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Technology Maint. Supplies","0","491892","0","491892","0","491892",
"2020","01-Schools","Elementary Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","6568713","0","6568713","0","6457645",
"2020","01-Schools","High School Achievement","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","65700","0","65700","0","65700",
"2020","01-Schools","High School Achievement","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","498567","0","498567","0","498567",
"2020","01-Schools","High School Intervention","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","965","0","965","0","965",
"2020","01-Schools","High School Intervention","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","74594","0","74594","0","74594",
"2020","01-Schools","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Textbooks","0","2068390","0","2068390","0","1858390",
"2020","01-Schools","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Gender Equity Supplies","0","1000","0","1000","0","1000",
"2020","01-Schools","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","4357772","0","4357772","0","4567772",
"2020","01-Schools","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","George B Thomas Materials","0","25000","0","25000","0","25000",
"2020","01-Schools","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Athletic Program Support","0","8240","0","8240","0","8240",
"2020","01-Schools","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Media Center Materials","0","870317","0","870317","0","870317",
"2020","01-Schools","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","60000","0","60000","0","60000",
"2020","01-Schools","High Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","SGA Materials","0","2800","0","2800","0","2800",
"2020","01-Schools","MS Extended Day Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","20000","0","20000","0","20000",
"2020","01-Schools","MS Extended Day Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","10000","0","10000","0","10000",
"2020","01-Schools","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Textbooks","0","1626100","0","1626100","0","1626100",
"2020","01-Schools","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","10000","0","10000","0","10000",
"2020","01-Schools","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Media Center Materials","0","861060","0","861060","0","861060",
"2020","01-Schools","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Technology Maint. Supplies","0","14776","0","14776","0","14776",
"2020","01-Schools","Middle Schools","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","3262042","0","3262042","0","3262042",
"2020","01-Schools","School Interventions","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","427827","0","427827","0","427827",
"2020","01-Schools","School-based Career & Tech. Education","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","6200","0","6200","0","6200",
"2020","01-Schools","Summer School Program","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","34068","0","34068","0","34068",
"2020","01-Schools","Summer Up","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","10000","0","10000","0","40000",
"2020","01-Schools","Summer Up","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","100000","0","100000","0","70000",
"2020","01-Schools","Systemwide School Projects","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","0","0","0","0","10000",
"2020","01-Schools","Systemwide School Projects","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","132683","0","0","0","0",
"2020","01-Schools","Alternative Programs","Contractual Services","5","Other Instructional Costs","Contractual Services","0","43235","0","43235","0","43235",
"2020","01-Schools","Alternative Programs","Furniture & Equipment","5","Other Instructional Costs","Additional Furniture/Equipment","0","3000","0","3000","0","3000",
"2020","01-Schools","Alternative Programs","Other Expenses","5","Other Instructional Costs","Non-local Travel","0","4000","0","4000","0","4000",
"2020","01-Schools","Alternative Programs","Other Expenses","5","Other Instructional Costs","Local Travel Mileage","0","2350","0","2350","0","2350",
"2020","01-Schools","Alternative Programs","Other Expenses","5","Other Instructional Costs","Dues, Registrations, Fees","0","1000","0","1000","0","1000",
"2020","01-Schools","Career & Post Secondary Partnerships","Contractual Services","5","Other Instructional Costs","Contractual Services","0","55000","0","55000","0","55000",
"2020","01-Schools","Career & Post Secondary Partnerships","Other Expenses","5","Other Instructional Costs","Non-local Travel","0","1775","0","1775","0","1775",
"2020","01-Schools","Career & Post Secondary Partnerships","Other Expenses","5","Other Instructional Costs","Dues, Registrations, Fees","0","3325","0","3325","0","3325",
"2020","01-Schools","Curriculum and Content Professional Development","Contractual Services","5","Other Instructional Costs","Contractual Services","0","54130","0","54130","0","54130",
"2020","01-Schools","Curriculum and Content Professional Development","Other Expenses","5","Other Instructional Costs","Dues, Registrations, Fees","0","1530","0","1530","0","1530",
"2020","01-Schools","Downcounty Consortium","Contractual Services","5","Other Instructional Costs","Consultants","0","3230","0","3230","0","3230",
"2020","01-Schools","Downcounty Consortium","Contractual Services","5","Other Instructional Costs","Contractual Services","0","2800","0","2800","0","2800",
"2020","01-Schools","Downcounty Consortium","Furniture & Equipment","5","Other Instructional Costs","Non-capitalized Equipment","0","2161","0","2161","0","2161",
"2020","01-Schools","Edison High School of Technology","Contractual Services","5","Other Instructional Costs","Edison Equipment Maintenance","0","15000","0","15000","0","15000",
"2020","01-Schools","Edison High School of Technology","Furniture & Equipment","5","Other Instructional Costs","Furn./Equipment Replacement","0","5000","0","5000","0","5000",
"2020","01-Schools","Edison High School of Technology","Other Expenses","5","Other Instructional Costs","Dues, Registrations, Fees","0","10000","0","10000","0","10000",
"2020","01-Schools","Elementary Schools","Contractual Services","5","Other Instructional Costs","Data Tool","0","1113000","0","1113000","0","1113000",
"2020","01-Schools","Elementary Schools","Contractual Services","5","Other Instructional Costs","Interpreter Services","0","108311","0","108311","0","108311",
"2020","01-Schools","Elementary Schools","Contractual Services","5","Other Instructional Costs","Contractual Services","0","350104","0","359809","0","859809",
"2020","01-Schools","Elementary Schools","Contractual Services","5","Other Instructional Costs","Building Rental","0","93000","0","93000","0","93000",
"2020","01-Schools","Elementary Schools","Contractual Services","5","Other Instructional Costs","Consultants","0","134602","0","134602","0","134602",
