"applicationtype","permitno","worktype","usecode","addeddate","issueddate","finaleddate","status","description","stno","predir","stname","suffix","postdir","city","state","zip","descoflocation","allegheny","bge","comcast","pepco","bus_shelter","verizon","wgl","wssc","location"
"PUBLIC RIGHT OF WAY","243191","INSTALL","PUBLIC UTILITY","2006-02-08T02:02:52.000","2006-02-23T02:02:00.000","2008-02-06T02:02:31.000","Finaled","* Pre-Construction Meeting Required * Contact MC.DPS Inspector Robert Bucklin @ 301-370-3683  *  Install 3/4-inch gas service. Complete repair & restoration of the right of way shall be made, ""in-kind"", of any and all damages done to the existing improvements in the public right-of-way caused by construction operations on this site. * Notify MC.DPS Inspector When Work Is Complete * Utility Representative:  Charlie Holmon @ 202-624-6054 * WGL #39730","5615",,"NAMAKAGAN","RD",,"BETHESDA","MD","20816",,,,,,,,,,"5615 NAMAKAGAN RD
BETHESDA, MD 20816
(38.959171, -77.11425)"
"PUBLIC RIGHT OF WAY","364486","INSTALL","PUBLIC UTILITY","2018-08-01T09:08:06.000","2018-08-10T12:08:33.000","2019-06-03T09:06:41.000","Finaled","Install riser, cable and associated equipment in accordance with PEPCO PLAN NO. 3560245.&nbsp;&nbsp;&nbsp; Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector.&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction.&nbsp; Traffic control must be coordinated with ROW permit# 362317 TCP&nbsp;on site.&nbsp;&nbsp; All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.","5412",,"RANDOLPH","RD",,"ROCKVILLE","MD","20852","Rockville - 5412 Randolph Rd",,,,"3560245",,,,,"5412 RANDOLPH RD
ROCKVILLE, MD 20852
(39.053447, -77.108124)"
"PUBLIC RIGHT OF WAY","364566","INSTALL","PUBLIC UTILITY","2018-08-07T07:08:48.000","2018-08-14T08:08:20.000","2019-06-03T09:06:45.000","Finaled","Install pole, cable and associated equipment in accordance with PEPCO PLAN NO. 3580201. Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector.&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction.&nbsp; All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.","5412",,"RANDOLPH","RD",,"ROCKVILLE","MD","20852","Rockville - 5412 Randolph Rd",,,,"3580201",,,,,"5412 RANDOLPH RD
ROCKVILLE, MD 20852
(39.053447, -77.108124)"
"PUBLIC RIGHT OF WAY","359395","CONSTRUCT","DRIVEWAY","2017-08-15T10:08:33.000","2017-10-26T01:10:06.000","2019-06-03T01:06:17.000","Completed","DW Permit (Residential) Remove existing driveway and construct MC-301.05 type driveway in accordance with Montgomery County Standards and Specifications.&nbsp; Work shall be complete as directed by the DPS ROW Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; Complete repair (restoration of right of way) shall be made of any and all damages done to existing improvements in the public right of way caused by construction operations on this site.&nbsp; All lane and sidewalk closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp;&nbsp; (Complete ROW tree protection&nbsp;per MC DPS approved Tree Protection Plan.) Roadside Tree Plan Install tree protection fence along the limits of disturbance&nbsp;when working with the critical root zone of&nbsp;the 4"" cherry tree located in the ROW adjacent to 5108.&nbsp; Tree protection fence must be installed prior to all construction activity and remain intact until construction is complete.&nbsp; See plan for details.","5106",,"SARATOGA","AVE",,"BETHESDA","MD","20816",,,,,,,,,,"5106 SARATOGA AVE
BETHESDA, MD 20816
(38.958185, -77.097191)"
"PUBLIC RIGHT OF WAY","374147","RESTORE AND / OR REPAIR","MISCELLANEOUS","2020-03-17T09:03:32.000",,,"Open","Clear trash, debris and invasive plants from right-of-way","100",,"WARRENTON","DR",,"SILVER SPRING","MD","20904",,,,,,,,,,"100 WARRENTON DR
SILVER SPRING, MD 20904
(39.0536, -77.006682)"
"PUBLIC RIGHT OF WAY","214876","CONSTRUCT","DRIVEWAY","2001-12-12T09:12:14.000","2001-12-12T12:12:00.000","2002-04-19T02:04:25.000","Completed","Construct the following type driveway in accordance with Montgomery County Standards and Specifications and the direction of the DPS Inspector.  All future maintenance of this apron will be the responsibility of the property owner.

	MCDOT Standard: MC  301.03
Note:  Widen the existing driveway as directed by the DPS Field Inspector. Remove the existing bushes on each side of the existing apron.","11704",,"IBSEN","DR",,"ROCKVILLE","MD","20852",,,,,,,,,,"11704 IBSEN DR
ROCKVILLE, MD 20852
(39.04875, -77.133904)"
"PUBLIC RIGHT OF WAY","230509","CONSTRUCT","DRIVEWAY","2004-07-20T09:07:04.000","2004-07-26T01:07:00.000","2007-10-02T10:10:35.000","Completed","DW Permit: ""CONSTRUCT TWO DRIVEWAYS FOR CIRCULAR DRIVE AS DIRECTED""	
Construct the following type driveway in accordance with Montgomery County Standards and Specifications and the direction of the DPS Inspector.  All future maintenance of this apron will be the responsibility of the property owner.

	MCDOT Standard: MC  301.03","21401",,"RIDGECROFT","DR",,"BROOKEVILLE","MD","20833",,,,,,,,,,"21401 RIDGECROFT DR
BROOKEVILLE, MD 20833
(39.210381, -77.050321)"
"PUBLIC RIGHT OF WAY","239330","RESTORE AND / OR REPAIR","DRIVEWAY","2005-08-26T10:08:48.000","2005-08-26T10:08:00.000","2005-09-09T10:09:48.000","Completed","Remove and Replace:
Remove and replace any and all material that may have failed due to defective material or workmanship","19901",,"BELLE CHASE","DR",,"GAITHERSBURG","MD","20882",,,,,,,,,,"19901 BELLE CHASE DR
GAITHERSBURG, MD 20882
(39.186733, -77.136682)"
"PUBLIC RIGHT OF WAY","301947","INSTALL","PUBLIC UTILITY","2013-09-25T04:09:21.000","2013-10-22T09:10:46.000","2020-03-17T10:03:40.000","Finaled","Replace&nbsp;gas service via key holes in accordance with WASHINGTON GAS PLAN NO. 211993. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County <SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 11pt; mso-fareas",,,,,,,,,"BETWEEN WESTVIEW DR & SALISBURY RD",,,,,,,"211993",,
"PUBLIC RIGHT OF WAY","369108","INSTALL","PUBLIC UTILITY","2019-05-21T02:05:12.000","2019-06-03T12:06:39.000",,"Issued","Renew sewer house connection in accordance with WSSC permit, plans and specifications. Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector.&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction. All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.","4402",,"COLFAX","ST",,"KENSINGTON","MD","20895",,,,,,,,,"LC6375A17, LC6376A17","4402 COLFAX ST
KENSINGTON, MD 20895
(39.02769, -77.085319)"
"PUBLIC RIGHT OF WAY","369213","INSTALL","PUBLIC UTILITY","2019-05-28T03:05:00.000","2019-06-03T09:06:29.000",,"Issued","Install cable and associated equipment to provide 400 amp residential house service in accordance with PEPCO PLAN NO.15917128. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Must check MCDOT Paving Project Schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.",,,,,,,,,"Bethesda Md - 9209 Topeka St",,,,"15917128",,,,,
"PUBLIC RIGHT OF WAY","368980","REMOVE AND REPLACE","DRIVEWAY","2019-05-14T03:05:04.000","2019-06-03T09:06:51.000","2019-08-02T09:08:29.000","Completed","Residential Driveway - remove existing apron/driveway and replace with&nbsp;MCDOT Standard&nbsp;MC-301.05 type driveway in accordance with the County Design Standards.&nbsp; All works in the ROW shall be performed as directed by DPS ROW inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction.&nbsp;&nbsp; All lane and sidewalk closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the inspector. Maryland DNR permit is not required .","8301",,"MELODY","CT",,"BETHESDA","MD","20817",,,,,,,,,,"8301 MELODY CT
BETHESDA, MD 20817
(38.992869, -77.134773)"
"PUBLIC RIGHT OF WAY","302404","INSTALL","PUBLIC UTILITY","2013-10-03T03:10:15.000","2013-10-25T10:10:09.000","2020-03-17T10:03:52.000","Finaled","No pavement cuts are permitted.&nbsp; Access to manhole for lining in accordance with WSSC plans. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector. &nbsp;&nbsp;Must check MCDOT Paving Project Schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.",,,,,,,,,"BRISTOL AVENUE",,,,,,,,"CI5218A11",
"PUBLIC RIGHT OF WAY","239414","RESTORE AND / OR REPAIR","DRIVEWAY","2005-08-30T10:08:50.000","2005-08-30T10:08:00.000","2005-10-06T02:10:20.000","Completed","repair existing driveway
301.01	
Construct the following type driveway in accordance with Montgomery County Standards and Specifications and the direction of the DPS Inspector.  All future maintenance of this apron will be the responsibility of the property owner.","13513",,"CREEKSIDE","DR",,"SILVER SPRING","MD","20904",,,,,,,,,,"13513 CREEKSIDE DR
SILVER SPRING, MD 20904
(39.079315, -76.967201)"
"PUBLIC RIGHT OF WAY","369227","INSTALL","PUBLIC UTILITY","2019-05-29T02:05:05.000","2019-06-03T12:06:29.000","2022-02-18T02:02:22.000","Finaled","&nbsp;PLACE HUB AND DISTRIBUTION FIBER, splice and test aerial/buried fiber optic cable facilities in accordance with VERIZON PLAN NO. 1A2Y7SF. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG). A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp;&nbsp; Must check MCDOT Paving Project Schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.","20520",,"MOUTH OF MONOCACY","RD",,"DICKERSON","MD","20842",,,,,,,,,,"20520 MOUTH OF MONOCACY RD
DICKERSON, MD 20842
(39.225087, -77.429048)"
"PUBLIC RIGHT OF WAY","357364","INSTALL","PUBLIC UTILITY","2017-03-31T11:03:40.000","2017-04-03T08:04:13.000","2022-02-28T11:02:06.000","Finaled","Replace pole.&nbsp; Remove and install cable, cutouts and associated equipment in accordance with PEPCO PLAN NO.: 3537642.&nbsp; Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.",,,,,,,,,"MEREDITH AVE @ BLUEFORD AVE,  MEREDITH AVE OFF CAPITOL VIEW AVE, DRUMM AVE @ FERNDALE ST.",,,,"WR#3537642",,,,,
"PUBLIC RIGHT OF WAY","361639","INSTALL","PUBLIC UTILITY","2018-01-16T01:01:18.000","2018-01-26T03:01:06.000","2022-02-28T02:02:38.000","Finaled","REPLACE EXISTING POLES&nbsp;in accordance with PEPCO PLAN NO. 3565684. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Permittee must check and coordinate with MCDOT paving project schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.",,,,,,,,,"9376 GAITHER RD

GAITHERSBURG, MD 20877",,,,"3565684",,,,,
"PUBLIC RIGHT OF WAY","354418","INSTALL","PUBLIC UTILITY","2016-09-13T12:09:12.000","2016-09-29T03:09:16.000","2021-09-07T08:09:06.000","Finaled","Under the pavement cut moratorium until 5/20/18.&nbsp; A full width 2� mill and overlay&nbsp;is required&nbsp;per the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp;&nbsp;Replace gas service in accordance with WASHINGTON GAS PLAN NO. 650882. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.

&nbsp;","1916",,"KIMBERLY","RD",,"SILVER SPRING","MD","20903",,,,,,,,"650882",,"1916 KIMBERLY RD
SILVER SPRING, MD 20903
(39.030458, -76.971636)"
"PUBLIC RIGHT OF WAY","302415","INSTALL","PUBLIC UTILITY","2013-10-03T03:10:41.000","2013-10-25T11:10:11.000","2020-03-17T10:03:00.000","Finaled","No pavement cuts are permitted.&nbsp; Access to manhole for lining in accordance with WSSC plans. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector. &nbsp;&nbsp;Must check MCDOT Paving Project Schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.",,,,,,,,,"DENVER ROAD - access to 06027050M and 06027051N for pipe lining",,,,,,,,"CI5218A11",
