Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation,Council Districts,Councils,Communities,Zip Codes,Municipalities
05/31/2022,16:02:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,355 / PROFESSIONAL,39.1662146666667,-77.2287361666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(c),Transportation Article,False,WHITE,M,CUMBERLAND,MD,MD,A - Marked Patrol,"(39.1662146666667, -77.2287361666667)",2,2,39,31,1
05/24/2022,17:34:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,SHADY GROVE RD/COMPRINT,0,0,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,BLACK,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(0.0, 0.0)",,,,,
05/03/2022,21:36:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO YIELD RIGHT-OF-WAY TO VEH. WHEN UNSAFELY CROSSING ROADWAY,SHADY GROVE / COMPRINT CT,39.1190228333333,-77.1818243333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(b),Transportation Article,False,WHITE,M,DISTRICT HEIGHTS,MD,MD,A - Marked Patrol,"(39.1190228333333, -77.1818243333333)",3,3,25,71,12
05/03/2022,21:37:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO YIELD RIGHT-OF-WAY TO VEH. WHEN UNSAFELY CROSSING ROADWAY,SHADY GROVE / COMPRINT CT,39.1189975,-77.1818848333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(b),Transportation Article,False,WHITE,F,DISTRICT HEIGHTS,MD,MD,A - Marked Patrol,"(39.1189975, -77.1818848333333)",3,3,25,71,12
05/03/2022,21:35:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO YIELD RIGHT-OF-WAY TO VEH. WHEN UNSAFELY CROSSING ROADWAY,SHADY GROVE / COMPRINT CT,39.1189825,-77.181914,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(b),Transportation Article,False,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1189825, -77.181914)",3,3,25,71,12
04/28/2022,16:24:00,MCP,"5th District, Germantown",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,355 @ SHADY GROVE,39.1231045,-77.1780558333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,BLACK,M,CHICAGO,IL,IL,A - Marked Patrol,"(39.1231045, -77.1780558333333)",3,3,36,35,1
04/28/2022,16:27:00,MCP,"5th District, Germantown",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,355 @ SHADY GROVE,39.1230665,-77.1783225,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1230665, -77.1783225)",3,3,36,35,1
04/28/2022,20:49:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO YIELD RIGHT-OF-WAY TO VEH. WHEN UNSAFELY CROSSING ROADWAY,MD 355 / PARAMOUNT PARK DR,39.1602316666667,-77.2212466666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(b),Transportation Article,False,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1602316666667, -77.2212466666667)",3,3,36,31,21
04/28/2022,16:26:00,MCP,"5th District, Germantown",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,355 @ SHADY GROVE,39.1230675,-77.178288,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1230675, -77.178288)",3,3,36,35,1
04/21/2022,12:21:00,MCP,"6th District, Gaithersburg / Montgomery Village","PEDESTRIAN FAIL TO OBEY  ""UPRAISED HAND"" SIGNAL",N FREDERICK AVE / TRAVIS AVE,39.1620716666667,-77.221825,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1620716666667, -77.221825)",3,3,36,31,21
04/20/2022,16:25:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,SHADY GROVE/355,39.1227776666667,-77.1773993333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(c),Transportation Article,False,WHITE,F,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol,"(39.1227776666667, -77.1773993333333)",3,3,36,51,1
04/11/2022,09:16:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO WALK ON RIGHT HALF CROSSWALKWHERE PRACTICABLE,COLESVILLE RD @ WAYNE AVE,39.0694605,-77.1618493333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-505,Transportation Article,False,BLACK,M,NO FIXED,XX,XX,A - Marked Patrol,"(39.0694605, -77.1618493333333)",3,3,25,53,12
04/11/2022,09:16:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE WHEN NOT IN CROSSWALK TO YIELD RIGHT-OF-WAY TO APPROACHING VEH.,COLESVILLE RD @ WAYNE AVE,39.0694605,-77.1618493333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-503(a),Transportation Article,False,BLACK,M,NO FIXED,XX,XX,A - Marked Patrol,"(39.0694605, -77.1618493333333)",3,3,25,53,12
04/11/2022,21:04:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO WALK ON RIGHT HALF CROSSWALKWHERE PRACTICABLE,CLOPPER / FIRSTFIELD,39.1457466666667,-77.2215116666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-505,Transportation Article,False,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1457466666667, -77.2215116666667)",3,3,36,33,21
04/11/2022,21:01:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO WALK ON RIGHT HALF CROSSWALKWHERE PRACTICABLE,CLOPPER / FIRST FIELD,39.1454733333333,-77.2216183333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-505,Transportation Article,False,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1454733333333, -77.2216183333333)",3,3,36,33,21
04/02/2022,07:32:00,MCP,"4th District, Wheaton",PEDESTRIAN UNSAFELY CROSSING IN PATH OF VEH.,2509 UNIVERSITY BLVD W,39.0415833333333,-77.0524066666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-502(b),Transportation Article,False,HISPANIC,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0415833333333, -77.0524066666667)",4,4,16,17,1
03/28/2022,18:35:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN DIAGONALLY CROSSING ROADWAY INTERSECTION W/O TRAFFIC DEVICE AUTHORIZATION,CHRISTOPHER AVE / RUSSELL AVE,39.1579903333333,-77.2133003333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(d),Transportation Article,False,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1579903333333, -77.2133003333333)",3,3,36,31,21
03/28/2022,18:37:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN DIAGONALLY CROSSING ROADWAY INTERSECTION W/O TRAFFIC DEVICE AUTHORIZATION,CHRISTOPHER AVE / RUSSELL AVE,39.1580041666667,-77.2132645,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(d),Transportation Article,False,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1580041666667, -77.2132645)",3,3,36,31,21
03/24/2022,16:53:00,MCP,"1st District, Rockville",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,RANDOLPH RD / SELFRIDGE RD,39.0538433333333,-77.0809216666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0538433333333, -77.0809216666667)",4,4,56,6,1
03/24/2022,16:53:00,MCP,"1st District, Rockville",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,RANDOLPH RD / SELFRIDGE RD,39.0538433333333,-77.0809216666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(c),Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0538433333333, -77.0809216666667)",4,4,56,6,1
03/09/2022,21:25:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,GERMANTOWN RD / CRYSTAL ROCK DR,39.1804316666667,-77.26182,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(c),Transportation Article,False,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1804316666667, -77.26182)",2,2,39,39,1
03/09/2022,21:27:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,GERMANTOWN RD / CRYSTAL ROCK DR,39.18058,-77.2620483333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(c),Transportation Article,False,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.18058, -77.2620483333333)",2,2,39,39,1
03/09/2022,21:28:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,GERMANTOWN RD / CRYSTAL ROCK DR,39.1806833333333,-77.2619383333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(c),Transportation Article,False,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1806833333333, -77.2619383333333)",2,2,39,39,1
03/09/2022,17:56:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,S. WESTLAND RD / FREDERICK RD,39.1266365,-77.1826658333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(c),Transportation Article,False,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1266365, -77.1826658333333)",3,3,36,35,1
03/05/2022,04:41:00,MCP,"3rd District, Silver Spring","PEDESTRIAN FAIL TO OBEY ""DONT WALK"", ""UPRAISED HAND"" SIGNAL",BRIGGS CHANEY RD /CASTLE BLVD,39.081693,-76.9459638333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-203(c),Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.081693, -76.9459638333333)",5,5,53,12,1
03/04/2022,13:24:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,355/TRAVIS,39.1615906666667,-77.2225755,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,WHITE,F,GERMANTOWN,MD,MD,B - Unmarked Patrol,"(39.1615906666667, -77.2225755)",3,3,36,31,21
03/01/2022,08:59:00,MCP,"4th District, Wheaton",PEDESTRIAN UNSAFELY CROSSING IN PATH OF VEH.,SB GEORGIA AVE AT UNIVERSITY BLVD W.,39.04188,-77.05255,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-502(b),Transportation Article,False,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.04188, -77.05255)",4,4,16,17,1
02/24/2022,16:15:00,MCP,"5th District, Germantown",PEDESTRIAN DIAGONALLY CROSSING ROADWAY INTERSECTION W/O TRAFFIC DEVICE AUTHORIZATION,SHADY GROVE @ CORPORATE BLVD,39.1139463333333,-77.186366,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(d),Transportation Article,False,WHITE,M,BRYANS ROAD,MD,MD,A - Marked Patrol,"(39.1139463333333, -77.186366)",3,3,36,35,1
02/23/2022,16:03:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE WHEN NOT IN CROSSWALK TO YIELD RIGHT-OF-WAY TO APPROACHING VEH.,GIRARD / N SUMMIT,39.1506805,-77.1915145,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(a),Transportation Article,False,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1506805, -77.1915145)",3,3,36,35,21
02/18/2022,15:44:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO WALK ON RIGHT HALF CROSSWALKWHERE PRACTICABLE,N FREDERICK AVE / TRAVIS AVE,39.1616798333333,-77.2233331666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-505,Transportation Article,False,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1616798333333, -77.2233331666667)",3,3,36,31,21
02/18/2022,15:44:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE WHEN NOT IN CROSSWALK TO YIELD RIGHT-OF-WAY TO APPROACHING VEH.,N FREDERICK AVE / TRAVIS AVE,39.1616798333333,-77.2233331666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(a),Transportation Article,False,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1616798333333, -77.2233331666667)",3,3,36,31,21
02/11/2022,17:12:00,MCP,"5th District, Germantown",PEDESTRIAN DIAGONALLY CROSSING ROADWAY INTERSECTION W/O TRAFFIC DEVICE AUTHORIZATION,355 @ PROFESSIONAL DR,39.163788,-77.2261365,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(d),Transportation Article,False,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.163788, -77.2261365)",3,3,36,31,21
12/27/2021,17:11:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO WALK ON RIGHT HALF CROSSWALKWHERE PRACTICABLE,FREDERICK / PLUMMER DR,39.171756,-77.2358176666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-505,Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.171756, -77.2358176666667)",2,2,39,36,1
12/20/2021,16:22:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,SHADY GROVE/PLEASANT,0,0,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(c),Transportation Article,False,BLACK,M,MT AIRY,MD,XX,B - Unmarked Patrol,"(0.0, 0.0)",,,,,
12/14/2021,16:27:00,MCP,"6th District, Gaithersburg / Montgomery Village",PEDESTRIAN FAILURE TO WALK ON RIGHT HALF CROSSWALKWHERE PRACTICABLE,CONTOUR / ODENDHALL,39.1562116666667,-77.1993933333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-505,Transportation Article,False,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1562116666667, -77.1993933333333)",2,2,38,28,1
11/30/2021,13:34:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,FENTON & WAYNE,38.9954383333333,-77.024565,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-503(c),Transportation Article,False,BLACK,M,WEEATON,MD,MD,A - Marked Patrol,"(38.9954383333333, -77.024565)",5,5,7,3065,1
11/29/2021,12:18:00,MCP,Headquarters and Special Operations,PEDESTRIAN ENTERING ROADWAY AGAINST RED TRAFFIC SIGNAL,SILGO AV & FENTON,38.9906316666667,-77.0241483333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-202(l),Transportation Article,False,WHITE,F,GREENBELT,MD,MD,A - Marked Patrol,"(38.9906316666667, -77.0241483333333)",5,5,7,3065,1
11/29/2021,10:04:00,MCP,"2nd District, Bethesda",PEDESTRIAN UNSAFELY CROSSING IN PATH OF VEH.,5113 MANNING RD,38.9785683333333,-77.1026116666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-502(b),Transportation Article,False,OTHER,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(38.9785683333333, -77.1026116666667)",1,1,12,111,1
11/24/2021,15:30:00,MCP,"5th District, Germantown",PEDESTRIAN DIAGONALLY CROSSING ROADWAY INTERSECTION W/O TRAFFIC DEVICE AUTHORIZATION,QUINCE ORCHARD RD AND CLOPPER RD,39.1430093333333,-77.2206563333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(d),Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1430093333333, -77.2206563333333)",3,3,36,33,21
11/04/2021,15:51:00,MCP,Headquarters and Special Operations,"PEDESTRIAN FAIL TO OBEY  ""UPRAISED HAND"" SIGNAL",WISCONSIN AVE & CHASE,38.988135,-77.0933916666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-203(c),Transportation Article,False,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol,"(38.988135, -77.0933916666667)",1,1,12,111,1
11/04/2021,16:00:00,MCP,Headquarters and Special Operations,"PEDESTRIAN FAIL TO OBEY  ""UPRAISED HAND"" SIGNAL",WISCONSIN AVE & CHELTENHAM DR,38.9881383333333,-77.0951783333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,WHITE,F,DENVER,CO,CO,A - Marked Patrol,"(38.9881383333333, -77.0951783333333)",1,1,12,111,1
11/04/2021,15:59:00,MCP,Headquarters and Special Operations,"PEDESTRIAN FAIL TO OBEY  ""UPRAISED HAND"" SIGNAL",WISCONSIN AVE & CHELTENHAM DR,38.9882783333333,-77.0952666666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,BLACK,M,KENSINGTON,MD,MD,A - Marked Patrol,"(38.9882783333333, -77.0952666666667)",1,1,12,111,1
10/15/2021,21:40:00,MCP,"3rd District, Silver Spring",PEDESTRIAN UNSAFELY CROSSING IN PATH OF VEH.,NEW HAMPSHIRE AVE @ LOCKWOOD DR,39.0400961666667,-76.9909536666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-502(b),Transportation Article,False,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0400961666667, -76.9909536666667)",5,5,18,21,1
10/12/2021,11:58:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,DARNSTOWN & QO SHOPPING CENTER,39.11764,-77.2513733333333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-503(c),Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.11764, -77.2513733333333)",3,3,36,33,21
10/12/2021,12:01:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,DARNSTOWN & QO SHOPPING CENTER,39.1178133333333,-77.2513466666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-503(c),Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1178133333333, -77.2513466666667)",3,3,36,33,21
10/11/2021,13:45:00,MCP,Headquarters and Special Operations,"PEDESTRIAN FAIL TO OBEY ""DONT WALK"", ""UPRAISED HAND"" SIGNAL",28 AND QUINCE ORCHARD RD,39.2599016666667,-77.1690666666667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,False,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.2599016666667, -77.1690666666667)",2,2,46,29,1
