"company","fund","cost_center","program","business_unit","ledger_account","spend_category_as_worktag","accounting_date","ledger_budget_debit_minus"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","Gasoline [31.000600]","2020-05-01T00:00:00.000","128.48"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","Gasoline [31.000600]","2020-05-01T00:00:00.000","60.42"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-16T00:00:00.000","53.00"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-05-05T00:00:00.000","474.77"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-11T00:00:00.000","61.17"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-09T00:00:00.000","39.53"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-19T00:00:00.000","20.45"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-20T00:00:00.000","264.45"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-20T00:00:00.000","264.45"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-20T00:00:00.000","264.45"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-20T00:00:00.000","385.58"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-20T00:00:00.000","118.64"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-30T00:00:00.000","564.43"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-30T00:00:00.000","32.99"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-01T00:00:00.000","46.22"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-01T00:00:00.000","1101.91"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-01T00:00:00.000","230.74"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-01T00:00:00.000","592.81"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-02T00:00:00.000","2641.20"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-02T00:00:00.000","943.99"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-02T00:00:00.000","4982.77"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-06T00:00:00.000","170.02"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-06T00:00:00.000","435.85"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-06T00:00:00.000","31.09"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-06T00:00:00.000","756.50"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-06T00:00:00.000","22.00"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-06T00:00:00.000","22.07"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-06T00:00:00.000","1144.60"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-07T00:00:00.000","94.36"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-07T00:00:00.000","137.38"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-07T00:00:00.000","62.30"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-07T00:00:00.000","-358.87"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-07T00:00:00.000","521.22"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-08T00:00:00.000","308.03"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-08T00:00:00.000","452.83"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-08T00:00:00.000","198.51"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-11T00:00:00.000","340.33"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-16T00:00:00.000","879.40"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-16T00:00:00.000","153.15"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-17T00:00:00.000","67.12"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-17T00:00:00.000","12.56"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-17T00:00:00.000","99.90"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-17T00:00:00.000","179.92"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-17T00:00:00.000","347.20"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-17T00:00:00.000","177.97"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-17T00:00:00.000","81.38"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-17T00:00:00.000","6.98"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-20T00:00:00.000","24.08"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-20T00:00:00.000","18.90"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-20T00:00:00.000","242.43"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-20T00:00:00.000","129.35"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-23T00:00:00.000","1892.80"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-23T00:00:00.000","-1892.80"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-27T00:00:00.000","39.63"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-27T00:00:00.000","2335.95"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-27T00:00:00.000","2949.89"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-27T00:00:00.000","-25.60"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-05-07T00:00:00.000","1119.86"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-05-07T00:00:00.000","358.87"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-05-11T00:00:00.000","1119.86"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-05-14T00:00:00.000","123.70"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-05-14T00:00:00.000","0.00"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-05-19T00:00:00.000","4251.91"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-05-19T00:00:00.000","30.75"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-01T00:00:00.000","4666.02"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-01T00:00:00.000","54.30"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-01T00:00:00.000","49.43"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-01T00:00:00.000","306.26"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-01T00:00:00.000","1239.75"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-01T00:00:00.000","82.52"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-01T00:00:00.000","3007.05"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-02T00:00:00.000","29.73"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-07T00:00:00.000","191.74"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-12T00:00:00.000","1722.00"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-12T00:00:00.000","241.90"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-12T00:00:00.000","104.60"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-15T00:00:00.000","13.21"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-17T00:00:00.000","120.40"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-17T00:00:00.000","17.58"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-18T00:00:00.000","2259.31"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-19T00:00:00.000","52.30"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-22T00:00:00.000","269.63"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-25T00:00:00.000","148.68"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-25T00:00:00.000","82.55"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-29T00:00:00.000","1584.96"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-29T00:00:00.000","3861.93"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-07-01T00:00:00.000","-3007.05"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-07-01T00:00:00.000","3007.05"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-07-20T00:00:00.000","44.62"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-07-20T00:00:00.000","37.45"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-08-01T00:00:00.000","-54.30"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-08-01T00:00:00.000","-3007.05"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-09-01T00:00:00.000","3007.05"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-09-01T00:00:00.000","35.15"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-09-01T00:00:00.000","896.06"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-09-01T00:00:00.000","1565.03"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-09-15T00:00:00.000","2958.90"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-09-16T00:00:00.000","33.04"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-09-21T00:00:00.000","15.42"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-10-01T00:00:00.000","-269.63"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-10-08T00:00:00.000","473.80"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-10-09T00:00:00.000","131.59"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-10-09T00:00:00.000","427.79"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-10-09T00:00:00.000","156.45"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-10-14T00:00:00.000","75.28"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-10-19T00:00:00.000","12.07"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-11-20T00:00:00.000","30.83"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-12-03T00:00:00.000","202.71"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-08-31T00:00:00.000","-13302.00"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-12-03T00:00:00.000","-955.88"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-07T00:00:00.000","14445.00"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-03-19T00:00:00.000","2027.23"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-06-10T00:00:00.000","2699.45"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","CV19 COVID-19","52520P0 Disaster Response","Supplies","General Supplies [31.004100]","2020-04-20T00:00:00.000","5.48"
