"the_geom","objectid","taxparcelnumber","taxparceltype","taxparcellevel","taxparcelunit","taxparcelunittype","effectivedate","retireddate","taxparcelmultipartcount","subtypecd","taxparcelcomment","editdate","delivery_address","city_state","zipcode","site_address","business_name","land_acres","land_value","improvement_value","taxable_value","use_code","tax_area_code","landuse_description","tax_senior_exemption","legal_description","exemption_code","rtsqq","x_coordinate","y_coordinate","longitude","latitude","maplegend","shape_area","shape_length"
"MULTIPOLYGON (((-122.506704123767 47.147471644881, -122.50694152467 47.147331076112, -122.507125067856 47.147476847209, -122.5068875862 47.147615816313, -122.506704123767 47.147471644881)))","17204","0219118006","Base Parcel","0",,,,,"1","0",,"2014-07-18T09:50:45.000Z","12039 PACIFIC HWY SW","LAKEWOOD, WA","98499-1015","12039 PACIFIC HWY SW","MADIGAN MOTEL ACCESS","0.1309","88500","0","88500","1600","760","HOTELS/MOTELS",,"Section 11  Township 19  Range 02  Quarter 41 :   L 2  S P 77-550 OUT OF 4-110 SEG K-1906 GG GG PP (DCJEAEMS3-15-82)",,,"1141089.2232","667924.0794","-122.50691","47.14747","Base Parcel","5451.70416259766","295.795778995009"
"MULTIPOLYGON (((-122.487058358479 47.248546779698, -122.487059306534 47.248401919868, -122.487595780057 47.248405015132, -122.487596371122 47.248549883681, -122.487058358479 47.248546779698)))","18281","0220018013","Base Parcel","0",,,"2022-05-18T00:00:00.000Z",,"1","0",,"2022-05-23T11:58:49.000Z","1305 S DURANGO ST","TACOMA, WA","98405-2037","1305 S DURANGO ST",,"0.1625","226700","274200","500900","1101","005","SINGLE FAMILY DWELLING",,"Section 01  Township 20  Range 02  Quarter 41  L 2 OF SP 2022-05-18-5006 EASE OF REC OUT OF 02-20-01-4-003 SEG 2022-0465 05/23/22 JP",,,"1146889.6211","704628.0862","-122.48733","47.24848","Base Parcel","7050.31439208984","372.549442416586"
"MULTIPOLYGON (((-122.567315521988 46.952278884272, -122.568649172095 46.952007872423, -122.568873025648 46.95221385154, -122.568878802123 46.952300405916, -122.568884926976 46.95253713087, -122.567295103684 46.952523102482, -122.566909228695 46.952519694264, -122.566874687329 46.952519389016, -122.56692806997 46.952467239584, -122.56692844865 46.952466866614, -122.566929151023 46.952466180632, -122.566986145008 46.952410513626, -122.567069775631 46.952328820541, -122.5671948345 46.952303422106, -122.567195562302 46.952303264492, -122.567315521988 46.952278884272)))","14773","0217216022","Base Parcel","0",,,,,"1","0",,"2013-08-21T10:37:10.000Z","10123 337TH ST S","ROY, WA","98580-9434","10123 337TH ST S",,"1.4258","331800","454000","785800","1101","155","SINGLE FAMILY DWELLING",,"Section 21  Township 17  Range 02  Quarter 22  : L 1 OF SP 89-04-14-0079 EASE OF RECORD  OUT OF 02-17-21-2-003 & 1-034 SEG B-0174 JG7/18/90AT",,,"1124012.3615","597172.0135","-122.56807","46.95234","Base Parcel","62338.1667480469","1209.95828316917"
"MULTIPOLYGON (((-122.650372132099 47.377317986663, -122.650404426806 47.377308955978, -122.650430293993 47.377576700889, -122.650241252645 47.377678921786, -122.650272002993 47.377710438313, -122.65031429684 47.377757253378, -122.650229095013 47.37779399221, -122.650176001322 47.377817248013, -122.650100967144 47.377850114102, -122.64995540123 47.37772752715, -122.649909695499 47.37771427856, -122.649650372038 47.37764449834, -122.649762484603 47.377508894385, -122.649824287713 47.37742562511, -122.650164264709 47.377358938688, -122.650372132099 47.377317986663)))","12002","0122237031","Base Parcel","0",,,,,"1","0",,"2012-01-25T13:28:35.000Z","PO BOX 674","WAUNA, WA","98395-0674","XXX 84TH AVE NW",,"0.5399","5500","0","5500","4830","471","DRAINFLDS  CATCH BASINS",,"Section 23 Township 22 Range 01 Quarter 33 : L 2 OF S P 86-04-16-0312 TOG/W EASE OF RECORD OUT OF 7-028 SEG X-0182 CK ES",,,"1107762.3106","752755.5031","-122.65009","47.37756","Base Parcel","21944.8569335938","633.913291194747"
"MULTIPOLYGON (((-122.526498772285 47.234161975897, -122.526492840042 47.233766039317, -122.527099038713 47.233758564361, -122.527120794694 47.233758295894, -122.527122794435 47.234154768438, -122.527040102091 47.23415566057, -122.526498772285 47.234161975897)))","19858","0220108021","Base Parcel","0",,,,,"1","0",,"2017-04-04T15:01:40.000Z","2814 67TH AVE W","UNIVERSITY PLACE, WA","98466-5904","2814 67TH AVE W",,"0.5299","338200","276800","615000","1101","752","SINGLE FAMILY DWELLING",,"Section 10 Township 20 Range 02 Quarter 41 : L 1 OF SHORT PLAT 81-06-17-0373 EASE OF RECORD OUT OF 4-020 SEG R-0481 PP EMS",,,"1136951.0299","699584.777","-122.52681","47.23396","Base Parcel","22474.5804443359","600.108895362509"
"MULTIPOLYGON (((-122.64251764144 47.313700686093, -122.641622786157 47.313699718195, -122.641620073953 47.313162556329, -122.642515021154 47.313160578198, -122.642595460672 47.31316053828, -122.642675819482 47.313160224441, -122.642677919235 47.313623753919, -122.642678268403 47.313700857721, -122.64251764144 47.313700686093)))","8171","0121145013","Base Parcel","0",,,,,"1","0",,"1996-02-26T00:00:00.000Z","6117 78TH AVE NW","GIG HARBOR, WA","98335-6218","6117 78TH AVE NW",,"1.25","328200","617200","945400","1101","472","SINGLE FAMILY DWELLING",,"Section 14 Township 21 Range 01 Quarter 12 : L 1 OF S P 90-11-07-0416 FORMERLY S P 78-328 OUT OF 1-014 SEG L 1030SF ES DC3727PL 5/16/91BO",,,"1109093.963","729317.8778","-122.64215","47.31343","Base Parcel","51471.2014770508","916.848647898097"
"MULTIPOLYGON (((-122.669232591366 47.289235575357, -122.669152476537 47.289235109982, -122.669113686565 47.289234885094, -122.669119825412 47.288744925692, -122.669122916627 47.288498187778, -122.669126694585 47.288196618669, -122.669132191901 47.287757838921, -122.669170986213 47.287758137755, -122.669251091351 47.287758806762, -122.669613703964 47.287761834155, -122.669595225591 47.289237684347, -122.669232591366 47.289235575357)))","8757","0121223025","Base Parcel","0",,,,,"1","0",,"1996-02-01T00:00:00.000Z","9802 36TH ST NW","GIG HARBOR, WA","98335-5814","9802 36TH ST NW",,"1.4899","340900","135300","476200","1101","472","SINGLE FAMILY DWELLING",,"Section 22 Township 21 Range 01 Quarter 33 : BEG 90.24 FT W & 308.62 FT S OF NE COR OF LOT 1 TH E 100 FT TH S 541.47 FT TH W 100 FT TH N 541.47 FT TO BEG ALSO W 20 FT OF S 541.47 FT OF N 850.09 FT OF W 323.49 FT OF LOT 2 EASE OF RECORD",,,"1102095.6415","720411.5755","-122.66936","47.2885","Base Parcel","64362.8895874023","1316.12324154319"
"MULTIPOLYGON (((-122.540854364572 46.945092505867, -122.540860074104 46.94481434652, -122.540863046288 46.944677447247, -122.540865708174 46.944540179891, -122.540896697804 46.943020627786, -122.540898628698 46.94293406435, -122.541237061846 46.943014081272, -122.541656786428 46.943152932633, -122.542028555647 46.94356124741, -122.542171710492 46.943561614633, -122.542167263038 46.943643860775, -122.542088286221 46.945098422318, -122.540854364572 46.945092505867)))","14847","0217223020","Base Parcel","0",,,,,"1","0",,"1996-03-13T00:00:00.000Z","PO BOX 342","MCKENNA, WA","98558-0342","8315 346TH ST S",,"5.12","231000","149200","380200","1155","155","MH TITLE ELIM",,"Section 22 Township 17 Range 02 Quarter 31 : L 19 OF LARGE LOT SUBD 82-09-17-0207 FORMERLY LARGE LOT SUBD 82-07-30-0243 OUT OF 3-700 SEG S-0769 SG ES T/E 1997 GUERD SUMMERHILL S#GDST0R519618728 27X52 (P50000- 81390) AFN 9803270298  VS 6/98",,,"1130575.0257","594004.0789","-122.54147","46.94412","Base Parcel","219755.834411621","2073.44712238758"
"MULTIPOLYGON (((-122.613231677933 47.30076780203, -122.61330495525 47.300722194751, -122.61330425431 47.300837965998, -122.61326550933 47.300800508881, -122.613231677933 47.30076780203)))","9285","0121241068","Base Parcel","0",,,,,"1","0",,"2012-01-13T12:49:22.000Z","PO BOX 2013","GIG HARBOR, WA","98335-4013","XXX TIMBER LN NW",,"0.0088","1400","0","1400","9100","472","VACANT LAND UNDEVELOPED",,"Section 24  Township 21  Range 01  Quarter 11 BEG 530.39 FT W OF NE COR OF NE TH S 1130 FT M/L TO ML TH SWLY ALG ML 190 FT M/L TH W 72 FT M/L TH N 1325.03 FT TH E 98.8475 FT TO POB EXC CO RDS ALSO EXC THAT POR LY S OF GIG HARBOR WOLLOCHET BAY CO RD EXC A",,,"1116129.1571","724510.5154","-122.61328","47.30078","Base Parcel","382.436889648438","98.164298532339"
"MULTIPOLYGON (((-122.698664903488 47.388568524036, -122.698811581206 47.388492506155, -122.699150568306 47.388491704812, -122.699294085362 47.388491702201, -122.699455824167 47.388666219161, -122.69951459929 47.388726322367, -122.699564597121 47.388789984029, -122.699430522328 47.388792053993, -122.698846816015 47.388801943569, -122.698843508689 47.388793257512, -122.698837055801 47.388776953087, -122.698829372783 47.38875818223, -122.698808208896 47.388740360389, -122.698791378568 47.388727466531, -122.698783130964 47.388718694963, -122.698772619797 47.388706037761, -122.698764824558 47.388695472436, -122.698759775429 47.388685765701, -122.698747452159 47.388669375378, -122.698740137239 47.388657729303, -122.698723394846 47.388646976177, -122.698705413945 47.38864445981, -122.698692770771 47.388644222321, -122.698691498003 47.388642814851, -122.698686158685 47.388636398752, -122.698684044385 47.38863359904, -122.698678567145 47.388625404862, -122.698678393777 47.388625119312, -122.69867339927 47.388615806548, -122.698672961751 47.388614863752, -122.698669498695 47.388606256221, -122.698668962147 47.388604644054, -122.6986667117 47.388596527344, -122.698665833354 47.388592237567, -122.698665118397 47.388587441712, -122.698664528785 47.388580083572, -122.698664492643 47.388577976942, -122.698664903488 47.388568524036)))","11182","0122201039","Base Parcel","0",,,,,"1","0",,"2022-06-02T14:52:56.000Z","5515 99TH AVE NW","GIG HARBOR, WA","98335","14317 121ST AVENUE CT NW",,"0.4247","105700","267400","373100","1101","471","SINGLE FAMILY DWELLING",,"Section 20 Township 22 Range 01 Quarter 11 : COM NW COR OF NE TH E 1447.77 FT TH S 12 DEG 55 MIN 53 SEC E 20.70 FT TH ON A C TO L HAVING A RAD OF 339.41 FT A C/A OF 08 DEG 05 MIN 43 SEC FOR AN ARC DIST OF 47.95 FT TO S R/W LI OF TLCT LI & POB TH CONT ALG",,,"1095739.1235","757132.4953","-122.69909","47.38865","Base Parcel","18890.015625","572.920673231542"
