"company","fund","cost_center","program_hierarchy_level_2","program_hierarchy_level_3","program_hierarchy_level_4","program_hierarchy_level_5","program","project","location","business_unit","new_ledger_account","spend_category_as_worktag","supplier_as_worktag","ad_hoc_payee","expense_item_as_worktag","journal_source","accounting_date","fiscal_year","paid_date","status","ledger_budget_debit_minus","ledger_account_name"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.47","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-9.7","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502040:Benefits - Retirement",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-21.08","Benefits - Retirement"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-6.24","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502180:Benefits - State Family Medical Leave",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.24","Benefits - State Family Medical Leave"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502040:Benefits - Retirement",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-13.57","Benefits - Retirement"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","Pierce County Programs","Non-ARPA COVID Response","Public Health Emergency Response","County Response Activities","Vaccination Program",,,"52520P0 Disaster Response","504510:Equipment Rental","Equipment Rental [45.000200]","JJ Motorcars INC",,,"Procurement Card Transaction Verification","2021-01-01T00:00:00.000","FY2021",,,"2112","Equipment Rental"
"Emergency Management","001-00 Current Expense Fund","Emergency Response & Recovery","Pierce County Programs","Non-ARPA COVID Response","Public Health Emergency Response","County Response Activities","Vaccination Program",,,"52520P0 Disaster Response","504510:Equipment Rental","Equipment Rental [45.000200]","JJ Motorcars INC",,,"Procurement Card Transaction Verification","2021-01-01T00:00:00.000","FY2021",,,"2112","Equipment Rental"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-3.58","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.29","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502040:Benefits - Retirement",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-19.7","Benefits - Retirement"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-8.88","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.77","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.31","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.12","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502180:Benefits - State Family Medical Leave",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.22","Benefits - State Family Medical Leave"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502180:Benefits - State Family Medical Leave",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.09","Benefits - State Family Medical Leave"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.84","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502040:Benefits - Retirement",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-7.95","Benefits - Retirement"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-2.08","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","501100:Salaries & Wages",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-64.28","Salaries & Wages"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","501100:Salaries & Wages",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-24.11","Salaries & Wages"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.13","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.9","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-4.12","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-10.48","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502090:Benefits - Other",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.34","Benefits - Other"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502040:Benefits - Retirement",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-8.96","Benefits - Retirement"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","501100:Salaries & Wages",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-27.09","Salaries & Wages"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.35","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502090:Benefits - Other",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.14","Benefits - Other"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502180:Benefits - State Family Medical Leave",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.26","Benefits - State Family Medical Leave"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502040:Benefits - Retirement",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-22.77","Benefits - Retirement"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","501100:Salaries & Wages",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-72.24","Salaries & Wages"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502180:Benefits - State Family Medical Leave",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.1","Benefits - State Family Medical Leave"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-2.45","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.96","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.34","Benefits - Workers Compensation"
"Human Services","115-00 Human Services","Regional LTC Ombudsman","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"1305 Building (Community Connections)","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-10.04","Benefits - Fica"
"Human Services","115-00 Human Services","Regional LTC Ombudsman","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"1305 Building (Community Connections)","56510P0 Welfare","501110:Wages - Extra Hire",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-74.78","Wages - Extra Hire"
"Human Services","115-00 Human Services","Regional LTC Ombudsman","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"1305 Building (Community Connections)","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-1.13","Benefits - Workers Compensation"
"Human Services","115-00 Human Services","Regional LTC Ombudsman","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"1305 Building (Community Connections)","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.42","Benefits - Workers Compensation"
"Human Services","115-00 Human Services","Regional LTC Ombudsman","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"1305 Building (Community Connections)","56510P0 Welfare","502180:Benefits - State Family Medical Leave",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-0.23","Benefits - State Family Medical Leave"
"Human Services","115-00 Human Services","Regional LTC Ombudsman","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"1305 Building (Community Connections)","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Forward Accruals","2021-01-01T00:00:00.000","FY2021",,,"-2.35","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502040:Benefits - Retirement",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"10.69","Benefits - Retirement"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"0.38","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"0.91","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"12.06","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502040:Benefits - Retirement",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"25.77","Benefits - Retirement"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"0.14","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","501100:Salaries & Wages",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"135.46","Salaries & Wages"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502190:Benefits - PEBB",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"16.17","Benefits - PEBB"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502180:Benefits - State Family Medical Leave",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"0.12","Benefits - State Family Medical Leave"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"2.82","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","501100:Salaries & Wages",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"50.8","Salaries & Wages"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"1.17","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502030:Benefits - Fica",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"5","Benefits - Fica"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502010:Benefits - Workers Compensation",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"0.34","Benefits - Workers Compensation"
"Human Services","167-00 Community Action Fund","Energy Assistance Svcs","Human Services Programs",,"Community Response & Resilience","Other Human Services Programs","Human Services Programs",,"Soundview Building","56510P0 Welfare","502190:Benefits - PEBB",,"Administration",,,"Payroll Actuals Accrual","2021-01-10T00:00:00.000","FY2021",,,"38.99","Benefits - PEBB"
