"the_geom","objectid","name","address","city","zip","district","dist_no","type","phone","website","prs_id","grade","shape_area","shape_length"
"MULTIPOLYGON (((-122.491567762474 47.198164627136, -122.491976208057 47.198166674668, -122.492021883514 47.198166904144, -122.492131040501 47.198167450574, -122.492262368784 47.198168109352, -122.492234119784 47.198235640527, -122.492207604601 47.198303497277, -122.492182830955 47.198371659725, -122.492159805649 47.198440104991, -122.492138537691 47.19850881537, -122.492119031843 47.198577767193, -122.492101295041 47.198646941144, -122.492085330933 47.198716316043, -122.492071146715 47.198785868731, -122.492058744931 47.198855580787, -122.492048130384 47.198925429641, -122.492039305113 47.19899539414, -122.492032273522 47.199065451721, -122.49202703775 47.199135583971, -122.49202206914 47.199264269415, -122.492006928262 47.199264238549, -122.491992427251 47.199264209282, -122.491891225536 47.199264002666, -122.491903969201 47.199342934606, -122.491906835317 47.199360683281, -122.491933418801 47.199525330443, -122.491960002101 47.19968996827, -122.491982152843 47.199827161364, -122.492004303866 47.199964348136, -122.492022023609 47.200074094549, -122.492039743261 47.20018383657, -122.492057462875 47.200293575568, -122.492072965827 47.200389594268, -122.49208846993 47.200485609927, -122.492103972388 47.200581623142, -122.492117261043 47.200663918206, -122.492130548471 47.200746211642, -122.492143835435 47.20082850234, -122.492157122782 47.200910791383, -122.492170410088 47.20099307823, -122.492183696982 47.201075363709, -122.492201412267 47.201185078599, -122.492219128027 47.201294793476, -122.492230194324 47.201363328556, -122.492241261042 47.201431863352, -122.492252327798 47.20150039842, -122.492263394149 47.201568932669, -122.492274459714 47.201637466656, -122.492285527288 47.201705999783, -122.49229659292 47.201774534038, -122.492307659343 47.20184306718, -122.492318726198 47.201911600312, -122.49232979308 47.201980133442, -122.492340859598 47.20204866685, -122.49235192529 47.202117198898, -122.492362991865 47.2021857323, -122.49237405883 47.202254264597, -122.49238512542 47.202322796897, -122.492396191225 47.202391328935, -122.492403306424 47.202435391095, -122.491890233097 47.202435677992, -122.491568397617 47.202435857612, -122.491085836718 47.202436124522, -122.490603275402 47.202436389154, -122.490603465236 47.202387395686, -122.490603727922 47.202318845527, -122.490603991855 47.202250296442, -122.490604255746 47.202181746259, -122.490604519647 47.202113196348, -122.490604783568 47.202044646984, -122.49060504787 47.201976097063, -122.490605310592 47.20190754799, -122.490605574481 47.201838997798, -122.490605838368 47.201770447605, -122.490606102265 47.201701897684, -122.490606366181 47.201633348309, -122.490606630479 47.201564798378, -122.490606893188 47.20149624902, -122.490607157082 47.201427699093, -122.490607420966 47.201359148889, -122.490607504888 47.201337674662, -122.490607686497 47.201290599752, -122.490572275928 47.201180838045, -122.490456756925 47.200822763816, -122.490328139818 47.20009756862, -122.490457603782 47.199779363705, -122.49039736446 47.199415103269, -122.490303789898 47.199260751161, -122.490212666407 47.199110440253, -122.490251106302 47.198688343732, -122.490343624073 47.198511654599, -122.490517982426 47.198178669858, -122.490759005118 47.198160567441, -122.490760667682 47.198160575585, -122.490866002077 47.198161104508, -122.491167688502 47.198162619218, -122.491567762474 47.198164627136)))","124","Gray Middle School","6229 S TYLER ST","TACOMA","98409","TACOMA","010","MID","(253) 571-5200","https://gray.tacomaschools.org/",,"6-8","654858.121643066","4068.28026329648"
"MULTIPOLYGON (((-122.193549186121 47.21871757646, -122.193580506083 47.218693446752, -122.193588516718 47.218703725703, -122.193595392923 47.218714369526, -122.193601095775 47.218725318186, -122.19360559129 47.21873651514, -122.193722499153 47.218876324463, -122.193823715004 47.2189973247, -122.193833685424 47.219013166832, -122.193845183686 47.219028533847, -122.193858144475 47.219043358418, -122.193872519441 47.219057575162, -122.193860955275 47.219066292484, -122.193405945072 47.219409465932, -122.193199111263 47.219279833826, -122.192989996612 47.219148680642, -122.193549186121 47.21871757646)))","155","Lake Tapps Montessori","4118 WEST TAPPS DR E","LAKE TAPPS","98391","NOT APPLICABLE",,"PRIVATE","(253) 862-6556","http://laketappsmontessoripreschool.com/",,"K-1","27773.4802246094","686.634781862753"
"MULTIPOLYGON (((-122.356146271552 47.11041214578, -122.356148163112 47.110752669605, -122.355674764571 47.110760491333, -122.354860073016 47.110773947697, -122.354828537976 47.110424974334, -122.354810446902 47.110012655805, -122.35480389261 47.109560452645, -122.357346856064 47.109527667696, -122.357354815283 47.109985252954, -122.357361926397 47.110394401482, -122.356812546249 47.110402409649, -122.356146271552 47.11041214578)))","211","Pierce County Skills Center (PCSC)","16117 CANYON RD E","PUYALLUP","98375","BETHEL","403","OTHER","(253) 800-4800","https://www.bethelsd.org/pcsc",,"9-12","241013.729492188","2140.17112803704"
"MULTIPOLYGON (((-122.370182375396 47.281698942118, -122.370185435639 47.281630409289, -122.370649037001 47.28163954853, -122.370645992595 47.281708171899, -122.370642943628 47.281776791773, -122.370639896359 47.281845414361, -122.370636847404 47.281914035055, -122.3701731956 47.281904545514, -122.370176254572 47.281836010244, -122.370179315232 47.281767477412, -122.370182375396 47.281698942118)))","93","Faith Baptist Christian Academy","5714 29TH ST NE","TACOMA","98422","NOT APPLICABLE",,"PRIVATE","(253) 927-7673","http://www.foundedonfaith.com/education-fbca.php",,"K-12","11524.2341308594","430.453513466278"
"MULTIPOLYGON (((-122.454868251378 47.255998763241, -122.455385458344 47.255944124304, -122.455400903298 47.256011830328, -122.455416352436 47.256079539569, -122.455431800415 47.256147249101, -122.455447249541 47.256214955868, -122.455462694781 47.25628266544, -122.455478142334 47.25635037113, -122.455493591677 47.256418080626, -122.455509040959 47.256485787378, -122.45552449037 47.256553496593, -122.455539934566 47.256621205344, -122.455555383965 47.256688912084, -122.455570833492 47.256756621287, -122.455053413856 47.256811073069, -122.455013618475 47.256815260898, -122.454973819031 47.256819447959, -122.454456398174 47.2568738968, -122.454440987254 47.256806225492, -122.454425577471 47.256738551145, -122.45441016371 47.256670877136, -122.454394752797 47.256603202802, -122.454379339114 47.256535528786, -122.454363929486 47.256467854424, -122.454348515851 47.256400179578, -122.454333104691 47.256332505235, -122.454317695189 47.256264831136, -122.454302281691 47.256197156826, -122.454286872267 47.256129482719, -122.454271457638 47.256061808423, -122.454655756247 47.25602121305, -122.4547886674 47.256007171302, -122.454868251378 47.255998763241)))","92","Evergreen State College","1210 6TH AVE","TACOMA","98405","NOT APPLICABLE",,"COLLEGE","(253) 680-3000","https://www.evergreen.edu/tacoma",,"Higher Education","83947.3162231445","1159.6265830892"
"MULTIPOLYGON (((-122.310879802754 47.248334919789, -122.310889470813 47.247902893382, -122.310544007622 47.247899202692, -122.309634688802 47.247891516831, -122.30958774403 47.247891120203, -122.309649676441 47.246507527102, -122.310042064479 47.246511077923, -122.312148758123 47.246530240916, -122.312125579566 47.246975348415, -122.312054103888 47.248345422377, -122.310879802754 47.248334919789)))","86","Endeavour Intermediate School","1304 17TH AVE","MILTON","98354","FIFE","417","INTER","(253) 517-1400","https://endeavour.fifeschools.com/",,"2-5","358894.660217285","2560.74673224489"
"MULTIPOLYGON (((-122.607976558589 47.332350311756, -122.607973378082 47.332714510739, -122.607965559087 47.333609662906, -122.607960153164 47.334228694342, -122.607858376158 47.334233177488, -122.606490507219 47.334293423028, -122.605494204618 47.334337293594, -122.605210407817 47.334349788701, -122.604162392577 47.334400792121, -122.604132480481 47.334131235607, -122.603731096999 47.334150187728, -122.603763722863 47.33442018436, -122.603566599023 47.334428963762, -122.603405729768 47.334240402425, -122.603988410233 47.33243651366, -122.6039897452 47.332432383577, -122.604092324662 47.331995140594, -122.604472785197 47.330373394777, -122.604501697514 47.330250152847, -122.605281782929 47.330210782017, -122.607996211147 47.330099814923, -122.607976558589 47.332350311756)))","117","Gig Harbor High School","5101 ROSEDALE ST NW","GIG HARBOR","98335","PENINSULA","401","HIGH","(253) 530-1400","https://ghh.psd401.net/",,"9-12","1487048.80474854","5225.1142080486"
"MULTIPOLYGON (((-122.580856801261 47.31137908062, -122.5803885359 47.31137606334, -122.580386500726 47.311149476414, -122.580654022584 47.311148385159, -122.580856801261 47.31137908062)))","55","Community Transition Program and PIA","5800 SOUNDVIEW DR - BLDG E","GIG HARBOR","98335","PENINSULA","401","OTHER","(253) 530-3850","https://psd401.net/community-transition-program/",,"Higher Education","7602.27111816406","363.22084385922"
"MULTIPOLYGON (((-122.263451837125 46.867751942482, -122.263746168103 46.867779642177, -122.263654941728 46.868232721829, -122.264737028295 46.868332657892, -122.264737258624 46.868385201678, -122.264737859065 46.868521538042, -122.264738457937 46.868657875248, -122.264739056759 46.868794210805, -122.26473949229 46.868893208623, -122.26473965561 46.868930547179, -122.2647401625 46.86904604771, -122.264500276032 46.869046286039, -122.263637330915 46.869047140062, -122.263638733183 46.869371033249, -122.261476819766 46.869375142552, -122.260923625074 46.869376187184, -122.261064507185 46.868203680352, -122.262233110373 46.867740283156, -122.263451837125 46.867751942482)))","76","Eatonville Middle School","207 CARTER ST E","EATONVILLE","98328","EATONVILLE","404","MID","(360) 879-1400","https://www.eatonville.wednet.edu/ems",,"6-8","444629.178039551","2918.9967897758"
"MULTIPOLYGON (((-122.431576742106 47.146046096532, -122.430657565058 47.146037504977, -122.430675873562 47.145120725648, -122.431514284106 47.14513283147, -122.431526880385 47.145133563058, -122.431539152463 47.145135632686, -122.431550797027 47.145138989473, -122.431561526083 47.145143550196, -122.431571074348 47.145149203549, -122.431579205965 47.145155807022, -122.43158571859 47.145163199714, -122.431590451643 47.145171197265, -122.431593288304 47.145179602515, -122.431594157579 47.145188207117, -122.43159413902 47.14518897782, -122.431576742106 47.146046096532)))","132","Hewins Early Learning Center","12223 A ST S","TACOMA","98444","FRANKLIN PIERCE","402","OTHER","(253) 298-4675","http://elc.fpschools.org/",,"PRE","76226.5894165039","1116.21578905997"
"MULTIPOLYGON (((-122.411756980834 47.222970351707, -122.411556031143 47.222969268801, -122.411354727109 47.222968182895, -122.411290336901 47.222967836146, -122.411090031419 47.222966754958, -122.410888083214 47.222965665712, -122.410888989132 47.222885865869, -122.410889766966 47.222817427545, -122.410890540803 47.222748990109, -122.410891319938 47.222680554502, -122.410892097766 47.222612116174, -122.410892871578 47.222543678184, -122.410893651041 47.222475240647, -122.41089442846 47.22240680232, -122.410895202659 47.222338364044, -122.410895980487 47.22226992598, -122.410896755516 47.22220148851, -122.41089753333 47.222133050169, -122.410898311143 47.222064611826, -122.410899086146 47.221996173802, -122.410899863984 47.221927736278, -122.41090064179 47.221859297931, -122.410901415983 47.221790859915, -122.411303691722 47.221792969459, -122.411368080631 47.221793307972, -122.411368857752 47.221724867151, -122.41136963436 47.221656423319, -122.411771909328 47.221658526022, -122.412013363689 47.221659784674, -122.41201414139 47.221591338063, -122.412014921415 47.221522888943, -122.412015697512 47.221454442629, -122.412016478731 47.221385993212, -122.412017254853 47.221317547716, -122.412018034468 47.221249098596, -122.41201881619 47.221180652182, -122.412019592179 47.221112203118, -122.412020838553 47.221002688099, -122.412423123084 47.221004752923, -122.412487510744 47.221005082043, -122.412889797696 47.221007144383, -122.412888549156 47.22111667319, -122.412887766519 47.221185130615, -122.412886986589 47.221253584976, -122.412886207913 47.221322040687, -122.413127658445 47.22132328773, -122.413529940372 47.221325365246, -122.413529158647 47.221393825411, -122.413528375801 47.221462288062, -122.413527594475 47.221530748216, -122.413526812734 47.221599208102, -122.413526029824 47.221667669102, -122.4135252522 47.221736131659, -122.413524469256 47.221804591834, -122.413523687919 47.22187305198, -122.413522906266 47.221941514598, -122.413522123307 47.222009974493, -122.413521341591 47.222078435463, -122.413520558696 47.222146897273, -122.413519777379 47.222215358233, -122.413518999651 47.222283818309, -122.413518216682 47.222352278196, -122.413517435025 47.222420741075, -122.41351665209 47.222489202055, -122.413515870724 47.22255766191, -122.413515089061 47.222626124784, -122.413514307288 47.222694584642, -122.413513524316 47.222763044792, -122.413512747063 47.222831507314, -122.413511964088 47.222899967461, -122.413515028734 47.222951528099, -122.413109109715 47.222950212518, -122.412988381317 47.222949564213, -122.412988065712 47.222976980666, -122.412867338865 47.222976332208, -122.412465083814 47.22297416645, -122.412400694397 47.222973820305, -122.41223369129 47.222972921515, -122.412197082771 47.222972722701, -122.412100819112 47.22297220385, -122.41199844061 47.222971653455, -122.411756980834 47.222970351707)))","21","Blix Elementary School","1302 E 38TH ST","TACOMA","98404","TACOMA","010","ELEM","(253) 571-7400","https://blix.tacomaschools.org/",,"K-5","376526.853820801","2740.64226064811"
