"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-02T00:00:00.000","2021","Western and Central Africa","Mauritania","MR","P163563","Supporting Gas Project Negotiations and Enhancing Institutional Capacities","Consultant Services","Consultant Qualification  Selection","Energy and Extractives","1659823","Etude de faisabilit&#233; pour la cr&#233;ation d&#8217;une &#233;cole de formation dans les m&#233;tiers des services et des technologies de l&#8217;information et de la communication &#224; Nouadhibou","2021-05-07T00:00:00.000","GRPT CIDEBUMEC","Canada","CA","329900.0","MR-MR-PADG-172819-CS-CQS"
"2022-09-02T00:00:00.000","2021","Western and Central Africa","Senegal","SN","P160652","Supporting Gas Project Negotiations and Enhancing Institutional Capacities","Consultant Services","Consultant Qualification  Selection","Energy and Extractives","1655808","Services d&#8217;accompagnement de la CRSE dans la mise en place de la r&#233;gulation des activit&#233;s interm&#233;diaire et aval du secteur gazier au S&#233;n&#233;gal","2021-02-25T00:00:00.000","TETRA TECH","Canada","CA","394950.0","C 0553/21"
"2022-09-02T00:00:00.000","2021","Eastern and Southern Africa","Madagascar","MG","P150116","Public Sector Performance Project","Consultant Services","Direct Selection","Education;Energy and Extractives;Public Administration","1654321","Mise en place du syst&#232;me de gestion de plaintes et dol&#233;ances - Volet ""D&#233;centralisation""","2020-09-30T00:00:00.000","VIAMO INC","Canada","CA","18017.0","PAPSP-4.03.01.05.2-CS-DIR"
"2022-09-02T00:00:00.000","2021","Eastern and Southern Africa","Madagascar","MG","P150116","Public Sector Performance Project","Consultant Services","Direct Selection","Education;Energy and Extractives;Public Administration","1651457","Mise en place du syst&#232;me de gestion des plaintes et dol&#233;ances - Volet ""D&#233;centralisation""","2020-12-28T00:00:00.000","VIAMO INC","Canada","CA","13513.0","PAPSP-4.03.01.05.3-CS-DIR"
"2022-09-02T00:00:00.000","2021","Western and Central Africa","Togo","TG","P149277","Togo:  Mining Governance and Development Project","Consultant Services","Quality And Cost-Based Selection","Education;Energy and Extractives","1650759","R&#201;ALISATION D&#8217;UNE CAMPAGNE G&#201;OPHYSIQUE A&#201;ROPORT&#201;E PAR M&#201;THODES COMBIN&#201;ES : MAGN&#201;TOM&#201;TRIE ET RADIOM&#201;TRIE (U, TH, K) AU TOGO","2021-01-22T00:00:00.000","PATERSON GRANT AND WATSON (PGW)","Canada","CA","3700700.0","TG-PDGM-CS-58-QCBS"
"2022-09-02T00:00:00.000","2021","Western and Central Africa","Western and Central Africa",,"P162933","North Core/Dorsale Nord  Regional Power Interconnector Project","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","1650340","LINE ROUTE AND ENVIRONMENTAL AND SOCIAL IMPACT ASSESSMENT (ESIA) STUDY","2021-03-31T00:00:00.000","WSP CANADA INC","Canada","CA","4639173.0","WAPP-NC-REF-4A2-001"
"2022-09-02T00:00:00.000","2021","Eastern and Southern Africa","Madagascar","MG","P163870","Madagascar  - Least-Cost Electricity Access Development Project - LEAD","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","1649901","X1719A - Recrutement d'un cabinet de Consultants sp&#233;cialis&#233;s en charge de l'assistance &#224; la maitrise d'ouvrage pour le projet LEAD ou DEMOS","2021-03-15T00:00:00.000","GROUPEMENT WSP / CPCS","Canada","CA","4794526.0","MG-JIRAMA LEAD-140248-CS-INDV"
"2022-09-02T00:00:00.000","2021","Eastern and Southern Africa","Kenya","KE","P121019","Kenya Infrastructure Finance/PPP project","Consultant Services","Quality And Cost-Based Selection","Financial Sector;Transportation;Energy and Extractives;Public Administration","1649309","Consultancy to Provide Transaction Advisory Services for the Procurement of a Tolling Operator for Kenya's First Mover Toll Roads PPP Programme","2021-06-30T00:00:00.000","GOWLING WLG","Canada","CA","1341382.0","IFPPP/PPPU/36/2017-18"
"2022-09-02T00:00:00.000","2021","Western and Central Africa","Nigeria","NG","P159761","Nigeria: Mineral Sector Support for Economic Diversification Project (MinDiver)","Consultant Services","Quality And Cost-Based Selection","Information and Communications Technologies;Education;Energy and Extractives","1648185","Engagement of Firm for overall Quality Assurance of Airborne Geophysical Survey","2020-12-30T00:00:00.000","BUREAU DE RECHERCHES GÉOLOGIQUES ET MINIÈRES (BRGM)","Canada","CA","769181.0","NG-MINDIVER-103090-CS-CQS"
"2022-09-02T00:00:00.000","2021","Western and Central Africa","Ghana","GH","P074191","Ghana: Energy Development and Access Project","Goods","Request for Bids","Energy and Extractives;Public Administration","1646968","PROCUREMENT OF OUTAGE MANAGEMENT SYSTEM (OMS) IMPLEMENTATION FOR ELECTRICITY COMPANY OF GHANA LIMITED (ECG) (BID NO.: GH-MOE-200966-GO-RFB)","2021-02-23T00:00:00.000","SURVALENT TECHNOLOGY CORPORATION","Canada","CA","2717677.0","GH-MOE-200966-GO-RFB"
"2022-09-02T00:00:00.000","2019","Western and Central Africa","Cameroon","CM","P122153","Cameroon Mining Sector Technical Assistance Project","Consultant Services","Direct Selection","Energy and Extractives","1646878","Supervision de la campagne de g&#233;ophysique a&#233;roport&#233;e compl&#233;mentaire au Cameroun, dans le cadre du financement additionnel cadre de la campagne de g&#233;ophysique a&#233;roport&#233;e en R&#233;publique du Cameroun","2019-02-05T00:00:00.000","PATERSON, GRANT & WATSON LIMITED (PGW LTD)","Canada","CA","287962.0","CM-PRECASEM-54052-CS-CDS"
"2022-09-02T00:00:00.000","2021","Eastern and Southern Africa","Burundi","BI","P164435","Solar Energy in Local Communities","Consultant Services","Individual Consultant Selection","Energy and Extractives","1646852","Elaboration du Manuel Op&#233;rationnel de la Composante Contingente d'Intervention d'Urgence","2021-01-20T00:00:00.000","Individual Consultant","Canada","CA","10450.0","BI-REGIDESO-199310-CS-INDV"
"2022-09-02T00:00:00.000","2021","Western and Central Africa","Congo, Republic of","CG","P146933","Urban Development and Poor Neighborhood Upgrading Project","Consultant Services","Individual Consultant Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","1646432","ELABORATION DE LA STRATEGIE NATIONALE DE RESTRUCTURATION URBAINE AU CONGO.","2021-02-01T00:00:00.000","Individual Consultant","Canada","CA","266696.0","CG-DURQUAP-129-SC-CI"
"2022-09-02T00:00:00.000","2021","EUROPE AND CENTRAL ASIA","Turkiye",,"P162762","Turkey Energy Efficiency in Public Buildings","Non-consulting Services","Request for Quotations","Energy and Extractives","1644174","Online certified measurement and verification (CMVP) training for MENRs and EVDs staff","2020-12-23T00:00:00.000","CANADIAN INSTITUTE FOR ENERGY TRAINING","Canada","CA","22875.0","MENR NCS-02"
"2022-09-02T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Belize","BZ","P149522","Belize Energy Resilience for Climate Adaptation (GEF/SCCF)","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","1642655","Consultancy Services for Emergency Response","2021-01-04T00:00:00.000","MANITOB HYDRO INTERNATIONAL","Canada","CA","236351.0","BZ-BEL-98436-CS-QCBS"
"2022-09-02T00:00:00.000","2021","Eastern and Southern Africa","Madagascar","MG","P163870","Madagascar  - Least-Cost Electricity Access Development Project - LEAD","Consultant Services","Direct Selection","Energy and Extractives","1637052","V&#233;rification de la situation des arri&#233;r&#233;s de l&#8217;Etat envers les Distributeurs P&#233;troliers par rapport au Lissage du Prix du Carburant &#224; la Pompe","2020-11-25T00:00:00.000","CPCS TRANSCOM INT. LIMITED","Canada","CA","29500.0","MG-MEH - PAGOSE-194178-CS-CDS"
"2022-09-02T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Guyana","GY","P166730","Guyana Petroleum Resources Governance and Management Project","Consultant Services","Direct Selection","Information and Communications Technologies;Energy and Extractives","1635577","To provide strategic advisory services for the petroleum sector governance in line with international good practices to the Government of Guyana, including the Field Development Plan(s) review.","2020-10-05T00:00:00.000","ALISON REDFORD","Canada","CA","180000.0","GPRGMP/IC/2020/DC2"
"2022-09-02T00:00:00.000","2021","SOUTH ASIA","Nepal","NP","P150066","Nepal: Power Sector Reform and Sustainable Hydropower Development (PSRSHD)","Consultant Services","Direct Selection","Energy and Extractives","1630960","Cost and Schedule Engineer as a member of DSPOE","2020-08-09T00:00:00.000","PAUL HEWITT","Canada","CA","9500.0","PSRSHDP/NEA/S/IND-22"
"2022-09-02T00:00:00.000","2020","Eastern and Southern Africa","Madagascar","MG","P150116","Public Sector Performance Project","Consultant Services","Direct Selection","Education;Energy and Extractives;Public Administration","1630257","Mise en place du syst&#232;me de gestion de plaintes et dol&#233;ances - Volet ""D&#233;centralisation""","2020-05-04T00:00:00.000","VIAMO INC","Canada","CA","10796.0","PAPSP-4.03.01.05-CS-DIR"
"2022-09-02T00:00:00.000","2019","Western and Central Africa","Niger","NE","P153743","Electricity Access Expansion Project","Goods","Direct Selection","Energy and Extractives","1627505","Acquisition d'un logiciel de planification et formation","2018-07-19T00:00:00.000","CYME INTERNATIONAL T&D","Canada","CA","130895.0","055/CGP/NELACEP/2018"
"2022-09-02T00:00:00.000","2019","Western and Central Africa","Chad","TD","P164529","Chad Digitalization of Revenue Administrations and COVID-19 Response Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Energy and Extractives;Public Administration","1626275","Recrutement d'un consultant international pour une assistance technique pour la r&#233;daction du manuel dexecution du PMGRI","2018-10-16T00:00:00.000","Individual Consultant","Canada","CA","30000.0","002/PMGRI/18"
"2022-09-02T00:00:00.000","2021","SOUTH ASIA","Nepal","NP","P150066","Nepal: Power Sector Reform and Sustainable Hydropower Development (PSRSHD)","Consultant Services","Direct Selection","Energy and Extractives","1626103","Hydropower Engineer/Civil Engineer Covering Dam Safety as the Team
Leader of DSPOE","2020-08-09T00:00:00.000","PETER RAE","Canada","CA","157028.0","PSRSHDP/NEA/S/IND-15"
"2022-09-02T00:00:00.000","2021","SOUTH ASIA","Nepal","NP","P150066","Nepal: Power Sector Reform and Sustainable Hydropower Development (PSRSHD)","Consultant Services","Direct Selection","Energy and Extractives","1626091","Geotechnical Engineer/Geologist as a member of DSPOE","2020-08-09T00:00:00.000","TREVOR G. CARTER","Canada","CA","300633.0","PSRSHDP/NEA/S/IND-16"
"2022-09-02T00:00:00.000","2021","Eastern and Southern Africa","Madagascar","MG","P151785","MG-Electricity Sec Operations & Governance Improvement Project(ESOGIP)","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","1624374","Assistance Technique sur l'Etude de Faisabilit&#233; du Projet de D&#233;veloppement de l&#8217;Electrification Rurale par des Centrales Energies Renouvelables et Mini-R&#233;seaux","2020-08-11T00:00:00.000","CCM CONSULTING GROUP WORLDWIDE","Canada","CA","2374449.0","MG-MEH - PAGOSE-119655-CS-QCBS"
"2022-09-02T00:00:00.000","2020","Western and Central Africa","Mauritania","MR","P146804","Mauritania Public Sector Governance Project","Consultant Services","Individual Consultant Selection","Energy and Extractives;Public Administration","1621959","Recrutement d&#8217;un consultant international en statistique pour l&#8217;&#233;laboration d&#8217;une m&#233;thodologie harmonis&#233;e de collecte des donn&#233;es statistique de l&#8217;&#233;ducation","2019-10-01T00:00:00.000","Individual Consultant","Canada","CA","40000.0","MR-PMAGE-98194-CS-INDV"
"2022-09-02T00:00:00.000","2018","Eastern and Southern Africa","Madagascar","MG","P150116","Public Sector Performance Project","Consultant Services","Direct Selection","Education;Energy and Extractives;Public Administration","1621124","Recrutement d'un consultant en charge de la mise en place du syst&#232;me de gestion de plaintes et dol&#233;ances. Volet d&#233;centralisation","2018-03-26T00:00:00.000","VIAMO INC","Canada","CA","51968.0","REG-28"
"2022-09-02T00:00:00.000","2020","EAST ASIA AND PACIFIC","Vietnam","VN","P116398","Medium Cities Development Project","Consultant Services","Quality And Cost-Based Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Public Administration","1610521","PL4-28 package: Construction supervision, procurement support and contract management","2020-03-24T00:00:00.000","EXP INTERNATIONAL SERVICES INC","Canada","CA","643966.0","PL4. 28"
"2022-09-02T00:00:00.000","2020","Eastern and Southern Africa","Madagascar","MG","P151785","MG-Electricity Sec Operations & Governance Improvement Project(ESOGIP)","Consultant Services","Direct Selection","Energy and Extractives","1608264","Recrutement d'un cabinet de Consultants pour un projet de recrutement et de r&#233;mun&#233;ration incitative pour les hauts dirigeants de la soci&#233;t&#233; JIRAMA","2019-10-25T00:00:00.000","SG GROUP","Canada","CA","85290.0","MG-JIRAMA-133625-CS-CDS"
"2022-09-02T00:00:00.000","2020","Eastern and Southern Africa","Burundi","BI","P133610","BI-Jiji and Mulembwe Hydropower","Consultant Services","Individual Consultant Selection","Energy and Extractives","1603635","Appui &#224; l'elaboration du manuel d'ex&#233;cution du projet d'acc&#232;s du Burundi &#224; l'&#233;nergie viable","2019-12-24T00:00:00.000","Individual Consultant","Canada","CA","36100.0","ID51"
"2022-09-02T00:00:00.000","2019","Western and Central Africa","Senegal","SN","P125565","Electricity Sector Support Project","Consultant Services","Direct Selection","Energy and Extractives","1602786","ETUDE ADDITIONNELLE A L&#8217;ETUDE D&#8217;INTEGRATION DES ENERGIES RENOUVELABLES","2019-06-14T00:00:00.000","WSP CANADA INC","Canada","CA","99640.0","39-CONS-PASE-2018"
"2022-09-02T00:00:00.000","2020","Eastern and Southern Africa","Congo, Democratic Republic of","ZR","P156208","DRC Electricity Access & Services Expansion (EASE)","Consultant Services","Consultant Qualification  Selection","Financial Sector;Energy and Extractives","1600603","AUDIT TECHNIQUE DES TRAVAUX DES MARCHES LOT 7 & M03 DE PMEDE TRANSFERES A EASE","2019-10-07T00:00:00.000","GEMACOR INTERNATIONAL","Canada","CA","194585.0","ZR-UCM-72727-CS-CQS"
"2022-09-02T00:00:00.000","2020","LATIN AMERICA AND CARIBBEAN","Guyana","GY","P166730","Guyana Petroleum Resources Governance and Management Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Energy and Extractives","1599199","To provide advisory services and technical support towards the establishment of a commercial management within the Department of Energy under the Ministry of the Presidency","2019-10-31T00:00:00.000","Individual Consultant","Canada","CA","140000.0","GPRGMP/IC/2019/04"
"2022-09-02T00:00:00.000","2018","Eastern and Southern Africa","Uganda","UG","P133312","Energy for Rural Transformation III","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","1597139","Provision of consultancy services to support provision of electricity to isolated places through development of pico/micro hydro schemes","2018-05-23T00:00:00.000","HYDROSYS CONSULTANTS IN ASSOCIATION WITH ENERGY SERVICE LIMITED","Canada","CA","172199.0","UG-MEMD-13583-CS-QCBS"
"2022-09-02T00:00:00.000","2020","Eastern and Southern Africa","Sao Tome and Principe","ST","P157096","STP Power Sector Recovery Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1596654","Fuel Control and monitoring improvement plan of EMAE's Diesel thermal generation plants.","2019-10-10T00:00:00.000","Individual Consultant","Canada","CA","32760.0","40/C/PSR/2019"
"2022-09-02T00:00:00.000","2018","Eastern and Southern Africa","Burundi","BI","P149176","Strengthening Institutional Capacity for Government Effectiveness Project","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives;Public Administration","1596370","R&#233;vision et la codification de tous les textes de lois fiscales, &#233;laboration et la mise en &#339;uvre d&#8217;une strat&#233;gie de communication, l&#8217;&#233;laboration de la strat&#233;gie de la politique fiscale","2018-06-06T00:00:00.000","COWATERSOGEMA INTERNATIONAL INC","Canada","CA","333940.0","A10101-10201-10301"
"2022-09-02T00:00:00.000","2020","Western and Central Africa","Guinea","GN","P146696","Power Sector Recovery Project","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","1595186","Ce Contrat porte sur le recrutement d'une firme devant aider &#224; recruter des cadres guin&#233;ens pour la Gestion d'EDG Post-VEOLIA","2019-12-19T00:00:00.000","GROUPEMENT SG GROUP CONSULTANTS - MAZARS","Canada","CA","286733.0","11/CS/PRSE/2019"
"2022-09-02T00:00:00.000","2020","SOUTH ASIA","Nepal","NP","P150066","Nepal: Power Sector Reform and Sustainable Hydropower Development (PSRSHD)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1593960","Draft Negotiated Contract with Mr. Paul Hewitt for the position of Cost and Schedule Engineer","2019-08-30T00:00:00.000","Individual Consultant","Canada","CA","29868.0","PSRSHDP/NEA/S/IND-14"
"2022-09-02T00:00:00.000","2019","Eastern and Southern Africa","Burundi","BI","P149176","Strengthening Institutional Capacity for Government Effectiveness Project","Consultant Services","Quality Based Selection","Energy and Extractives;Public Administration","1591880","R&#233;alisation d&#8217;une &#233;tude de passage du manuel des Statistiques des Finances Publiques 1986 au manuel des Statistiques des Finances Publiques 2014","2019-01-25T00:00:00.000","IDEA INTERNATIONAL","Canada","CA","154338.0","B102011"
"2022-09-02T00:00:00.000","2020","Eastern and Southern Africa","Madagascar","MG","P151785","MG-Electricity Sec Operations & Governance Improvement Project(ESOGIP)","Consultant Services","Direct Selection","Energy and Extractives","1590751","ASSISTANCE TECHNIQUE AUPR&#200;S DU MEEH POUR LES &#201;TUDES SUR LES PRIX &#192; LA POMPE DE L&#8217;ESSENCE &#192; MADAGASCAR","2019-07-02T00:00:00.000","CPCS TRANSCOM INTERNATIONAL LIMITED","Canada","CA","165260.0","MG-MEH - PAGOSE-110611-CS-CDS"
"2022-09-02T00:00:00.000","2020","Eastern and Southern Africa","Southern Africa",,"P126661","AFR RI-SAPP-Program for Accelerating Regional Energy/Transformational Projects","Consultant Services","Direct Selection","Energy and Extractives","1590500","Zambia-Tanzania Interconnector Project Environmental and Social Impact Assessment (ESIA) Update","2019-07-24T00:00:00.000","WSP CANADA INC","Canada","CA","441773.0","ZW-SAPP-94431-CS-CDS"
"2022-09-02T00:00:00.000","2019","MIDDLE EAST AND NORTH AFRICA","Iraq","IQ","P155732","Emergency Operation for Development","Consultant Services","Quality And Cost-Based Selection","Health;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Public Administration","1590438","Citizen Engagement Consulting Services","2018-08-09T00:00:00.000","CANADIAN LEADER INTERNATIONAL","Canada","CA","576149.0","EODP-RF/C2"
"2022-09-02T00:00:00.000","2019","Eastern and Southern Africa","Uganda","UG","P133312","Energy for Rural Transformation III","Non-consulting Services","Direct Selection","Energy and Extractives","1589752","LOT 1: Upgrading Magnetotelluric (MT) Equipment","2019-06-28T00:00:00.000","PHOENIX GEOPHYSICS LIMITED","Canada","CA","113760.0","UG-MEMD-48039-NC-DIR"
"2022-09-02T00:00:00.000","2019","Eastern and Southern Africa","Uganda","UG","P133312","Energy for Rural Transformation III","Goods","Direct Selection","Energy and Extractives","1589745","lOT 2: SUPPLY, INSTALLATION AND TRAINING IN USE OF 
EMPOWER SOFTWARE (LOT 2)","2019-06-28T00:00:00.000","PHOENIX GEOPHYSICS LIMITED","Canada","CA","36000.0","UG-MEMD-47591-GO-DIR"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Turkiye",,"P151934","EU/IPA Energy Sector Technical Assistance Program - Phase 2 Project","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","1587232","EU/IPA CS-01C (Consulting Services for EE in power generation)","2018-11-16T00:00:00.000","HATCH LIMITED","Canada","CA","3718895.0","EU/IPA CS-01C"
