"data_update_date","project_id","project_name","wb_region","country","country_lending_group","country_fcs_status","country_fcs_lending_group","practice_group","global_practice","agreement_type","lending_instrument_type","approval_fy","final_closing_fy","project_length","project_status","project_volume","evaluation_type","outcome","quality_at_entry","quality_of_supervision","bank_performance","m_e_quality"
"2021-12-15T00:00:00.000","P000105","Agricultural Services Restructuring","AFW","Benin","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1991","2000","10","C",">=10 million & <25 million","Project Performance Assessment Report","MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000108","Power Rehabilitation and Extension Project","AFW","Benin","IDA","Non-FCS","IDA non-FCS","Infrastructure","Energy & Extractives","IDA","IPF","1991","2000","10","C",">=10 million & <25 million","Implementation Completion Report Review","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000112","ENV. MANAGEMENT PROJ","AFW","Benin","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Environment, Natural Resources & the Blue Economy","IDA","IPF","1995","2002","8","C","less than 10 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000116","ECONOMIC MANAGEMENT PROJECT","AFW","Benin","IDA","Non-FCS","IDA non-FCS","Equitable Growth, Finance and Institutions","Governance","IDA","IPF","1994","2000","7","C","less than 10 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000117","TRANSPORT SECTOR INVESTMENT PROGRAM","AFW","Benin","IDA","Non-FCS","IDA non-FCS","Infrastructure","Transport","IDA","IPF","1997","2002","6","C",">=25 million & <50 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000118","Population and Health Project","AFW","Benin","IDA","Non-FCS","IDA non-FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1995","2003","9","C",">=25 million & <50 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000120","RURAL CREDIT II","AFW","Benin","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1993","2001","9","C","less than 10 million","Project Performance Assessment Report","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000121","Rural Water Supply and Sanitation","AFW","Benin","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Water","IDA","IPF","1994","2001","8","C","less than 10 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000216","BI-Second Health and Population Project","AFE","Burundi","IDA","FCS","IDA FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1995","2006","12","C",">=25 million & <50 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODEST"
"2021-12-15T00:00:00.000","P000217","WATER SUPPLY SECTOR","AFE","Burundi","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Water","IDA","IPF","1992","2001","10","C",">=25 million & <50 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000227","BI-Social Action","AFE","Burundi","IDA","Non-FCS","IDA non-FCS","Human Development","Social Protection & Jobs","IDA","IPF","1993","2000","8","C",">=10 million & <25 million","Implementation Completion Report Review","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000276","TRANSPORT SECAL","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Infrastructure","Transport","IDA","IPF","1992","2001","10","C",">=50 millon & <100 million","Project Performance Assessment Report","SATISFACTORY","HIGHLY SATISFACTORY","HIGHLY SATISFACTORY","HIGHLY SATISFACTORY",
"2021-12-15T00:00:00.000","P000283","MINING CAPACITY BUIL","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Infrastructure","Energy & Extractives","IDA","IPF","1997","2005","9","C",">=10 million & <25 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000287","HEALTH/NUTRITION","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1994","2002","9","C",">=25 million & <50 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000289","PRIVATE SECTOR ASSIS","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Equitable Growth, Finance and Institutions","Finance, Competitiveness and Innovation","IDA","IPF","1993","2000","8","C","less than 10 million","Implementation Completion Report Review","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000296","Second National Agricultural Services Development Project","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Agriculture and Food","IDA","IPF","1998","2005","8","C",">=25 million & <50 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000297","BF-Urb Env (FY95)","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1995","2005","11","C",">=50 millon & <100 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000301","PUBLIC INSTITUTIONAL","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Equitable Growth, Finance and Institutions","Governance","IDA","IPF","1992","2001","10","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000303","FOOD SECURITY","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1993","2000","8","C","less than 10 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000304","Post-Primary Education","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Human Development","Education","IDA","IPF","1997","2004","8","C",">=25 million & <50 million","Project Performance Assessment Report","SATISFACTORY","SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","SUBSTANTIAL"
"2021-12-15T00:00:00.000","P000306","BF-Ouaga Water Suply (FY01)","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Water","IDA","IPF","2001","2008","8","C",">=50 millon & <100 million","Implementation Completion Report Review","HIGHLY SATISFACTORY","SATISFACTORY","HIGHLY SATISFACTORY","SATISFACTORY","SUBSTANTIAL"
"2021-12-15T00:00:00.000","P000308","POPULATION/AIDS CONTROL","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1994","2002","9","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000309","Basic Education Sector Project","AFW","Burkina Faso","IDA","Non-FCS","IDA non-FCS","Human Development","Education","IDA","IPF","2002","2011","10","C",">=25 million & <50 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","MODEST"
"2021-12-15T00:00:00.000","P000311","BIODIVERSITY CONSERV","AFW","Cameroon","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","GEF","IPF","1995","2003","9","C","less than 10 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000393","CM-Transport Sect Prj (FY96)","AFW","Cameroon","IDA","Non-FCS","IDA non-FCS","Infrastructure","Transport","IDA","IPF","1996","2004","9","C",">=50 millon & <100 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000411","HEALTH, FERTILITY AND NUTRITION PROJECT","AFW","Cameroon","IDA","Non-FCS","IDA non-FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1995","2001","7","C",">=10 million & <25 million","Implementation Completion Report Review","HIGHLY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000426","BASIC EDUCATION","AFW","Cabo Verde","IDA","Non-FCS","IDA non-FCS","Human Development","Education","IDA","IPF","1995","2001","7","C",">=10 million & <25 million","Implementation Completion Report Review","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000432","Social Sector Development","AFW","Cabo Verde","IDA","Non-FCS","IDA non-FCS","Human Development","Social Protection & Jobs","IDA","IPF","1999","2005","7","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000435","Transport and Infrastructure Project","AFW","Cabo Verde","IDA","Non-FCS","IDA non-FCS","Infrastructure","Transport","IDA","IPF","1993","2004","12","C",">=10 million & <25 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000437","Pub. Sector Reform and Capacity Building Credit","AFW","Cabo Verde","IDA","Non-FCS","IDA non-FCS","Equitable Growth, Finance and Institutions","Governance","IDA","IPF","1994","2000","7","C","less than 10 million","Implementation Completion Report Review","SATISFACTORY","HIGHLY SATISFACTORY","HIGHLY SATISFACTORY","HIGHLY SATISFACTORY",
"2021-12-15T00:00:00.000","P000438","PRIVATE/FINANCIAL SE","AFW","Cabo Verde","IDA","Non-FCS","IDA non-FCS","Equitable Growth, Finance and Institutions","Finance, Competitiveness and Innovation","IDA","IPF","1996","2001","6","C",">=10 million & <25 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000464","ENT REHAB & DEVELOP","AFW","Central African Republic","IDA","Non-FCS","IDA non-FCS","Equitable Growth, Finance and Institutions","Finance, Competitiveness and Innovation","IDA","IPF","1991","2001","11","C","less than 10 million","Implementation Completion Report Review","HIGHLY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000474","NAT. LIVESTOCK DEV.","AFW","Central African Republic","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1995","2000","6","C","less than 10 million","Implementation Completion Report Review","UNSATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000501","Agricultural and Livestock Services Project","AFW","Chad","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Agriculture and Food","IDA","IPF","1995","2003","9","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000509","HEALTH & SAFE MOTHERHOOD","AFW","Chad","IDA","Non-FCS","IDA non-FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1994","2001","8","C",">=25 million & <50 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000517","BASIC EDUCATION V","AFW","Chad","IDA","Non-FCS","IDA non-FCS","Human Development","Education","IDA","IPF","1993","2001","9","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000527","Education Sector Reform Project","AFW","Chad","IDA","FCS","IDA FCS","Human Development","Education","IDA","IPF","2003","2012","10","C",">=25 million & <50 million","Implementation Completion Report Review","UNSATISFACTORY","UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODEST"
"2021-12-15T00:00:00.000","P000528","CHAD PETROLEUM AND POWER ENGINEERING","AFW","Chad","IDA","Non-FCS","IDA non-FCS","Infrastructure","Energy & Extractives","IDA","IPF","1991","2002","12","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000530","SECOND TRANSPORT SECTOR PROJECT","AFW","Chad","IDA","Non-FCS","IDA non-FCS","Infrastructure","Transport","IDA","IPF","1993","2000","8","C",">=25 million & <50 million","Implementation Completion Report Review","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000532","TD HOUSEHOLD ENERGY","AFW","Chad","IDA","Non-FCS","IDA non-FCS","Infrastructure","Energy & Extractives","IDA","IPF","1998","2004","7","C","less than 10 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","SATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000535","WILDLANDS PROTECTION","AFW","Congo, Republic of","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Environment, Natural Resources & the Blue Economy","GEF","IPF","1993","2000","8","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000596","POP & HUMAN RESOURCE","AFE","Comoros","IDA","Non-FCS","IDA non-FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1994","2000","7","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000603","Third Education Project","AFE","Comoros","IDA","Non-FCS","IDA non-FCS","Human Development","Education","IDA","IPF","1997","2004","8","C","less than 10 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","HIGHLY UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000604","Comoros-Pilot Agricultural Services Project","AFE","Comoros","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1997","2003","7","C","less than 10 million","Implementation Completion Report Review","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000606","SMALL ENTERPRISE DEV","AFE","Comoros","IDA","Non-FCS","IDA non-FCS","Equitable Growth, Finance and Institutions","Finance, Competitiveness and Innovation","IDA","IPF","1994","2003","10","C","less than 10 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000649","HEALTH IMPROVEMENT P","AFW","Equatorial Guinea","IBRD","Non-FCS","IBRD non-FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1992","2000","9","C","less than 10 million","Implementation Completion Report Review","UNSATISFACTORY","UNSATISFACTORY","HIGHLY UNSATISFACTORY","HIGHLY UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000732","Education Sector Development Project","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Human Development","Education","IDA","IPF","1998","2004","7","C",">=100 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000733","ET: AG. RESEARCH & TRAINING","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1998","2007","10","C",">=50 millon & <100 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","NEGLIGIBLE"
"2021-12-15T00:00:00.000","P000734","ER ROAD REHABILITATION","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Infrastructure","Transport","IDA","IPF","1993","2003","11","C",">=50 millon & <100 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000736","ET-Energy 2 (FY98)","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Infrastructure","Energy & Extractives","IDA","IPF","1998","2006","9","C",">=100 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000752","SEED SYSTEM DEVELOPMENT PROJECT","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Agriculture and Food","IDA","IPF","1995","2003","9","C",">=10 million & <25 million","Project Performance Assessment Report","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","UNSATISFACTORY","MODERATELY UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000753","National Fertilizer Sector Project","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1995","2002","8","C",">=100 million","Project Performance Assessment Report","UNSATISFACTORY","MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000755","ET ROAD SEC. DEV. PROG","OTH","World",,"Non-FCS","Other","Other","Other","IDA","IPF","1998","2005","8","C",">=100 million","Project Performance Assessment Report","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","HIGH"
"2021-12-15T00:00:00.000","P000756","Health Sector Development Program","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1999","2006","8","C",">=100 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","MODEST"
"2021-12-15T00:00:00.000","P000758","CALUB ENERGY DEV. PROJECT","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Infrastructure","Energy & Extractives","IDA","IPF","1994","2001","8","C",">=50 millon & <100 million","Implementation Completion Report Review","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000764","ET-Water Supply Dev & Rehab (BD FY96)","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Water","IDA","IPF","1996","2003","8","C",">=25 million & <50 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000771","Ethiopia Social Rehabilitation and Development Fund","AFE","Ethiopia","IDA","Non-FCS","IDA non-FCS","Human Development","Social Protection & Jobs","IDA","IPF","1996","2005","10","C",">=100 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000786","Projet Foret et Environnement","AFW","Gabon","IBRD","Non-FCS","IBRD non-FCS","Sustainable Development","Urban, Resilience and Land","IBRD","IPF","1993","2002","10","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000825","Part. Health/Pop./Nut.","AFW","Gambia, The","IDA","Non-FCS","IDA non-FCS","Human Development","Health, Nutrition & Population","IDA","IPF","1998","2005","8","C",">=10 million & <25 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
"2021-12-15T00:00:00.000","P000831","ENVIRNMT MGMT CAP BL","AFW","Gambia, The","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Environment, Natural Resources & the Blue Economy","IDA","IPF","1994","2000","7","C","less than 10 million","Implementation Completion Report Review","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000833","Ghana:COASTAL WETLANDS MANAGEMENT","AFW","Ghana","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Agriculture and Food","GEF","IPF","1993","2000","8","C","less than 10 million","Project Performance Assessment Report","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","SUBSTANTIAL"
"2021-12-15T00:00:00.000","P000918","Ghan:AGRIC DIVERS (TREE C","AFW","Ghana","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Agriculture and Food","IDA","IPF","1991","2000","10","C",">=10 million & <25 million","Project Performance Assessment Report","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000924","COMMUNITY WATER & SANITATION","AFW","Ghana","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Water","IDA","IPF","1994","2001","8","C",">=10 million & <25 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000926","GH-Thermal Power SIL 5 (FY95)","AFW","Ghana","IDA","Non-FCS","IDA non-FCS","Infrastructure","Energy & Extractives","IDA","IPF","1995","2007","13","C",">=100 million","Implementation Completion Report Review","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODEST"
"2021-12-15T00:00:00.000","P000928","Ghana:AGRIC RESEARCH","AFW","Ghana","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Agriculture and Food","IDA","IPF","1991","2000","10","C",">=10 million & <25 million","Project Performance Assessment Report","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000930","Ghana:LIVESTOCK","AFW","Ghana","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1993","2000","8","C",">=10 million & <25 million","Project Performance Assessment Report","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000931","Ghana:AGRIC EXTENSION","AFW","Ghana","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Agriculture and Food","IDA","IPF","1992","2000","9","C",">=25 million & <50 million","Project Performance Assessment Report","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000936","LOCAL GOVT DEV.","AFW","Ghana","IDA","Non-FCS","IDA non-FCS","Sustainable Development","Urban, Resilience and Land","IDA","IPF","1994","2003","10","C",">=25 million & <50 million","Implementation Completion Report Review","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",
"2021-12-15T00:00:00.000","P000943","NON-BANK FIN INS AST","AFW","Ghana","IDA","Non-FCS","IDA non-FCS","Equitable Growth, Finance and Institutions","Finance, Competitiveness and Innovation","IDA","IPF","1996","2002","7","C",">=10 million & <25 million","Implementation Completion Report Review","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",
