"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P172176","SPF - Support to Zimbabwe Recovery and Resilience","Goods","Request for Quotations","Public Administration","1636941","Supply and Delivery of SPMIS ICT","2021-03-03T00:00:00.000","ALG WORLD INVESTMENTS (PVT) LTD","Republic of Zimbabwe","ZW","93020.0"
"2022-09-12T00:00:00.000","2020","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Consultant Services","Direct Selection","Financial Sector","1602782","Consultancy Services for Capacity Building of Audit Committees","2019-12-16T00:00:00.000","INSTITUTE OF DIRECTORS ZIMBABWE","Republic of Zimbabwe","ZW","29400.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1579658","Supply of a wood drying Kiln","2018-10-31T00:00:00.000","NUKOR SAWMILLING (PYT) LTD","Republic of South Africa","ZA","86156.0"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Zimbabwe","ZW","P154861","Zimbabwe National Water Project","Goods","Shopping","Water, Sanitation and Waste Management","1545189","Supply and installation of networking equipment","2016-12-01T00:00:00.000","ZOL","Republic of Zimbabwe","ZW","2837.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1577700","Supply Of Promotional Material- Shirts","2018-12-12T00:00:00.000","THE DESIGN BOOTH","Republic of Zimbabwe","ZW","1180.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1585832","Development of Sidida Business Plan","2019-03-25T00:00:00.000","Individual Consultant","Republic of Zimbabwe","ZW","10000.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Goods","Direct Selection","Agriculture, Fishing and Forestry;Public Administration","1592644","Supply of treated poles for Human Wildlife Conflict Mitigation measures","2019-05-30T00:00:00.000","BENEDETTO TRADING PVT LTD","Republic of Zimbabwe","ZW","12331.0"
"2022-09-12T00:00:00.000","2020","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Consultant Services","Individual Consultant Selection","Health","1605732","Employment contract for a period up to 31 December 2019 to be extended pending project extension to June 2020","2019-12-02T00:00:00.000","Individual Consultant","Republic of Zimbabwe","ZW","1501.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Goods","Request for Quotations","Health","1633372","Video Conferencing Facilities","2020-10-29T00:00:00.000","INNOVATIVE TECHNOLOGIES","Republic of Zimbabwe","ZW","13610.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Consultant Services","Direct Selection","Financial Sector","1646536","Consultancy Services : Provision of External Audit Services to the PFMEP","2021-02-19T00:00:00.000","BAKER TILLEY","Republic of Zimbabwe","ZW","10736.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P172176","SPF - Support to Zimbabwe Recovery and Resilience","Consultant Services","Consultant Qualification  Selection","Public Administration","1654143","Consultancy Services: Post-Disaster Needs assessment to the Government Civil Protection Committees","2021-04-26T00:00:00.000","TRIAS CONSULT LTD","United Kingdom of Great Britain and Nort","GB","37250.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Consultant Services","Direct Selection","Financial Sector","1649896","Technical Assistance to the Ministry of Finance & Economic Advisory Support for the Rollout of PFMS GM Module to include Donor Funded Projects (DFPs)","2021-03-22T00:00:00.000","BARNABAS MANYAU","Republic of Zimbabwe","ZW","9200.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P172176","SPF - Support to Zimbabwe Recovery and Resilience","Consultant Services","Direct Selection","Public Administration","1634681","Consultancy Services: A technical Assessment for updating landslides and flood risk mapping in Zimbabwe","2020-11-09T00:00:00.000","UNIVERSITY OF ZIMBABWE  HITRAC-CEPHI","Republic of Zimbabwe","ZW","27900.0"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Goods","Request for Quotations","Financial Sector","1561528","Supply and delivery of ICT for PMU","2017-05-30T00:00:00.000","PLANTECH (PVT) LTD","Republic of Zimbabwe","ZW","18900.0"
"2022-09-12T00:00:00.000","2020","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Consultant Services","Direct Selection","Health","1600291","HPA to perform 1 counter verification for Rural and Urban programmes","2019-11-06T00:00:00.000","HEALTH PROFESSIONS AUTHORITY ZIMBABWE","Republic of Zimbabwe","ZW","30546.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry;Public Administration","1588748","Wildlife capture services","2018-12-05T00:00:00.000","DEOCK TRADING PVT LTD T/A AFRICAN WILDLIFE MANAGEMENT & CONCERVATION","Republic of Zimbabwe","ZW","25000.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1579413","Drilling and Casing of 4 boreholes in Chireya","2018-12-20T00:00:00.000","LIGHMART ENGINEERING","Republic of Zimbabwe","ZW","33140.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Consultant Services","Individual Consultant Selection","Health","1653831","Communication Specialist","2020-09-29T00:00:00.000","Individual Consultant","Republic of Zimbabwe","ZW","10719.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1586665","Supply of Protective clothing","2018-07-13T00:00:00.000","CASSTECH TECHNOLOGIES T/A CASSTECH","Republic of Zimbabwe","ZW","8452.0"
"2022-09-12T00:00:00.000","2020","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1600597","Designing and Printing of REDD + Policy Briefs","2019-09-20T00:00:00.000","ORT PRINTING SERVICES","Republic of Zimbabwe","ZW","750.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1576187","Supply of soil chemicals","2019-01-08T00:00:00.000","NATIONAL TESTED SEEDS","Republic of Zimbabwe","ZW","1310.0"
"2022-09-12T00:00:00.000","2018","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Consultant Services","Direct Selection","Financial Sector","1566181","Development of Interface facility through web services or Application Programming Interface (API) betwwen the PFMS /SAP system and the DMFAS ( Debt Management System ) of the Government of Zimbabwe","2018-03-26T00:00:00.000","TWENTY THIRD CENTURY SYSTEMS","Republic of Zimbabwe","ZW","16250.0"
"2022-09-12T00:00:00.000","2018","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Consultant Services","Direct Selection","Financial Sector","1566147","Development of Interface facility through Web Services or Application Programming Interface (API) between the PFMS/SAP system and ZIMTA (Tax Administration System) of the Goverment of Zimbabwe","2018-03-14T00:00:00.000","TWENTY THIRD CENTURY SYSTEMS","Republic of Zimbabwe","ZW","27300.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Consultant Services","Direct Selection","Health","1689398","Reproductive Health Officer","2022-02-01T00:00:00.000","ESTHER NGARU","Republic of Zimbabwe","ZW","13772.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P172176","SPF - Support to Zimbabwe Recovery and Resilience","Goods","Request for Quotations","Public Administration","1697841","Supply, Delivery and Installation of a Fire Suppression System","2022-06-06T00:00:00.000","RADIO SOLUTIONS","Republic of Zimbabwe","ZW","11017.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Consultant Services","Individual Consultant Selection","Health","1653894","Develop an Environmental and Social Management Framework (ESMF) containing an Environmental and Social Management Plan (ESMP).","2020-08-06T00:00:00.000","Individual Consultant","Republic of Zimbabwe","ZW","14000.0"
"2022-09-12T00:00:00.000","2018","Eastern and Southern Africa","Zimbabwe","ZW","P154861","Zimbabwe National Water Project","Goods","Request for Quotations","Water, Sanitation and Waste Management","1549366","Supply and Delivery of Laptop and accessories - ZW-ZINWA-21268-GO-RFQ","2017-08-31T00:00:00.000","PANASONIC BUSINESS SYSTEMS","Republic of Zimbabwe","ZW","2564.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Consultant Services","Individual Consultant Selection","Financial Sector","1656105","Technical Assistance to the Ministry of Finance & Economic Advisory Support for the review of PFMS/SAP Annual Maintenance Agreement and Identification of Cost Saving Options","2021-05-11T00:00:00.000","Individual Consultant","World","1W","4950.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Consultant Services","Individual Consultant Selection","Health","1650076","Contract for Accountant up to 31 December 2020","2020-11-12T00:00:00.000","Individual Consultant","Republic of Zimbabwe","ZW","2483.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P172176","SPF - Support to Zimbabwe Recovery and Resilience","Goods","Request for Quotations","Public Administration","1635486","Supply and Delivery DCP Central Level IT","2020-11-17T00:00:00.000","WILCHART ENTERPRISES (PVT) LTD","Republic of Zimbabwe","ZW","81539.0"
"2022-09-12T00:00:00.000","2020","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Consultant Services","Consultant Qualification  Selection","Financial Sector","1614853","Consultancy Services for the IT Audit of the PFMS Function","2020-05-19T00:00:00.000","ERNST AND YOUNG ADVISORY SERVICES (PTY) LIMITED-(ZIMBABWE) (EY)","Republic of Zimbabwe","ZW","128360.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Consultant Services","Direct Selection","Health","1689384","Reproductive Health Officer","2022-02-01T00:00:00.000","CHIPO CHIMAMISE","Republic of Zimbabwe","ZW","15516.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Goods","Direct Selection","Health","1702223","Supply of Caps, surgical, bouffant","2021-12-17T00:00:00.000","CHINA MEHECO CO.,LTD","People's Republic of China","CN","40000.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Goods","Direct Selection","Health","1702191","Procurement of Suction Machines, Oxygen Concentrators inclusive of consumables and Kitted Ambulances","2021-12-23T00:00:00.000","UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP)","World","1W","671096.0"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Zimbabwe","ZW","P154861","Zimbabwe National Water Project","Goods","Shopping","Water, Sanitation and Waste Management","1545091","Purchase of  Office Furniture","2016-11-16T00:00:00.000","MODERN FURNISHERS","Republic of Zimbabwe","ZW","5261.0"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Zimbabwe","ZW","P154861","Zimbabwe National Water Project","Goods","Shopping","Water, Sanitation and Waste Management","1545193","Supply install and installation and commissioning of an alarm system","2016-12-01T00:00:00.000","FAWCETT SECURITY ORGANISATION","Republic of Zimbabwe","ZW","654.0"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Zimbabwe","ZW","P154861","Zimbabwe National Water Project","Goods","Shopping","Water, Sanitation and Waste Management","1545092","Purchase of 21 Bicycles","2016-09-14T00:00:00.000","WORLD BICYCLE RELIEF","Republic of Zimbabwe","ZW","3104.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1577523","Printing of REDD+ Info briefs","2018-07-31T00:00:00.000","SABLE PRESS PVT LTD","Republic of Zimbabwe","ZW","1950.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1580366","Supply of a laptop","2019-02-20T00:00:00.000","HORIZONVIEW TECHNOLOGIES","Republic of Zimbabwe","ZW","1925.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1585869","Supply of garden seeds","2019-03-15T00:00:00.000","NATIONAL TESTED SEEDS","Republic of Zimbabwe","ZW","251.0"
"2022-09-12T00:00:00.000","2018","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Consultant Services","Direct Selection","Health","1590551","Bluesquare Contract for RBF System Upgrade","2017-09-22T00:00:00.000","BLUESQUARE","Kingdom of Belgium","BE","108636.0"
"2022-09-12T00:00:00.000","2018","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Goods","Request for Quotations","Financial Sector","1558281","Procurement of CISCO network requirements  for Kiosk","2018-04-25T00:00:00.000","AFRICOM (PVT) LTD","Republic of Zimbabwe","ZW","45113.0"
"2022-09-12T00:00:00.000","2020","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Consultant Services","Individual Consultant Selection","Financial Sector","1602790","Advisory Support for rollout of PFMS GM Module to Include Donor Funded Projects (DFPs)","2019-12-16T00:00:00.000","Individual Consultant","World","1W","23000.0"
"2022-09-12T00:00:00.000","2020","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Consultant Services","Individual Consultant Selection","Health","1608047","Local Quality Improvement Consultant to support the Quality Assurance and Quality Improvement Directorate within Ministry of Health and Child Care","2020-02-24T00:00:00.000","Individual Consultant","Republic of Zimbabwe","ZW","15400.0"
"2022-09-12T00:00:00.000","2018","Eastern and Southern Africa","Zimbabwe","ZW","P155751","Public Procurement Modernisation Technical Assistance","Non-consulting Services","Direct Selection","Public Administration","1559805","Production of a Documentary","2018-02-20T00:00:00.000","NAFUNA INVESTMENTS","Republic of Zimbabwe","ZW","5500.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Non-consulting Services","Direct Selection","Health","1633260","Storage and Distribution of COVID-19 Commodities.","2020-10-08T00:00:00.000","NATIONAL PHARMACEUTICAL COMPANY","Republic of Zimbabwe","ZW","137178.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Goods","Direct Selection","Financial Sector","1568974","Procurement f CAATs for the OAG and Internal Audit","2018-10-24T00:00:00.000","K-SAP TOTAL SOLUTIONS","Republic of South Africa","ZA","208200.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Goods","Request for Quotations","Health","1696143","Supply of BP Heavy Machine with mobile stand x12","2022-04-25T00:00:00.000","CHEMODRAS INVESTMENTS","Republic of Zimbabwe","ZW","14477.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P152932","Public Financial Management Enhancement Project","Goods","Request for Quotations","Financial Sector","1655170","Supply and Delivery of Laptops for the Office of the Auditor General and Parliament of Zimbabwe","2021-05-20T00:00:00.000","OVACODA INVESTMENTS","Republic of Zimbabwe","ZW","21989.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Goods","Request for Quotations","Health","1700267","Supply of Golf Tshirts and Round Base Hats","2022-05-23T00:00:00.000","IGLOO ADVERTISING","Republic of Zimbabwe","ZW","11034.0"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Zimbabwe","ZW","P172176","SPF - Support to Zimbabwe Recovery and Resilience","Goods","Request for Quotations","Public Administration","1652198","Supply and Delivery of DCP lower level ICT","2021-01-17T00:00:00.000","FARNIC INVESTMENTS (PVT) LTD","Republic of Zimbabwe","ZW","59100.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P177168","Piloting social protection and WASH interventions to keep adolescent girls in school in Zimbabwe","Goods","Request for Quotations","Education;Social Protection","1691385","MHM Kits","2022-03-12T00:00:00.000","LEGACY PADS","Republic of Zimbabwe","ZW","24565.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P172176","SPF - Support to Zimbabwe Recovery and Resilience","Consultant Services","Direct Selection","Public Administration","1687421","Consultancy Services for Training on Mobile Data Collection and GIS and 
Remote Sensing Training for Department of Civil Protection (DCP) Staff 
and National Civil Protection Committee (NCPC) members","2022-02-14T00:00:00.000","UNIVERSITY OF ZIMBABWE DEPARTMENT OF GEOGRAPHY GEOSPATIAL SCIENCES AND EARTH OBS","Republic of Zimbabwe","ZW","13500.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P125229","Health Sector Development Support Project","Goods","Request for Quotations","Health","1696147","Supply of Fetal Dopler x12
Supply of Hameglobin plus box of 50 strips x12","2022-04-08T00:00:00.000","PHARMLIFE","Republic of Zimbabwe","ZW","4785.0"
"2022-09-12T00:00:00.000","2019","Eastern and Southern Africa","Zimbabwe","ZW","P124625","Hwange-Sanyati Biological Corridor Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1564979","Supply of a scanner","2018-07-19T00:00:00.000","STERLING EXPORT CORPORATION","Republic of Zimbabwe","ZW","5463.0"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Zimbabwe","ZW","P172176","SPF - Support to Zimbabwe Recovery and Resilience","Consultant Services","Direct Selection","Public Administration","1687830","Consultancy Services for Institutionalization of the Composite Drought Index in Zimbabwe (CDI)","2022-02-28T00:00:00.000","BINDURA UNIVERSITY OF SCIENCE EDUCATION","Republic of Zimbabwe","ZW","44540.0"
