"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2019","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","EG","P113416","Egypt - Wind Power Development Project","Goods","International Competitive Bidding","Energy and Extractives","1581207","Execution of Direct Order A S4 (RAS GHAREB) 500/220 K.V 2X750 MVA GIS S/S","2018-12-20T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","47583965.0","S4RAS GHAREB 500/200/22KV GIS S"
"2022-09-12T00:00:00.000","2019","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","EG","P113416","Egypt - Wind Power Development Project","Goods","International Competitive Bidding","Energy and Extractives","1573720","-line 2:220 kv double circuit OHTL Ras Gharab /boo with 15km length and line 3:220kv double circuit Ohtl GABAL EL ZAIT /KF W6 WITH 1 5 KM LENGTH.","2018-10-31T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","9430024.0","IFB NO. 53/2016/2017"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","India","IN","P143382","Tamil Nadu and Puducherry Coastal Disaster Risk Reduction Project","Civil Works","Request for Bids","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration;Industry, Trade and Services","1578398","Conversion of Overhead line distribution to underground cabling system for New Town, Sellankuppam and Manjakuppam (part) feeders in Cuddalore Town of Cuddalore District,Tamil Nadu","2019-02-26T00:00:00.000","M/S. LARSEN & TOUBRO LIMITED","Republic of India","IN","28524489.0","03/CDRRP/CUD/2017-18"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","India","IN","P170590","West Bengal Electricity Distribution Grid Modernization Project","Civil Works","Request for Bids","Information and Communications Technologies;Energy and Extractives","1652573","Supply and Installation of High Voltage Distribution System (HVDS) in semi-urban and rural areas under various divisions of Bankura District within the state of West Bengal","2021-03-24T00:00:00.000","M/S. LARSEN & TOUBRO LIMITED","Republic of India","IN","4874967.0","IN-WBSEDCL-189639-CW-RFB (PK-BNK"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","India","IN","P170590","West Bengal Electricity Distribution Grid Modernization Project","Civil Works","Request for Bids","Information and Communications Technologies;Energy and Extractives","1646821","Supply and Installation of High Voltage Distribution System (HVDS) in semi-urban and rural areas under various divisions of Howrah District within the state of West Bengal","2021-03-01T00:00:00.000","M/S. LARSEN & TOUBRO LIMITED","Republic of India","IN","5866943.0","IN-WBSEDCL-183966-CW-RFB"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","India","IN","P170590","West Bengal Electricity Distribution Grid Modernization Project","Civil Works","Request for Bids","Information and Communications Technologies;Energy and Extractives","1646988","Supply and Installation of High Voltage Distribution System (HVDS) in semi-urban and
rural areas under various Divisions of Purba Medinipur District within the state of West Bengal","2021-03-01T00:00:00.000","M/S. LARSEN & TOUBRO LIMITED","Republic of India","IN","6202502.0","IN-WBSEDCL-183989-CW-RFB"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","India","IN","P170811","Punjab Municipal Services Improvement Project","Civil Works","Request for Proposals","Water, Sanitation and Waste Management;Public Administration","1652082","Design, Build and Operation of 440 MLD Water Treatment Plant and associated Transmission Network and Over Head Service Reservoirs in City of Amritsar, Punjab","2021-04-29T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","105455443.0","IN-PMIDC-170755-CW-RFP"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","India","IN","P170590","West Bengal Electricity Distribution Grid Modernization Project","Civil Works","Request for Bids","Information and Communications Technologies;Energy and Extractives","1652550","Supply and Installation of High Voltage Distribution System (HVDS) in semi-urban and rural areas under various divisions of Uttar Dinajpur District within the state of West Bengal","2021-03-24T00:00:00.000","M/S. LARSEN & TOUBRO LIMITED","Republic of India","IN","6031674.0","IN-WBSEDCL-189638-CW-RFB (PK-UDP"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","India","IN","P170590","West Bengal Electricity Distribution Grid Modernization Project","Civil Works","Request for Bids","Information and Communications Technologies;Energy and Extractives","1652551","Supply and Installation of High Voltage Distribution System (HVDS) in semi-urban and rural areas under various divisions of Dakshin Dinajpur District within the state of West Bengal","2021-03-24T00:00:00.000","M/S. LARSEN & TOUBRO LIMITED","Republic of India","IN","5780063.0","IN-WBSEDCL-189638-CW-RFB (PK-DDP"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","India","IN","P170590","West Bengal Electricity Distribution Grid Modernization Project","Civil Works","Request for Bids","Information and Communications Technologies;Energy and Extractives","1652564","Supply and Installation of High Voltage Distribution System (HVDS) in semi-urban and rural areas under various divisions of Coochbehar District within the state of West Bengal","2021-03-24T00:00:00.000","M/S. LARSEN & TOUBRO LIMITED","Republic of India","IN","5604848.0","IN-WBSEDCL-189633-CW-RFB (PK-CHB"
"2022-09-12T00:00:00.000","2022","Western and Central Africa","Cameroon","CM","P152755","Electricity Transmission and Reform Project","Civil Works","Request for Bids","Energy and Extractives","1694460","Conception-Fourniture-Montage de la Ligne 400 kV EDEA-NKOLNKOUMOU-NYOM II","2022-04-13T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","59828314.0","N°013/M/SONATREL/PRRTERS/SPM/202"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Eastern and Southern Africa",,"P164354","Mozambique - Malawi Regional Interconnector Project","Civil Works","Request for Bids","Energy and Extractives","1670395","Design, Supply & Installation, Commission and Handover of 142km, 400 kV D/O OHTL from Matambo 400 kV SE up to Mozambique/Malawi Border (Package A)/Part A - Mozambique Part of the Project","2021-08-20T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","35245405.0","IV/TD A – EDM/MOMA/2021"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Eastern and Southern Africa",,"P164354","Mozambique - Malawi Regional Interconnector Project","Civil Works","Request for Bids","Energy and Extractives","1670892","Design, Supply & Installation, Commission and Handover of the 400 kV Overhead Transmission Line from the Boarder with Mozambique to Phombeya 400 kV Substation in Malawi and the Extension of Phombeya 4","2021-08-20T00:00:00.000","LARSEN & TOUBRO LIMITED, POWER TRANSMISSION & DISTRIBUTION","Republic of India","IN","27174494.0","IV/TD A-MOMA/2020."
