"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1709876","C3.2-CS-002	National Technical Consultant for Rural Infrastructure 1","2018-01-01T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","6562.0","C3.2-CS-002"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1709873","C3.2-CS-001	Fishery Management Consultant","2018-01-01T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","103300.0","C3.2-CS-001"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1709860","C3.2-CS-013	National Technical Advisor","2018-01-05T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","11904.0","C3.2-CS-013"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","India","IN","P144726","National Cyclone Risk Mitigation Project-II","Civil Works","Request for Bids","Transportation;Water, Sanitation and Waste Management;Public Administration","1709792","PRUTHVI BUILDERS","2018-02-16T00:00:00.000","PRUTHVI BUILDERS","Republic of India","IN","889865.0","IN-GSDMA-13468-CW-RFB"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","India","IN","P144726","National Cyclone Risk Mitigation Project-II","Civil Works","Request for Bids","Transportation;Water, Sanitation and Waste Management;Public Administration","1709787","K. V. Barad","2018-02-19T00:00:00.000","K.V. BARAD","Republic of India","IN","447251.0","IN-GSDMA-4723-CW-RFB"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Direct Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1709783","National Technical Consultant for Rural Infrastructure","2018-05-01T00:00:00.000","KHAYKEO XAYMOUNVONG","Lao People's Democratic Republic","LA","27207.0","C3.1.1-CS-010"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1709772","C3.1.2-CS-007 Accounting","2017-11-01T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","42135.0","C3.1.2-CS-007"
"2022-09-12T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Tajikistan","TJ","P148291","Higher Education Project","Consultant Services","Individual Consultant Selection","Education","1709759","International Individual Consultant in Higher Education Financing","2018-06-08T00:00:00.000","Individual Consultant","Republic of Armenia","AM","47550.0","MOES/HEP/IC/2016-10"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","India","IN","P144726","National Cyclone Risk Mitigation Project-II","Civil Works","Request for Bids","Transportation;Water, Sanitation and Waste Management;Public Administration","1709693","Contract Pruthvi Builder","2018-02-16T00:00:00.000","PRUTHVI BUILDERS","Republic of India","IN","1305337.0","IN-GSDMA-4731-CW-RFB"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1709639","C3.2-CS-003	National Technical Consultant for Rural Infrastructure 2","2018-04-02T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","27780.0","C3.2-CS-003"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1709637","C3.2-CS-007	Senior Accountant","2018-04-02T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","13522.0","C3.2-CS-007"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1709633","C3.2-CS-011	Finance Management Consultant","2018-04-02T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","57162.0","C3.2-CS-011"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Civil Works","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","1709473","New Hatchery Construction in Attapeu Province: Package 2 (Water Supply and Drainage System)","2018-06-02T00:00:00.000","BOUN OUM HOUNG CHALEUN CONSTRUCTION SOLE CO., LTD","Lao People's Democratic Republic","LA","178291.0","C3.2-W-002"
"2022-09-12T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Turkiye",,"P162004","Education Infrastructure for Resilience (EU Facility for SuTP)","Consultant Services","Consultant Qualification  Selection","Education;Public Administration","1709220","Design Preparation and Construction Supervision for Pilot Schools (Adana)","2017-07-19T00:00:00.000","ARTI MUHENDISLIK MIMARLIK MUSAVIRLIK LTD. STI.","Republic of Turkiye","TR","254333.0","FRIT-WB-DH-01"
"2022-09-12T00:00:00.000","2018","Western and Central Africa","Guinea-Bissau","GW","P148797","Emergency Water and Electricity Services Upgrading Project","Consultant Services","Consultant Qualification  Selection","Energy and Extractives;Water, Sanitation and Waste Management;Public Administration","1709094","Implementa&#231;&#227;o do sistema de gest&#227;o de fontan&#225;rio p&#250;blicos a construir em Bissau.","2017-10-19T00:00:00.000","ASPAAB","Republic of Guinea-Bissau","GW","44235.0","01 CONS QC 2017"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Uganda","UG","P145101","Uganda: Albertine Region Sustainable Development Project","Goods","Request for Quotations","Education;Transportation;Energy and Extractives;Public Administration","1708961","Procurement of office furniture for project staff under ARSDP","2017-04-06T00:00:00.000","VISIBLE INVESTMENT LTD","Republic of Uganda","UG","12708.0","UG-MOESTS-10792-GO-RFQ"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1708907","C2.5-CS-003 Implementation Support Consultant","2018-01-02T00:00:00.000","Individual Consultant","Republic of the Philippines","PH","60000.0","C2.5-CS-003"
"2022-09-12T00:00:00.000","2018","Western and Central Africa","Mali","ML","P160505","Mali - Rural Mobility and Connectivity Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1708833","&#201;tudes Techniques APS et APD avec Production de DAO, ainsi que le contr&#244;le et le suivi des travaux d&#8217;am&#233;nagement de 292 Km de pistes rurales dans la r&#233;gion de Koulikoro phase29","2018-05-21T00:00:00.000","2M CONSULT","Burkina Faso","BF","189272.0","CS-REF-11"
"2022-09-12T00:00:00.000","2018","Western and Central Africa","Mali","ML","P160505","Mali - Rural Mobility and Connectivity Project","Consultant Services","Consultant Qualification  Selection","Transportation","1708826","DEFINITION ET L&#8217;OPERATIONNALISATION DU DISPOSITIF DE SUIVI EVALUATION DU PROJET D&#8217;AMELIORATION DE L&#8217;ACCESSIBILITE RURALE (PAAR) ET UNE ASSISTANCE TECHNIQUE DANS LA MISE &#338;UVRE","2018-03-30T00:00:00.000","PEGHWENDE SERGE BELA","Burkina Faso","BF","100604.0","ML-PAAR-63858-CS-CQS"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Direct Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1708581","C2.5-CS-010 Implementation Support Consultant","2018-06-29T00:00:00.000","MR.VICTORIANO B.MACASQUIT","Republic of the Philippines","PH","163842.0","C2.5-CS-010"
"2022-09-12T00:00:00.000","2018","Western and Central Africa","Mali","ML","P160505","Mali - Rural Mobility and Connectivity Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1708453","Etudes, contr&#244;le et surveillance des travaux d'am&#233;nagement de 200 km dans la r&#233;gion de Sikasso Phase II","2018-05-21T00:00:00.000","EMGC","Republic of Mali","ML","320437.0","CS-REF-12-1"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Eastern and Southern Africa",,"P130871","Regional Communications Infrastructure Program Phase 5 - Uganda","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","1708336","ACCESS IT Ltd","2017-06-19T00:00:00.000","ACCESS LTD","Republic of Uganda","UG","8001.0","UG-NITA-U-63535-GO-RFQ"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1708188","C2.5-CS-008 Accounting Software Developer Consultant (Part-time)","2018-01-01T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","9533.0","C2.5-CS-008"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1708139","C2.5-CS-005 Project Audit (Year 2017 and Year 2018)","2018-01-23T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","60926.0","C2.5-CS-005"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1708131","C2.5-CS-008 Accounting Software Developer Consultant (Part-time)","2018-01-01T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","9533.0","C2.5-IC-008"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P147272","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","Least Cost Selection","Transportation","1708107","Execu&#231;&#227;o de Projeto de Engenharia","2017-11-27T00:00:00.000","PAVESYS ENGENHARIA","Federative Republic of Brazil","BR","1309270.0","014-CT158/2017"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1708092","C2.5-CS-011 National Project Account","2018-04-19T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","38348.0","C2.5-CS-011"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1708086","C2.5-CS-002 National Project Account","2018-01-12T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","15900.0","C2.5-CS-002"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1708051","C2.5-CS-001 National Financial Manager","2018-02-01T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","43686.0","C2.5-CS-001"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Uruguay","UY","P159771","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","1707824","Esc. 385 Barrio Marac&#225;na, departamento de Montevideo","2017-03-03T00:00:00.000","Individual Consultant","Oriental Republic of Uruguay","UY","14451.0","UY-ANEP-14571-CS-INDV-DIRECT OBR"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Uruguay","UY","P159771","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","1707818","Esc. 24 Vichadero, departamento de Rivera","2017-03-29T00:00:00.000","Individual Consultant","Oriental Republic of Uruguay","UY","6480.0","UY-ANEP-14571-CS-INDV-DIRECT OBR"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Uruguay","UY","P159771","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","1707816","Mantenimiento obras Escuelas: 20,28,36,40,56,73,81,90 Artigas y Esc 1,4,7,13,15,31,64,78,111,114,120,131 Salto","2017-10-10T00:00:00.000","Individual Consultant","Oriental Republic of Uruguay","UY","1024.0","UY-ANEP-14571-CS-INDV-DIRECT OBR"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Uruguay","UY","P159771","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","1707796","Trabajos en Esc. 16 de Treinta y Tres","2017-11-23T00:00:00.000","Individual Consultant","Oriental Republic of Uruguay","UY","11613.0","UY-ANEP-14571-CS-INDV-DIRECT OBR"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","India","IN","P144726","National Cyclone Risk Mitigation Project-II","Civil Works","Request for Bids","Transportation;Water, Sanitation and Waste Management;Public Administration","1707595","Contract Shanti Structure","2018-03-05T00:00:00.000","SHANTI STRUCTURES PVT. LTD","Republic of India","IN","853357.0","IN-GSDMA-13495-CW-RFB"
"2022-09-12T00:00:00.000","2018","Eastern and Southern Africa","Eastern and Southern Africa",,"P152822","Development Response to Displacement Impacts Project in the HoA","Goods","Request for Bids","Energy and Extractives;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1707415","Acquisition de kits agricols pour la r&#233;gion d'Ali sabieh","2018-01-23T00:00:00.000","HALLES TRADING","Republic of Djibouti","DJ","129600.0","COMP2/F3/2017"
"2022-09-12T00:00:00.000","2018","Eastern and Southern Africa","Eastern and Southern Africa",,"P152822","Development Response to Displacement Impacts Project in the HoA","Goods","Request for Bids","Energy and Extractives;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1707401","Acquisition de kits agricols pour la r&#233;gion d'Obock","2018-01-23T00:00:00.000","AGRO VETO","Republic of Djibouti","DJ","67316.0","COMP2/F2/2017"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Haiti","HT","P148970","Haiti Sustainable Rural and Small Towns Water and Sanitation Project","Consultant Services","Quality And Cost-Based Selection","Health;Water, Sanitation and Waste Management","1707059","la s&#233;lection d&#8217;un bureau d&#8217;&#233;tudes pour la r&#233;alisation des activit&#233;s d&#8217;ing&#233;nierie sociale dans le cadre des travaux de r&#233;habilitation et d&#8217;extension du syst&#232;me d&#8217;approvisionnement en eau potable (SAEP)","2018-03-01T00:00:00.000","COMITE PROTOS HAITI (CPH)","Republic of Haiti","HT","54966.0","HT-AF-WSS-103702-CS-QCBS"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","India","IN","P144726","National Cyclone Risk Mitigation Project-II","Civil Works","Request for Bids","Transportation;Water, Sanitation and Waste Management;Public Administration","1706995","Signed Contract","2018-05-07T00:00:00.000","MARUTI ENTERPRISE","Republic of India","IN","815139.0","IN-GSDMA-42799-CW-RFB"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Non-consulting Services","Direct Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1706892","Regional Expert on lab equipment evaluation and assessment","2018-03-19T00:00:00.000","DR. VITHET SRINETR","Kingdom of Thailand","TH","13800.0","C2.2-ICS-001"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Non-consulting Services","Direct Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1706888","National Legal Specialist","2018-06-02T00:00:00.000","SYPHA CHANTHAVONG","Lao People's Democratic Republic","LA","7429.0","C2.1-ICS-002"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","India","IN","P144726","National Cyclone Risk Mitigation Project-II","Consultant Services","Consultant Qualification  Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1706534","Contract for external auditor","2018-06-01T00:00:00.000","ROY GHOSH & ASSOCIATES","Republic of India","IN","3768.0","IN-GSDMA-18968-CS-CQS"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","India","IN","P144726","National Cyclone Risk Mitigation Project-II","Consultant Services","Quality And Cost-Based Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1706529","Contract for EIA SIA","2017-02-07T00:00:00.000","HASKONING DHV CONSULTING PVT. LTD.","Republic of India","IN","116323.0","IN-GSDMA-5613-CS-QCBS"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Uruguay","UY","P159771","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","1705695","contratacion metrajista Esc. 65 de Montevideo","2018-05-07T00:00:00.000","Individual Consultant","Oriental Republic of Uruguay","UY","596.0","UY-ANEP-59858-CS-METRA GOL 2018"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Uruguay","UY","P159771","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","1705694","contratacion metrajista para Esc. 142 Montevideo y Esc. 205 de Canelones","2018-06-12T00:00:00.000","Individual Consultant","Oriental Republic of Uruguay","UY","2020.0","UY-ANEP-59858-CS-METRAJISTA BORR"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Tajikistan","TJ","P158298","Strengthening Critical Infrastructure against Natural Hazards","Consultant Services","Individual Consultant Selection","Transportation;Agriculture, Fishing and Forestry;Public Administration","1705279","Flood Protection Engineering Consultant (International Consultant)","2016-12-23T00:00:00.000","Individual Consultant","Republic of Serbia","YF","92500.0","SCINHP/IC/2016-08"
"2022-09-12T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Tajikistan","TJ","P158298","Strengthening Critical Infrastructure against Natural Hazards","Consultant Services","Individual Consultant Selection","Transportation;Agriculture, Fishing and Forestry;Public Administration","1705263","Translator/Interpreter","2018-05-01T00:00:00.000","Individual Consultant","Republic of Tajikistan","TJ","16800.0","SCIHP-CS-IC-04"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","1704583","Pontoon Mounted Electric Centrifugal Pump (75KW) for Irrigation Pumping Stations Lot 4","2017-10-27T00:00:00.000","NOUKHAM CONSTRUCTION CO., LTD","Lao People's Democratic Republic","LA","98825.0","C3.1.2-G-011"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","China","CN","P153541","Shaanxi Poor Rural Areas Community Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","1704270","Baishui Hongan Construction and Installation Co., Ltd. won the bid at the price of RMB 395576.87.","2018-06-09T00:00:00.000","BAISHUI HONGAN CONSTRUCTION AND INSTALLATION CO., LTD","People's Republic of China","CN","58996.0","W/W/B/2018/15"
