"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P119047","Financial Sector Rapid Response Project","Consultant Services","Single Source Selection","1549937","Procurement and Contract Management Consultant to FSRRO and DAB","2016-11-20T00:00:00.000","PAVANENDRA VERMA","Republic of India","206224.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P119047","Financial Sector Rapid Response Project","Consultant Services","Single Source Selection","1549923","Risk Management Consultant for DAB","2017-04-09T00:00:00.000","GIANFRANCO ANTONIO VENTO","Islamic  Republic of Afghanistan","213020.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P119047","Financial Sector Rapid Response Project","Goods","Request for Bids","1592562","Supply and Installation of Video Conference Equipments for DAB Head Office","2019-06-19T00:00:00.000","INT NETLINK TECHNOLOGIES LLC","United Arab Emirates","138725.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120397","Afghanistan Agricultural Inputs Project (AAIP)","Consultant Services","Individual Consultant Selection","1318576","Legal Specialst for Quarantine","2016-11-01T00:00:00.000","Individual Consultant","World","27007.0"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","Afghanistan","AF","P120397","Afghanistan Agricultural Inputs Project (AAIP)","Consultant Services","Individual Consultant Selection","1549019","Senior Procurement Specialist","2017-08-15T00:00:00.000","Individual Consultant","World","11226.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120397","Afghanistan Agricultural Inputs Project (AAIP)","Consultant Services","Direct Selection","1542111","Procurement Specialist","2016-07-25T00:00:00.000","MIRWAIS SAJJAD","Islamic  Republic of Afghanistan","8530.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120398","AF On-Farm Water Management (OFWM)","Consultant Services","Individual Consultant Selection","1539992","International Procurement Adviser, Kabul Main Office","2016-07-08T00:00:00.000","Individual Consultant","World","113999.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Goods","International Competitive Bidding","1545832","PROCUREMENT AND SUPPLY OF 10 VEHICLES FOR NPA.","2017-04-23T00:00:00.000","MALANG BABA","Islamic  Republic of Afghanistan","30480.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Non-consulting Services","Direct Selection","1545030","Procurement of Software and Services for the Migration of  Afghanistan Financial Management Information System (AFMIS) form Version 6.5 to Version 7","2016-12-12T00:00:00.000"," FREEBALANCE INC","Canada","2823275.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Consultant Services","Single Source Selection","1540721","Mr. S Szymon Radziszewicz","2016-07-01T00:00:00.000","MR. S SZYMON RADZISZEWICZ","United States of America","108075.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Consultant Services","Single Source Selection","1544379","AFGHANISTAN REVENUE DEPARTMENT-MINISTRY OF FINANCE","2016-08-13T00:00:00.000","BLERAT UKAJ","Republic of Kosovo","126000.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Consultant Services","Quality Based Selection","1546071","FINEUROP SUPPORT (Eurosupport) Italian (lead partner)","2017-04-22T00:00:00.000","FINEUROP SUPPORT (EUROSUPPORT) ITALIAN","Italian Republic","1274764.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Non-consulting Services","Direct Selection","1541595","Communication Services to Support Treasury Operations within the Ministry of Finance, Line Ministries and Provincial Offices of the Ministry of Finance (Mustofiats)","2016-07-24T00:00:00.000","NEDA TELECOMMUNICATIONS CO.","Islamic  Republic of Afghanistan","1124676.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Consultant Services","Single Source Selection","1545584","CONSULTANT S SERVICES FOR EXTERNAL AUDIT SUPPORT SERVICES FOR WB AIDED PROJECTS AND SUSTAINABLE CAPACITY BUILDING OF SAO","2017-03-01T00:00:00.000","COWATER INTERNATIONAL","Canada","1592204.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Consultant Services","Quality And Cost-Based Selection","1543249","Consultancy Service for Procurement facilitation, Strenghtening and support for the National Procurement Autnority (NPA)","2016-11-20T00:00:00.000","LINPICO SARL","French Republic","2483266.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Consultant Services","Quality And Cost-Based Selection","1546468","M/S MOORES ROWLAND","2017-06-05T00:00:00.000","M/S MOORES ROWLAND","Republic of Indonesia","742534.0"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1567314","Construction/Rehabilitation of Injel Canal Irrigation scheme /Site-1- Intake Structure Injel District of Herat province","2018-01-09T00:00:00.000","SHAH WALI TECHNICAL CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","1360722.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1567285","Construction/Rehabilitation of Sholgara River Bank Protection Scheme in Sholgara District of Balkh province Invitation for Bid No: MEW/PCU/IRDP/ MR-501 /NCB Lot -2","2018-08-04T00:00:00.000","SAID NASER YALANI AND SOB IR SAM JV CONSTRUCTION","Islamic  Republic of Afghanistan","1394946.0"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1567234","Protection of Hadira Khol River Bank scheme.in Rodat Distract of Ningarhar Province","2018-04-21T00:00:00.000","WAHEED WAHAJ CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","684091.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1567232","Rehabilitation/Improvement of Kabarzan Canal Irrigation Scheme (Head work, Water division, Retaining wall, Water division structure, culvert structure, Culvert (Social structure)","2018-08-11T00:00:00.000","KAVASHGARAN CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","882002.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1621108","Construction of office building for PCU / IRDP/ WRM in the MEW compound in KBL province","2020-01-28T00:00:00.000","QARACHAY INDIVIDUAL COMPANY","Islamic  Republic of Afghanistan","1156368.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Non-consulting Services","Request for Bids","1621113","Geophysical Survey 20 Test and Pizometric Wells (BASELINE SURVEY, DRILLING, INSTALING OF CASINGS, COMPRESSOR TEST, PUMPING TEST) MEW (Khost)","2020-06-14T00:00:00.000","WAHEED NAVEED CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","258087.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1589688","Rehabilitation/Improvement of Chakarha River Bank In in Qal-e-Naw District of Badghis Province HR-501 for the Contract","2018-10-31T00:00:00.000","ASCENT AFG GROUP OF CO CONSTRUCTION & ENGINEERING","Islamic  Republic of Afghanistan","1106984.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599209","GEOPHYSICAL SURVEY AND 16 TEST WELLS (BASELINE SURVEY, DRILLING, INSTALING OF CASINGS, COMPRESSOR TEST, PUMPING TEST) MEW (FARAH)","2019-10-20T00:00:00.000","WAHEED NAVEED CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","200240.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1633598","Mohmand River Bank Protection Wall Scheme works in Mohmand Daman district of Kandahar province","2019-07-06T00:00:00.000","BRIGHT PEARL CONST.CO","Islamic  Republic of Afghanistan","366312.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1633535","GEOPHYSICAL SURVEY AND 15 TESTS WELL (BASELINE SURVEY, DRILLING, INSTALING OF CASINGS, COMPRESSOR TEST, PUMPING TEST) MEW (JALALABAD)","2019-10-20T00:00:00.000","ROTARY AND DRILING COMPANY OF LATIFY","Islamic  Republic of Afghanistan","143262.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1621166","Abpashak River Bank Protection Scheme in Greshk District of Helmand Province Lot-1","2020-01-22T00:00:00.000","BRIGHT PEARL CONST.CO","Islamic  Republic of Afghanistan","1355819.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1633211","Installation of 4 AHS including guard Rooms Harirud Murghab River Basin","2019-09-29T00:00:00.000","HALIM HAMID CONSTRUCTION & ENGINEERING COMPANY","Islamic  Republic of Afghanistan","69173.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1633187","Installation of 5 AHS including guard Rooms Harirud Murghab River Basin","2019-12-18T00:00:00.000","HALIM HAMID CONSTRUCTION & ENGINEERING COMPANY","Islamic  Republic of Afghanistan","104186.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1633179","Installation of 3 AHS including guard rooms in Kabul River Basin","2019-09-02T00:00:00.000","ASCENT AFG GROUP OF CO CONSTRUCTION & ENGINEERING","Islamic  Republic of Afghanistan","76209.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1633165","Rehabilitation of Nitaq Sar-e-Lar River Bank Protection Works in Yakawlang District of Bamyan Province","2019-09-18T00:00:00.000","ARIANA RISE CONSTRUCTION CO","Islamic  Republic of Afghanistan","277969.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1621175","Installation of 16 AHS including guard Rooms Helmand River Basin","2020-03-10T00:00:00.000","BAKHTAR PAIROZ CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","356894.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599301","Procurement of Works for Rehabilitation of Sangisar Canal Irrigation scheme in Zharay District of Kandahar Province","2019-10-10T00:00:00.000","BILAL NIAMATYAR ENGINEERING CONSTRUCTION","Islamic  Republic of Afghanistan","729555.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599306","Rehabilitation Works for Tizan Canal Irrigation Scheme Gozara District, Herat Province","2019-09-30T00:00:00.000","RAHO ROAD AND BUILDING CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","519383.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599310","GEOPHYSICAL SURVEY AND 20 TESTS WELL (BASELINE SURVEY, DRILLING, INSTALING OF CASINGS, COMPRESSOR TEST, PUMPING TEST) MEW (MAZAR_E_SHARIF) 6","2019-10-20T00:00:00.000","RASIKH CONSTRUCTION CO.","Islamic  Republic of Afghanistan","164339.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599313","Rehabilitation of Sangisar Canal Irrigation scheme in Zarhry District of Kandahar province","2019-10-21T00:00:00.000","NATIONAL GOLD CONSTRUCTION CO","Islamic  Republic of Afghanistan","458308.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599320","Procurement of Works for Arghandab Talukan River Bank Protection scheme in Panjwa-ee District of Kandahar Province","2019-10-20T00:00:00.000","ARIANA HIKMAT ROAD CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","417046.0"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1583005","Rehabilitation Works for Shekiban Irrigation Scheme Lot 2 Zenda Jan of Herat Province,","2016-10-09T00:00:00.000","NIAMATULLAH KHWAJA CONSTRUCTION AND PRODUCTION CONSTRUCTION MATERIAL CO","Islamic  Republic of Afghanistan","176654.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1582975","Rehabilitation Works for Chem Tepa Irrigation Scheme (U-141) consisting of (Construction of Side Intake Structure) (Construction of Spillway Structure) (Construction of Drop and Outlet Structure)","2018-11-10T00:00:00.000","CONSTRUCTION & SOCIAL DEVELOPMENT COMPANY (CSDC)","Islamic  Republic of Afghanistan","218694.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Quotations","1599435","Contraction of Khwabgah and shele Charkh Hydrology Station repairing work","2019-06-01T00:00:00.000","ELTAF WARDAK BABA CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","7987.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599452","Procurement of Works for Arghandab Chardeh River Bank Protection Scheme","2019-10-26T00:00:00.000","BILAL NIAMATYAR ENGINEERING CONSTRUCTION","Islamic  Republic of Afghanistan","416977.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599453","Rehabilitation Works for Noorgal Canal Irrigation Scheme","2019-10-20T00:00:00.000","CRYSTAL AFGHAN CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","502559.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Goods","Request for Bids","1607555","Supply of Universal Water Current Meters With their Accessories, 7 other essential associated items and 5 spare parts","2020-01-21T00:00:00.000","HASIB AHMADZAI LOGISTIC","Islamic  Republic of Afghanistan","343878.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Goods","Request for Quotations","1607562","Procurement of 3 stabilizer 1 projector 1 color printer 1 black & white Heavy Duty and 3 LCD monitor for Deputy Minister of Admin and finance","2019-05-25T00:00:00.000","SEVEN STAR TECHNOLOGY (I.T SERVICES","Islamic  Republic of Afghanistan","5647.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Non-consulting Services","Request for Bids","1622888","GEOPHYSICAL SURVEY AND DRILLING OF 20 TEST AND PIZOMETRIC WELLS (BASELINE SURVEY, DRILLING, INSTALATION OF CASINGS, COMPRESSOR TEST, PUMPING TEST)","2020-04-29T00:00:00.000","ROTARY AND DRILING COMPANY OF LATIFY","Islamic  Republic of Afghanistan","217895.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1625009","GEOPHYSICAL SURVEY AND 16 TEST WELLS (BASELINE SURVEY, DRILLING, INSTALING OF CASINGS, COMPRESSOR TEST, PUMPING TEST) MEW (KANDAHAR) (MEW/IRDP/HQ/IFB/MIS/W-55)","2019-10-20T00:00:00.000","WAHEED NAVEED CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","155472.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Goods","Request for Bids","1625013","Supply and Installation of Snow Pack Analyzers for 3 Stations and Snow Depth Sensors for 7 Snow Survey Stations","2020-01-21T00:00:00.000","ASCENT AFG GROUP OF CO CONSTRUCTION & ENGINEERING","Islamic  Republic of Afghanistan","275450.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1625020","Rehabilitation of Gozara Canal Irrigation Scheme Phase-III in Gozara District of Herat province 18","2019-08-08T00:00:00.000","AMAN ZABI CONSTRUCTION CO","Islamic  Republic of Afghanistan","700954.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1625054","Rehabilitation of Qush Tepa Canal Irrigation Scheme in Khan Abad District of Kunduz province","2020-02-02T00:00:00.000","AMAN ULLAH WATANYAR CONSTRUCTION CO","Islamic  Republic of Afghanistan","1274020.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1586393","Rehabilitation of Jaghartan Canal Irrigation Scheme In Ingel District of Herat Province H-526","2019-03-18T00:00:00.000","BRIGHT PEARL CONST.CO","Islamic  Republic of Afghanistan","979805.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1600109","Rehabilitation of Faizabad Canal Irrigation Scheme Lot-2","2019-08-08T00:00:00.000","AMAN ZABI CONSTRUCTION CO","Islamic  Republic of Afghanistan","372378.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Goods","Request for Quotations","1600095","Procurement of Firewall 150 User With 2 Years License and Training and Rack for Data Security for WRD.","2019-07-03T00:00:00.000","MUSTAFA GROUP LTD","Islamic  Republic of Afghanistan","8906.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1600087","Installation of 9 AHS including 6 guard rooms in Helmand River Basin lot-3","2019-08-06T00:00:00.000","HELMAND JAHANI BARAK CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","143514.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Goods","Request for Bids","1600086","Supply of 2 Generators 160KW with all Equipment delivery and installation for main office","2019-03-06T00:00:00.000","ASPIRE ARIA LOGISTIC SERVICES CO","Islamic  Republic of Afghanistan","61556.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Goods","Request for Quotations","1600083","Supply of 50 unit life jacket and 150 pair wader dryer","2019-09-09T00:00:00.000","PAISH QADAMAN LOGISTICS SERVICES COMPANY","Islamic  Republic of Afghanistan","3181.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Goods","Request for Quotations","1600076","Supply of 3 Digital Attendance system and training of the Attendance system for HR department","2018-10-28T00:00:00.000","KABUL BIO METRIC","Islamic  Republic of Afghanistan","6139.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1600073","Rehabilitation of Zaman Abad Canal Irrigation Scheme in Pashtun Zarghun District of Herat Province","2019-08-18T00:00:00.000","AFGHAN ROLIX CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","1334916.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1625745","Geophysical survey and 16 Test well(baseline survey, drilling, installing of casings, compressor test, pumping test) (Nimroz)","2019-12-09T00:00:00.000","ROTARY AND DRILING COMPANY OF LATIFY","Islamic  Republic of Afghanistan","159350.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1597273","Darunta Dam D/S Protection works in Surkhrod District of Nangarhar province in Surkhrod District of Nangarhar province","2019-06-25T00:00:00.000","CRYSTAL AFGHAN CONSTRUCTION COM PANY","Islamic  Republic of Afghanistan","344625.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599738","Rehabilitation of Faizabad Canal Irrigation Scheme","2019-08-08T00:00:00.000","AMAN ZABI CONSTRUCTION CO","Islamic  Republic of Afghanistan","380406.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599730","Rehabilitation of Zaman Abad Canal Irrigation Scheme in Pashtun Zarghun District of Herat Province","2019-08-19T00:00:00.000","NATIONAL GOLD CONSTRUCTION CO","Islamic  Republic of Afghanistan","799278.0"
"2022-09-12T00:00:00.000","2019","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Goods","Request for Quotations","1599729","Supply of 4 Motor Boats For Discharge Measurement on Big Rivers to Hydrology Department","2019-01-05T00:00:00.000","SITARA SEPEHR LOGISTIC SERVICES COMPANY","Islamic  Republic of Afghanistan","18462.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599723","Rehabilitation of Arghandab Motashim (Tabin Supla) River Bank Protection Scheme Lot-2","2019-09-11T00:00:00.000","BILAL NIAMATYAR ENGINEERING CONSTRUCTION","Islamic  Republic of Afghanistan","286980.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599721","Rehabilitation of Arghandab Motashim (Tabin Supla) River Bank Protection","2019-09-11T00:00:00.000","BILAL NIAMATYAR ENGINEERING CONSTRUCTION","Islamic  Republic of Afghanistan","619170.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599720","Rehabilitation Works for Shamsha Poor Canal Irrigation Scheme in Surkhrod District, Nangarhar Province","2019-10-20T00:00:00.000","CONSERVABLE CONSTRUCTION","Islamic  Republic of Afghanistan","451005.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599193","Procurement of Works for Arghandab Chardeh River Bank Protection scheme Panjwa-ee District of Kandahar Province","2019-10-21T00:00:00.000","NATIONAL GOLD CONSTRUCTION CO","Islamic  Republic of Afghanistan","662375.0"
"2022-09-12T00:00:00.000","2020","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Civil Works","Request for Bids","1599204","Rehabilitation Works for Zulam Abad Irrigation Scheme in Qala-e-Zal District of Qunduz Province","2019-08-18T00:00:00.000","WOOR CONSTRUCTION COPMANY","Islamic  Republic of Afghanistan","45974.0"
