"fiscal_year","project_name","procurement_category","procurement_method","contract_description","contract_signing_date","supplier","supplier_contract_amount_usd"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Direct Selection","Trastuzumab 600 mg y Pertuzumab 420","2022-07-14T00:00:00.000","PRODUCTOS ROCHE SAQEI","589200.0"
"2023","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","adquisici&#243;n de libros para escuelas","2022-07-20T00:00:00.000","30708762756","30146.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 7 FUROSEMIDA (primer contrato)","2022-08-01T00:00:00.000","KLONAL S.R.L.","54751.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 4: CARVEDILOL (segundo contrato)","2022-08-01T00:00:00.000","KLONAL S.R.L.","221415.0"
"2023","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Especialista en Ambiente y Adaptaci&#243;n y Vulnerabilidad al Cambio Clim&#225;tico - JESSICA VIAND","2022-08-06T00:00:00.000","Individual Consultant","4189.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Direct Selection","Adquisici&#243;n de Nivolumab 40 mg y Nivolumab 100 mg","2022-07-13T00:00:00.000","SUIZO ARGENTINA","1077390.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro 1 ATENOLOL (primer contrato)","2022-08-01T00:00:00.000","KLONAL S.R.L.","46419.0"
"2023","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Non-consulting Services","Request for Quotations","Lote N&#176; 2 cuadernillos por un monto total de pesos cinco millones
cuatrocientos cuarenta y un mil cuatrocientos ($ 5.441.400,00)","2022-07-28T00:00:00.000","MELENZANE S.A","40148.0"
"2023","Improving Inclusion in Secondary and Higher Education","Goods","Direct Selection","Acuerdo con UNOPS para la provisi&#243;n de equipamiento inform&#225;tico","2022-07-01T00:00:00.000","OFICINA DE LAS NACIONES UNIDAS DE SERVICIOS PARA PROYECTOS (UNOPS)","22430000.0"
"2023","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","adquisici&#243;n de libros para escuelas","2022-07-20T00:00:00.000","EDITORIAL MAIPUE","32538.0"
"2023","Improving Inclusion in Secondary and Higher Education","Non-consulting Services","Request for Quotations","PROYECTO PILOTO NIVEL PRIMARIO 2022","2022-09-06T00:00:00.000","BOLDT IMPRESORES SA","10552.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro 1 ATENOLOL (tercer contrato)","2022-07-22T00:00:00.000","LABORATORIO ECZANE PHARMA","52954.0"
"2023","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","adquisici&#243;n de libros para escuelas","2022-07-20T00:00:00.000","AIQUE GRUPO EDITOR SA","50304.0"
"2023","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Adquisici&#243;n de libros para escuelas","2022-07-20T00:00:00.000","EDITORIAL ESTRADA S.A.","60291.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Direct Selection","Adquisici&#243;n de Nilotinib 150 mg y 200 mg","2022-07-12T00:00:00.000","NOVARTIS ARGENTINA","691297.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Azatioprina 50 mg","2022-07-21T00:00:00.000","SUIZO ARGENTINA","36479.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 12 METFORMINA","2022-07-27T00:00:00.000","BIONTEK","598433.0"
"2023","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","adquisici&#243;n de libros para escuelas","2022-07-20T00:00:00.000","PUERTO DE PALOS","158983.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Direct Selection","Adquisici&#243;n de medicamentos para seguimiento postrasplante &#8211; Sirolimus 0.5mg, 1mg, 2mg","2022-08-10T00:00:00.000","PFIZER ARGENTINA","4362122.0"
"2023","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","CONTRATO NEIFF","2022-07-01T00:00:00.000","Individual Consultant","4867.0"
"2023","Children and Youth Protection Project","Goods","Request for Bids","SDO 02/2022 &#8220;Adquisici&#243;n de Equipamiento Inform&#225;tico para la b&#250;squeda e identificaci&#243;n de ni&#241;os y
ni&#241;as sin AUH&#8221;","2022-08-14T00:00:00.000","ALFATECH SOLUTIONS SRL","337988.0"
"2023","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Analista Programador de Software","2022-07-26T00:00:00.000","Individual Consultant","10892.0"
"2023","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Asegurar el cumplimiento de los est&#225;ndares ambientales y sociales requeridas por el Banco Mundial &#8211;BIRF, la normativa ambiental y social especifica de las Provincias involucradas, la legislaci&#243;n vige","2022-07-18T00:00:00.000","Individual Consultant","5146.0"
"2023","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","ELABORACION DE ESTUDIO DE TARIFAS ELECTRICAS PARA USUARIOS INDIVIDUALES DEL MERCADO DISPERSO PARA LAS PORVINCIAS DE CATAMARCA, LA RIOJA, SAN JUAN Y MENDOZA.","2022-07-20T00:00:00.000","Individual Consultant","14006.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 2: BISOPROLOL FUMARATO","2022-07-22T00:00:00.000","IVAX ARGENTINA S.A","198706.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro 1 ATENOLOL (segundo contrato)","2022-08-01T00:00:00.000","LABORATORIOS VENT3 SRL","50287.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Direct Selection","Adquisici&#243;n de frascos ampollas de Basiliximab 20mg polvo para inyectable","2022-07-20T00:00:00.000","SUIZO ARGENTINA","374601.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 5 ENALAPRIL (tercer contrato)","2022-08-01T00:00:00.000","LABORATORIOS VENT3 SRL","466577.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote 1: VALGANCICLOVIR","2022-07-21T00:00:00.000","NOVARTIS ARGENTINA","394006.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 4 CARVEDILOL (primer contrato)","2022-07-18T00:00:00.000","SAVANT PHARM","215738.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Direct Selection","INMUNOGLOBULINA ANTI-LINFOCITARIA (HUMANA DE SUERO DE CONEJO) 25 MG","2022-08-24T00:00:00.000","SANOFI AVENTIS ARGENTINA","231975.0"
"2023","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","adquisici&#243;n de libros para escuelas","2022-07-20T00:00:00.000","ESTACION MANDIOCA","68136.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 14 METFORMINA","2022-07-18T00:00:00.000","SAVANT PHARM","845702.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro 10 LABETALOL","2022-07-22T00:00:00.000","LAFEDAR S.A","486681.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 5 ENALAPRIL (segundo contrato)","2022-08-18T00:00:00.000","SAVANT PHARM","433248.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 7 FUROSEMIDA (segundo contrato)","2022-08-01T00:00:00.000","LABORATORIOS VENT3 SRL","61227.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Direct Selection","Cetuximab 100 mg y 500 mg","2022-07-08T00:00:00.000","SUIZO ARGENTINA","826909.0"
"2023","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Non-consulting Services","Request for Quotations","Lote N&#176; 4 afiches por un monto de pesos setenta y ocho mil
setecientos cincuenta ($ 78.750,00)","2022-07-26T00:00:00.000","GRAFICA BARSA","581.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 11 LOSARTAN","2022-07-22T00:00:00.000","IVAX ARGENTINA S.A","410562.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 5 ENALAPRIL (primer contrato)","2022-08-01T00:00:00.000","KLONAL S.R.L.","441580.0"
"2023","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","CONTRATO CENTER","2022-07-01T00:00:00.000","Individual Consultant","4867.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Direct Selection","Panitumumab 20 mg.","2022-07-12T00:00:00.000","DROGUERÍA DIHEMO","346884.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote Nro. 9 HIDROCLOROTIAZIDA","2022-07-22T00:00:00.000","LAFEDAR S.A","74505.0"
"2023","AR Flood Risk Management Support Project for the City of Buenos Aires","Non-consulting Services","Request for Quotations","Evaluaci&#243;n","2022-07-28T00:00:00.000","BUTTERFLY SUSTENTABILIDAD","60124.0"
"2023","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Direct Selection","Suministro de 730.000 dosis de Vacuna VPH. Precio Unitario US$ 20.20. Total US$ 14.746.000,00. El plazo de entrega es el l&#237;mite m&#225;ximo","2022-08-16T00:00:00.000","SINERGIUM BIOTECH","22826000.0"
"2022","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Consultant Qualification  Selection","Evaluaci&#243;n del Impacto de la Carga Fiscal Consolidada para la Toma de 
Decisiones Comerciales (Doing Business) y de Inversiones en la Regi&#243;n","2021-10-01T00:00:00.000","UNIVERSIDAD NACIONAL DE TRES DE FEBRERO (UNTREF)","116741.0"
"2022","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Adquisici&#243;n de Carteler&#237;a para Puntos Digitales","2021-09-09T00:00:00.000","LO=PUB PRODUCCIONES PERIODISTICAS Y PUBLICITARIAS SRL.","452072.0"
"2022","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Lote 3 &#8211; San Juan de Quillaques &#8211; Provincia de Jujuy","2021-09-14T00:00:00.000","BRAMAQ SRL","1034370.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations",,"2021-08-05T00:00:00.000","CALCATERRA CONSTRUCCIONES","53325.0"
"2022","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Lote 4 - Proyectores HD, Soporte de Proyector, Pantalla de Proyector y Puntero Laser Presentador","2021-07-27T00:00:00.000","DINATECH","188101.0"
"2022","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Lote 2: Salta &#8211; Regi&#243;n Puna y Pre Puna.","2022-02-08T00:00:00.000","CORADIR SA","2169421.0"
"2022","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Actualizaci&#243;n para la soluci&#243;n de balanceo, firewall de aplicaciones web y acceso remoto seguro del ecosistema de GDE","2021-09-27T00:00:00.000","POINT IT SRL","205854.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","CUE 3400288-00	507	RAMON LISTA","2021-08-17T00:00:00.000","PROCON SRL","23127.0"
"2022","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Ingeniero Senior con experiencia en proyectos","2022-01-24T00:00:00.000","Individual Consultant","11430.0"
"2022","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Referente de inclusi&#243;n financiera","2022-02-01T00:00:00.000","Individual Consultant","3794.0"
"2022","Forests and Community","Goods","Request for Bids","Forestal san Miguel","2021-12-16T00:00:00.000","FORESTAL SAN MIGUEL DE DISTRIBUIDORA ALBERDI S.R.L","490908.0"
"2022","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Asistir a la Secretar&#237;a de Energ&#237;a del Ministerio de Econom&#237;a para asegurar la correcta redacci&#243;n de los documentos licitatorios de los procesos de Adquisiciones y Contrataciones de Obras, Bienes y se","2021-09-15T00:00:00.000","Individual Consultant","13002.0"
"2022","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","CONSULTOR INDIVIDUAL ESPECIALISTA EN PLANIFICACI&#211;N, MONITOREO Y CONTROL DE GESTI&#211;N","2022-03-31T00:00:00.000","Individual Consultant","9716.0"
"2022","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","El objetivo de la contrataci&#243;n es incorporar un consultor Especialista en Contabilidad y Desembolso para la Direcci&#243;n General de Programas y Proyectos Sectoriales y Especiales del Ministerio de Econom","2021-10-20T00:00:00.000","Individual Consultant","8027.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","CUE 3400442-00 EPEP N&#176; 126 DEP. BERMEJO","2021-08-17T00:00:00.000","PROCON SRL","30453.0"
"2022","Rural Corridors and Biodiversity","Goods","Request for Bids","Moticicletas tipo Enduro para el Parque Provincial Fuerte Esperanza","2021-11-10T00:00:00.000","VEMERKIPER","20291.0"
"2022","Rural Corridors and Biodiversity","Goods","Request for Bids","Modulo Habitacional para Vivienda p/ Parque Nacional Copo","2021-10-05T00:00:00.000","CGB","56107.0"
"2022","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","CONTRATO VOLKER","2022-05-01T00:00:00.000","Individual Consultant","9914.0"
"2022","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Goods","Request for Bids","LOTE N&#176;2: PC Intermedia Potenciada con licencia W10 Pro (cantidad: 51)","2021-12-23T00:00:00.000","QUICK SUPPLIES SRL","61526.0"
"2022","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Individual Consultant Selection","CONSULTOR EXPERTO EN GESTI&#211;N DE PROYECTOS","2022-02-10T00:00:00.000","Individual Consultant","6502.0"
"2022","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Goods","Request for Bids","LOTE N&#176;3: Notebook avanzada con licencia W10 Pro (cantidad: 36)","2021-12-28T00:00:00.000","QUICK SUPPLIES SRL","52369.0"
"2022","Rural Corridors and Biodiversity","Goods","Request for Bids","Moticicletas tipo Enduro para el Parque Nacional El Impenetrable","2021-11-10T00:00:00.000","VEMERKIPER","20291.0"
"2022","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Individual Consultant Selection","Especialista Sector Presupuesto","2022-01-25T00:00:00.000","Individual Consultant","491.0"
"2022","Matanza-Riachuelo Basin Sustainable Development Project","Non-consulting Services","Request for Quotations","Contrataci&#243;n de Estudio de Suelo en el marco del Anteproyecto para licitar obra de puente sobre arroyo Sarand&#237; &#8211; Autopista Buenos Aires &#8211; La Plata.","2021-12-02T00:00:00.000","BGM OBRAS S.R.L","5627.0"
"2022","Digital Inclusion and Innovation in Public Services in Argentina","Non-consulting Services","Direct Selection","ADENDA N&#176; 1 AL CONTRATO N&#176; 19/2021 &#8220;Adquisici&#243;n de servicios de reforma y limpieza de tanques de combustible y reparaci&#243;n de generadores el&#233;ctricos de los EDT (TDA)&#8221;","2021-11-04T00:00:00.000","RB ENERGIA","234809.0"
"2022","Integrated Risk Management in the Rural Agroindustrial System","Goods","Request for Bids","&#8220;Adquisici&#243;n y Actualizaci&#243;n Tecnol&#243;gica (Hardware -Software) para Puesta en Producci&#243;n&#8221;","2021-12-30T00:00:00.000","LOGIA SOLUTION S.R.L.","40755.0"
"2022","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","CONSULTOR INDIVIDUAL DESARROLLADOR","2021-11-01T00:00:00.000","Individual Consultant","2117.0"
"2022","Matanza-Riachuelo Basin Sustainable Development Project","Consultant Services","Individual Consultant Selection","Contrato ASESOR CONTABILIDAD Y GESTION UCOFI.","2021-09-01T00:00:00.000","Individual Consultant","5332.0"
"2022","Matanza-Riachuelo Basin Sustainable Development Project","Goods","Request for Quotations","Lote &#218;nico: Tipo Notebook de Trabajo. Cantidad: 2 (dos).","2021-11-17T00:00:00.000","TECNOLOGÍA AG SAS","3971.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","EX-2021-35302154- -APN-DC#ME EL SURI PORFIADO EDICIONES DE JUAREZ ALDAZABAL, CARLOS LAUDINO","2021-07-08T00:00:00.000","EL SURI PORFIADO EDICIONES DE JUAREZ ALDAZABAL, CARLOS LAUDINO","36256.0"
"2022","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","CONTRATO FISCHER Fernando Jos&#233;","2022-04-01T00:00:00.000","Individual Consultant","7651.0"
"2022","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Adquisici&#243;n de test de VPH y colecoras DNA","2022-01-24T00:00:00.000","TECNOLAB S.A.","2075369.0"
"2022","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","CONTRATO ROMERO Luis Guillermo","2022-03-01T00:00:00.000","Individual Consultant","894.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","REFACCION NUCLEO SANITARIO EES 38 NAPENAY","2021-11-04T00:00:00.000","PRODECO CONSTRUCCIONES SRL","29399.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Request for Quotations","adquisicion de colchones, frazadas y s&#225;banas para escuelas rurales","2021-12-03T00:00:00.000","COMERCIAL CASTELLI SRL","30838.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","""REFACCI&#211;N DE N&#218;CLEO SANITARIO E.E.S. No 197 E.E.P. NRO 155 - PCIA. ROQUE S&#193;ENZ PE&#209;A"" -","2021-07-06T00:00:00.000","CONSTRUIR DE HENRY KUNZE","13676.0"
"2022","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","CONSULTOR INDIVIDUAL DESARROLLADOR","2021-11-01T00:00:00.000","Individual Consultant","2117.0"
"2022","Digital Inclusion and Innovation in Public Services in Argentina","Non-consulting Services","Request for Bids","&#8220;SERVICIO DE SOPORTE T&#201;CNICO DE ADMINISTRACI&#211;N DE BASE DE DATOS PARA EQUIPOS ORACLE EXADATA&#8221;","2021-09-27T00:00:00.000","DATASTAR ARGENTINA S. A.","252659.0"
"2022","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Supervisor de Obra","2021-10-01T00:00:00.000","Individual Consultant","14430.0"
"2022","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Lote 4: Notebooks de Alto Rendimiento (primer contrato)","2022-01-10T00:00:00.000","EXO S.A.","999.0"
"2022","Integrated Risk Management in the Rural Agroindustrial System","Goods","Request for Bids","Adquisici&#243;n y Actualizaci&#243;n Tecnol&#243;gica (Hardware - Software) para Puesta en Producci&#243;n","2021-12-30T00:00:00.000","DATASTAR ARGENTINA SA","100558.0"
"2022","Matanza-Riachuelo Basin Sustainable Development Project","Consultant Services","Individual Consultant Selection","Servicio de traducci&#243;n publica de la Negociaci&#243;n y convenio de pr&#233;stamo a suscribir del Segundo Financiamiento Adicional del Proyecto de desarrollo sustentable de la Cuenca Matanza Riachuelo.","2021-07-13T00:00:00.000","Individual Consultant","2061.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","OBRA ESCUELA 452","2021-11-11T00:00:00.000","ING JOSE ANGEL IFRAN","46179.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","311 DR.MANUEL ANTONIO ACEVEDO	EL MONTE	GRAL.ANGEL V.PE&#209;ALOZA	REFACCIONES (SIN M&#178;)","2021-08-04T00:00:00.000","AA CONSTRUCCIONES DE BRAIM PAEZ SONIA","9281.0"
"2022","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Individual Consultant Selection","ANALISTA PARA EL SECTOR DE LIQUIDACIONES","2022-01-25T00:00:00.000","Individual Consultant","16931.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","257 ESCUELA PRIMARIA	LA DORITA	ESQUINA	REFACCIONES (SIN M&#178;)","2021-11-11T00:00:00.000","IMI SRL","40125.0"
"2022","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","838 ESCUELA	ALBARDONES	EMPEDRADO	REFACCIONES (SIN M&#178;)","2021-11-11T00:00:00.000","ING CANTERO RICARDO DIMAS","41447.0"
"2022","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","CONTRATO GUBERMAN FLAVIO","2022-05-01T00:00:00.000","Individual Consultant","1996.0"
"2022","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Goods","Request for Bids","LOTE N&#176;11: Licencias SQL Server Est&#225;ndar &#250;ltima versi&#243;n disponible - Programas de Computaci&#243;n -OCEBA. Microsoft&#174;SQLServerStandardEdition 2019 Sngl OLP 1License NoLevel (cantidad: 1)","2021-12-15T00:00:00.000","RIO INFORMATICA","1440.0"
"2022","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Goods","Request for Bids","LOTE N&#176;12: Office 2019 std para estaciones de trabajo - Programas de Computaci&#243;n -OCEBA OfficeStd 2019 OLP NL Gov (cantidad: 60)","2021-12-15T00:00:00.000","RIO INFORMATICA","39000.0"
"2022","Forests and Community","Goods","Request for Quotations","- ASOCIACION DE APICULTORES DE JUAN JOSE CASTELLI","2021-11-10T00:00:00.000","ASOCIACIÓN DE APICULTORES DE JUAN JOSÉ CASTELLI","27543.0"
"2022","Rural Corridors and Biodiversity","Goods","Request for Bids","Provisi&#243;n e Instalaci&#243;n de Sistemas Fotovoltaicos Completos p/ PN Patagonia, PN Copo, y Parque Provincial Fuerte Esperanza y Parque Provincial Pampa del Indio","2021-09-28T00:00:00.000","INTERMEPRO","104876.0"
"2022","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","ANALISTA FUNCIONAL SENIOR","2021-08-29T00:00:00.000","Individual Consultant","4280.0"
"2022","Digital Inclusion and Innovation in Public Services in Argentina","Non-consulting Services","Request for Bids","""Renovaci&#243;n de Suscripci&#243;n, Soporte T&#233;cnico y Soporte Evolutivo de la Soluci&#243;n Elastic Search""","2022-01-20T00:00:00.000","KNOWLEDGE CONSULTING SA","140249.0"
"2022","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Asegurar el cumplimiento de las salvaguardas ambientales y sociales requeridas por el Banco Mundial &#8211;BIRF, la normativa ambiental y social especifica de la Provincia de Salta, la legislaci&#243;n vigente e","2021-09-22T00:00:00.000","Individual Consultant","1818.0"
"2022","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Asegurar el cumplimiento de las salvaguardas ambientales y sociales requeridas por el Banco Mundial &#8211;BIRF, la normativa ambiental y social especifica de la Provincia de Salta, la legislaci&#243;n vigente e","2021-09-22T00:00:00.000","Individual Consultant","790.0"
"2022","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Realizaci&#243;n de distintos contenidos audiovisuales referente a las instalaciones de los equipos fotovoltaicos de todos los subcomponentes del proyecto PERMER: residenciales 2G, residenciales 3G, escuel","2021-10-29T00:00:00.000","Individual Consultant","8926.0"
"2022","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Consultant Services","Individual Consultant Selection","BOERO Paula - ESPECIALISTA EN GESTI&#211;N","2022-03-10T00:00:00.000","Individual Consultant","6107.0"
"2022","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","CONSULTOR&#205;A PARA DESARROLLO DE MATERIAL DE DATOS SOBRE INSOLVENCIA","2022-03-07T00:00:00.000","Individual Consultant","3986.0"
"2022","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Consultant Services","Individual Consultant Selection","HERRERA Agustina - Analista Social","2022-02-10T00:00:00.000","Individual Consultant","3938.0"
"2022","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Goods","Direct Selection","An&#225;lisis de Impacto en el Negocio (BIA), Plan de Continuidad (BCP) y Plan de Recuperaci&#243;n ante el Desastre (DRP)- 
Licencias ARCHER RSA","2022-03-29T00:00:00.000","NOVARED","55849.0"
"2022","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Quality And Cost-Based Selection","Soluci&#243;n Inform&#225;tica para la Gesti&#243;n de Normas ISO","2022-03-14T00:00:00.000","ENAXIS SA","42148.0"
