"fiscal_year","borrower_country","procurement_category","procurement_method","major_sector","supplier","supplier_country","supplier_contract_amount_usd"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","PADRINA JN BAPTISTE AUGUSTE","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","CASIA JOHN","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","CHRISTIANA MATHIEU","St. Lucia","2680.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","MARIE JULES","St. Lucia","1956.0"
"2020","St. Lucia","Goods","Request for Quotations","Information and Communications Technologies;Health","EXPRESS MEDICAL GROUP INC.","St. Lucia","25257.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ROSELLA CHARLERY","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Health","Individual Consultant","St. Lucia","40676.0"
"2020","St. Lucia","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Health","Individual Consultant","Republic of Nicaragua","123000.0"
"2020","St. Lucia","Goods","Request for Quotations","Information and Communications Technologies;Health","EXPRESS MEDICAL GROUP INC.","St. Lucia","42393.0"
"2020","St. Lucia","Goods","Request for Quotations","Information and Communications Technologies;Health","J E BERGASSE & CO.LTD","St. Lucia","36510.0"
"2020","St. Lucia","Goods","Request for Quotations","Information and Communications Technologies;Health","EXPRESS MEDICAL GROUP INC.","St. Lucia","6994.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ALFREDO PERAZZO","Argentine Republic","100250.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","DARRELL PLACIDE","St. Lucia","171157.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","HUBERT FERDINAND","St. Lucia","48002.0"
"2020","St. Lucia","Non-consulting Services","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","SAINT LUCIA COUNCIL FOR TECHNICAL AND VOCATIONAL EDUCATION AND TRAINING (SLCTVET","St. Lucia","33448.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","MARY EUPHEMIA EDMUND","St. Lucia","2030.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","FELICIANA FRANCIS","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","EMILIA O LAFONTAINE","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","URMAIN L. GRAY","St. Lucia","2030.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","OLYMPIA JOSEPH","St. Lucia","2030.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","MARTHA JOSEPH","St. Lucia","2030.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ARELIA J. FRANCIS","St. Lucia","2030.0"
"2020","St. Lucia","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Health","Individual Consultant","St. Lucia","20148.0"
"2020","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","MEGA CONTRACTING INC","St. Lucia","996295.0"
"2020","St. Lucia","Goods","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","CONDOR DOMINICANA INC.","United States of America","124864.0"
"2020","St. Lucia","Goods","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","B&B MONEY SAVERS INC","St. Lucia","33210.0"
"2020","St. Lucia","Goods","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","COMPUTER AND BUSINESS SERVICES LTD","St. Lucia","66147.0"
"2020","St. Lucia","Goods","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","COMPUTER AND BUSINESS SERVICES LTD","St. Lucia","173952.0"
"2020","St. Lucia","Goods","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","BRICE & COMPANY LTD","St. Lucia","199999.0"
"2020","St. Lucia","Civil Works","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","SKELLYS CONSTRUCTION CO LTD","St. Lucia","1220807.0"
"2020","St. Lucia","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Health","Individual Consultant","St. Lucia","32298.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","DONNA GEORGE","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Health","Individual Consultant","St. Lucia","51671.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","THEOPHILUS LEONCE","St. Lucia","27266.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","KURT POPO","St. Lucia","10249.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","WILLIAM SURAGE","St. Lucia","11803.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","STEVEN TOUSSAINT","St. Lucia","32687.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","KIMBERT SONNY","St. Lucia","29915.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","HAYD CONSTABLE","St. Lucia","29325.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ALAN NOEL","St. Lucia","17961.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","LWANGA WILLIE","St. Lucia","18599.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ELMORE FERDINAND","St. Lucia","17525.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","WESLEY TOUSSSAINT","St. Lucia","14899.0"
"2020","St. Lucia","Goods","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","J.E BERGASSE & COMPANY LTD","St. Lucia","10457.0"
"2020","St. Lucia","Non-consulting Services","Direct Selection","Information and Communications Technologies;Health","LABORATORY SERVICES AND CONSULTATIONS LIMITED","St. Lucia","55351.0"
"2020","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","CEPAL HOLDINGS INC","St. Lucia","2147026.0"
"2020","St. Lucia","Goods","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","DIGICEL","St. Lucia","8115.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","LESTER ARNOLD","St. Lucia","127306.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","FRANCIS PAUL","St. Lucia","13851.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","VERNAN SIMEON","St. Lucia","11467.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","VERCERN SAMUEL","St. Lucia","43242.0"
"2021","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","NAHUM JN BAPTISTE","St. Lucia","54438.0"
"2021","St. Lucia","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Health","MEIROVICH CONSULTING","Kingdom of Spain","190767.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","COOL DUST BUSTERS ST. LUCIA","St. Lucia","71742.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","EXPRESS MEDICAL GROUP INC","St. Lucia","21130.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","A&M CORPORATE LIMITED","St. Lucia","94381.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","FANCY FOODS","St. Lucia","70780.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","LUBECO 1991 LIMITED","St. Lucia","46237.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","RMC LIMITED","St. Lucia","177360.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","EXPRESS MEDICAL GROUP INC","St. Lucia","86228.0"
"2021","St. Lucia","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Health","HEALTH STANDARDS ORGANIZATION (HSO) WITH ACCREDITATION CANADA (AC)","Canada","254392.0"
"2021","St. Lucia","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Health","JV: SIGIL CONSULTING GROUP, SA & INNOVAR GESTION SAS","United States of America","245500.0"
"2021","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","LUIS ALBERTO NEYRA ESTENS","United Kingdom of Great Britain and Nort","105388.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","A&M CORPORATE LIMITED","St. Lucia","55309.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","EXPRESS MEDICAL GROUP INC","St. Lucia","333104.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","EXPRESS MEDICAL GROUP INC","St. Lucia","155175.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","EXPRESS MEDICAL GROUP INC","St. Lucia","154719.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","EXPRESS MEDICAL GROUP INC","St. Lucia","197186.0"
"2021","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","SHERWIN JANKIE","St. Lucia","685159.0"
"2021","St. Lucia","Goods","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","JQ MOTORS LIMITED","St. Lucia","51624.0"
"2021","St. Lucia","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Health","Individual Consultant","St. Lucia","48903.0"
"2021","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","FRESH START CONSTRUCTION COMPANY LTD","St. Lucia","814484.0"
"2021","St. Lucia","Consultant Services","Least Cost Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","BDO ST. LUCIA","St. Lucia","36237.0"
"2021","St. Lucia","Civil Works","Force Account","Transportation;Social Protection;Water, Sanitation and Waste Management","DEPARTMENT OF INFRASTRUCTURE PORTS AND ENERGY","St. Lucia","2148647.0"
"2021","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","JORGE BRUNO GUILLERMO GOSIS","Argentine Republic","119770.0"
"2021","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","Individual Consultant","Barbados","102600.0"
"2021","St. Lucia","Goods","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ALMOND POINT","St. Lucia","320402.0"
"2021","St. Lucia","Consultant Services","Direct Selection","Education;Social Protection","EDWIN ST CATHERINE","St. Lucia","12000.0"
"2021","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","TRIPPLE L COMPANY","St. Lucia","1464535.0"
"2021","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","SKELLY CONSTRUCTION SERVICE LTD","St. Lucia","1165914.0"
"2021","St. Lucia","Consultant Services","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","TEAMS INC","St. Lucia","326199.0"
"2021","St. Lucia","Non-consulting Services","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","PROCORE","United States of America","25000.0"
"2021","St. Lucia","Consultant Services","Consultant Qualification  Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","ALPHA ENGINEERING & DESIGN (2012) LTD","Republic of Trinidad and Tobago","190850.0"
"2021","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","GERALD ASHWELL PAUL","St. Lucia","19375.0"
"2021","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","CONSTRUCTION AND INDUSTRIAL EQUIPMENT LTD","St. Lucia","1174765.0"
"2021","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","Individual Consultant","Republic of India","20000.0"
"2021","St. Lucia","Goods","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","MORCOM INTERNATIONAL INC.","United States of America","22650.0"
"2021","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","LUCIANUS SMITH","St. Lucia","88690.0"
"2021","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ST. ROSE EUGENE","St. Lucia","143651.0"
"2021","St. Lucia","Goods","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","B&B MONEY SAVERS","St. Lucia","84115.0"
"2021","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","TRIPPLE L COMPANY LTD.","St. Lucia","1123123.0"
"2021","St. Lucia","Goods","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","HYDROLYNX SYSTEMS, INC.","United States of America","96400.0"
"2021","St. Lucia","Goods","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","OTT HYDROMET","United States of America","315163.0"
"2021","St. Lucia","Goods","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","WATER AND EARTH TECHNOLOGIES, INC","United States of America","95119.0"
"2021","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","OSWALD ANTOINE","St. Lucia","110223.0"
"2021","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","SYLVIOUS GABARIEL","St. Lucia","114391.0"
"2021","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","LAURENCIA SMITH DENIS","St. Lucia","207618.0"
"2021","St. Lucia","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Health","CONSEIL SANTE","French Republic","269300.0"
"2021","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","PATRICK JOHN","St. Lucia","4757.0"
"2021","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","SYLVESTER REGIS","St. Lucia","287867.0"
"2021","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","GASPER BLAIZE","St. Lucia","103048.0"
"2021","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","Individual Consultant","St. Lucia","19877.0"
"2021","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","FRESH START COMPANY LTD","St. Lucia","913329.0"
"2021","St. Lucia","Consultant Services","Consultant Qualification  Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","KARTOZA","Republic of South Africa","183091.0"
"2021","St. Lucia","Goods","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","GUSCOMMS (2020) LTD","St. Lucia","69200.0"
"2021","St. Lucia","Goods","Direct Selection","Information and Communications Technologies;Health","CARIBBEAN DIAGNOSTICS","Cayman Islands","89610.0"
"2022","St. Lucia","Consultant Services","Consultant Qualification  Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","TEAMS","St. Lucia","389300.0"
"2022","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","CONSTRUCTION & INDUSTRIAL EQUIPMENT LTD","St. Lucia","4521592.0"
"2022","St. Lucia","Consultant Services","Consultant Qualification  Selection","Education;Social Protection","RIGHT ANGLED IMAGING","St. Lucia","28432.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","Individual Consultant","St. Lucia","20432.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation","Individual Consultant","St. Lucia","34800.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation","Individual Consultant","St. Lucia","24000.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","Individual Consultant","St. Lucia","15300.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Education;Social Protection","Individual Consultant","United Kingdom of Great Britain and Nort","34200.0"
"2022","St. Lucia","Consultant Services","Quality And Cost-Based Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","CBCL LIMITED","Canada","898825.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation","Individual Consultant","World","272000.0"
"2022","St. Lucia","Consultant Services","Direct Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","RICHARD ANDREW BISHOPP","Hungary","34555.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","Individual Consultant","St. Lucia","45134.0"
