"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Goods","Direct Selection","Energy and Extractives;Public Administration","1562262","ACQUISITION ET INSTALLATION DES MATERIELS VISIOCONFERENCES POUR 5 SITES DE LA SNEL S.A","2018-06-12T00:00:00.000","LABNOO TECHNOLOGIES","French Republic","FR","688165.0","124/PMEDE/SNEL SA/DG/DEQ/CDP/CPM"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Consultant Services","Direct Selection","Energy and Extractives;Public Administration","1562211","AUDIT DE LA GESTION DU PROJET DE MODERNISATION DES SYSTEMES D'INFORMATION (PMSI)","2018-06-29T00:00:00.000","LAURENT FRUGIER","French Republic","FR","43468.0","128/PMEDE/SNEL/DG/DEQ/GKW/2018/S"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P112600","AFCC2-RI-Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA) Trust Fund","Consultant Services","Individual Consultant Selection","Education;Agriculture, Fishing and Forestry","1562111","Consultancy for Strengthening Governance at ASARECA (Gorvernance Review)","2017-12-27T00:00:00.000","Individual Consultant","Republic of Kenya","KE","25600.0","UG-ASARECA-37417-CS-INDV"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P112600","AFCC2-RI-Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA) Trust Fund","Consultant Services","Individual Consultant Selection","Education;Agriculture, Fishing and Forestry","1562051","Consultancy for Strengthening Governance at ASARECA (Functional and Institutional Review)","2017-10-23T00:00:00.000","Individual Consultant","United Kingdom of Great Britain and Nort","GB","22600.0","UG-ASARECA-37150-CS-INDV"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P112600","AFCC2-RI-Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA) Trust Fund","Non-consulting Services","Direct Selection","Education;Agriculture, Fishing and Forestry","1561678","Annual Web Hosting Services","2017-12-04T00:00:00.000","HOSTALITE","Republic of Uganda","UG","4445.0","UG-ASARECA-36300-NC-DIR"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P112600","AFCC2-RI-Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA) Trust Fund","Non-consulting Services","Direct Selection","Education;Agriculture, Fishing and Forestry","1561634","Cloud dedicated male server annual fees","2017-12-05T00:00:00.000","KERIO UGANDA LIMITED","Republic of Uganda","UG","14450.0","UG-ASARECA-36305-NC-DIR"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P112600","AFCC2-RI-Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA) Trust Fund","Non-consulting Services","Request for Quotations","Education;Agriculture, Fishing and Forestry","1560755","Support Services for selection of Head of Finance","2017-10-25T00:00:00.000","FUTURE OPTIONS CONSULTING LTD","Republic of Uganda","UG","3540.0","UG-ASARECA-37438-NC-RFQ"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P112600","AFCC2-RI-Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA) Trust Fund","Non-consulting Services","Request for Quotations","Education;Agriculture, Fishing and Forestry","1560682","Replacement of Inverter Batteries, Configuration and Preventive Maintenance of inverters","2017-11-24T00:00:00.000","BERNOULLI ENGINEERING SERVICES","Republic of Uganda","UG","8989.0","UG-ASARECA-37439-NC-RFQ"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives;Public Administration","1551847","RECRUTEMENT D&#195;&#162;  UN CONSULTANT CHARGE L&#195;&#162;  AUDIT TECHNIQUE ET FINANCIER DU CONTRAT DE SERVICES A LA SNEL","2017-10-06T00:00:00.000","DELOITTE AFRIQUE FRANCOPHONE","Democratic Republic of the Congo","ZR","312434.0","NÂ° 20/COPIREP/SE/10/2017"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Civil Works","International Competitive Bidding","Energy and Extractives;Public Administration","1551478","MARCHE M 23.1: TRAVAUX D'ELARGISSEMENT, AMENAGEMENT, BUREAUX DAM, REHABILITATION DES HALLS 1&2 DU MCL, AMENAGEMENT BUREAUX AINSI QUE LE BETONNAGE DE L'AIRE DE STOCKAGE DU MAGASIN CENTRALE DE LIMETE.","2017-10-16T00:00:00.000","DEMATCO","Democratic Republic of the Congo","ZR","216133.0","117/PMEDE/SNEL/DG/DEQ/CDP/CPM/KN"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Goods","International Competitive Bidding","Energy and Extractives;Public Administration","1551053","PROCUREMENT OF 18000 PREPAID METERS (ACQUISITION DE 18000 COMPTEURS A PREPAIEMENT)","2017-10-16T00:00:00.000","ITRON FRANCE","French Republic","FR","450541.0","118/PMEDE/SNEL/DG/DEQ/CDP/CPM/KN"
"2022-09-12T00:00:00.000","2017","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Goods","International Competitive Bidding","Energy and Extractives;Public Administration","1545996","FOURNITURE, INSTALLATION ET MISE EN OEUVRE: (1) CLOUD PRIVE SNEL; (2) GESTION INTGREE-FINANCES, COMPTABILITE, APPROVISIONNEMENT ET R ESOURCES HUMAINES; (3) SYSTEME D'INFORMATION CLIENTELE INTEGRE.","2017-03-23T00:00:00.000","PRONTO CONSORTIUM","Republic of South Africa","ZA","7880865.0","115/PMEDE/SNEL S.A/DG/DEQ/CDP/CP"
"2022-09-12T00:00:00.000","2017","AFRICA","Africa",,"P055120","Tanzania-Transport Sector Support Project","Consultant Services","Quality Based Selection","Transportation","1545554","Consulting Management and Organization Study for the Dar Rapid Transit Agency","2016-12-18T00:00:00.000","WS ATKINS INTERNATIONAL","United Kingdom of Great Britain and Nort","GB","901914.0","AE/053/2016-17/CS/74"
"2022-09-12T00:00:00.000","2017","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives;Public Administration","1543907","MISE EN OEUVRE DES ACTIONS PRIORITAIRES DU PLAN DE GESTION ET D'ELIMINATION DES DECHETS DANGEREUX (PGEDD).","2016-10-27T00:00:00.000","DEMOCRITUS / ENVIROIL","Republic of South Africa","ZA","986093.0","110/PMEDE/SNEL/DG/DEQ/CDP/CPM/KN"
"2022-09-12T00:00:00.000","2017","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Consultant Services","Single Source Selection","Energy and Extractives;Public Administration","1543905","FORMATION THEORIQUE ET PRATIQUE SUR LA GESTION ET LE TRAITEMENT DES PCB ET DES DECHETS CONTENANT DE L'AMIANTE AVEC VISITE DE SITES EN FRANCE.","2016-10-14T00:00:00.000","DEMOCRITUS / SECHE - TREDI","Republic of South Africa","ZA","138883.0","109/PMEDE/SNEL/DG/DEQ/CDP/CPM/KN"
"2022-09-12T00:00:00.000","2017","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Civil Works","Direct Selection","Energy and Extractives;Public Administration","1543898","CONSTRUCTION DE DEUX HANGARS A INGA DE 150 M2 AVEC STRUCTURES EN BOIS POUR STOCKAGE DES EQUIPEMENTS CONTENANT LES PCB ET LES DECHETS AMIANTES.","2016-10-21T00:00:00.000","HARDRIEL SERVICES SARL","Democratic Republic of the Congo","ZR","222869.0","108/PMEDE/SNEL/DG/DEQ/CDP/CPM/KN"
"2022-09-12T00:00:00.000","2017","AFRICA","Africa",,"P108879","AFCC2/RI-Nyika Transfrontier Conservation Area Project","Consultant Services","Single Source Selection","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1542589","Employment contract","2016-07-30T00:00:00.000","LEO LWIZI","Republic of Zambia","ZM","69788.0","01-2011/ZAWA/FD/DNPW"
