"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P150357","Local Roads Improvement Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1544631","Procurement of Project Management Consultancy Services","2017-01-20T00:00:00.000","ROUGHTON INTERNATIONAL","United Kingdom of Great Britain and Nort","GB","4275164.0","LRIP/CS/01"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P120913","Strengthening the Effectiveness of the Social Safety Net Results-Based Financing Specific Investment Loan","Non-consulting Services","Direct Selection","Social Protection","1544873","Development of web interfaces and data integration for IS ""Jobless""","2017-01-24T00:00:00.000","NETINFO","Republic of Moldova","MD","29489.0","NCS/S-37/IDA"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P127734","Tax Administration Modernization Project","Goods","Request for Quotations","Public Administration","1601521","Supply of 45 Videoconferencing Codecs, 45 LED Monitors, 45 Nettops.","2017-03-31T00:00:00.000","BASS SYSTEMS SRL","Republic of Moldova","MD","138591.0","TAMP/2/SH-2"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P144103","MD Second Competitiveness Enhancement Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","1541858","Matching Grant Facility Accountant","2016-08-15T00:00:00.000","Individual Consultant","World","1W","113194.0","CEP-II/B/CS-24/2-IC-39"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","1543794","Consulting Services for Human Resources Management (HRM)","2016-11-07T00:00:00.000","Individual Consultant","World","1W","8488.0","IC-02/1.2"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P144892","Moldova Health Transformation Project","Consultant Services","Quality And Cost-Based Selection","Health","1543901","Consulting Services for Carrying out a DRG payment mechanism through a DRG costing exercise based on country data","2016-11-16T00:00:00.000","EURO HEALTH GROUP A/S","Kingdom of Denmark","DK","376049.0","CO/05/IDA"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P132443","District Heating Efficiency Improvement Project","Consultant Services","Direct Selection","Energy and Extractives;Public Administration","1545138","Financial Consultant / MEPIU Chief Accountant","2017-01-01T00:00:00.000","IAROSLAVA BUTUC","Republic of Moldova","MD","44088.0","14/2017"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P132443","District Heating Efficiency Improvement Project","Consultant Services","Direct Selection","Energy and Extractives;Public Administration","1545139","MEPIU Senior Accountant","2017-01-01T00:00:00.000","INA BALAN","Republic of Moldova","MD","58506.0","15/2017"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Consultant Qualification  Selection","Education","1545250","Consultancy for Performing a Feasibility Study for Rationalizing the General Schools Network","2017-03-01T00:00:00.000","AXA MANAGEMENT CONSULTING","Republic of Moldova","MD","96270.0","CQ-02"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P120913","Strengthening the Effectiveness of the Social Safety Net Results-Based Financing Specific Investment Loan","Consultant Services","Individual Consultant Selection","Social Protection","1545327","Local Consultant in Assessment, Cost Estimations and Road Map Development for IT solutions","2017-02-14T00:00:00.000","Individual Consultant","World","1W","6700.0","CS-S/51/IDA"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P154541","Strengthening capacity - EMIS","Consultant Services","Single Source Selection","Education","1545362","Financial Management Specialist","2017-01-31T00:00:00.000","NADEJDA BOTEA","Republic of Moldova","MD","1190.0","IC-15"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Single Source Selection","Information and Communications Technologies;Public Administration","1545363","Project Manager and Business Operations","2016-12-29T00:00:00.000","OXANA CASU","Republic of Moldova","MD","5844.0","62/IC/1.1"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Single Source Selection","Information and Communications Technologies;Public Administration","1545364","Procurement Specialist","2016-12-29T00:00:00.000","ELENA ADAM","Republic of Moldova","MD","3770.0","52/IC/1.1"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Single Source Selection","Information and Communications Technologies;Public Administration","1545365","Accountant","2016-12-29T00:00:00.000","OXANA NICULAI","Republic of Moldova","MD","8606.0","80/IC/1.1"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Single Source Selection","Information and Communications Technologies;Public Administration","1545366","Monitoring and Evaluation Consultant","2016-12-29T00:00:00.000","CORNELIA AMIHALACHIOAIE","Republic of Moldova","MD","6067.0","57/IC/1.1"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Consultant Qualification  Selection","Education","1545389","Perform a Feasibility Study for Rationalizing the General Schools Network","2017-03-01T00:00:00.000","AXA MANAGEMENT CONSULTING","Republic of Moldova","GB","96270.0","1/CQ-02"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P150357","Local Roads Improvement Project","Civil Works","Request for Bids","Transportation","1545394","Improvement of Local Road L376 km 0 000 to km 33 491 Cornesti to junction with L405 (33.491 km)","2017-03-17T00:00:00.000","ECOTEHLIDER","Republic of Moldova","MD","5595145.0","LRIP/W1/01"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P154541","Strengthening capacity - EMIS","Consultant Services","Consultant Qualification  Selection","Education","1545797","Consulting Services to improve EMIS","2017-03-10T00:00:00.000","CRISTALION-PLUS, JSC","Republic of Moldova","MD","174114.0","CQ-02/1"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Moldova","MD","P144618","Integration of Children with Disabilities into Mainstream Schools","Consultant Services","Single Source Selection","Education;Social Protection","1545917","Drawings Checker, Engineer","2017-03-27T00:00:00.000","S.C. IERCONI GRUP","Republic of Moldova","MD","7970.0","SINGLESS-C-10966-PHRD"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P120913","Strengthening the Effectiveness of the Social Safety Net Results-Based Financing Specific Investment Loan","Non-consulting Services","Direct Selection","Social Protection","1555888","Data Center Reallocation","2017-11-30T00:00:00.000","BASS SYSTEMS","Republic of Moldova","MD","76405.0","NCS-S/47/IDA"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P150357","Local Roads Improvement Project","Consultant Services","Direct Selection","Transportation","1559099","Interim Construction Supervision Services for Works Contract No. LRIP/W1/01 ""Improvement of Local Road L376 km 0 000 to km 33 491 Co rnesti to junction with L405""","2018-05-24T00:00:00.000","IMC WORLDWIDE LTD.","United Kingdom of Great Britain and Nort","GB","299987.0","LRIP/CS/05I"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P127734","Tax Administration Modernization Project","Goods","Direct Selection","Public Administration","1691034","TAMP/2/DC-1 regarding the video conferencing equipment.","2017-12-04T00:00:00.000","BASS SYSTEMS SRL","Republic of Moldova","MD","9764.0","TAMP/2/DC-1"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P144103","MD Second Competitiveness Enhancement Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","1596705","Consultant support for reviewing and assessing the regulatory impact (RIA) of draft regulations and laws as well as of existing legal framework regulating entrepreneurial activity (Group 4)","2018-03-27T00:00:00.000","Individual Consultant","Republic of Moldova","MD","84000.0","MD-CEP-109004-CS-INDV"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P127734","Tax Administration Modernization Project","Consultant Services","Consultant Qualification  Selection","Public Administration","1691066","TAMP/2/CQS-3","2018-05-16T00:00:00.000","MAGENTA CONSULTING SRL","Republic of Moldova","MD","24456.0","TAMP/2/CQS-3"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P127734","Tax Administration Modernization Project","Goods","Direct Selection","Public Administration","1691092","This agreement is preceded by the Contract signed for the first year of use of Microsoft Software products no.06-7/1133 of March 1,2017.","2018-05-30T00:00:00.000","BASS SYSTEMS","Republic of Moldova","MD","152736.0","TAMP/2/DC-2"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P144103","MD Second Competitiveness Enhancement Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","1547929","Matching Grants Facility Legal adviser","2017-07-04T00:00:00.000","Individual Consultant","World","1W","58500.0","CEP-II/B/CS-26/2-IC-48"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Direct Selection","Information and Communications Technologies;Public Administration","1548668","Consulting Services (Procurement Specialist)","2017-08-01T00:00:00.000","ELENA ADAM","Republic of Moldova","MD","21441.0","02/4.1/IC/PIU"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P154573","Moldova Skills Data Capacity Building","Consultant Services","Direct Selection","Education;Social Protection","1548781","Financial Management Consultant","2017-08-01T00:00:00.000","IGOR BELIBOV","Republic of Moldova","MD","9350.0","CS-SDCB/09/IDA"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P154573","Moldova Skills Data Capacity Building","Consultant Services","Direct Selection","Education;Social Protection","1548798","Project Coordinator/Procurement Consultant","2017-08-01T00:00:00.000","SERGHEI MERJAN","Republic of Moldova","MD","16500.0","CS-SDCB/08/IDA"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P118518","Moldova Agriculture Competitiveness Project","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1549028","Monitoring and evaluation of economic and environmental benefits of applied on-farm SLM practices","2017-07-15T00:00:00.000","NATIONAL AGENCY FOR RURAL DEVELOPMENT (ACSA)","Republic of Moldova","MD","169901.0","MACP/CS/CQ-3.3"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P144618","Integration of Children with Disabilities into Mainstream Schools","Consultant Services","Single Source Selection","Education;Social Protection","1549392","Impact Study for the implementation of the Integration of children with disabilities into mainstream schools Project","2017-09-01T00:00:00.000","CIVIS","Republic of Moldova","MD","29945.0","SINGLESS-C-11209-PHRD"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P144103","MD Second Competitiveness Enhancement Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","1549541","PIU Deputy Director/Financial Specialist","2017-09-18T00:00:00.000","Individual Consultant","World","1W","113248.0","CEP-II/CS-2_4/IC-53"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Direct Selection","Information and Communications Technologies;Public Administration","1549749","Legal Officer","2017-09-18T00:00:00.000","EDUARD FRICATEL","Republic of Moldova","MD","35762.0","03/4.2/IC/EGC"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Direct Selection","Information and Communications Technologies;Public Administration","1549765","Chief Digital Officer","2017-09-18T00:00:00.000","IURIE TURCANU","Republic of Moldova","MD","67979.0","01/4.2/IC/EGC"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Direct Selection","Information and Communications Technologies;Public Administration","1549766","Chief Reengineering Officer","2017-09-18T00:00:00.000","VLAD MANOIL","Republic of Moldova","MD","51129.0","02/4.2/IC/EGC"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Individual Consultant Selection","Education","1550187","Procurement Specialist (part-time)","2017-10-03T00:00:00.000","Individual Consultant","World","1W","7000.0","IC-16/1"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P132443","District Heating Efficiency Improvement Project","Consultant Services","Individual Consultant Selection","Energy and Extractives;Public Administration","1550257","Procurement Consultant","2017-10-04T00:00:00.000","Individual Consultant","World","1W","22800.0","16/2017"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P132443","District Heating Efficiency Improvement Project","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives;Public Administration","1551543","Technical Assistance for developing the Corporate Communication Strategy for Termoelectrica SA and Public Awareness Campaigns","2017-11-16T00:00:00.000","BDR ASSOCIATES COMMUNICATION GROUP","Romania","RO","249570.0","8451-C3.6"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","1552022","Consulting Services for Human Resources Management","2017-12-01T00:00:00.000","Individual Consultant","World","1W","3495.0","IC-03/1.2"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P132443","District Heating Efficiency Improvement Project","Consultant Services","Individual Consultant Selection","Energy and Extractives;Public Administration","1552425","Technical Consultant","2017-12-21T00:00:00.000","Individual Consultant","World","1W","46867.0","18/2017"
"2022-09-02T00:00:00.000","2018","EUROPE AND CENTRAL ASIA","Moldova","MD","P144103","MD Second Competitiveness Enhancement Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","1557056","Consultant support for reviewing and assessing the regulatory impact (RIA) of draft regulations and laws as well as of existing lega l framework regulating entrepreneurial activity (Group 3)","2018-04-10T00:00:00.000","Individual Consultant","World","1W","82500.0","CEP II/A/CS-13.1/IC-66"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P150357","Local Roads Improvement Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1588297","Contract LRIP/CS/11: Construction Supervision Services for Local Roads Improvement Project.","2019-06-12T00:00:00.000","JV TECNIC CONSULTING ENGINEERING ROMANIA - HILL INTERNATIONAL N.V (NETHERLANDS)","Romania","RO","1631545.0","LRIP/CS/11"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","1655054","National individual consultant to develop social inclusion & citizen engagement framework","2019-06-20T00:00:00.000","Individual Consultant","Republic of Moldova","MD","6801.0","MD-EGA-115667-CS-INDV"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127734","Tax Administration Modernization Project","Consultant Services","Consultant Qualification  Selection","Public Administration","1691810","Financial audit of the project","2019-01-31T00:00:00.000","KPMG MOLDOVA S.R.L.","Republic of Moldova","MD","5463.0","TAMP/5/CQS-6"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127734","Tax Administration Modernization Project","Goods","Request for Bids","Public Administration","1562849","a lot of 400 computer equipment and system operating equipment","2018-07-24T00:00:00.000","BASS SYSTEMS SRL","Republic of Moldova","MD","548344.0","TAMP/4/NCB-2"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127734","Tax Administration Modernization Project","Consultant Services","Individual Consultant Selection","Public Administration","1563972","International Information Technology Consultant for Review of the Moldova ITMS Feasibility Study","2018-08-03T00:00:00.000","Individual Consultant","Romania","RO","12000.0","TAMP/4/IC-4"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","1565885","The main objective of this assignment is to provide support in implementation of the MGSP and to manage the legal activities within EGA","2018-08-01T00:00:00.000","Individual Consultant","World","1W","231511.0","MD-EGA-73073-CS-INDV"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","1565892","The main objective of this assignment is to assist the e-Governance Agency by providing professional consulting services in procurement issues to ensure timely project implementation and compliance wi","2018-08-01T00:00:00.000","Individual Consultant","World","1W","61965.0","MD-EGA-73069-CS-INDV"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","1566018","The main objective of this assignment is to coordinate digitization efforts of e-Governance Agency as part of modernization of government services","2018-08-01T00:00:00.000","Individual Consultant","World","1W","408928.0","MD-EGA-73071-CS-INDV"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","1571185","Reform management and coordination","2018-11-20T00:00:00.000","Individual Consultant","World","1W","120719.0","MD-EGA-71436-CS-INDV"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","1574368","Supply of standards software","2019-01-18T00:00:00.000","BTS PRO SRL","Republic of Moldova","MD","31699.0","MD-EGA-70974-GO-RFQ"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P144103","MD Second Competitiveness Enhancement Project","Consultant Services","Direct Selection","Financial Sector;Industry, Trade and Services","1582047","The contract will be implemented during the period February 25, 2019 and till June 17, 2019, including 20 days for upgrading the web page www.uipac.md and the Facebook account 3 months for maintenance","2019-02-21T00:00:00.000","SC INTERNET CONSULTING SRL","Republic of Moldova","MD","1300.0","MD-CEP-98687-CS-CDS"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P150357","Local Roads Improvement Project","Civil Works","Request for Bids","Transportation","1584321","LRIP/W3/01: L313 M2 - access road to Miclesti village (km 0+000 to km 5+000) and L314 M2 - Peresecina Hirtopul Mare - Ohrincea (km 1+640 to km 15+390)","2019-05-29T00:00:00.000","GENESIS INTERNATIONAL","Republic of Moldova","MD","5581222.0","LRIP/W3/01-02"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P150357","Local Roads Improvement Project","Civil Works","Request for Bids","Transportation","1584337","LRIP/W3/02: L314 Izbiste Bypass (km 15+390 to km19+810) and L314 M2 - Peresecina - Hirtopul Mare - Ohrincea Road (km 19+810 to km 24+300)","2019-05-24T00:00:00.000","NOUCONST","Republic of Moldova","MD","3540398.0","LRIP/W3/01-02"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P144103","MD Second Competitiveness Enhancement Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","1588509","Coordinator of the Matching Grant Facility","2019-05-31T00:00:00.000","Individual Consultant","World","1W","153017.0","05"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P148537","Modernization of Government Services in the Republic of Moldova","Consultant Services","Least Cost Selection","Information and Communications Technologies;Public Administration","1588979","Financial Audit of the Modernization of Government Services Project","2019-06-04T00:00:00.000","KPMG MOLDOVA SRL","Republic of Moldova","MD","9641.0","MD-EGA-72426-CS-LCS"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Consultant Qualification  Selection","Education","1589349","Evaluation of training program for teachers and school managers in the primary and secondary education regarding implementation of professional competence standards in the general education","2019-04-08T00:00:00.000","MAGENTA CONSULTING","Republic of Moldova","MD","32121.0","009/MERP-CQS-01/2019"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Individual Consultant Selection","Education","1589351","Revise and propose adjustments to the list of goods and technical specifications for School Labs","2019-06-26T00:00:00.000","Individual Consultant","Republic of Kazakhstan","KZ","19350.0","MERP/AF/CS/IC-19"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Goods","Request for Bids","Education","1589437","Supply of IT equipment","2019-06-26T00:00:00.000","AV-MACROCOM","Republic of Moldova","MD","156615.0","MERP/AF/CS/NCB-01"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Consultant Qualification  Selection","Education","1590577","To develop proposals for improving the existing modules of the Training programs and materials for teachers and school directors on aspects related to community, gender and inclusion awareness","2019-06-28T00:00:00.000","PUBLIC ASSOCIATION „GENDER-CENTRU”","Republic of Moldova","MD","43890.0","MERP/AF/CS/CQS-02"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Consultant Qualification  Selection","Education","1590582","Consulting services to develop in-depth inclusive education modules to train teaching support staff and psycho-pedagogues working with students with disabilities and special educational needs","2019-06-19T00:00:00.000","JV OF ""AXA MANAGEMENT CONSULTING"" AND EDUCATIONAL CENTER „PRO DIDACTICA”","Republic of Moldova","MD","45810.0","MERP/AF/CS/CQS-04"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Individual Consultant Selection","Education","1599465","Individual Consultant to determine the list of goods and technical specifications for teaching/learning materials and equipment for students with disabilities and/or special educational needs","2018-11-23T00:00:00.000","Individual Consultant","Republic of Cyprus","CY","33210.0","IC-18_5196-MD/2018"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Non-consulting Services","Direct Selection","Education","1599934","Payment of the fee for STANDING INTERNATIONAL CONFERENCE OF INSPECTORATES (SICI) Membership for year 2019","2018-10-10T00:00:00.000","STANDING INTERNATIONAL CONFERENCE OF INSPECTORATES (SICI)","Kingdom of Belgium","BE","3000.0","MERP/AF/G/NCS-01"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Direct Selection","Education","1600033","ADMINISTRATIV ASSISTANT/ TRANSLATOR for the implementation of the Program for International Student Assessment (PISA) (Part-time assignment)","2019-02-18T00:00:00.000","CALCHEI MARCELA","Republic of Moldova","MD","26220.0","MERP/AF/CS/SSS-03"
"2022-09-02T00:00:00.000","2019","EUROPE AND CENTRAL ASIA","Moldova","MD","P127388","Moldova Education Reform Project","Consultant Services","Direct Selection","Education","1600034","ADMINISTRATIVE MANAGER for the implementation of the Program for International Student Assessment (PISA) (Part-time assignment)","2019-02-18T00:00:00.000","GUTU VALERIU","Republic of Moldova","MD","26220.0","MERP/AF/CS/SSS-05"
