CustomerNo,LicenseStatus,BusinessName,FullName,BusinessLocation,BusinessTypeCode,BusinessTypeDescription,LicenseCategoryCode,LicenseCategoryDescription,ActiveLicenses
81783,hold,Q THERAPHY,Q THERAPHY,"8549 SANTA
MONICA WEST HOLLYWOOD, CA 90069-4120",sole,Sole Proprietor,37,Massage Parlor,37	MSP-004675	10/31/2020
77954,active,SMILE MASSAGE,SMILE MASSAGE,"7758 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,37,Massage Parlor,37	MSP-004661	08/31/2022
75551,active,,"MININ, ANDREY","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,39,Massage Technician,39	MST-004676	07/31/2022
77917,active,,"SNICARENKO, LIDIJA","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,39,Massage Technician,39	MST-004681	12/31/2021
79744,active,,"YOON, EUNJU","7551 1 2 SANTA MONICA BLVD WEST
HOLLYWOOD, CA 90046",,,39,Massage Technician,39	MST-004685	03/31/2022
82013,active,,"SANTACRUZ, BERTHA","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,39,Massage Technician,39	MST-004694	01/31/2023
82014,active,,"BENITEZ ULLOA, MAYRA ARACELI","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,39,Massage Technician,39	MST-004695	01/31/2023
70149,active,Everardo Sanchez,Everardo Sanchez,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",sole,Sole Proprietor,39,Massage Technician,39	MST-001583	08/31/2022
70065,active,Ivan Him Wong,Ivan Him Wong,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",sole,Sole Proprietor,39,Massage Technician,39	MST-000417	02/28/2022
70060,active,John Cocksedge,John Cocksedge,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",sole,Sole Proprietor,39,Massage Technician,39	MST-000351	04/30/2023
70242,active,Kim Kaeun,Kim Kaeun,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",sole,Sole Proprietor,39,Massage Technician,39	MST-002486	12/31/2022
70414,active,MI KYUNG SUNG CHOI,MI KYUNG SUNG CHOI,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,39,Massage Technician,39	MST-003565	07/31/2022
70413,active,Mi Rye Chung,Mi Rye Chung,"7541 SANTA MONICA BLVD West
Hollywood, CA 90046",,,39,Massage Technician,39	MST-003564	07/31/2022
70706,hold,Paris House,Paris House,"7527 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,41,Model Studio,41 MOD-004508 	10/31/2021
83665,active,"SIXT RENTA CAR, LLC","SIXT RENTA CAR, LLC","7415 SANTA MONICA BLVD West
Hollywood, CA 90046",llc,Limited Liability Corporation,43,Motor Vehicle Rental,43	MVR-004594	01/31/2023
70044,active,Elliott Salter Gives Instant Loans,Elliott Salter Gives Instant Loans,"7760 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,45,Pawn Broker,45	PWN-000218	10/31/2022
80582,active,"PACIFIC JEWELRY & LOANS, INC","PACIFIC JEWELRY & LOANS, INC","7400 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,45,Pawn Broker,45	PWN-004681	10/31/2022
70281,active,Yev's Jewelry & Loan,Yev's Jewelry & Loan,"7750 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,45,Pawn Broker,45	PWN-002796	06/30/2023
75944,hold,,"MALDONADO, ELIZABETH G","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,47,Food Peddler,47f	FPD-004736	10/31/2022
76892,active,,"BOWIE, BRIAN","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,47,Peddler (Merchandise),47m	MPD-000006	06/30/2023
80250,active,,"LAM, CINDY","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,47,Peddler (Merchandise),47m	MPD-000008	07/31/2022
80475,active,,"RAMOS, ALBA","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,47,Peddler (Merchandise),47m	MPD-000009	09/30/2021
82556,active,A LA CARTE CATERING INC.,A LA CARTE CATERING INC.,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",corp,Corporation,47,Food Peddler,47f	FPD-004757	11/30/2022
81514,active,BLANCA LOPEZ | CAMILA'S CATERING,BLANCA LOPEZ | CAMILA'S CATERING,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,47,Food Peddler,47f	FPD-004754	07/31/2022
74252,active,COUSINS MAINE LOBSTER,COUSINS MAINE LOBSTER,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",corp,Corporation,47,Food Peddler,47f	FPD-004733	07/31/2022
70561,active,GLORIA TEJADA,GLORIA TEJADA,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",corp,Corporation,47,Food Peddler,47f	FPD-004176	05/31/2022
70799,active,In-N-Out Burger,In-N-Out Burger,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",corp,Corporation,47,Food Peddler,47f	FPD-004612	01/31/2023
70643,active,Jose Israel Rivera,Jose Israel Rivera,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",sole,Sole Proprietor,47,Food Peddler,47f	FPD-004407	03/31/2023
79371,active,KIMBERLY RIVERA,KIMBERLY RIVERA,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",gp,General Partnership,47,Food Peddler,47f	FPD-004748	11/30/2021
70213,active,LILIAN ARACELY RIVERA,LILIAN ARACELY RIVERA,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",sole,Sole Proprietor,47,Food Peddler,47f	FPD-002224	03/31/2022
70245,active,LORENA MARTINEZ,LORENA MARTINEZ,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",sole,Sole Proprietor,47,Food Peddler,47f	FPD-002500	01/31/2023
81126,active,LYNN MUSANTRY @ ALL AMERICAN SOFTY,LYNN MUSANTRY @ ALL AMERICAN SOFTY,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",corp,Corporation,47,Food Peddler,47f	FPD-004753	05/31/2022
70079,active,Maria La Rosa,Maria La Rosa,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",sole,Sole Proprietor,47,Peddler (Merchandise),47m	MPD-000571	03/31/2022
79063,hold,SETH BRADBURY,SETH BRADBURY,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,47,Food Peddler,47f	FPD-004746	08/31/2022
83409,active,SPRING POTATOES LLC | KARINE TOROSYAN,SPRING POTATOES LLC | KARINE TOROSYAN,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,47,Food Peddler,47f	FPD-004758	09/30/2022
74787,active,"MAXX ENTERTAINMENT, LTD","MAXX ENTERTAINMENT, LTD","7734 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,49,Picture Arcade,49	PIC-003458	02/28/2022
83902,active,1012 HOSPITALITY LLC | FLIPPER'S,1012 HOSPITALITY LLC | FLIPPER'S,"1010 FAIRFAX AVE
UNIT A WEST HOLLYWOOD, CA 90046",llc,Limited Liability Corporation,53,Public Eating,53	PBL-004858	04/30/2023
82945,active,2 OLIVE TREE CONSULTING INC | LAZY BIRD,2 OLIVE TREE CONSULTING INC | LAZY BIRD,"8730 SANTA MONICA BLVD
UNIT #D WEST HOLLYWOOD, CA 90046",corp,Corporation,53,Public Eating,53	PBL-004847	04/30/2022
74626,active,"ARBAT DELI, INC.","ARBAT DELI, INC.","7868 3 4 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,53,Public Eating,53	PBL-004726	01/31/2023
70009,active,Astro Burger,Astro Burger,"7475 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,53,Public Eating,53	PBL-000086	07/31/2022
70275,active,Beriozka Grocery,Beriozka Grocery,"7610 SANTA MONICA BLVD West
Hollywood, CA 90046",,,53,Public Eating,53	PBL-002718	10/31/2022
70142,active,"Curson Pharmacy, Inc.","Curson Pharmacy, Inc.","7559 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,53,Public Eating,53	PBL-001498	03/31/2023
70796,active,Fatburger,Fatburger,"7450 SANTA MONICA BLVD West
Hollywood, CA 90046",llc,Limited Liability Corporation,53,Public Eating,53	PBL-004609	01/31/2023
70258,active,Galanga Thai Fusion,Galanga Thai Fusion,"7440 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,53,Public Eating,53	PBL-002570	04/30/2023
82339,active,GFY CAPITAL GROUP LLC,GFY CAPITAL GROUP LLC,"8943 SANTA MONICA BLVD West
Hollywood, CA 90069",llc,Limited Liability Corporation,53,Public Eating,"75	PEA-004839	07/31/2022
61	EXT-004733	08/31/2022"
82339,active,GFY CAPITAL GROUP LLC,GFY CAPITAL GROUP LLC,"8943 SANTA MONICA BLVD West
Hollywood, CA 90069",llc,Limited Liability Corporation,61,Extended Hours,61	EXT-004733	08/31/2022
70311,active,"Green Cross Society Of Southern California, Inc.","Green Cross Society Of Southern California, Inc.","7828 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,53,Public Eating,53	PBL-003004	03/31/2023
81518,active,HEALTH HOUSE INC.,HEALTH HOUSE INC.,"607 WEST KNOLL DR WEST
HOLLYWOOD, CA 90069",,,53,Public Eating,53	PBL-004852	07/31/2022
70189,active,Karpaty,Karpaty,"7515 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,53,Public Eating,53	PBL-002011	05/31/2023
70074,active,Kashtan Coffee Shop,Kashtan Coffee Shop,"7705 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,53,Public Eating,53	PBL-000488	07/31/2022
70048,active,Kashtan Wholesale Groceries,Kashtan Wholesale Groceries,"7707 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,53,Public Eating,53	PBL-000229	06/30/2022
81918,active,"KIYORA, INC. / SACHI SUSHI","KIYORA, INC. / SACHI SUSHI","8730 SANTA
MONICA UNIT F WEST HOLLYWOOD, CA 90069",,,53,Public Eating,53	PBL-004828	12/31/2022
77897,active,KREATION WEHO LLC,KREATION WEHO LLC,"8910 SANTA MONICA BLVD WEST
HOLLYWOOD, CA 90069",llc,Limited Liability Corporation,53,Public Eating,53	PBL-004823	09/30/2022
70292,active,Le Parc Suites Hotel,Le Parc Suites Hotel,"733 WEST KNOLL DR WEST
HOLLYWOOD, CA 90069",corp,Corporation,53,Public Eating,53	PBL-002852	07/31/2022
82591,active,"LE PHO, INC","LE PHO, INC","7243 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,53,Public Eating,53	PBL-004839	11/30/2022
70116,active,LOPEZ AND ACUNA INC,LOPEZ AND ACUNA INC,"7954 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,53,Public Eating,53	PBL-004760	11/30/2022
70116,active,LOPEZ AND ACUNA INC,LOPEZ AND ACUNA INC,"7954 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,61,Extended Hours,61	EXT-004726	09/30/2022
70751,active,New York Deli & Cafe,New York Deli & Cafe,"7754 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,53,Public Eating,53	PBL-004558	11/30/2022
70101,active,Odessa Grocery,Odessa Grocery,"7781 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,53,Public Eating,53	PBL-000965	05/31/2023
70310,active,"OVEST, LLC","OVEST, LLC","7213 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,53,Public Eating,53	PBL-002987	02/28/2023
78123,active,"SALT & STRAW, LLC","SALT & STRAW, LLC","8949 SANTA MONICA BLVD West
Hollywood, CA 90069",corp,Corporation,53,Public Eating,53	PBL-004764	01/31/2023
70420,active,Starbucks Coffee #5232,Starbucks Coffee #5232,"8951 SANTA MONICA BLVD West
Hollywood, CA 90069",corp,Corporation,53,Public Eating,53	PBL-003593	03/31/2023
70393,active,Starbucks Coffee #6729,Starbucks Coffee #6729,"7100 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,53,Public Eating,53	PBL-003464	10/31/2022
70066,active,Stolichnaya Bakery,Stolichnaya Bakery,"7875 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Propiertor,53,Public Eating,53	PBL-000427	02/28/2023
81841,active,"SUNLIFE ORGANICS 13, LLC","SUNLIFE ORGANICS 13, LLC","8570 SUNSET BLVD
B WEST HOLLYWOOD, CA 90069",,,53,Public Eating,53	PBL-004827	11/30/2022
70125,active,T & Y Bakery,T & Y Bakery,"7862 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Propiertor,53,Public Eating,53	PBL-001185	03/31/2023
70113,active,The Cherry Garden,The Cherry Garden,"7820 SANTA MONICA BLVD West
Hollywood, CA 90046",gp,General Partnership,53,Public Eating,53	PBL-001078	11/30/2022
82672,active,"THIRD STREET LA, LLC","THIRD STREET LA, LLC","609 WEST KNOLL DR WEST
HOLLYWOOD, CA 90069",llc,Limited Liability Corporation,53,Public Eating,53	PBL-004840	01/31/2022
83988,active,WEST HOLLYWOOD BURGER SHOP 26 INC,WEST HOLLYWOOD BURGER SHOP 26 INC,"7881 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,53,Public Eating,53	PBL-004860	05/31/2023
79350,active,"YUMMY FOOD, LLC","YUMMY FOOD, LLC","7141 SANTA MONICA BLVD West
Hollywood, CA 90046",,,53,Public Eating,53	PBL-004785	11/30/2022
80752,active,BEN-DANNIE INC.,BEN-DANNIE INC.,"8560 SUNSET BLVD
FLOOR WEST HOLLYWOOD, CA 90069",corp,Corporation,55,SeconHand Dealer,55	SEC-004466	01/31/2023
70045,active,Hueners Jewelers,Hueners Jewelers,"7902 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,55,SeconHand Dealer,55	SEC-000219	05/31/2023
70563,active,"L.A. Sales, LLC","L.A. Sales, LLC","9028 SUNSET BLVD
West Hollywood, CA 90069",corp,Corporation,55,SeconHand Dealer,55	SEC-004180	05/31/2023
76491,active,WAVERLY ON DOHENY,WAVERLY ON DOHENY,"620 N DOHENY DR WEST
HOLLYWOOD, CA 90048",corp,Corporation,55,SeconHand Dealer,55	SEC-004463	02/28/2023
82902,active,BIG DICKS HOT DOGS |  BIG DIX HOT DOGS,BIG DICKS HOT DOGS |  BIG DIX HOT DOGS,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,56,Sidewalk Vendor,56	SWV-000003	06/30/2022
82361,active,PATRICK SKIFFINGTON @ HOLLYWOOD NEW MEDIA GROUP,PATRICK SKIFFINGTON @ HOLLYWOOD NEW MEDIA GROUP,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",llc,Limited Liability Corporation,56,Sidewalk Vendor,56	SWV-000002	12/31/2021
82143,active,TERESA FABIAN,TERESA FABIAN,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",gp,General Partnership,56,Sidewalk Vendor,56 SWV-000001 02/28/2023
70195,active,Astro Burger,Astro Burger,"7475 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,61,Extended Hours,61	EXT-002066	08/31/2022
70090,active,Greenwich Village Pizzeria,Greenwich Village Pizzeria,"8937 SANTA MONICA BLVD West
Hollywood, CA 90069",corp,Corporation,61,Extended Hours,61	EXT-000750	04/30/2023
70173,active,Pavilions Store #2739,Pavilions Store #2739,"8969 SANTA MONICA BLVD West
Hollywood, CA 90069",corp,Corporation,61,Extended Hours,61	EXT-001798	06/30/2022
70227,active,ABM PARKING SERVICES,ABM PARKING SERVICES,"7100 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,63,Valet Parking,63	VAL-002355	06/30/2022
70509,hold,BEVERLY HILLS BEST VALET,BEVERLY HILLS BEST VALET,"1011 N FULLER ST West
Hollywood, CA 90046",corp,Corporation,63,Valet Parking,63	VAL-004023	10/31/2022
70720,active,CALIFORNIA PARKING SYSTEMS,CALIFORNIA PARKING SYSTEMS,"9071 SANTA MONICA BLVD West
Hollywood, CA 90069",corp,Corporation,63,Valet Parking,63	VAL-004522	01/31/2023
83108,active,KING VALET,KING VALET,"9010 MELROSE WEST
HOLLYWOOD, CA 90069",,,63,Valet Parking,63	VAL-004775	05/31/2022
70175,active,KING VALET PARKING,KING VALET PARKING,"8914 SANTA MONICA BLVD West
Hollywood, CA 90069",corp,Corporation,63,Valet Parking,63	VAL-001864	09/30/2021
81889,active,KING VALET PARKING INC,KING VALET PARKING INC,"8940 SANTA MONICA BLVD West
Hollywood, CA 90069",corp,Corporation,63,Valet Parking,63	VAL-004768	11/30/2022
79027,active,KING VALET PARKING INC.,KING VALET PARKING INC.,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",corp,Corporation,63,Valet Parking,63	VAL-004732	08/31/2022
78725,active,"LAZ PARKING CALIFORNIA, LLC","LAZ PARKING CALIFORNIA, LLC","8730 W SUNSET WEST
HOLLYWOOD, CA 90069-2210",corp,Corporation,63,Valet Parking,63	VAL-004726	06/30/2023
70291,active,Le Parc Suites Hotel - Self Op. Valet,Le Parc Suites Hotel - Self Op. Valet,"733 WEST KNOLL DR WEST
HOLLYWOOD, CA 90069",corp,Corporation,63,Valet Parking,63	VAL-004725	05/31/2023
83173,active,"M & S VALET PARKING SERVICES, LLC","M & S VALET PARKING SERVICES, LLC","8279 SANTA MONICA BLVD West
Hollywood, CA 90069",,,63,Valet Parking,63	VAL-004777	07/31/2022
83293,active,"M&S VALET PARKING SERVICES LLC | CURBSTAND INC.,","M&S VALET PARKING SERVICES LLC | CURBSTAND INC.,","9077 SANTA MONICA BLVD West
Hollywood, CA 90069",,,63,Valet Parking,63	VAL-004784	04/30/2023
77599,active,UNITED VALET,UNITED VALET,"7969 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,63,Valet Parking,63	VAL-004707	09/30/2022
70482,active,United Valet Parking,United Valet Parking,"7929 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,63,Valet Parking,63	VAL-003872	02/28/2023
77545,active,UNITED VALET PARKING,UNITED VALET PARKING,"7901 SANTA MONICA BLVD West
Hollywood, CA 90046",,,63,Valet Parking,63	VAL-004704	09/30/2022
70422,hold,"UNITED VALET PARKING, INC","UNITED VALET PARKING, INC","7953 SANTA MONICA BLVD West
Hollywood, CA 90046",,,63,Valet Parking,63	VAL-003602	04/30/2022
70513,active,Paul Nicholls,Paul Nicholls,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",corp,Corporation,69,Promoter,69	PRO-004031	10/31/2022
70466,active,Dirtyburty Presents,Dirtyburty Presents,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,71,Entertainment Promoter,71	EPR-003824	12/31/2022
70450,active,Jeffery Bowman,Jeffery Bowman,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,71,Entertainment Promoter,71	EPR-003771	10/31/2021
70286,active,Sean Healy Presents,Sean Healy Presents,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",corp,Corporation,71,Entertainment Promoter,71	EPR-002820	05/31/2023
75649,a,,"BENTLEY, RODERICK J","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,73,Animal Grooming,73	ANG-004620	07/31/2022
76072,active,,"MOURLON, VALERIE","1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,73,Animal Grooming,73	ANG-004621	11/30/2022
70274,active,CHUCK RUBIN,CHUCK RUBIN,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",,,73,Animal Grooming,73	ANG-002702	09/30/2022
70298,active,Pampered Pets Mobile Salon,Pampered Pets Mobile Salon,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",corp,Corporation,73,Animal Grooming,73	ANG-002878	08/31/2022
70403,active,Petco,Petco,"508 N DOHENY DR WEST
HOLLYWOOD, CA 90069",corp,Corporation,73,Animal Grooming,73	ANG-003520	01/31/2023
70279,active,Vip Mobile Dog Grooming - Luis A. Recinos,Vip Mobile Dog Grooming - Luis A. Recinos,"1 CITYWIDE WEST
HOLLYWOOD, CA 90069",gp,General Partnership,73,Animal Grooming,73	ANG-002781	02/28/2023
70766,active,West Hollywood Animal Hospital,West Hollywood Animal Hospital,"9000 SANTA MONICA BLVD West
Hollywood, CA 90069",sole,Sole Proprietor,73,Animal Grooming,73	ANG-004574	09/30/2022
70042,active,7 - ELEVEN #24131,7 - ELEVEN #24131,"7609 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,75,Public Eating with Alcohol,75	PEA-000209	05/31/2022
70042,active,7 - ELEVEN #24131,7 - ELEVEN #24131,"7609 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,78,Tobacco Retailer,78	TOB-000032	04/30/2022
81270,active,7156 FORMOSA LLC | DBA: FORMOSA CAFE,7156 FORMOSA LLC | DBA: FORMOSA CAFE,"7156 SANTA MONICA BLVD West
Hollywood, CA 90046",,,75,Public Eating with Alcohol,75	PEA-004814	05/31/2022
81270,active,7156 FORMOSA LLC | DBA: FORMOSA CAFE,7156 FORMOSA LLC | DBA: FORMOSA CAFE,"7156 SANTA MONICA BLVD West
Hollywood, CA 90046",,,19,Entertainment,19	ENT-004757	05/31/2022
83691,active,"8280 SUNSET LOUNGE, LLC","8280 SUNSET LOUNGE, LLC","8911 SANTA MONICA BLVD West
Hollywood, CA 90069",llc,Limited Liability Corporation,75,Public Eating with Alcohol,75	PEA-004841	01/31/2023
81857,active,9010 MELROSE AVE LLC. / OLIVETTA,9010 MELROSE AVE LLC. / OLIVETTA,"9010 MELROSE WEST
HOLLYWOOD, CA 90069",,,75,Public Eating with Alcohol,75	PEA-004823	11/30/2022
76670,active,"9077 SM OPERATOR, LLC","9077 SM OPERATOR, LLC","9077 SANTA MONICA BLVD West
Hollywood, CA 90069",llc,Limited Liability Corporation,19,Entertainment,19	ENT-004739	04/30/2023
76670,active,"9077 SM OPERATOR, LLC","9077 SM OPERATOR, LLC","9077 SANTA MONICA BLVD West
Hollywood, CA 90069",llc,Limited Liability Corporation,75,Public Eating with Alcohol,75	PEA-004765	04/30/2023
76670,active,"9077 SM OPERATOR, LLC","9077 SM OPERATOR, LLC","9077 SANTA MONICA BLVD West
Hollywood, CA 90069",llc,Limited Liability Corporation,17,Dance,17	DNC-004713	04/30/2023
70691,active,BA2 LLC,BA2 LLC,"7321 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,75,Public Eating with Alcohol,75	PEA-004488	10/31/2022
70305,active,Bar Lubitsch,Bar Lubitsch,"7702 SANTA MONICA BLVD West
Hollywood, CA 90046",sole,Sole Proprietor,75,Public Eating with Alcohol,75	PEA-002946	12/31/2022
70217,active,"BEVERAGES & MORE, INC.","BEVERAGES & MORE, INC.","7100 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,75,Public Eating with Alcohol,75	PEA-002317	05/31/2023
70217,active,"BEVERAGES & MORE, INC.","BEVERAGES & MORE, INC.","7100 SANTA MONICA BLVD West
Hollywood, CA 90046",corp,Corporation,78,Tobacco Retailer,78	TOB-000033	04/30/2022
77609,active,"BEVERLY SHERBOURNE, LLC","BEVERLY SHERBOURNE, LLC","7969 SANTA MONICA BLVD West
Hollywood, CA 90046",gp,General Partnership,75,Public Eating with Alcohol,75	PEA-004775	09/30/2022
77609,active,"BEVERLY SHERBOURNE, LLC","BEVERLY SHERBOURNE, LLC","7969 SANTA MONICA BLVD West
Hollywood, CA 90046",gp,General Partnership,17,Dance,17	DNC-004714	09/30/2022
77609,active,"BEVERLY SHERBOURNE, LLC","BEVERLY SHERBOURNE, LLC","7969 SANTA MONICA BLVD West
Hollywood, CA 90046",gp,General Partnership,19,Entertainment,19	ENT-004740	09/30/2022
