"anzsco","title","status"
"411112","Intensive Care Ambulance Paramedic","Closed"
"411211","Dental Hygienist","Closed"
"411212","Dental Prosthetist","Closed"
"411213","Dental Technician","Closed"
"411214","Dental Therapist","Closed"
"411311","Diversional Therapist","Closed"
"411411","Enrolled Nurse","Closed"
"411412","Mothercraft Nurse","Closed"
"411511","Aboriginal and T.S Islander Health Worker","Closed"
"411611","Massage Therapist","Closed"
"411711","Community Worker","Open"
"411712","Disabilities Services Officer","Limited"
"411713","Family Support Worker","Open"
"411714","Parole or Probation Officer","Open"
"411715","Residential Care Officer","Open"
"411716","Youth Worker","Open"
"441111","Defence Force Member  Other Ranks","Closed"
"441211","Emergency Service Worker","Closed"
"441212","Fire Fighter","Closed"
"441311","Detective","Closed"
"441312","Police Officer","Closed"
"442111","Prison Officer","Closed"
"451211","Driving Instructor","Closed"
"451311","Funeral Director","Closed"
"451399","Funeral Workers nec","Closed"
"451711","Flight Attendant","Closed"
"451799","Travel Attendants nec","Closed"
"451815","First Aid Trainer","Closed"
"452311","Diving Instructor (Open Water)","Closed"
"452312","Gymnastics Coach or Instructor","Closed"
"452313","Horse Riding Coach or Instructor","Closed"
"452314","Snowsport Instructor","Closed"
"452315","Swimming Coach or Instructor","Closed"
"452316","Tennis Coach","Closed"
"452317","Other Sports Coach or Instructor","Closed"
"452318","Dog or Horse Racing Official","Closed"
"452321","Sports Development Officer","Closed"
"452322","Sports Umpire","Closed"
"452323","Other Sports Official","Closed"
"452411","Footballer","Closed"
"452412","Golfer","Closed"
"452413","Jockey","Closed"
"452499","Sportspersons nec","Closed"
"511111","Contract Administrator","Closed"
"511112","Program or Project Administrator","Closed"
"599111","Conveyancer","Closed"
"599112","Legal Executive","Closed"
"599212","Court Bailiff or Sheriff","Closed"
"599611","Insurance Investigator","Closed"
"599612","Insurance Loss Adjuster","Closed"
"599613","Insurance Risk Surveyor","Closed"
"599915","Clinical Coder","Closed"
"611111","Auctioneer","Closed"
"611112","Stock and Station Agent","Closed"
"611211","Insurance Agent","Closed"
"612111","Business Broker","Limited"
"612112","Property Manager","Limited"
"612113","Real Estate Agency Principal","Limited"
"612114","Real Estate Agent","Limited"
"612115","Real Estate Representative","Limited"
"639211","Retail Buyer","Closed"
"639212","Wool Buyer","Closed"
"712211","Driller","Closed"
