"year","region","stateofresidence","category","indicator","characteristic","age","sex","cases","rate","rse","lowerconfidenceinterval","upperconfidenceinterval","comment","denominator","visualflag"
"2003","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","5","8.6","42.8","1.4","15.84","*","58","No"
"2003","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","183","4.6","7.2","3.93","5.23",,"3997","No"
"2004","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","10","17.9","28.7","7.83","27.89","*","56","No"
"2004","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","250","6.2","6.1","5.48","6.97",,"4016","No"
"2005","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","12","15.2","26.6","7.28","23.1","*","79","No"
"2005","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","245","5.9","6.2","5.17","6.59",,"4167","No"
"2006","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","8","10.8","33.4","3.74","17.89","*","74","No"
"2006","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","256","5.8","6.1","5.07","6.44",,"4450","No"
"2007","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","8","11.8","33.2","4.11","19.42","*","68","No"
"2007","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","251","5.6","6.1","4.89","6.22",,"4518","No"
"2008","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","10","13.5","29.4","5.72","21.3","*","74","No"
"2008","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","224","4.8","6.5","4.2","5.42",,"4657","No"
"2009","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","9","13.8","30.9","5.45","22.24","*","65","No"
"2009","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","230","4.8","6.4","4.21","5.42",,"4777","No"
"2010","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","8","13.6","32.9","4.82","22.3","*","59","Yes"
"2010","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","258","5.3","6.1","4.67","5.92",,"4873","Yes"
"2011","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","12","16.7","26.4","8.06","25.28","*","72","Yes"
"2011","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","294","6.2","5.6","5.52","6.89",,"4736","Yes"
"2012","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","6","6.5","39.5","1.48","11.57","*","92","Yes"
"2012","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","302","5.9","5.6","5.25","6.54",,"5123","Yes"
"2013","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","14","15.1","24.6","7.79","22.32",,"93","Yes"
"2013","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","304","5.8","5.6","5.18","6.44",,"5232","Yes"
"2014","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","10","10.5","29.9","4.35","16.7","*","95","Yes"
"2014","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","337","6.3","5.3","5.63","6.93",,"5364","Yes"
"2015","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","20","18.3","20.2","11.08","25.62",,"109","Yes"
"2015","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","328","6.1","5.4","5.45","6.73",,"5388","Yes"
"2016","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","5","5.2","43.6","0.75","9.55","*","97","Yes"
"2016","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","330","6","5.3","5.34","6.59",,"5532","Yes"
"2017","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","14","13.9","24.8","7.12","20.6",,"101","Yes"
"2017","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","344","6.6","5.2","5.9","7.25",,"5232","Yes"
"2018","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","14","11.6","25.1","5.87","17.27","*","121","Yes"
"2018","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","302","6.1","5.6","5.39","6.72",,"4988","Yes"
"2019","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander mother","0","Person","15","12.6","24.1","6.64","18.57",,"119","Yes"
"2019","ACT","ACT","Mothers and babies","Proportion of liveborn babies less than 2500g by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander mother","0","Person","304","5.8","5.6","5.16","6.43",,"5245","Yes"
"2000","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","73","1.8","11.6","1.37","2.17",,"4129","No"
"2000","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4056","98.2","0.2","97.83","98.63",,"4129","No"
"2001","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","57","1.5","13.1","1.11","1.89",,"3801","No"
"2001","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","3744","98.5","0.2","98.11","98.89",,"3801","No"
"2002","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","58","1.4","13","1.07","1.81",,"4021","No"
"2002","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","3963","98.6","0.2","98.19","98.93",,"4021","No"
"2003","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","62","1.5","12.6","1.15","1.9",,"4065","No"
"2003","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4003","98.5","0.2","98.1","98.85",,"4065","No"
"2004","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","60","1.5","12.8","1.1","1.84",,"4076","No"
"2004","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4016","98.5","0.2","98.16","98.9",,"4076","No"
"2005","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","39","0.9","15.9","0.63","1.21",,"4240","No"
"2005","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4201","99.1","0.1","98.79","99.37",,"4240","No"
"2006","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","64","1.4","12.4","1.07","1.75",,"4540","No"
"2006","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4476","98.6","0.2","98.25","98.93",,"4540","No"
"2007","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","71","1.5","11.8","1.19","1.91",,"4587","No"
"2007","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4516","98.5","0.2","98.09","98.81",,"4587","No"
"2008","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","98","2.1","10","1.66","2.47",,"4749","No"
"2008","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4651","97.9","0.2","97.53","98.34",,"4749","No"
"2009","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","84","1.7","10.8","1.36","2.1",,"4859","No"
"2009","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4775","98.3","0.2","97.9","98.64",,"4859","No"
"2010","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","72","1.5","11.7","1.13","1.8",,"4928","Yes"
"2010","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4856","98.5","0.2","98.2","98.87",,"4928","Yes"
"2011","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","105","2.2","9.7","1.77","2.6",,"4806","Yes"
"2011","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4701","97.8","0.2","97.4","98.23",,"4806","Yes"
"2012","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","122","2.3","8.9","1.93","2.75",,"5209","Yes"
"2012","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","5087","97.7","0.2","97.25","98.07",,"5209","Yes"
"2013","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","105","2","9.7","1.6","2.35",,"5322","Yes"
"2013","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","5217","98","0.2","97.65","98.4",,"5322","Yes"
"2014","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","76","1.4","11.4","1.08","1.7",,"5476","Yes"
"2014","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","5400","98.6","0.2","98.3","98.92",,"5476","Yes"
"2015","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","103","1.9","9.8","1.52","2.24",,"5490","Yes"
"2015","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","5387","98.1","0.2","97.76","98.48",,"5490","Yes"
"2016","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","113","2","9.3","1.64","2.37",,"5641","Yes"
"2016","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","5528","98","0.2","97.63","98.36",,"5641","Yes"
"2017","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","103","1.9","9.8","1.56","2.3",,"5334","Yes"
"2017","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","5231","98.1","0.2","97.7","98.44",,"5334","Yes"
"2018","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","109","2.1","9.5","1.74","2.53",,"5099","Yes"
"2018","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","4990","97.9","0.2","97.47","98.26",,"5099","Yes"
"2019","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","Less than 7","0","Person","121","2.3","9","1.86","2.66",,"5355","Yes"
"2019","ACT","ACT","Mothers and babies","Liveborn babies by APGAR at 5 minutes","7 or more","0","Person","5234","97.7","0.2","97.34","98.14",,"5355","Yes"
"2000","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","250","6","6.1","5.28","6.73",,"4163","No"
"2000","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","511","12.3","4.1","11.28","13.27",,"4163","No"
"2000","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1444","34.7","2.1","33.24","36.13",,"4163","No"
"2000","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1370","32.9","2.2","31.48","34.34",,"4163","No"
"2000","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","588","14.1","3.8","13.07","15.18",,"4163","No"
"2001","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","239","6.2","6.3","5.4","6.91",,"3885","No"
"2001","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","548","14.1","4","13.01","15.2",,"3885","No"
"2001","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1307","33.6","2.3","32.16","35.13",,"3885","No"
"2001","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1299","33.4","2.3","31.95","34.92",,"3885","No"
"2001","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","492","12.7","4.2","11.62","13.71",,"3885","No"
"2002","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","237","5.9","6.3","5.13","6.58",,"4047","No"
"2002","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","543","13.4","4","12.37","14.47",,"4047","No"
"2002","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1355","33.5","2.2","32.03","34.94",,"4047","No"
"2002","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1313","32.4","2.3","31","33.89",,"4047","No"
"2002","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","599","14.8","3.8","13.71","15.9",,"4047","No"
"2003","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","220","5.4","6.6","4.66","6.04",,"4110","No"
"2003","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","577","14","3.9","12.98","15.1",,"4110","No"
"2003","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1450","35.3","2.1","33.82","36.74",,"4110","No"
"2003","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1268","30.9","2.3","29.44","32.26",,"4110","No"
"2003","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","595","14.5","3.8","13.4","15.55",,"4110","No"
"2004","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","284","6.9","5.7","6.13","7.69",,"4110","No"
"2004","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","569","13.8","3.9","12.79","14.9",,"4110","No"
"2004","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1307","31.8","2.3","30.38","33.22",,"4110","No"
"2004","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1363","33.2","2.2","31.72","34.6",,"4110","No"
"2004","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","587","14.3","3.8","13.21","15.35",,"4110","No"
"2005","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","288","6.7","5.7","5.98","7.48",,"4282","No"
"2005","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","604","14.1","3.8","13.06","15.15",,"4282","No"
"2005","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1531","35.8","2","34.32","37.19",,"4282","No"
"2005","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1313","30.7","2.3","29.28","32.04",,"4282","No"
"2005","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","546","12.8","4","11.75","13.75",,"4282","No"
"2006","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","291","6.4","5.7","5.65","7.07",,"4576","No"
"2006","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","655","14.3","3.6","13.3","15.33",,"4576","No"
"2006","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1620","35.4","2","34.02","36.79",,"4576","No"
"2006","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1490","32.6","2.1","31.2","33.92",,"4576","No"
"2006","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","520","11.4","4.1","10.44","12.28",,"4576","No"
"2007","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","287","6.2","5.7","5.51","6.91",,"4622","No"
"2007","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","664","14.4","3.6","13.35","15.38",,"4622","No"
"2007","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1634","35.4","2","33.97","36.73",,"4622","No"
"2007","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1436","31.1","2.2","29.73","32.4",,"4622","No"
"2007","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","601","13","3.8","12.03","13.97",,"4622","No"
"2008","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","268","5.6","5.9","4.94","6.24",,"4796","No"
"2008","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","685","14.3","3.5","13.29","15.27",,"4796","No"
"2008","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1717","35.8","1.9","34.44","37.16",,"4796","No"
"2008","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1550","32.3","2.1","30.99","33.64",,"4796","No"
"2008","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","576","12","3.9","11.09","12.93",,"4796","No"
"2009","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","268","5.5","5.9","4.84","6.11",,"4894","No"
"2009","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","705","14.4","3.5","13.42","15.39",,"4894","No"
"2009","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1695","34.6","2","33.3","35.97",,"4894","No"
"2009","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1593","32.6","2.1","31.24","33.86",,"4894","No"
"2009","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","633","12.9","3.7","11.99","13.87",,"4894","No"
"2010","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","299","6","5.6","5.35","6.67",,"4978","Yes"
"2010","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","735","14.8","3.4","13.78","15.75",,"4978","Yes"
"2010","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1786","35.9","1.9","34.55","37.21",,"4978","Yes"
"2010","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1577","31.7","2.1","30.39","32.97",,"4978","Yes"
"2010","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","581","11.7","3.9","10.78","12.56",,"4978","Yes"
"2011","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","330","6.8","5.3","6.11","7.53",,"4836","Yes"
"2011","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","713","14.7","3.5","13.74","15.74",,"4836","Yes"
"2011","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1696","35.1","2","33.73","36.42",,"4836","Yes"
"2011","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1521","31.5","2.1","30.14","32.76",,"4836","Yes"
"2011","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","576","11.9","3.9","11","12.82",,"4836","Yes"
"2012","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","344","6.5","5.2","5.87","7.21",,"5259","Yes"
"2012","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","755","14.4","3.4","13.41","15.3",,"5259","Yes"
"2012","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","2002","38.1","1.8","36.76","39.38",,"5259","Yes"
"2012","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1549","29.5","2.1","28.22","30.69",,"5259","Yes"
"2012","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","609","11.6","3.8","10.72","12.44",,"5259","Yes"
"2013","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","347","6.5","5.2","5.82","7.13",,"5360","Yes"
"2013","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","845","15.8","3.2","14.79","16.74",,"5360","Yes"
"2013","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1961","36.6","1.8","35.3","37.88",,"5360","Yes"
"2013","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1634","30.5","2.1","29.25","31.72",,"5360","Yes"
"2013","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","573","10.7","3.9","9.86","11.52",,"5360","Yes"
"2014","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","390","7.1","4.9","6.38","7.73",,"5530","Yes"
"2014","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","864","15.6","3.1","14.67","16.58",,"5530","Yes"
"2014","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","2083","37.7","1.7","36.39","38.94",,"5530","Yes"
"2014","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1574","28.5","2.1","27.27","29.65",,"5530","Yes"
"2014","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","619","11.2","3.8","10.36","12.02",,"5530","Yes"
"2015","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","373","6.7","5","6.08","7.4",,"5532","Yes"
