"closure_type","reason_for_closure","global_id","closure_description","object_id","roads_closed","closure_start_time","closure_end_time","related_suburbs","location","project_title"
"buildingConstruction","Benjamin Way (northbound direction) between Cohen Street and Chandler Street.<br>
9:30 am - 4:30 pm (daily) on periodic days as required Monday to Friday.<br>
It is anticipated these works will be completed on Tuesday 10 March 2020.<br>
Access for Westfield parking and taxis will be maintained during these works.","7b83beae-27b6-4f89-9afc-d5f0d225040c","","4724","Crane works.","2020-03-09T22:30:00.000","2020-05-29T06:30:00.000","BELCONNEN","POINT (149.06727922198934 -35.23868417969201)","Crane Lift - MYER Downsize - Westfield Belconnen"
"roadWorks","Tillyard Drive (northbound direction): will be closed from Ginninderra Drive to Lhotsky Street. There will be no left or right turns allowed from Ginninderra Drive onto Tillyard Drive.<br>
Tillyard Street (southbound direction): will be closed from Lhotsky Street to Ginninderra Drive. There will be no right turn allowed from Tillyard Drive onto Ginninderra Drive. Left turn from Tillyard Drive onto Ginninderra Drive will be allowed outside the hours of 9.30 am and 5 pm daily only.","37e7eade-06b5-4a95-8a46-b9f939a197c9","","2323","Ginninderra Drive and Tillyard Drive intersection signalisation project.","2019-04-28T21:00:00.000","2019-08-02T07:00:00.000","CHARNWOOD","POINT (149.03451015349867 -35.206844203053166)","TTM 19040 Ginninderra Drive & Tillyard Drive Intersection Signalisation - TTM 2 & TTM 2A"
"utilities","BURKE_CRESCENT - Eastbound_and_Westbound: from WENTWORTH_AVENUE to KENNEDY_STREET.","e64ad48e-d624-4581-8f20-d799003246c0","","2471","Utility Works for Icon Water","2019-05-28T22:00:00.000","2019-06-12T06:00:00.000","KINGSTON","POINT (149.14700579368514 -35.31977529385107)","TTE19-DPT-1270, Downer Pipetech, Road Closure, Utilities Works, Burke Cres, Kingston"
"lightRail","Flemington Road (centre median) at the Manning Clark Crescent (north) intersection.<br>Manning Clark Crescent (north) from Flemington Road to Anthony Rolfe Avenue.<br>
Manning Clark Crescent (north) from Flemington Road to Camilleri Way.<br>
Will be closed on periodic days, nights and weekends between the hours of,<br>
9.30 am - 4 pm Monday to Friday.<br>
8 pm - 6 am Monday to Thursday.<br>
8 pm Friday to 6 am Friday to Monday (inclusive).","0c0d50e7-8f69-4dc9-9369-0b54172da529","","1275","Works associated with the Transport Canberra Light Rail project.","2019-01-01T22:30:00.000","2019-01-31T05:00:00.000","GUNGAHLIN","POINT (149.14394353422887 -35.18709663848276)","Ext - TTE17-MET-4173 CMC, Flemington Rd / Manning Clarke Cr – Median Intersection Closure"
"buildingConstruction","Furzer Street (both directions): between the Department of Health building underground car park entry / exit and approximately 135 metres south towards the Woden Library.<br>
Corinna Street (north) (both directions): between Furzer Street and approximately 45 metres west towards Melrose Drive.

","f53d38f6-4505-48a6-90b5-578e53032915","","4628","Crane works.","2020-02-19T19:00:00.000","2020-02-22T07:00:00.000","PHILLIP","POINT (149.08427199272495 -35.34359836053934)","A & A Apartments"
"buildingConstruction","Blamey Crescent Campbell - Both directions: from Bungey Street to Chauvel Street.","a62b2c79-1735-45bd-ab39-f53e197588d6","","146","Crane Lift ","2018-05-21T23:30:00.000","2018-05-26T07:00:00.000","CAMPBELL","POINT (149.15252912548794 -35.29113327378687)","TTE18-LHA-1230 - Crane Lift for Elevator Installation"
"specialEvent","Car parks: located at Regatta Place East - From 6 am Monday 18 November to 6 pm Wednesday 27 November 2019.
Regatta Place: from Albert Street to Barrine Drive | Albert Street (eastbound direction): between Barrine Drive and Commonwealth Avenue | Barrine Drive (southbound direction): between Albert Street and car park entry north of Albert Street - From 6 am Saturday 23 November to 2 am Sunday 24 November 2019.
","c27d3cf3-1478-4ce0-b8ed-0f826aab5d89","","3904","Special Event Bump in and out as well as Event Day","2019-11-17T19:00:00.000","2019-11-27T07:00:00.000","PARKES","POINT (149.12958151578923 -35.289556527956336)","TTE19-KEF-1461 - Kicks Entertainment - Spilt Milk 2019"
"lightRail","Elouera Street: between Northbourne Avenue and Mort Street.<br>
9.30 am to 4 pm Monday to Friday.<br>
8 pm to 6 am nightly.<br> 
8 pm Friday to 6 am Monday.<br>
Intermittent closure.<br>
Gould Street: between Northbourne Avenue and Moore Street.<br>
9.30 am to 4 pm Monday to Friday.<br>
8 pm to 6 am nightly.<br>
8 pm Friday to 6 am Monday.<br>
Intermittent closure,","d3bce631-487b-4a70-b8da-a1184777d7f9","","2700","CMC paving works.","2019-06-04T23:30:00.000","2019-08-15T20:00:00.000","BRADDON","POINT (149.13011469863142 -35.27300204482721)","Resub - TTE19-MET-6368 CMC, Northbourne Ave / Elouera St / Gould St - Intersection Paving Works"
"roadWorks","Hinder Street (both directions): from Anthony Rolfe Avenue to the Gungahlin Village underground car park entry / exit.<br>
Ernest Cavanagh Street (both directions): from the Gungahlin Square eastern driveway to Hinder Street.<br>
It is expected that these works will take two days to complete within the nominated timeframe.","b8ad8937-ea06-4c7c-b3bb-f7dddeb6baaf","","687","Asphalt resurfacing works associated with the Ernest Cavanagh Street extension project.","2018-10-09T20:00:00.000","2018-10-17T08:00:00.000","GUNGAHLIN","POINT (149.13740427249485 -35.18488745093271)","Ernest Cavanagh Street Extension"
"specialEvent","Blackall Street (northbound and southbound): from Broughton Street to Kings Avenue.<br>
3 pm - 4 pm.<br>
Kings Avenue: between King George Terrace and Parkes Way.<br>
4 pm - 4 .30 pm.<br>
Wendouree Drive: between Kings Avenue and Constitution Avenue.<br>
9 am - 6 pm.<br>
Morshead Drive (northbound): onto Kings Avenue.<br>
9 am - 6 pm.<br>
Parkes Way (southbound): onto Kings Avenue.<br>
9 am - 6 pm.<br>
","ad1ce61d-6496-4a80-b981-354d195da7f1","","2363","National Police Memorial Day Service","2019-09-26T23:00:00.000","2019-09-27T08:00:00.000","BARTON","POINT (149.13663550407065 -35.30434143607583)","TTM 18035 National Police Memorial Day Service"
"other","Neptune Street / Bradley Street (both directions): from the Westfield multi storey car park entry exit on Neptune Street to the Bradley Street section of the Woden Bus Station.<br>
9 pm - 7 am on periodic nights as required from Monday 25 February 2019 to Friday 1 March 2019.
","3a2ff5a8-c7fa-43c4-a687-ab6be2268d3c","Crane Lift","1722","Crane works.","2019-02-25T10:00:00.000","2019-02-28T20:00:00.000","PHILLIP","POINT (149.08709149368866 -35.345987450162674)","RESUB TTE19-MSC-1071, Airmaster, Crane Lift, Road Closure Neptune St, Phillip"
"specialEvent","Wendouree Drive - All directions: from Kings Avenue to the National Carillon.","c8b43aae-889f-4fe1-87f3-dcfe8e5ba8d8","","2069","Special Event","2019-05-03T20:00:00.000","2019-05-04T05:00:00.000","PARKES","POINT (149.1435443122341 -35.298116757029526)","The Music of Star Wars at The National Carillon"
"roadWorks","McMillan Crescent (both directions): between Sturt Avenue and Matina Street.<br>
Kootara Crescent (both directions): between Keira Street and McMillan Crescent.<br>
Will be closed on periodic days asrequired between the hours of,<br>
9:30 am - 4 pm Monday to Friday.<br>
7 am - 5 pm Saturday.","a16462e7-8cd1-4d97-a22c-4f7ff4d4ffd2","","4782","Resealing works.","2020-03-20T20:00:00.000","2020-04-30T06:00:00.000","NARRABUNDAH","POINT (149.14921477007175 -35.32568546603989)","Asphalting - McMillan Crescent, Narrabundah"
"lightRail","Rudd Street (westbound direction): from Northbourne Avenue to Odgers Lane.","9cf9214c-fe48-4e74-8b93-445405c0c041","","1030","Works associated with the Transport Canberra Light Rail project.","2018-11-14T22:30:00.000","2018-12-21T05:00:00.000","CITY","POINT (149.1290489358462 -35.27709887992377)","Resub - TTE18-MET-6331-4 CMC, Northbourne Ave / Rudd St - Half Side Road Closure"
"roadWorks","Federation Mall (northbound and southbound): from Parliament Drive to Queen Victoria Terrace. Closures will be in place between 6 pm and 6 am daily.","a9afcbdb-db99-405a-bed5-edf1ebd2af0d","","2547","Stabilisation of the car park of Federation Mall","2019-05-29T08:00:00.000","2019-05-31T20:00:00.000","CAPITAL_HILL","POINT (149.1287795960704 -35.303284527215204)","Federation Mall Stabilisation"
"roadWorks","Anketell Street (both directions) Pitman Street and Reed Street (North).","86b99a82-2e56-4b45-84e8-010e5a413f0b","","2866","Anketell Street upgrade project.","2019-06-25T21:00:00.000","2019-07-31T07:00:00.000","GREENWAY","POINT (149.067641612037 -35.41571122681187)","TTM 18152 Anketell Street Upgrade - TTM 3 Revision 1"
"buildingConstruction","Lowrie Street (both directions) between house number 33 and house number 43.<br>
Will be closed periodically as operationally required during the nominated timeframe.","3a635542-9aa5-4f2b-83a9-19eda9b6887c","","3842","Building construction.","2019-11-03T20:00:00.000","2020-08-31T08:00:00.000","DICKSON","POINT (149.13435879148005 -35.254465104539634)","TTE19-ABA-1653 ""ABA"" Building Construction Lowrie St Dickson"
"buildingConstruction","Parkhill Street (both directions): from Leighton Street to Brinsmead Street.<br>
6 am - 6 pm (daily) on Friday 26 October 2018,  Wednesday 31 October 2018 and Monday 19 November 2018.","5c4b0d34-3af0-4eee-9b5c-95f689fffce6","","829","Construction material deliveries","2018-10-25T19:00:00.000","2018-11-19T07:00:00.000","PEARCE","POINT (149.07988983680156 -35.36855694307552)","Manteena, Block Development, Parkhill Street, Pearce, ACT"
"lightRail","Northbourne Avenue Service Road (both directions): from the number 502 driveway to Antill Street.<br>
Will be closed on periodic days, nights and weekends as required between the hours of,<br>
9.30 am - 4 pm Monday to Friday.<br>
8 pm - 6 am Monday to Friday.<br>
8 pm Friday to 6 am Monday (inclusive).","e0a773b9-6eb1-4b39-9816-0f590b5aedab","","3321","Works associated with the Transport Canberra Light Rail project. ","2019-08-16T10:00:00.000","2019-12-31T05:00:00.000","DOWNER","POINT (149.13477577930342 -35.24811946994628)","Ext - TTE19-MET-6364 CMC, Northbourne Ave / Antill St / Panton St - Verge Works & Road Closure"
"buildingConstruction","Cobbadah Street (both directions): between Numerella Street and Ngunawal Drive.<br>
6 am - 2 pm (daily) Monday to Friday. It is expected that these works will be completed in one day during the nominated timeframe with additional days as a contingency in case of unforseen circumstances.","7b181c90-88db-4506-b93e-0d36c10bdd4c","","3631","Crane works.","2019-10-06T19:00:00.000","2019-10-25T03:00:00.000","O_MALLEY","POINT (149.10702 -35.35464)","Crane Lift - Cobbadah St, O'Malley"
"buildingConstruction","Constitution Avenue (westbound direction) will be closed from the London Circuit car park entry / exit to Vernon Circle.<br>
5.30 am - 6 pm (daily) Saturday 15 and Sunday 16 December 2018.","b8745fd3-93aa-41f7-87af-aa5fb8dc5498","","1213","Roadworks associated with the redeveolpment of Block 35, Section 100 City.","2018-12-14T18:30:00.000","2018-12-16T07:00:00.000","CITY","POINT (149.13023376331518 -35.282794067869155)","Building Construction"
"lightRail","Northbourne Avenue (centre median): at the Ipima Street / Condamine Street intersection.<br>
Will be closed on periodic days, nights and weekends between the hours of,<br>
9.30 am - 4 pm Monday to Friday.<br>
8 pm - 6 am Monday to Thursday.<br>
8 pm Friday to 6 am Monday (inclusive)","5bd72163-97bc-493a-9d5a-c26b2302217b","","1432","Works associated with the Transport Canberra Light Rail project.","2019-01-13T22:30:00.000","2019-04-30T06:00:00.000","BRADDON","POINT (149.131220463535 -35.26624800171273)","Resub - TTE17-MET-6061 CMC, Northbourne Ave / Ipima St / Condamine St - Median Intersection Closure"
"buildingConstruction","Curtin Place - a section of the car park located on the western and southern side of Block 7, Section 62 Curtin.","e3b2004a-9f34-4050-bb89-1fa8a85bd05a","","4851","Building construction.","2020-03-22T20:00:00.000","2021-09-24T09:00:00.000","CURTIN","POINT (149.0773691 -35.324636)","Curtin Redevelopment"
"lightRail","Flemington Road (centre median): at the Mapleton Avenue / Manning Clark Crescent (South) intersection.<br>
Mapleton Avenue (both directions): from Flemington Road to Wimmera Street.<br>
Manning Clark Crescent (South): from Flemington Road to Henry Kendall Street.<br>
Will be closed on periodic days, nights and weekends between the hours of,<br>
9.30am to 4 pm Monday to Friday.<br>
8 pm to 6 am Monday to Thursday.<br>
8 pm Friday to 6 am Monday (inclusive).
","5ca18e39-b71e-4514-aff9-3848ab5702ba","","1548","Works associated with the Transport Canberra Light Rail project.","2019-01-31T09:00:00.000","2019-04-30T06:00:00.000","HARRISON","POINT (149.15093696026736 -35.19393221421822)","Resub - TTE17-MET-4174 - CMC, Flemington Road / Mapleton Ave – Median Intersection Closure "
"roadWorks","Barraclough Crescent (westbound direction): between Ashley Drive and Kneeshaw Street.<br>
Will be closed on periodic days as operationally required between the hours of,<br>
9 am - 4:30 pm Monday to Friday.<br>
7 am - 5 pm Saturdays.","2a830c93-e0ae-4a88-8cbe-60f569af2b45","","3707","Resealing works.","2019-10-15T22:00:00.000","2020-01-17T05:30:00.000","MONASH","POINT (149.0996240942839 -35.416844598059306)","2019-20 Reseal Programme - MSR044"
