"licencenumber","licencecode","licencetype","licenseeorg","liccount","lictotal","licensees","tradingnames","address","suburb","state","postcode","dateexpiry","dateissued"
"20000591","MVR","Traders","Company","1","2","SCHMICK CAR CARE CLUB PTY LTD","Schmick Scratch and Dent Assist","39 Gollan Street","EVATT","ACT","2617","2027-08-01T00:00:00.000","2022-08-02T00:00:00.000"
"20000585","MVR","Traders","Company","1","1","QUEANBEYAN ELECTRICAL & BATTERY SERVICE PTY. LIMITED","Tauntons Automotive","46 Yass Road","QUEANBEYAN EAST","NSW","2620","2027-07-20T00:00:00.000","2022-07-21T00:00:00.000"
"20000581","MVR","Traders","Company","2","2","HB HOLDINGS AUSTRALIA PTY LTD","Ozzy Tyres Canberra","13-15 Wollongong Street","FYSHWICK","ACT","2609","2027-07-06T00:00:00.000","2022-07-07T00:00:00.000"
"20000582","MVR","Traders","Company","1","1","ALL ROUND TYRES (ART) PROPRIETARY LIMITED","All Round Tyres (Art)","64-66 Gladstone Street","FYSHWICK","ACT","2609","2027-07-06T00:00:00.000","2022-07-07T00:00:00.000"
"20000581","MVW","Traders","Company","1","2","HB HOLDINGS AUSTRALIA PTY LTD","Ozzy Tyres Canberra","13-15 Wollongong Street","FYSHWICK","ACT","2609","2027-07-06T00:00:00.000","2022-07-07T00:00:00.000"
"19001153","CC","Charitable Collections","Company","1","1","MARKET FORCES LIMITED",,,,,,"2027-06-30T00:00:00.000","2022-05-16T00:00:00.000"
"20000577","MVD","Traders","Company","5","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","142 Melrose Drive","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVR","Traders","Company","2","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","160 Melrose Drive","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000577","MVR","Traders","Company","8","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","152 Melrose Drive","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000577","MVD","Traders","Company","7","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","152 Melrose Drive","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVR","Traders","Company","4","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","162 Melrose Drive","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVD","Traders","Company","9","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","4 O???Brien Street","GUNGAHLIN","ACT","2912","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVR","Traders","Company","6","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","44 Wollongong Street","FYSHWICK","ACT","2609","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVD","Traders","Company","5","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","44 Wollongong Street","FYSHWICK","ACT","2609","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVD","Traders","Company","1","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","160 Melrose Drive","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000577","MVD","Traders","Company","1","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","29 Botany Street","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000577","MVR","Traders","Company","6","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","142 Melrose Drive","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVR","Traders","Company","8","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","1 Josephson Street","BELCONNEN","ACT","2616","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000577","MVR","Traders","Company","2","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","29 Botany Street","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVD","Traders","Company","7","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","1 Josephson Street","BELCONNEN","ACT","2616","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVD","Traders","Company","3","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","162 Melrose Drive","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000577","MVD","Traders","Company","3","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","2-10 & 3 Josephson Street","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000578","MVR","Traders","Company","10","10","EAGERS TACT PTY LTD","Canberra Toyota, Lexus of Canberra","4 O???Brien Street","GUNGAHLIN","ACT","2912","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000577","MVR","Traders","Company","10","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","3/34 Ipswich Street","FYSHWICK","ACT","2609","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000577","MVD","Traders","Company","9","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","3/34 Ipswich Street","FYSHWICK","ACT","2609","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000577","MVR","Traders","Company","4","10","EAGERS ACT PTY LTD","Belconnen Cheaper Cars, Capital Subaru, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven GMSV, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen, Phillip Mitsubishi, Subaru Canberra, Volvo Cars Canberra","2-10 & 3 Josephson Street","PHILLIP","ACT","2606","2027-06-26T00:00:00.000","2022-06-27T00:00:00.000"
"20000574","MVD","Traders","Company","1","1","VOLKSWAGEN GROUP AUSTRALIA PTY LTD","CUPRA Australia","895 South Dowling Street","ZETLAND","NSW","2017","2027-06-09T00:00:00.000","2022-06-10T00:00:00.000"
"20000571","MVR","Traders","Company","1","1","KAMBAH AUTOMOTIVE SERVICES PTY LIMITED","Kambah Car Care","3 Marconi Crescent (Caltex Service Station)","KAMBAH","ACT","2902","2027-05-10T00:00:00.000","2022-05-11T00:00:00.000"
"20000573","MVR","Traders","Company","1","1","SAGARMATHA AUTO GROUP PTY LIMITED","Kathmandu Automotive Mitchell","Unit 3, 36 Grimwade Street","MITCHELL","ACT","2911","2027-05-10T00:00:00.000","2022-05-11T00:00:00.000"
"20000572","MVR","Traders","Company","1","1","ADVANCED TECH AUTO PTY LTD","Advanced Tech Auto Pty Ltd","91 Prospect Court","PHILLIP","ACT","2606","2027-05-10T00:00:00.000","2022-05-11T00:00:00.000"
"20000103","MVR","Traders","Company","2","2","DIARD FAMILY PTY LTD","Ultra Tune Fyshwick, UltraTune Fyshwick","17 Wollongong Street","FYSHWICK","ACT","2609","2027-05-09T00:00:00.000","2022-05-10T00:00:00.000"
"20000103","MVR","Traders","Company","1","2","DIARD FAMILY PTY LTD","Ultra Tune Fyshwick, UltraTune Fyshwick","115 Wollongong Street","FYSHWICK","ACT","2609","2027-05-09T00:00:00.000","2022-05-10T00:00:00.000"
"20000051","MVR","Traders","Company","1","2","BOSS DOG PTY LTD","Premier Auto Sales Mitchell, Premier Automotive Repairs","5 Winchcombe Court","MITCHELL","ACT","2911","2027-04-04T00:00:00.000","2022-04-05T00:00:00.000"
"20000567","MVR","Traders","Company","1","1","PROFECTION AUTOMOTIVE PTY LTD","Profection Automotive Pty Ltd","Unit 5, 92 Sawmill Circuit","HUME","ACT","2620","2027-03-27T00:00:00.000","2022-03-28T00:00:00.000"
"20000479","MVD","Traders","Individual","2","2","Amit  HANDA","Amit HANDA","10 Holford Street","TAYLOR","ACT","2913","2027-03-22T00:00:00.000","2022-03-23T00:00:00.000"
"20000354","MVR","Traders","Company","8","8","RAY GULSON PTY LTD","Gulson Canberra","99 Newcastle Street","FYSHWICK","ACT","2609","2027-03-02T00:00:00.000","2022-03-03T00:00:00.000"
"20000354","MVR","Traders","Company","2","8","RAY GULSON PTY LTD","Gulson Canberra","92 Newcastle Street","FYSHWICK","ACT","2609","2027-03-02T00:00:00.000","2022-03-03T00:00:00.000"
"20000354","MVR","Traders","Company","6","8","RAY GULSON PTY LTD","Gulson Canberra","279 Canberra Avenue","FYSHWICK","ACT","2609","2027-03-02T00:00:00.000","2022-03-03T00:00:00.000"
"20000354","MVR","Traders","Company","4","8","RAY GULSON PTY LTD","Gulson Canberra","76 Newcastle Street","FYSHWICK","ACT","2609","2027-03-02T00:00:00.000","2022-03-03T00:00:00.000"
"20000561","MVR","Traders","Company","1","1","DEMAX PTY LTD","DMBAUTOMOTIVE","2 Cape Street","DICKSON","ACT","2602","2027-02-24T00:00:00.000","2022-02-25T00:00:00.000"
"20000560","MVR","Traders","Company","1","1","SAE AUTOMOTIVE CONSULTING PTY LTD","SAE Automotive Consulting Pty Ltd","Unit 2, 18 Lander Crescent","AMAROO","ACT","2914","2027-02-17T00:00:00.000","2022-02-18T00:00:00.000"
"20000559","MVR","Traders","Company","1","1","CALWELL SERVICE CENTRE PTY. LIMITED","Tuggeranong Car Care","224-238 Soward Way","GREENWAY","ACT","2900","2027-02-10T00:00:00.000","2022-02-11T00:00:00.000"
"20000557","MVR","Traders","Individual","1","1","Adam Patrick LARKINGS","All Bikes and Cars Automotive","13 Elyard Place","DUNLOP","ACT","2615","2027-02-06T00:00:00.000","2022-02-07T00:00:00.000"
"20000372","MVR","Traders","Company","1","1","CAPITAL AUTO AND TYRE PTY LTD","Capital Auto and Tyre","3/180 Katherine Avenue","AMAROO","ACT","2914","2027-02-05T00:00:00.000","2022-02-06T00:00:00.000"
"20000180","MVR","Traders","Company","1","1","Bears Paintless Dent Repairs Pty Ltd","Bears Paintless Dent Repairs Pty Ltd","13 Tantalum Street","BEARD","ACT","2620","2027-02-04T00:00:00.000","2022-02-05T00:00:00.000"
"20000552","SHD","Traders","Individual","2","2","Cody James SAVAGE","Universal Phone Services Belconnen","Shop 132, 20 Benjamin Way","BELCONNEN","ACT","2617","2027-01-19T00:00:00.000","2022-01-20T00:00:00.000"
"20000272","MVR","Traders","Company","1","1","ACT AUTOMOTIVE SERVICES PTY LTD","ACT Automotive Services Pty Ltd","4/129 Newcastle Street","FYSHWICK","ACT","2609","2026-12-06T00:00:00.000","2021-12-07T00:00:00.000"
"20000411","MVR","Traders","Company","1","1","L K AUTOMOTIVE PTY LTD","L K Automotive Pty Ltd","7/22 Geelong Street","FYSHWICK","ACT","2609","2026-12-05T00:00:00.000","2021-12-06T00:00:00.000"
"20000471","MVW","Traders","Company","1","1","NATIONAL CAPITAL VEHICLES PTY LTD","NATIONAL CAPITAL VEHICLES PTY LTD","27 Goldfinch Circuit","THEODORE","ACT","2905","2026-11-24T00:00:00.000","2021-11-25T00:00:00.000"
"20000547","MVR","Traders","Company","1","1","MACGREGOR AUTO PTY LTD","Macgregor Auto","Unit 1/2 Park Street","BELCONNEN","ACT","2617","2026-11-16T00:00:00.000","2021-11-17T00:00:00.000"
"20000546","SHD","Traders","Company","1","1","THE AUCTION BARN PTY LTD","The Auction Barn","10 Wiluna Street","FYSHWICK","ACT","2609","2026-11-16T00:00:00.000","2021-11-17T00:00:00.000"
"20000545","MVD","Traders","Company","1","1","FJ BAGSHAW PTY LTD","Trailers Canberra","36 Hoskins Street","MITCHELL","ACT","2911","2026-11-11T00:00:00.000","2021-11-12T00:00:00.000"
"20000543","MVD","Traders","Company","1","1","TOW2GO AUSTRALIA PTY LTD","Canberra Motor Group Australia","16 Backhouse Street","LATHAM","ACT","2615","2026-11-04T00:00:00.000","2021-11-05T00:00:00.000"
"20000004","MVR","Traders","Individual","1","1","Craig Mark PHILLIPS","KEGZ AUTOMOTIVE","7 Deeley Place","KAMBAH","ACT","2902","2026-10-26T00:00:00.000","2021-10-27T00:00:00.000"
"20000538","MVR","Traders","Company","1","1","CFR AUTO SERVICE PTY LTD","CFR Auto Care","20 Hattersley Court","NICHOLLS","ACT","2913","2026-10-24T00:00:00.000","2021-10-25T00:00:00.000"
"20000535","MVW","Traders","Company","1","1","GRADYS AUTOS PTY LIMITED","Gradys Autos Pty Limited","Unit 10, 83 Gladstone Street","FYSHWICK","ACT","2609","2026-10-11T00:00:00.000","2021-10-12T00:00:00.000"
"20000532","MVR","Traders","Company","1","1","CORKHILL BROS. SALES PTY. LIMITED","Corkhill Bros","67 Sawmill Circuit","HUME","ACT","2620","2026-09-27T00:00:00.000","2021-09-28T00:00:00.000"
"20000528","MVD","Traders","Company","1","1","POLESTAR AUTOMOTIVE AUSTRALIA PTY LTD","Polestar Australia","65 Epping Road","MACQUARIE PARK","NSW","2113","2026-09-23T00:00:00.000","2021-09-24T00:00:00.000"
"20000529","SHD","Traders","Company","1","1","GOODBYES AUSTRALIA PTY LTD","GOODBYES AUSTRALIA PTY LTD","27 Lonsdale Street","BRADDON","ACT","2612","2026-09-23T00:00:00.000","2021-09-24T00:00:00.000"
"20000116","MVR","Traders","Company","1","1","SINO-AUS MOTOR PTY LTD","Sino-Aus Motor Pty Ltd","22 Lyell Street","FYSHWICK","ACT","2609","2026-09-22T00:00:00.000","2021-09-23T00:00:00.000"
"20000381","MVR","Traders","Company","1","1","LATIN MOTORS PTY LTD","Latin Motors","Unit 6/106 Gladstone Street","FYSHWICK","ACT","2609","2026-09-19T00:00:00.000","2021-09-20T00:00:00.000"
"20000525","SHD","Traders","Company","1","1","SPHAERA PTY LTD","RETRO SOUND TECH","1/130 Shackleton Circuit","MAWSON","ACT","2607","2026-08-29T00:00:00.000","2021-08-30T00:00:00.000"
"20000519","SHD","Traders","Company","1","3","ELECTRICAL HOME-AIDS PTY. LIMITED","ELECTRICAL HOME-AIDS PTY. LIMITED","Shop 8, 5 Hibberson Street","GUNGAHLIN","ACT","2912","2026-08-17T00:00:00.000","2021-08-18T00:00:00.000"
"20000519","SHD","Traders","Company","3","3","ELECTRICAL HOME-AIDS PTY. LIMITED","ELECTRICAL HOME-AIDS PTY. LIMITED","5/100 Barrier Street","FYSHWICK","ACT","2609","2026-08-17T00:00:00.000","2021-08-18T00:00:00.000"
"20000519","SHD","Traders","Company","2","3","ELECTRICAL HOME-AIDS PTY. LIMITED","ELECTRICAL HOME-AIDS PTY. LIMITED","Shop 189, Westfiled Belconnen Benjamin Way","BELCONNEN","ACT","2617","2026-08-17T00:00:00.000","2021-08-18T00:00:00.000"
"20000432","SHD","Traders","Company","1","1","PALAMAM PTY LIMITED","MacQueen Auctioneers and Valuers","6 Yallourn Street","FYSHWICK","ACT","2609","2026-08-11T00:00:00.000","2021-08-12T00:00:00.000"
"20000128","MVR","Traders","Partnership","2","2","John Hurst GREEN & Sandra Joy GREEN","MB Spares and Service","14 Lyell Street","FYSHWICK","ACT","2609","2026-07-29T00:00:00.000","2021-07-30T00:00:00.000"
"20000212","MVD","Traders","Company","2","2","EZY SCRAP SERVICES PTY LIMITED","Ezy Scrap Services Pty Ltd","17 Baillieu Court","MITCHELL","ACT","2911","2026-07-27T00:00:00.000","2021-07-28T00:00:00.000"
"20000164","MVD","Traders","Individual","1","1","TOP USED CARS PTY LTD","TOP USED CARS PTY LTD","3 Whyalla Street","FYSHWICK","ACT","2609","2026-07-27T00:00:00.000","2021-07-28T00:00:00.000"
"20000515","SHD","Traders","Company","1","1","MVR Retailers Pty Ltd","Mobile Experts and The Mobile Company","Kiosks 10 and 23 Hyperdome Shopping Centre Anketell and Reed St","GREENWAY","ACT","2900","2026-07-27T00:00:00.000","2021-07-28T00:00:00.000"
"20000296","SHD","Traders","Company","1","1","REVOLUTION CD PTY LTD","Revolution CD","Shop 62, 18 Benjamin Way","BELCONNEN","ACT","2617","2026-07-25T00:00:00.000","2021-07-26T00:00:00.000"
"20000514","MVR","Traders","Company","1","1","AUSTECH CANBERRA PTY LTD","Capital Automotive Services","Unit 2, 60 Kembla Street","FYSHWICK","ACT","2609","2026-07-25T00:00:00.000","2021-07-26T00:00:00.000"
"20000509","SHD","Traders","Company","1","1","ALLMAD PTY LTD","ALLMAD PTY LTD","51 Collie Street","FYSHWICK","ACT","2609","2026-07-04T00:00:00.000","2021-07-05T00:00:00.000"
"20000422","MVR","Traders","Individual","1","1","Anthony Charles INNES","Precious Metal Panel Beating","Unit 4, 3 Sleigh Place","HUME","ACT","2620","2026-06-29T00:00:00.000","2021-06-30T00:00:00.000"
"20000006","MVR","Traders","Company","1","1","BATES MOTORSPORT PTY LTD","Neal Bates Automotive, Neal Bates Motorsport","48  Sheppard Street","HUME","ACT","2620","2026-06-20T00:00:00.000","2021-06-21T00:00:00.000"
"20000504","MVW","Traders","Company","1","1","W T H PTY LTD","Avis Australia","Tower B, Level 1, 197 Coward Street","MASCOT","NSW","2020","2026-06-15T00:00:00.000","2021-06-16T00:00:00.000"
"20000502","SHD","Traders","Company","1","1","APPLIANCES ONLINE PTY LIMITED","Appliances Online Pty Limited","Level 2, 20A Danks Street","REDFERN","NSW","2016","2026-06-07T00:00:00.000","2021-06-08T00:00:00.000"
"20000501","MVR","Traders","Individual","1","1","Cameron John HACKETT","Classic Garage Bodyworks","4/16 Isa Street","FYSHWICK","ACT","2609","2026-06-06T00:00:00.000","2021-06-07T00:00:00.000"
"20000500","SHD","Traders","Individual","1","1","Andrew John BISHOP","Preloved Gold","22 Daley Crescent","FRASER","ACT","2615","2026-05-25T00:00:00.000","2021-05-26T00:00:00.000"
"20000021","MVR","Traders","Company","1","1","GUNGAHLIN AUTO GROUP PTY LIMITED","Gungahlin Auto Group Pty Limited","Unit 1 4 O'Brien Place","GUNGAHLIN","ACT","2912","2026-05-15T00:00:00.000","2021-05-16T00:00:00.000"
"20000404","MVR","Traders","Company","1","1","BRIDGESTONE AUSTRALIA LTD","Bridgestone Service Centre","4 Sawmill Circuit","HUME","ACT","2620","2026-05-08T00:00:00.000","2021-05-09T00:00:00.000"
"20000334","MVR","Traders","Company","1","1","CAPITAL S.M.A.R.T. REPAIRS AUSTRALIA PTY LTD","Capital S.M.A.R.T. Repairs Australia Pty Ltd","63 Collie Street","FYSHWICK","ACT","2609","2026-04-22T00:00:00.000","2021-04-23T00:00:00.000"
"20000487","MVD","Traders","Individual","1","1","Ivan  HINTON-TEOH","Ivan HINTON-TEOH","27 Hawdon Street","AINSLIE","ACT","2602","2026-03-18T00:00:00.000","2021-03-19T00:00:00.000"
"20000343","MVR","Traders","Partnership","1","1","L.G HUSSEY & M.W NUESSLER","Kevin's Auto Repairs","2 Ipswich Street","FYSHWICK","ACT","2609","2026-03-17T00:00:00.000","2021-03-18T00:00:00.000"
"20000401","MVD","Traders","Company","1","2","MANHEIM PTY LTD","Manheim","22 Couranga Cresent","HUME","ACT","2620","2026-03-16T00:00:00.000","2021-03-17T00:00:00.000"
"20000401","MVD","Traders","Company","2","2","MANHEIM PTY LTD","Manheim","3 Cheney Place","MITCHELL","ACT","2911","2026-03-16T00:00:00.000","2021-03-17T00:00:00.000"
"20000317","MVR","Traders","Company","1","1","SERIES WORKSHOP PTY LIMITED","Series Workshop Pty Limited","50 Townsville Street","FYSHWICK","ACT","2609","2026-03-09T00:00:00.000","2021-03-10T00:00:00.000"
"20000485","MVD","Traders","Company","1","1","ENZO AUTO DETAILING PTY. LTD.","ENZO AUTO WHOLESALE","7/15 Darling Street","MITCHELL","ACT","2911","2026-03-01T00:00:00.000","2021-03-02T00:00:00.000"
"20000483","MVR","Traders","Company","1","1","ACT FORKLIFTS PTY LTD","ACT FORKLIFTS PTY LTD","28/11 Lorn Road","CRESTWOOD","NSW","2620","2026-02-25T00:00:00.000","2021-02-26T00:00:00.000"
"19001151","CC","Charitable Collections","Company","1","1","A.C.T. FLY FISHERS",,,,,,"2026-02-22T00:00:00.000","2021-02-23T00:00:00.000"
"20000480","SHD","Traders","Individual","1","1","Natalie Kim  ALEGRIA","Natalie Kim ALEGRIA","Shop 5, 14 Franklin Street","GRIFFITH","ACT","2603","2026-02-11T00:00:00.000","2021-02-12T00:00:00.000"
"19001013","CC","Charitable Collections","Company","1","1","PCA Group Pty Ltd",,,,,,"2026-02-09T00:00:00.000","2016-02-10T00:00:00.000"
"20000207","MVR","Traders","Company","1","2","Smart Repair Australia Pty Ltd","Smart Repair Australia","Unit 2, 32 Raws Crescent","HUME","ACT","2620","2026-01-28T00:00:00.000","2021-01-29T00:00:00.000"
"20000207","MVR","Traders","Company","2","2","Smart Repair Australia Pty Ltd","Smart Repair Australia","24 Sawmill Circuit","HUME","ACT","2620","2026-01-28T00:00:00.000","2021-01-29T00:00:00.000"
"20000274","MVR","Traders","Individual","1","1","Justin Malcolm WRIGHT","Capital Caravan Service Centre","Unit 7, 39 Kembla Street","FYSHWICK","ACT","2609","2026-01-23T00:00:00.000","2021-01-24T00:00:00.000"
"20000371","MVD","Traders","Company","1","2","MCGUINNESS AUTO WHOLESALES PTY LTD","MCGUINNESS AUTO WHOLESALES PTY LTD","4/100 Maryborough Street","FYSHWICK","ACT","2609","2026-01-16T00:00:00.000","2021-01-17T00:00:00.000"
"20000371","MVD","Traders","Company","2","2","MCGUINNESS AUTO WHOLESALES PTY LTD","MCGUINNESS AUTO WHOLESALES PTY LTD","14 Bannister Gardens","GRIFFITH","ACT","2603","2026-01-16T00:00:00.000","2021-01-17T00:00:00.000"
"20000474","SHD","Traders","Company","1","1","ADVANCE JEWELLERS PTY LTD","ADVANCE JEWELLERS PTY LTD","Shop 6A, 22 Mawson Place","MAWSON","ACT","2607","2026-01-03T00:00:00.000","2021-01-04T00:00:00.000"
"20000007","MVR","Traders","Company","1","1","MARSETTS PTY LTD.","Jax Quick Fit Tyres, Phillip","58-60 Colbee Court","PHILLIP","ACT","2606","2025-12-20T00:00:00.000","2020-12-21T00:00:00.000"
"20000473","MVR","Traders","Individual","1","1","Brenton Gus NICHOLS","Brenton Gus NICHOLS","6 Winchcombe Court","MITCHELL","ACT","2911","2025-11-29T00:00:00.000","2020-11-30T00:00:00.000"
"20000470","SHD","Traders","Company","1","1","ABUNDANCE ACT PTY LTD","E AND C MOTORS","5 Abercrombie Circuit","BANKS","ACT","2906","2025-11-23T00:00:00.000","2020-11-24T00:00:00.000"
"20000353","MVR","Traders","Company","1","1","CUSTOM MOTOR TRIMMING PTY LTD","Custom Motor Trimming Pty Ltd","16 Kembla Street","FYSHWICK","ACT","2609","2025-11-10T00:00:00.000","2020-11-11T00:00:00.000"
"17725223","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Lachlan Connor BUGG",,,,,,"2025-11-09T00:00:00.000","2019-11-01T00:00:00.000"
"17725223","SEMP","1C - act as a crowd controller","Individual","2","2","Lachlan Connor BUGG",,,,,,"2025-11-09T00:00:00.000","2019-11-01T00:00:00.000"
"19001150","CC","Charitable Collections","Company","1","1","AUSTRALIA CLIMATE AUCTION FUND LTD",,,,,,"2025-10-13T00:00:00.000","2020-10-14T00:00:00.000"
