"closure_description","object_id","closure_type","footpaths_closed","reason_for_closure","global_id","closure_start_time","closure_end_time","related_suburbs","project_title","location"
"","5392","roadWorks","Crane operations.","Game Court (eastern side) from Sydney Avenue to Game Court.<br>
6 am - 5 pm daily Sundays only.","534df072-76cd-4017-9534-89fc407845fc","2020-06-06T20:00:00.000","2020-06-28T07:00:00.000","FORREST","REN - TTE19-CC4-1499 - Capital Cranes - 25 National Cct","POINT (149.13060754277672 -35.31277003178907)"
"Demolition and removal of existing shade structures","3782","other","Demolition of existing shade structures","Allara Street (western side): in front of 33 Allara Street","6c60f599-6d0e-4d20-a446-c3604c3cfab5","2019-10-24T20:00:00.000","2020-02-01T06:00:00.000","CITY","33 Allara Street shade structures removal","POINT (149.13374784571135 -35.282895560056154)"
"","2817","lightRail","Works associated with the Transport Canberra Light Rail project.","Northbourne Avenue signalised pedestrian crossing located on the southern side of the Elouera Street / Gould Street intersection.","5a03549c-dbac-4af9-aa67-73f18bc70143","2019-06-21T10:00:00.000","2019-06-28T10:00:00.000","BRADDON","Resub - TTE17-MET-6055 CMC, Northbourne Ave / Elouera St / Gould St - Median Intersection Closure","POINT (149.13016157580148 -35.27308649670868)"
"","5956","roadWorks","Northbourne Avenue pavement rehabilitation.","Northbourne Avenue (northbound direction): access to the Dickson Light Rail terminus.<br>
6 am to 3 pm (daily) Monday to Friday.
","f2e3efb6-89c1-4d6b-b2bd-5da5294d1a54","2020-08-09T20:00:00.000","2020-11-27T04:00:00.000","LYNEHAM","Northbourne Ave Roadworks - WOD-NOR-022","POINT (149.13274058077752 -35.255175652330465)"
"","2699","lightRail","CMC related closure","Intersection of Manning Clark Crescent and Flemington Road (all directions).","16a8da97-7ed3-46b3-b703-dde89ddd7bad","2019-06-04T06:00:00.000","2019-08-16T06:00:00.000","FRANKLIN","Resub - TTE19-MET-4285 CMC, Flemington Rd / Manning Clarke Cr South - Side Road Closure","POINT (149.15052711208608 -35.19378146434307)"
"","4709","buildingConstruction","Building construction.","Thring Street (western side): between Rene Street and Darwinia Terrace.","86b78f8c-5e93-4287-8170-ea42f3f380c0","2020-03-25T20:00:00.000","2020-10-30T06:00:00.000","CHAPMAN","TTE19-MSC-1494-3 Block Development BLK 11+12 Sec 8 Chapman","POINT (149.039195723033 -35.3540086451341)"
"","2085","buildingConstruction","Building construction works.","Anketell Street (eastern side): from the signalised pedestrian crossing located on the southern side of Cynthea Teague Crescent (north) to the shared use path located 30 metres south of Cynthea Teague Crescent (south).<br>
Cynthea Teague Crescent (northern and western side): from Anketell Street to the northern side of Oakden Street.<br>
Oakden Street southern side): from Anketell Street to the eastern side of Cynthea Teague Crescent.","ffeb4e6b-6696-40a3-85fb-786b3ea1d67a","2019-04-14T20:00:00.000","2021-03-31T08:00:00.000","GREENWAY","Aspen - Mixed Use development","POINT (149.07340952956088 -35.42252045512492)"
"","6145","roadWorks","Edinburgh Avenue extension project.","London Circuit signalised pedestrian crossing located on the northern side of the Edinburgh Avenue intersection.<br>
London Circuit (eastern side) between the southern side of the Edinburgh Avenue intersection to Gordon Street.","6e176cfd-2606-44c7-9543-d2e8171619c5","2020-09-13T23:00:00.000","2020-09-21T06:30:00.000","CITY","TTE20-HUO-2469 Huon, Edinburgh Ave Extension, Car Park Closure, London Cct. ","POINT (149.1263276961692 -35.28355126129798)"
"","4047","utilities","ICON Water sewer main rehabilitation.","Chuculba Crescent (eastern side) between Spica Street (north) and Spica Street (south)","abaf4573-caa0-4abb-9043-231cb332a944","2019-12-01T20:00:00.000","2019-12-20T07:00:00.000","GIRALANG","ICON Water CX11060","POINT (149.1021469451847 -35.21325125941047)"
"","3708","roadWorks","Footpath replacement.","Gundaroo Drive (northern side): from Gungahlin Drive to the Gungahlin Lakes driveway.","1563ef28-89d7-44b1-8f7f-986718eea87c","2019-10-15T20:00:00.000","2019-12-20T06:00:00.000","NICHOLLS","Gundaroo Drive Stage 1 - Cyclepath rectification","POINT (149.1186 -35.18642)"
"","5215","buildingConstruction","Crane operations.","Benjamin Way (western side): between Cohen Street and Chandler Street.<br>
Will be closed on periodic days between the hours of,<br>
9:30 am - 5 pm Monday to Friday.<br>
7 am - 5 pm Saturday.","42e553c3-172b-4030-a8da-bb3e68374509","2020-05-06T23:30:00.000","2020-07-31T07:00:00.000","BELCONNEN","Airmaster Crane Lift","POINT (149.0672868522978 -35.23949414293293)"
"","1950","roadWorks","Works associated with the Gundaroo Drive Duplication - Stage 2","Gundaroo Drive shared use path (northern and western side): from the southern side of the stormwater drain located approximately 95 metres south of Ibis Street to approximately 130 metres west of the Gungahlin Lakes driveway.<br>
Ibis Street footpath connection to the Gundaroo Drive shared use path will be closed at the end of Ibis Street.<br>
Brolga Place footpath connection to the Gundaroo Drive shared use path will be closed at the end of Brolga Place.<br>
Cockatoo Close footpath connection to the Gundaroo Drive shared use path will be closed at the end of Cockatoo Close.<br>","293ab3a3-993f-44ea-89e8-e25409c49f44","2019-03-19T20:00:00.000","2019-12-20T06:00:00.000","NICHOLLS","Gundaroo Dr Duplication Stage 2 Milestone 14 - TTM 13 Footpath Closure","POINT (149.11275366528662 -35.190362047322964)"
"","6439","utilities","Stormwater works.","Cooyong Street signalised pedestrian crossings located on the northern and southern side of Scotts Crossing.","8490855e-cef6-4ea8-8bc1-4463ee5480b6","2020-10-22T23:00:00.000","2020-10-25T18:00:00.000","BRADDON","Cooyong Street SW Works - Lane Close","POINT (149.13557029629018 -35.278829661498904)"
"","170","lightRail","Civil works associated with the Canberra Light Rail Project.","Signalised Pedestrian Crossing: Northbourne Avenue (western side) on the northern and southern side of Macarthur Avenue.Signalised Pedestrian Crossing: Northbourne Avenue (northern side) from Macarthur Avenue to Wakefield Avenue.","84b1f8c8-826e-43d2-b4b1-af96ae755828","2018-05-28T23:30:00.000","2018-06-03T08:00:00.000","O_CONNOR","TTE18-MET-6253 CMC, Northbourne Ave / Macarthur Ave - Verge Works","POINT (149.13197115357332 -35.26048177409232)"
"","5484","buildingConstruction","Building maintenance.","Cameron Avenue (northern side): between Benjamin Way and approximately 35 metres east towards Chandler Street.","3eb71178-0110-4bbf-b7fa-ffd0aa648641","2020-06-18T23:30:00.000","2020-08-01T07:00:00.000","BELCONNEN","TTE20-LL1-2108 Lendlease, 45 Benjamin Way, Belconnen - Cladding Replacement","POINT (149.06791443533234 -35.24101591357099)"
"","4178","lightRail","Works associated with the Transport Canberra Light Rail project. ","Northbourne Avenue signalised pedestrian crossing located on the northern and southern side of the Girrahween Street / Masson Street intersection.<br>
Will be closed on periodic days, nights and weekends as required between the hours of:<br>
9.30 am - 4 pm Monday to Friday.<br>
8 pm - 6 am Monday to Friday.<br>
8 pm Friday to 6 am Monday (inclusive).
","75d8c284-bf1e-4955-8a17-a62c2658746d","2019-12-31T09:00:00.000","2020-12-31T05:00:00.000","BRADDON","Ext - TTE17-MET-6083 CMC, Northbourne Ave / Girrahween St / Masson St Intersection Closure","POINT (149.13055272126434 -35.27039041715542)"
"","4852","buildingConstruction","Underground service installation.","Curtin Place on the northern side of Block 7, Section 62 construction site.","4a09b1bd-c770-4def-be01-faf8878339b1","2020-03-25T20:00:00.000","2020-06-26T09:00:00.000","CURTIN","Curtin Redevelopment","POINT (149.0773691 -35.324636)"
"","759","buildingConstruction","Building construction works associated with the redevelopment of Block 17, Section 61 Downer.","Frencham Street (western side): from Bradfield Street to approximately 140 metres south towards Frencham Place.","d6234fcd-077a-4538-9a19-e989704d55b9","2018-10-28T19:00:00.000","2020-12-23T07:00:00.000","DOWNER","Downer Mixed Use Development","POINT (149.14563928535074 -35.24421211723272)"
"","3820","buildingConstruction","Temporary footbridge installation.","Ainslie Avenue (southern side) from Currong Street (North to Cooyong Street.<br>
Cooyong Street (eatern side) between the northern and southern side of Ainslie Avenue.<br>
Ainslie Avenue (southern side) between the eastern and western side of Cooyong Street.
","86e91b01-ef62-4995-a6de-fa0c18950c2c","2019-11-01T07:30:00.000","2019-11-03T19:00:00.000","REID","City 7 - Temporary Bridge Installation over Ainslie Ave","POINT (149.1362405934589 -35.279370453359114)"
"","2866","roadWorks","Anketell Street upgrade project.","Anketell Street signalised pedestrian crossing southern side at the Pitman Street intersection.<br>
Anketell Street signalised pedestrian crossing western side at the Pitman Street intersection.<br>
Anketell Street signalised pedestrian crossing northern side at the Reed Street (North) intersection.<br>
Anketell Street signalised pedestrian crossing western side at the Reed Street (North) intersection.","86b99a82-2e56-4b45-84e8-010e5a413f0b","2019-06-25T21:00:00.000","2019-07-31T07:00:00.000","GREENWAY","TTM 18152 Anketell Street Upgrade - TTM 3 Revision 1","POINT (149.067641612037 -35.41571122681187)"
"","6624","roadWorks","Electrical works.","Pedestrian access along the unnamed road within The Canberra Hospital precinct that links Yamba Drive through to the southern side of the Emergency Department will be closed adjacent to Building 12.<br>
7 am - 5 pm daily Saturday and Sunday.","1d20729d-05d8-4430-af0e-0473c605482b","2020-11-06T20:00:00.000","2020-11-15T06:00:00.000","GARRAN","TTM 20151 GLS - TCH Building 12 - Electrical Works","POINT (149.09970668628443 -35.345087116470545)"
"","1577","lightRail","Works associated with the Transport Canberra Light Rail project.","Northbourne Avenue (northern side): at the Wakefield Avenue / Macarthur Avenue intersection.<br>
Northbourne Avenue (western side): at the Macarthur Avenue intersection.<br>
Will be closed on periodic days, nights and weekends between the hours of,<br>
9.30 am - 4 pm Monday to Friday.<br>
8 pm - 6 am Monday to Thursday.<br>
8 pm Friday to 6 am Monday (inclusive)
","d7e49809-a6c0-427e-9e7b-bca07abb8a5d","2019-01-31T22:30:00.000","2019-04-30T06:00:00.000","O_CONNOR","Resub - TTE18-MET-6253 CMC, Northbourne Ave / Macarthur Ave - Verge Works","POINT (149.13197115357332 -35.26048177409232)"
"","4059","lightRail","Works associated with the Transport Canberra Light Rail project.","Northbourne Avenue signalised pedestrian crossings located on the northern and southern side of the Ipima Street/Condamine Street intersection.<br>
Only one signalised pedestrian crossing will be closed at any given time and access to the Ipima Street light rail terminus will be maintained at all times.","fa2e8502-6230-470b-bbe8-067bce4a8f5a","2019-12-08T22:30:00.000","2019-12-13T05:00:00.000","BRADDON","Resub - TTE17-MET-6061 CMC, Northbourne Ave / Ipima St / Condamine St - Median Intersection Closure","POINT (149.13121415896592 -35.26629000826281)"
"","4391","buildingConstruction","Building construction.","Donnelly Lane (western side): between Sarre Street and Anthony Rolfe Avenue.<br>
Gungahlin Place (east) (eastern side): between Sarre Street and Anthony Rolfe Avenue.<br>
Sarre Street (southern side): between Donnelly Lane and Gungahlin Place (East)","0467e191-de4f-4afb-8de9-5b98c8e4e6d6","2020-02-06T20:00:00.000","2021-01-20T06:00:00.000","GUNGAHLIN","TTE20-MSC-7319 ""Core Developments""  Metro Apartments Anthony Role Av Gungahlin","POINT (149.13598240172774 -35.18303048789189)"
"","5401","roadWorks","Palmerston Shops car park construction.","Tiptree Crescent (eastern side): between Leisler Place and the Palmerston Shops car park entry / exit.","2fba1ec7-42c1-43f3-9c10-e6b3d5a20c7e","2020-06-02T21:00:00.000","2020-08-15T07:00:00.000","PALMERSTON","TTM 20069 Simeonov - Palmerston Shops - Carpark Constructions","POINT (149.11824585132786 -35.196536640962606)"
"","1058","buildingConstruction","Northbourne Flats demolition works.","Henty Street (western side): from the Canberra Rex Hotel car park entry / exit to Haig Park.","272a81a3-c898-43a8-b518-7ca652cae4df","2018-11-25T20:00:00.000","2019-03-29T07:00:00.000","BRADDON","TTE18-AGH-1534 AGH Demolitions, Northbourne Flats Demo, B2 S8, Braddon","POINT (149.13165586717503 -35.26828438735249)"
"","2282","buildingConstruction","Construction compound","Pentland Street (eastbound): from Provan Street to Anzac Park.","755a564d-1b95-40fc-bb68-b54914b9d5eb","2019-05-14T20:00:00.000","2020-05-31T08:00:00.000","CAMPBELL","B1 S131 Campbell","POINT (149.1426092303401 -35.28980213889352)"
"civil works","6686","other","Electrical works associated with the Taylor display suite.","Unnamed road to Taylor Playing Fields (northern side): between Sutherland Avenue and the end.","86493afb-5906-46d9-8d34-1e44db2b7efe","2020-11-15T20:00:00.000","2020-12-31T06:00:00.000","TAYLOR","Taylor Display Village","POINT (149.10874742973056 -35.15000330950134)"
"","2526","buildingConstruction","Building construction.
","Wakefield Avenue (northern side): between Dooring Street and Majura Avenue.<br>
Will be closed on periodic days as required between the hours of,<br>
9.30 am - 4 pm Monday to Friday,<br>
7 am - 12 midday Saturdays.","48ae6b51-60b6-44bc-81a7-9291fa0a9755","2019-09-13T23:30:00.000","2020-03-02T05:00:00.000","DICKSON","Wakefield Ave","POINT (149.14487 -35.26359)"
"","5274","buildingConstruction","Crane operations.","Bradley Street (western side): between Corinna Street and Neptune Street.<br>
These works are expected to be completed on Friday 15 May 2020 with additional days as a contingency due to unforseen circumstances.","5a271089-0091-46b9-a728-87078a65f17b","2020-05-14T20:00:00.000","2020-05-29T05:00:00.000","PHILLIP","Westfield Woden Climatech","POINT (149.0874512473356 -35.347324527533246)"
"","265","roadWorks","Civil works associated with Horse Park Drive duplication project.","Horse Park Drive (western side): from the Amaroo District Playing Fields access road to the pedestrian underpass located approximately 250 metres north towards Bernard Heinze Avenue.","93f601d9-637c-4435-97e2-ac031116bef6","2018-07-04T21:00:00.000","2019-03-31T06:00:00.000","BONNER","Horse Park Drive Duplication Project","POINT (149.1429665 -35.15597588)"
"","6060","buildingConstruction","Building construction.","Negus Crescent (eastern side): between Aspinall Street and the southern side of Ada Evans Street.","5d333e92-f8d3-47a8-ba7a-6e49fa7589b9","2020-08-30T22:00:00.000","2021-06-25T08:00:00.000","WATSON","RevA TTE19-MSC-1761 Pier Projects, Block Development, Negus Cres, Watson","POINT (149.1611552379366 -35.23167121491428)"
"","3541","buildingConstruction","Building construction.","Hawksbill Street: (eastern side): from Freshwater Street to Bettong Avenue.<br>
Bettong Avenue (northern side): from Hawksbill Street to Nabarlek Street.
","b6c34b7d-abbc-471d-a6fc-39aa2f444cca","2019-09-19T21:00:00.000","2020-08-28T08:00:00.000","THROSBY","TTE18-SL1-1456-1-REV B Stone Living BLK1 SEC18 Throsby","POINT (149.16445495459652 -35.194154101674755)"
"","1123","roadWorks","Civil works associated with the Taylor Residential Estate - Stage 4B","Sutherland Crescent (eastern side) from Romberg Way to approximately 130 metres north of Horse Park Drive.","5d8b95af-e629-492d-9d46-1b7b4051a30c","2018-12-03T20:00:00.000","2019-10-31T06:00:00.000","TAYLOR","Taylor 2 Residential Estate Stage 4B","POINT (149.1146084887801 -35.14975426877611)"
"","2065","buildingConstruction","Crane works.","Hospital Road (western side) from the Canberra Hospital main entrance to the National Capital Private Hospital.<br>
6 am -  6 pm (daily) every Saturday from Saturday 6 April 2019 to Saturday 25 May 2019.","2227557c-8d90-45d2-a2cc-111122aab544","2019-04-05T19:00:00.000","2019-05-25T02:40:00.000","GARRAN","Crane Lift - Canberra Hospital","POINT (149.1084663 -35.34147358)"
"","3124","utilities","EVO Energy works.","Ellison Harvie Close (eastern side): from the pedestrian crossing to approximately 15 metres north of the Drakeford Drive / Ellison Harvie Close signalised intersection.","5af195e3-7ebb-4686-bdc1-9d13fbd1e774","2019-08-04T21:00:00.000","2019-08-30T07:00:00.000","GREENWAY","TTE19-SE1-1486 Shepherd Electrical Ellison Harvie Cl Greenway","POINT (149.07357975688683 -35.4141644674135)"
"","3459","buildingConstruction","Crane works.","Hospital Road (western side): from the National Capital Private Hospital to the Canberra Hospital main entrance. <br>
4 am -  6 pm (daily) on the following days.<br>
Sarturday 21 September 2019.<br>
Sarturday 28 September 2019.<br>
Saturday 5 October 2019.","a968890f-f98b-4753-84fc-7fcdab3ef087","2019-09-20T18:00:00.000","2019-10-05T08:00:00.000","GARRAN","Crane Lift - Canberra Hospital","POINT (149.1019655133161 -35.34720173792929)"
"","4798","utilities","ICON Water sewer rehabilitation works.","Gundaro Drive (southern side): between the eastern and western side of Ginn Street.<br>
Will be closed for approximately 1 week during the nominated timeframe.","99e88161-32aa-4c43-aaca-fff9ecde4a80","2020-03-22T20:00:00.000","2020-05-01T08:00:00.000","GUNGAHLIN","ICON Water","POINT (149.1262514006915 -35.183512603080274)"
"","4032","lightRail","Works associated with the Transport Canberra Light Rail project.

","Flemington Road signalised pedestrian crossings (northern, southern and easter sides) at the Sandford Street / Morisset Road intersection.","7459f613-a751-43c5-95c3-27a66884c66e","2019-11-26T20:00:00.000","2019-12-31T05:00:00.000","MITCHELL","Resub - TTE18-MET-4267 CMC, Flemington Rd / Sandford St - Northern & Southern Median Footpath Closures","POINT (149.1447798219524 -35.221311338694996)"
"","4633","roadWorks","Civil works.","Cooyong Street (eastern side): between Donaldson Street and the southern side of Batman Street.","f49d271e-e241-48bb-88f9-8c1c29f751a6","2020-02-27T20:00:00.000","2020-05-28T07:00:00.000","BRADDON","Cooyong Works","POINT (149.13467 -35.27765)"
"","2229","nbn","NBN installation.","Constitution Avenue (northern side): from Kalma Way to Blamey Crescent.","85a85a1a-cbd6-4b2b-8c89-9ce592e0fecb","2019-05-05T20:00:00.000","2019-05-10T08:00:00.000","CAMPBELL","AYCA-YGLEJ","POINT (149.14676 -35.2919)"
"","4922","buildingConstruction","Crane works.","Hilder Street (western side): between house number 73 and house number 77.","02f5ce7f-182a-4550-81ed-fcd652c34876","2020-04-06T21:00:00.000","2020-04-07T07:00:00.000","WESTON","Elliot Hardie Homes 75 Hilder St","POINT (149.05921 -35.336)"
"","1804","lightRail","Works associated with the Transport Canberra Light Rail project.","Northbourne Avenue signalised pedestrian crossing (northern and southern side) at the Ipima Street / Condamine Street intersection.<br>
These works will be staged to ensure one signalised pedestrian crossing is operational at all times.","fc26ec85-3fd9-45cb-b7bd-764eccc2b3b6","2019-02-28T22:30:00.000","2019-04-30T06:00:00.000","BRADDON","Resub - TTE18-MET-6295 - CMC, Northbourne Ave / Ipima St / Condamine St - Staged Median Footpath Closure","POINT (149.1312596775531 -35.266290008257656)"
"","4462","buildingConstruction","New driveway construction associated with the Mulligans Flat Sanctuary trail head and car park","Rosenberg Street (northern side): from approximately 35 metres east of the footbridge situated between Glider Crescent and Rosenberg Street to approximately 150 metres east towards Dunnart Circuit.","d957dc26-dbba-41b6-89d2-195d686058c3","2020-02-06T20:00:00.000","2020-07-05T08:00:00.000","THROSBY","Mulligans Flat Sanctuary trail head and carpark","POINT (149.16163 -35.19058)"
"","6019","buildingConstruction","Tower crane installation.","Light Street (both sides): between Evans Crescent and Stuart Street.<br>
This will be a 48 hour closure with works expected to commence on Wednesday 16 September 2020.","3c69a614-4487-449c-822f-3177143c7cfd","2020-09-15T20:00:00.000","2020-10-23T08:00:00.000","GRIFFITH","Renaissance Tower Crane Installation","POINT (149.1365440699949 -35.32105882708868)"
"","323","roadWorks","Demolition works","Footpath closure on Hospital Road (western side) between Pathology & Maternity Hospital and ANU Medical School.<br>
Footpath closure from 5 am to 5 pm daily.","5f9e8cce-5d96-4f69-a045-9a932b65d027","2018-07-25T19:00:00.000","2018-10-31T06:00:00.000","GARRAN","TCH - Hospital Road","POINT (149.10162797852098 -35.34470063420259)"
"","3141","lightRail","Works associated with the Transport Canberra Light Rail project. ","Flemington Road (western side): at the Manning Clark Crescent intersection.<br>
8 pm Friday 2 August 2019 to 8 pm Friday 9 August 2019.<br>
Will then be closed on periodic days, nights and weekends as required between the hours of,<br>
9.30 am - 4 pm Monday to Friday.<br>
8 pm - 6 am Monday to Thursday.<br>
8 pm Friday to 6 am Monday (inclusive).<br>
From Friday 9 August 2019 to Friday 16 August 2019.","e418aff2-b405-49e6-a689-b3914748a1b6","2019-08-02T10:00:00.000","2019-08-16T06:00:00.000","FRANKLIN","Ext - TTE19-MET-4285 CMC, Flemington Rd / Manning Clarke Cr South - Side Road Closure","POINT (149.15052711208608 -35.19378146434307)"
"","3137","buildingConstruction","Crane works.","Allara Street (western side): from Nangari Street to City Walk.","ee92e17a-2e6e-4655-9f7f-5d567e289db9","2019-07-30T09:00:00.000","2019-07-30T19:00:00.000","CITY","Crane Lift - Removal of Fire Damaged equipment","POINT (149.1333652329277 -35.2830579670278)"
