"closure_description","project_title","object_id","footpaths_closed","global_id","closure_type","closure_start_time","closure_end_time","closure_end_time_status","location"
,"Civil works associated with the Transport Canberra Light Rail project.","94","FOOTPATH: Mort Street (western side) from Elouera Street to approximately 40 metres south of Elouera Street towards Cooyong Street.","12378e4b-0614-471f-a147-a274d9daafd0","lightRail","2018-02-25T19:00:00.000","2018-05-31T10:00:00.000","Known","POINT (149.13159777142403 -35.27345859520484)"
,"Excavation works associated with the redevelopment of Block 3, Section 28 Braddon.","95","FOOTPATH: Mort Street (eastern side) adjacent to 32 Mort Street.
","0f414e2b-1617-4278-8c1f-18f1b55d4421","buildingConstruction","2018-02-23T07:00:00.000","2018-04-23T08:00:00.000","Known","POINT (149.1313834464998 -35.274425119989154)"
"","Building construction works associated with the redevelopment of Blocks 7, 8 & 9, Section 19 Braddon (former NRMA building).","96","FOOTPATH: Mort Street (western side) from Elouera Street to approximately 100 metres north of Elouera Street towards Girrahween Street.","292ba026-fa39-4c34-8d1f-1780b75ef705","buildingConstruction","2017-11-30T19:00:00.000","2019-04-19T08:00:00.000","Known","POINT (149.13134381682914 -35.27281871272307)"
,"Building construction works associated with the redevelopment of Block 2, Section 52 Braddon (former Currong Flats site).","97","FOOTPATH / VERGE:

From Cooyong Street to Currong Street (North).

Currong Street (North) western side from Ainslie Avenue to the unnamed road located approximately 115 metres south of Donaldson Street.
","b3244da4-3c2d-4005-94bc-196cf6978504","buildingConstruction","2017-07-19T21:00:00.000","2018-07-10T08:00:00.000","Known","POINT (149.13613566021485 -35.27666045234739)"
"","Building construction works associated with the construction of Block 2, Section 52 Braddon.","98","FOOTPATH: Cooyong Street (western side) from the signalised pedestrian crossing located on the southern side of Ainslie Avenue to the signalised pedestrian crossing located on the northern side of Petrie Street.<br>
SIGNALISED PEDESTRIAN CROSSING: Cooyong Street (northern side) from the western side to the eastern side of Ainslie Avenue.
","cf0c4d72-90ac-49f0-9a89-1f2f7e30d219","buildingConstruction","2018-06-12T21:00:00.000","2019-07-07T08:00:00.000","Known","POINT (149.1350279684561 -35.27892588287357)"
,"Civil works associated with the Transport Canberra Light Rail project.","99","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (northern and southern side) at the intersection of Barry Drive and Cooyong Street.","cfd4bbb0-b3d4-4acd-a834-66e39ad6cbc9","lightRail","2018-04-05T18:00:00.000","2018-04-15T18:00:00.000","Known","POINT (149.129643938899 -35.27578976497658)"
,"Civil works associated with the Transport Canberra Light Rail project.","100","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (northern and southern side) at the intersection of Barry Drive and Cooyong Street.","09e6395c-cc89-408a-8755-597c8cf67f4e","lightRail","2018-04-05T10:00:00.000","2018-04-05T20:00:00.000","Known","POINT (149.12960561642353 -35.27580384085991)"
"Footpath Construction","None","101","FOOTPATH: Doonkuna Street (western side) from the northern side of Ainslie Avenue to the southern side of Ainslie Avenue.

Doonkuna Street (eastern side) from the northern side of Ainslie Avenue to the southern side of Ainslie Avenue.

Ainslie Avenue (northern side) from the western side of Doonkuna Street to the eastern side of Doonkuna Street.

Ainslie Avenue (southern side) from the western side of Doonkuna Street to the eastern side of Doonkuna Street

(These works will be staged with only one closure implemented at any given time).
","54b64564-7152-46f1-91f5-e8054dd476c3","other","2018-03-07T20:00:00.000","2018-04-30T07:00:00.000","Known","POINT (149.1385367920667 -35.278197669686435)"
,"Civil works associated with the Transport Canberra Light Rail project.","102","SIGNALISED PEDESTRIAN\ CROSSING: Ipima Street and Condamine Street (northern side) at the intersection of Northbourne Avenue.","5bc53ba7-bfc6-4360-8bc0-da2e30d4c2bc","lightRail","2018-03-08T03:30:00.000","2018-06-01T08:00:00.000","Known","POINT (149.13120431354855 -35.266254107550566)"
,"Civil works associated with the Transport Canberra Light Rail project.","103","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (northern and southern side) at the intersection of Gould Street and Elouera Street.","eb0aa03b-a234-4f71-a4b6-568850813f70","lightRail","2018-06-12T22:00:00.000","2018-07-31T08:00:00.000","Known","POINT (149.12996782652647 -35.273109153695636)"
,"Civil works associated with the Transport Canberra Light Rail project.","104","SIGNALISED PEDESTRIAN CROSSINGS: Northbourne Avenue (northern and southern side) at the intersection of Girrahween Street and Masson Street.

Please note one signalised pedestrian crossing will remain open at all times during these works
","63e41131-2ce9-45b2-841a-d22d807eea25","lightRail","2018-06-08T23:30:00.000","2018-07-22T20:00:00.000","Known","POINT (149.13055107344735 -35.27037719743024)"
"","Building construction works associated with the development of block 1, Section 132 Campbell.","105","FOOTPATH / NATURE STRIP: Pentland Street (southern side) from Provan Street to Kalma Way.","21b94627-767f-404d-99f5-a9f2113726f5","buildingConstruction","2017-01-26T00:29:00.000","2018-09-01T03:00:00.000","Known","POINT (149.14359628302623 -35.28983980529913)"
"","Building construction works associated with the development of Block 1, Section 131 Campbell.
","106","FOOTPATH / VERGE: Pentland Street (southern side) from Kalma Way to Anzac Park (East).","fccfba4e-e6f7-40b3-9852-49706d3bb06a","buildingConstruction","2018-06-03T21:00:00.000","2020-01-01T00:31:00.000","Known","POINT (149.14357331189348 -35.28980262190657)"
"","Building construction works associated with the development of Block 1, Section 133 Campbell.","107","FOOTPATH / VERGE:<br>
Creswell Street (western side) from Constitution Avenue to Pentland Street.<br>
Pentland Street (southern side) from Creswell Street to Kalma Way.<br>
Kalma Way (both sides) from Constitution Avenue to Pentland Street.
","d11e1893-e8f0-48a5-b6d7-cff0c5412511","buildingConstruction","2017-07-21T20:00:00.000","2018-12-01T07:00:00.000","Known","POINT (149.1442636428123 -35.29078250009514)"
"Crane Lift","Crane lift of building materials associated with the ACT Law Courts project.","108","FOOTPATH: Knowles Place (eastern & western side) will be closed from the kerb ramp located at the rear of the City Police station to the London Circuit car park entry/exit.","cf81a300-9d6b-4e1f-a536-efeb95b1b274","other","2018-07-06T19:00:00.000","2018-07-15T08:00:00.000","Known","POINT (149.12702502420967 -35.28079356977934)"
"","Civil works associated with the University Avenue extension project.","109","FOOTPATH: Childers Street (western side) from approximately 15 metres to the north and south of University Avenue.","e9ff3323-935b-4700-bc5c-e28cb620548a","buildingConstruction","2018-07-03T21:00:00.000","2018-12-31T06:00:00.000","Known","POINT (149.12376232372458 -35.278917960513134)"
"Tower Crane Installation","None","110","FOOTPATH: Hobart Place (southern side) from London Circuit to approximately 60 metres west towards Marcus Clarke Street.","eadf7077-1fee-458f-9e23-61ff94c5689c","other","2018-07-27T20:00:00.000","2018-08-05T08:00:00.000","Known","POINT (149.12678959549044 -35.27915259455575)"
"Footbridge Repairs","None","111","OVERHEAD PEDESTRIAN FOOTBRIDGE: Located over Theatre Lane from Vernon Circle to The Canberra Theatre","c13ea3b0-bcc0-4272-a740-1086c670cb86","other","2018-04-10T21:00:00.000","2018-05-04T08:00:00.000","Known","POINT (149.13004678191032 -35.28151586498267)"
""," Sewer main construction associated with the development of Block 6, Section 517 Gordon.","218","FOOTPATH / LANEWAY: From Knoke Avenue to Mina Wylie Crescent.<br>
FOOTPATH / VERGE: Mina Wylie Crescent (western side) approximately 20 metres either side of the footpath / laneway that connects Knoke Avenue to Mina Wylie Crescent.","ae0df481-7cd9-46bf-9681-498c584f7bfb","utilities","2018-08-01T21:00:00.000","2018-09-30T07:00:00.000","Known","POINT (149.0833103477666 -35.4630669827511)"
"","Construction works associated with the redevelopment of Section 26 City.","112","FOOTPATH: Northbourne Avenue (eastern side) from Cooyong Street to the footpath on the northern side of Veterans Park.<br>
TIME: 6 am – 4 pm (daily) on periodic days as required Monday to Saturday from Wednesday 28 February 2018 to 4 pm Saturday 30 November 2019.<br>
<br>
FOOTPATH / VERGE & OFF STREET PARKING AREA: Located on the northern side of Veterans Park between Northbourne Avenue and Mort Street.<br>
<br>
Mort Street (northern side) from Cooyong Street to the footpath on the northern side of Veterans Park.<br>
TIME: 6 am Wednesday 28 February 2018 to 4 pm Saturday 30 November 2019.
","0d88873b-c5df-41f8-b5bf-1e2f12329873","buildingConstruction","2018-02-27T19:00:00.000","2019-11-30T05:00:00.000","Known","POINT (149.1299056797037 -35.27630820995718)"
,"Works associated with the Transport Canberra Light Rail project.","113","SIGNALISED PEDESTRIAN CROSSING: Bunda Street / Rudd Street (southern side) at the intersection of Northbourne Avenue.","872acfa8-123f-4c9f-aba9-e05125686c22","lightRail","2018-02-20T04:00:00.000","2018-05-31T10:00:00.000","Known","POINT (149.1294534043248 -35.27714252165989)"
"","Building construction works associated with the redevelopment of Block 3, Section 12 City.","114","FOOTPATH: Rabaul Lane (eastern side) from Akuna Street to approximately 100 metres southwest towards Nangari Street.<br>
PUBLIC OPEN SPACE: A section of public open space located on the podium level above Rabaul Lane adjacent to Block 3, Section 12 City will be closed. 
","b822eaa3-7949-4911-a50c-a3df31c3870f","buildingConstruction","2016-09-26T21:00:00.000","2018-09-27T08:00:00.000","Known","POINT (149.13285612682125 -35.28171363380135)"
"","Eclipse House building refurbishment works","115","FOOTPATHS: On the western side of the Hillside Lane western entrance will be closed.","10c8768e-022c-4a03-9721-1ff594d00811","buildingConstruction","2017-12-01T00:57:00.000","2018-09-30T08:00:00.000","Known","POINT (149.13222043741763 -35.28161916730661)"
"","Construction works associated with the ACT Law Courts project.
","116","FOOTPATH / NATURE STRIP: Vernon Circle / Northbourne Avenue (northern and western side) from approximately 45 metres on the southern side of the ACT Magistrates Court to the ACT Law Courts precinct footpath connection located approximately 75 metres south of London Circuit","988134b7-e3f6-4bb2-a665-bac835c4a973","buildingConstruction","2016-06-17T07:00:00.000","2018-12-20T08:00:00.000","Known","POINT (149.12751840068438 -35.28119844570502)"
"","Demolition of existing building and construction works associated with the redevelopment of Section 26 City.","117","FOOTPATH / VERGE & OFF STREET PARKING AREA: Located on the northern side of Veterans Park between Northbourne Avenue and Mort Street.<br>
Mort Street (northern side) from Cooyong Street to the footpath on the northern side of Veterans Park.
","ee0d24fd-d417-4c49-83d3-80cb1bb6713a","buildingConstruction","2017-05-14T20:00:00.000","2019-05-05T08:00:00.000","Known","POINT (149.1306783933453 -35.276892613462785)"
,"Civil works associated with the Transport Canberra Light Rail project.
","118","SIGNALISED PEDESTRIAN CROSSING: Alinga Street (northern side) at the intersection of Northbourne Avenue.
","c87d08d2-f73f-46f6-ae9e-d35ac044bcf9","lightRail","2018-03-19T22:30:00.000","2018-06-30T08:00:00.000","Known","POINT (149.12931648908256 -35.27827458936017)"
"","Building construction works associated with the development of Block 3, Section 41 Coombs.
","119","FOOTPATH / VERGE: Arthur Blakeley Way (northern side) from Colbung Street to Fairhall Street.","a30bdef8-64c8-4f7d-bbcf-cb841787393a","buildingConstruction","2017-11-16T20:00:00.000","2018-11-13T07:00:00.000","Known","POINT (149.0363875632782 -35.315788942333654)"
"","Building construction works associated with the development of Block 3, Section 2 Coombs.","120","FOOTPATH / VERGE: Pearlman Street (western side) from Cotter road to the pedestrian refuge crossing located approximately 75 metres south of Woodberry Avenue.","88155100-0f7b-430b-8f71-157bb05e0d8a","buildingConstruction","2017-11-12T20:00:00.000","2018-11-13T07:00:00.000","Known","POINT (149.0477495606513 -35.32532414428389)"
"","Building construction works associated with the development of Block 2, Section 12 Coombs.","121","FOOTPATH / VERGE: Harold White Avenue (western side) from John Gorton Drive to Woodberry Avenue.<br>
FOOTPATH / VERGE: Woodberry Avenue (southern side) from Harold White Avenue to approximately 90 metres west towards Terry Connolly Street.
","4b6fc3fa-0180-4c40-8df5-fd8babdc2e41","buildingConstruction","2018-04-19T21:00:00.000","2018-08-31T08:00:00.000","Known","POINT (149.04469509736413 -35.32427809457674)"
,"Construction of a new road.","122","FOOTPATH: Wyndham Avenue (northern side) from the raised pedestrian crossing located approximately 235 metres west of Bielski Street to John Gorton Drive.","26c7bfd2-9304-4a9a-b2cb-30dad63992ce","roadWorks","2017-10-24T20:30:00.000","2018-04-13T07:30:00.000","Known","POINT (149.0269011407803 -35.30525124525352)"
"","Building construction works associated with the redevelopment of Block 2, Section 33 Dickson.","123","FOOTPATH / VERGE: Challis Street (western side) from the pedestrian crossing located approximately 105 metres south of Antill Street to Cape Street.","d7d1d3f4-8b86-4ec1-8036-1a338ec3f10d","buildingConstruction","2018-05-03T20:00:00.000","2019-04-29T10:00:00.000","Known","POINT (149.13556394979588 -35.248839405555515)"
"","Building construction works associated with the redevelopment of Blocks 66 & 68, Section 4 Dickson.","124","FOOTPATH / VERGE: Wakefield Avenue (northern side) from Dooring Street to Majura Avenue.<br>
am – 4 pm (daily) Monday to Friday and 7 am – 12 midday Saturdays on periodic days as required.","6b54e6a5-c5b0-448d-8068-bc0cd4e1c76d","buildingConstruction","2018-04-26T21:00:00.000","2019-03-26T05:00:00.000","Known","POINT (149.13526555105858 -35.260700827625556)"
"","Building construction works associated with the redevelopment of Blocks 19 & 20, Section 20 Forrest","125","NATURE STRIP: National Circuit (northern side) in front of number 47-49<br>
7 am – 6 pm (daily) on periodic days as required Monday to Sunday","f43db4f7-3f40-4e61-967a-7dbb6ba3e46b","buildingConstruction","2018-01-07T20:00:00.000","2018-09-30T08:00:00.000","Known","POINT (149.12283231618682 -35.31548744884071)"
,"Civil works associated with the Transport Canberra Light Rail project.","126","SIGNALISED PEDESTRIAN CROSSING: Nullarbor Avenue (northern and southern side) at the intersection of Flemington Road.","7302c5ac-b848-4123-868d-bfb660b069a8","lightRail","2018-04-09T06:00:00.000","2018-04-13T06:00:00.000","Known","POINT (149.14925057949324 -35.20087052507854)"
,"Civil works associated with the Transport Canberra Light Rail project.
","127","SIGNALISED PEDESTRIAN CROSSING: Nullarbor Avenue (northern side) at the intersection of Flemington Road.","2da54153-c754-488f-b8b6-93608625d615","lightRail","2018-03-29T05:00:00.000","2018-04-28T06:00:00.000","Known","POINT (149.14942335449774 -35.20043605335176)"
"","Civil works associated with the Transport Canberra Light Rail project.","219","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (southern side) at the intersection of Ipima Street and Condamine Street.","81202bce-649b-4cb3-a780-50ec0e57bccc","lightRail","2018-08-19T23:30:00.000","2018-09-08T08:00:00.000","Known","POINT (149.1317556985333 -35.26665064112796)"
"","Civil works associated with the Gungahlin Town Centre Estate project.","128","FOOTPATH / VERGE: Camilleri Way both sides from The Valley Avenue to the pedestrian crossing located approximately 300 metres west of Manning Clark Crescent.<br>
FOOTPATH / VERGE:Kate Crace Street both sides from Camilleri Way to Efkarpidis Street.<br>
FOOTPATH / VERGE: The Valley Avenue both sides from approximately 50 metres east of Kate Crace Street to approximately 125 metres west of Kate Crace Street.<br>
FOOTPATH / VERGE: Manning Clark Crescent (eastern side) from approximately 30 metres north of The Valley Avenue to approximately 115 metres north of the Marie Pitt Street / Walling Street roundabout.<br>
FOOTPATH / VERGE: Barbara Jefferis Street (northern & southern sides) from Manning Clark Crescent to approximately 45 metres east towards Elizabeth Jolley Crescent.
","dab3d754-a61d-43e8-8bf6-5bbaefcf63dd","buildingConstruction","2018-07-24T23:30:00.000","2018-11-30T06:00:00.000","Known","POINT (149.1398415278367 -35.186801539135416)"
"","Building construction works associated with the development of Blocks 3 & 4, Section 85 Fyshwick.
","129","FOOTPATH / NATURE STRIP: Beaconsfield Street / Tom Price Street (southern and western side) from approximately 125 metres southeast of Lenora Street to the Iron Knob Street / Tom Price Street roundabout.<br>
Iron Knob Street (northern side) from approximately 10 metres west of Geraldton Crescent (east) to Tom Price Street.
","40e1cfc9-6dae-4a27-a1c4-ce2cc6d06b61","buildingConstruction","2017-08-06T20:00:00.000","2019-01-01T09:00:00.000","Known","POINT (149.18312827738316 -35.3384749104215)"
"","Pedestrian bridge repairs.","130","SHARED USE PATH / FOOTBRIDGE: Located in the public open space within Block 3, Section 475 between Chevalley Loop and Tharwa Drive.","5afd397b-bc27-4b2e-97af-844b694f2b99","buildingConstruction","2018-06-17T21:00:00.000","2018-09-28T08:00:00.000","Known","POINT (149.09092644981985 -35.44683191803263)"
,"Works associated with the Ashley Drive duplication – Stage 2.","131","FOOTPATH: Erindale Drive (southern side) located on either side of Ashley Drive.

Ashley Drive (eastern side) from the bus stop located on Clift Crescent between Hemmings Crescent and Ashley Drive to the footpath on the southern side of the stormwater drain located approximately 55 metres south of Isabella Drive.
","fb75d685-7c25-444b-b6de-694347117d13","roadWorks","2018-01-23T19:00:00.000","2018-07-01T08:00:00.000","Known","POINT (149.1020100516742 -35.40688572237511)"
"","Building construction works associated with the development of Block 1, Section 79 Greenway.
","132","FOOTPATH / VERGE: Cynthea Teague Crescent (northern and eastern side) from Oakden Street to Anketell Street.<br>
7 am – 6 pm (daily) Monday to Saturday on periodic days as required.","a685d2f6-c77e-4cad-933b-28035df2f090","buildingConstruction","2017-09-03T21:00:00.000","2018-09-04T08:00:00.000","Known","POINT (149.07313143295198 -35.42098122613127)"
,"Site accommodation removal associated with the Tuggeranong office park construction.","133","SHARED USE PATH / VERGE: Athllon Drive (western side from Soward Way to approximately 210 metres north of Sowaard Way towards Pitman Street.

SIGNALISED PEDESTRIAN CROSSINGS: Athllon Drive (northern and southern side) at the intersection of Reed Street (North).
","68bc0219-b3b6-4017-a2e1-580c28ed3994","buildingConstruction","2018-04-06T21:00:00.000","2018-04-15T07:00:00.000","Known","POINT (149.06411080710092 -35.41840033467394)"
,"Building construction works associated with the development of Block 1, Section 75 Greenway.","134","FOOTPATH / VERGE: Cynthia Teague Crescent (northern side) adjacent to Block 1, Section 75 Greenway","df0f8809-287b-4c92-b9b7-64c5cd61fee9","buildingConstruction","2018-05-21T20:30:00.000","2018-08-06T09:00:00.000","Known","POINT (149.07420634231715 -35.422099925675646)"
,"Construction of a new watermain associated with the Isabella Weir upgrade and wetlands project","135","SHARED USE PATH: Located on the northern side of the Drakeford Drive / Athllon Drive roundabout. From the northern side of Athllon Drive to the eastern side of Drakeford Drive.","250d27a6-e3be-4088-8661-8696656cd731","utilities","2018-02-05T22:30:00.000","2018-07-31T05:30:00.000","Known","POINT (149.07839140800542 -35.42333461859081)"
"","Building construction works associated with the redevelopment of Block 4 Section 25 Griffith.","136","FOOTPATH / VERGE: Leichhardt Street (southern side) from the driveway of 76 Leichhardt Street to the rear driveway of 113 Canberra Avenue.","c005b55c-dcb2-4d7c-b508-d741eb875a22","buildingConstruction","2018-04-17T08:00:00.000","2019-10-16T07:00:00.000","Known","POINT (149.14733980170962 -35.32163070933858)"
,"Works associated with the Gungahlin Bus Station project.","137","FOOTPATH: Ernest Cavanagh Street (southern side) from Gungahlin Place (West) to Gungahlin Place (East).

Hibberson Street (northern and southern side) from Gungahlin Place (West) to Gungahlin Place (East).
","bc4c6bcc-ec70-4ba9-a571-7ea2d4badf06","buildingConstruction","2018-03-08T06:00:00.000","2018-04-21T07:00:00.000","Known","POINT (149.13516353678114 -35.18452940461491)"
