"routenumber","shift","starttime","vehiclestyle","description","address","phone","school_name","website","location"
"2014","2214","3:30:00 PM","Euro","Woden Interchange Non Stop","15 Alexander Street, 18 Golden Grove, Red Hill","(02) 6260 9600","Canberra Grammar Junior School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.124805 -35.33241923)"
"1029","1617","3:21:00 PM","IRIS","Belconnen Interchanges","68 Brigalow Street, Lyneham","(02) 6142 1720","Lyneham Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1256275 -35.2514168)"
"2073","2532","7:43:00 AM","Std","Waramanga, Fisher, Stirling, Rivett, Chapman","12 Mackinnon Street, Wanniassa","(02) 6209 0100","St Mary Mackillop College - Junior Campus","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0899328 -35.40541396)"
"2043","2045","7:19:00 AM","Euro","Theodore, Calwell, Richardson, Chisholm, Erindale Interchange, Gilmore, Wanniassa","27 Marr Street, Pearce","(02) 6298 7271","Marist College Canberra","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0882278 -35.35945117)"
"2061","2629","3:30:00 PM","PR 3","Gordon, Isabella Plains","34 McBryde Cres, Wanniassa","(02) 6231 4177","Trinity Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0865327 -35.40790103)"
"1056","1458","3:45:00 PM","Euro","Palmerston, Nicholls, Giralang, Kaleen","1 College Street, Bruce","(02) 6162 6200","Radford College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0874449 -35.24460475)"
"1039","1437","3:09:00 PM","Euro","Fraser, Charnwood, via Florey Dr, Latham","12 Barnard Circ, Florey","(02) 6258 1055","St Francis Xavier College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0411711 -35.22499669)"
"2011","2056","7:57:00 AM","Std","Woden Interchange, Lyons, Chifley, Pearce, Torrens, Mawson","7 McMillan Cres, Griffith","(02) 6260 9400","St Clare's College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1464467 -35.32363989)"
"2022","2104","3:22:00 PM","artW","Woden Interchange","9 Hobart Avenue, Forrest","(02) 6142 1470","Forrest Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1256831 -35.31446042)"
"2031","1405","3:30:00 PM","Euro","Mawson, Torrens, Pearce, Chifley, Lyons","111 Denison Street, Deakin","(02) 6142 3888","Alfred Deakin High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0943121 -35.32418957)"
"2068","2059","8:00:00 AM","Std","Calwell, Richardson, Chisholm, Macarthur, Fadden","161 Wheeler Cres, Wanniassa","(02) 6231 4022","St Anthony's Parish Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0805663 -35.39421182)"
"1040","2049","7:50:00 AM","Euro","Hawker, Weetangera, Cook, Aranda","12 Stutchbury Street, Page","(02) 6254 2653","St Matthew's Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0429345 -35.24020178)"
"2016","2621","3:30:00 PM","Std","Garran, Hughes, Deakin","24 Grey Street, Deakin","(02) 6202 6411","Canberra Girls Grammar Junior School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1109263 -35.31224635)"
"2056","1505","3:14:00 PM","Euro","Belconnen Interchanges","Hickey Court, Weston","(02) 6288 4283","Orana Steiner School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0591861 -35.32701158)"
"2066","2057","8:00:00 AM","Std","Theodore, Calwell","12 Mackinnon Street, Wanniassa","(02) 6209 0100","St Mary Mackillop College - Junior Campus","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0899328 -35.40541396)"
"2022","2320","8:01:00 AM","Euro","Woden Interchange","25 New South Wales Crescent, Barton","(02) 6142 3388","Telopea Park School P-6","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.133676 -35.31370238)"
"2007","2007","8:23:00 AM","PR 3","Woden Interchange Non Stop","110 Canberra Avenue, Griffith","(02) 6295 3598","St Edmund's College Canberra","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1454991 -35.32276245)"
"2057","2431","3:27:00 PM","Euro","Woden Interchange, Cooleman Court","35 Mulley St, Holder","(02) 6287 1962","Canberra Montessori School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0505814 -35.33221873)"
"2057","2522","8:10:00 AM","Std","Woden Interchange, Cooleman Court","35 Mulley St, Holder","(02) 6287 1962","Canberra Montessori School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0505814 -35.33221873)"
"1021","1109","8:07:00 AM","IRIS","Watson, Hackett","10 Wise Street, Braddon","(02) 6243 4100","Merici College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1367055 -35.26688713)"
"1045","1438","3:13:00 PM","Euro","Gungahlin Place, Ngunnawal, Casey, Nicholls, Spence, Melba","15 Conley Drive, Melba","(02) 6142 0333","Melba Copland Secondary School 7-10","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0495119 -35.21366394)"
"2079","2115","8:30:00 AM","Std","Isabella Plains, Calwell","111 Casey Crescent, Calwell","(02) 6142 1930","Calwell High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1176089 -35.44087726)"
"2071","2440","3:23:00 PM","Euro","Chisholm Centre, Chisholm, Gilmore, Richardson","34 McBryde Cres, Wanniassa","(02) 6231 4177","Trinity Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0865327 -35.40790103)"
"2040","2536","7:53:00 AM","Std","Duffy, Holder, Cooleman Court","41 Marr Street, Pearce","(02) 6142 0700","Melrose High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0885994 -35.36276738)"
"1048","1618","3:16:00 PM","Std","Kippax, Macgregor, Dunlop, Charnwood, Flynn","15 Conley Drive, Melba","(02) 6142 0333","Melba Copland Secondary School 7-10","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0495119 -35.21366394)"
"1062","1002","8:31:00 AM","PR 3","Dunlop, Charnwood, Fraser","95 Bettington Cct, Charnwood","(02) 6205 7322","Charnwood-Dunlop School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0363126 -35.19867811)"
"2061","2219","8:03:00 AM","Euro","Gordon, Isabella Plains","161 Wheeler Cres, Wanniassa","(02) 6231 4022","St Anthony's Parish Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0805663 -35.39421182)"
"2003","2048","7:30:00 AM","Std","Gordon, Banks, Conder, Lanyon Marketplace, Isabella Plains, Chisholm","7 McMillan Cres, Griffith","(02) 6260 9400","St Clare's College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1464467 -35.32363989)"
"1019","1545","7:40:00 AM","IRIS","Nicholls","121 Cowper Street, Dickson","(02) 6245 6300","Daramalan College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1389186 -35.25300846)"
"2062","2542","8:00:00 AM","Std","Kambah East, Gleneagles","161 Wheeler Cres, Wanniassa","(02) 6231 4022","St Anthony's Parish Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0805663 -35.39421182)"
"1013","1528","8:10:00 AM","PR 3","Palmerston, Crace","26 Kelleway Ave, Nicholls","(02) 6241 8640","Holy Spirit Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1006741 -35.18067465)"
"2024","2016","8:12:00 AM","Std","The Causeway, Symonston, Narrabundah, Red Hill, Griffith, Manuka","25 New South Wales Crescent, Barton","(02) 6142 3388","Telopea Park School P-6","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.133676 -35.31370238)"
"2026","2615","3:33:00 PM","PR 3","City Interchange, Russell","25 New South Wales Crescent, Barton","(02) 6142 3388","Telopea Park School P-6","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.133676 -35.31370238)"
"2035","2211","3:17:00 PM","Euro","Gleneagles, Kambah","41 Marr Street, Pearce","(02) 6142 0700","Melrose High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0885994 -35.36276738)"
"2064","2404","3:32:00 PM","artW","Banks, Lanyon Marketplace, Conder","90 Ellerston Ave, Isabella Plains","(02) 6209 0100","St Mary Mackillop College - Senior Campus","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0931127 -35.42505875)"
"1018","1547","7:46:00 AM","Std","Crace, Giralang, Kaleen","73 Davenport St, Dickson","(02) 6247 7151","Emmaus Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1428789 -35.25344606)"
"1013","1414","3:13:00 PM","Euro","Palmerston, Crace","130 Kelleway Avenue, Nicholls","(02) 6142 1300","Gold Creek 7-10","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0937054 -35.17975595)"
"2017","2628","3:40:00 PM","PR 3","Mawson, Farrer, Isaacs, O'Malley","40 Monaro Cres, Red Hill","(02) 6260 9700","Canberra Grammar School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1278506 -35.33109178)"
"2060","2537","7:52:00 AM","Std","Lanyon Marketplace, Conder, Banks","34 McBryde Cres, Wanniassa","(02) 6231 4177","Trinity Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0865327 -35.40790103)"
"1020","1626","3:31:00 PM","PR 3","Gungahlin Place, Franklin, Harrison","73 Davenport St, Dickson","(02) 6247 7151","Emmaus Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1428789 -35.25344606)"
"1010","1449","3:30:00 PM","Euro","Gungahlin Place Bus Station, Amaroo, Bonner, Forde","4 The Valley Avenue, Gungahlin","(02) 6255 7700","Burgmann Anglican School Valley Campus","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1236662 -35.18784524)"
"2002","2438","3:41:00 PM","Euro","Tuggeranong Interchange, Erindale Interchange, Fadden, Macarthur","110 Canberra Avenue, Griffith","(02) 6295 3598","St Edmund's College Canberra","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1454991 -35.32276245)"
"2054","1427","3:10:00 PM","Euro","Denman Prospect, Wright, Coombs, Duffy, Rivett, Stirling","220 Badimara Street, Waramanga","(02) 6142 3444","Mount Stromlo High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0544905 -35.35492031)"
"2079","2404","3:06:00 PM","artW","Isabella Plains, Calwell","120 Casey Cres, Calwell","(02) 6292 4500","St Francis Of Assisi Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1185932 -35.44184375)"
"1038","1624","3:15:00 PM","PR 3","Fraser West, Dunlop, Macgregor","12 Barnard Circ, Florey","(02) 6258 1055","St Francis Xavier College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0411711 -35.22499669)"
"1041","1401","3:20:00 PM","Euro","Kippax, Holt, Higgins","38 Pawsey Circ, Florey","(02) 6258 3592","St John The Apostle Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0417248 -35.22679501)"
"2041","2063","8:04:00 AM","Std","Tuggeranong Interchange Non Stop","41 Marr Street, Pearce","(02) 6142 0700","Melrose High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0885994 -35.36276738)"
"2044","2507","3:23:00 PM","Euro","Cooleman Court, Weston, Lyons, Woden Interchange","41 Marr Street, Pearce","(02) 6142 0700","Melrose High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0885994 -35.36276738)"
"2005","2430","3:33:00 PM","Euro","Duffy, Holder","110 Canberra Avenue, Griffith","(02) 6295 3598","St Edmund's College Canberra","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1454991 -35.32276245)"
"2069","2348","3:34:00 PM","artW","Calwell, Monash, Gowrie","34 McBryde Cres, Wanniassa","(02) 6231 4177","Trinity Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0865327 -35.40790103)"
"1050","1416","2:58:00 PM","Euro","Belconnen Interchanges Non Stop","111 Murranji Street, Hawker","(02) 6142 1698","Belconnen High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.039008 -35.24739818)"
"2004","2104","7:35:00 AM","Std","Theodore, Calwell, Richardson, Chisholm","110 Canberra Avenue, Griffith","(02) 6295 3598","St Edmund's College Canberra","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1454991 -35.32276245)"
"1012","1614","3:21:00 PM","artW","Gungahlin Place, Ngunnawal, Moncrieff","30 Kelleway Avenue, Nicholls","(02) 6142 1340","Gold Creek P-6","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1006905 -35.18068628)"
"2062","2444","3:25:00 PM","Euro","Kambah East, Gleneagles","12 Mackinnon Street, Wanniassa","(02) 6209 0100","St Mary Mackillop College - Junior Campus","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0899328 -35.40541396)"
"1019","1406","3:35:00 PM","Euro","Nicholls","121 Cowper Street, Dickson","(02) 6245 6300","Daramalan College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1389186 -35.25300846)"
"1031","1354","3:10:00 PM","Euro","Watson, Downer, Dickson, Ainslie, Campbell","25 Chauvel Street, Campbell","(02) 6142 3580","Campbell Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1560114 -35.29012735)"
"2023","1511","3:25:00 PM","Euro","Narrabundah, Griffith, Manuka","25 New South Wales Crescent, Barton","(02) 6142 3388","Telopea Park School P-6","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.133676 -35.31370238)"
"2062","2542","8:00:00 AM","Std","Kambah East, Gleneagles","34 McBryde Cres, Wanniassa","(02) 6231 4177","Trinity Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0865327 -35.40790103)"
"2036","2403","3:15:00 PM","Euro","Kambah Only. Not Gleneagles","41 Marr Street, Pearce","(02) 6142 0700","Melrose High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0885994 -35.36276738)"
"1048","1326","7:59:00 AM","Euro","Kippax, Macgregor, Dunlop, Charnwood, Flynn","15 Conley Drive, Melba","(02) 6142 0333","Melba Copland Secondary School 7-10","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0495119 -35.21366394)"
"2014","1309","8:02:00 AM","Std","Woden Interchange Non Stop","40 Monaro Cres, Red Hill","(02) 6260 9700","Canberra Grammar School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1278506 -35.33109178)"
"2024","2356","3:20:00 PM","Std","The Causeway, Symonston, Narrabundah, Red Hill, Griffith, Manuka","9 Hobart Avenue, Forrest","(02) 6142 1470","Forrest Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1256831 -35.31446042)"
"2067","2635","3:33:00 PM","Euro","Bonython, Oxley","34 McBryde Cres, Wanniassa","(02) 6231 4177","Trinity Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0865327 -35.40790103)"
"1021","1454","3:35:00 PM","Euro","Watson, Hackett","121 Cowper Street, Dickson","(02) 6245 6300","Daramalan College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1389186 -35.25300846)"
"2035","2539","7:44:00 AM","Std","Gleneagles, Kambah","141 O'Halloran Circuit, Kambah","(02) 6142 0900","Namadgi School P-6","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.067359 -35.39250397)"
"1027","1320","7:58:00 AM","Euro","Franklin, Harrison, Gungahlin Place","136 Brigalow Street, Lyneham","(02) 6247 4644","Brindabella Christian College Lyneham Campus","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1275767 -35.24894892)"
"2018","2201","7:50:00 AM","Euro","Curtin, Yarralumla, Deakin","15 Alexander Street, 18 Golden Grove, Red Hill","(02) 6260 9600","Canberra Grammar Junior School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.124805 -35.33241923)"
"1015","1034","8:19:00 AM","PR 3","Forde, Throsby","20 Wimmera St, Harrison","(02) 6142 2200","Harrison School P-6","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1515231 -35.19919817)"
"2010","2614","3:32:00 PM","Std","Mawson, Farrer, Isaacs, O'Malley, Red Hill","110 Canberra Avenue, Griffith","(02) 6295 3598","St Edmund's College Canberra","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1454991 -35.32276245)"
"2072","2314","7:50:00 AM","Std","Duffy, Holder, Cooleman Court via Namatjira Dr","34 McBryde Cres, Wanniassa","(02) 6231 4177","Trinity Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0865327 -35.40790103)"
"2074","2449","3:35:00 PM","Euro","Tuggeranong Interchange, Monash, Gowrie, Fadden, Erindale Interchange, Wanniassa","184 Wheeler Cres, Wanniassa","(02) 6142 1870","Wanniassa School 7-10","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0853008 -35.39471089)"
"1054","1567","8:17:00 AM","Std","Belconnen Interchanges Non Stop","4 Bindubi Street, Macquarie","(02) 6142 0800","Canberra High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0746957 -35.25166936)"
"2001","2217","3:32:00 PM","Std","Kambah, Gleneagles, Woden Interchange","7 McMillan Cres, Griffith","(02) 6260 9400","St Clare's College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1464467 -35.32363989)"
"2066","2636","3:34:00 PM","Euro","Theodore, Calwell","12 Mackinnon Street, Wanniassa","(02) 6209 0100","St Mary Mackillop College - Junior Campus","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0899328 -35.40541396)"
"2035","2211","3:17:00 PM","Euro","Gleneagles, Kambah","27 Marr Street, Pearce","(02) 6298 7271","Marist College Canberra","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0882278 -35.35945117)"
"2056","1207","7:57:00 AM","Euro","Belconnen Interchanges","49 Mulley St, Holder","(02) 6288 7688","St Jude's Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0499123 -35.33419454)"
"2009","2613","3:32:00 PM","Std","Curtin, Hughes, Garran","7 McMillan Cres, Griffith","(02) 6260 9400","St Clare's College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1464467 -35.32363989)"
"2017","2107","7:50:00 AM","Std","Mawson, Farrer, Isaacs, O'Malley","48 Melbourne Avenue, 2 Gawler Crescent, Deakin","(02) 6202 6400","Canberra Girls Grammar School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1158606 -35.31701448)"
"2074","2332","8:00:00 AM","Std","Tuggeranong Interchange, Monash, Gowrie, Fadden, Erindale Interchange, Wanniassa","14 Castleton Crescent, 1 Jeffries Street, Gowrie","(02) 6292 1222","Holy Family Parish Primary School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.109718 -35.41358592)"
"1035","1435","3:21:00 PM","Euro","Dickson, Downer, Watson, Hackett, Ainslie","114 Maitland St, Hackett","(02) 6230 6776","Blue Gum Community School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1627307 -35.25017112)"
"2015","1354","8:05:00 AM","Euro","City Interchange Non Stop","15 Alexander Street, 18 Golden Grove, Red Hill","(02) 6260 9600","Canberra Grammar Junior School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.124805 -35.33241923)"
"1040","1446","3:19:00 PM","Euro","Hawker, Weetangera, Cook, Aranda","12 Barnard Circ, Florey","(02) 6258 1055","St Francis Xavier College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0411711 -35.22499669)"
"2042","2005","7:34:00 AM","PR 3","Lanyon Marketplace, Gordon, Banks, Conder","41 Marr Street, Pearce","(02) 6142 0700","Melrose High School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0885994 -35.36276738)"
"1028","1440","3:20:00 PM","Euro","Palmerston, Crace, Giralang, Kaleen","136 Brigalow Street, Lyneham","(02) 6247 4644","Brindabella Christian College Lyneham Campus","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1275767 -35.24894892)"
"2043","2355","3:20:00 PM","Euro","Theodore, Calwell, Richardson, Chisholm, Erindale Interchange, Gilmore, Wanniassa","27 Marr Street, Pearce","(02) 6298 7271","Marist College Canberra","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0882278 -35.35945117)"
"2073","2532","7:43:00 AM","Std","Waramanga, Fisher, Stirling, Rivett, Chapman","90 Ellerston Ave, Isabella Plains","(02) 6209 0100","St Mary Mackillop College - Senior Campus","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0931127 -35.42505875)"
"1046","1403","3:17:00 PM","Euro","Kaleen, Giralang, Mckellar, Evatt, Melba","15 Conley Drive, Melba","(02) 6142 0333","Melba Copland Secondary School 7-10","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0495119 -35.21366394)"
"2060","2632","3:30:00 PM","Std","Lanyon Marketplace, Conder, Banks","34 McBryde Cres, Wanniassa","(02) 6231 4177","Trinity Christian School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.0865327 -35.40790103)"
"2023","2062","8:20:00 AM","Std","Narrabundah, Griffith, Manuka","25 New South Wales Crescent, Barton","(02) 6142 3388","Telopea Park School 7-10","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1336759 -35.31370184)"
"1022","1353","7:10:00 AM","Euro","Casey, Ngunnawal, Palmerston","121 Cowper Street, Dickson","(02) 6245 6300","Daramalan College","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1389186 -35.25300846)"
"2014","2356","7:55:00 AM","Std","Woden Interchange Non Stop","48 Melbourne Avenue, 2 Gawler Crescent, Deakin","(02) 6202 6400","Canberra Girls Grammar School","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1158606 -35.31701448)"
"2025","2313","7:59:00 AM","Std","Forrest, Deakin, Curtin, Woden Bus Station","25 New South Wales Crescent, Barton","(02) 6142 3388","Telopea Park School 7-10","https://www.transport.act.gov.au/getting-around/getting-to-school","POINT (149.1336759 -35.31370184)"
