"contrib_desc","year","quarter","report_no","contrib_type","contrib_code","person_id","vehicle_id"
"Failed to Give Full Time and Attention","2015","Q2","AE54880007","Person","7","1774367b-417f-44ad-a16e-49e58fe8814d",
"Not Applicable","2015","Q2","AE4416000C","Person","0","3f222fa0-1e0f-4ef6-bcfd-d0f78e23d334",
"Not Applicable","2015","Q2","MSP5416001C","Person","0","40b5cb71-c976-4a56-85c8-5d548f3d9d3b",
"Failed to Give Full Time and Attention","2015","Q2","MSP5416001C","Person","7","e876b39d-a019-47a0-aa7e-288fab5b0230",
"Followed Too Closely","2015","Q2","MSP5416001C","Person","22","e876b39d-a019-47a0-aa7e-288fab5b0230",
"Failed to Give Full Time and Attention","2015","Q2","ADJ1410008","Person","7","8d0e8817-c9c3-4705-ac06-43ab19563ca4",
"Not Applicable","2015","Q2","ADF686000J","Person","0","9e7bb1bc-74dd-4c9f-b8e7-f75e91ec38a3",
,"2015","Q2","AE5517000B","Person","60.88","144473fa-72e7-4eee-8d87-d468596e3b35",
"Failed to Keep Right of Center","2015","Q2","AE5517000B","Person","15","144473fa-72e7-4eee-8d87-d468596e3b35",
"Not Applicable","2015","Q2","ADJ544000C","Person","0","518abc33-b009-49dc-a99b-db0ef128ab1c",
"Not Applicable","2015","Q2","ZJ0376004B","Person","0","a2f9c80d-ceb9-4131-ab71-28a8c920b071",
"Not Applicable","2015","Q2","AC20270018","Person","0","16d56f7d-1c4b-46b1-b9f4-81e870d1ec0b",
"Not Applicable","2015","Q2","ADF7840027","Person","0","78424fc4-345b-4e1a-a926-02d864f06bd5",
"Not Applicable","2015","Q2","MSP6512000S","Person","0","597b7717-8d8c-4ee1-8e3d-8754fc0b302f",
"Not Applicable","2015","Q2","MCP28120014","Person","0","840775e4-eca6-445e-b848-347c64488f03",
"Over Correcting Over Steering","2015","Q2","MSP60490093","Person","74.88","1abe013f-21c8-4819-87ed-b37cd9751cdf",
"Not Applicable","2015","Q2","MCP2637000M","Person","0","4fccfcf1-608d-4e80-879c-237ffcc89e99",
"Not Applicable","2015","Q2","ZF04780009","Person","0","69d82c56-c947-42a6-99b5-afdeb7adf7a1",
"Failed to Give Full Time and Attention","2015","Q2","ZF04780009","Person","7","5e83349d-9af9-4c87-8954-f1ebac767030",
"Not Applicable","2019","Q4","CB5511002N","Person","0","e31a4fe6-16d0-4f08-ae66-3d77fa904280",
"Not Applicable","2019","Q4","ZR0153002K","Person","0","3c9c4ccc-7730-4f45-ac36-11fc68216f70",
"Failed to Obey Other Traffic Control","2019","Q4","ZH0623001X","Person","14","46ca531c-a79e-484a-9b8f-11456688d8f6",
"Failed to Keep Right of Center","2019","Q4","DA3906005Z","Person","15","836521f2-2417-499b-8e83-0be6eabbcfb1",
"Failed to Give Full Time and Attention","2019","Q4","ZL0714001V","Person","7","9d89d004-8217-49bc-adf2-4a8a282017c5",
"Not Applicable","2019","Q4","ZL1224000F","Person","0","f22253b5-d2eb-4d8f-acd0-14747c5c30ac",
"Not Applicable","2019","Q4","AE62540017","Person","0","08f1eff1-4c75-4ba4-9602-b7d325c73e12",
"Not Applicable","2019","Q4","MSP684400F7","Person","0","440d2243-ed60-4bd8-ba8b-eaed2d631d0f",
"Failed to Give Full Time and Attention","2019","Q4","MDTA0511000X","Person","7","7eb58ecf-a7b3-40c5-989e-21550333684c",
"Failed to Give Full Time and Attention","2019","Q4","MSP7039004M","Person","7","428efc64-339e-40f7-a155-d4c3946cbc50",
,"2019","Q4","AE62630003","Person","60.88","50c277f0-eba4-4e5a-9454-0c16a8312387",
"Failed to Obey Other Traffic Control","2019","Q4","MCP3112003Y","Person","14","f0e46e60-d37e-4d32-9141-a2743bc8aa54",
"Not Applicable","2019","Q4","BS0528002Y","Person","0","82340338-2021-40c4-885d-f81c0418a4ac",
"Not Applicable","2019","Q4","MSP7109000X","Person","0","f4ef8d35-28ae-4093-93c0-ad5d11bad5ac",
"Fell Asleep, Fainted, Etc.","2019","Q4","ZK0216001J","Person","6","275d4b10-4d5c-4e73-8a2f-84d958bbd72e",
"Failed to Yield Right of Way","2019","Q4","MSP50190026","Person","11","cc9d10bc-53fe-46ae-a33c-e4cecc83a807",
"Failed to Give Full Time and Attention","2019","Q4","CB59600058","Person","7","7a4d59a9-04c7-4f26-b9fb-82b94b02b8f2",
,"2019","Q4","MCP3210000T","Person","9","02c47e4b-2839-4d79-8feb-a76c0df4b42b",
"Failed to Keep Right of Center","2019","Q4","AE5101005R","Person","15","79c3066c-29df-4597-9c44-e66167c17ac5",
"Not Applicable","2019","Q4","MCP3079002R","Person","0","e677ad85-6262-4a7d-8836-5afbba5ad62b",
"Failed to Keep Right of Center","2019","Q4","DA4068002B","Person","15","b00f084d-2de9-4641-8fae-6aeb7b6362d3",
"Too Fast for Conditions","2019","Q4","CD0627004C","Person","21","4032c2c1-a1ea-4076-aff3-29c6ee085f52",
"Not Applicable","2019","Q4","AE4354008N","Person","0","d5565124-250f-470e-8f12-1d18eaf2fe8b",
"Not Applicable","2019","Q4","AE6236000V","Person","0","2b9e40fd-16b4-4f42-8910-8b6f830098c1",
"Not Applicable","2019","Q4","MCP31110022","Person","0","852db2ce-33b9-4e86-a017-9e0e161530bf",
,"2019","Q4","MCP2861004F","Person","40.88","f44d1de4-e28d-4ef7-8733-835fcaaf0a72",
,"2019","Q4","MSP528100H2","Person","9","b0ea4092-fc67-4af3-9193-b38660e6c752",
,"2019","Q4","MCP25860052","Person","60.88","42f7bd4b-b2e5-4685-8f81-a3da1b4b9261",
"Not Applicable","2019","Q4","DD5502005K","Person","0","2d959513-8a43-4f42-9a82-8175cde9aacb",
,"2019","Q4","MSP6730009Q","Person","9","bf3fa41b-cd36-4266-87e7-c4bdf0ba4950",
"Failed to Give Full Time and Attention","2019","Q4","DA3304002Z","Person","7","3514f0af-8257-43db-8f82-597a4ad63884",
"Not Applicable","2019","Q4","DA4101003Q","Person","0","226db1db-05ca-4277-9981-1b968396c924",
"Failed to Give Full Time and Attention","2019","Q4","ADI338005C","Person","7","3e62b4fa-97f1-42a3-bcbd-a8c8412287c3",
"Too Fast for Conditions","2019","Q4","DA2878001D","Person","21","3d1588d3-f440-4002-9cdd-454b0732d923",
"Not Applicable","2019","Q4","MDTA1195001N","Person","0","2513bd04-de9b-43a1-8113-35df3a26d202",
"Too Fast for Conditions","2019","Q4","MSP592700F0","Person","21","6973498e-6263-4c46-9406-d737a6a597b3",
"Not Applicable","2019","Q4","MSP69240075","Person","0","60ec0eab-15b8-43d0-86d8-9a212aa8129c",
"Failed to Yield Right of Way","2019","Q4","MSP141400FR","Person","11","9581f8c7-0f4c-41fe-84ff-b8e8833dfad7",
"Failed to Give Full Time and Attention","2019","Q4","MCP9130008B","Person","7","ea45540e-adec-480e-9e2c-a93aa587469c",
"Failed to Give Full Time and Attention","2019","Q4","AE5587006D","Person","7","5f906343-f1ea-4dcc-b736-84d444b5705e",
"Failed to Give Full Time and Attention","2019","Q4","MSP583200FN","Person","7","0e97a495-86c0-4123-a351-6c107f705274",
"Under Influence of Alcohol","2019","Q4","DV00220019","Person","2","e545e690-127f-4017-88f4-e080670d0250",
"Not Applicable","2019","Q4","AE587300BT","Person","0","9c429752-b31b-4dba-a0ae-2bc9c2982332",
"Not Applicable","2019","Q4","AE405300CJ","Person","0","70a51b99-0773-4874-a460-b3faa7cc677d",
,"2019","Q4","MSP6709008K","Person","60.88","059228f8-3125-45b9-b787-f28a0e4c94a7",
"Not Applicable","2019","Q4","AE404500SQ","Person","0","61fe4492-5cee-423d-8420-ee44ad944172",
"Not Applicable","2019","Q4","MSP6500009K","Person","0","d537d1fd-7122-41e3-9bd1-95e0b9f08d4f",
"Failed to Give Full Time and Attention","2019","Q4","MSP2549004T","Person","7","e410b7cb-11ad-4c94-8ccf-3c057d5fc157",
"Too Fast for Conditions","2019","Q4","MSP651500P9","Person","21","af5d4461-744d-4ab8-81b0-c9e73de57705",
"Not Applicable","2019","Q4","MSP636600HD","Person","0","25814f9e-bf99-40cf-9fb0-5bc489be6bac",
"Not Applicable","2019","Q4","ZD6414003K","Person","0","320a2b25-780d-477b-b568-12d12963d0ee",
"Too Fast for Conditions","2019","Q4","MSP6372005N","Person","21","1049606b-26d6-4c37-a164-a25298517848",
"Followed Too Closely","2019","Q4","MSP5562007R","Person","22","620cfb9c-c072-475b-850e-76fa1a00a626",
"Not Applicable","2019","Q4","DA4207000T","Person","0","ba970abf-0c4e-47ba-9772-fe165c06134a",
"Not Applicable","2019","Q4","MSP607900GZ","Person","0","bd035e3c-2356-47d4-b329-957a2df5df4d",
"Not Applicable","2019","Q4","MSP669000DX","Person","0","eab1a0e1-fc52-458d-9368-867e3666437a",
"Improper Parking","2019","Q4","MCP31340027","Person","28","6c1eba32-a672-4316-8bb9-d4abdbafc71b",
"Failed to Give Full Time and Attention","2019","Q4","MSP491200QC","Person","7","a2e6a02c-870c-4c43-9a2c-c4a5db2f7964",
"Improper Parking","2019","Q4","ZR0270004D","Person","28","d3959db1-f064-4ee8-ba6e-af32f0c4af40",
"Not Applicable","2019","Q4","MSP5479007X","Person","0","f5a406df-5623-400e-bda5-00bad5427c03",
,"2019","Q4","AE437900WH","Person","9","0a2f389e-97cf-48fb-8f28-bdd522a883e7",
"Followed Too Closely","2019","Q4","MSP6266012X","Person","22","1beffa94-bbc3-40a2-a36e-0f8f7ce0a52e",
"Failed to Give Full Time and Attention","2019","Q4","DA3832005F","Person","7","4ce52894-a5c6-4292-91cf-10c00c3670e0",
"Did Not Comply with License Restrictions","2019","Q4","DA3851008P","Person","8","cf536d9a-305c-4a60-a2b3-e8d32bb8ae03",
,"2019","Q4","MDTA15460036","Person","9","6918f3e4-c268-436b-9d56-8d198c6a4d61",
"Not Applicable","2019","Q4","ADH268009F","Person","0","e3aa10af-d5da-48f9-856c-35f58255041f",
"Not Applicable","2019","Q4","ADJ8520002","Person","0","7e4c5a6f-c800-4316-9657-5354d1f9e585",
"Not Applicable","2019","Q4","BK0289001S","Person","0","8f476a53-2893-4566-849c-66c7c1340b5f",
"Failed to Give Full Time and Attention","2019","Q4","MSP71040031","Person","7","0510282d-db54-4b18-9ec1-d7196820fd3c",
"Not Applicable","2019","Q4","ADK134001D","Person","0","2e0af7f2-6097-4809-8cd2-d99114eb1f03",
"Failed to Give Full Time and Attention","2019","Q4","MCP3184000W","Person","7","492f8183-e8ca-4afa-88c6-9a02167f8851",
"Not Applicable","2019","Q4","AM0330003K","Person","0","f1209e25-b299-4eb1-b8ab-ef6a1243271b",
,"2019","Q4","MCP2656004D","Person","60.88","7af8eb5f-c6f3-4cdc-b4c1-cdcc6e80bac4",
,"2019","Q4","DA40900023","Person","60.88","fe11c0e8-fadf-4246-8615-bfa019d36064",
"Not Applicable","2019","Q4","MSP658400C2","Person","0","a82f15e8-aad1-4c93-be4f-cb7be1f8301c",
"Not Applicable","2019","Q4","AE49100012","Person","0","599c53a7-51a6-4856-a215-69f971dca241",
"Failed to Give Full Time and Attention","2019","Q4","MSP635700P7","Person","7","1ed43d23-67f2-480b-aad9-f6d41ae34ead",
"Failed to Yield Right of Way","2019","Q4","ZJ025100DK","Person","11","9efc1fbb-6b7a-4238-91dd-dd304b755ffb",
,"2019","Q4","DA4113004P","Person","60.88","921f93f8-b61c-445d-b9b8-e57636157fd5",
,"2019","Q4","MSP631500Q1","Person","60.88","9a8cda72-5935-4a92-899f-933e4c51c1bb",
,"2019","Q4","MSP63720054","Person","60.88","53f8cf17-e2fa-4b27-ad2f-baa8810c213a",
"Failed to Obey Stop Sign","2019","Q4","ADK230000J","Person","12","f7d71b80-bb5a-4fdd-9a90-ddafc874002b",
"Failed to Give Full Time and Attention","2019","Q4","BK02550017","Person","7","ef3838d3-ea64-43c4-bd6e-4b647f4cb45b",
"Not Applicable","2019","Q4","ADK2870003","Person","0","dbf83089-743d-457b-b114-2e7e3cb1fdfe",
"Not Applicable","2019","Q4","AE61050058","Person","0","fcd61bc5-4af4-4130-bae7-a20344116a91",
"Over Correcting Over Steering","2019","Q4","MSP491200PS","Person","74.88","7b350f11-fbb9-4787-ad00-88b20755e56f",
"Exceeded the Speed Limit","2019","Q4","DA3093001H","Person","18","597fab5f-a7bc-48eb-b833-7add0a462940",
,"2019","Q4","MSP669800C8","Person","60.88","c7e330aa-add9-43e2-8016-e9159ae929ee",
"Not Applicable","2019","Q4","ADH268009S","Person","0","96a3ef59-2914-4c12-a3b6-e154de2e1085",
"Not Applicable","2019","Q4","MSP7060001Y","Person","0","67cf6316-90f9-44d2-80cc-600f8caada9a",
"Failed to Give Full Time and Attention","2019","Q4","MSP69370067","Person","7","47c4b140-f301-4f71-b722-fd9a24b58f65",
"Not Applicable","2019","Q4","ADK161000C","Person","0","93e37650-bc9c-4212-9a46-7f316e2349f1",
"Not Applicable","2019","Q4","MCP115100B6","Person","0","88a162df-e651-4d1f-9bd7-21ae95e71c4d",
"Failed to Give Full Time and Attention","2019","Q4","MSP627200NX","Person","7","5369613f-3ee7-4201-a9a4-b715124188b9",
"Failed to Give Full Time and Attention","2019","Q4","MSP6937006F","Person","7","ca30a558-53ef-42a2-a512-dd75cd899663",
"Not Applicable","2019","Q4","DL20780014","Person","0","6be3c219-d02c-4435-9227-31404d03ef8c",
"Not Applicable","2019","Q4","MCP2228000M","Person","0","78127f20-b124-4104-b4fe-2960e64e12b5",
"Not Applicable","2019","Q4","AC2414000W","Person","0","7f2b6959-1f18-4aa5-bd78-6b4902929cb0",
"Failed to Give Full Time and Attention","2019","Q4","BX51690038","Person","7","6243e5a6-f57d-4224-b68f-7888c30656ce",
"Failed to Give Full Time and Attention","2019","Q4","MSP7130001X","Person","7","2e00185c-4111-427e-b6ec-143e305fb57a",
,"2019","Q4","DA33110020","Person","9","0c789069-f114-4bb2-a68c-8c15cecf546c",
"Not Applicable","2019","Q4","DA40920029","Person","0","9e0b949b-7d22-485c-bc4d-b3dc492c764a",
"Improper Passing","2019","Q4","AC1403009S","Person","26","1c492d89-8ab4-44bb-a434-23dba38a9996",
"Not Applicable","2019","Q4","ADK2620006","Person","0","0480d5e7-2922-4e0b-9ecb-b52198657091",
"Not Applicable","2019","Q4","EJ78650053","Person","0","2aa1c54c-3389-48ae-8cf6-ee9113cdcf01",
"Not Applicable","2019","Q4","MSP6633003F","Person","0","bf9200a3-dd5c-43c5-ba9c-41e133d77a5a",
"Not Applicable","2019","Q4","AE51470098","Person","0","26fd33a4-2bb6-4e1d-9c88-0fb113756bd8",
,"2019","Q4","MD811238000D","Person","39.88","2c5bf0e8-411f-4951-8be3-20dbc8e2fd01",
"Failed to Give Full Time and Attention","2019","Q4","BS0449003T","Person","7","f3572853-9db1-4d2f-9758-4c16370d5d26",
"Too Fast for Conditions","2019","Q4","MSP7139001L","Person","21","7802b797-6783-4b95-b3c1-5745b6e0cd60",
"Failed to Obey Traffic Signal","2019","Q4","MCP2679002Y","Person","13","18669b3e-8f7c-4ef3-b804-d0c52207f88e",
"Too Fast for Conditions","2019","Q4","MCP9113005L","Person","21","25b83dcf-974a-4518-9b9b-a096085967ea",
"Followed Too Closely","2019","Q4","MSP694200D1","Person","22","fa8d1147-de77-4fc1-9a33-5c29803593ab",
"Failed to Obey Other Traffic Control","2019","Q4","MCP2914009F","Person","14","634ba001-f69c-41b8-b9c3-17dda447ac5f",
"Not Applicable","2019","Q4","AC23280002","Person","0","7d59c9bf-07ca-417a-afe6-48f00d7ab72b",
"Improper Backing","2019","Q4","MCP3136002N","Person","25","cd8a8efd-4e49-49c3-8064-a4852906bbb6",
,"2019","Q4","MSP694500C3","Person","60.88","2097ef70-6453-4fcd-b1a9-d4febeeb2f7a",
"Not Applicable","2019","Q4","DE51440071","Person","0","2e71ca25-4e92-45e6-bc43-0f24b1e0a899",
"Followed Too Closely","2019","Q4","MSP673000B4","Person","22","295c7cca-414b-4aa8-ba34-7364390e75eb",
"Improper Lane Change","2019","Q4","MCP3168001M","Person","24","fef57f25-9f19-4308-a39f-5647182cd505",
"Failed to Give Full Time and Attention","2019","Q4","MSP69350093","Person","7","3cd84464-5f95-4701-848f-7eb58eff16fe",
"Not Applicable","2019","Q4","AE6036002D","Person","0","e9c2c232-2ab6-4248-9bac-f1dc23aa9bcc",
,"2019","Q4","AE59380048","Person","60.88","4680bf33-0138-4025-9f9c-3d6c04f83e25",
"Failed to Obey Other Traffic Control","2019","Q4","AE59080021","Person","14","1df3f23d-c8d7-475c-ab1d-c2c49dec0d42",
"Failed to Yield Right of Way","2019","Q4","AC2055003Y","Person","11","ef22e8c5-27aa-44e6-881e-709015d14550",
"Not Applicable","2019","Q4","AC1515000W","Person","0","9494b9a1-7834-4933-9f3b-1428d790a407",
"Ran Off the Road","2019","Q4","MSP546600Y4","Person","70.88","522eba76-2d29-4040-ade3-e2450c8f5364",
"Not Applicable","2019","Q4","ADK057002C","Person","0","cd632aad-3bfc-4d69-b627-b0d842a41f85",
"Not Applicable","2019","Q4","MSP614400N4","Person","0","f0142c19-55d7-4a8b-b47c-61bccc7f329b",
"Not Applicable","2019","Q4","AC1582001F","Person","0","5ed90cc6-4d9a-4417-bd9e-7a294894788c",
"Failed to Give Full Time and Attention","2019","Q4","AC22990016","Person","7","b5df50d7-5b43-4b6b-9971-5240dee63e5b",
"Not Applicable","2019","Q4","ADK071001B","Person","0","738ef63c-f98b-49f1-8093-4ec6f3f5a813",
"Not Applicable","2019","Q4","AE5600004Y","Person","0","38c8865d-9913-477f-b22f-8f8e6af3c6da",
,"2019","Q4","MCP24360090","Person","60.88","4709c43f-9351-4a97-acd0-51ee74f312c9",
"Not Applicable","2019","Q4","ZK0213000M","Person","0","64db355d-5c2d-4796-ae7d-6f368c8f3e9b",
,"2019","Q4","MSP585800NW","Person","9","7a3f2069-03b2-4baf-b692-ea225d6ea3bb",
"Not Applicable","2019","Q4","DA41990014","Person","0","786e5d74-cadc-4944-a3c6-c6630898c4b6",
"Not Applicable","2019","Q4","DA3890007T","Person","0","e2dd51f2-7cf3-466e-a1b6-eb23ad825837",
"Failed to Yield Right of Way","2019","Q4","MCP29170064","Person","11","5022768a-ccf9-48d6-85d0-cfd4dac315a2",
"Failed to Give Full Time and Attention","2019","Q4","MDTA0511000W","Person","7","06639bc2-5741-4446-9eeb-aee31ee849dd",
"Not Applicable","2019","Q4","MSP663100CW","Person","0","47b87b0d-2677-4cee-b649-e34652420589",
,"2019","Q4","DA39880062","Person","9","5c916b5b-e314-483c-9388-6c564e635695",
"Not Applicable","2019","Q4","DA4072003Q","Person","0","1532b848-1c6a-42a0-98ac-a6eaf6c24f69",
"Not Applicable","2019","Q4","MSP70580023","Person","0","3b6f051a-42f8-4932-a232-607097c754cc",
"Not Applicable","2019","Q4","DA3094003B","Person","0","38c6065e-12f9-4eb1-a5db-feefea5b0531",
"Not Applicable","2019","Q4","MCP9369001L","Person","0","879176a8-e011-49ec-ae71-a9ba56a1e194",
,"2019","Q4","MSP6865004K","Person","39.88","bd554c39-d7c3-4776-9f06-97c6127c7a7b",
"Too Fast for Conditions","2019","Q4","ZU82930043","Person","21","98819026-a5d1-4f77-b676-56a523bcc362",
"Not Applicable","2019","Q4","AC2114003J","Person","0","5c1f36b4-6f1e-4804-a136-c8ce51c6d418",
"Failed to Give Full Time and Attention","2019","Q4","AM03350058","Person","7","c39c4c41-3493-48e8-83fb-87af6aca28af",
"Not Applicable","2019","Q4","ADJ989004S","Person","0","921abc32-eb8f-4337-932a-b506484492a6",
"Not Applicable","2019","Q4","MSP645900MB","Person","0","5d79c4e9-ce18-4f4c-8e98-2522386a083b",
"Not Applicable","2019","Q4","ZD30940010","Person","0","60ae420f-597f-4c48-beaf-157bf158a713",
"Not Applicable","2019","Q4","MSP694600HQ","Person","0","1f53b01a-9df1-478b-9c6c-65fd91f5530f",
"Not Applicable","2019","Q4","ADJ825003N","Person","0","6b37ff2a-762c-4aa5-998c-463d210fd0c2",
"Not Applicable","2019","Q4","ADH0740055","Person","0","3fe80cab-4c2a-44ed-bcda-683349efdc08",
"Too Fast for Conditions","2019","Q4","MSP693000DT","Person","21","af0406f1-377f-4d6e-89dd-9265c75ffe8a",
"Not Applicable","2019","Q4","DA3875003C","Person","0","c0d478da-65c0-46fd-a70c-4a579161326b",
"Failed to Keep Right of Center","2019","Q4","DA35620047","Person","15","2e8594e3-ff81-4803-9fb8-cfeb017be974",
"Not Applicable","2019","Q4","ADJ588005J","Person","0","a350cb88-31b3-40dd-ab7e-a8a67a467c6e",
"Not Applicable","2019","Q4","MSP7124002C","Person","0","bb7d29a8-c7ba-436f-b452-491342bd0ba2",
"Failed to Give Full Time and Attention","2019","Q4","MSP6379006S","Person","7","80158bdd-4b23-4a66-b05a-0d4cdd9f0fe3",
"Not Applicable","2019","Q4","AC2259002Y","Person","0","d2b18ef7-3e47-4c99-86ad-1118036c11dc",
"Not Applicable","2019","Q4","AE48790097","Person","0","2669b8f9-1465-4a1e-ad62-b65d471c8149",
"Other Improper Action","2019","Q4","ADI7180020","Person","75.88","1ec0f29f-86a4-4a84-b59b-77673ecb5b49",
"Under Influence of Alcohol","2019","Q4","AE410200KT","Person","2","a9b7cc70-268a-4bcb-9a41-3c12cb39b06b",
,"2019","Q4","ADK2840003","Person","60.88","9c7ad35e-30cd-4f57-ae13-c0f2e56fd572",
"Not Applicable","2019","Q4","AE426800CN","Person","0","4250a20d-d50c-4bf8-83c7-df1ec366ccff",
"Not Applicable","2019","Q4","BJ0199001F","Person","0","2ba15540-64d5-408d-99b6-86e5dd52d9a7",
"Failed to Give Full Time and Attention","2019","Q4","DA40740047","Person","7","eff00d99-d912-4dee-b937-b5fcf6fbc269",
"Not Applicable","2019","Q4","MSP6421004X","Person","0","e471e109-7616-4c94-b9f6-e770e900d04b",
"Not Applicable","2019","Q4","MDTA1652002Y","Person","0","2b257b34-0b06-48bd-ad68-3b31376490b1",
"Followed Too Closely","2019","Q4","ZH05980039","Person","22","1d8e4c43-2364-4873-a27e-e786790ed8d1",
"Not Applicable","2019","Q4","AC2275001M","Person","0","66bca274-7539-49d9-a6f4-dd8415cb80f2",
"Failed to Give Full Time and Attention","2019","Q4","MDTA15380057","Person","7","e4646722-126b-4629-b4d7-3d04bea1b5cd",
"Not Applicable","2019","Q4","MSP7053001X","Person","0","2fb5d69d-e68c-4357-b73a-030187aea056",
"Not Applicable","2019","Q4","ZH0682000G","Person","0","99a34997-e02c-4647-8d44-4c16efdd82a1",
"Swerved or Avoided Vehicle or Object in Road","2019","Q4","AE6170001Q","Person","73.88","64d88e5a-76cc-4f09-92c9-9714961c3089",
"Not Applicable","2019","Q4","MDTA1729000S","Person","0","f5c89214-21f1-4a5b-8003-b2074e86af2a",
"Not Applicable","2019","Q4","BW01730021","Person","0","77939c05-dc2e-4d3e-913b-a127be9b3820",
"Improper Lane Change","2019","Q4","AE48790097","Person","24","a6ac751a-c72e-498b-9f01-631f966b9c5a",
"Not Applicable","2019","Q4","AE499800HH","Person","0","d2899f3c-a507-4c25-91c6-d610b5203e52",
"Failed to Give Full Time and Attention","2019","Q4","DA38710084","Person","7","99c2d80c-51d5-4b8b-8674-944a6c8e1456",
"Too Fast for Conditions","2019","Q4","AA0129001L","Person","21","9468ca4b-3c32-4b97-b838-cf2be355dfde",
"Fell Asleep, Fainted, Etc.","2019","Q4","MSP2599002K","Person","6","873db2c0-6b57-47b3-a4a3-0fcbca583880",
"Too Fast for Conditions","2019","Q4","CB51900070","Person","21","e8a8ffb3-0135-4d6d-82ce-ee8d4645fbd9",
,"2019","Q4","AC2005004Z","Person","60.88","611e89a2-aefd-4b25-8585-3c67afa7cd57",
,"2019","Q4","MSP6736005Y","Person","60.88","88bdddfa-5af5-4d3f-be59-f41b1a094de1",
"Not Applicable","2019","Q4","AE57290047","Person","0","4ac61a25-e7ba-48f1-93b1-7dfc9d6a2d7b",
"Not Applicable","2019","Q4","AE552500FW","Person","0","bfdcfe43-a96a-4be0-8c5a-dd7b82f9908d",
"Failed to Keep Right of Center","2019","Q4","DA4142001S","Person","15","dc5e99cc-e332-452c-9343-fd34007686c7",
"Failed to Obey Traffic Signal","2019","Q4","MCP3134002C","Person","13","fb7f360a-26a5-4e9a-9971-053e96c2c77a",
"Too Fast for Conditions","2019","Q4","CB6078001J","Person","21","0205e435-4b01-4ec6-b60d-d772c024fba1",
"Followed Too Closely","2019","Q4","MSP636100KX","Person","22","2ed204a5-88d6-4d24-afab-c213edc58767",
,"2019","Q4","ZH0627002Q","Person","39.88","d074aafb-1930-454b-80ab-85c9d381e571",
,"2019","Q4","AE59380043","Person","9","8140e65e-a473-408b-9e76-d20007f5be5f",
"Failed to Give Full Time and Attention","2019","Q4","AC2139004M","Person","7","25cf9524-dcb3-4f7f-8b2a-df47b1447438",
"Too Fast for Conditions","2019","Q4","MSP694200F6","Person","21","8659d5c7-a5d0-4168-9581-660d42d912f0",
"Under Influence of Alcohol","2019","Q4","AE4633005V","Person","2","f9979841-1d95-4de2-9c01-1ac7fe53aec1",
"Failed to Give Full Time and Attention","2019","Q4","AM0327003D","Person","7","7c99a86c-b6ed-45b3-b243-7428641a1274",
,"2019","Q4","MSP675600KN","Person","60.88","eb4d7f1a-9b2f-48dd-bbbf-1fb9c579ee99",
"Fell Asleep, Fainted, Etc.","2019","Q4","ZU7708001Y","Person","6","4fad6b1c-193b-4fa4-bc89-5737668b22f0",
