"lobbyist_id","lobbyist_last_name","lobbyist_first_name","reporting_period","employer","recipient","date","amount","nature_of_gift"
"41635",,,"03/15/2013 - 04/30/2013","Pew Charitable Trusts, The","Linda Lamone","2012-12-10T00:00:00.000","223.93","Meal & Beverage"
"41635",,,"03/15/2013 - 04/30/2013","Pew Charitable Trusts, The","Mary Wagner","2012-12-10T00:00:00.000","223.93","Meal & Beverage"
"41635",,,"03/15/2013 - 04/30/2013","Pew Charitable Trusts, The","Nikki Charlson","2012-12-10T00:00:00.000","223.93","Meal & Beverage"
"41635",,,"03/15/2013 - 04/30/2013","Pew Charitable Trusts, The","Stacey Johnson","2012-12-10T00:00:00.000","223.93","Meal & Beverage"
"41635",,,"03/15/2013 - 04/30/2013","Pew Charitable Trusts, The","Linda Lamone","2012-12-12T00:00:00.000","128.10","Meal & Beverage"
"41635",,,"03/15/2013 - 04/30/2013","Pew Charitable Trusts, The","Mary Wagner","2012-12-12T00:00:00.000","128.10","Meal & Beverage"
"41635",,,"03/15/2013 - 04/30/2013","Pew Charitable Trusts, The","Stacey Johnson","2012-12-12T00:00:00.000","128.10","Meal & Beverage"
"38085","Tinney","Shelley","11/01/2012 - 04/30/2013","Maryland Association of Resources for Families & Youth","Joan Carter Conway","2013-02-07T00:00:00.000","125.00","Plaque"
"38085","Tinney","Shelley","11/01/2012 - 04/30/2013","Maryland Association of Resources for Families & Youth","Joseline Pena-Melnyck","2013-02-07T00:00:00.000","125.00","Plaque"
"44376","Patton","Tyler","05/01/2013 - 09/29/2013","Tyler Patton"," Anne Maher","2013-09-28T00:00:00.000","31.00","N/A"
"44376","Patton","Tyler","05/01/2013 - 09/29/2013","Tyler Patton","Comptroller Peter Franchot","2013-09-28T00:00:00.000","31.00","N/A"
"44376","Patton","Tyler","05/01/2013 - 09/29/2013","Tyler Patton","Denise Richardson","2013-09-28T00:00:00.000","31.00","N/A"
"44376","Patton","Tyler","05/01/2013 - 09/29/2013","Tyler Patton","State's Attorney Lance Richardson","2013-09-28T00:00:00.000","31.00","N/A"
"46068",,,"05/01/2013 - 10/31/2013","Pew Charitable Trusts, The","R. Dean Kenderdine","2013-10-25T00:00:00.000","316.05","Meal & Beverage"
"49298","Lucas","Dan","12/04/2013 - 04/30/2014","LIUNA MAROC (Mid-Atlantic Regional Organizing Coalition)","Maia Estes","2014-03-04T00:00:00.000","35.00","N/A"
"49298","Lucas","Dan","12/04/2013 - 04/30/2014","LIUNA MAROC (Mid-Atlantic Regional Organizing Coalition)","Tom Hucker","2014-03-18T00:00:00.000","40.00","N/A"
"49509","Tully","Susan","07/15/2014 - 07/18/2014","FAIR - Federation for American Immigration Reform","Charles Jenkins","2014-07-18T00:00:00.000","1323.48","Meal & Beverage"
"49715","Mules","Rebecca","08/18/2014 - 10/31/2014","United Healthcare Services, Inc.","Drew Vetter","2014-09-16T00:00:00.000","15.81","N/A"
"50022","Moss","Carolyn","05/01/2014 - 10/31/2014","Dominion Resources Services, Inc.","Anthony Brown","2014-10-01T00:00:00.000","60.00","N/A"
"50481","Quinn","John","05/01/2014 - 10/31/2014",,"Delegate Dana Stein","2014-10-02T00:00:00.000","96.40","Lunch"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Asamoah Nkwanta","2014-10-23T00:00:00.000","65.00","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Asamoah Nkwanta","2014-10-23T00:00:00.000","80.00","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Asamoah Nkwanta","2014-10-23T00:00:00.000","102.09","Dinner"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Asamoah Nkwanta","2014-10-23T00:00:00.000","169.15","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Karen Proudford ","2014-10-23T00:00:00.000","75.00","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Karen Proudford ","2014-10-23T00:00:00.000","80.00","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Karen Proudford ","2014-10-23T00:00:00.000","85.95","Dinner"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Karen Proudford","2014-10-23T00:00:00.000","169.15","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Traci Allotey","2014-10-23T00:00:00.000","39.01","Dinner"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Traci Allotey","2014-10-23T00:00:00.000","75.00","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Traci Allotey","2014-10-23T00:00:00.000","80.00","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Dr. Traci Allotey","2014-10-23T00:00:00.000","169.15","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Harry Holt","2014-10-23T00:00:00.000","65.00","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Harry Holt","2014-10-23T00:00:00.000","67.07","Dinner"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Harry Holt","2014-10-23T00:00:00.000","80.00","Other"
"50739","Andryszak","John","05/01/2014 - 10/31/2014","Travelers Group","Harry Holt","2014-10-23T00:00:00.000","169.15","Other"
"54254","Brown","Tamera","11/01/2014 - 04/30/2015","Merck Sharp & Dohme Corp.","Maria Grande","2014-11-05T00:00:00.000","100.00","Dinner"
"54254","Brown","Tamera","11/01/2014 - 04/30/2015","Merck Sharp & Dohme Corp.","Sue Tokarcik","2014-11-05T00:00:00.000","100.00","Dinner"
"52352","Brock-Cancellieri","Jen","05/01/2014 - 10/31/2014","Maryland League of Conservation Voters, Inc.","Jim Hubbard","2014-11-18T00:00:00.000","75.00","Award"
"52352","Brock-Cancellieri","Jen","05/01/2014 - 10/31/2014","Maryland League of Conservation Voters, Inc.","Liz Bobo","2014-11-18T00:00:00.000","75.00","Award"
"50509","Moss","Carolyn","11/01/2014 - 04/30/2015","Dominion Resources Services, Inc.","Governor Larry Hogan","2015-03-25T00:00:00.000","36.46","N/A"
"57712","Andryszak","John","05/01/2015 - 10/31/2015","Travelers Group","Dr. Asamoah Nikwanta","2015-05-13T00:00:00.000","49.99","Meal & Beverage"
"57712","Andryszak","John","05/01/2015 - 10/31/2015","Travelers Group","Dr. Traci Allotey","2015-05-13T00:00:00.000","49.99","Meal & Beverage"
"56267","Frazee","Brian","05/01/2015 - 10/31/2015","Maryland Association of Community Services for Persons with Developmental Disabilities, Inc.","Guy Guzzone","2015-05-23T00:00:00.000","100.00","Other"
"56267","Frazee","Brian","05/01/2015 - 10/31/2015","Maryland Association of Community Services for Persons with Developmental Disabilities, Inc.","Hannah Dier","2015-05-23T00:00:00.000","100.00","Other"
"56267","Frazee","Brian","05/01/2015 - 10/31/2015","Maryland Association of Community Services for Persons with Developmental Disabilities, Inc.","Susan Lawrence","2015-05-23T00:00:00.000","100.00","Other"
"56267","Frazee","Brian","05/01/2015 - 10/31/2015","Maryland Association of Community Services for Persons with Developmental Disabilities, Inc.","Thomas McLain Middleton","2015-05-23T00:00:00.000","100.00","Other"
"57712","Andryszak","John","05/01/2015 - 10/31/2015","Travelers Group","David Wilson ","2015-10-19T00:00:00.000","108.37","Meal & Beverage"
"57712","Andryszak","John","05/01/2015 - 10/31/2015","Travelers Group","Dr. Asamoah Nikwanta","2015-10-19T00:00:00.000","1064.71","Other"
"57712","Andryszak","John","05/01/2015 - 10/31/2015","Travelers Group","Dr. Traci Allotey","2015-10-19T00:00:00.000","1064.71","Other"
"57712","Andryszak","John","05/01/2015 - 10/31/2015","Travelers Group","Karen Proudford","2015-10-19T00:00:00.000","1064.71","Other"
"69938","Maloney","Thomas","01/01/2016 - 04/30/2016","Marriott International, Inc., The","Gov. Larry J. Hogan","2016-04-14T00:00:00.000","45.00","N/A"
"70095","Diamond","Joanna","03/01/2016 - 04/30/2016","Planned Parenthood of Maryland","Brian Frosh","2016-04-27T00:00:00.000","85.00","Tickets"
"70095","Diamond","Joanna","03/01/2016 - 04/30/2016","Planned Parenthood of Maryland","Peter Franchot","2016-04-27T00:00:00.000","85.00","Tickets"
"70095","Diamond","Joanna","03/01/2016 - 04/30/2016","Planned Parenthood of Maryland","Shelly Hettleman and spouse","2016-04-27T00:00:00.000","170.00","Tickets"
"102970","Miceli","John","05/01/2016 - 10/31/2016","Volvo Group North America","Secretary Michael Gill","2016-07-06T00:00:00.000","95.00","Other"
"102970","Miceli","John","05/01/2016 - 10/31/2016","Volvo Group North America","Peter Franchot ","2016-07-12T00:00:00.000","95.00","Other"
"103806","Barnes","Ron","05/01/2016 - 10/31/2016","Google Inc.","Adam Porter","2016-08-03T00:00:00.000","1524.50","Other"
"102970","Miceli","John","05/01/2016 - 10/31/2016","Volvo Group North America","Andrew Platt","2016-08-25T00:00:00.000","95.00","Other"
"102970","Miceli","John","05/01/2016 - 10/31/2016","Volvo Group North America","David Fraser-Hidalgo ","2016-08-25T00:00:00.000","95.00","Other"
"102970","Miceli","John","05/01/2016 - 10/31/2016","Volvo Group North America","Michael Hough","2016-08-25T00:00:00.000","95.00","Other"
"102970","Miceli","John","05/01/2016 - 10/31/2016","Volvo Group North America","Greg Johnson","2016-09-13T00:00:00.000","95.00","Other"
"102970","Miceli","John","05/01/2016 - 10/31/2016","Volvo Group North America","Peter Rahn","2016-09-13T00:00:00.000","95.00","Other"
"103806","Barnes","Ron","05/01/2016 - 10/31/2016","Google Inc.","Keane Thomas","2016-09-16T00:00:00.000","92.67","Meal & Beverage"
