"company","county","location_1","phone1","phone2","business_type","product_code","sales_structure"
"PARDOE'S  LAWN & TREE SERVICE,INC  ","QUEEN ANNE'S","DEEP LANDING ROAD
CHESTERTOWN, MD 21620
(39.21976231800045, -75.95223612599966)","4107782016",,"D","7,12","III"
"ADKINS ARBORETUM  ","CAROLINE","12610 EVELAND ROAD P.O. BOX 100
RIDGELY, MD 21660
(38.95371020100049, -75.93132096099964)","4106342847",,"A","7,8,10","III"
"NEU-VALLEY NURSERIES, INC.  ","HOWARD","6280 WASHINGTON BOULEVARD
ELKRIDGE, MD 21075
(39.20789101800045, -76.72612040499968)","4107964195",,"A,B,D,E","1,2,3,4,5,6,7,8,9,10,11,12,13","III"
"WICKLEINS AQUATIC FARM & NURSERY, INC.  ","BALTIMORE","1820 CROMWELL BRIDGE ROAD
BALTIMORE, MD 21234
(39.406320957000446, -76.55687086399968)","4108231335",,"A,D,E","8,10","I"
"HARDING'S GINSENG FARM, INC.  ","GARRETT","6259 FRIENDSVILLE RD.
FRIENDSVILLE, MD 21531
(39.64678039500046, -79.39416110699966)","4107464095",,"A","10","III,IV"
"STEWART LANDSCAPE  ","ANNE ARUNDEL","5036 SOLOMON'S ISLAND RD.
LOTHIAN, MD 20711
(38.83224792900046, -76.61132678999968)","4102668586","4102668587","A","7","I"
"V & M PRIAPI, INC.  ","CECIL","P.O. BOX 4 5996 AUGUSTINE HERMAN HWY
CECILTON, MD 21913
(39.40428067200048, -75.86924587399966)","5168699665","5168699665","A,B,E","1,4,6,7,8,9,10,11,13","I,II,III"
"HILLCREST NURSERY, INC.  ","BALTIMORE","21029 GUNPOWDER RD.
MILLERS, MD 21102
(39.70099830000049, -76.78436993999964)","4102397781",,"E","1,8,13","I"
"LIN-I  FARMS GREEN HOUSE  ","WICOMICO","30891 DAGSBORO RD.
SALISBURY, MD 21804
(38.420530226000494, -75.54424594099964)","4107425662",,"A, E","1,7,8,9,13","III"
"BUD'S POND PLANTS  ","WORCESTER","2830 SNOW HILL ROAD P.O. BOX 72
GIRDLETREE, MD 21829
(38.09494945500046, -75.39762739899965)","4106323207","4106320498","A","1,2,7","III"
"MEEHAN'S  ","WASHINGTON","4925 WOODSTOCK LANE
ROHRERSVILLE, MD 21779
(39.44974010900046, -77.66465094199964)","3014322965",,"A,B,E","8,9","I,III,IV"
"HERITAGE ROSARIUM  ","MONTGOMERY","211 HAVILAND MILL RD.
BROOKEVILLE, MD 20833
(39.17029089200048, -77.01159029699966)","3017746890",,"A,B","5,8","III"
"CREATIVE LANDSCAPES BY GREGORY, INC.  ","MONTGOMERY","21601 NEW HAMPSHIRE AVE.
BROOKVILLE, MD 20833
(39.21161720200047, -77.04274741599966)",,,"A",,"I"
"AMERICAN TURF  ","ANNE ARUNDEL","1401 ROSSBACK RD.
DAVIDSONVILLE, MD 21035
(38.96639106800046, -76.65257022099968)","4107211861","4107210736",,"12","II"
"CHESAPEAKE NATIVES, INC.  ROSARYVILLE STATE PARK","PRINCE GEORGE'S","C/O MOUNT AIRY MANSION 7801 W MARLTON AVE
UPPER MARLBORO, MD 20772
(38.78212037600048, -76.79814035699968)",,,"A,B,E","1,7,8,10,13","II, I111"
"AMERICAN LANDSCAPING, INC.  ","MONTGOMERY","15530 PEACH ORCHARD RD.
SILVER SPRING, MD 20905
(39.11105546300047, -76.96277765499963)","3013844486",,"A,D","3","III"
"PINETUM ENTERPRISES, INC.  ","GARRETT","1039 FORT HILL ROAD
SWANTON, MD 21561
(39.51090998500047, -79.20758811999963)","3013874588",,"A","3","I"
"CARTER NURSERIES  ","CARROLL","5622 MINERAL HILL ROAD
ELDERSBURG, MD 21784
(39.41919737900048, -76.91473364299964)","4107951605",,"A","7","I"
"MERKEL NURSERY  ","PRINCE GEORGE'S","9425 MERKEL RD.
BOWIE, MD 20715
(39.01942652200046, -76.75322593999965)","3012624462",,"A","3,4,10","II"
"GREEN LANDING NURSERY  ","PRINCE GEORGE'S","5810 GREEN LANDING ROAD
UPPER MARLBORO, MD 20772
(38.807267315000445, -76.72135957199964)","3019520593","2408823901","A,B,D,E","7,8","I,III"
"WOODLAND NURSERY OF SALISBURY, INC.  ","WICOMICO","31106 JOHNSON ROAD
SALISBURY, MD 21801
(38.32777414400044, -75.53347207499968)","4107495075","4437352727","A,B,E","7","I,III"
"MOUNTAIN TOP TREE FARM  ","GARRETT","145 PINE VIEW DRIVE
OAKLAND, MD 21550
(39.43490108700047, -79.38808247599968)","3013344896","3013341830","A.B","3,4","I,III"
"BROOKSIDE GARDENS  ","MONTGOMERY","1800 GLENALLAN AVE.
WHEATON, MD 20902
(39.05987268700045, -77.03916987399964)","3019621415","3019490571","A,E,F","1,7,8,9,10",
"PINE ACRES CHRISTMAS TREE FARM  ","GARRETT","156 ASHBY CEMETARY ROAD
OAKLAND, MD 21550
(39.3810279490005, -79.47058958199966)","3015331919",,"A","3,4,","I"
"EVERGRO LANDSCAPING, INC.  ","PRINCE GEORGE'S","11411 OLD POND DR.
GLENN DALE, MD 20769
(38.967761132000476, -76.80736092099966)","3014645005",,"D","1,2,7","III"
"NEFF AND SON  T/A CLOVELLY NURSERIES","QUEEN ANNE'S","301 CLOVELLY LANE
CHESTERTOWN, MD 21620
(39.181411340000466, -76.03660029699967)","4107789686","4107081303","A","6,7,8,10","I"
"TIN CAN FARM  ","PRINCE GEORGE'S","12804 DULEY STATION RD.
UPPER MARLBORO, MD 20772
(38.74378048500046, -76.78433025299967)","3015745377",,"A,B,E","1,2,5,6,7,8,10,13","I,IV"
"WYE GARDENS, LLC.  ","TALBOT","26400 BRUFFS ISLAND RD
EASTON, MD 21601
(38.84031684900049, -76.16206187299963)",,,"C,D","1,7","II"
"ITHACA FARM  ATTN:  GARY YOUNG","MONTGOMERY","15800 DARNESTOWN ROAD
GERMANTOWN, MD 20874
(39.125630732000445, -77.32845066499965)","3012162500",,"A","3","III"
"BENDING BOUGH NURSERY  ","CALVERT","1930 SCIENTIST CLIFFS ROAD-GATE E
PORT REPUBLIC, MD 20676
(38.524770428000465, -76.51903951099968)",,,"A,D","7,8,10","III"
"BRIDGE NURSERY  ","MONTGOMERY","5105 GRIFFITH ROAD
LAYTONSVILLE, MD 20882
(39.230726011000456, -77.10004092399964)","3014822128","3014523197","A","7","I"
"FRIENDSHIP TREES  ","ANNE ARUNDEL","6950 OLD SOLOMONS ISLAND ROAD
FRIENDSHIP, MD 20758
(38.72780063300047, -76.59368052499963)","4107415712",,"A","3,4","III"
"SPEAKMAN NURSERIES, INC.  ","KENT","12474 STILL POND RD.
STILL POND, MD 21667
(39.35839395500045, -76.06233989199967)","4107785838",,"A,B,C,D","6,7,8,10,11","I,III"
"CLEAR RIDGE NURSERY,INC.  ","CARROLL","217 CLEAR RIDGE ROAD
UNION BRIDGE, MD 21791
(39.58129086600047, -77.12505236799967)","4108484789",,"A","10","I"
"LONG BEACH NURSERY  ","BALTIMORE","941 SUSQUEHANNA AVE.
BALTIMORE, MD 21220
(39.3182840340005, -76.39430949599966)","4103354068","4103712065","A","7,11","II.III"
"USDA-NRCS  NATIONAL PLANT MATERIALS CENTER","PRINCE GEORGE'S","BLDG. 509, BARC-E
BELTSVILLE, MD 20705
(39.04742102500046, -76.91871677799963)","3015048175",,"F","10",
"CONDON'S NURSERY  ","CARROLL","7342 WOODBINE RD.
WOODBINE, MD 21797
(39.37153009500048, -77.05634033499967)","4105496847",,"E","1","I"
"MARSHALLS' RIVERBANK NURSERIES, INC.  ","WICOMICO","27573 PEMBERTON DRIVE
SALISBURY, MD 21801
(38.34957517000049, -75.65859515899967)","4106770900",,"A","7,8","I"
"MIDDLETON MANOR FARMS, INC.  ","CHARLES","13010 LEGACY FARM PLACE
WALDORF, MD 20601
(38.58552018300048, -76.85957545299965)","3018438323",,"D","7,12","I,III"
"LEES ORIENTAL LANDSCAPE ART  ","MONTGOMERY","530 EDNOR ROAD
SILVER SPRING, MD 20905
(39.13483055400047, -77.00130041499966)","3019242030","3019226621","A,D","7","I"
"OSWALD & SONS, INC.  ","WASHINGTON","81 S. MAIN STREET
SMITHSBURG, MD 21783
(39.650621741000464, -77.56960640699964)","3018246681",,"A,B,D","3,4,7,8","III"
"SMITHSONIAN INST. - DEPT. OF BOTANY  ","PRINCE GEORGE'S","4210 SILVER HILL ROAD
SUITLAND, MD 20746
(38.84230268700048, -76.93617099099964)","3012381060",,"A,E,F","9",
"CHIEF MOUNTAIN FARM  ","CECIL","116 CHIEF MOUNTAIN LANE
PORT DEPOSIT, MD 21904
(39.643162532000474, -76.06992324599963)","4106587331","4433503894","A,B,E","7,8,10,11","I,II"
"HENNY PENNY FARM  ","WICOMICO","23792 OCEAN GATEWAY
MARDELA SPRINGS, MD 21837
(38.46453363800049, -75.78711560899967)","4107492092",,"A,E","1,7,13","I"
"WESTMINSTER WHOLESALE NURSERIES, LLC  ","CARROLL","918 LEIDY RD.
WESTMINSTER, MD 21157
(39.5570218040005, -76.96221664799964)","4108489444","4103650997","A","7","I"
"MOUNT HOPE FARMS  ","WASHINGTON","16345 MT. TABOR RD.
HAGERSTOWN, MD 21740
(39.67030078200048, -77.80790038199967)","3017902372","3017901717","A","3,4,7,8","I,III"
"MCLEAN NURSERIES  ","BALTIMORE","9000 SATYR HILL ROAD
BALTIMORE, MD 21234
(39.407314345000486, -76.54276402899967)","4108826714",,"A","1,5,7,8,10,13","I,III"
"CORNERSTONE FARMS, INC.  T/A WRIGHT'S MARKET","WICOMICO","9300 OLD RAILROAD ROAD
MARDELA SPRINGS, MD 21837
(38.45278645600047, -75.69892215199962)","4107428845","4432601925","B","1","III"
"SIMONDS NURSERY, INC.  ","BALTIMORE","5701 DEER PARK RD.
REISTERSTOWN, MD 21136
(39.42659075500046, -76.84404037399963)","4108335077",,"A,D","7","I"
"HOMESTEAD GARDENS, INC.  ","ANNE ARUNDEL","1238 GOVERNOR BRIDGE RD.
DAVIDSONVILLE, MD 21035
(38.94577641300049, -76.65002008499965)",,,"A,B,D,E","1,2,3,4,5,6,7,8,9,10,11,12,13","I,II"
"CHRISTIAN LANDSCAPING & NURSERY  ","MONTGOMERY","8850 BROWN CHURCH ROAD
MT. AIRY, MD 21771
(39.31967356400048, -77.18141944599967)",,,"A,D","7","III"
"LANDSCAPE DEVELOPMENT CO.  ","HOWARD","16307 CARRS MILL ROAD
WOODBINE, MD 21797
(39.32948100700048, -77.05160099799963)","4108546100","2408764678","A,D","7","I,III"
"PERRECA NURSERY  ","MONTGOMERY","25000 OLD HUNDRED RD.
DICKERSON, MD 20842
(39.26697510500048, -77.34153054899963)","3019163066","3019163177","A","1,7","I"
"ANCHOR NURSERY  ","KENT","32721 GALENA SASSAFRAS ROAD
GALENA, MD 21635
(39.35924100300048, -75.82960092999963)","4106486968",,"E","1,2,5,7","III"
"THOMAS TREE FARM  ","CARROLL","3501 HANOVER PIKE
MANCHESTER, MD 21102
(39.64784423700047, -76.87746557699967)","4103749538",,"A,B","3,4","III"
"LYNNDALE GREENHOUSE  ","GARRETT","108 LYNNDALE RD.
OAKLAND, MD 21550
(39.34571644100049, -79.39772153499968)","3013344391",,"A,B,E","1,2,8,13","III"
"HOPEWELL NURSERY, INC.  ","CECIL","100 SYCAMORE NURSERY LN. RT 282 CECILTON WARWICK ROAD
WARWICK, MD 21912
(39.432110433000446, -75.80013856199963)","4107556330","4107556331","A","7,8,","I"
"W.A. HARPER & SON  ","DORCHESTER","4645 E.N.M.-RHODESDALE ROAD
RHODESDALE, MD 21659
(38.57395012100045, -75.79876988499967)","4109434173",,"A,B","8,13","I"
"GOOD SPIRITS TREE FARM  ","WASHINGTON","9711 OLD NATIONAL PIKE
HAGERSTOWN, MD 21740
(39.58282780000047, -77.69439287899968)","3017975695",,"A","3,4","III"
"TRIANGLE SEVEN FARM  ","PRINCE GEORGE'S","3800 ENTERPRISE RD.
MITCHELLVILLE, MD 20721
(38.941220613000496, -76.79961066899966)","3014645262",,"A,B,E","1,3,7","III"
"FERNTREE NURSERY, INC.  ","CAROLINE","23717 WILLOW POND ROAD
DENTON, MD 21629
(38.88909020500046, -75.88228097499967)","4108227570",,"A,B,D","7,8,10","III"
"KOLLAR NURSERY  ","HARFORD","5200 W. HEAPS RD.
PYLESVILLE, MD 21132
(39.7108703400005, -76.47831055599966)","4108360500",,"A,B","7,8,9,10","I,III"
"CHESAPEAKE BAY FOUNDATION  ","PRINCE GEORGE'S","11904 OLD MARLBORO PIKE
UPPER MARLBORO, MD 20772
(38.816725187000486, -76.79962707799967)","3016274393","3015743705","A","3, 10","I,III"
"ELVINS NURSERY  ","CAROLINE","27172 MARYDEL RD.
MARYDEL, MD 21649
(39.10777035500047, -75.75722031299966)",,,"A","7","I"
"TREE CENTER, INC.  ","HOWARD","3376 JENNINGS CHAPEL RD.
WOODBINE, MD 21797
(39.280725608000466, -77.08621089999963)","4104421041","4104421223","A","7","I"
"GREEN ACRES GARDEN CENTER  ","GARRETT","12619 GARRETT HWY.
OAKLAND, MD 21550
(39.4199726330005, -79.39955086399965)","3013343855",,"B,E","1,2,3,5,7,8,9,11,13","III"
"ENVIRONMENTAL CONCERN, INC.  ","TALBOT","201 BOUNDARY LANE
ST. MICHAELS, MD 21663
(38.77919225900047, -76.22264863699968)","4107459620",,"A,B,D,E,F","7,8,10","I,III"
"A. A. COUNTY DEPT. OF RECREATION & PARKS   SOUTH RIVER FARM PARK","ANNE ARUNDEL","1003 CECIL AVE
MILLERSVILLE, MD 21108
(39.05689017400044, -76.64885065299967)","4102226250","4102226128","E,F","9",
"RIDGE GARDEN FARM & NURSERY  ","HOWARD","1251 UNDERWOOD ROAD
SYKESVILLE, MD 21784
(39.33716096900048, -76.98593012099963)","4104421091",,"A","7","III"
"EARTHLY PURSUITS, INC.  ","BALTIMORE","2901 KUNTZ RD.
BALTIMORE, MD 21244
(39.347170846000495, -76.78859024099967)","4104962523",,"B","8,10","IV"
"MARYLAND NATIVES NURSERY, INC.  DBA/AMERICAN NATIVE PLANTS","BALTIMORE","4812 E. JOPPA RD.
BALTIMORE, MD 21128
(39.40150095900049, -76.45144048399965)","4105290552","4105293883","A","10","I"
"D & H PATERSON NURSERY  ","DORCHESTER","GLEN OAK HOTEL ROAD
HURLOCK, MD 21643
(38.644373490000476, -75.86602810499966)","4109438332",,"A,","7,8","I,III"
"NATURE'S BEST INC.  ","ANNE ARUNDEL","5760 SOLOMON'S ISLAND RD.
LOTHIAN, MD 20711
(38.78905271500048, -76.59878784099965)",,,"A,D","7","I"
"BLUE TOMATO FARMS  ","ANNE ARUNDEL","1 JESSIE ROAD
HARWOOD, MD 20776
(38.896701031000475, -76.59129069199963)",,,"A,E","5,8,10,13","I,III,IV"
"ENGLANDER TREE FARM  ","GARRETT","681 FINGERFOARD ROAD
OAKLAND, MD 21550
(39.42342636100045, -79.47508433999968)","3013342515",,"A,B,E","7,8,10,11","I,II"
"OTT ENTERPRISES, INC.  ","WASHINGTON","21223 TWIN SPRINGS DRIVE
SMITHSBURG, MD 21783
(39.64300090800049, -77.62973102399968)","3017910022",,"B,D","1,6,7,8,13","II,III"
"NATURAL CHOICE LANDSCAPES  ","CAROLINE","N/W SIDE HOLLY ROAD
RIDGELY, MD 21660
(38.95169186400045, -75.88071668799967)","4108202231",,"A,D","7,8","III"
"STADLER GREENHOUSES, INC.  ","WICOMICO","1201 JOHNSON ROAD
SALISBURY, MD 21804
(38.34277162900048, -75.55961736999967)","4105485904",,"E","1","I"
"FRED WICK'S QUAIL RUN NURSERY, INC.  ","KENT","11089 GALENA RD.
MILLINGTON, MD 21651
(39.28129025300046, -75.83738114099964)","4109283600",,"A","7","I"
"WENTWORTH NURSERY, INC.  ","ST. MARY'S","30315 THREE NOTCH ROAD
CHARLOTTE HALL, MD 20622
(38.50161105900048, -76.77508088299965)","3018845292",,"A,E","1,2,3,4,5,6,7,8,9,10,11,13","III"
"LINDA'S PLANTS & PRODUCE  ","CALVERT","5980 BROOMES ISLAND RD.
PORT REPUBLIC, MD 20676
(38.449910453000484, -76.56115044099965)","4105861443",,"A,E","1,3,13","III"
"CONDON'S NURSERY  ","CARROLL","1475 ARRINGTON ROAD
SYKESVILLE, MD 21784
(39.367580071000475, -76.94255014599963)","4105496847",,"E","1","I"
"GLENWOOD GARDENS  ","HOWARD","2945 ROXBURY MILLS ROAD
GLENWOOD, MD 21738
(39.28890107800049, -77.02751022999968)","4104422100","4104422036","A,D,E","7","I,II"
"THE POTTING BENCH NURSERY  ","WASHINGTON","12920 KEEFER RD.
BIG POOL, MD 21711
(39.66632079900046, -78.02668077999965)","3018421391",,"A,B","1,8","III"
"CHERRY GROVE TREE FARM  ","CECIL","689 LITTLE NEW YORK RD.
RISING SUN, MD 21911
(39.710257578000494, -76.01862873899967)","4106583434",,"A","3,4","I,III"
"TANGLEWOOD GARDEN CENTER, INC.  ","PRINCE GEORGE'S","7815 WOODYARD RD.
CLINTON, MD 20735
(38.781940619000466, -76.85197038099966)","3018681432",,"A,B","1,3,5,7,8,9,12","III"
"J.L. LAWN SERVICE, INC.  T/A BAY RIDGE NURSERY","ANNE ARUNDEL","1120 BAY RIDGE ROAD
ANNAPOLIS, MD 21403
(38.94258450900048, -76.47779648199963)","4102670669",,"A","1,3,4,10","II, III"
"WENTWORTH NURSERY, INC.  ","CALVERT","1700 SOLOMON'S ISLAND RD.
PRINCE FREDERICK, MD 20678
(38.5157610870005, -76.56876011399964)","4105353664","4105359049","A,B","1,2,3,4,5,6,7,8,9,10,11,12,13","III"
"MARYLAND AQUATIC NURSERIES, INC.  ","HARFORD","3427 N. FURNACE RD.
JARRETTSVILLE, MD 21084
(39.59210113900048, -76.49444020599964)",,,"A,B,E","1,7,8,10","I,III,IV"
"D.R. SNELL NURSERY, INC.  ","FREDERICK","9001 DOLLYHYDE RD.
UNION BRIDGE, MD 21791
(39.47665051200045, -77.23225006699965)","3018317777","3018299709","A","7","I"
"MARYLAND DEPT. OF NATURAL RESOURCES  PRESTON TREE NURSERY","CAROLINE","3424 GALLAGHER ROAD
PRESTON, MD 21655
(38.702004230000455, -75.87764392899965)","4106732467",,"A,F","7,10","III,IV"
"HOME-GROWN PLANTS & BULBS  ","ANNE ARUNDEL","123 SPRUCE LANE
ANNAPOLIS, MD 21403
(38.93888032700045, -76.49190057499965)","4102679009",,"A","1,2,7,8,13","III"
"CCG GREENERY, INC.  T/A THE GREENERY","ST. MARY'S","44222 GREENERY LANE
HOLLYWOOD, MD 20636
(38.32556074900049, -76.54746017399964)","3013732596",,"B,D","1,2,3,4,6,7,8,9,10,11,12,13","III"
"CEDAR SWAMP FARMS  ","WORCESTER","9211 MORRIS RD.
BISHOPVILLE, MD 21813
(38.44706473700046, -75.25208370099966)","4103525370",,"A,B,E","1,2,13","I,III"
"MANOR VIEW FARM, INC.  ","BALTIMORE","15601 MANOR ROAD
MONKTON, MD 21111
(39.549626599000476, -76.56388801799966)","4107714700",,"A,B","7,8,10","I,II"
"GRISTMILL NURSERY  ","HARFORD","1532 JARRETTSVILLE RD.
JARRETTSVILLE, MD 21084
(39.60624804200046, -76.44647203299968)","4105574213","4105577612","A,D","7","I"
"HOLLY HILL FARMS, INC.  ","CECIL","815 POND NECK ROAD
EARLEVILLE, MD 21919
(39.42120037900048, -75.96960093399963)","4102752805",,"A,E","7,8,10","I,II"
"EMORY KNOLL FARMS  ","HARFORD","3410 ADY ROAD
STREET, MD 21154
(39.64596112200047, -76.33484102999967)","4104525880","4104525319","A,B","8","I"
"KNOPP'S FARM  ","ANNE ARUNDEL","565 OLD OAK ROAD
SEVERN, MD 21144
(39.1133869840005, -76.65495509299967)","4109693620","4109491091","A,F","1,13","I,III"
"HYATTSVILLE NURSERY  ","PRINCE GEORGE'S","3421 HAMILTON ST.
HYATTSVILLE, MD 20782
(38.955195493000474, -76.96112391499963)","3019272274","3019197866","A,B,D","1,7,8,12","III"
"ANGELICA NURSERIES, INC.  ","KENT","11129 LOCUST GROVE ROAD
KENNEDYVILLE, MD 21645
(39.282145537000474, -75.92279662199968)","4109283111","4109283260","A,E","7","I"
"THE PERENNIAL FARM  ","BALTIMORE","12017 GLENARM RD.
GLEN ARM, MD 21057
(39.45421096400048, -76.50020046499964)","4105926106",,"A,B,E","1,7,8,10","I,III"
"FAMILY TREE NURSERY  ","MONTGOMERY","700 OLNEY SANDY SPRING RD.
SANDY SPRING, MD 20860
(39.14935046400046, -77.02512039599964)","3019242766",,"A,D","1,7","I"
"MAPLE LANE FARM & NURSERY  ","GARRETT","373 SHORT RUN ROAD
KITZMILLER, MD 21538
(39.384837346000495, -79.22691083299964)","3014533385",,"A","3,4","I,III"
"RADMER FARMS, LLP  ","CAROLINE","11830 KIBLER ROAD
GREENSBORO, MD 21639
(38.9319401300005, -75.79936043099963)","4104827891",,"A","7,8,10","I"
"CHESAPEAKE NURSERIES, INC.  ","WICOMICO","27588 PEMBERTON DRIVE
SALISBURY, MD 21801
(38.34956148200047, -75.65884459499966)","4107425622","4105464977","A","7,8","I"
"NATL. PARK SERVICE - DEPT. OF INTERIOR  ","PRINCE GEORGE'S","OXON HILL FARM 6411 OXON HILL RD.
OXON HILL, MD 20745
(38.802440264000495, -76.99623423399964)","2024266907",,"A,E,F","1,2,7,8,9,13",
"ROB'S LEYLAND CYPRESS, LLC  ","KENT","34470 CYPRESS ROAD
MILLINGTON, MD 21651
(39.25663693600046, -75.76821600899967)","4109283707","4109283740","B","7","II"
"WOODSTREAM ORCHIDS  ","CALVERT","5810 HUNTINGTOWN ROAD
HUNTINGTOWN, MD 20639
(38.64811372300045, -76.63117635599963)","4102862664",,"A,E","8,9","I,III,IV"
"HISTORIC ANNAPOLIS  ","ANNE ARUNDEL","3 MARTIN ST.
ANNAPOLIS, MD 21401
(38.979937796000456, -76.48656972699968)","4109904790","4102805162","A,E","1,7,8,10,13","III"
"HOMESTEAD FLOWER GARDENS, INC.  ","BALTIMORE","10904 RAPHEL ROAD
KINGSVILLE, MD 21087
(39.42172005900045, -76.40630097399963)","4105927100","4105923172","B","9","I"
"PATUXENT NURSERY, LLC  ","PRINCE GEORGE'S","2410 N. CRAIN HWY
BOWIE, MD 20716
(38.92348448200045, -76.71743087099964)","3012184769",,"A,B,D,E","1,2,3,4,6,7,8,9,10,12,13","I,II,III"
"COUNTRY GARDEN CENTER, INC  ","HARFORD","2800 CRESWELL ROAD
BEL AIR, MD 21015
(39.49030044900047, -76.25419048199967)","4108389320",,"B,D","1,6,7,8,10,11,13","III"
"ZOYSIA FARM NURSERY  ATTN:  MS. JULIE SIMERMEYER","CARROLL","3617 OLD TANEYTOWN RD.
TANEYTOWN, MD 21787
(39.63424189400047, -77.12547975599966)","4108765902","4108764612","A,B","12","III,IV"
"TIDAL CREEK GROWERS, INC.  ","CECIL","65 KNIGHT ISLAND ROAD
EARLVILLE, MD 21919
(39.38329028800047, -75.89684006299967)","4102759370","4102759371","E","1","I"
"U.S. DEPT OF AGRICULTURE, APHIS,PPQ,PGQP  ","PRINCE GEORGE'S","BLDG. 580 - ATTN: JOSEPH FOSTER
BELTSVILLE, MD 20705
(39.04742102500046, -76.91871677799963)",,,"F","6,7,8,11",
"BIG PIPE CREEK NURSERY  ","CARROLL","4333 NUSBAUM ROAD
TANEYTOWN, MD 21787
(39.62365063100049, -77.15172050899963)","4107561065",,"A","7","I"
"SHELBY'S WHOLESALE PLANTS  ","CHARLES","7500 HAWTHORNE RD.
LAPLATA, MD 20646
(38.54849011200048, -77.05162658699965)","3019341301","3019321228","A","8","I"
"REYNWOOD FOREST MANAGEMENT, INC.  ","ALLEGANY","10609 HINKLE RD. SE
CUMBERLAND, MD 21502
(39.65171101100049, -78.66683010099968)","3017223544","3017223972","A,B,D","6,7,10","III"
"CONTAINER SCAPES  ","CECIL","314 ELBOW LANE
ELKTON, MD 21921
(39.72195402400047, -75.82070563099967)","4103926619",,"A,B,E","1,8,10,13","III"
"CELESTIAL GARDENS & NURSERIES, INC.  ","CHARLES","3715 WATSON RD.
BRANDYWINE, MD 20613
(38.605114793000496, -76.75913033899963)","3018881890",,"E","9","IV"
"NASH'S PLANT FARM  ","QUEEN ANNE'S","108 INDIAN TRACE
STEVENSVILLE, MD 21666
(38.92995013900048, -76.32900011099963)","4106435196",,"A,E","1,8,13","III"
"PHYTO ECOLOGY / WALLS NURSERY, LLC  ","CAROLINE","11890 RIDGELY ROAD
RIDGELY, MD 21660
(38.93363052900048, -75.89887038499967)","4106342526","4106342540","A","7,8,10","I"
