"projid","projnum","fy","awardee","projname","county","region","applicanttype","projtype","projectdesc","awardamount","taxcredited","taxcredbal","donationlink","website","y_coord","x_coord","location"
"64771","CITC-2022-BGCAAC-00044","2022","Boys & Girls Clubs of Annapolis & Anne Arundel County, Inc.","Award Years 2022 - 2023: Great Futures in Glen Burnie","Anne Arundel","Central Maryland","Education and Youth Services","Operating","The  Boys & Girls Club at Heritage Overlook does whatever it takes to serve youth by following a Formula For Impact which propels them on a path of academic success, good character & citizenship and adopting a healthy lifestyle.","35000","0","35000","https://donorbox.org/annualcampaign","https://www.bgcaa.org","39.195666000000003","-76.617560999999995","
,  
(39.195666, -76.617561)"
"64997","CITC-2022-CFriessC-00069","2022","Caroline Friess Center, Inc.","Award Years 2022 - 2023: Academic & Career Advancement Program","Baltimore City","Baltimore City","Job and Self-Sufficiency Training","Operating","Academic & Career Advancement programming offers graduates lifetime career and educational support: namely placement in employment with career pathways, college or advanced certification training, scholarships and individualized financial planning.","25000","0","25000","https://www.caroline-center.org","https://www.caroline-center.org","39.300749000000003","-76.601179999999999","
,  
(39.300749, -76.60118)"
"60932","CITC-2021-ChrtCareers-00074","2021","Charting Careers, Inc.","Award Years 2021 - 2022: Mentoring, College/Career Readiness, and Family Partnership","Anne Arundel","Central Maryland","Education and Youth Services","Operating","Operating support to provide goal-based mentoring, career and college preparation, while building family partnerships to support youth facing adversity to build a fulfilling life and career plan.","20000","13603.32","6396.68","https://chartingcareers.org/donate","https://chartingcareers.org/","38.977983846918697","-76.526217326851395","
,  
(38.9779838469187, -76.5262173268514)"
"60784","CITC-2021-CRHF-00033","2021","Chester River Health Foundation, Inc.","Award Years 2021 - 2022: Safe & State of the Art Rural Health and Chemistry Analyzer #2","Kent","Upper Eastern Shore","Technical Assistance and Capacity Building","Operating","Provide state-of-the-art & reliable chemistry analyzing medical technology & services for the 39,200 deserving inpatient, outpatient & emergency patients whose health and well-being depend on our rural community hospital for diagnosis & treatment.","32000","31750","250","https://www.umcrhf.org/donate","https://umcrhf.org","39.217563307458001","-76.064839419816195","
,  
(39.217563307458, -76.0648394198162)"
"64939","CITC-2022-CACHowar-00061","2022","Community Action Council of Howard County MD, Inc.","Award Years 2022 - 2023: Continued Recovery Efforts from COVID-19","Howard","Central Maryland","Services for At-Risk Populations","Operating","Through layering CAC's four programs (housing, energy, food and early childhood education) we'll alleviate the drastic and widespread impact of the COVID-19 pandemic. This will help move a family out of crisis and on the path to financial stability.","25000","0","25000","https://www.cac-hc.org","https://www.cac-hc.org","39.175952000000002","-76.854203999999996","
,  
(39.175952, -76.854204)"
"61063","CITC-2021-CANI-00113","2021","Community Assistance Network, Inc","Award Years 2021 - 2022: CAN Pantry and Offices Expansion","Baltimore","Central Maryland","Services for At-Risk Populations","Capital","Capital support to expand/improve food pantry & administrative offices to include a Customer Choice  pantry, demonstration kitchen and training space, and increased accessibility while meeting community needs.","32500","20250","12250","https://www.canconnects.org/donate","https://www.canconnects.org","39.299416132501896","-76.514781880421197","
,  
(39.2994161325019, -76.5147818804212)"
"65233","CITC-2022-CANI-00097","2022","Community Assistance Network, Inc","Award Years 2022 - 2023: CAN Workforce Development Program","Baltimore","Central Maryland","Services for At-Risk Populations","Operating","CAN will provide a range of employment-related services to guests of our shelters and people experiencing food, income and housing insecurity in Baltimore County, with the goal of helping interested individuals find appropriate jobs.","50000","0","50000","https://www.canconnects.org/donate","https://www.canconnects.org","39.299613000000001","-76.514610000000005","
,  
(39.299613, -76.51461)"
"60737","CITC-2021-Forklift-00021","2021","Community Forklift","Award Years 2021 - 2022: Neighbors in Need - COVID Response","Prince George's","Washington Suburban","Housing and Community Development","Operating","Operating support to expand its Community Giving programs which make grants for building materials, appliances, and other home essentials to low-income residents and local organizations in need.","20000","11424.66","8575.34","https://communityforklift.org/contribute-3/","http://www.communityforklift.org","38.946123427422897","-76.936436501254704","
,  
(38.9461234274229, -76.9364365012547)"
"65154","CITC-2022-CFCWC-00089","2022","Community Free Clinic, Inc.","Award Years 2022 - 2023: Community Mental Health Care","Washington","Western Maryland","Services for At-Risk Populations","Operating","The Community Free Clinic's Community Mental Health Care program is looking to expand by hiring more social workers to meet the increased demand in mental health care services for Washington County's uninsured population.","12000","0","12000","http://www.mycommunityfreeclinic.org","https://mycommunityfreeclinic.org","39.634596999999999","-77.716307999999998","
,  
(39.634597, -77.716308)"
"64601","CITC-2022-CHAI-00015","2022","Comprehensive Housing Assistance, Inc.","Award Years 2022 - 2023: Providing Housing Stability Counseling","Baltimore City","Baltimore City","Housing and Community Development","Operating","The US is bracing for an eviction and foreclosure crisis when the moratorium mandated during the COVID-19 pandemic is lifted. As a HUD-approved Local Housing Counseling Agency, CHAI is prepared to respond by providing housing stability counseling.","30000","0","30000","https://chaibaltimore.org/","https://chaibaltimore.org/","39.354900000000001","-76.686813000000001","
,  
(39.3549, -76.686813)"
"64918","CITC-2022-Creative-00059","2022","Creative Alliance, Inc.","Award Years 2022 - 2023: Creative Alliance's Creativity Center","Baltimore City","Baltimore City","Arts, Culture and Historic Preservation","Capital & Operating","Creative Alliance is intensifying its impact by redeveloping a vacant property at 3137 Eastern Ave. into a model community-based education center. Creative Alliance is seeking funding to complete construction and for program start-up.","40000","0","40000","http://www.creativealliance.org","http://www.creativealliance.org","39.286282999999997","-76.571721999999994","
,  
(39.286283, -76.571722)"
"60907","CITC-2021-CRJHS-00064","2021","Cristo Rey Jesuit High School, Inc.","Award Years 2021 - 2022: Student Support for Baltimore Youth/Providing Information Technology to Students","Baltimore City","Baltimore City","Education and Youth Services","Operating","Operating support to invest in Student Support Services to elevate the success of students as they pursue a college-preparatory education and pathways to career and  to serve 350 students by bridging the digital divide and strengthening the educational and economic outcomes for students from low income families in Baltimore City.","25000","18250","6750","https://www.cristoreybalt.org/giving/","https://www.cristoreybalt.org","39.286236907433597","-76.587264910575797","
,  
(39.2862369074336, -76.5872649105758)"
"65289","CITC-2022-CRJHS-00109","2022","Cristo Rey Jesuit High School, Inc.","Award Years 2022 - 2023: Fostering Academic Literacy at CRJ","Baltimore City","Baltimore City","Education and Youth Services","Operating","To serve 350 students at Cristo Rey Jesuit High School by encouraging the use of executive functioning skills, ultimately creating an equitable environment and student-centered instruction to help them achieve success in college, career, and life.","25000","0","25000","https://www.cristoreybalt.org/giving/","https://www.cristoreybalt.org","39.286237","-76.587266","
,  
(39.286237, -76.587266)"
"61084","CITC-2021-CCACKids-00116","2021","Critchlow Adkins Children's Center","Award Years 2021 - 2022: 50 Years of Kindergarten readiness/Beginning CACC's Next 50 Years","Talbot","Upper Eastern Shore","Education and Youth Services","Operating","This project entails creating a sponsorship appeal to business which would encourage them to make a significant donation at the start of the year verses several small donations as occasions arise.","25000","17496.23","7503.77","https://cacckids.networkforgood.com/projects/108311-friends-fund-2020-2021","https://cacckids.org","38.776228321000197","-76.076760742950498","
,  
(38.7762283210002, -76.0767607429505)"
"60982","CITC-2021-DFP-00093","2021","Downtown Frederick Partnership, Inc.","Award Years 2021 - 2022: Downtown Frederick Resiliency","Frederick","Washington Suburban","Economic Development and Tourism Promotion","Operating","Downtown Frederick Partnership is requesting Community Investment Tax Credits to support the implementation of the Partnership’s FY21 and FY22 action plans, and provide continued support during and after the pandemic.","50000","13400","36600","http://www.downtownfrederick.org","https://downtownfrederick.org","39.415411554446102","-77.409874200427794","
,  
(39.4154115544461, -77.4098742004278)"
"64946","CITC-2022-EHCCI-00062","2022","End Hunger in Calvert County, Inc.","Award Years 2022 - 2023: Food Distribution Program","Calvert","Southern Maryland","Services for At-Risk Populations","Operating","The End Hunger Food Distribution Program Supports 72 feeding organizations across Southern Maryland with food, technical assistance and resources needed to help feed 25,000 individuals annually.","30000","0","30000","https://endhungercalvert.org","https://endhungercalvert.org","38.511628999999999","-76.640269000000004","
,  
(38.511629, -76.640269)"
"60912","CITC-2021-EHCCI-00066","2021","End Hunger in Calvert County, Inc.","Award Years 2021 - 2022: Food Distribution Program","Calvert","Southern Maryland","Services for At-Risk Populations","Operating","The End Hunger Food Distribution Program supports 73 feeding organizations across Southern Maryland with food, technical assistance and resources needed to help feed 25,000 individuals.","50000","15000","35000","https://endhungercalvert.org/donate/","https://endhungercalvert.org","38.5104089532717","-76.647927897006596","
,  
(38.5104089532717, -76.6479278970066)"
"65904","CITC-2022-ForeverM-00164","2022","Forever Maryland, Inc.","Award Years 2022 - 2023: Forever Maryland - Keep Maryland Beautiful","Harford","Central Maryland","Enhancing Neighborhoods and Business Districts","Operating","Operating support for Keep Maryland Beautiful grants help volunteer-based, nonprofit groups, communities and land trusts in Maryland to support environmental education projects, litter removal, citizen stewardship and to protect natural resources in urban and rural areas.","10000","0","10000","https://forevermaryland.org/please-donate","https://forevermaryland.org/","39.584215999999998","-76.387054000000006","
,  
(39.584216, -76.387054)"
"65471","CITC-2022-Greenbel-00121","2022","Friends of Greenbelt Theatre","Award Years 2022 - 2023: Media Arts Literacy Lab Programming","Prince George's","Washington Suburban","Arts, Culture and Historic Preservation","Operating","Operating support to build and deliver  educational programming in the new Media Arts Literacy Lab serving our multi-generational community from preschoolers through senior citizens.","15000","0","15000","http://greenbelttheatre.org","http://www.greenbelttheatre.org","39.001496000000003","-76.876191000000006","
,  
(39.001496, -76.876191)"
"64602","CITC-2022-GEDCO-00016","2022","Govans Ecumenical Development Corporation","Award Years 2022 - 2023: GEDCO Strategic Plan Campaign: Phase 2","Baltimore City","Baltimore City","Housing and Community Development","Operating","Continue to expand and provide quality services such as emergency financial assistance, job assistance, and mental health support to the Baltimore community.  To improve GEDCO's sustainability and increase outreach to corporations and individuals.","15000","0","15000","http://www.gedco.org","https://www.gedco.org","39.329253000000001","-76.600761000000006","
,  
(39.329253, -76.600761)"
"65046","CITC-2022-GBCA-00073","2022","Greater Baltimore Cultural Alliance","Award Years 2022 - 2023: GBCA Operations","Baltimore City","Baltimore City","Arts, Culture and Historic Preservation","Operating","The Greater Baltimore Cultural Alliance (GBCA) seeks tax credits in order to support the implementation of its 2020-2025 Strategic Plan, which was approved and adopted in March 2020. In spite of the pandemic, the Plan continues relevant and viable.","35000","0","35000","https://donatenow.networkforgood.org/gbca","https://www.baltimoreculture.org/","39.311275000000002","-76.618796000000003","
,  
(39.311275, -76.618796)"
"64585","CITC-2022-H4HChptn-00001","2022","Habitat for Humanity Choptank, Inc.","Award Years 2022 - 2023: Wells Street Community Connections Project","Dorchester","Lower Eastern Shore","Housing and Community Development","Capital","Habitat Choptank is invested in making a difference with the development of a minimum of 7 new, safe, affordable and energy efficient homes located on Wells Street, which is in the heart of the Pine Street Neighborhood in Cambridge, Maryland.","30000","20625","9375","https://habitatchoptank.org","https://habitatchoptank.org/","38.565013999999998","-76.081423999999998","
,  
(38.565014, -76.081424)"
"64682","CITC-2022-H4HMetro-00030","2022","Habitat for Humanity Metro Maryland","Award Years 2022 - 2023: Randolph Road Homeownership Project","Montgomery","Washington Suburban","Housing and Community Development","Capital","Habitat for Humanity Metro Maryland (HFHMM) will build 27 homeownership units (3 single family universal design homes and 24 condominiums) as part of a larger 195 unit affordable rental housing project on 6 acres of land.","40000","0","40000","http://www.habitatmm.org/donate","habitatmm.org","39.056513000000002","-77.079204000000004","
,  
(39.056513, -77.079204)"
"64589","CITC-2022-H4HChspk-00004","2022","Habitat for Humanity of the Chesapeake, Inc.","Award Years 2022 - 2023: Homebuyer Services Coordinator","Baltimore City","Baltimore City","Housing and Community Development","Operating","Homeowner Services recruits, educates and supports homebuyers from qualification to settlement.  The outreach coordinator will guide families through the process of buying a home through Habitat for Humanity Chesapeake.","25000","0","25000","http://www.habitatchesapeake.org","https://www.habitatchesapeake.org","39.301994999999998","-76.581284999999994","
,  
(39.301995, -76.581285)"
"60752","CITC-2021-H4HWshgt-00025","2021","Habitat for Humanity of Washington County, Inc.","Award Years 2021 - 2022: McCleary Hill New Home Construction","Washington","Western Maryland","Housing and Community Development","Capital & Operating","Capital and operating support for the next construction phase of the McCleary Hill Development. Over the course of the award, four new single family homes will be built and sold to county qualifying and eligible residents.","45000","18633.79","26366.21","https://www.habitat-wc.org/donate","https://habitat-wc.org/","39.649132375167802","-77.763051239171304","
,  
(39.6491323751678, -77.7630512391713)"
"64977","CITC-2022-H4HWcmco-00065","2022","Habitat for Humanity of Wicomico County, Inc.","Award Years 2022 - 2023: Wicomico Habitat Housing Plus","Wicomico","Lower Eastern Shore","Housing and Community Development","Operating","Operating support to expand our Aging in Place program.  Aging in Place provides critical home repairs and structural modifications to older adults (62+) in Somerset and Wicomico Counties creating positive health, societal, & economic benefits from investing in housing repairs.","30000","0","30000","https://www.wicomicohabitat.org/donate/","https://www.wicomicohabitat.org/donate/citc-tax-credits/","38.370083999999999","-75.611577999999994","
,  
(38.370084, -75.611578)"
"65193","CITC-2022-H4HSusqh-00091","2022","Habitat for Humanity Susquehanna, Inc.","Award Years 2022 - 2023: Women Build","Harford","Central Maryland","Housing and Community Development","Capital & Operating","Women Build challenges women (and men) from all walks of life to help construct affordable homes and allows women to help other women become homeowners. It raises awareness and funding while recruiting more volunteers to accomplish our mission.","30000","500","29500","https://www.habitatsusq.org","https://habitatsusq.org","39.533034000000001","-76.349418","
,  
(39.533034, -76.349418)"
"64890","CITC-2022-HFHI-00057","2022","Harford Family House, Inc.","Award Years 2022 - 2023: Rapid Rehousing and AfterCare","Harford","Central Maryland","Services for At-Risk Populations","Operating","Operating support for ongoing work to move families and young adults ages 18 to 24 from homelessness into permanent housing and providing the support needed to maintain that housing utilizing the best practices of the Housing First model.","50000","0","50000","http://bit.ly/HFHDonateNow","https://harfordfamilyhouse.org/get-involved/donate-online/","39.508187","-76.160174999999995","
,  
(39.508187, -76.160175)"
"64597","CITC-2022-HCHI-00012","2022","Health Care for the Homeless, Inc.","Award Years 2022 - 2023: Comprehensive Care for Homeless Children","Baltimore City","Baltimore City","Services for At-Risk Populations","Operating","Operating support to provide comprehensive health care and supportive services to children and families experiencing homelessness in Baltimore.","50000","8750","41250","http://giving.hchmd.org","https://www.hchmd.org/","39.293729999999996","-76.609503000000004","
,  
(39.29373, -76.609503)"
"60979","CITC-2021-HomeBCF-00090","2021","Home Builders Care Foundation","Award Years 2021 - 2022: Shelter Related Construction Assistance Program","Howard","Central Maryland","Housing and Community Development","Operating","Operating support to provide technical assistance services to nonprofit organizations building/renovating community-based shelters and housing to at-risk and homeless clients.","25000","13991.81","11008.19","https://www.hbcf.org/ways-to-donate.html","https://www.hbcf.org/","39.150490377312899","-76.911090472484602","
,  
(39.1504903773129, -76.9110904724846)"
"64595","CITC-2022-HPRP-00010","2022","Homeless Persons Representation Project, Inc.","Award Years 2022 - 2023: Homeless Youth Initiative","Baltimore City","Baltimore City","Services for At-Risk Populations","Operating","HPRP works to end youth homelessness by ensuring housing and economic justice through civil legal assistance. HYI partners with youth homelessness service providers and youth workforce development programs to address civil legal needs.","15000","0","15000","http://www.hprplaw.org","http://www.hprplaw.org","39.291255999999997","-76.615064000000004","
,  
(39.291256, -76.615064)"
"60908","CITC-2021-HIP-00065","2021","Housing Initiative Partnership, Inc.","Award Years 2021 - 2022: Rapid Rehousing/Financial Capability Coaching/Rental counseling and homelessness prevention","Prince George's","Washington Suburban","Housing and Community Development","Operating","HIP will help 40 homeless families each year, placing 35 in permanent housing and case managing them after they leave the program. HIP will counsel 100 renters annually, helping 75 families receive emergency rental assistance during the COVID crisis.","25000","14280","10720","https://hiphomes.org","https://hiphomes.org","38.969391320280302","-76.953429462077693","
,  
(38.9693913202803, -76.9534294620777)"
"65228","CITC-2022-HIP-00096","2022","Housing Initiative Partnership, Inc.","Award Years 2022 - 2023: Post COVID Housing Stability","Prince George's","Washington Suburban","Housing and Community Development","Operating","HIP will assist 900 renters and 450 homeowners avoid eviction and foreclosure post COVID and will track the progress of and provide support to 100 clients completing the Rapid Rehousing program to ensure they do not return to homelessness.","25000","0","25000","https://www.hiphomes.org","https://hiphomes.org","38.969399000000003","-76.953433000000004","
,  
(38.969399, -76.953433)"
"60963","CITC-2021-HOPE-00081","2021","Housing Options & Planning Enterprises, Inc.","Award Years 2021 - 2022: Sustainable Housing and Financial Well-Being","Prince George's","Washington Suburban","Housing and Community Development","Operating","Operating support to provide financial coaching, guidance, and education to stabilize disadvantaged families in Prince George’s, Charles, and St. Mary’s Counties in Maryland to overcome the barrier to homeownership.","30000","0","30000","http://hopefinancial.org/donations/","http://hopefinancial.org/","38.803553877108499","-76.981376836373897","
,  
(38.8035538771085, -76.9813768363739)"
"60964","CITC-2021-HUI-00082","2021","Housing Unlimited, Inc.","Award Years 2021 - 2022: Housing: Individuals with Special Needs","Montgomery","Washington Suburban","Housing and Community Development","Operating","Operating support to expand affordable housing community integration program for individuals in mental health recovery. Through targeted community partnerships and support services, tenants are empowered to successfully live independently.","50000","7755","42245","https://www.housingunlimited.org/content/donate","https://www.housingunlimited.org","39.026821204106","-77.099526368453397","
,  
(39.026821204106, -77.0995263684534)"
"60715","CITC-2021-Humanim-00007","2021","Humanim, Inc.","Award Years 2021 - 2022: Humanim Social Enterprise 2.0","Baltimore City","Baltimore City","Job and Self-Sufficiency Training","Operating","Operating support to create youth-targeted job training and employment opportunities for individuals with barriers by utilizing social impact businesses and services.","40000","31000","9000","https://humanim.org/donate/","https://humanim.org/","39.309431176973902","-76.587505873519902","
,  
(39.3094311769739, -76.5875058735199)"
"64758","CITC-2022-IntrfaithHAI-00040","2022","Interfaith Housing Alliance, Inc.","Award Years 2022 - 2023: Affordable Housing Opportunities and Programs","Frederick","Washington Suburban","Housing and Community Development","Operating","Interfaith Housing Alliance (IHA) requests operational support in its quest to both create affordable housing opportunities for community members and to support them on their path to financial stability through individualized programming.","25000","0","25000","https://app.mobilecause.com/vf/IHA","www.interfaithhousing.org","39.413578999999999","-77.410723000000004","
,  
(39.413579, -77.410723)"
"65051","CITC-2022-JSSA-00076","2022","Jewish Social Service Agency","Award Years 2022 - 2023: Job Training for Young Adults","Montgomery","Washington Suburban","Job and Self-Sufficiency Training","Operating","JSSA helps individuals with disabilities secure competitive wage jobs and find a path to financial self-sufficiency. Our unique Transitions program offers young adults on-the-job training in many settings and develops their workplace social skills.","25000","0","25000","https://www.jssa.org/donatenow","https://www.jssa.org","39.101626000000003","-77.188732000000002","
,  
(39.101626, -77.188732)"
"61099","CITC-2021-Jubilee-00118","2021","Jubilee Baltimore, Inc.","Award Years 2021 - 2022: Non Profit Tenant Fit Out in Station North/Revitalization of Odells building","Baltimore City","Baltimore City","Housing and Community Development","Operating","Operating support for the rehabilitation of a vacant historic 18,000sf building in the heart of Station North. Estimated project cost is $318/sf or $5.7mill with construction to begin Jan 2021. It is the most prominent vacant building on North Ave.","20000","10800","9200","https://jubileebaltimore.org/support","https://jubileebaltimore.org/","39.310882146156999","-76.615883487005803","
,  
(39.310882146157, -76.6158834870058)"
"64594","CITC-2022-Jubilee-00009","2022","Jubilee Baltimore, Inc.","Award Years 2022 - 2023: Legacy Resident Home Improvement Program","Baltimore City","Baltimore City","Housing and Community Development","Operating","Operating support to help senior and low- income residents of Central Baltimore and East Baltimore Midway who are vulnerable to displacement to remain in their communities by providing often-urgent home repair and improvements.","25000","0","25000","https://jubileebaltimore.org","https://jubileebaltimore.org/","39.312106","-76.616051999999996","
,  
(39.312106, -76.616052)"
"64633","CITC-2022-KAHI-00022","2022","Kent Attainable Housing, Inc.","Award Years 2022 - 2023: Affordable Housing for Working Poor","Kent","Upper Eastern Shore","Housing and Community Development","Capital","Capital support to develop energy efficient affordable workforce housing to end inter-generational poverty in Chestertown and Kent County.  Currently, 44 families are enrolled in this initiative.

Current Project Address: 136 Prospect Avenue, Chestertown, MD","30000","0","30000","https://kentattainablehousing.org/","https://kentattainablehousing.org/","39.215259000000003","-76.071496999999994","
,  
(39.215259, -76.071497)"
"61098","CITC-2021-KentCtr-00117","2021","Kent Center, Inc.","Award Years 2021 - 2022: Safe and Healthy Housing","Kent","Upper Eastern Shore","Services for At-Risk Populations","Operating","Operating support to provide needed upgrades/modifications to ensure clients with  developmental & intellectual disabilities are living in safe and healthy housing.","20000","0","20000","https://www.kentcenter.org/give/","http://www.kentcenter.org","39.228089127816702","-76.066339712093495","
,  
(39.2280891278167, -76.0663397120935)"
"64684","CITC-2022-LightHou-00032","2022","Light House Inc., The","Award Years 2022 - 2023: Light House Crisis Recovery Response Project","Anne Arundel","Central Maryland","Services for At-Risk Populations","Operating","Enhance programming for crisis recovery needs: 1) Increase behavioral health services; 2) Enhance employment programming; 3) Conduct routine recovery program assessments; 4) Increase client support; and 5) Equity, Diversity & Inclusion implementation","50000","0","50000","https://annapolislighthouse.org/donate/","https://annapolislighthouse.org/","38.984122999999997","-76.533788999999999","
,  
(38.984123, -76.533789)"
"60809","CITC-2021-LBHC-00042","2021","Live Baltimore Home Center, Inc.","Award Years 2021 - 2022: Addressing Baltimore’s Black Population Loss","Baltimore City","Baltimore City","Housing and Community Development","Operating","Operating support to build organizational capacity to address the loss of Black residents, weak housing demand, and declining homeownership in predominantly Black, moderate-income neighborhoods.","10000","5500","4500","https://livebaltimore.com/support-live-baltimore","https://www.LiveBaltimore.com","39.293881672349499","-76.615291866235694","
,  
(39.2938816723495, -76.6152918662357)"
"64723","CITC-2022-LovelyLn-00036","2022","Lovely Lane United Methodist Church","Award Years 2022 - 2023: Lovely Lane Arts & Neighborhood Center","Baltimore City","Baltimore City","Arts, Culture and Historic Preservation","Capital","CREATION OF ARTS & NEIGHBORHOOD CENTER WITHIN  1887 CHURCH BUILDING FOR INCREASED USE BY NON-SECTARIAN PUBLIC GROUPS.   PHASE 2 WILL FOCUS ON UPDRADES  AND AMENITIES TO ENHANCE USE BY COMMUNITY GROUPS,  PERFORMING & VISUAL ARTS, AND HISTORIC TOURSIM.","20000","0","20000","http://loveylane.net/home/donations-offerring/","http://www.lovelylane.net/","39.314596000000002","-76.615651999999997","
,  
(39.314596, -76.615652)"
"61006","CITC-2021-MSChestertown-00105","2021","Main Street Historic Chestertown, Inc.","Award Years 2021 - 2022: Main Street Historic Chestertown, Inc.","Kent","Upper Eastern Shore","Economic Development and Tourism Promotion","Operating","Operating support to provide mission-directed special events, marketing, streetscape beautification, façade improvements, and direct assistance to businesses.","30000","7050","22950","https://www.mainstreetchestertown.org","https://mainstreetchestertown.org/","39.210280191585198","-76.065485000935297","
,  
(39.2102801915852, -76.0654850009353)"
