"id","program_name","link","program_type","project_name","recipient_region_if_applicable","mea_award","total_project_cost","sector","vehicle_technology","charging_fueling_station_technology","public_or_private","gallons_of_gasoline_equivalent_avoided","co2_emissions_reductions_tons","notes","point","county","legislative","congressional","zipcode"
"DOE0023","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Walgreens - Randallstown, MD #6265",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,,,"21133"
"DOE0024","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"CARCHARGING",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20850"
"DOE0025","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Walgreens - Baltimore, MD #10076",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,,,"21209"
"DOE0026","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"UNDER ARMOUR",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21230"
"DOE0027","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"NRG eVgo - Woodley Gardens Freedom Station",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; 24 hours daily; eVgo network subscription and key fob required",,,,,"20850"
"DOE0028","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"NRG eVgo - Gateway Overlook",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; 24 hours daily; eVgo network subscription and key fob required",,,,,"21075"
"DOE0029","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"SMIT",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20715"
"DOE0032","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"CARCHARGING",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20814"
"DOE0033","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"ETMA",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20715"
"DOE0034","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Potomac Place Shopping Center",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20854"
"DOE0035","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Sunbelt",,,,"Commercial",,"LPG","Public Facility",,,"Public; 6am-5pm M-F, 7am-12pm Sat",,,,,"20879"
"DOE0036","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"350GREEN",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21237"
"DOE0037","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"PAST",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20715"
"DOE0039","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"HOWARD COUNTY",,,,"Local Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21043"
"DOE0040","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"BALTIMORE CITY",,,,"Local Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21202"
"DOE0041","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Darcars Nissan - College Park",,,,"Commercial",,"Electric","Public Facility",,,"Public - Call ahead; Dealership business hours",,,,,"20740"
"DOE0042","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"King Farm Village- Regency",,,,"Commercial",,"Electric","Public Facility",,,"Public; MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours",,,,,"20850"
"DOE0043","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Tri-Gas",,,,"Commercial",,"LPG","Public Facility",,,"Public; 7:30am-4:30pm M-F",,,,,"21632"
"DOE0044","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"UMD COLLEGEPARK",,,,"State Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20740"
"DOE0045","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"UDR",,,,"State Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20783"
"DOE0046","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Thompson Gas",,,,"Commercial",,"LPG","Public Facility",,,"Public - Call ahead; 8am-5pm M-F",,,,,"21713"
"DOE0049","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Harbor East",,,,"Commercial",,"Electric","Public Facility",,,"Public; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"21201"
"DOE0050","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"FEAT",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20715"
"DOE0051","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Walgreens - Clarksville, MD #10539",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,,,"21029"
"EV002315","Maryland Electric Vehicle Excise Tax Credit",,"Tax Credit",,,"1000","25000","Residential","Electric",,,"2831.86","25.23185841",,,,,,"20770"
"DOE0052","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"OAK CREST",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21206"
"DOE0053","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"RICE",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20715"
"DOE0054","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"MTA",,,,"State Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21209"
"DOE0057","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Hagerstown Premium Outlets - Tesla",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21740"
"DOE0058","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"The Fitzgerald Parking Garage",,,,"Commercial",,"Electric","Public Facility",,,"Public; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"21247"
"DOE0059","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"CHARLES COUNTY",,,,"Local Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20664"
"DOE0060","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"MICA",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21217"
"DOE0061","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"UM PTS",,,,"State Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21201"
"DOE0062","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"UNDER ARMOUR",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21230"
"DOE0063","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"SHIRLEN BDG",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21015"
"DOE0064","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"JBG-Fishers Lane - Rockville MD",,,,"Commercial",,"Electric","Public Facility",,,"Public; MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours",,,,,"20852"
"DOE0065","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"BAKE",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20715"
"DOE0067","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"350GREEN",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21128"
"DOE0068","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"11200 Rockville Pike",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20852"
"DOE0069","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"NORTHWEST BMW",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21117"
"DOE0070","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"PELL",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20715"
"DOE0072","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"NAVY EXCHANGE",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21402"
"DOE0073","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Washington Blvd",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20878"
"DOE0074","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"CARCHARGING",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20850"
"DOE0075","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Baltimore Washington Medical Center",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21061"
"DOE0076","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"TRANSPORTATION",,,,"State Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21217"
"DOE0077","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"U-Haul",,,,"Commercial",,"LPG","Public Facility",,,"Public; 7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",,,,,"20782"
"DOE0078","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Passport Nissan Marlow Heights",,,,"Commercial",,"Electric","Public Facility",,,"Public - Call ahead; Dealership business hours",,,,,"20746"
"DOE0081","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"BMW CATONSVILLE",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21228"
"DOE0083","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"BALTCO REV AUTH",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21204"
"DOE0084","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"TOWSON",,,,"State Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21252"
"DOE0085","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"UM PTS",,,,"State Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21201"
"DOE0086","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"COLUMBIA ASSOC",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21045"
"DOE0087","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Walgreens - Glen Burnie, MD #7554",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,,,"21061"
"DOE0126","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"CMT",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21117"
"DOE0089","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Walgreens - Baltimore, MD #5331",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,,,"21244"
"DOE0091","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"CENTRAL GARAGE",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20814"
"DOE0093","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"UMD COLLEGEPARK",,,,"State Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20740"
"DOE0094","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"350GREEN",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21244"
"DOE0095","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Walgreens - Glen Burnie, MD #9028",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,,,"21061"
"DOE0096","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"BALTIMORE CITY",,,,"Local Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21201"
"DOE0097","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"UMD COLLEGEPARK",,,,"State Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20740"
"DOE0099","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Len Stoler Nissan",,,,"Commercial",,"Electric","Public Facility",,,"Public - Call ahead; Dealership business hours",,,,,"21117"
"DOE0100","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Bob Bell Nissan",,,,"Commercial",,"Electric","Public Facility",,,"Public - Call ahead; Dealership business hours",,,,,"21224"
"DOE0102","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Antwerpen Nissan - Clarksville",,,,"Commercial",,"Electric","Public Facility",,,"Public - Call ahead; Dealership business hours",,,,,"21029"
"DOE0103","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"The Frederick Motor Company - Ford",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21702"
"DOE0105","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"COLUMBIA ASSOC",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21029"
"DOE0106","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Potomac Sunoco",,,,"Commercial",,"E85","Public Facility",,,"Public; 24 hours daily",,,,,"20854"
"DOE0107","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"SHA - Hartford County",,,,"State Government",,"Electric","Public Facility",,,"Public; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"21017"
"DOE0108","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Chesapeake Building",,,,"Commercial",,"Electric","Public Facility",,,"Public; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20742"
"DOE0111","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Old Farm Court Charger",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21060"
"DOE0112","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Pohanka Nissan - Salisbury",,,,"Commercial",,"Electric","Public Facility",,,"Public - Call ahead; Dealership business hours",,,,,"21801"
"DOE0113","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Turner Hall Visitor Center",,,,"Commercial",,"Electric","Public Facility",,,"Public; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"20742"
"DOE0116","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Fox Chapel Sunoco",,,,"Commercial",,"E85","Public Facility",,,"Public; 6am-10pm daily",,,,,"20876"
"DOE0117","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"AP HOTEL GARAGE",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21076"
"DOE0118","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"U-Haul",,,,"Commercial",,"LPG","Public Facility",,,"Public; 7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",,,,,"21215"
"DOE0223","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"BGE Lord Baltimore Building",,,,"Commercial",,"Electric","Public Facility",,,"Public; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"21244"
"DOE0119","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Johns Hopkins - Bayview",,,,"Commercial",,"Electric","Public Facility",,,"Public - Card key at all times; MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours",,,,,"21224"
"DOE0120","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"Municipal Garage",,,,"Local Government",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21202"
"DOE0121","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"CEC",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21663"
"DOE0122","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"First Field Shopping Ctr Regency",,,,"Commercial",,"Electric","Public Facility",,,"Public; MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours",,,,,"20878"
"DOE0123","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"BALTCO REV AUTH",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"21204"
"DOE0124","DOE Charging and Fueling Stations","http://www.afdc.energy.gov/locator/stations/",,"NSA STATION",,,,"Commercial",,"Electric","Public Facility",,,"Public; 24 hours daily",,,,,"20755"
