"fiscal_year","recipient","program_name_level_one","program_name_level_two","program_name_level_three","approved_amount","loan_guarantee_amount","total_project_costs","new_jobs","retained_jobs","promised_trainees","maryland_local_hires_film","number_of_maryland_businesses","employment_reporting_required","naics_code","address","county","city","state","zip","incentive_type"
"2016","CACI Technologies, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"115492.65",,"2201216",,,,,,,"541512",,"Anne Arundel",,,,"Tax credit"
"2016","Calmi Electrical Company, Inc.","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","250000",,,"4","21",,,,,"238212",,"Baltimore City",,,,"Loan/grant"
"2016","Capitol Concrete & Landscape, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","8000",,,,,,,,,"236220",,"Howard",,,,"Loan/grant"
"2016","Capitol Concrete & Landscape, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","15000",,,,,,,,,"236220",,"Howard",,,,"Loan/grant"
"2016","Capitol Concrete & Landscape, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","75000",,,,,,,,,"236220",,"Howard",,,,"Loan/grant"
"2016","Cardinal Engineering, LLC","Research and Development Tax Credit","R&D Tax Credit",,"339.8125",,"30056",,,,,,,"541330",,"Anne Arundel",,,,"Tax credit"
"2016","Cardinal Scientific, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"1981.74",,"3431.80","8",,,,,,"541330",,"Charles",,,,"Tax credit"
"2016","Carleton Technologies, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"17861.83",,"1975792",,,,,,,"336410",,"Carroll",,,,"Tax credit"
"2016","Carter Control Systems, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"2340.47",,"337475",,,,,,,"334410",,"Frederick",,,,"Tax credit"
"2016","Castle Communications, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"3968.60",,"654714",,,,,,,"454110",,"Baltimore",,,,"Tax credit"
"2016","Celebrate Us Gift Baskets","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Meridian Management Group","2500",,,"1","1",,,,,"453220",,"Baltimore City",,,,"Loan/grant"
"2016","Cellphire, Inc.","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"400000",,,"3","25",,,,,"541711",,"Montgomery",,,,"Tax credit"
"2016","Centrexion Therapeutics Corporation","Research and Development Tax Credit","R&D Tax Credit",,"21773.42",,"2160844",,,,,,,"325412",,"Baltimore City",,,,"Tax credit"
"2016","Cerecor, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"17984.61",,"2516036",,,,,,,"325412",,"Baltimore City",,,,"Tax credit"
"2016","Charles County, County Commiss","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 3","MEDAAF-3 Cond. Grant","50000",,"133000",,,,,,,"921120",,"Charles",,,,"Loan/Grant"
"2016","Charm City Meadworks LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"13720.32",,"65146.10",,"4",,,,,"312130",,"Baltimore",,,,"Tax credit"
"2016","Chateau Bu-De II, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"26541.02",,"126020.70",,,,,,,"111332",,"Cecil",,,,"Tax credit"
"2016","Chateau Bu-De, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"13501.40",,"64106.62",,,,,,,"312130",,"Cecil",,,,"Tax credit"
"2016","CheckFree Services Corporation","Research and Development Tax Credit","R&D Tax Credit",,"21666.97",,"2594645",,,,,,,"518210",,"Baltimore",,,,"Tax credit"
"2016","Chesapeake Contracting Group, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"8973.44",,"1354620",,,,,,,"238990",,"Baltimore",,,,"Tax credit"
"2016","Chesapeake Specialty Products","Export Maryland Grant","Export Maryland",,"10000",,,"4",,,,,,"327910",,"Baltimore City",,,,"Loan/grant"
"2016","Chesapeake Testing Systems","Export Maryland Grant","Export Maryland",,"5000",,,"6",,,,,,"541330",,"Harford",,,,"Loan/grant"
"2016","Cisco Systems, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"266038.49",,"37937191",,,,,,,"334118",,"Howard",,,,"Tax credit"
"2016","Clatter, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","120208",,"24375","4",,,,,,"722513",,"Allegany",,,,"Loan/grant"
"2016","Clear Guide Medical, Inc.","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"240000",,,,"8",,,,,"334510",,"Baltimore City",,,,"Tax credit"
"2016","Clearedge IT Solutions, LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"38656.46",,"127988.80","72",,,,,,"541600",,"Howard",,,,"Tax credit"
"2016","Clearshark, LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"6062.21",,"10498","25",,,,,,"541513",,"Anne Arundel",,,,"Tax credit"
"2016","Climate Decision","Export Maryland Grant","Export Maryland",,"10000",,,"2",,,,,,"541620",,"Montgomery",,,,"Loan/grant"
"2016","Clovelly Vineyard, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"9826.05",,"46655.55",,,,,,,"312130",,"Kent",,,,"Tax credit"
"2016","Cobham Advanced Electronic Solutions, Inc. (FAK Sensor and Antenna Systems, Lansdale, Inc.)","Research and Development Tax Credit","R&D Tax Credit",,"5938.34",,"1314687",,,,,,,"334511",,"Baltimore City",,,,"Tax credit"
"2016","College Scooters, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Meridian Management Group","45000",,,,"6",,,,,"441228",,"Wicomico",,,,"Loan/grant"
"2016","Colonial Metals, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"24360.12",,"3804594",,,,,,,"331400",,"Cecil",,,,"Tax credit"
"2016","Columbia Manufacturing Corporation","Research and Development Tax Credit","R&D Tax Credit",,"1495.42",,"276849",,,,,,,"332321",,"Anne Arundel",,,,"Tax credit"
"2016","Comtech Telecommunications Corp.","Research and Development Tax Credit","R&D Tax Credit",,"3296.11",,"787831",,,,,,,"517919",,"Montgomery",,,,"Tax credit"
"2016","Concur Technologies, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"292.3107",,"67698",,,,,,,"541519",,"Montgomery",,,,"Tax credit"
"2016","Connections Education, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"13937.35",,"3294301",,,,,,,"611110",,"Baltimore City",,,,"Tax credit"
"2016","Conquest Systems, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"390.5221",,"93342",,,,,,,"541511",,"Montgomery",,,,"Tax credit"
"2016","Consortium Health Plans, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"852.5742",,"203781",,,,,,,"561110",,"Howard",,,,"Tax credit"
"2016","ConverGene LLC","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"135500",,,,"12",,,,,"424410",,"Montgomery",,,,"Tax credit"
"2016","Cook Winery Holdings LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"4377.69",,"20785.94",,"2",,,,,"111332",,"Howard",,,,"Tax credit"
"2016","Cookies n Milk","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Maryland Capital Enterprises","200000",,,,"15",,,,,"311813",,"Howard",,,,"Loan/grant"
"2016","Cool Ridge Vineyard","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"9716.42",,"46135",,"3",,,,,"111332",,"Washington",,,,"Tax credit"
"2016","CoolTech LLC","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"317500",,,,,,,,,"541711",,"Baltimore City",,,,"Tax credit"
"2016","County Line Auto Repairs, Inc.","Maryland Economic Adjustment Fund (MEAF)","MEAF Loan","MEAF Fed Loan","175000",,"155500","3","2",,,,,"811111",,"Wicomico",,,,"Loan/grant"
"2016","CPP Construction Company","Research and Development Tax Credit","R&D Tax Credit",,"2505.75",,"598920",,,,,,,"236115",,"Montgomery",,,,"Tax credit"
"2016","Creatv MicroTech, Inc.","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"387500",,,"1","2",,,,,"541380",,"Montgomery",,,,"Tax credit"
"2016","Cresaptown Automotive Machine","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","100000",,"10000","1","3",,,,,"441110",,"Allegany",,,,"Loan/grant"
"2016","Cristal USA, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"65934.07",,"12927656",,,,,,,"325900",,"Multiple",,,,"Tax credit"
"2016","Critical Resources Group, LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"6062.21",,"10498","48",,,,,,"541330",,"Anne Arundel",,,,"Tax credit"
"2016","Crow Vineyard & Winery LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"16765.76",,"79606.28",,"10",,,,,"312130",,"Kent",,,,"Tax credit"
"2016","CRW & Associates, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Contract Financing Program","MSBDFA Contract Financing Direct","100000",,"100000","5","2",,,,,"541611",,"Prince George's",,,,"Loan/grant"
"2016","Cryptonite LLC","Cybersecurity Investment Incentive Tax Credit (CIITC)","Cyber Tax Credit",,"225000",,,,"8",,,,,"541511",,"Montgomery",,,,"Tax credit"
"2016","CTIS, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"1421.69",,"339810",,,,,,,"541511",,"Montgomery",,,,"Tax credit"
"2016","Custom Cable Solutions, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"1603.13",,"321867",,,,,,,"334419",,"Wicomico",,,,"Tax credit"
"2016","Cyber Point International, LLC","Research and Development Tax Credit","R&D Tax Credit",,"22120.77",,"4512781",,,,,,,"541511",,"Baltimore City",,,,"Tax credit"
"2016","Cycles West","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore Development Corporation","60000",,"150000","5",,,,,,"441228",,"Baltimore",,,,"Loan/grant"
"2016","Cytec Engineered Materials, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"17260.61",,"3205387",,,,,,,"325100",,"Harford",,,,"Tax credit"
"2016","D&U, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/FSC First","60000",,"70000","6","3",,,,,"722515",,"Baltimore City",,,,"Loan/grant"
"2016","Dakota Consulting, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"11516.33",,"1813865",,,,,,,"541990",,"Montgomery",,,,"Tax credit"
"2016","DataDirect Networks, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"29180.67",,"5298616",,,,,,,"541511",,"Howard",,,,"Tax credit"
"2016","Decision Software, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"5831.94",,"1025836",,,,,,,"511210",,"Prince George's",,,,"Tax credit"
"2016","Delaware Elevator Manufacturing","Export Maryland Grant","Export Maryland",,"5000",,,"24",,,,,,"238292",,"Wicomico",,,,"Loan/grant"
"2016","Delights By Mina, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","11000",,,,,,,,,"722511",,"Baltimore City",,,,"Loan/grant"
