"date","gender","age_group","visn_description","visn","veterans"
"2020-09-30T00:00:00.000","Female","45-64","VA Mid South Healthcare Network","9","35291"
"2020-09-30T00:00:00.000","Female","45-64","VA VISN 10 Serving Indiana, Michigan","10","62892"
"2020-09-30T00:00:00.000","Female","45-64","VA Great Lakes Health Care System","12","31902"
"2020-09-30T00:00:00.000","Female","45-64","VA Heartland Network","15","29393"
"2020-09-30T00:00:00.000","Female","45-64","South Central VA Health Care Network","16","58382"
"2020-09-30T00:00:00.000","Female","45-64","VA Heart of Texas Health Care Network","17","60841"
"2020-09-30T00:00:00.000","Female","45-64","Rocky Mountain Network","19","42135"
"2020-09-30T00:00:00.000","Female","45-64","Northwest Network","20","44745"
"2020-09-30T00:00:00.000","Female","45-64","Sierra Pacific Network","21","41291"
"2020-09-30T00:00:00.000","Female","45-64","Desert Pacific Healthcare Network","22","61708"
"2020-09-30T00:00:00.000","Female","45-64","VA Midwest Health Care Network","23","30734"
"2020-09-30T00:00:00.000","Female","65-84","VA New England Healthcare System","1","12805"
"2020-09-30T00:00:00.000","Female","65-84","NY/NJ VA Health Care Network","2","14230"
"2020-09-30T00:00:00.000","Female","65-84","VA Healthcare - VISN 4","4","14819"
"2020-09-30T00:00:00.000","Female","65-84","VA Capitol Health Care Network","5","15563"
"2020-09-30T00:00:00.000","Female","65-84","VA Mid-Atlantic Health Care Network","6","23024"
"2020-09-30T00:00:00.000","Female","65-84","VA Southeast Network","7","25163"
"2020-09-30T00:00:00.000","Female","65-84","VA Sunshine Healthcare Network","8","29715"
"2020-09-30T00:00:00.000","Female","65-84","VA Mid South Healthcare Network","9","14356"
"2020-09-30T00:00:00.000","Female","65-84","VA VISN 10 Serving Indiana, Michigan","10","23074"
"2020-09-30T00:00:00.000","Female","65-84","VA Great Lakes Health Care System","12","11416"
"2020-09-30T00:00:00.000","Female","65-84","VA Heartland Network","15","11934"
"2020-09-30T00:00:00.000","Female","65-84","South Central VA Health Care Network","16","22286"
"2020-09-30T00:00:00.000","Female","65-84","VA Heart of Texas Health Care Network","17","23664"
"2020-09-30T00:00:00.000","Female","65-84","Rocky Mountain Network","19","16878"
"2020-09-30T00:00:00.000","Female","65-84","Northwest Network","20","19114"
"2020-09-30T00:00:00.000","Female","65-84","Sierra Pacific Network","21","19636"
"2020-09-30T00:00:00.000","Female","65-84","Desert Pacific Healthcare Network","22","30628"
"2020-09-30T00:00:00.000","Female","65-84","VA Midwest Health Care Network","23","12760"
"2020-09-30T00:00:00.000","Female","85+","VA New England Healthcare System","1","2645"
"2020-09-30T00:00:00.000","Female","85+","NY/NJ VA Health Care Network","2","2604"
"2020-09-30T00:00:00.000","Female","85+","VA Healthcare - VISN 4","4","2697"
"2020-09-30T00:00:00.000","Female","85+","VA Capitol Health Care Network","5","1481"
"2020-09-30T00:00:00.000","Female","85+","VA Mid-Atlantic Health Care Network","6","2675"
"2020-09-30T00:00:00.000","Female","85+","VA Southeast Network","7","2244"
"2020-09-30T00:00:00.000","Female","85+","VA Sunshine Healthcare Network","8","3873"
"2020-09-30T00:00:00.000","Female","85+","VA Mid South Healthcare Network","9","1330"
"2020-09-30T00:00:00.000","Female","85+","VA VISN 10 Serving Indiana, Michigan","10","3798"
"2020-09-30T00:00:00.000","Female","85+","VA Great Lakes Health Care System","12","2551"
"2020-09-30T00:00:00.000","Female","85+","VA Heartland Network","15","2541"
"2020-09-30T00:00:00.000","Female","85+","South Central VA Health Care Network","16","2269"
"2020-09-30T00:00:00.000","Female","85+","VA Heart of Texas Health Care Network","17","2235"
"2020-09-30T00:00:00.000","Female","85+","Rocky Mountain Network","19","2532"
"2020-09-30T00:00:00.000","Female","85+","Northwest Network","20","2790"
"2020-09-30T00:00:00.000","Female","85+","Sierra Pacific Network","21","4109"
"2020-09-30T00:00:00.000","Female","85+","Desert Pacific Healthcare Network","22","4620"
"2020-09-30T00:00:00.000","Female","85+","VA Midwest Health Care Network","23","2306"
"2020-09-30T00:00:00.000","Male","17-44","VA New England Healthcare System","1","113274"
"2020-09-30T00:00:00.000","Male","17-44","NY/NJ VA Health Care Network","2","147138"
"2020-09-30T00:00:00.000","Male","17-44","VA Healthcare - VISN 4","4","131425"
"2020-09-30T00:00:00.000","Male","17-44","VA Capitol Health Care Network","5","128604"
"2020-09-30T00:00:00.000","Male","17-44","VA Mid-Atlantic Health Care Network","6","213937"
"2020-09-30T00:00:00.000","Male","17-44","VA Southeast Network","7","225667"
"2020-09-30T00:00:00.000","Male","17-44","VA Sunshine Healthcare Network","8","196128"
"2020-09-30T00:00:00.000","Male","17-44","VA Mid South Healthcare Network","9","130365"
"2020-09-30T00:00:00.000","Male","17-44","VA VISN 10 Serving Indiana, Michigan","10","227264"
"2020-09-30T00:00:00.000","Male","17-44","VA Great Lakes Health Care System","12","138448"
"2020-09-30T00:00:00.000","Male","17-44","VA Heartland Network","15","120261"
"2020-09-30T00:00:00.000","Male","17-44","South Central VA Health Care Network","16","228638"
"2020-09-30T00:00:00.000","Male","17-44","VA Heart of Texas Health Care Network","17","252505"
"2020-09-30T00:00:00.000","Male","17-44","Rocky Mountain Network","19","189192"
"2020-09-30T00:00:00.000","Male","17-44","Northwest Network","20","176864"
"2020-09-30T00:00:00.000","Male","17-44","Sierra Pacific Network","21","178665"
"2020-09-30T00:00:00.000","Male","17-44","Desert Pacific Healthcare Network","22","300503"
"2020-09-30T00:00:00.000","Male","17-44","VA Midwest Health Care Network","23","133401"
"2020-09-30T00:00:00.000","Male","45-64","VA New England Healthcare System","1","229097"
"2020-09-30T00:00:00.000","Male","45-64","NY/NJ VA Health Care Network","2","271999"
"2020-09-30T00:00:00.000","Male","45-64","VA Healthcare - VISN 4","4","268488"
"2020-09-30T00:00:00.000","Male","45-64","VA Capitol Health Care Network","5","240002"
"2020-09-30T00:00:00.000","Male","45-64","VA Mid-Atlantic Health Care Network","6","357552"
"2020-09-30T00:00:00.000","Male","45-64","VA Southeast Network","7","416374"
"2020-09-30T00:00:00.000","Male","45-64","VA Sunshine Healthcare Network","8","405587"
"2020-09-30T00:00:00.000","Male","45-64","VA Mid South Healthcare Network","9","242528"
"2020-09-30T00:00:00.000","Male","45-64","VA VISN 10 Serving Indiana, Michigan","10","474426"
"2020-09-30T00:00:00.000","Male","45-64","VA Great Lakes Health Care System","12","237130"
"2020-09-30T00:00:00.000","Male","45-64","VA Heartland Network","15","208423"
"2020-09-30T00:00:00.000","Male","45-64","South Central VA Health Care Network","16","374345"
"2020-09-30T00:00:00.000","Male","45-64","VA Heart of Texas Health Care Network","17","353988"
"2020-09-30T00:00:00.000","Male","45-64","Rocky Mountain Network","19","274197"
"2020-09-30T00:00:00.000","Male","45-64","Northwest Network","20","291377"
"2020-09-30T00:00:00.000","Male","45-64","Sierra Pacific Network","21","302238"
"2020-09-30T00:00:00.000","Male","45-64","Desert Pacific Healthcare Network","22","434429"
"2020-09-30T00:00:00.000","Male","45-64","VA Midwest Health Care Network","23","235059"
"2020-09-30T00:00:00.000","Male","65-84","VA New England Healthcare System","1","312793"
"2020-09-30T00:00:00.000","Male","65-84","NY/NJ VA Health Care Network","2","378096"
"2020-09-30T00:00:00.000","Male","65-84","VA Healthcare - VISN 4","4","380076"
"2020-09-30T00:00:00.000","Male","65-84","VA Capitol Health Care Network","5","248619"
"2020-09-30T00:00:00.000","Male","65-84","VA Mid-Atlantic Health Care Network","6","390906"
"2020-09-30T00:00:00.000","Male","65-84","VA Southeast Network","7","446953"
"2020-09-30T00:00:00.000","Male","65-84","VA Sunshine Healthcare Network","8","599651"
"2020-09-30T00:00:00.000","Male","65-84","VA Mid South Healthcare Network","9","287381"
"2020-09-30T00:00:00.000","Male","65-84","VA VISN 10 Serving Indiana, Michigan","10","608786"
"2020-09-30T00:00:00.000","Male","65-84","VA Great Lakes Health Care System","12","327661"
"2020-09-30T00:00:00.000","Male","65-84","VA Heartland Network","15","267015"
"2020-09-30T00:00:00.000","Male","65-84","South Central VA Health Care Network","16","422724"
"2020-09-30T00:00:00.000","Male","65-84","VA Heart of Texas Health Care Network","17","373084"
"2020-09-30T00:00:00.000","Male","65-84","Rocky Mountain Network","19","334193"
"2020-09-30T00:00:00.000","Male","65-84","Northwest Network","20","382777"
"2020-09-30T00:00:00.000","Male","65-84","Sierra Pacific Network","21","408036"
"2020-09-30T00:00:00.000","Male","65-84","Desert Pacific Healthcare Network","22","594972"
"2020-09-30T00:00:00.000","Male","65-84","VA Midwest Health Care Network","23","319013"
"2020-09-30T00:00:00.000","Male","85+","VA New England Healthcare System","1","77744"
"2020-09-30T00:00:00.000","Male","85+","NY/NJ VA Health Care Network","2","106876"
"2020-09-30T00:00:00.000","Male","85+","VA Healthcare - VISN 4","4","92523"
"2020-09-30T00:00:00.000","Male","85+","VA Capitol Health Care Network","5","48969"
"2020-09-30T00:00:00.000","Male","85+","VA Mid-Atlantic Health Care Network","6","71453"
"2020-09-30T00:00:00.000","Male","85+","VA Southeast Network","7","73098"
"2020-09-30T00:00:00.000","Male","85+","VA Sunshine Healthcare Network","8","135582"
"2020-09-30T00:00:00.000","Male","85+","VA Mid South Healthcare Network","9","48669"
"2020-09-30T00:00:00.000","Male","85+","VA VISN 10 Serving Indiana, Michigan","10","119798"
"2020-09-30T00:00:00.000","Male","85+","VA Great Lakes Health Care System","12","73088"
"2020-09-30T00:00:00.000","Male","85+","VA Heartland Network","15","55126"
"2020-09-30T00:00:00.000","Male","85+","South Central VA Health Care Network","16","72992"
"2020-09-30T00:00:00.000","Male","85+","VA Heart of Texas Health Care Network","17","66438"
"2020-09-30T00:00:00.000","Male","85+","Rocky Mountain Network","19","62533"
"2020-09-30T00:00:00.000","Male","85+","Northwest Network","20","62809"
"2020-09-30T00:00:00.000","Male","85+","Sierra Pacific Network","21","87003"
"2020-09-30T00:00:00.000","Male","85+","Desert Pacific Healthcare Network","22","125163"
"2020-09-30T00:00:00.000","Male","85+","VA Midwest Health Care Network","23","73063"
"2021-09-30T00:00:00.000","Female","17-44","VA New England Healthcare System","1","21718"
"2021-09-30T00:00:00.000","Female","17-44","NY/NJ VA Health Care Network","2","29842"
"2021-09-30T00:00:00.000","Female","17-44","VA Healthcare - VISN 4","4","27556"
"2021-09-30T00:00:00.000","Female","17-44","VA Capitol Health Care Network","5","35162"
"2021-09-30T00:00:00.000","Female","17-44","VA Mid-Atlantic Health Care Network","6","63952"
"2021-09-30T00:00:00.000","Female","17-44","VA Southeast Network","7","68326"
"2021-09-30T00:00:00.000","Female","17-44","VA Sunshine Healthcare Network","8","50839"
"2021-09-30T00:00:00.000","Female","17-44","VA Mid South Healthcare Network","9","28056"
"2021-09-30T00:00:00.000","Female","17-44","VA VISN 10 Serving Indiana, Michigan","10","45579"
"2021-09-30T00:00:00.000","Female","17-44","VA Great Lakes Health Care System","12","30401"
"2021-09-30T00:00:00.000","Female","17-44","VA Heartland Network","15","25730"
"2021-09-30T00:00:00.000","Female","17-44","South Central VA Health Care Network","16","57451"
"2021-09-30T00:00:00.000","Female","17-44","VA Heart of Texas Health Care Network","17","64834"
"2021-09-30T00:00:00.000","Female","17-44","Rocky Mountain Network","19","41876"
"2021-09-30T00:00:00.000","Female","17-44","Northwest Network","20","39009"
"2021-09-30T00:00:00.000","Female","17-44","Sierra Pacific Network","21","39984"
"2021-09-30T00:00:00.000","Female","17-44","Desert Pacific Healthcare Network","22","63997"
"2021-09-30T00:00:00.000","Female","17-44","VA Midwest Health Care Network","23","27681"
"2021-09-30T00:00:00.000","Female","45-64","VA New England Healthcare System","1","28828"
"2021-09-30T00:00:00.000","Female","45-64","NY/NJ VA Health Care Network","2","34123"
"2021-09-30T00:00:00.000","Female","45-64","VA Healthcare - VISN 4","4","35778"
"2021-09-30T00:00:00.000","Female","45-64","VA Capitol Health Care Network","5","48481"
"2021-09-30T00:00:00.000","Female","45-64","VA Mid-Atlantic Health Care Network","6","69290"
"2021-09-30T00:00:00.000","Female","45-64","VA Southeast Network","7","77388"
"2021-09-30T00:00:00.000","Female","45-64","VA Sunshine Healthcare Network","8","66731"
"2021-09-30T00:00:00.000","Female","45-64","VA Mid South Healthcare Network","9","35094"
"2021-09-30T00:00:00.000","Female","45-64","VA VISN 10 Serving Indiana, Michigan","10","62128"
"2021-09-30T00:00:00.000","Female","45-64","VA Great Lakes Health Care System","12","31546"
"2021-09-30T00:00:00.000","Female","45-64","VA Heartland Network","15","29005"
"2021-09-30T00:00:00.000","Female","45-64","South Central VA Health Care Network","16","58658"
"2021-09-30T00:00:00.000","Female","45-64","VA Heart of Texas Health Care Network","17","61709"
"2021-09-30T00:00:00.000","Female","45-64","Rocky Mountain Network","19","41776"
"2021-09-30T00:00:00.000","Female","45-64","Northwest Network","20","44032"
"2021-09-30T00:00:00.000","Female","45-64","Sierra Pacific Network","21","40597"
"2021-09-30T00:00:00.000","Female","45-64","Desert Pacific Healthcare Network","22","60720"
"2021-09-30T00:00:00.000","Female","45-64","VA Midwest Health Care Network","23","30371"
"2021-09-30T00:00:00.000","Female","65-84","VA New England Healthcare System","1","13576"
"2021-09-30T00:00:00.000","Female","65-84","NY/NJ VA Health Care Network","2","14546"
"2021-09-30T00:00:00.000","Female","65-84","VA Healthcare - VISN 4","4","15760"
"2021-09-30T00:00:00.000","Female","65-84","VA Capitol Health Care Network","5","16816"
"2021-09-30T00:00:00.000","Female","65-84","VA Mid-Atlantic Health Care Network","6","25115"
"2021-09-30T00:00:00.000","Female","65-84","VA Southeast Network","7","27611"
"2021-09-30T00:00:00.000","Female","65-84","VA Sunshine Healthcare Network","8","31873"
"2021-09-30T00:00:00.000","Female","65-84","VA Mid South Healthcare Network","9","15356"
"2021-09-30T00:00:00.000","Female","65-84","VA VISN 10 Serving Indiana, Michigan","10","24781"
"2021-09-30T00:00:00.000","Female","65-84","VA Great Lakes Health Care System","12","12216"
"2021-09-30T00:00:00.000","Female","65-84","VA Heartland Network","15","12710"
"2021-09-30T00:00:00.000","Female","65-84","South Central VA Health Care Network","16","24100"
"2021-09-30T00:00:00.000","Female","65-84","VA Heart of Texas Health Care Network","17","25380"
"2021-09-30T00:00:00.000","Female","65-84","Rocky Mountain Network","19","18265"
"2021-09-30T00:00:00.000","Female","65-84","Northwest Network","20","20802"
"2021-09-30T00:00:00.000","Female","65-84","Sierra Pacific Network","21","20436"
"2021-09-30T00:00:00.000","Female","65-84","Desert Pacific Healthcare Network","22","32634"
"2021-09-30T00:00:00.000","Female","65-84","VA Midwest Health Care Network","23","13578"
"2021-09-30T00:00:00.000","Female","85+","VA New England Healthcare System","1","2561"
"2021-09-30T00:00:00.000","Female","85+","NY/NJ VA Health Care Network","2","2825"
"2021-09-30T00:00:00.000","Female","85+","VA Healthcare - VISN 4","4","2527"
"2021-09-30T00:00:00.000","Female","85+","VA Capitol Health Care Network","5","1424"
"2021-09-30T00:00:00.000","Female","85+","VA Mid-Atlantic Health Care Network","6","2666"
"2021-09-30T00:00:00.000","Female","85+","VA Southeast Network","7","2187"
"2021-09-30T00:00:00.000","Female","85+","VA Sunshine Healthcare Network","8","3835"
"2021-09-30T00:00:00.000","Female","85+","VA Mid South Healthcare Network","9","1334"
"2021-09-30T00:00:00.000","Female","85+","VA VISN 10 Serving Indiana, Michigan","10","3496"
"2021-09-30T00:00:00.000","Female","85+","VA Great Lakes Health Care System","12","2283"
"2021-09-30T00:00:00.000","Female","85+","VA Heartland Network","15","2411"
"2021-09-30T00:00:00.000","Female","85+","South Central VA Health Care Network","16","2131"
"2021-09-30T00:00:00.000","Female","85+","VA Heart of Texas Health Care Network","17","2204"
"2021-09-30T00:00:00.000","Female","85+","Rocky Mountain Network","19","2377"
"2021-09-30T00:00:00.000","Female","85+","Northwest Network","20","2495"
"2021-09-30T00:00:00.000","Female","85+","Sierra Pacific Network","21","3940"
"2021-09-30T00:00:00.000","Female","85+","Desert Pacific Healthcare Network","22","4343"
"2021-09-30T00:00:00.000","Female","85+","VA Midwest Health Care Network","23","2126"
"2021-09-30T00:00:00.000","Male","17-44","VA New England Healthcare System","1","112218"
"2021-09-30T00:00:00.000","Male","17-44","NY/NJ VA Health Care Network","2","144182"
"2021-09-30T00:00:00.000","Male","17-44","VA Healthcare - VISN 4","4","129450"
"2021-09-30T00:00:00.000","Male","17-44","VA Capitol Health Care Network","5","128198"
"2021-09-30T00:00:00.000","Male","17-44","VA Mid-Atlantic Health Care Network","6","216615"
"2021-09-30T00:00:00.000","Male","17-44","VA Southeast Network","7","227760"
"2021-09-30T00:00:00.000","Male","17-44","VA Sunshine Healthcare Network","8","197282"
"2021-09-30T00:00:00.000","Male","17-44","VA Mid South Healthcare Network","9","131271"
"2021-09-30T00:00:00.000","Male","17-44","VA VISN 10 Serving Indiana, Michigan","10","226917"
"2021-09-30T00:00:00.000","Male","17-44","VA Great Lakes Health Care System","12","137650"
"2021-09-30T00:00:00.000","Male","17-44","VA Heartland Network","15","120107"
"2021-09-30T00:00:00.000","Male","17-44","South Central VA Health Care Network","16","227669"
"2021-09-30T00:00:00.000","Male","17-44","VA Heart of Texas Health Care Network","17","254058"
"2021-09-30T00:00:00.000","Male","17-44","Rocky Mountain Network","19","190144"
"2021-09-30T00:00:00.000","Male","17-44","Northwest Network","20","178718"
"2021-09-30T00:00:00.000","Male","17-44","Sierra Pacific Network","21","176740"
"2021-09-30T00:00:00.000","Male","17-44","Desert Pacific Healthcare Network","22","299779"
"2021-09-30T00:00:00.000","Male","17-44","VA Midwest Health Care Network","23","132274"
"2021-09-30T00:00:00.000","Male","45-64","VA New England Healthcare System","1","217544"
"2021-09-30T00:00:00.000","Male","45-64","NY/NJ VA Health Care Network","2","257538"
"2021-09-30T00:00:00.000","Male","45-64","VA Healthcare - VISN 4","4","256384"
"2021-09-30T00:00:00.000","Male","45-64","VA Capitol Health Care Network","5","231606"
"2021-09-30T00:00:00.000","Male","45-64","VA Mid-Atlantic Health Care Network","6","346703"
"2021-09-30T00:00:00.000","Male","45-64","VA Southeast Network","7","404075"
"2021-09-30T00:00:00.000","Male","45-64","VA Sunshine Healthcare Network","8","394250"
"2021-09-30T00:00:00.000","Male","45-64","VA Mid South Healthcare Network","9","234491"
"2021-09-30T00:00:00.000","Male","45-64","VA VISN 10 Serving Indiana, Michigan","10","453767"
"2021-09-30T00:00:00.000","Male","45-64","VA Great Lakes Health Care System","12","225945"
"2021-09-30T00:00:00.000","Male","45-64","VA Heartland Network","15","199935"
"2021-09-30T00:00:00.000","Male","45-64","South Central VA Health Care Network","16","363326"
"2021-09-30T00:00:00.000","Male","45-64","VA Heart of Texas Health Care Network","17","346661"
"2021-09-30T00:00:00.000","Male","45-64","Rocky Mountain Network","19","265913"
"2021-09-30T00:00:00.000","Male","45-64","Northwest Network","20","280608"
"2021-09-30T00:00:00.000","Male","45-64","Sierra Pacific Network","21","289024"
"2021-09-30T00:00:00.000","Male","45-64","Desert Pacific Healthcare Network","22","417300"
"2021-09-30T00:00:00.000","Male","45-64","VA Midwest Health Care Network","23","225392"
"2021-09-30T00:00:00.000","Male","65-84","VA New England Healthcare System","1","303370"
"2021-09-30T00:00:00.000","Male","65-84","NY/NJ VA Health Care Network","2","362992"
"2021-09-30T00:00:00.000","Male","65-84","VA Healthcare - VISN 4","4","368191"
"2021-09-30T00:00:00.000","Male","65-84","VA Capitol Health Care Network","5","244125"
"2021-09-30T00:00:00.000","Male","65-84","VA Mid-Atlantic Health Care Network","6","387033"
"2021-09-30T00:00:00.000","Male","65-84","VA Southeast Network","7","443015"
"2021-09-30T00:00:00.000","Male","65-84","VA Sunshine Healthcare Network","8","583739"
"2021-09-30T00:00:00.000","Male","65-84","VA Mid South Healthcare Network","9","284687"
"2021-09-30T00:00:00.000","Male","65-84","VA VISN 10 Serving Indiana, Michigan","10","596362"
"2021-09-30T00:00:00.000","Male","65-84","VA Great Lakes Health Care System","12","317008"
"2021-09-30T00:00:00.000","Male","65-84","VA Heartland Network","15","260678"
"2021-09-30T00:00:00.000","Male","65-84","South Central VA Health Care Network","16","416503"
"2021-09-30T00:00:00.000","Male","65-84","VA Heart of Texas Health Care Network","17","369372"
"2021-09-30T00:00:00.000","Male","65-84","Rocky Mountain Network","19","328535"
"2021-09-30T00:00:00.000","Male","65-84","Northwest Network","20","375237"
"2021-09-30T00:00:00.000","Male","65-84","Sierra Pacific Network","21","395234"
"2021-09-30T00:00:00.000","Male","65-84","Desert Pacific Healthcare Network","22","578242"
"2021-09-30T00:00:00.000","Male","65-84","VA Midwest Health Care Network","23","308992"
"2021-09-30T00:00:00.000","Male","85+","VA New England Healthcare System","1","70986"
"2021-09-30T00:00:00.000","Male","85+","NY/NJ VA Health Care Network","2","97694"
"2021-09-30T00:00:00.000","Male","85+","VA Healthcare - VISN 4","4","85495"
"2021-09-30T00:00:00.000","Male","85+","VA Capitol Health Care Network","5","45084"
"2021-09-30T00:00:00.000","Male","85+","VA Mid-Atlantic Health Care Network","6","66327"
"2021-09-30T00:00:00.000","Male","85+","VA Southeast Network","7","71249"
"2021-09-30T00:00:00.000","Male","85+","VA Sunshine Healthcare Network","8","129840"
"2021-09-30T00:00:00.000","Male","85+","VA Mid South Healthcare Network","9","45344"
"2021-09-30T00:00:00.000","Male","85+","VA VISN 10 Serving Indiana, Michigan","10","110340"
"2021-09-30T00:00:00.000","Male","85+","VA Great Lakes Health Care System","12","68182"
"2021-09-30T00:00:00.000","Male","85+","VA Heartland Network","15","51679"
"2021-09-30T00:00:00.000","Male","85+","South Central VA Health Care Network","16","70230"
"2021-09-30T00:00:00.000","Male","85+","VA Heart of Texas Health Care Network","17","62796"
"2021-09-30T00:00:00.000","Male","85+","Rocky Mountain Network","19","57888"
"2021-09-30T00:00:00.000","Male","85+","Northwest Network","20","59943"
"2021-09-30T00:00:00.000","Male","85+","Sierra Pacific Network","21","80946"
"2021-09-30T00:00:00.000","Male","85+","Desert Pacific Healthcare Network","22","118938"
"2021-09-30T00:00:00.000","Male","85+","VA Midwest Health Care Network","23","68374"
"2022-09-30T00:00:00.000","Female","17-44","VA New England Healthcare System","1","21624"
"2022-09-30T00:00:00.000","Female","17-44","NY/NJ VA Health Care Network","2","29228"
"2022-09-30T00:00:00.000","Female","17-44","VA Healthcare - VISN 4","4","27311"
"2022-09-30T00:00:00.000","Female","17-44","VA Capitol Health Care Network","5","34592"
"2022-09-30T00:00:00.000","Female","17-44","VA Mid-Atlantic Health Care Network","6","63752"
"2022-09-30T00:00:00.000","Female","17-44","VA Southeast Network","7","68269"
"2022-09-30T00:00:00.000","Female","17-44","VA Sunshine Healthcare Network","8","50846"
"2022-09-30T00:00:00.000","Female","17-44","VA Mid South Healthcare Network","9","28307"
"2022-09-30T00:00:00.000","Female","17-44","VA VISN 10 Serving Indiana, Michigan","10","45857"
"2022-09-30T00:00:00.000","Female","17-44","VA Great Lakes Health Care System","12","30293"
"2022-09-30T00:00:00.000","Female","17-44","VA Heartland Network","15","25662"
"2022-09-30T00:00:00.000","Female","17-44","South Central VA Health Care Network","16","56977"
"2022-09-30T00:00:00.000","Female","17-44","VA Heart of Texas Health Care Network","17","64933"
"2022-09-30T00:00:00.000","Female","17-44","Rocky Mountain Network","19","42059"
"2022-09-30T00:00:00.000","Female","17-44","Northwest Network","20","39315"
"2022-09-30T00:00:00.000","Female","17-44","Sierra Pacific Network","21","39333"
"2022-09-30T00:00:00.000","Female","17-44","Desert Pacific Healthcare Network","22","63911"
"2022-09-30T00:00:00.000","Female","17-44","VA Midwest Health Care Network","23","27447"
"2022-09-30T00:00:00.000","Female","45-64","VA New England Healthcare System","1","28195"
"2022-09-30T00:00:00.000","Female","45-64","NY/NJ VA Health Care Network","2","33499"
"2022-09-30T00:00:00.000","Female","45-64","VA Healthcare - VISN 4","4","35224"
"2022-09-30T00:00:00.000","Female","45-64","VA Capitol Health Care Network","5","48076"
"2022-09-30T00:00:00.000","Female","45-64","VA Mid-Atlantic Health Care Network","6","68996"
"2022-09-30T00:00:00.000","Female","45-64","VA Southeast Network","7","77820"
"2022-09-30T00:00:00.000","Female","45-64","VA Sunshine Healthcare Network","8","67001"
"2022-09-30T00:00:00.000","Female","45-64","VA Mid South Healthcare Network","9","34958"
"2022-09-30T00:00:00.000","Female","45-64","VA VISN 10 Serving Indiana, Michigan","10","61330"
"2022-09-30T00:00:00.000","Female","45-64","VA Great Lakes Health Care System","12","31217"
"2022-09-30T00:00:00.000","Female","45-64","VA Heartland Network","15","28695"
"2022-09-30T00:00:00.000","Female","45-64","South Central VA Health Care Network","16","59028"
"2022-09-30T00:00:00.000","Female","45-64","VA Heart of Texas Health Care Network","17","62732"
"2022-09-30T00:00:00.000","Female","45-64","Rocky Mountain Network","19","41629"
"2022-09-30T00:00:00.000","Female","45-64","Northwest Network","20","43495"
"2022-09-30T00:00:00.000","Female","45-64","Sierra Pacific Network","21","40052"
"2022-09-30T00:00:00.000","Female","45-64","Desert Pacific Healthcare Network","22","59902"
"2022-09-30T00:00:00.000","Female","45-64","VA Midwest Health Care Network","23","30058"
"2022-09-30T00:00:00.000","Female","65-84","VA New England Healthcare System","1","14446"
"2022-09-30T00:00:00.000","Female","65-84","NY/NJ VA Health Care Network","2","15193"
"2022-09-30T00:00:00.000","Female","65-84","VA Healthcare - VISN 4","4","16748"
"2022-09-30T00:00:00.000","Female","65-84","VA Capitol Health Care Network","5","18185"
"2022-09-30T00:00:00.000","Female","65-84","VA Mid-Atlantic Health Care Network","6","27588"
"2022-09-30T00:00:00.000","Female","65-84","VA Southeast Network","7","30220"
"2022-09-30T00:00:00.000","Female","65-84","VA Sunshine Healthcare Network","8","34057"
"2022-09-30T00:00:00.000","Female","65-84","VA Mid South Healthcare Network","9","16468"
