"fiscal_year","unique_identifier","deal_number","decision","decision_date","expiration_date","brokered","deal_cancelled","country","program","policy_type","decision_authority","primary_export_product_naics_sic_code","product_description","term","primary_applicant","primary_lender","primary_exporter","primary_exporter_city","primary_exporter_state_code","primary_exporter_state_name","primary_borrower","primary_source_of_repayment_psor","working_capital_delegated_authority","approved_declined_amount","disbursed_shipped_amount","undisbursed_exposure_amount","outstanding_exposure_amount","small_business_authorized_amount","woman_owned_authorized_amount","minority_owned_authorized_amount","loan_interest_rate","multiyear_working_capital_extension"
"2007","08079877XB0001","AP079877XB","Approved","2007-02-01T00:00:00.000","2008-07-15T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5013","Motor Vehicle Supplies and New Parts","Short Term","Comerica Incorporated","Comerica Incorporated","Auto Air Export Inc.","Irving","TX","Texas","Auto Air Export Inc.","Auto Air Export Inc.","Yes","5400000","5400000","0","0","5400000","5400000","5400000","N/A",
"2007","08079877XB0002","AP079877XB","Approved","2007-08-14T00:00:00.000","2008-01-28T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5013","Motor Vehicle Supplies and New Parts","Short Term","Comerica Incorporated","Comerica Incorporated","Auto Air Export Inc.","Irving","TX","Texas","Auto Air Export Inc.","Auto Air Export Inc.","Yes","5400000","5400000","0","0","5400000","5400000","5400000","N/A",
"2007","08080189XA0004","AP080189XA","Approved","2007-01-26T00:00:00.000","2007-01-26T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5172","Petroleum and Petroleum Products Wholesalers - Exce","Short Term","Frost National Bank","Frost National Bank","Mineral Processing & Marketing Inc.","Corpus Christi","TX","Texas","Mineral Processing & Marketing Inc.","Mineral Processing & Marketing Inc.","Yes","450000","450000","0","0","0","0","0","N/A",
"2007","08080189XB0001","AP080189XB","Approved","2007-04-18T00:00:00.000","2008-01-31T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","424720","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations","Short Term","Frost National Bank","Frost National Bank","Mineral Processing & Marketing Inc.","Corpus Christi","TX","Texas","Mineral Processing & Marketing Inc.","Mineral Processing & Marketing Inc.","Yes","450000","450000","0","0","450000","0","0","N/A",
"2007","08080252XB0002","AP080252XB","Approved","2007-02-07T00:00:00.000","2007-04-29T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3498","Fabricated Pipe and Pipe Fittings","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","Rilco Manufacturing Company","Houston","TX","Texas","Rilco Manufacturing Company","Rilco Manufacturing Company","Yes","1800000","1800000","0","0","1800000","0","0","N/A",
"2007","08080252XC0001","AP080252XC","Approved","2007-05-24T00:00:00.000","2008-04-29T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","333249","Other Industrial Machinery Manufacturing","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","Rilco Manufacturing Company","Houston","TX","Texas","Rilco Manufacturing Company","Rilco Manufacturing Company","Yes","5400000","5400000","0","0","5400000","0","0","N/A",
"2007","08080253XC0001","AP080253XC","Approved","2007-09-27T00:00:00.000","2008-06-15T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3511","Steam - Gas - and Hydraulic Turbines - and Turbine Ge","Short Term","Amegy Bank National Association","Amegy Bank National Association","Cougar Turbine Supply Lp","Conroe","TX","Texas","Cougar Turbine Supply Lp","Cougar Turbine Supply Lp","Yes","2295000","2295000","0","0","2295000","0","0","N/A",
"2007","08080445XA0001","AP080445XA","Approved","2007-05-09T00:00:00.000","2008-02-26T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3569","General Industrial Machinery and Equipment - NEC","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo, N.A.","Generon Igs Inc","Houston","TX","Texas","Generon Igs Inc","Generon Igs Inc","Yes","3600000","3600000","0","0","3600000","0","0","N/A",
"2007","08080997XB0001","AP080997XB","Approved","2007-04-18T00:00:00.000","2008-01-23T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","424470","Meat and Meat Product Merchant Wholesalers","Short Term","Frost National Bank","Frost National Bank","Global Food Products Ltd","San Antonio","TX","Texas","Global Food Products Ltd","Global Food Products Ltd","Yes","2700000","2700000","0","0","2700000","0","2700000","N/A",
"2007","08081021XC0001","AP081021XC","Approved","2007-08-10T00:00:00.000","2008-06-30T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","541360","Geophysical Surveying and Mapping Services","Short Term","Sterling Bank","Sterling Bank","Z-Seis Corp.","Houston","TX","Texas","Z-Seis Corp.","Z-Seis Corp.","Yes","450000","450000","0","0","450000","0","0","N/A",
"2007","08081166XB0001","AP081166XB","Approved","2007-02-26T00:00:00.000","2007-05-09T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","333132","Oil and Gas Field Machinery and Equipment Manufacturing","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Flare Industries, Inc.","Austin","TX","Texas","Flare Industries, Inc.","Flare Industries, Inc.","Yes","3150000","3150000","0","0","3150000","0","0","N/A",
"2007","08081166XC0001","AP081166XC","Approved","2007-06-18T00:00:00.000","2008-05-08T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","333132","Oil and Gas Field Machinery and Equipment Manufacturing","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Flare Industries, Inc.","Austin","TX","Texas","Flare Industries, Inc.","Flare Industries, Inc.","Yes","4050000","4050000","0","0","4050000","0","0","N/A",
"2007","08081185XB0001","AP081185XB","Approved","2007-05-05T00:00:00.000","2007-11-16T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","333132","Oil and Gas Field Machinery and Equipment Manufacturing","Short Term","Omnibank, N.A.","Omnibank, N.A.","C I S Consulting And Leasing Inc.","Houston","TX","Texas","C I S Consulting And Leasing Inc.","C I S Consulting And Leasing Inc.","Yes","2250000","2250000","0","0","0","0","0","N/A",
"2007","08081599XA0021","AP081599XA","Approved","2007-03-01T00:00:00.000","2007-04-30T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5172","Petroleum and Petroleum Products Wholesalers - Exce","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","Sobit International Inc.","Carrollton","TX","Texas","Sobit International Inc.","Sobit International Inc.","Yes","1350000","1350000","0","0","1350000","1350000","1350000","N/A",
"2007","08081705XB0001","AP081705XB","Approved","2006-11-29T00:00:00.000","2008-08-30T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","332996","Fabricated Pipe and Pipe Fitting Manufacturing","Short Term","Frost National Bank","Frost National Bank","Lincoln Manufacturing Inc.","Magnolia","TX","Texas","Lincoln Manufacturing Inc.","Lincoln Manufacturing Inc.","Yes","6300000","6300000","0","0","0","0","0","N/A",
"2007","08081774XX0003","AP081774XX","Approved","2007-09-06T00:00:00.000","2008-05-10T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3533","Oil and Gas Field Machinery and Equipment","Short Term","Pnc Bank N.A.","Pnc Bank N.A.","Rockbit International Inc","Fort Worth","TX","Texas","Rockbit International Inc","Rockbit International Inc","Yes","1800000","1800000","0","0","1800000","0","0","N/A",
"2007","08081873XB0001","AP081873XB","Approved","2007-08-22T00:00:00.000","2008-06-27T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","334220","Radio and Television Broadcasting and Wireless Communications Equipment Man","Short Term","Silicon Valley Bank","Silicon Valley Bank","Navini Networks, Inc.","Richardson","TX","Texas","Navini Networks, Inc.","Navini Networks, Inc.","Yes","7200000","7200000","0","0","7200000","0","0","N/A",
"2007","08082008XA0002","AP082008XA","Approved","2007-09-05T00:00:00.000","2008-07-31T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3561","Pumps and Pumping Equipment","Short Term","Bank Of America N.A.","Bank Of America N.A.","B27, Llc","Plano","TX","Texas","B27, Llc","B27, Llc","Yes","855000","855000","0","0","855000","0","0","N/A",
"2007","08082070XA0001","AP082070XA","Approved","2006-12-05T00:00:00.000","2007-10-20T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","423830","Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Amegy Bank National Association","Amegy Bank National Association","Us Trade Finance, Inc.","Dallas","TX","Texas","Us Trade Finance, Inc.","Us Trade Finance, Inc.","Yes","135000","135000","0","0","135000","0","0","N/A",
"2007","08082075XX0001","AP082075XX","Approved","2007-05-31T00:00:00.000","2012-10-20T00:00:00.000","No","No","Ghana","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Citibank, N.A.","Citibank, N.A.","American Tank  Vessel, Inc.","Houston","TX","Texas","Bulk Oil Storage & Transport Co Ltd","Ministry Of Finance",,"81017535","79811442.09","0","3990572.57","22443477.55","0","0","N/A",
"2007","08082075XX0002","AP082075XX","Approved","2007-05-31T00:00:00.000","2012-10-20T00:00:00.000","No","No","Ghana","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Citibank, N.A.","Citibank, N.A.","American Tank  Vessel, Inc.","Houston","TX","Texas","Bulk Oil Storage & Transport Co Ltd","Ministry Of Finance",,"14297212","14296339.51","0","714817.27","3960613.668","0","0","N/A",
"2007","08082075XX0003","AP082075XX","Approved","2007-05-31T00:00:00.000","2012-10-20T00:00:00.000","No","No","Ghana","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Citibank, N.A.","Citibank, N.A.","American Tank  Vessel, Inc.","Houston","TX","Texas","Bulk Oil Storage & Transport Co Ltd","Ministry Of Finance",,"14219038","0","0","0","3938957.907","0","0","N/A",
"2007","08082098XA0001","AP082098XA","Approved","2007-08-14T00:00:00.000","2008-01-12T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","333415","Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Dwd International Ltd","Houston","TX","Texas","Dwd International Ltd","Dwd International Ltd","Yes","2700000","2700000","0","0","2700000","0","0","N/A",
"2007","08082115XA0001","AP082115XA","Approved","2006-12-28T00:00:00.000","2007-09-27T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","541330","Engineering Services","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Gtc Technology Lp","Houston","TX","Texas","Gtc Technology Lp","Gtc Technology Lp","Yes","900000","900000","0","0","0","0","900000","N/A",
"2007","08082115XB0001","AP082115XB","Approved","2007-09-27T00:00:00.000","2008-09-27T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","541330","Engineering Services","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Gtc Technology Lp","Houston","TX","Texas","Gtc Technology Lp","Gtc Technology Lp","Yes","900000","900000","0","0","900000","0","900000","N/A",
"2007","08082189XA0001","AP082189XA","Approved","2007-01-22T00:00:00.000","2007-11-06T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","423810","Construction and Mining (except Oil Well) Machinery and Equipment Merchant","Short Term","Bank Of Oklahoma, National Association","Bank Of Texas, National Association","North American Trade Corporati","Montgomery","TX","Texas","North American Trade Corporati","North American Trade Corporati","Yes","675000","675000","0","0","675000","0","675000","N/A",
"2007","08082263XX0001","AP082263XX","Approved","2007-05-16T00:00:00.000","2009-04-25T00:00:00.000","No","No","India","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Citibank, N.A.","Citibank, N.A.","Bechtel Corporation","Houston","TX","Texas","Reliance Petroleum Limited","Reliance Petroleum Limited",,"500000000","429322644","0","0","38200000","40000000","0","N/A",
"2007","08082263XX0002","AP082263XX","Approved","2007-07-10T00:00:00.000","2009-04-25T00:00:00.000","No","No","India","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Citibank, N.A.","Citibank, N.A.","Bechtel Corporation","Houston","TX","Texas","Reliance Petroleum Limited","Reliance Petroleum Limited",,"0","70677356","0","0","0","0","0","N/A",
"2007","08082272XX0002","AP082272XX","Approved","2006-10-01T00:00:00.000","2007-04-05T00:00:00.000","No","No","Guatemala","Guarantee","N/A","Loan/Credit Committee","N/A","N/A","Medium Term","Manufacturers And Traders Trust Company","Manufacturers And Traders Trust Company","Pelican Importing & Exporting","Houston","TX","Texas","Novagro, S.A. De C.V.","Dist Agricola Guatemalteca S.A.",,"202862.21","202862.21","0","0","0","0","0","N/A",
"2007","08082310XA0001","AP082310XA","Approved","2007-08-07T00:00:00.000","2008-06-08T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3845","Electromedical and Electrotherapeutic Apparatus","Short Term","Comerica Incorporated","Comerica Bank","On-X Life Technologies, Inc.","Austin","TX","Texas","On-X Life Technologies, Inc.","On-X Life Technologies, Inc.","Yes","2250000","2250000","0","0","2250000","0","0","N/A",
"2007","08082310XX0002","AP082310XX","Approved","2007-02-20T00:00:00.000","2007-10-28T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3845","Electromedical and Electrotherapeutic Apparatus","Short Term","Comerica Incorporated","Comerica Bank Texas","On-X Life Technologies, Inc.","Austin","TX","Texas","On-X Life Technologies, Inc.","On-X Life Technologies, Inc.","Yes","2250000","2250000","0","0","2250000","0","0","N/A",
"2007","08082311XX0002","AP082311XX","Approved","2007-03-05T00:00:00.000","2008-12-14T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3569","General Industrial Machinery and Equipment - NEC","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Perry Equipment Corporation","Mineral Wells","TX","Texas","Perry Equipment Corporation","Perry Equipment Corporation","Yes","2700000","2700000","0","0","2700000","0","0","N/A",
"2007","08082471XA0001","AP082471XA","Approved","2007-07-27T00:00:00.000","2008-02-17T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","541330","Engineering Services","Short Term","Bank Of America N.A.","Bank Of America N.A.","Offshore Kinematics, Inc.","Houston","TX","Texas","Offshore Kinematics, Inc.","Offshore Kinematics, Inc.","Yes","540000","540000","0","0","0","0","0","N/A",
"2007","08082477XA0001","AP082477XA","Approved","2007-05-18T00:00:00.000","2008-04-12T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5082","Construction and Mining Machinery and Equipment","Short Term","Amegy Bank National Association","Amegy Bank National Association","Ceca Supply & Services Inc.","Houston","TX","Texas","Ceca Supply & Services Inc.","Ceca Supply & Services Inc.","Yes","5400000","5400000","0","0","5400000","0","5400000","N/A",
"2007","08082542XX0002","AP082542XX","Approved","2007-04-20T00:00:00.000","2007-08-17T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3589","Service Industry Machinery - NEC","Short Term","Omnibank, N.A.","Omnibank, N.A.","Headworks Inc.","Houston","TX","Texas","Headworks Inc.","Headworks Inc.","Yes","675000","675000","0","0","675000","0","675000","N/A",
"2007","08082543XA0001","AP082543XA","Approved","2007-09-27T00:00:00.000","2008-03-31T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","424720","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations","Short Term","East West Bank","East West Bank","Lub Line Corp.","Spring","TX","Texas","Lub Line Corp.","Lub Line Corp.","Yes","1350000","1350000","0","0","1350000","0","1350000","N/A",
"2007","08082543XX0002","AP082543XX","Approved","2006-12-13T00:00:00.000","2007-03-31T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5172","Petroleum and Petroleum Products Wholesalers - Exce","Short Term","East West Bank","East West Bank","Lub Line Corp.","Spring","TX","Texas","Lub Line Corp.","Lub Line Corp.","Yes","540000","540000","0","0","540000","0","540000","N/A",
"2007","08082554XX0001","AP082554XX","Approved","2006-10-03T00:00:00.000","2007-04-15T00:00:00.000","No","No","Mexico","Guarantee","N/A","Loan/Credit Committee","N/A","N/A","Medium Term","Banco Santander Serfin S.A.","Banco Santander Serfin S.A.","Gulf Special Service, Inc.","Brownsville","TX","Texas","Eseasa Construcciones, S.A. De C.V.","Eseasa Construcciones, S.A. De C.V.",,"3488890","3488890","0","0","0","0","0","N/A",
"2007","08082608XX0002","AP082608XX","Approved","2007-09-13T00:00:00.000","2007-10-05T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3585","Air-Conditioning and Warm Air Heating Equipment an","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","Turbine Air Systems Ltd","Houston","TX","Texas","Turbine Air Systems Ltd","Turbine Air Systems Ltd","Yes","7200000","7200000","0","0","7200000","0","0","N/A",
"2007","08082625XX0001","AP082625XX","Approved","2007-09-12T00:00:00.000","2013-04-15T00:00:00.000","No","No","Saudi Arabia","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Saudi Chevron Phillips","BNP Paribas","WorleyParsons Group, Inc.","Houston","TX","Texas","Saudi Polymers Company Limited","Saudi Polymers Company Limited",,"429482407","496947079.8","0","0","1047937.073","0","0","N/A",
"2007","08082625XX0002","AP082625XX","Approved","2007-09-12T00:00:00.000","2013-04-15T00:00:00.000","No","No","Saudi Arabia","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Saudi Chevron Phillips","BNP Paribas","WorleyParsons Group, Inc.","Houston","TX","Texas","Saudi Polymers Company Limited","Saudi Polymers Company Limited",,"75791014","87432686.68","0","0","184930.0742","0","0","N/A",
"2007","08082625XX0003","AP082625XX","Approved","2007-09-12T00:00:00.000","2013-04-15T00:00:00.000","No","No","Saudi Arabia","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Saudi Chevron Phillips","BNP Paribas","WorleyParsons Group, Inc.","Houston","TX","Texas","Saudi Polymers Company Limited","Saudi Polymers Company Limited",,"81376116","2613404.55","0","0","198557.723","0","0","N/A",
"2007","08082637XX0002","AP082637XX","Approved","2007-08-17T00:00:00.000","2008-06-06T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3080","Miscellaneous Plastics Film and Sheet","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","Enduro Systems Inc","Houston","TX","Texas","Enduro Systems Inc","Enduro Systems Inc","Yes","2250000","2250000","0","0","2250000","0","0","N/A",
"2007","08082681XA0001","AP082681XA","Approved","2007-09-10T00:00:00.000","2008-11-01T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5088","Transportation Equipment and Supplies - Except Moto","Short Term","Gbc International Bank","Gbc International Bank","Omega Aerospace Suppliers Corporation","Southlake","TX","Texas","Omega Aerospace Suppliers Corporation","Omega Aerospace Suppliers Corporation","Yes","675000","675000","0","0","675000","0","0","N/A",
"2007","08082709XX0002","AP082709XX","Approved","2007-09-17T00:00:00.000","2008-01-31T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5147","Meats and Meat Products","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Northern Beef Industries, Inc.","Corpus Cristi","TX","Texas","Northern Beef Industries, Inc.","Northern Beef Industries, Inc.","Yes","4477500","4477500","0","0","4477500","0","0","N/A",
"2007","08082737XX0001","AP082737XX","Approved","2006-10-19T00:00:00.000","2007-03-15T00:00:00.000","No","No","Mexico","Guarantee","N/A","Individual Delegated Authority","333517","Machine Tool Manufacturing","Medium Term","Chancery Export Finance Llc","Chancery Export Finance Llc","Oscar Martinez & Associates, L","El Paso","TX","Texas","Lacer Construccion, S.A. De C.V.","Lacer Construccion, S.A. De C.V.",,"750355","750355","0","0","0","0","0","N/A",
"2007","08082777XX0002","AP082777XX","Approved","2007-09-24T00:00:00.000","2008-07-17T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5051","Metals Service Centers and Offices","Short Term","Citibank Texas, N.A.","Citibank Texas, N.A.","Sb International Inc","Dallas","TX","Texas","Sb International Inc","Sb International Inc","Yes","3150000","3150000","0","0","3150000","0","3150000","N/A",
"2007","08082825XX0001","AP082825XX","Approved","2007-01-05T00:00:00.000","2009-04-30T00:00:00.000","No","No","Mexico","Guarantee","N/A","Individual Delegated Authority","333120","Construction Machinery Manufacturing","Medium Term","Cofine, S.A. De C.V. Sofom Enr","Cofine, S.A. De C.V. Sofom Enr","Wilport Llc","Shavano Park","TX","Texas","Constructora Samsara Lagunera, Sa De Cv","Humphrey Hoyos, Fernando",,"880265","590824.51","0","0","880265","0","0","N/A",
"2007","08082854XX0001","AP082854XX","Approved","2006-10-18T00:00:00.000","2007-03-25T00:00:00.000","No","No","Mexico","Guarantee","N/A","Individual Delegated Authority","N/A","N/A","Medium Term","Chancery Export Finance Llc","Chancery Export Finance Llc","Poma Tools & Industrial Supplies","El Paso","TX","Texas","Medellin Jaidar, Sergio Gerardo","Medellin Jaidar, Sergio Gerardo",,"977111.58","977111.58","0","0","0","0","0","N/A",
"2007","08082888XX0002","AP082888XX","Approved","2007-09-20T00:00:00.000","2008-09-29T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3491","Industrial Valves","Short Term","Bank Of America N.A.","Bank Of America N.A.","Mogas International, Inc.","Houston","TX","Texas","Mogas International, Inc.","Mogas International, Inc.","Yes","5850000","5850000","0","0","5850000","0","0","N/A",
"2007","08082893XX0002","AP082893XX","Approved","2006-12-05T00:00:00.000","2007-09-29T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3491","Industrial Valves","Short Term","Bank Of America N.A.","Bank Of America N.A.","Mogas International, Inc.","Houston","TX","Texas","Mogas International, Inc.","Mogas International, Inc.","Yes","900000","900000","0","0","900000","0","0","N/A",
"2007","08082893XX0003","AP082893XX","Approved","2007-09-20T00:00:00.000","2008-09-29T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3491","Industrial Valves","Short Term","Bank Of America N.A.","Bank Of America N.A.","Mogas International, Inc.","Houston","TX","Texas","Mogas International, Inc.","Mogas International, Inc.","Yes","3150000","3150000","0","0","3150000","0","0","N/A",
"2007","08082914XX0001","AP082914XX","Approved","2007-03-19T00:00:00.000","2007-09-25T00:00:00.000","No","No","Mexico","Guarantee","N/A","Individual Delegated Authority","N/A","N/A","Medium Term","Chancery Export Finance Llc","Chancery Export Finance Llc","Poma Tools & Industrial Supplies","El Paso","TX","Texas","Agricola Germer, S.P.R De Rl De Cv","Heide Schellemberg, Cornelio",,"746040.76","746040.76","0","0","0","0","0","N/A",
"2007","08082918XX0001","AP082918XX","Approved","2006-10-13T00:00:00.000","2007-10-01T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","334513","Instruments and Related Products Manufacturing for Measuring, Displaying, a","Short Term","Amegy Bank National Association","Amegy Bank National Association","Hpi, Llc","Houston","TX","Texas","Hpi, Llc","Hpi, Llc","Yes","1575000","1575000","0","0","1575000","0","0","N/A",
