"id","additionsqft","applicationnumber","buildingfinallastinspdate","buildingfinallastinspresult","buildingpermitstatusdesc","buildingpermitstatusreas","certificatecode","certificatedate","companyaddress","companycity","companyname","companyzip","daysincity","daysincitynumeric","deliveryaddress","firstsubmissiondate","folionumber","ispermitfinal","isprivateprovider","issueddate","latitude","longitude","miami21zone","newadditioncost","permitnumber","planaccepteddate","plancreateddate","processnumber","propertytype","remodelingcost","remsqft","requiredcertificate","scopeofwork","statusdate","totalcost","totaldaysinplanreview","totaldaysinplanreviewnumeric","totalsqft","workitems","geocoded_column"
"11","0","BD17000104",,,"Expired","Permit is Expired",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009","0 Day(s) 0 Hour(s) 0 Minute(s)","0","134 E FLAGLER ST","2017-06-28T15:41:00.000","101120101060","false","false","2017-06-28T15:42:00.000","25.774107442183800","-80.191169729952100","T6-80-O","2231","BD17000104001B001","2017-06-28T15:40:00.000","2017-06-28T15:38:00.000","BD17000104001","Commercial","1212","0",,"ADDITION AND REMODELING","2018-12-21T00:10:00.000","3443","0 Day(s) 0 Hour(s) 2 Minute(s)","0","0","POLE","POINT (-80.1911697299521 25.7741074421838)"
"12","0","BD17000104",,,"Expired","Permit is Expired",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009","12 Day(s) 18 Hour(s) 25 Minute(s)","12","134 E FLAGLER ST","2017-06-28T15:41:00.000","101120101060","false","false","2017-06-28T16:11:00.000","25.774107442183800","-80.191169729952100","T6-80-O","0","BD17000104001E001","2017-06-28T15:40:00.000","2017-06-28T15:38:00.000","BD17000104001","Commercial","0","0",,"ADDITION AND REMODELING","2018-12-21T00:10:00.000","1000","0 Day(s) 0 Hour(s) 31 Minute(s)","0","0","A/C  CENTRAL|A/C WINDOW / WALL","POINT (-80.1911697299521 25.7741074421838)"
"13","1","BD17000166",,,"Expired","Permit is Expired",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009","0 Day(s) 0 Hour(s) 2 Minute(s)","0","432 1/2 NE 27 ST","2017-12-06T07:29:00.000","132300180310","false","false","2017-12-06T07:33:00.000","25.802845638079400","-80.187513690806800","T6-36A-L","1414141","BD17000166001B001","2017-12-06T07:27:00.000","2017-12-06T07:16:00.000","BD17000166001","Residential","1414414141","4","CO","ADDITION AND REMODELING","2018-12-02T00:10:00.000","1415828282","0 Day(s) 0 Hour(s) 6 Minute(s)","0","5","SINGLE FAMILY RESIDENCE","POINT (-80.1875136908068 25.8028456380794)"
"14","0","BD18000029",,,"Expired","Permit is Expired",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009","0 Day(s) 0 Hour(s) 0 Minute(s)","0","145 E FLAGLER ST","2018-01-11T11:40:00.000","101110701020","false","false","2018-01-11T11:52:00.000","25.774329077361000","-80.190988903661500","T6-80-O","3434","BD18000029001B001","2018-01-11T11:39:00.000","2018-01-11T11:18:00.000","BD18000029001","Residential","34343","0",,"ADDITION AND REMODELING","2019-01-07T00:10:00.000","37777","0 Day(s) 0 Hour(s) 13 Minute(s)","0","0","WOOD FENCE","POINT (-80.1909889036615 25.774329077361)"
"15","12","BD18000068",,,"Expired","Permit is Expired",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009","0 Day(s) 0 Hour(s) 3 Minute(s)","0","567 NE 55 ST","2018-02-21T15:18:00.000","132180280250","false","false","2018-02-21T15:22:00.000","25.826164618868400","-80.183307532096000","T3-R","12121","BD18000068001B001","2018-03-12T16:07:00.000","2018-02-21T14:52:00.000","BD18000068001","Commercial","0","0","CO","NEW CONSTRUCTION","2019-02-17T00:10:00.000","12121","-20 Day(s) 23 Hour(s) 15 Minute(s)","-19","12","PRODUCTS AND SERVICES","POINT (-80.183307532096 25.8261646188684)"
"16","1","BD18000350",,,"Expired","Permit is Expired",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"333 SW 16 AV",,"141020063260","false","false","2018-05-31T23:08:00.000","25.769833920000000","-80.221178550000000","T4-L","10000","BD18000350001B001","2018-05-31T10:40:00.000","2018-05-31T19:25:00.000","BD18000350001","Commercial",,"0","CO","NEW CONSTRUCTION","2018-12-16T00:10:00.000","10000","0 Day(s) 12 Hour(s) 28 Minute(s)","0","1","ANIMAL HOSPITAL","POINT (-80.22117855 25.76983392)"
"17","1","BD18000350",,,"Expired","Permit is Expired",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"333 SW 16 AV",,"141020063260","false","false","2018-06-01T11:00:00.000","25.769833920000000","-80.221178550000000","T4-L","0","BD18000350001BR001","2018-05-31T10:40:00.000","2018-05-31T19:25:00.000","BD18000350001","Commercial","0","0","CO","NEW CONSTRUCTION","2018-12-16T00:10:00.000","10000","1 Day(s) 0 Hour(s) 20 Minute(s)","1","1","FLAT ROOF","POINT (-80.22117855 25.76983392)"
"18","0","BD18000395",,,"Expired","Permit is Expired",,,,,,,,,"344 NE 56 ST",,"131130650500","false","false","2018-06-07T07:56:00.000","25.827233830000000","-80.188972930000000","T3-O","3000","BD18000395001B001","2018-06-06T18:26:00.000","2018-06-06T18:02:00.000","BD18000395001","Residential",,"0",,"NEW CONSTRUCTION","2018-12-05T00:10:00.000","3000","0 Day(s) 13 Hour(s) 30 Minute(s)","0","0","GATE AUTOMATIC|METAL FENCE","POINT (-80.18897293 25.82723383)"
"19","1","BD18000456",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"345 NE 32 ST",,"132300090130","false","false","2018-07-09T15:58:00.000","25.807189620000000","-80.188807840000000","T6-36A-O","10000","BD18000456001B001","2018-07-09T15:47:00.000","2018-07-09T15:37:00.000","BD18000456001","Commercial","0","0","CO","NEW CONSTRUCTION","2019-01-10T15:47:00.000","10000","0 Day(s) 0 Hour(s) 11 Minute(s)","0","1","ANIMAL HOSPITAL","POINT (-80.18880784 25.80718962)"
"20","0","BD18000469",,,"Expired","Permit is Expired",,,,,,,,,"954 NE 86 ST",,"132070050130","false","false","2018-07-11T17:56:00.000","25.854476320000000","-80.177565170000000","T3-R","2500","BD18000469001B001",,"2018-07-11T10:49:00.000","BD18000469001","Residential","2500","0","CO","ADDITION AND REMODELING","2019-01-08T00:10:00.000","5000",,,"0","LIGHTWEIGHT CONCRETE","POINT (-80.17756517 25.85447632)"
"21","0","BD18000484",,,"Expired","Permit is Expired",,,,,,,"0 Day(s) 0 Hour(s) 1 Minute(s)","0","345 NE 32 ST","2018-07-12T09:09:00.000","132300090130","false","false","2018-07-12T09:16:00.000","25.807189620000000","-80.188807840000000","T6-36A-O",,"BD18000484001L001","2018-07-12T09:08:00.000","2018-07-12T09:05:00.000","BD18000484001","Residential",,"0",,"TREE PERMIT","2019-01-09T00:10:00.000","1000","0 Day(s) 0 Hour(s) 8 Minute(s)","0","0","TREE RELOCATION","POINT (-80.18880784 25.80718962)"
"22","1","BD18000491",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009","0 Day(s) 0 Hour(s) 28 Minute(s)","0","445 NE 22 ST","2018-07-12T16:35:00.000","132300270010","false","false","2018-07-16T08:43:00.000","25.798242390000000","-80.187166150000000","T6-36A-L","1000","BD18000491001B001","2018-07-12T16:21:00.000","2018-07-12T16:02:00.000","BD18000491001","Commercial",,"0","CO","NEW CONSTRUCTION","2019-01-14T12:32:00.000","1000","3 Day(s) 16 Hour(s) 22 Minute(s)","3","1","ANIMAL HOSPITAL","POINT (-80.18716615 25.79824239)"
"23","0","BD18000498",,,"Expired","Permit is Expired",,,,,,,"0 Day(s) 0 Hour(s) 0 Minute(s)","0","345 NE 32 ST","2018-07-17T10:45:00.000","132300090130","false","false","2018-07-17T10:48:00.000","25.807189620000000","-80.188807840000000","T6-36A-O",,"BD18000498001L001","2018-07-17T10:42:00.000","2018-07-17T10:25:00.000","BD18000498001","Residential",,"0",,"TREE PERMIT","2019-01-14T00:10:00.000","1000","0 Day(s) 0 Hour(s) 6 Minute(s)","0","0","TREE RELOCATION","POINT (-80.18880784 25.80718962)"
"24","1","BD18000500",,,"Expired","Permit is Expired",,,,,,,,,"445 NE 19 ST",,"132310030012","false","false","2018-07-17T11:50:00.000","25.794942690000000","-80.187815220000000","T6-36B-L","1000","BD18000500001B001","2018-07-17T11:37:00.000","2018-07-17T11:25:00.000","BD18000500001","Commercial",,"0","CO","NEW CONSTRUCTION","2019-01-14T00:10:00.000","1000","0 Day(s) 0 Hour(s) 13 Minute(s)","0","1","ADULT DAYCARE","POINT (-80.18781522 25.79494269)"
"25","0","BD18000512",,,"Expired","Permit is Expired",,,,,,,,,"345 NE 33 ST",,"132300090090","false","false","2018-07-23T09:45:00.000","25.807902700000000","-80.188642870000000","T6-36A-O",,"BD18000512001L001","2018-07-23T09:41:00.000","2018-07-23T09:37:00.000","BD18000512001","Residential",,"0",,"TREE PERMIT","2019-01-20T00:10:00.000","10000","0 Day(s) 0 Hour(s) 4 Minute(s)","0","0","TREE RELOCATION|TREE REMOVAL","POINT (-80.18864287 25.8079027)"
"26","0","BD18000687",,,"Active","Permit is Active. Ready for Inspections.","CC","2018-12-21T14:14:00.000",,,,,,,"455 NE 24 ST",,"132300260180","false","false","2018-12-09T22:35:00.000","25.800336960000000","-80.186978290000000","T6-36A-L","10000","BD18000687001B001",,"2018-12-09T22:04:00.000","BD18000687001","Commercial",,"0","CC","NEW CONSTRUCTION","2018-12-09T22:35:00.000","10000",,,"0","SURFACE PARKING LOT","POINT (-80.18697829 25.80033696)"
"27",,"BD18000708",,,"Final","All Inspections are finalized.","C40","2018-12-20T11:46:00.000",,,,,"0 Day(s) 0 Hour(s) 0 Minute(s)","0","3195 SW 3 AV","2018-12-20T11:43:00.000","141390072860","true","false","2018-12-20T11:46:00.000","25.751815330000000","-80.213109490000000","T6-8-O",,"BD18000708001RC001","2018-12-20T11:42:00.000","2018-12-20T11:38:00.000","BD18000708001","Commercial",,,,"40 YEAR AND OLDER RECERTIFICATION","2018-12-20T11:46:00.000",,"0 Day(s) 0 Hour(s) 4 Minute(s)","0",,"40 YEAR AND OLDER RECERTIFICATION","POINT (-80.21310949 25.75181533)"
"28","0","BD18000728",,,"Final","All Inspections are finalized.",,,,,,,,,"554 NW 48 ST",,"131240011600","true","false","2018-12-28T09:14:00.000","25.819736310000000","-80.204940620000000","T3-L",,"BD18000728001K001","2018-12-28T09:08:00.000","2018-12-28T09:06:00.000","BD18000728001","Residential",,"0",,"COOKIE CUTTER","2018-12-28T09:14:00.000",,"0 Day(s) 0 Hour(s) 6 Minute(s)","0","0","COOKIE CUTTER MASTER","POINT (-80.20494062 25.81973631)"
"29","0","BD18000729",,,"Final","All Inspections are finalized.",,,,,,,,,"567 NE 58 ST",,"132180360300","true","false","2018-12-28T09:27:00.000","25.829367550000000","-80.183806770000000","T3-R",,"BD18000729001K001","2018-12-28T09:24:00.000","2018-12-28T09:23:00.000","BD18000729001","Residential",,"0",,"COOKIE CUTTER","2018-12-28T09:27:00.000",,"0 Day(s) 0 Hour(s) 3 Minute(s)","0","0","COOKIE CUTTER MASTER","POINT (-80.18380677 25.82936755)"
"30","0","BD18000730",,,"Active","Permit is Active. Ready for Inspections.",,,,,,,,,"446 NE 35 ST",,"132300030230","false","false","2018-12-28T10:19:00.000","25.809418280000000","-80.187544480000000","T6-36A-L",,"BD18000730001L001","2018-12-28T09:31:00.000","2018-12-28T09:30:00.000","BD18000730001","Residential",,"0",,"TREE PERMIT","2018-12-28T10:19:00.000","12222","0 Day(s) 0 Hour(s) 48 Minute(s)","0","0","TREE RELOCATION","POINT (-80.18754448 25.80941828)"
"31","1","BD19000006",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"665 NE 25 ST",,"132300820001","false","false","2019-01-15T11:11:00.000","25.801102440000000","-80.185999820000000","T6-36A-L","10000","BD19000006001B001","2019-01-14T11:41:00.000","2019-01-14T11:13:00.000","BD19000006001","Commercial",,"0","CO","NEW CONSTRUCTION","2019-01-15T11:11:00.000","10000","0 Day(s) 23 Hour(s) 30 Minute(s)","0","1","ART GALLERY","POINT (-80.18599982 25.80110244)"
"32","0","BD19000006",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"665 NE 25 ST",,"132300820001","false","false","2019-01-15T11:31:00.000","25.801102440000000","-80.185999820000000","T6-36A-L",,"BD19000006002E001","2019-01-15T10:51:00.000","2019-01-15T11:12:00.000","BD19000006002","Commercial",,"0","CO","NEW CONSTRUCTION","2019-01-15T11:31:00.000","1000","0 Day(s) 0 Hour(s) 40 Minute(s)","0","0","A/C  CENTRAL","POINT (-80.18599982 25.80110244)"
"33","0","BD19000008",,,"Active","Permit is Active. Ready for Inspections.",,,,,,,,,"345 NE 25 ST",,"132300230070","false","false","2019-01-15T10:50:00.000","25.801046630000000","-80.188224780000000","T6-36A-L","1004","BD19000008001B001","2019-01-14T15:32:00.000","2019-01-14T15:27:00.000","BD19000008001","Commercial",,"0",,"NEW CONSTRUCTION","2019-01-15T10:50:00.000","1004","0 Day(s) 19 Hour(s) 18 Minute(s)","0","0","CONCRETE DRIVEWAYS","POINT (-80.18822478 25.80104663)"
"34","0","BD19000008",,,"Active","Permit is Active. Ready for Inspections.",,,,,,,,,"345 NE 25 ST",,"132300230070","false","false","2019-01-15T15:38:00.000","25.801046630000000","-80.188224780000000","T6-36A-L",,"BD19000008003BR001","2019-01-15T10:51:00.000","2019-01-15T15:09:00.000","BD19000008003","Commercial",,"0",,"NEW CONSTRUCTION","2019-01-15T15:38:00.000","1000","0 Day(s) 4 Hour(s) 47 Minute(s)","0","0","SHINGLE ROOF","POINT (-80.18822478 25.80104663)"
"35","1","BD19000009",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"667 NE 73 ST",,"132070510660","false","false","2019-01-15T11:08:00.000","25.842616760000000","-80.182875870000000","T3-R","1000","BD19000009001B001","2019-01-14T17:02:00.000","2019-01-14T15:36:00.000","BD19000009001","Commercial",,"0","CO","NEW CONSTRUCTION","2019-01-15T11:08:00.000","1000","0 Day(s) 18 Hour(s) 6 Minute(s)","0","1","GAS STATION","POINT (-80.18287587 25.84261676)"
"36","1","BD19000009",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"667 NE 73 ST",,"132070510660","false","false","2019-01-15T16:05:00.000","25.842616760000000","-80.182875870000000","T3-R","0","BD19000009001BR001","2019-01-14T17:02:00.000","2019-01-14T15:36:00.000","BD19000009001","Commercial","0","0","CO","NEW CONSTRUCTION","2019-01-15T16:05:00.000","1000","0 Day(s) 23 Hour(s) 3 Minute(s)","0","1","FLAT ROOF","POINT (-80.18287587 25.84261676)"
"37","1","BD19000009",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"667 NE 73 ST",,"132070510660","false","false","2019-01-15T16:10:00.000","25.842616760000000","-80.182875870000000","T3-R","0","BD19000009001E001","2019-01-14T17:02:00.000","2019-01-14T15:36:00.000","BD19000009001","Commercial","0","0","CO","NEW CONSTRUCTION","2019-01-15T16:10:00.000","100","0 Day(s) 23 Hour(s) 8 Minute(s)","0","1","BOX SIGN","POINT (-80.18287587 25.84261676)"
"38","0","BD19000009",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"667 NE 73 ST",,"132070510660","false","false","2019-01-15T16:26:00.000","25.842616760000000","-80.182875870000000","T3-R",,"BD19000009002E001","2019-01-15T16:51:00.000","2019-01-15T16:14:00.000","BD19000009002","Commercial",,"0","CO","NEW CONSTRUCTION","2019-01-15T16:26:00.000","10000","-1 Day(s) 23 Hour(s) 35 Minute(s)","0","0","A/C  CENTRAL","POINT (-80.18287587 25.84261676)"
"39","1","BD19000013",,,"Revoked","Revoked",,,"444 sw 2nd ave","Miami","TestingNewCompany","33130",,,"566 NW 22 ST",,"131250353030","false","false","2019-01-15T17:34:00.000","25.798017780000000","-80.204352510000000","D2","10000","BD19000013001B001","2019-01-15T17:09:00.000","2019-01-15T17:00:00.000","BD19000013001","Commercial",,"0","CO","NEW CONSTRUCTION","2019-01-17T08:34:00.000","10000","0 Day(s) 0 Hour(s) 25 Minute(s)","0","1","ART GALLERY","POINT (-80.20435251 25.79801778)"
"40","1","BD19000014",,,"Active","Permit is Active. Ready for Inspections.",,,,,,,,,"567 NE 58 ST",,"132180360300","false","false","2019-01-16T08:25:00.000","25.829367550000000","-80.183806770000000","T3-R","1000","BD19000014001B001","2019-01-15T17:09:00.000","2019-01-15T17:39:00.000","BD19000014001","Residential",,"0","CO","NEW CONSTRUCTION","2019-01-16T08:25:00.000","1000","0 Day(s) 15 Hour(s) 16 Minute(s)","0","1","SINGLE FAMILY RESIDENCE","POINT (-80.18380677 25.82936755)"
"41","1","BD19000016",,,"Revoked","Revoked",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"667 NE 73 ST",,"132070510660","false","false","2019-01-16T11:11:00.000","25.842616760000000","-80.182875870000000","T3-R","1000","BD19000016001B001","2019-01-16T10:53:00.000","2019-01-16T10:51:00.000","BD19000016001","Residential",,"0","CO","NEW CONSTRUCTION","2019-01-16T17:16:00.000","1000","0 Day(s) 0 Hour(s) 18 Minute(s)","0","1","SINGLE FAMILY RESIDENCE","POINT (-80.18287587 25.84261676)"
"42","1","BD19000016",,,"Revoked","Revoked",,,,,,,,,"667 NE 73 ST",,"132070510660","false","false",,"25.842616760000000","-80.182875870000000","T3-R","0","BD19000016001BR002","2019-01-16T10:53:00.000","2019-01-16T10:51:00.000","BD19000016001","Residential","0","0","CO","NEW CONSTRUCTION","2019-01-16T17:16:00.000","100",,,"1","SHINGLE ROOF","POINT (-80.18287587 25.84261676)"
"43","1","BD19000016",,,"Revoked","Revoked",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"667 NE 73 ST",,"132070510660","false","false",,"25.842616760000000","-80.182875870000000","T3-R","0","BD19000016001E001","2019-01-16T10:53:00.000","2019-01-16T10:51:00.000","BD19000016001","Residential","0","0","CO","NEW CONSTRUCTION","2019-01-16T17:16:00.000","100",,,"1","A/C  CENTRAL","POINT (-80.18287587 25.84261676)"
"44","0","BD19000017",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"567 NE 58 ST",,"132180360300","false","false","2019-01-16T16:24:00.000","25.829367550000000","-80.183806770000000","T3-R","1323213","BD19000017001B001",,"2019-01-16T13:37:00.000","BD19000017001","Residential",,"0",,"NEW CONSTRUCTION","2019-01-16T16:24:00.000","1323213",,,"0","DOCK","POINT (-80.18380677 25.82936755)"
"45","0","BD19000017",,,"Active","Permit is Active. Ready for Inspections.",,,"1936 SOUTH OCEAN DR. 10-D","HALLANDALE BEACH","A & A STAR GROUP INC","33009",,,"567 NE 58 ST",,"132180360300","false","false","2019-01-23T10:14:00.000","25.829367550000000","-80.183806770000000","T3-R","0","BD19000017001E001",,"2019-01-16T13:37:00.000","BD19000017001","Residential","0","0",,"NEW CONSTRUCTION","2019-01-23T10:14:00.000","234245",,,"0","A/C WINDOW / WALL","POINT (-80.18380677 25.82936755)"
