"provider_name","address1","address2","city","state","zip","last_report_date","public_website","phone_number","geopoint"
"1ST CHOICE URGENT CARE - BLOOMFIELD","2274 S TELEGRAPH RD",,"BLOOMFIELD","MI","48302","2022-08-22T00:00:00.000",,,"POINT (-83.296378 42.605495)"
"CVS Store #03584","209 SOUTH STATE ST.","CVS Pharmacy","ANN ARBOR","MI","48104","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-83.740492 42.27992)"
"CVS Store #05565","1075 E. HUDSON BLVD.,","CVS Pharmacy","GASTONIA","NC","28054","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.17024 35.23217)"
"CVS STORE #16816","18275 KENRICK AVE","CVS Pharmacy","LAKEVILLE","MN","55044","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-93.29142 44.68433)"
"Optum Serve - Lone Pine","310 N Jackson Street",,"Lone Pine","CA","93545","2022-08-22T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-118.063025 36.60764)"
"CVS STORE #07016","10317 OCEAN HIGHWAY 17 SOUTH","CVS Pharmacy","PAWLEYS ISLAND","SC","29585","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-79.13062 33.43835)"
"CVS Store #03224","130 LENOX AVE.","CVS Pharmacy","NEW YORK","NY","10026","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-73.94871 40.80214)"
"ARCADIA MEDICAL PHARMACY","612 W Duarte Road","#102","ARCADIA","CA","91007","2022-08-23T00:00:00.000",,,"POINT (-118.05183 34.12575)"
"CVS Store #09879","987 E HILLSDALE BLVD","CVS Pharmacy","FOSTER CITY","CA","94404","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-122.27427 37.55745)"
"MED CENTRO PONCE MAIN SITE","1046 Ave Hostos",,"Ponce","PR","00716","2022-08-22T00:00:00.000","http://www.medcentro.org","787-843-9393","POINT (-66.62796 18.0175)"
"CVS Store #04850","2715 E. BATTLEFIELD ST.","CVS Pharmacy","SPRINGFIELD","MO","65804","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-93.24218 37.15945)"
"CVS STORE #06789","8645 WOODWARD AVE.","CVS Pharmacy","WOODRIDGE","IL","60517","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-88.0275 41.72831)"
"RIVERSIDE UNIVERSITY HEALTH SYSTEM","26520 CACTUS AVE","Dept of Pharmacy","MORENO VALLEY","CA","92555","2022-08-12T00:00:00.000",,,"POINT (-117.195795 33.911965)"
"CVS STORE #04787","1539 CLAVEY RD.","CVS Pharmacy","HIGHLAND PARK","IL","60035","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.80786 42.160225)"
"KROGER PHARMACY 02600518","5544 OLD HICKORY BLVD",,"HERMITAGE","TN","37076","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-86.60568 36.1817)"
"Optum Serve - Lamont","8304 Segrue Rd","ATTN: COVID Testing - EOA/Staff","Lamont","CA","93241","2022-08-24T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-118.91132 35.2564)"
"CVS STORE #16390","5230 CAMPBELL BLVD","CVS Pharmacy","NOTTINGHAM","MD","21236","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-76.451595 39.371125)"
"CVS Store #04359","5783 DARROW RD.","CVS Pharmacy","HUDSON","OH","44236","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.44024 41.22279)"
"CVS STORE #05688","1099 W. ARMY TRAIL RD.","CVS Pharmacy","BARTLETT","IL","60103","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-88.20751 41.94598)"
"OPTUM SERVE SAN BENITO MINIA SUN","400 Rose Ave",,"Aromas","CA","95004","2022-08-22T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-121.64267 36.88744)"
"CVS Store #02928","1825 E. WARM SPRINGS RD.","CVS Pharmacy","LAS VEGAS","NV","89119","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-115.127055 36.05703)"
"WALGREENS STORE #13827","1 E OGDEN AVE",,"WESTMONT","IL","60559","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-1+e+ogden+ave-westmont-il-60559/id=13827",,"POINT (-87.975891 41.810111)"
"CCI-SILVER SPRING","8630 Fenton St Ste 1200",,"Silver Spring","MD","20910","2022-08-26T00:00:00.000",,"301-585-1250","POINT (-77.02849 38.997865)"
"CVS STORE #01417","13031 LEE-JACKSON HIGHWAY","CVS Pharmacy","FAIRFAX","VA","22033","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.39804 38.87895)"
"CVS STORE #01402","1062 ELDEN ST.","CVS Pharmacy","HERNDON","VA","20170","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.39732 38.96732)"
"Kokua Kalihi Valley","2239 NORTH SCHOOL STREET",,"Honolulu","HI","96819","2022-08-26T00:00:00.000",,,"POINT (-157.874535 21.340685)"
"KING SOOPERS PHARMACY 62000101","13700 COLORADO BLVD",,"BRIGHTON","CO","80602","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-104.776993 39.986827)"
"StarMed Healthcare - Freemore","4001 Tuckaseegee road",,"Charlotte","NC","28208","2022-08-09T00:00:00.000",,,"POINT (-80.89199 35.24633)"
"WALGREENS STORE #09262","8469 E MCDONALD DR",,"SCOTTSDALE","AZ","85250","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-8469+e+mcdonald+dr-scottsdale-az-85250/id=9262",,"POINT (-111.898285 33.52342)"
"Valley Family - Ontario","2327 SW 4th Ave","Ste 1","Ontario","OR","97914","2022-08-25T00:00:00.000","https://www.vfhc.org/","5418892340","POINT (-116.99728 44.02522)"
"BRUCE TORKAN FATIMA MEDICAL CLINIC","820 S ALVARADO ST SUITE A",,"LOS ANGELES","CA","90057","2022-08-23T00:00:00.000",,,"POINT (-118.27807 34.05419)"
"MD NOW - HALLANDALE BEACH","415 EAST HALLANDALE BEACH BLVD",,"HALLANDALE BEACH","FL","33009","2022-08-25T00:00:00.000",,,"POINT (-80.143395 25.985905)"
"CVS Store #04345","14440 CEDAR RD","CVS Pharmacy","UNIVERSITY HEIGHTS","OH","44121","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.52068 41.50097)"
"HLTHY CONNECTIONS INC","136 Health Park Dr.",,"Mena","AR","71953","2022-08-23T00:00:00.000","http://www.healthy-connections.org","479-437-3449","POINT (-94.20853 34.59298)"
"CVS STORE #05516","1303 38TH AVE. N.","CVS Pharmacy","MYRTLE BEACH","SC","29577","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-78.86971 33.72756)"
"CVS STORE #17549","7841 AMANA TRAIL","CVS Pharmacy","INVER GROVE HEIGHTS","MN","55077","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-93.087485 44.83605)"
"BOLDUC AVENUE HEALTH CENTER","12 Bolduc Avenue",,"Fort Kent","ME","04743","2022-08-19T00:00:00.000","http://www.frrh.org","207-834-3971","POINT (-68.59005 47.2651)"
"GRADY MEMORIAL HOSPITAL","2220 W. Iowa Ave",,"Chickasha","OK","73018","2022-08-25T00:00:00.000",,,"POINT (-97.9613 35.04924)"
"Whiteriver Indian Hospital","200 West Hospital Drive",,"Whiteriver","AZ","85941","2022-08-22T00:00:00.000",,,"POINT (-109.9614413 33.8762674)"
"CVS Store #06402","127 S. MAIN ST.","CVS Pharmacy","DAVIDSON","NC","28036","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-80.84855 35.49814)"
"CVS STORE #02269","4310 HARDSCRABBLE ROAD","CVS Pharmacy","COLUMBIA","SC","29229","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-80.91369 34.14025)"
"CVS Store #08918","4340 SAN MATEO BLVD NE","CVS Pharmacy","ALBUQUERQUE","NM","87110","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-106.58571 35.1305)"
"CVS Store #05727","1301 PLATTE FALLS RD","CVS Pharmacy","PLATTE CITY","MO","64079","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-94.766905 39.353115)"
"ExpressCare of Forest Hill","2006 ROCK SPRING RD",,"Forest Hill","MD","21050","2022-08-25T00:00:00.000",,,"POINT (-76.38465 39.57223)"
"CVS Store #01006","316 NORTH PEARL STREET","CVS Pharmacy","BROCKTON","MA","02301","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-71.06721 42.0998)"
"CVS STORE #09479","2510 EL CAMINO REAL","CVS Pharmacy","CARLSBAD","CA","92008","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-117.32672 33.18015)"
"CVS STORE #10088","5829 HIGH ST. WEST","CVS Pharmacy","PORTSMOUTH","VA","23703","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-76.39524 36.86041)"
"CVS STORE #08763","1650 FARWELL","CVS Pharmacy","MILWAUKEE","WI","53202","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.89295 43.05212)"
"KROGER PHARMACY 02600523","143 HENSLEE DR","STE 1","DICKSON","TN","37055","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-87.37073 36.075108)"
"CVS STORE #16767","6100 ARLINGTON BLVD","CVS Pharmacy","FALLS CHURCH","VA","22044","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.142295 38.86837)"
"WALGREENS STORE #05076","6800 OGDEN AVE",,"BERWYN","IL","60402","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-6800+ogden+ogden+ave-berwyn-il-60402/id=5076",,"POINT (-87.79334 41.8266)"
"TGH Urgent Care - Lithia","5464 Lithia Pinecrest Rd",,"Lithia","FL","33547","2022-08-25T00:00:00.000",,,"POINT (-82.20253 27.86355)"
"SCH MARTINSBURG","99 Tavern Rd",,"Martinsburg","WV","25401","2022-08-25T00:00:00.000","http://www.shencommhealth.com","304-263-4999","POINT (-77.96641 39.47397)"
"CVS STORE #09608","2505 SANTA MONICA BOULEVARD","CVS Pharmacy","SANTA MONICA","CA","90404","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-118.47526 34.0332)"
"ZUFALL HEALTH CENTER","18 W Blackwell St",,"Dover","NJ","07801","2022-08-17T00:00:00.000","http://www.zufallhealth.org","973-328-9100","POINT (-74.55971 40.88385)"
"CVS Store #04556","109 WEST HILL STREET","CVS Pharmacy","THOMSON","GA","30824","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-82.500865 33.462105)"
"Optum Serve - Salida","4835 Sisk Road","Attn: OptumServe COVID EOA","Salida","CA","95368","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-121.078475 37.708355)"
"59 MLRS/SGSKS Medical Logistics","1100 Wilford Hall Loop Bldg 4554","ATTN: PHARMACY","Lackland AFB","TX","78236",,,,"POINT (-98.62529 29.38054)"
"GRACE HEALTH","181 W. Emmett St",,"Battle Creek","MI","49037","2022-08-23T00:00:00.000","http://www.gracehealthmi.org","269-966-2600","POINT (-85.189035 42.329575)"
"AFC Urgent Care Shelton","389 Bridgeport Ave.",,"Shelton","CT","06484","2022-08-25T00:00:00.000",,,"POINT (-73.109542 41.294699)"
"ExpressCare of Salisbury","659 S SALISBURY BLVD","STE 2","Salisbury","MD","21801","2022-08-25T00:00:00.000",,,"POINT (-75.59911 38.35817)"
"NH GoHealth Thomasville","1122 Randolph Street","Suite 110","Thomasville","NC","27360","2022-07-21T00:00:00.000",,,"POINT (-80.07466 35.85845)"
"CVS STORE #01172","2020 E GRAND AVE.","CVS Pharmacy","LINDENHURST","IL","60046","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-88.03289 42.41061)"
"CVS Store #08639","670 MARGARET AVE","CVS Pharmacy","TERRE HAUTE","IN","47802","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.407667 39.43413)"
"ABM PHARMACY","1385 E COLORADO ST",,"GLENDALE","CA","91205","2022-08-24T00:00:00.000",,,"POINT (-118.234533 34.142752)"
"LA CLINICA DEL PUEBLO DE RIO ARRIBA","US HWY 84 CR324 14",,"Tierra Amarilla","NM","87575","2022-08-25T00:00:00.000","http://www.laclinicanm.com","575-588-7252 x5755886139","POINT (-106.48215 36.65498)"
"FORT DEFIANCE INDIAN HOSPITAL","CORNER OF N12 AND N7",,"FORT DEFIANCE","AZ","86504","2022-08-05T00:00:00.000",,,"POINT (-109.07583 35.744441)"
"Optum Serve - Half Moon Bay","535 Kelly Avenue","ATTN: Eddie Behle","Half Moon Bay","CA","94019","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-122.48456 37.61536)"
"WALGREENS STORE #05890","11250 E VIA LINDA",,"SCOTTSDALE","AZ","85259","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-11250+e+via+linda-scottsdale-az-85259/id=5890",,"POINT (-111.836055 33.590105)"
"Optum Serve - Vernon","4305 South Santa Fe Avenue","ATTN: Fredrick Agyin,","Vernon","CA","90058","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-118.23144 34.00494)"
"CVS Store #07601","825 S. CROWLEY RD.,","CVS Pharmacy","CROWLEY","TX","76036","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-97.351401 32.56673)"
"WALGREENS STORE #15907","800 DEVON AVE",,"PARK RIDGE","IL","60068","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-800+devon+devon+ave-park%20ridge-il-60068/id=15907",,"POINT (-87.835995 41.997415)"
"CVS Store #02236","1600 TOWN LAKE PARKWAY","CVS Pharmacy","WOODSTOCK","GA","30189","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-84.54437 34.10649)"
"PhysicianOne UrgCare/Groton","220 Route 12",,"Groton","CT","06340","2022-08-18T00:00:00.000",,,"POINT (-72.06741 41.3685)"
"DILLON PHARMACY 61500049","10222 W 21ST ST N",,"WICHITA","KS","67205","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-97.460896 37.723845)"
"Walmart Pharmacy #5252","4221 Atlanta Hwy",,"Loganville","GA","30052","2022-08-25T00:00:00.000","https://www.walmarthealth.com/",,"POINT (-83.911605 33.841515)"
"KROGER PHARMACY 02400745","50 STONEGATE CENTER",,"SOMERSET","KY","42501","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-84.62655 37.05774)"
"CVS Store #02580","7442 S. STAPLES ST.","CVS Pharmacy","CORPUS CHRISTI","TX","78413","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-97.39505 27.66743)"
"710 NORTH KING STREET","710 North King Street",,"Honolulu","HI","96817","2022-08-24T00:00:00.000","http://www.kphc.org","808-791-6315","POINT (-157.86576 21.320605)"
"CENTRAL CLINIC","700 S Ochoa St",,"El Paso","TX","79901","2022-08-25T00:00:00.000","http://www.lafe-ep.org","915-545-4550","POINT (-106.47978 31.75386)"
"WALGREENS STORE #06026","3624 N POWER RD",,"MESA","AZ","85215","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-3624+n+power+rd-mesa-az-85215/id=6026",,"POINT (-111.684732 33.481385)"
"CVS Store #07477","2712 HIGHWAY 365","CVS Pharmacy","NEDERLAND","TX","77627","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-93.98709 29.9544)"
"FCN LYNDEN URGENT CARE","1610 Grover Street","D-1","Lynden","WA","98264","2022-08-24T00:00:00.000",,,"POINT (-122.46847 48.941165)"
"CVS Store #05854","2187 HOWLAND BLVD.","CVS Pharmacy","DELTONA","FL","32738","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.19109 28.92481)"
"CVS Store #00406","2400 TAMIAMI TRL","CVS Pharmacy","PUNTA GORDA","FL","33950","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-82.046395 26.91661)"
"CVS Store #06713","4444 STATE RD. WEST 46","CVS Pharmacy","BLOOMINGTON","IN","47404","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-86.57146 39.20668)"
"RENO SPARKS TRIBAL HLTH CLINIC","1715 Kuenzli St",,"Reno","NV","89502","2022-08-19T00:00:00.000",,,"POINT (-119.79158 39.53013)"
"CVS STORE #01394","1636 BELLE VIEW BOULEVARD","CVS Pharmacy","ALEXANDRIA","VA","22307","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.06104 38.77623)"
"PINEVILLE PHARMACY","311 S Polk Street","Suite 80","PINEVILLE","NC","28134","2022-08-11T00:00:00.000",,,"POINT (-80.884595 35.083695)"
"Letitia Amirault","120 Jackson River Road",,"Monterey","VA","24465","2022-08-23T00:00:00.000",,,"POINT (-79.58124 38.40966)"
"LAS ISLAS FAMILY MED GROUP NORTH","2400 S C St",,"Oxnard","CA","93033","2022-08-19T00:00:00.000",,"805-240-7000","POINT (-119.18096 34.17702)"
"CVS Store #00038","142 WORCESTER RD.","CVS Pharmacy","CHARLTON CITY","MA","01507","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-71.96864 42.144995)"
"DR. PHARMACY RX","5733 LAS VIRGENES RD STE A",,"CALABASAS","CA","91302","2022-08-16T00:00:00.000",,,"POINT (-118.70343 34.16079)"
"CVS STORE #17009","1154 S CLARK ST","CVS Pharmacy","CHICAGO","IL","60605","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.631215 41.86896)"
"CVS Store #10325","8101 CLAYTON RD.","CVS Pharmacy","CLAYTON","MO","63117","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-90.34617 38.63872)"
"CVS Store #08351","2950 DOWLEN RD.","CVS Pharmacy","BEAUMONT","TX","77706","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-94.167662 30.10526)"
"WALGREENS STORE #04021","8808 ANTOINE DR",,"HOUSTON","TX","77088","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-8808+antoine+antoine+dr-houston-tx-77088/id=4021",,"POINT (-95.47938 29.89421)"
"CVS STORE #01881","10095 WARD RD, DUNKIRK MARKETPLACE","CVS Pharmacy","DUNKIRK","MD","20754","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-76.65947 38.71833)"
"45th Medical Support Group","1383 South Patrick Drive","Bldg 1372","Patrick AFB","FL","32925",,,,"POINT (-80.60795 28.2358)"
"CVS Store #02210","1239 EAST PUTNAM AVE.","CVS Pharmacy","RIVERSIDE","CT","06878","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-73.57955 41.04167)"
"HARDIN COUNTY REGIONAL HC","765 Florence Rd",,"Savannah","TN","38372","2022-07-18T00:00:00.000",,,"POINT (-88.23869 35.213335)"
"Optum Serve - Santa Rosa B Location","3313 Chanate Rd","Bus B","Santa Rosa","CA","95404","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-122.708395 38.468785)"
"KROGER PHARMACY 01100672","800 GLENWOOD AVE SE",,"ATLANTA","GA","30316","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-84.36047 33.74006)"
"KING SOOPERS PHARMACY 62000093","2810 QUEBEC ST",,"DENVER","CO","80207","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-104.90328 39.75719)"
"ST GABRIEL HEALTH CLINIC INC","5760 Monticello Dr",,"Saint Gabriel","LA","70776","2022-08-22T00:00:00.000","http://www.sgchceastside.ws","225-642-9676","POINT (-91.10171 30.258385)"
"CVS Store #10348","3645 LAS VEGAS BLVD., SOUTH","CVS Pharmacy","LAS VEGAS","NV","89109","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-115.16855 36.11344)"
"SPRINGFIELD URGENT CARE - CLARKSTON","9749 DIXIE HWY",,"CLARKSTON","MI","48348","2022-08-04T00:00:00.000",,,"POINT (-83.48174 42.75721)"
"BLOOM HEALTHCARE","10900 WEST 44TH AVE","SUITE 200","WHEAT RIDGE","CO","80033","2022-08-25T00:00:00.000",,,"POINT (-105.119851 39.777865)"
"CVS STORE #04204","301 N MAIN ST","CVS Pharmacy","SUMMERVILLE","SC","29483","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-80.172105 33.02279)"
"WALGREENS STORE #07741","2154 JOHNSON FERRY RD NE",,"BROOKHAVEN","GA","30319","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-2154+johnson+rd+ne-brookhaven-ga-30319/id=7741",,"POINT (-84.32496 33.892115)"
"HERALD CHRISTIAN HEALTH CENTER","3401 Aerojet Ave.,",,"El Monte","CA","91731","2022-08-22T00:00:00.000",,,"POINT (-118.0696 34.07007)"
"KROGER PHARMACY 01600128","1155 N 21ST ST",,"NEWARK","OH","43055","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-82.428128 40.079494)"
"KROGER PHARMACY 01400454","9001 US HWY 42",,"UNION","KY","41091","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-84.67725 38.96266)"
"CVS Store #03463","8905 BRYAN DAIRY RD","CVS Pharmacy","LARGO","FL","33777","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-82.76238 27.87249)"
"LYNN COMMUNITY HEALTH CENTER","269 Union St",,"Lynn","MA","01901","2022-08-22T00:00:00.000","http://lchcnet.org/aboutus/","781-581-3900","POINT (-70.94377 42.465035)"
"WALGREENS STORE #01956","319 VILLAGE RD NE",,"LELAND","NC","28451","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-319+village+rd+ne-leland-nc-28451/id=1956",,"POINT (-78.00391 34.2358)"
"WALGREENS STORE #04458","3601 W WILLIAM CANNON DR",,"AUSTIN","TX","78749","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-3601+w+cannon+dr-austin-tx-78749/id=4458",,"POINT (-97.83434 30.21637)"
"STEPHENS PHARMACY AT CMH","1100 S SPRINGFIELD AVE",,"BOLIVAR","MO","65613","2022-08-24T00:00:00.000",,,"POINT (-93.40514 37.60318)"
"Optum Serve - Bakersfield","1901 Wilson Rd","ATTN: COVID Testing - EOA/Staff","Bakersfield","CA","93304","2022-08-22T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-119.02377 35.33191)"
"CVS Store #01114","4475 SAN JUAN AVE.","CVS Pharmacy","JACKSONVILLE","FL","32210","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.71969 30.28265)"
"CVS Store #05141","2480 PGA BLVD","CVS Pharmacy","PALM BEACH GARDENS","FL","33410","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-80.07125 26.84406)"
"Optum Serve - NVCD","2721 Napa Valley Corporate Drive","ATTN: COVID Testing","Napa","CA","94558","2022-08-24T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-122.27649 38.2512)"
"AFC Urgent Care, Trumbull","57 Monroe Turnpike",,"Trumbull","CT","06611","2022-08-25T00:00:00.000",,,"POINT (-73.23453 41.29083)"
"Infinity Family Health LLC","231 Northgate Drive","Ste 218","McMinnville","TN","37110","2022-07-18T00:00:00.000",,,"POINT (-85.785287 35.700685)"
"ARH RETAIL PHARMACY","4845 KY Route 321","Pharmacy","Prestonsburg","KY","41653","2022-08-22T00:00:00.000",,,"POINT (-82.76774 37.72852)"
"YORK HOSPITAL","15 HOSPITAL DR",,"YORK","ME","03909","2022-08-23T00:00:00.000",,,"POINT (-70.651795 43.142435)"
"CVS Store #03301","28100 CHAGRIN BLVD.","CVS Pharmacy","WOODMERE","OH","44122","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.479815 41.461865)"
"HEART OF THE CITY HLTH CTR","100 Cherry St SE",,"Grand Rapids","MI","49503","2022-08-23T00:00:00.000","http://www.cherryhealth.org","616-235-7272","POINT (-85.66593 42.959105)"
"WELLNESS POINTE - MATERIALS MGT","1011 E Whaley St",,"Longview","TX","75601","2022-08-25T00:00:00.000",,,"POINT (-94.726955 32.496635)"
"CVS STORE #05980","949 LIVINGSTON AVE.","CVS Pharmacy","NORTH BRUNSWICK","NJ","08902","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-74.47035 40.47048)"
"CVS Store #08393","2101 W. SPRING CREEK PKWY.","CVS Pharmacy","PLANO","TX","75023","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-96.73391 33.05968)"
"Optum Serve - Oceanside","3708 Ocean Ranch Blvd",,"Oceanside","CA","92056","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-117.31127 33.21163)"
