"response_date","completiondate","q2_number_of_vehicles","q3_on_streetparking","q4_parking_place_driveway","q4_parking_place_garageattachedordetached","q4_parking_place_parkingstall","q4_parking_place_undergroundparking","q4_parking_place_frontofmyhomeonstreet","q4_parking_place_other","q5_onstreet_parking_agreement_0","q5_onstreet_parking_agreement_1","q5_onstreet_parking_agreement_2","q6_onstreet_removal_agreement_0","q6_onstreet_removal_agreement_1","q6_onstreet_removal_agreement_2","q6_onstreet_removal_agreement_3","q6_onstreet_removal_agreement_4","q6_onstreet_removal_agreement_5","q6_onstreet_removal_agreement_6","q7_onstreet_alternative_0","q7_onstreet_alternative_1","q7_onstreet_alternative_2","q8_alternative_option","ostype","browsertype","devicetype","q3_own_rent","gender","q7_children","q8_born_canada","q9a_edmonton","q10_own_business","q11_home_language","q12_employment_status","q13_volunteer","q14a_primary_transportation","q14b_secondary_transportation","q15_household_income","q16_education","q17_city_employee","fsa","age_rollup_detailed"
"2014-10-14T18:34:00.000","2014-10-14T18:39:00.000","3+","Yes","0","1","0","0","1","0","2 Somewhat Disagree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","3 Somewhat Agree","1 Strongly Disagree","3 Somewhat Agree","1 Strongly Disagree","3 Somewhat Agree","1 Very Ineffective","1 Very Ineffective","1 Very Ineffective","No","Windows","Desktop","Firefox","Own","Female","No","Yes","Greater than 5 years","Yes","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","Prefer not to answer","College / technical school graduate","No","T5R","50-54"
"2014-10-15T10:45:00.000","2014-10-15T10:54:00.000","1","Yes","0","1","0","0","0","0","4 Strongly Agree","3 Somewhat Agree","2 Somewhat Disagree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","2 Somewhat Disagree","4 Strongly Agree","3 Somewhat Agree","1 Strongly Disagree","3 Effective","2 Ineffective","3 Effective",,"Windows","Desktop","Firefox","Own","Male","No","Yes","Greater than 5 years","No","English","Retired","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","Prefer not to answer","High school graduate","No","T6M","70-74"
"2014-10-15T09:35:00.000","2014-10-15T09:46:00.000","3+","Yes","1","1","0","0","1","0","3 Somewhat Agree","2 Somewhat Disagree","2 Somewhat Disagree","3 Somewhat Agree","2 Somewhat Disagree","3 Somewhat Agree","3 Somewhat Agree","3 Somewhat Agree","5 Don't know","5 Don't know","3 Effective","2 Ineffective","1 Very Ineffective",,"Windows","Desktop","Google Chrome","Own","Female","No","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","No","Other (Specify)","Other (Specify)","$80,000 to $99,999","University undergraduate degree","Yes","T6E","35-39"
"2014-10-14T12:08:00.000","2014-10-14T12:18:00.000","2","Yes","0","1","0","0","0","0","3 Somewhat Agree","5 Don't know","3 Somewhat Agree","4 Strongly Agree","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","3 Somewhat Agree","2 Somewhat Disagree","3 Somewhat Agree","3 Effective","3 Effective","2 Ineffective",,"Mac (OS X)","Desktop","Google Chrome","Own","Female","Yes","Yes","Greater than 5 years","No","English","Employed part-time (0-30 hours a week)","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","Prefer not to answer","University undergraduate degree","No","T5X","40-44"
"2014-10-14T16:09:00.000","2014-10-14T16:29:00.000","2","No","1","1","0","0","0","0","1 Strongly Disagree","1 Strongly Disagree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","2 Somewhat Disagree","4 Strongly Agree","3 Somewhat Agree","1 Strongly Disagree",,,,,"iOS","Phone","Safari","Own","Female","Yes","Yes","Greater than 5 years","No","English","Employed part-time (0-30 hours a week)","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$80,000 to $99,999","University undergraduate degree","No","T5Y","40-44"
"2014-10-14T21:47:00.000","2014-10-14T21:57:00.000","1","Yes","0","1","0","0","0","0","1 Strongly Disagree","1 Strongly Disagree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","4 Very Effective","4 Very Effective","4 Very Effective",,"iOS","Tablet","Safari","Own","Female","No","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Public Transit","Car/truck/Van as DRIVER","$150,000 and over","Post-graduate degree","Yes","T5N","35-39"
"2014-10-14T12:46:00.000","2014-10-14T13:10:00.000","2","Yes","0","1","0","0","0","0","1 Strongly Disagree","1 Strongly Disagree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","4 Very Effective","4 Very Effective","3 Effective",,"Windows","Desktop","Google Chrome","Own","Male","Yes","No","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000","College / technical school graduate","Yes","T6W","30-34"
"2014-10-14T21:09:00.000","2014-10-14T21:44:00.000","3+","Yes","0","1","0","0","1","0","4 Strongly Agree","1 Strongly Disagree","1 Strongly Disagree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","3 Effective","3 Effective","1 Very Ineffective",,"Windows","Desktop","Google Chrome","Own","Male","No","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","No","Public Transit","Car/truck/van as PASSENGER","$40,000 to $49,999","University undergraduate degree","No","T6V","35-39"
"2014-10-14T11:50:00.000","2014-10-14T11:59:00.000","1","Yes","0","1","0","0","0","0","2 Somewhat Disagree","2 Somewhat Disagree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","1 Strongly Disagree","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","3 Effective","3 Effective","3 Effective",,"Windows","Desktop","Internet Explorer","Own","Female","No","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","No","Car/truck/van as PASSENGER","Public Transit","Prefer not to answer","Post-graduate degree","No","T6L","50-54"
"2014-10-14T12:59:00.000","2014-10-14T14:44:00.000","2","Yes","0","0","0","0","1","0","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","4 Strongly Agree","2 Somewhat Disagree","3 Somewhat Agree","2 Somewhat Disagree","3 Somewhat Agree","4 Strongly Agree","1 Strongly Disagree","1 Very Ineffective","1 Very Ineffective","1 Very Ineffective","No","Mac (OS X)","Desktop","Safari","Own","Male","Yes","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Public Transit","Car/truck/Van as DRIVER","$80,000 to $99,999","Post-graduate degree","No","T6C","35-39"
"2014-10-14T13:03:00.000","2014-10-14T13:11:00.000","3+","Yes","1","0","0","0","1","0","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","2 Somewhat Disagree","3 Somewhat Agree","1 Strongly Disagree","4 Strongly Agree","1 Strongly Disagree","3 Somewhat Agree","1 Very Ineffective","1 Very Ineffective","1 Very Ineffective","No","Android","Phone","Google Chrome","Own","Male","Yes","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","No","Car/truck/Van as DRIVER","Walk","$80,000 to $99,999","College / technical school graduate","No","T5T","30-34"
"2014-10-14T12:05:00.000","2014-10-14T12:14:00.000","2","Yes","0","0","1","0","0","0","1 Strongly Disagree","1 Strongly Disagree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","4 Very Effective","3 Effective","3 Effective",,"Windows","Desktop","Google Chrome","Own","Female","No","Yes","Greater than 5 years","Yes","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Walk","$80,000 to $99,999","High school graduate","No","T5T","55-59"
"2014-10-14T12:01:00.000","2014-10-14T12:09:00.000","1","Yes","0","0","0","0","1","0","3 Somewhat Agree","3 Somewhat Agree","3 Somewhat Agree","3 Somewhat Agree","2 Somewhat Disagree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","3 Somewhat Agree","2 Somewhat Disagree","1 Very Ineffective","1 Very Ineffective","1 Very Ineffective","No","Windows","Desktop","Google Chrome","Own","Male","No","Yes","Greater than 5 years","Yes","English","Employed part-time (0-30 hours a week)","Yes","Public Transit","Bicycle","$30,000 to $39,999","College / technical school graduate","No","T5G","30-34"
"2014-10-14T13:07:00.000","2014-10-14T13:11:00.000","2","Yes","1","1","0","0","0","0","2 Somewhat Disagree","2 Somewhat Disagree","4 Strongly Agree","4 Strongly Agree","2 Somewhat Disagree","2 Somewhat Disagree","3 Somewhat Agree","3 Somewhat Agree","3 Somewhat Agree","2 Somewhat Disagree","2 Ineffective","2 Ineffective","3 Effective",,"Windows","Desktop","Firefox","Own","Male","Yes","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$150,000 and over","Post-graduate degree","No","T6W","40-44"
"2014-10-14T12:43:00.000","2014-10-14T13:11:00.000","1","Yes","1","0","0","0","0","0","3 Somewhat Agree","1 Strongly Disagree","3 Somewhat Agree","4 Strongly Agree","1 Strongly Disagree","3 Somewhat Agree","1 Strongly Disagree","2 Somewhat Disagree","3 Somewhat Agree","1 Strongly Disagree","1 Very Ineffective","1 Very Ineffective","1 Very Ineffective","No","Mac (OS X)","Desktop","Firefox","Own","Male","No","Yes","Greater than 5 years","Yes","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Walk","Under $20,000","High school graduate","No","T5G","45-49"
"2014-10-14T15:51:00.000","2014-10-14T15:56:00.000","3+","Yes","1","1","0","0","1","0","1 Strongly Disagree","1 Strongly Disagree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","2 Ineffective","2 Ineffective","2 Ineffective","No","iOS","Tablet","Safari","Own","Female","Yes","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","College / technical school graduate","No","T5X","40-44"
"2014-10-15T19:20:00.000","2014-10-15T19:25:00.000","2","Yes","0","1","0","0","1","0","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","4 Strongly Agree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","4 Strongly Agree","1 Strongly Disagree","3 Effective","3 Effective","3 Effective",,"Mac (OS X)","Desktop","Safari","Own","Male","No","Yes","Greater than 5 years","Yes","English","Employed full-time (30+ hours a week)","No","Car/truck/Van as DRIVER","Bicycle","$150,000 and over","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)","No","T6V","45-49"
"2014-10-16T10:45:00.000","2014-10-21T13:08:00.000","1","Yes","0","0","0","0","1","0","1 Strongly Disagree","1 Strongly Disagree","3 Somewhat Agree","4 Strongly Agree","1 Strongly Disagree","2 Somewhat Disagree","1 Strongly Disagree","4 Strongly Agree","3 Somewhat Agree","2 Somewhat Disagree","4 Very Effective","4 Very Effective","1 Very Ineffective",,"Mac (OS X)","Desktop","Google Chrome","Own","I prefer not to answer","No","Yes","Greater than 5 years","Yes","English","Employed full-time (30+ hours a week)","Yes","Walk","Public Transit","Prefer not to answer","Post-graduate degree","Prefer not to say","T6H","35-39"
"2014-10-14T12:02:00.000","2014-10-14T12:14:00.000","2","No","0","0","1","1","0","0","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","1 Strongly Disagree","3 Somewhat Agree","1 Strongly Disagree","3 Somewhat Agree","3 Somewhat Agree","2 Somewhat Disagree",,,,,"iOS","Phone","Safari","Own","Male","No","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Walk","Car/truck/Van as DRIVER","$60,000 to $79,999","High school graduate","No","T5K","25-29"
"2014-10-17T13:33:00.000","2014-10-17T13:41:00.000","2","Yes","0","1","0","0","0","0","5 Don't know","1 Strongly Disagree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","4 Very Effective","4 Very Effective","2 Ineffective",,"Windows","Desktop","Google Chrome","Own","Female","No","No","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Walk","Public Transit","$100,000 to $149,000","University undergraduate degree","No","T5K","30-34"
"2014-10-14T14:16:00.000","2014-10-14T14:41:00.000","2","Yes","0","1","0","0","0","0","3 Somewhat Agree","3 Somewhat Agree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","3 Effective","2 Ineffective","2 Ineffective",,"Mac (OS X)","Desktop","Safari","Own","Male","No","Yes","Greater than 5 years","No","English","Retired","Yes","Car/truck/Van as DRIVER","Bicycle","Prefer not to answer","University undergraduate degree","No","T5W","65-69"
"2014-10-15T01:07:00.000","2014-10-15T01:17:00.000","2","Yes","1","1","0","0","1","0","1 Strongly Disagree","2 Somewhat Disagree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","4 Strongly Agree","3 Somewhat Agree","1 Strongly Disagree","1 Very Ineffective","1 Very Ineffective","1 Very Ineffective","No","iOS","Phone","Safari","Own","Female","Yes","Yes","Greater than 5 years","Yes","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","Post-graduate degree","No","T6G","35-39"
"2014-10-14T16:01:00.000","2014-10-14T16:07:00.000","2","Yes","0","0","1","0","1","0","3 Somewhat Agree","1 Strongly Disagree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","3 Effective","4 Very Effective","3 Effective",,"Unknown","Desktop","Google Chrome","Own","Female","No","Yes","Greater than 5 years","No","English","Post-secondary student","Yes","Car/truck/Van as DRIVER","Public Transit","$50,000 to $59,999","University undergraduate degree","No","T6J","25-29"
"2014-10-14T13:45:00.000","2014-10-14T13:52:00.000","2","Yes","1","0","0","0","0","0","1 Strongly Disagree","1 Strongly Disagree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","3 Effective","2 Ineffective","3 Effective",,"iOS","Phone","Safari","Own","Female","Yes","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Walk","$150,000 and over","Post-graduate degree","No","T6G","35-39"
"2014-10-14T14:40:00.000","2014-10-14T15:02:00.000","1","Yes","0","0","0","0","1","0","4 Strongly Agree","3 Somewhat Agree","3 Somewhat Agree","4 Strongly Agree","3 Somewhat Agree","3 Somewhat Agree","1 Strongly Disagree","3 Somewhat Agree","3 Somewhat Agree","1 Strongly Disagree","3 Effective","3 Effective","1 Very Ineffective",,"iOS","Phone","Safari","Own","Female","No","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","University undergraduate degree","No","T6E","30-34"
"2014-10-14T11:53:00.000","2014-10-14T12:08:00.000","2","Yes","0","1","0","0","1","0","2 Somewhat Disagree","1 Strongly Disagree","2 Somewhat Disagree","3 Somewhat Agree","2 Somewhat Disagree","3 Somewhat Agree","1 Strongly Disagree","3 Somewhat Agree","1 Strongly Disagree","4 Strongly Agree","3 Effective","2 Ineffective","1 Very Ineffective",,"Windows","Desktop","Firefox","Own","Male","Yes","No","Greater than 5 years","No","Other (Specify)","Employed full-time (30+ hours a week)","No","Car/truck/Van as DRIVER","Only have one mode of transportation","$150,000 and over","Post-graduate degree","Prefer not to say","T5R","40-44"
"2014-10-14T11:46:00.000","2014-10-14T11:57:00.000","2","Yes","0","1","0","0","0","0","2 Somewhat Disagree","2 Somewhat Disagree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","2 Somewhat Disagree","4 Strongly Agree","4 Strongly Agree","1 Strongly Disagree","4 Very Effective","4 Very Effective","2 Ineffective",,"Android","Phone","Google Chrome","Own","Male","Yes","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Walk","$150,000 and over","College / technical school graduate","No","T6L","35-39"
"2014-10-14T13:28:00.000","2014-10-14T13:38:00.000","2","Yes","1","0","0","0","0","0","1 Strongly Disagree","1 Strongly Disagree","3 Somewhat Agree","4 Strongly Agree","3 Somewhat Agree","4 Strongly Agree","2 Somewhat Disagree","4 Strongly Agree","3 Somewhat Agree","2 Somewhat Disagree","1 Very Ineffective","2 Ineffective","3 Effective",,"iOS","Tablet","Safari","Own","Female","Yes","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","No","Other (Specify)","Car/truck/Van as DRIVER","$150,000 and over","High school graduate","No","T5B","40-44"
"2014-10-14T11:46:00.000","2014-10-14T11:52:00.000","3+","Yes","1","1","0","0","0","0","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","3 Somewhat Agree","2 Somewhat Disagree","4 Strongly Agree","2 Somewhat Disagree","3 Somewhat Agree","3 Effective","3 Effective","3 Effective",,"Windows","Desktop","Google Chrome","Own","Female","Yes","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000","Post-graduate degree","No","T6V","45-49"
"2014-10-14T12:49:00.000","2014-10-14T13:00:00.000","1","Yes","0","1","0","0","0","0","3 Somewhat Agree","3 Somewhat Agree","4 Strongly Agree","4 Strongly Agree","4 Strongly Agree","2 Somewhat Disagree","2 Somewhat Disagree","3 Somewhat Agree","4 Strongly Agree","2 Somewhat Disagree","3 Effective","3 Effective","4 Very Effective",,"iOS","Phone","Safari","Own","Male","Yes","Yes","Greater than 5 years","No","English","Employed full-time (30+ hours a week)","Yes","Bicycle","Public Transit","$100,000 to $149,000","Post-graduate degree","No","T6R","45-49"
"2014-10-14T17:21:00.000","2014-10-14T17:50:00.000","2","Yes","0","0","0","0","1","0","3 Somewhat Agree","3 Somewhat Agree","3 Somewhat Agree","4 Strongly Agree","1 Strongly Disagree","2 Somewhat Disagree","1 Strongly Disagree","3 Somewhat Agree","1 Strongly Disagree","4 Strongly Agree","1 Very Ineffective","1 Very Ineffective","1 Very Ineffective","No","Mac (OS X)","Desktop","Firefox","Own","Male","No","Yes","Greater than 5 years","No","English","Employed part-time (0-30 hours a week)","Yes","Car/truck/Van as DRIVER","Other (Specify)","Prefer not to answer","High school graduate","No","T5M","55-59"
