"dbn","district","school_name","boro","zip_code","principal","progressre","school_level","peer_index","_2011_2012_overall_grade","_2011_2012_overall_score","_2011_2012_overall_percentile","_2011_2012_progress_category_score","_2011_2012_progressgrade","_2011_2012_performance_category_score","_2011_2012_performance_grade","_2011_2012_environment_category_score","_2011_2012_environment_grade","_2011_2012_college_and_career_readiness_score","_2011_2012_college_and_career_readiness_grade","_2011_2012_additional_credit","_2010_2011_progress_report_grade","_2009_10_progress_report_grade","handicap_accessibility","website","borough_number","borough_name","phonenumbe","capacity","grades","campus","website2","esl","concentration","location_1"
"10X051","10","P.S. 051 Bronx New School","Bronx","10457","Paul Smith","EMS","Elementary","51.9983","A","66.8","80","39.700000000000003","A","16.5","A","7.3","C",," ","B","240","X051","Partially Accessible","http://schools.nyc.gov/SchoolPortals/10/X051/default.htm","2","Bronx","718-733-0347","253","0K,01,02,03,04,05,SE",," ","0"," ","695 EAST 182ND STREET
Bronx, NY 10457
(40.850692, -73.886598)"
"10X054","10","P.S. / I.S. 54","Bronx","10458","Maribelle NunezPardo","EMS","Elementary","68.051699999999997","C","46.2","29.67","28.4","C","8.4","D","5.6","C",," ","C","212","X054","Not Accessible","http://schools.nyc.gov/SchoolPortals/10/X054/default.htm","2","Bronx","718-584-4203","474","PK,0K,01,02,03,04,05,SE",," ","0"," ","2703 WEBSTER AVENUE
Bronx, NY 10458
(40.864875, -73.887921)"
"10X363","10","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE","Bronx","10468","Angelo Ledda","EMS","Middle","2.1122999999999998","C","37.799999999999997","11.6","18.899999999999999","D","7.2","D","8.6999999999999993","B",," ",".","245","X363"," ","http://schools.nyc.gov/SchoolPortals/10/X363/default.htm","2","Bronx","718-220-3139","390","06,07,08,SE",," ","0"," ","120 EAST 184 STREET
Bronx, NY 10468
(40.859708, -73.899882)"
"09X365","9","Academy for Language and Technology","Bronx","10453","Arisleyda Urena","HS","High School","2.31","A","77.8","84.5","47.9","A","13.4","B","10.3","B","2.5","F"," ","197","X365"," ","http://schools.nyc.gov/SchoolPortals/09/X365/default.htm","2","Bronx","718-731-0219","317","09,10,11,12",,"http://www.alteagles.org","-1"," Communications","1700 MACOMBS ROAD
Bronx, NY 10453
(40.849726, -73.915756)"
"11X169","11","BAYCHESTER ACADEMY","Bronx","10466","Cristine Vaughan","EC","K3","54.065399999999997","C","29.3","0","7.6","F","10","C","10.4","B",," ",".","295","X169"," ","http://schools.nyc.gov/SchoolPortals/11/X169/default.htm","2","Bronx","718-325-1138","359","PK,0K,01,02,03,04,SE",," ","0"," ","3500 EDSON AVENUE
Bronx, NY 10466
(40.88096, -73.839643)"
"09X128","9","Mott Hall III","Bronx","10456","Jorisis Stupart","EMS","Middle","2.8858999999999999","C","50.9","37.57","24.8","C","16.3","A","7.6","C",," ","A","174","X128","Not Accessible","http://schools.nyc.gov/SchoolPortals/09/X128/default.htm","2","Bronx","718-992-9506","357","06,07,08,SE",," ","0"," ","580 CROTONA PARK SOUTH
Bronx, NY 10456
(40.834473, -73.900639)"
"09X329","9","DreamYard Preparatory School","Bronx","10457","Alicia Wargo","HS","High School","1.6","B","58.4","30.7","29.2","C","10.8","C","8.8000000000000007","B","5.4","C","D","144","X329","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/09/X329/default.htm","2","Bronx","718-410-4242","324","09,10,11,12,SE",,"http://www.dyprep.org","-1"," Performing Arts","240 EAST 172 STREET
Bronx, NY 10457
(40.839295, -73.911384)"
"12X190","12","E.S.M.T- I.S. 190","Bronx","10460","Dianajade Santiago","EMS","Middle","2.3323","A","69.099999999999994","80.11","41.6","A","13.9","B","9","B",," ","B","413","X190","Not Accessible","http://schools.nyc.gov/SchoolPortals/12/X190/default.htm","2","Bronx","718-620-9423","249","06,07,08,SE",," ","0"," ","1550 CROTONA PARK EAST
Bronx, NY 10460
(40.836142, -73.892772)"
"12X388","12","Pan American International High School at Monroe","Bronx","10472","Bridgit Claire Bye","HS","High School","1.72","A","79","87","46.5","A","9.9","C","10.4","B","4.5","C"," ","421","X388"," ","http://schools.nyc.gov/SchoolPortals/12/X388/default.htm","2","Bronx","718-991-7238","407","09,10,11,12",," ","-1"," Humanities & Interdisciplinary","1300 BOYNTON AVENUE
Bronx, NY 10472
(40.831291, -73.878833)"
"11X288","11","Collegiate Institute for Math and Science","Bronx","10469","Shadia Alvarez","HS","High School","2.5499999999999998","B","69.7","65.400000000000006","34.799999999999997","B","14.1","A","10.5","A","8.3000000000000007","A","A","309","X288","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/11/X288/default.htm","2","Bronx","718-944-3635","645","09,10,11,12,SE",," ","-1"," Science & Math","925 ASTOR AVENUE
Bronx, NY 10469
(40.85964, -73.860743)"
"09X004","9","P.S./M.S. 004 Crotona Park West","Bronx","10457","Vincent Resto","EMS","K8","63.953899999999997","A","76.5","95","46.1","A","18.100000000000001","A","6.8","C",," ","B","139","X004","Not Accessible","http://schools.nyc.gov/SchoolPortals/09/X004/default.htm","2","Bronx","718-583-6655","551","0K,01,02,03,04,05,06,07,08,SE",," ","0"," ","1701 FULTON AVENUE
Bronx, NY 10457
(40.842105, -73.89747)"
"09X053","9","P.S. 053 Basheer Quisim","Bronx","10456","Dr. Collin Wolfe","EMS","Elementary","66.540599999999998","A","68.2","83.11","37.200000000000003","B","20.100000000000001","A","6.7","C",," ","C","184","X053","Not Accessible","http://schools.nyc.gov/SchoolPortals/09/X053/default.htm","2","Bronx","718-681-7276","1354","PK,0K,01,02,03,04,05,SE",," ","0"," ","360 EAST 168 STREET
Bronx, NY 10456
(40.832565, -73.910467)"
"11X326","11","Bronx Green Middle School","Bronx","10467","Charles Johnson","EMS","Middle","2.4476","B","59.4","59.94","34.1","B","13.9","B","7.6","C",," ","C","301","X326"," ","http://schools.nyc.gov/SchoolPortals/11/X326/default.htm","2","Bronx","718-325-6593","383","06,07,08,SE",," ","0"," ","2441 WALLACE AVENUE
Bronx, NY 10467
(40.86206, -73.864588)"
"10X504","10","Kennedy Yabc","Bronx","10453","Frank Parrino","YABC","YABC","0","C","50.6","0","32.299999999999997","B","4.7","F","5.8","D","4.0999999999999996","D","B","0"," "," "," ","0"," "," ","0"," ",," ","0"," ","99 Terrace View Avenue
Bronx, NY 10453
(40.87707, -73.912617)"
"12X242","12","Mott Hall V","Bronx","10472","Peter Oroszlany","EMS","Middle","2.4104000000000001","A","77.099999999999994","90.06","46.4","A","18.399999999999999","A","7.5","C",," ","A","390","X242","Not Accessible","http://schools.nyc.gov/SchoolPortals/12/X242/default.htm","2","Bronx","718-620-8160","574","06,07,08,09,10,11,SE",,"http://www.MottHallV.org","-1"," Science & Math","1551 EAST 172ND STREET
Bronx, NY 10472
(40.831268, -73.878949)"
"12X248","12","Metropolitan High School, The","Bronx","10459","Carla Theodorou","HS","High School","1.62","A","87.5","96.1","44.9","A","15.5","A","12.6","A","5.6","C","A","393","X248","Not Accessible","http://schools.nyc.gov/SchoolPortals/12/X248/default.htm","2","Bronx","718-991-4634","330","09,10,11,12,SE",," ","-1"," Humanities & Interdisciplinary","1180 REV. J.A. POLITE AVE.
Bronx, NY 10459
(40.827719, -73.897001)"
"12X300","12","The School of Science and Applied Learning","Bronx","10457","Venessa Singleton","EMS","Elementary","68.321100000000001","D","34","7.7","19.3","D","3.1","F","9.1999999999999993","B",," ","C","405","X300","Not Accessible","http://schools.nyc.gov/SchoolPortals/12/X300/default.htm","2","Bronx","718-584-6310","611","PK,0K,01,02,03,04,05,SE",," ","0"," ","2050 PROSPECT AVENUE
Bronx, NY 10457
(40.845931, -73.88764)"
"10X477","10","Marble Hill High School for International Studies","Bronx","10463","Kirsten Larson","HS","High School","2.56","A","90.9","97.8","47.8","A","17.8","A","11","A","7.4","A","A","271","X477","Not Accessible","http://schools.nyc.gov/SchoolPortals/10/X477/default.htm","2","Bronx","718-561-0973","439","09,10,11,12,SE",,"http://www.Marblehillschool.org","-1"," Humanities & Interdisciplinary","99 TERRACE VIEW AVENUE
Bronx, NY 10463
(40.87707, -73.912617)"
"10X475","10","John F. Kennedy High School","Bronx","10463","Lisa Luft","HS","High School","1.49"," ","0","0","0"," ","0"," ","0"," ",," ","D","264","X475","Not Accessible","http://schools.nyc.gov/SchoolPortals/10/X475/default.htm","2","Bronx","718-817-7400","429","09,10,11,12,SE",," ","0"," ","99 TERRACE VIEW AVENUE
Bronx, NY 10463
(40.87707, -73.912617)"
"07X427","7","Community School for Social Justice","Bronx","10451","SueAnn Rosch","HS","High School","1.74","B","62.8","43.5","31.5","C","10.4","C","10.9","A","4.3","D","A","8","X427","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/07/X427/default.htm","2","Bronx","718-402-8481","331","09,10,11,12,SE",,"http://www.cssjbronx.org","-1"," Law & Government","350 GERARD AVENUE
Bronx, NY 10451
(40.815652, -73.930447)"
"10X007","10","P.S. 007 Kingsbridge","Bronx","10463","Frank Patterson","EMS","Elementary","54.4788","A","85.9","97.87","51.2","A","17.5","A","13","A",," ","C","215","X007","Not Accessible","http://schools.nyc.gov/SchoolPortals/10/X007/default.htm","2","Bronx","718-796-8695","613","0K,01,02,03,04,05,SE",," ","0"," ","3201 KINGSBRIDGE AVENUE
Bronx, NY 10463
(40.881546, -73.905683)"
"11X270","11","Academy for Scholarship and Entrepreneurship: A College Board School","Bronx","10466","Zenobia White","HS","High School","1.77","B","59.9","36.4","32.700000000000003","B","12.5","B","6.1","D","4.7","C","C","292","X270"," ","http://schools.nyc.gov/SchoolPortals/11/X270/default.htm","2","Bronx","718-696-3840","541","07,08,09,10,11,12,SE",,"http://asescholars.org","-1"," Business","921 EAST 228TH STREET
Bronx, NY 10466
(40.887766, -73.852493)"
"09X404","9","School for Excellence","Bronx","10456","Carmen Bardeguez Brown","HS","High School","1.34","A","71.7","70.599999999999994","41.6","A","12.2","B","7.7","C","3.8","D","B","194","X404","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/09/X404/default.htm","2","Bronx","718-860-1385","407","09,10,11,12,SE",," ","-1"," Humanities & Interdisciplinary","1110 BOSTON ROAD
Bronx, NY 10456
(40.828015, -73.904023)"
"12X267","12","Bronx Latin","Bronx","10456","Leticia Pineiro","HS","High School","1.91","A","84.4","94.4","42.2","A","16.3","A","12.3","A","8.5","A"," ","369","X267","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/12/X267/default.htm","2","Bronx","718-991-6349","446","06,07,08,09,10,11,12,SE",,"http://BronxLatin.org","-1"," Humanities & Interdisciplinary","800 HOME STREET
Bronx, NY 10456
(40.826916, -73.900597)"
"12X446","12","Arturo A. Schomburg Satellite Academy Bronx","Bronx","10459","Marsha Vernon","HST","High School Transfer","1.19","B","57.4","0","28.6","C","9","D","8.3000000000000007","C","4.0999999999999996","D"," ","397","X446"," ","http://schools.nyc.gov/SchoolPortals/12/X446/default.htm","2","Bronx","718-542-2700","260","09,10,11,12",," ","0"," ","1010 REV. J. A. POLITE AVENUE
Bronx, NY 10459
(40.823299, -73.898739)"
"09X002","9","P.S. 002 Morrisania","Bronx","10456","Lisa Debonis","EMS","Middle","1.6247"," ","0","0","0"," ","0"," ","0"," ",," ",".","0"," "," "," ","0"," "," ","0"," ",," ","0"," ","1365 FULTON AVE
Bronx, NY 10456
(40.833501, -73.902732)"
"07X522","7","Bronx Design and Construction Academy","Bronx","10451","Matthew Williams","HS","High School","1.56"," ","0","0","0"," ","0"," ","0"," ",," "," ","28","X522"," ","http://schools.nyc.gov/SchoolPortals/07/X522/default.htm","2","Bronx","718-402-7690","303","09,10,SE",,"http://www.bxdca.com","-1"," Architecture","333 EAST 151 STREET
Bronx, NY 10451
(40.818396, -73.920081)"
"11X041","11","P.S. 041 Gun Hill Road","Bronx","10467","Erika Tobia","EMS","Elementary","62.015500000000003","C","37.700000000000003","12.46","13.3","F","11.9","C","9.5","B",," ","A","333","X041","Not Accessible","http://schools.nyc.gov/SchoolPortals/11/X041/default.htm","2","Bronx","718-652-3461","887","0K,01,02,03,04,05,SE",," ","0"," ","3352 OLINVILLE AVENUE
Bronx, NY 10467
(40.874754, -73.867851)"
"11X275","11","High School of Computers and Technology","Bronx","10467","Bruce Abramowitz","HS","High School","1.92","A","90.6","97.5","44.7","A","17.8","A","11.1","A","7.8","A","A","317","X275","Not Accessible","http://schools.nyc.gov/SchoolPortals/11/X275/default.htm","2","Bronx","718-696-3930","567","09,10,11,12,SE",,"http://www.hsctbronx.org","-1"," Computer Science & Technology","800 EAST GUN HILL ROAD
Bronx, NY 10467
(40.875163, -73.861653)"
"11X498","11","PS/MS 11X498 - VAN NEST ACADEMY","Bronx","10462","Carol Gilligan","EMS","Middle","2.6796000000000002","B","64.2","71.819999999999993","33.200000000000003","B","15.9","B","12.6","A",," ",".","359","X498"," ","http://schools.nyc.gov/SchoolPortals/11/X498/default.htm","2","Bronx","718-409-3001","470","0K,01,02,03,06,07,08,SE",," ","0"," ","1640 BRONXDALE AVE
Bronx, NY 10462
(40.845061, -73.85835)"
"08X093","8","P.S. 093 Albert G. Oliver","Bronx","10473","Donald Mattson","EMS","Elementary","61.548200000000001","A","65.400000000000006","76.89","39.700000000000003","A","11.6","C","8.5","B",," ","B","124","X093","Not Accessible","http://schools.nyc.gov/SchoolPortals/08/X093/default.htm","2","Bronx","718-842-2655","366","PK,0K,01,02,03,04,05,SE",," ","0"," ","1535 STORY AVENUE
Bronx, NY 10473
(40.822513, -73.877255)"
"07X381","7","Bronx Haven High School","Bronx","10451","Lucinda Mendez","HST","High School Transfer","1.2","C","46.3","0","21.5","D","8.1","D","7.1","C","3.8","D","B","6","X381"," ","http://schools.nyc.gov/SchoolPortals/07/X381/default.htm","2","Bronx","718-292-3638","178","09,10,11,12,SE",," ","0"," ","333 EAST 151 STREET
Bronx, NY 10451
(40.818396, -73.920081)"
"12X067","12","P.S. 067 Mohegan School","Bronx","10460","Emily Grimball","EMS","Elementary","66.255700000000004","B","62.8","71.150000000000006","36.9","B","15.7","B","6","C",," ","C","378","X067","Not Accessible","http://schools.nyc.gov/SchoolPortals/12/X067/default.htm","2","Bronx","718-589-8090","706","PK,0K,01,02,03,04,05,SE",," ","0"," ","2024 MOHEGAN AVENUE
Bronx, NY 10460
(40.84377, -73.884191)"
"09X517","9","Frederick Douglass Academy III Secondary School","Bronx","10456","Rahesha Amon","HS","High School","1.88","B","63.5","44.8","29.5","C","15","A","8.1","C","5.5","C","B","149","X517","Not Accessible","http://schools.nyc.gov/SchoolPortals/09/X517/default.htm","2","Bronx","718-538-9726","465","08,09,10,11,12,SE",," ","-1"," Humanities & Interdisciplinary","3630 THIRD AVENUE
Bronx, NY 10456
(40.8341, -73.904078)"
"12X211","12","P.S. 211","Bronx","10457","Betty GonzalezSoto","EMS","K8","66.065600000000003","C","46.2","29.38","22.2","D","11.2","C","7.7","B",," ","A","366","X211","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/12/X211/default.htm","2","Bronx","718-901-0436","621","PK,0K,01,02,03,04,05,06,07,08,SE",," ","0"," ","1919 PROSPECT AVENUE
Bronx, NY 10457
(40.843401, -73.889878)"
"08X335","8","The Academy of the Arts","Bronx","10459","Erik Wright","EMS","Elementary","70.371399999999994","B","52.3","45.57","23","C","16.600000000000001","A","9.8000000000000007","A",," ","B","69","X335","Not Accessible","http://schools.nyc.gov/SchoolPortals/08/X335/default.htm","2","Bronx","718-860-3401","238","PK,0K,01,02,04,05,SE",," ","0"," ","888 REV J A POLITE AVE
Bronx, NY 10459
(40.820156, -73.898787)"
"08X467","8","MOTT HALL COMMUNITY SCHOOL","Bronx","10465","Geovanti Steward","EMS","Middle","2.3862000000000001","C","43.7","21.55","17.600000000000001","D","15.7","B","7.9","B",," ",".","65","X467"," ","http://schools.nyc.gov/SchoolPortals/08/X467/default.htm","2","Bronx","718-829-3254","276","06,07,08,SE",," ","0"," ","650 HOLLYWOOD AVENUE
Bronx, NY 10465
(40.826777, -73.818075)"
"09X227","9","Bronx Collegiate Academy","Bronx","10457","D White","HS","High School","1.49","A","73.099999999999994","74.400000000000006","40.200000000000003","A","11.6","B","11.3","A","4.4000000000000004","D","C","166","X227","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/09/X227/default.htm","2","Bronx","718-410-4077","337","09,10,11,12,SE",,"https://sites.google.com/site/bronxcollegiateacademy/","-1"," Humanities & Interdisciplinary","240 EAST 172 STREET
Bronx, NY 10457
(40.839295, -73.911384)"
"10X015","10","P.S. X015 Institute for Environmental Learning","Bronx","10453","Tara Edmonds","EMS","K8","59.006799999999998","B","64","74.38","31.1","B","19.3","A","11","A",," ","A","238","X015","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/10/X015/default.htm","2","Bronx","718-563-0473","548","0K,01,02,03,04,05,06,07,08,SE",," ","0"," ","2195 ANDREWS AVENUE
Bronx, NY 10453
(40.859221, -73.909761)"
"11X078","11","P.S. 078 Anne Hutchinson","Bronx","10469","Claudina Skerritt","EMS","Elementary","59.433799999999998","C","40.299999999999997","16.72","22.9","C","7","D","7.8","B",," ","C","336","X078","Not Accessible","http://schools.nyc.gov/SchoolPortals/11/X078/default.htm","2","Bronx","718-652-1244","731","0K,01,02,03,04,05,SE",," ","0"," ","1400 NEEDHAM AVENUE
Bronx, NY 10469
(40.878478, -73.851348)"
"11X144","11","J.H.S. 144 Michelangelo","Bronx","10469","Jeremy Kabinoff","EMS","Middle","2.3687","D","25.7","3.87","7.3","F","8.5","D","7.5","C",," ","C","324","X144","Not Accessible","http://schools.nyc.gov/SchoolPortals/11/X144/default.htm","2","Bronx","718-379-7400","833","06,07,08,SE",," ","0"," ","2545 GUNTHER AVENUE
Bronx, NY 10469
(40.863836, -73.836531)"
"10X268","10","Kingsbridge International High School","Bronx","10468","Ronald Newlon","HS","High School","1.84","B","60","37","34.700000000000003","B","6.1","F","10.8","A","3.8","D","B","258","X268","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/10/X268/default.htm","2","Bronx","718-329-8580","490","09,10,11,12",," ","-1"," Humanities & Interdisciplinary","2780 RESERVOIR AVENUE
Bronx, NY 10468
(40.870638, -73.897705)"
"10X386","10","School for Environmental Citizenship","Bronx","10453","Angelyn Donald","EMS","Elementary","69.961600000000004","A","86.5","98.36","52.7","A","20.7","A","8.9","B",," ","F","250","X386"," ","http://schools.nyc.gov/SchoolPortals/10/X386/default.htm","2","Bronx","718-563-3292","496","PK,0K,01,02,03,04,05,SE",," ","0"," ","125 EAST 181 STREET
Bronx, NY 10453
(40.854903, -73.90342)"
"10X086","10","P.S. 086 Kingsbridge Heights","Bronx","10468","Fiona Tyson","EMS","Elementary","63.1738","A","77.7","94.26","40.299999999999997","A","19.600000000000001","A","13","A",," ","A","210","X086","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/10/X086/default.htm","2","Bronx","718-584-5585","1628","PK,0K,01,02,03,04,05,06,SE",," ","0"," ","2756 RESERVOIR AVENUE
Bronx, NY 10468
(40.869215, -73.897897)"
"09X126","9","P.S. 126 Dr Marjorie H Dunbar","Bronx","10452","Nadine KeeFoster","EMS","Elementary","66.142099999999999","C","44.1","23.44","24","C","11.5","C","5.4","C",," ","B","202","X126","Not Accessible","http://schools.nyc.gov/SchoolPortals/09/X126/default.htm","2","Bronx","718-681-6120","745","PK,0K,01,02,03,04,05,06,SE",," ","0"," ","175 WEST 166 STREET
Bronx, NY 10452
(40.835819, -73.928328)"
"07X203","7","M.S. 203","Bronx","10451","William Hewlett Jr","EMS","Middle","2.0314000000000001","D","34.700000000000003","9.1199999999999992","19.600000000000001","D","5.5","F","6","C",," ","C","35","X203","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/07/X203/default.htm","2","Bronx","718-292-1052","291","06,07,08,SE",," ","0"," ","339 MORRIS AVENUE
Bronx, NY 10451
(40.81366, -73.925999)"
"10X141","10","Riverdale / Kingsbridge Academy (Middle School /","Bronx","10463","Lori O'mara","EMS","Middle","2.8062999999999998","B","55.5","51.1","29.9","C","16.5","A","5.2","D",," ","D","0"," "," "," ","0"," "," ","0"," ",," ","0"," ","660 W 237th St
Bronx, NY 10463
(40.887432, -73.914128)"
"08X123","8","J.H.S. 123 James M. Kieran","Bronx","10472","Tyra Williams","EMS","Middle","2.2732000000000001","C","47.5","29.28","24.4","C","14","B","5.8","C",," ","A","85","X123","Not Accessible","http://schools.nyc.gov/SchoolPortals/08/X123/default.htm","2","Bronx","718-328-2105","508","06,07,08,SE",," ","0"," ","1025 MORRISON AVENUE
Bronx, NY 10472
(40.825158, -73.873656)"
"10X141","10","Riverdale / Kingsbridge Academy (Middle School / High School 141)","Bronx","10463","Lori O'mara","HS","High School","2.38","B","69.2","64.5","35.799999999999997","B","15.2","A","6.9","D","7.5","A","A","277","X141","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/10/X141/default.htm","2","Bronx","718-796-8516","1350","06,07,08,09,10,11,12,SE",,"http://www.rka141.org","-1"," Humanities & Interdisciplinary","660 WEST 237 STREET
Bronx, NY 10463
(40.887432, -73.914128)"
"09X297","9","Morris Academy for Collaborative Studies","Bronx","10456","Charles Osewalt","HS","High School","1.58","B","69.400000000000006","64.099999999999994","36.1","B","14","A","8.6","C","3.8","D","A","171","X297","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/09/X297/default.htm","2","Bronx","718-542-3700","449","09,10,11,12,SE",,"http://morrisacademyhs.com","-1"," Humanities & Interdisciplinary","1110 BOSTON ROAD
Bronx, NY 10456
(40.828015, -73.904023)"
"10X046","10","P.S. 046 Edgar Allan Poe","Bronx","10458","Jennifer AlexanderAde","EMS","Elementary","69.266300000000001","B","52.8","47.38","30.3","B","10.5","C","8.3000000000000007","B",," ","C","235","X046","Not Accessible","http://schools.nyc.gov/SchoolPortals/10/X046/default.htm","2","Bronx","718-584-4450","1255","0K,01,02,03,04,05,06,SE",," ","0"," ","279 EAST 196 STREET
Bronx, NY 10458
(40.866783, -73.890523)"
"11X019","11","P.S. 019 Judith K. Weiss","Bronx","10470","Timothy P. Sullivan","EMS","K8","22.954799999999999","B","54.9","52.5","27.1","C","13.7","B","11.4","A",," ","C","331","X019","Not Accessible","http://schools.nyc.gov/SchoolPortals/11/X019/default.htm","2","Bronx","718-324-1924","501","0K,01,02,03,04,05,06,07,08,SE",," ","0"," ","4318 KATONAH AVENUE
Bronx, NY 10470
(40.899254, -73.867505)"
"07X670","7","Health Opportunities High School","Bronx","10451","Julie Mchedlishvili","HS","High School","1.84","C","53.9","20.6","21","F","13.6","B","8.1","C","6.7","B","B","49","X670","Functionally Accessible","http://schools.nyc.gov/SchoolPortals/07/X670/default.htm","2","Bronx","718-401-1826","567","09,10,11,12,SE",," ","-1"," Health Professions","350 GERARD AVENUE
Bronx, NY 10451
(40.815652, -73.930447)"
"08X131","8","J.H.S. 131 Albert Einstein","Bronx","10473","Edward C. Leotta","EMS","Middle","2.4582999999999999","C","44.4","22.65","26.4","C","10.199999999999999","C","4.9000000000000004","D",," ","C","88","X131","Not Accessible","http://schools.nyc.gov/SchoolPortals/08/X131/default.htm","2","Bronx","718-991-7490","803","06,07,08,SE",," ","0"," ","885 BOLTON AVENUE
Bronx, NY 10473
(40.82391, -73.859961)"
