"primary_key","incident_number","report_type","report_type_description","incident_status_code","incident_status_description","investigation_status","incident_occurred","incident_reported","incident_location","latitude","longitude","zip_code","rpa","zone","location_code","location_description","offense_number","offense_nibrs","offense_description","weapon_primary","weapon_description","victim_number","domestic_related","victim_type","victim_description","victim_gender","victim_race","victim_ethnicity","victim_county_resident","mapped_location"
"20220408225_12","20220408225","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-17T17:30:00.000","2022-08-17T18:15:00.000","600 600","36.142","-86.74","37210",,,"5","COMMERCIAL, OFFICE BUILDING","1","715","FOUND PROPERTY","17","NONE","2","false","I","INDIVIDUAL (18 AND OVER)","M","W","Hispanic","NON RESIDENT","POINT (-86.74 36.142)"
"20220408225_11","20220408225","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-17T17:30:00.000","2022-08-17T18:15:00.000","600 600","36.142","-86.74","37210",,,"5","COMMERCIAL, OFFICE BUILDING","1","715","FOUND PROPERTY","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","F","U","Non-Hispanic","NON RESIDENT","POINT (-86.74 36.142)"
"20220408216_11","20220408216","D","DISPATCHED","O","OPEN","Open","2022-08-17T17:49:00.000","2022-08-17T17:49:00.000","JANSING DR","36.08","-86.69",,,,"22","RESIDENCE, HOME","1","810","LOST PROPERTY",,,"1","false","I","INDIVIDUAL (18 AND OVER)","M","A","Non-Hispanic","RESIDENT","POINT (-86.69 36.08)"
"20220408200_11","20220408200","D","DISPATCHED","O","OPEN","Open","2022-08-15T18:00:00.000","2022-08-17T17:38:00.000","BROADWAY","36.15","-86.8",,,,"20","PARKING LOT, GARAGE","1","240","VEHICLE THEFT","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Non-Hispanic","NON RESIDENT","POINT (-86.8 36.15)"
"20220408180_11","20220408180","D","DISPATCHED","O","OPEN","Open","2022-08-17T13:45:00.000","2022-08-17T17:22:00.000","KIMPALONG AVE","36.13","-86.83",,,,"22","RESIDENCE, HOME","1","23F","BURGLARY- MOTOR VEHICLE","16","Unarmed","1","false","I","INDIVIDUAL (18 AND OVER)","F","W","Unknown","NON RESIDENT","POINT (-86.83 36.13)"
"20220408178_11","20220408178","D","DISPATCHED","O","OPEN","Open","2022-08-17T15:32:00.000","2022-08-17T17:29:00.000","OLD HICKORY BLVD","36.06","-86.92",,,,"90","APARTMENT","1","210","EXTORTION","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Non-Hispanic","RESIDENT","POINT (-86.92 36.06)"
"20220408163_11","20220408163","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-17T16:45:00.000","2022-08-17T17:48:00.000","825 825","36.185","-86.772","37207",,,"22","RESIDENCE, HOME","1","740","POLICE INQUIRY","17","NONE","1","true","I","INDIVIDUAL (18 AND OVER)","M","B","Non-Hispanic","RESIDENT","POINT (-86.772 36.185)"
"20220408145_11","20220408145","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-17T16:31:00.000","2022-08-17T17:35:00.000","222 222","36.166","-86.806","37206",,,"90","APARTMENT","1","740","POLICE INQUIRY","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","F","W","Non-Hispanic","RESIDENT","POINT (-86.806 36.166)"
"20220408118_11","20220408118","D","DISPATCHED","O","OPEN","Open","2022-08-16T23:30:00.000","2022-08-17T18:02:00.000","ROYAL PKWY","36.14","-86.66",,,,"20","PARKING LOT, GARAGE","1","240","VEHICLE THEFT","17","NONE","1","false","B","BUSINESS",,,,,"POINT (-86.66 36.14)"
"20220408100_11","20220408100","D","DISPATCHED","O","OPEN","Open","2022-08-13T09:00:00.000","2022-08-17T16:48:00.000","WILLOW LN","36.08","-86.71",,,,"13","HIGHWAY, ROAD, ALLEY","1","810","LOST PROPERTY",,,"1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Hispanic","NON RESIDENT","POINT (-86.71 36.08)"
"20220408088_11","20220408088","D","DISPATCHED","O","OPEN","Open","2022-08-17T16:06:00.000","2022-08-17T16:06:00.000","WHITES CREEK PIKE","36.26","-86.83",,,,"20","PARKING LOT, GARAGE","1","23G","LARC - PARTS FROM VEH",,,"1","false","I","INDIVIDUAL (18 AND OVER)","F","W","Non-Hispanic","NON RESIDENT","POINT (-86.83 36.26)"
"20220408063_11","20220408063","D","DISPATCHED","O","OPEN","Open","2022-08-17T15:53:00.000","2022-08-17T15:53:00.000","WHITE BRIDGE PIKE","36.14","-86.86",,,,"27","UNIVERSITY, COLLEGE CAMPUS","1","13C","ASSAULT- FEAR OF BODILY INJURY","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","F","W","Non-Hispanic","NON RESIDENT","POINT (-86.86 36.14)"
"20220408057_11","20220408057","D","DISPATCHED","O","OPEN","Open","2022-08-17T14:40:00.000","2022-08-17T14:54:00.000","SAWYER BROWN RD","36.08","-86.94",,,,"8","DEPARTMENT, DISCOUNT STORE","1","23C","THEFT OF MERCHANDISE 5TH - > $1,000 BUT < $2,500",,,"1","false","B","BUSINESS",,,,,"POINT (-86.94 36.08)"
"20220408018_11","20220408018","D","DISPATCHED","O","OPEN","Open","2022-08-16T12:00:00.000","2022-08-17T15:36:00.000","OAKDELL AVE","36.25","-86.71",,,,"22","RESIDENCE, HOME","1","26A","FRAUD - SWINDLE","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","F","W","Non-Hispanic","RESIDENT","POINT (-86.71 36.25)"
"20220408001_11","20220408001","D","DISPATCHED","O","OPEN","Open","2022-08-16T20:15:00.000","2022-08-17T15:24:00.000","CLINTON ST","36.16","-86.8",,,,"20","PARKING LOT, GARAGE","1","23F","BURGLARY - MOTOR VEHICLE","16","Unarmed","1","false","I","INDIVIDUAL (18 AND OVER)","F","B","Non-Hispanic","RESIDENT","POINT (-86.8 36.16)"
"20220408000_11","20220408000","S","SUSPECT","U","UNFOUNDED","Closed","2022-08-17T13:47:00.000","2022-08-17T15:03:00.000","1105 1105","36.192","-86.809","37208",,,"13","HIGHWAY, ROAD, ALLEY","1","780","RECOVERY, STOLEN PROPERTY","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","F","W","Non-Hispanic","NON RESIDENT","POINT (-86.809 36.192)"
"20220407995_11","20220407995","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-17T14:55:00.000","2022-08-17T15:37:00.000","617 617","36.163","-86.756","37206",,,"10","FIELD, WOODS","1","715","FOUND PROPERTY","17","NONE","1","false","U","UNKNOWN","U","U","Unknown","NON RESIDENT","POINT (-86.756 36.163)"
"20220407989_11","20220407989","D","DISPATCHED","O","OPEN","Open","2022-08-17T11:00:00.000","2022-08-17T15:20:00.000","ABBOTT MARTIN RD","36.11","-86.82",,,,"20","PARKING LOT, GARAGE","1","23G","LARC - PARTS FROM VEH","06","LETHAL/CUTTING INSTRUMENT","1","false","B","BUSINESS",,,,,"POINT (-86.82 36.11)"
"20220407984_11","20220407984","T",,"O","OPEN","Open","2022-08-03T19:01:00.000","2022-08-17T15:12:00.000","GALLATIN PIKE N","36.31","-86.68",,,,"8","DEPARTMENT, DISCOUNT STORE","1","23C","THEFT OF MERCHANDISE- $1,000 OR LESS","17","NONE","1","false","B","BUSINESS",,,,,"POINT (-86.68 36.31)"
"20220407983_11","20220407983","T",,"O","OPEN","Open","2022-08-10T17:57:00.000","2022-08-17T15:27:00.000","GALLATIN PIKE N","36.31","-86.68",,,,"8","DEPARTMENT, DISCOUNT STORE","1","23C","THEFT OF MERCHANDISE- $1,000 OR LESS","17","NONE","1","false","B","BUSINESS",,,,,"POINT (-86.68 36.31)"
"20220407982_11","20220407982","D","DISPATCHED","O","OPEN","Open","2022-07-29T20:23:00.000","2022-08-17T15:27:00.000","GALLATIN PIKE N","36.31","-86.68",,,,"8","DEPARTMENT, DISCOUNT STORE","1","23C","THEFT OF MERCHANDISE 5TH - $1,000 OR LESS",,,"1","false","B","BUSINESS",,,,,"POINT (-86.68 36.31)"
"20220407970_11","20220407970","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-17T14:41:00.000","2022-08-17T14:41:00.000","3501 3501","36.163","-86.828","37209",,,"22","RESIDENCE, HOME","1","810","LOST PROPERTY","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Non-Hispanic","RESIDENT","POINT (-86.828 36.163)"
"20220407965_11","20220407965","D","DISPATCHED","O","OPEN","Open","2022-08-17T13:30:00.000","2022-08-17T14:47:00.000","HOBSON PIKE","36.09","-86.56",,,,"19","PARK","1","23F","BURGLARY- MOTOR VEHICLE","16","Unarmed","1","false","I","INDIVIDUAL (18 AND OVER)","F","W","Non-Hispanic","RESIDENT","POINT (-86.56 36.09)"
"20220407964_11","20220407964","D","DISPATCHED","O","OPEN","Open","2022-07-27T14:26:00.000","2022-08-17T15:12:00.000","GALLATIN PIKE N","36.31","-86.68",,,,"8","DEPARTMENT, DISCOUNT STORE","1","23C","SHOPLIFTING",,,"1","false","B","BUSINESS",,,,,"POINT (-86.68 36.31)"
"20220407948_11","20220407948","D","DISPATCHED","O","OPEN","Open","2022-08-17T11:59:00.000","2022-08-17T14:41:00.000","MCGAVOCK PIKE","36.17","-86.68",,,,"12","GROCERY, SUPERMARKET","1","26B","CREDIT CARD, FRAUDULENT USE - $1,000 OR LESS",,,"1","false","B","BUSINESS",,,,,"POINT (-86.68 36.17)"
"20220407886_11","20220407886","D","DISPATCHED","O","OPEN","Open","2022-08-16T13:30:00.000","2022-08-17T13:49:00.000","DR MARTIN L KING JR BLVD","36.16","-86.79",,,,"12","GROCERY, SUPERMARKET","1","26A","FRAUD - SWINDLE",,,"1","false","B","BUSINESS",,,,,"POINT (-86.79 36.16)"
"20220407856_22","20220407856","D","DISPATCHED","O","OPEN","Open","2022-08-17T13:31:00.000","2022-08-17T14:09:00.000","GRACE ST","36.18","-86.77",,,,"13","HIGHWAY, ROAD, ALLEY","2","290","DAMAGE PROP - PRIVATE","07","CLUB","2","false","I","INDIVIDUAL (18 AND OVER)","F","B","Non-Hispanic","RESIDENT","POINT (-86.77 36.18)"
"20220407856_11","20220407856","D","DISPATCHED","O","OPEN","Open","2022-08-17T13:31:00.000","2022-08-17T14:09:00.000","GRACE ST","36.18","-86.77",,,,"13","HIGHWAY, ROAD, ALLEY","1","13A","AGGRAV ASSLT - NONFAMILY-WEAPON","07","CLUB","1","false","I","INDIVIDUAL (18 AND OVER)","F","B","Non-Hispanic","RESIDENT","POINT (-86.77 36.18)"
"20220407823_21","20220407823","D","DISPATCHED","O","OPEN","Open","2022-08-17T13:00:00.000","2022-08-17T13:53:00.000","VERNON AVE","36.16","-86.87",,,,"22","RESIDENCE, HOME","2","850","CONTEMPT - VIOLATION OF PROTECTION ORDER","09","PERSONAL (HANDS)","1","true","I","INDIVIDUAL (18 AND OVER)","M","U","Non-Hispanic","RESIDENT","POINT (-86.87 36.16)"
"20220407823_11","20220407823","D","DISPATCHED","O","OPEN","Open","2022-08-17T13:00:00.000","2022-08-17T13:53:00.000","VERNON AVE","36.16","-86.87",,,,"22","RESIDENCE, HOME","1","13B","ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT","09","PERSONAL (HANDS)","1","true","I","INDIVIDUAL (18 AND OVER)","M","U","Non-Hispanic","RESIDENT","POINT (-86.87 36.16)"
"20220407821_11","20220407821","D","DISPATCHED","O","OPEN","Open","2022-08-17T12:50:00.000","2022-08-17T13:50:00.000","DINWIDDIE DR","36.28","-86.7",,,,"22","RESIDENCE, HOME","1","13B","ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT","09","PERSONAL (HANDS)","1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Non-Hispanic","RESIDENT","POINT (-86.7 36.28)"
"20220407816_11","20220407816","S","SUSPECT","O","OPEN","Open","2022-08-17T13:00:00.000","2022-08-17T13:08:00.000","PHILFRE CT","36.13","-86.71",,,,"13","HIGHWAY, ROAD, ALLEY","1","715","FOUND PROPERTY","17","NONE","1","false","U","UNKNOWN","U","U","Unknown","NON RESIDENT","POINT (-86.71 36.13)"
"20220407784_11","20220407784","D","DISPATCHED","O","OPEN","Open","2022-07-29T15:44:00.000","2022-08-17T13:23:00.000","DICKERSON PIKE","36.23","-86.76",,,,"2","BANK, SAVINGS AND LOAN","1","26A","FRAUD - SWINDLE",,,"1","false","F","FINANCIAL INSTITUTION",,,,,"POINT (-86.76 36.23)"
"20220407781_11","20220407781","D","DISPATCHED","O","OPEN","Open","2022-08-08T11:30:00.000","2022-08-17T13:07:00.000","BRENTWOOD SQ","36.04","-86.74",,,,"20","PARKING LOT, GARAGE","1","23F","BURGLARY- MOTOR VEHICLE","16","Unarmed","1","false","I","INDIVIDUAL (18 AND OVER)","F","W","Non-Hispanic","RESIDENT","POINT (-86.74 36.04)"
"20220407774_11","20220407774","D","DISPATCHED","O","OPEN","Open","2022-04-01T12:00:00.000","2022-08-17T13:07:00.000","OLD HICKORY BLVD","36.04","-86.79",,,,"7","CONVENIENCE STORE","1","270","EMBEZZLE - BUSINESS PROP",,,"1","false","B","BUSINESS",,,,,"POINT (-86.79 36.04)"
"20220407762_11","20220407762","D","DISPATCHED","O","OPEN","Open","2022-08-17T11:30:00.000","2022-08-17T15:22:00.000","HWY 70 S","36.08","-86.95",,,,"23","RESTAURANT","1","13C","ASSAULT- FEAR OF BODILY INJURY","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","F","W","Non-Hispanic","NON RESIDENT","POINT (-86.95 36.08)"
"20220407755_11","20220407755","D","DISPATCHED","O","OPEN","Open","2022-08-17T12:15:00.000","2022-08-17T12:36:00.000","8TH AVE S","36.13","-86.78",,,,"19","PARK","1","23H","THEFT OF PROPERTY- $500 OR LESS","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","M","B","Non-Hispanic","RESIDENT","POINT (-86.78 36.13)"
"20220407745_11","20220407745","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-17T12:25:00.000","2022-08-17T12:25:00.000","318 318","36.147","-86.832","37209",,,"53","School-Elementary/Secondary","1","810","LOST PROPERTY","17","NONE","1","false","G","GOVERNMENT",,,,,"POINT (-86.832 36.147)"
"20220407731_11","20220407731","D","DISPATCHED","O","OPEN","Open","2022-08-16T21:00:00.000","2022-08-17T12:25:00.000","CHARLOTTE AVE","36.15","-86.84",,,,"20","PARKING LOT, GARAGE","1","23G","LARC - PARTS FROM VEH","16","Unarmed","1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Non-Hispanic","NON RESIDENT","POINT (-86.84 36.15)"
"20220407726_12","20220407726","D","DISPATCHED","R","REFUSED TO COOPERATE","Closed","2022-08-17T12:07:00.000","2022-08-17T12:49:00.000","1910 1910","36.135","-86.779","37203",,,"19","PARK","1","13A","AGGRAV ASSLT - NONFAMILY-WEAPON","06","LETHAL/CUTTING INSTRUMENT","2","false","I","INDIVIDUAL (18 AND OVER)","F","W","Non-Hispanic","RESIDENT","POINT (-86.779 36.135)"
"20220407726_11","20220407726","D","DISPATCHED","R","REFUSED TO COOPERATE","Closed","2022-08-17T12:07:00.000","2022-08-17T12:49:00.000","1910 1910","36.135","-86.779","37203",,,"19","PARK","1","13A","AGGRAV ASSLT - NONFAMILY-WEAPON","06","LETHAL/CUTTING INSTRUMENT","1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Non-Hispanic","RESIDENT","POINT (-86.779 36.135)"
"20220407719_11","20220407719","S","SUSPECT","U","UNFOUNDED","Closed","2022-05-12T10:00:00.000","2022-08-17T12:07:00.000","1800 1800","36.198","-86.719","37216",,,"53","School-Elementary/Secondary","1","810","LOST PROPERTY",,,"1","false","G","GOVERNMENT",,,,,"POINT (-86.719 36.198)"
"20220407706_11","20220407706","D","DISPATCHED","O","OPEN","Open","2022-08-13T16:00:00.000","2022-08-17T12:46:00.000","SAUNDERS AVE","36.24","-86.73",,,,"22","RESIDENCE, HOME","1","23F","BURGLARY- MOTOR VEHICLE","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","M","B","Non-Hispanic","RESIDENT","POINT (-86.73 36.24)"
"20220407690_11","20220407690","D","DISPATCHED","O","OPEN","Open","2022-08-12T11:30:00.000","2022-08-17T12:01:00.000","AUGUSTA DR","36.22","-86.81",,,,"22","RESIDENCE, HOME","1","23H","THEFT OF PROPERTY-$1,000 OR LESS","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","F","B","Non-Hispanic","RESIDENT","POINT (-86.81 36.22)"
"20220407677_11","20220407677","D","DISPATCHED","O","OPEN","Open","2022-08-17T11:47:00.000","2022-08-17T12:42:00.000","BELL RD","36.17","-86.6",,,,"90","APARTMENT","1","290","DAMAGE PROP - PRIVATE","08","MOTOR VEHICLE","1","false","B","BUSINESS",,,,,"POINT (-86.6 36.17)"
"20220407668_11","20220407668","D","DISPATCHED","O","OPEN","Open","2022-08-17T09:30:00.000","2022-08-17T11:53:00.000","CLARKSVILLE PIKE","36.19","-86.83",,,,"8","DEPARTMENT, DISCOUNT STORE","1","23C","SHOPLIFTING","09","PERSONAL (HANDS)","1","false","B","BUSINESS",,,,,"POINT (-86.83 36.19)"
"20220407639_11","20220407639","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-13T12:20:00.000","2022-08-17T11:29:00.000","3600 3600","36.135","-86.825","37205",,,"4","CHURCH, SYNAGOGUE, TEMPLE","1","740","POLICE INQUIRY","17","NONE","1","false","B","BUSINESS",,,,,"POINT (-86.825 36.135)"
"20220407629_11","20220407629","D","DISPATCHED","O","OPEN","Open","2022-05-27T07:00:00.000","2022-08-17T12:12:00.000","CLAIBORNE ST","36.15","-86.76",,,,"90","APARTMENT","1","240","VEHICLE THEFT","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Non-Hispanic","RESIDENT","POINT (-86.76 36.15)"
"20220407628_11","20220407628","D","DISPATCHED","O","OPEN","Open","2022-08-10T11:40:00.000","2022-08-17T11:40:00.000","TREUTLAND AVE","36.18","-86.77",,,,"22","RESIDENCE, HOME","1","290","DAMAGE PROP - PRIVATE","16","Unarmed","1","false","I","INDIVIDUAL (18 AND OVER)","M","U","Non-Hispanic","RESIDENT","POINT (-86.77 36.18)"
"20220407621_12","20220407621","D","DISPATCHED","O","OPEN","Open","2022-08-04T17:00:00.000","2022-08-17T11:52:00.000","JEFFERSON ST","36.17","-86.78",,,,"20","PARKING LOT, GARAGE","1","23F","BURGLARY- MOTOR VEHICLE","17","NONE","2","false","B","BUSINESS",,,,,"POINT (-86.78 36.17)"
"20220407621_11","20220407621","D","DISPATCHED","O","OPEN","Open","2022-08-04T17:00:00.000","2022-08-17T11:52:00.000","JEFFERSON ST","36.17","-86.78",,,,"20","PARKING LOT, GARAGE","1","23F","BURGLARY- MOTOR VEHICLE","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Non-Hispanic","RESIDENT","POINT (-86.78 36.17)"
"20220407608_11","20220407608","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-17T11:21:00.000","2022-08-17T11:21:00.000","223 223","36.174","-86.6","37076",,,"90","APARTMENT","1","740","POLICE INQUIRY","17","NONE","1","false","I","INDIVIDUAL (18 AND OVER)","F","B","Non-Hispanic","RESIDENT","POINT (-86.6 36.174)"
"20220407594_11","20220407594","D","DISPATCHED","U","UNFOUNDED","Closed","2020-10-26T00:00:00.000","2022-08-17T11:15:00.000","3790 3790","36.074","-86.708","37211",,,"53","School-Elementary/Secondary","1","810","LOST PROPERTY","17","NONE","1","false","B","BUSINESS",,,,,"POINT (-86.708 36.074)"
"20220407591_11","20220407591","D","DISPATCHED","U","UNFOUNDED","Closed","2022-08-17T10:57:00.000","2022-08-17T10:57:00.000","401 401","36.14","-86.748","37210",,,"22","RESIDENCE, HOME","1","810","LOST PROPERTY",,,"1","false","I","INDIVIDUAL (18 AND OVER)","M","W","Hispanic","RESIDENT","POINT (-86.748 36.14)"
