"company_name","business_description","street_address","city","state","county","phone","fax","email","commodity_codes"
"Actuarial-Insurance Data Analyst Consulting LLC","DATA SUPPORT SERVICES","2601 Cartwright Rd., Suite D #394","Missouri City","TX",,"800-604-0841","347-342-3853","moiselubin@aidac.com","524298 - All Other Insurance Related Activities; 541612 - Human Resources Consulting Services"
"ACUMEN BUILDING ENTERPRISE, INC.","TRANSPORTATION MANAGEMENT CONSULTING;","1853 MACARTHUR BOULEVARD","OAKLAND","CA",,"510-530-3029","510-530-3125","project@acumentransit.com","236220 - Commercial and Institutional Building Construction; 541512 - Computer Systems Design Services; 541519 - Other Computer Related Services"
"Adams Electric Sales, Inc.","ELECTRICAL DISTRIBUTOR;","15 Wilkinson Avenue","Jersey City","NJ",,"201-792-3005","201-792-3320","adams.elec@gmail.com","423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
"Adaptive Tech Resources, Inc.",,"29 Dogwood Drive","Howell","NJ","Monmouth","732-683-0800","732-683-1888","rw@atrstaffing.com","561320 - Temporary help services"
"ADG Enterprises, Inc.","Janitorial and Facilities Support Management Services ;","6755 Peachtree Industrial Blvd, Suite 255","Doraville","GA",,"770-662-8393","770-447-5940","dpatterson@adgenterprises.net","561210 - Facilities Support Services; 561720 - Janitorial services"
"Adirondack Mountain Engineering, PC","Water and Wastewater Engineering, Civil and Environmental Engineering, Construction Management, Construction Inspection.","PO Box 1376","Ballston Lake","NY","Saratoga","518-250-1932","518-250-0476","ehernandez@adirondackmountainengineering.com","237310 - Highway, Street, and Bridge Construction; 541330 - Engineering services; 541380 - Testing Laboratories; 541620 - Environmental consulting services; 010A - HIGHWAY DESIGN PHASES I-IV; 010E - UTILITIES; 010G - ESTIMATING; 010H - SPECIFICATIONS; 010P - HYDRAULICS; 050A - CONSTRUCTION INSPECTION; 050B - MATERIAL SAMPLING, TESTING & ON-SITE INSPECTION; 050C - CONSTRUCTION MANAGEMENT; 080C - WATER QUALITY"
"Admiral Staffing, Inc.","Temporary Staffing ; Permanent Staffing","18 W 30 STREET 2ND FLOOR","New York City","NY","New York","212-714-3543","212-504-3184","ray@admiralstaffinginc.com","561320 - Temporary staffing services; C-TEMPSTAF - Temporary Staffing Services"
"Advanced Contracting Concepts, Inc","Office Administrative Services, Human Resource Management Services, Specialty Trade Contractors.","P.O. Box 424","Patterson","NY","Putnam","845-878-5116","845-746-4600","acci@advancedcontractingny.com","238110 - Poured Concrete Foundation and Structure Contractors; 238140 - Masonry Contractors; 238990 - All Other Specialty Trade Contractors; 561110 - Office Administrative Services; 561330 - Professional Employer Organizations; 555 - STRUCTURAL CONCRETE; 560 - MASONRY; 608 - SIDEWALKS, DRIVEWAYS, AND BICYCLE PATHS; 609 - CURB AND CURB & GUTTERS; 610 - GROUND VEGETATION - PREPARATION, ESTABLISHMENT AND MANAGEMENT"
"Advanced Engineering & Inspection Services","Engineering design, Inspection, Underwater Inspection, Scheduling, Project and Construction Management, Estimating;","16 Monsey Road","Flemington","NJ",,"908-788-2717","908-788-2976","aeisllc@gmail.com","237310 - Highway, Street, and Bridge Construction; 238910 - Site Preparation Contractors; 541330 - Engineering services; 541512 - Computer Systems Design Services; 010G - ESTIMATING; 010H - SPECIFICATIONS; 010I - BRIDGE INSPECTION; 010V - WATERFRONT/PORT DESIGN; 050A - CONSTRUCTION INSPECTION; 050C - CONSTRUCTION MANAGEMENT; 090 - OTHER"
"Advance Detective Bureau, Inc.","PRIVATE INVESTIGATION AND SURVEILLANCE","10 East Chestnut Hill Avenue","Philadelphia","PA",,"215-248-1234","215-248-1330","david@dorichardson.com","561611 - Detective agencies; 561611 - Investigation Services; 561611 - Missing person tracing services; 561611 - Private detective services"
"Advanced Integration Group, Inc.","Engineering and Construction Services;","1 McCormick Road, Suite A","McKees Rocks","PA",,"412-722-0065","412-722-0066","dchappel@aigcontrols.com","334513 - Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables; 334515 - Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals; 335314 - Relay and Industrial Control Manufacturing; 335999 - All Other Miscellaneous Electrical Equipment and Component Manufacturing; 541340 - Drafting services; 541511 - Custom Computer Programming Services; 561320 - Temporary help services"
"Advanced Mill & Pave, Inc.","Milling Profiling Roadways, Asphalt Paving.;","214 VINCENT DRIVE","EAST MEADOW","NY","Nassau","516-523-2966","516-794-6131","advancedmillandpave@gmail.com","237110 - Water and Sewer Line and Related Structures Construction; 237310 - Highway, Street, and Bridge Construction; 237990 - Other Heavy and Civil Engineering Construction; 304 - SUBBASE COURSE; 490 - COLD MILLING; 604 - DRAINAGE STRUCTURES"
"Advantage Brokerage Corporation","BROKER OF FREIGHT TRANSPORTATION","2469 Indian Hills Drive","Loveland","CO",,"970-214-2280",,"marthabrown@advantagebrokeragecorp.com","488510 - Freight Transportation Arrangement"
"Advantage Engineering Associates, P.C.","Engineering, Roadway Lighting, Specifications, Traffic Engineering, Signals, Electrical Design, Highway Design, Drainage, Utilities;","101 Interchange Plaza, Suite 308","Cranbury","NJ",,"609-619-3490","609-619-3491","advantage@aeapc.com","238210 - Electrical Contractors and Other Wiring Installation Contractors; 238910 - Site Preparation Contractors; 541330 - Engineering services; 541512 - Computer Systems Design Services; 010A - HIGHWAY DESIGN PHASES I-IV; 010B - HIGHWAY DESIGN PHASES V-VI; 010C - ROADWAY LIGHTING; 010D - DRAINAGE; 010E - UTILITIES; 010G - ESTIMATING; 010H - SPECIFICATIONS; 010J - BRIDGE DESIGN PHASES I-IV; 010K - BRIDGE DESIGN PHASES V-VI; 010M - TRAFFIC ENGINEERING, MODELING & FORECASTING; 010N - SIGNALS; 010O - SIGNING; 010R - MECHANICAL DESIGN; 010S - ELECTRICAL DESIGN"
"Advantage Printing, Inc.","Branding and marketing services, along with printing and promotional items","78-38 PARSONS BOULEVARD","FLUSHING","NY","Queens","718-820-0688","718-820-0689","fran@advantages.net","91548 - Graphic Arts Services (Not Printing); 96546 - Graphic Design Services for Printing; 96554 - Negative and Plate Preparation for Offset Printing; 96600 - PRINTING AND TYPESETTING SERVICES; 96603 - Bar Code Printing; 96611 - Card Printing: Tab, Post, Form, etc.; 96613 - Check Printing; 96616 - Continuous Form Printing; 96622 - Decal Printing; 96625 - Digital Printing from an Ink Jet Plotter; 96631 - Envelope Printing; 96636 - Forms Printing (Not Continuous); 96655 - Numbering Services, Printing; 96657 - Offset Printing, General, Small Press Work (Quan, up to 25,000), One or More Colors, No 4 Color Processes or Large Solids or Close Registration, up to 11 x 17 In,: Brochures, Newsletters, Covers, Posters, etc.; 96658 - Offset Printing, General, Large Press Work (Quan, up to 100,000), One or More Colors, No 4 Color Processes or Close Registration Required, Finished Sizes May Exceed 11 x 17 In, May Have Large Solids; 96659 - Offset Printing, General, Large Production Runs on Large or Web Press (Quan, Over 100,000), One or More Colors, No 4 Color Processes or Close Registration Required, May Exceed 11 x 17 In, and Have Large Solids; 96660 - Offset Printing, Large Production Runs (Quan, up to 100,000), 4 Color Process or Close Registration Required: Color Brochures, Maps, etc.; 96661 - Offset Printing, Large Production Runs (Quan, Over 100,000), 4 Color Process or Close Registration Required: Color Brochures, Maps, etc.; 96662 - Offset Printing, Booklets, Saddle Stitch Binding (Quan, Under 100,000): Books and Magazines; 96663 - Offset Printing, Booklets, Saddle Stitch Binding (Quantities up to 100,000, 4 Color Process or Tight Registration Required): Books, Magazines, etc.; 96665 - Offset Printing, Books, Perfect Bound (Quan, up to 10,000), 4 Color Process Acceptable: College Catalogues, Telephone Books, etc.; 96666 - Offset Printing, Books, Perfect Bound (Quan, Over 10,000), 4 Color Process Acceptable; 96667 - Offset Printing, Custom Bound, Hardback, Leather, etc.: Books; 96678 - Receipt and Voucher Book Printing; 96684 - Silk Screen Printing; 96685 - Snap-Out Form Printing (See 395-70,80 for Continuous Shelf Items); 96686 - Specialty Printing: Die Cutting, Laser, Plastic, Thermography, etc. (Folders, Invitations, Tabs, Binders, Banners, Banner Displays, etc.)"
"Adventium, LLC","Graphic Design Services;","320 E 35TH ST SUITE 5B","NEW YORK","NY","New York","212-481-9576",,"penny@adventium.net","541430 - Graphic design services"
"ADVENTURE PANTS LLC","VIDEO PRODUCTION AND POST PRODUCTION;","436 Prospect Avenue #3R","Brooklyn","NY","Kings","718-536-4341",,"info@adventurepants.tv","512110 - Motion picture and video production; 512191 - Teleproduction and Other Postproduction Services"
"Advertising & Artistic Signs Corp","Manufacturer of signs and digital prints;","87-64 126TH STREET","RICHMOND HILL","NY","Queens","718-441-6651","718-441-6654","anasigns@gmail.com","339950 - Sign Manufacturing"
"Advoqt, LLC","TECHNOLOGY CONSULTING SALES OF TECH SERVICES AND EQUIPMENT SYSTEMS INTEGRATION;","245 1ST ST STE 1800","CAMBRIDGE","MA",,"617-835-4525",,"rm@advoqt.com","541511 - Custom Computer Programming Services; 541512 - Computer Systems Design Services; 541519 - Other Computer Related Services; 541613 - Marketing consulting services"
"A-Eco Clean Environment LLC","Pest Control and Cleaning Services.","917 HARDING PARK","BRONX","NY","Bronx","917-597-6457","718-228-6545","awilliams@aecenvironment.com","561710 - Exterminating and Pest control services; 561720 - Janitorial services"
"A-Eco Clean Environment LLC",,"917 HARDING PARK","BRONX","NY","Bronx","917-597-6457",,"awilliams@aecenvironment.com","561710 - Exterminating and Pest control services; 561720 - Janitorial services"
"AEIS LLC dba Atlas Evaluation & Inspection Service","Welding and NDT QA/QC; Laboratory Testing Services for Metallurgical, Mechanical, Chemical, Nodestructive and Failure Analysis of Metals; Technical Training for Welding/NDT Inspections.","943 E HAZELWOOD AVE","RAHWAY","NJ","Union","732-388-7711","732-388-7767","pgoel@aeisndt.com","541380 - Metallurgical testing laboratories or services"
"Aeon Nexus Corporation","Management Consulting, Information Technology","174 GLEN STREET","GLENS FALLS","NY","Warren","518-338-1551","866-252-1251","meghanbarkley@aeonnexus.com","541511 - Custom Computer Programming Services; 541611 - Administrative Management and General Management Consulting Services"
"Aerotech Corporation","Photogrmmetry;","365 SMITH STREET SUITE 1","PROVIDENCE","RI",,"401-351-0600","401-351-6755","ref@aerotechcorp.com","541370 - Surveying and Mapping (except Geophysical) Services; 040C - PHOTOGRAMMETRY"
"A. Esteban & Company, Inc.","DIGITAL PRINTING, CAD PLOTTING AND SCANNING, COMPUTER ARCHIVING AND WEB-BASED DOCUMENT MANAGEMENT, FACILITIES SUPPORT SERVICES (COPY CENTER OPERATION);","132 West 36th Street","New York","NY","New York","212-714-0102","212-989-8903","cesteban@esteban.com","323111 - Commercial Printing (except Screen and Books); 532420 - Office Machinery and Equipment Rental and Leasing; 541519 - Other Computer Related Services; 561210 - Facilities Support Services; 090 - OTHER"
"AFFORDABLE SCRUBS & STUFF INC","Retail wholesale for work uniforms designer traditional scrubs for healthcare industry medical accessories and chef coats;","3433 Harlem Rd, Bldg 3, Apt 4","BUFFALO","NY","Erie","716-715-7216",,"tluva@cavtel.net","448190 - Other Clothing Stores"
