"api_well_number","county","company_name","api_hole_number","sidetrack","completion","well_type","production_field_name","well_status","well_name","town","producing_formation","months_in_production","gas_mcf","water_bbl","reporting_year","location_1"
"31029150850000","29","Seneca Resources Corp.","15085","0","0","GD","Lakeview","AC","Gurlock #47-I","Evans","Medina","7","555","0","2000","
Evans, NY 
(42.69834088200048, -78.94540989999967)"
"31051139500000","51","Big Tree, LLC","13950","0","0","GD","Silver Lake","AC","Sliker 1","Leicester","Medina","12","1529",,"2000","
Leicester, NY 
(42.7719921900005, -77.89395719199968)"
"31013109340000","13","Belden & Blake Corporation","10934","0","0","GD","Lakeshore","AC","Belanger 162","Mina","Medina","12","1160","18","2000","
Mina, NY 
(42.129732772000466, -79.68820686199967)"
"31013226730000","13","Ardent Resources, Inc.","22673","0","0","GD","Lakeshore","AC","Wiggers Unit #1","Sherman","Medina","12","9697",,"2000","
Sherman, NY 
(42.159343358000456, -79.59595849699963)"
"31013125150000","13","Kastle Resources Enterprises, Inc.","12515","0","0","GD","Lakeshore","AC","Schimek NY #44","Cherry Creek","Medina","9","533",,"2000","
Cherry Creek, NY 
(42.29336363900046, -79.09200686499963)"
"31029150340000","29","Mathis, Darold & Edna","15034","0","0","GD","Elma","AC","Mathis #1","Elma","Medina","12","233",,"2000","
Elma, NY 
(42.8488412640005, -78.64054591599967)"
"31013110940000","13","Belden & Blake Corporation","11094","0","0","GD","Lakeshore","AC","Kennedy 1","Stockton","Medina","0","151","0","2000","
Stockton, NY 
(42.31662335800047, -79.35563933699967)"
"31037213110000","37","United States Gypsum Co.","21311","0","0","GD","Indian Falls","AC","Halik, W & C #1","Pembroke","Medina","12","4166","0","2000","
Pembroke, NY 
(43.01478113200045, -78.34690983699966)"
"31013186890000","13","Dannic Energy Corp.","18689","0","0","GD","Lakeshore","AC","R Ostrom #1","Carroll","Medina","12","591","30","2000","
Carroll, NY 
(42.01751177700049, -78.34077780999968)"
"31029072490000","29","Empire Energies","7249","0","0","GD","North Collins","AC","Reading 1 IGC-448","North Collins","Akron","12","172",,"2000","
North Collins, NY 
(42.59468150000049, -78.94094821499965)"
"31029208120000","29","Weil Resources, Inc.","20812","0","0","GD","East Aurora","AC","Siwiec #2","Aurora","Medina","12","324",,"2000","
Aurora, NY 
(42.75771390300048, -76.70292830999966)"
"31029150950000","29","Seneca Resources Corp.","15095","0","0","GD","Lakeview","AC","Curry #776-I","Evans","Medina","12","1435","0","2000","
Evans, NY 
(42.69834088200048, -78.94540989999967)"
"31013198760000","13","Stedman Energy, Inc.","19876","0","0","GD","Lakeshore","IN","Hammermill Unit #1","Busti","Medina","12","767",,"2000","
Busti, NY 
(42.03788189500045, -79.28375662499968)"
"31013105350000","13","Belden & Blake Corporation","10535","0","0","GD","Lakeshore","AC","Rizzo (Cliffstar) 1141","Portland","Medina","12","1451","2","2000","
Portland, NY 
(42.3616243030005, -79.48653777899966)"
"31013185950000","13","Chautauqua Energy,  Inc.","18595","0","0","GD","Lakeshore","AC","Golem 1","Westfield","Medina","12","560",,"2000","
Westfield, NY 
(42.322304303000465, -79.57760707899968)"
"31013112960000","13","Belden & Blake Corporation","11296","0","0","GD","Lakeshore","AC","Cranston 312","Stockton","Medina","12","680","1","2000","
Stockton, NY 
(42.31662335800047, -79.35563933699967)"
"31013184050000","13","Lenape Resources, Inc.","18405","0","0","GD","Lakeshore","AC","Spacht 673","Ripley","Medina","12","153","0","2000","
Ripley, NY 
(42.26656226300048, -79.71128793299965)"
"31013164360000","13","Great Lakes Energy Partners","16436","0","0","GD","Lakeshore","AC","Legters #1","Clymer","Medina","12","629","0","2000","
Clymer, NY 
(42.020830128000455, -79.62887850199968)"
"31029115100000","29","Ardent Resources, Inc.","11510","0","0","GW","Concord","AC","Potter #wn-1428","Concord","Medina","12","132",,"2000","
Concord, NY 
(42.53582208600045, -78.71790859699968)"
"31013178830000","13","Price, Murry","17883","0","0","GD","Lakeshore","AC","Groff #1","Chautauqua","Medina","12","768",,"2000","
Chautauqua, NY 
(42.205103549000455, -79.46580590299965)"
"31013158070000","13","Great Lakes Energy Partners","15807","0","0","GD","Lakeshore","AC","White, H 4","French Creek","Medina","12","1057","0","2000","
French Creek, NY 
(42.0678276910005, -79.70365587199967)"
"31009171600000","9","Great Lakes Energy Partners","17160","0","0","GD","Lakeshore","AC","Brown,G 2","Randolph","Medina","12","2818","0","2000","
Randolph, NY 
(42.16233121400046, -78.97460960099966)"
"31013164700000","13","Kastle Resources Enterprises, Inc.","16470","0","0","GD","Lakeshore","AC","Falcone #3","Ellington","Medina","9","1529","25","2000","
Ellington, NY 
(42.217001377000486, -79.10806714699964)"
"31011115460000","11","OI Auburn, Inc.","11546","0","0","GD","West Auburn","AC","Cunningham 6","Aurelius","Queenston","12","1838",,"2000","
Aurelius, NY "
"31011157050000","11","OI Auburn, Inc.","15705","0","0","GD","West Auburn","AC","Patterson A130-4","Aurelius","Queenston","12","5378",,"2000","
Aurelius, NY "
"31013135510000","13","Bounty Oil & Gas, Inc.","13551","0","0","GD","Lakeshore","AC","Peterson #5","Busti","Medina","12","200","0","2000","
Busti, NY 
(42.03788189500045, -79.28375662499968)"
"31013152150000","13","Great Lakes Energy Partners","15215","0","0","GD","Lakeshore","AC","Canfield,D 3","Chautauqua","Medina","12","5512","0","2000","
Chautauqua, NY 
(42.205103549000455, -79.46580590299965)"
"31013180660000","13","Kastle Resources Enterprises, Inc.","18066","0","0","GD","Lakeshore","AC","Tenpas #2","Ellington","Medina","9","531",,"2000","
Ellington, NY 
(42.217001377000486, -79.10806714699964)"
"31013115320000","13","Belden & Blake Corporation","11532","0","0","GD","Lakeshore","AC","Johnson 304","Portland","Medina","12","442","44","2000","
Portland, NY 
(42.3616243030005, -79.48653777899966)"
"31009115800000","9","Beaver, Albert H","11580","0","0","GD","Olean","IN","Kamery 1","Olean City","Chipmunk","0","0",,"2000","
Olean City, NY 
(42.07755025500046, -78.42886818799968)"
"31013207310000","13","Great Lakes Energy Partners","20731","0","0","GD","Lakeshore","AC","Cronk, P #1","Ellington","Medina","12","1166","0","2000","
Ellington, NY 
(42.217001377000486, -79.10806714699964)"
"31099194820000","99","Columbia Natural Resources, Inc.","19482","0","0","GD","Fayette-Waterloo","AC","Ritter 3 (4086)","Varick","Queenston","12","4166",,"2000","
Varick, NY 
(42.7672223400005, -76.76946950499968)"
"31013209450000","13","Great Lakes Energy Partners","20945","0","0","GD","Lakeshore","AC","Thompson N #1","French Creek","Medina","12","241","0","2000","
French Creek, NY 
(42.0678276910005, -79.70365587199967)"
"31009233760000","9","Great Lakes Energy Partners","23376","0","0","GD","Lakeshore","AC","Grapka E #2-L","Leon","Grimsby","1","0","0","2000","
Leon, NY 
(42.29338150400048, -79.01635918699964)"
"31013141740000","13","Stedman Energy, Inc.","14174","0","0","GD","Lakeshore","AC","Parker #1","Chautauqua","Medina","12","1467",,"2000","
Chautauqua, NY 
(42.205103549000455, -79.46580590299965)"
"31013171950000","13","Kastle Resources Enterprises, Inc.","17195","0","0","GD","Lakeshore","AC","Bentley #3","Ellington","Medina","9","1817",,"2000","
Ellington, NY 
(42.217001377000486, -79.10806714699964)"
"31013181300000","13","Great Lakes Energy Partners","18130","0","0","GD","Lakeshore","AC","Johenning, R 3","Ellington","Medina","12","2111","0","2000","
Ellington, NY 
(42.217001377000486, -79.10806714699964)"
"31121185150000","121","Stedman Energy, Inc.","18515","0","0","GD","Chaffee-Arcade","AC","Bojarczuk #2","Arcade","Medina","12","1227",,"2000","
Arcade, NY 
(42.533830182000486, -78.42824739199966)"
"31051154800000","51","Meter, James and Erin","15480","0","0","GD","Dansville","AC","Meter 1","West Sparta","Marcellus","12","0",,"2000","
West Sparta, NY 
(41.144562222000445, -73.86427798599965)"
"31003627260000","3","Otis Eastern Service, Inc.","62726","0","0","OD","Fulmer Valley","AC","Ford-Wood #6","Andover","Penny & Fulmer Valley","0","0",,"2000","
Andover, NY 
(42.16025445300045, -77.79311595199965)"
"31009176470000","9","Great Lakes Energy Partners","17647","0","0","GD","Lakeshore","AC","Orr D Kinney #1","Conewango","Medina","12","1636","0","2000","
Conewango, NY 
(42.239622435000456, -79.05676892799966)"
"31009164210000","9","Texas Keystone, Inc.","16421","0","0","GD","Lakeshore","AC","Sargent #1","Persia","Medina","12","325",,"2000","
Persia, NY 
(42.3847813000005, -78.93615603399968)"
"31013185940000","13","Great Lakes Energy Partners","18594","0","0","GD","Lakeshore","AC","Goodell,J 2","Ellery","Medina","12","320","0","2000","
Ellery, NY 
(42.19514403000045, -79.38579925999966)"
"31013178660000","13","Kent, John A. and Penny S.","17866","0","0","GD","Lakeshore","AC","Edwards Ida #1","Harmony","Medina","12","0","0","2000","
Harmony, NY 
(41.20120795700046, -73.88346743599965)"
"31013164650000","13","Stedman Energy, Inc.","16465","0","0","GD","Lakeshore","AC","Wion-Firth #1","Busti","Medina","12","1733",,"2000","
Busti, NY 
(42.03788189500045, -79.28375662499968)"
"31013171100000","13","Great Lakes Energy Partners","17110","0","0","GD","Lakeshore","AC","Gifford,L 2","French Creek","Medina","12","100","0","2000","
French Creek, NY 
(42.0678276910005, -79.70365587199967)"
"31013160610000","13","REI-NY, Inc.","16061","0","0","OD","Gerry-Charlotte","IN","Torrey, B #1","Gerry","Bass Island","1","0",,"2000","
Gerry, NY 
(42.19296008200047, -79.24892957399965)"
"31099195900000","99","Columbia Natural Resources, Inc.","19590","0","0","GD","Fayette-Waterloo","AC","McMillen 1 (4139)","Varick","Queenston","12","5011","171","2000","
Varick, NY 
(42.7672223400005, -76.76946950499968)"
"31013183460000","13","Universal Resources Holdings , Inc.","18346","0","0","GD","Lakeshore","AC","Tarbell #1","Charlotte","Medina","10","343",,"2000","
Charlotte, NY 
(43.24540427500045, -77.61779716599966)"
"31013154470000","13","Great Lakes Energy Partners","15447","0","0","GD","Lakeshore","AC","Lawrence #1","Ellery","Medina","12","2444","0","2000","
Ellery, NY 
(42.19514403000045, -79.38579925999966)"
"31013171190000","13","Dannic Energy Corp.","17119","0","0","GD","Lakeshore","AC","Burgett #1,W.","Carroll","Medina","12","915",,"2000","
Carroll, NY 
(42.01751177700049, -78.34077780999968)"
"31013163250000","13","Chautauqua Energy,  Inc.","16325","0","0","GD","Lakeshore","AC","Crossman 1","Ripley","Medina","12","1898","15","2000","
Ripley, NY 
(42.26656226300048, -79.71128793299965)"
"31013105260000","13","Belden & Blake Corporation","10526","0","0","GD","Lakeshore","AC","Burgan Raymond 1","Portland","Medina","12","1962","0","2000","
Portland, NY 
(42.3616243030005, -79.48653777899966)"
"31013153000000","13","Great Lakes Energy Partners","15300","0","0","GD","Lakeshore","AC","Keopka, H 5","Chautauqua","Medina","12","1759","0","2000","
Chautauqua, NY 
(42.205103549000455, -79.46580590299965)"
"31009193850000","9","Hydrocarbon Generation, Inc.","19385","0","0","GD","Five Mile","AC","Potter C-9","Allegany","Chipmunk","12",,,"2000","
Allegany, NY 
(42.09225282700049, -78.49724943699965)"
"31013202860000","13","Hemlock Oil & Gas Co., Inc.","20286","0","0","GD","Carroll","AC","Leichner #1","Carroll","Medina","0","0",,"2000","
Carroll, NY 
(42.01751177700049, -78.34077780999968)"
"31037175900000","37","New York Gas & Oil Co, Inc.","17590","0","0","GD","Alden-Lancaster","AC","Hersee 3","Darien","Medina",,"2972",,"2000","
Darien, NY 
(42.90205099500048, -78.35201911399963)"
"31013186400000","13","Lenape Resources, Inc.","18640","0","0","GD","Lakeshore","PR","Samuelson #756","Gerry","Medina","1","3","0","2000","
Gerry, NY 
(42.19296008200047, -79.24892957399965)"
"31121153850000","121","Kirsch, William & Doris","15385","0","0","GD","Sheldon","AC","Kirsh W #1","Sheldon","Medina","12","0",,"2000","
Sheldon, NY 
(42.7372410640005, -78.41924809699964)"
"31029162910000","29","Stedman Energy, Inc.","16291","0","0","GD","Brant-Eden","AC","Riefler 1","Eden","Medina","12","1406",,"2000","
Eden, NY 
(42.66478221800048, -78.88882822399967)"
"31013148080000","13","Great Lakes Energy Partners","14808","0","0","GD","Lakeshore","AC","Schultz, G 1","Chautauqua","Medina","11","2626","0","2000","
Chautauqua, NY 
(42.205103549000455, -79.46580590299965)"
"31037173220000","37","New York Gas & Oil Co, Inc.","17322","0","0","GD","Alden-Lancaster","AC","Darien Lake State Park 9","Darien","Medina",,"3050",,"2000","
Darien, NY 
(42.90205099500048, -78.35201911399963)"
"31029036300000","29","Iroquois Gas Corp.","3630","0","0","GD","Orchard Park-Hamburg","PA","Doyle D M IGC-31","Hamburg","Medina",,,,"2000","
Hamburg, NY 
(42.71606257200045, -78.83210809599967)"
"31009186130000","9","Hydrocarbon Generation, Inc.","18613","0","0","GW","Hog Hollow","AC","Bissell #1","Farmersville","Medina","0","0",,"2000","
Farmersville, NY 
(42.38755907700045, -78.37612582799966)"
"31003165530000","3","Gilbert, Edward L.,Jane M.,Wilson L. & Marian T.","16553","0","0","GD","Rushford","UN","Wilson Gilbert & Wf #g-1","Rushford","Marcellus","12","0","0","2000","
Rushford, NY 
(42.39233356300048, -78.25263830599965)"
"31013130480000","13","Jamestown Plastics, Inc.","13048","0","0","GD","Lakeshore","AC","Niagara Ther #1 Well","Portland","Medina","12","29",,"2000","
Portland, NY 
(42.3616243030005, -79.48653777899966)"
"31013190670000","13","Hall, Frank & Barbara","19067","0","0","GD","Lakeshore","AC","F. Hall 1","Ellington","Medina","12","180",,"2000","
Ellington, NY 
(42.217001377000486, -79.10806714699964)"
"31013209680000","13","Seneca Resources Corp.","20968","0","0","GW","Sprague Hill","AC","Ames, C #7340","Poland","Onondaga","12","3513","0","2000","
Poland, NY 
(43.23037120900045, -75.07312681499963)"
"31037174120000","37","United States Gypsum Co.","17412","0","0","GD","Huron Creek","AC","Spiotta #2","Batavia City","Medina","12","528","0","2000","
Batavia City, NY 
(42.99836355800045, -78.18823639699963)"
"31029223820000","29","Great Lakes Energy Partners","22382","0","0","GD","Lakeview","AC","Trask Brothers #1","Evans","Medina","12","965","0","2000","
Evans, NY 
(42.69834088200048, -78.94540989999967)"
"31037158840000","37","United States Gypsum Co.","15884","0","0","GD","Indian Falls","AC","Phelps #2","Alabama","Medina","9","930","0","2000","
Alabama, NY 
(43.12753359900046, -78.45730864099966)"
"31003673680000","3","Dick, James F Jr","67368","0","0","OD","Richburg","IN","Cobble #03","Wirt","Richburg","0","0",,"2000","
Wirt, NY 
(42.13506946300049, -78.15111966799964)"
"31029008370000","29","National Fuel Gas Supply Corp.","837","0","0","GD","Lakeview","IN","Bemus Pierce","Brant","Medina","0","0","0","2000","
Brant, NY 
(42.59375254100047, -79.01745785999964)"
"31013183520000","13","Lenape Resources, Inc.","18352","0","0","GD","Lakeshore","AC","Stetson 679","Ripley","Medina","12","376","0","2000","
Ripley, NY 
(42.26656226300048, -79.71128793299965)"
"31121172940000","121","Clark, Donald C","17294","0","0","GD","Leicester","AC","D C Clark 01","Perry","Medina","12","127",,"2000","
Perry, NY 
(42.719613163000474, -78.00549933199966)"
"31037175820000","37","United States Gypsum Co.","17582","0","0","GD","Huron Creek","AC","Konfederath #2","Darien","Medina","12","6077","0","2000","
Darien, NY 
(42.90205099500048, -78.35201911399963)"
"31013217570000","13","Seneca Resources Corp.","21757","0","0","GD","Lakeshore","AC","Whitehill, D #7336","Ellicott","Medina","12","6640","0","2000","
Ellicott, NY 
(42.8744233810005, -78.85339824199963)"
"31013183590000","13","Lenape Resources, Inc.","18359","0","0","GD","Lakeshore","AC","Gun Club 739","Ripley","Medina","4","111","0","2000","
Ripley, NY 
(42.26656226300048, -79.71128793299965)"
"31013054730000","13","Decker, Lucille B.,James K. & Tiffany J.","5473","0","0","OD","Busti","AC","Boswell 3","Busti","Glade","12",,,"2000","
Busti, NY 
(42.03788189500045, -79.28375662499968)"
"31037194410000","37","United States Gypsum Co.","19441","0","0","GD","Indian Falls","AC","Ruth #1","Alabama","Medina","12","1230","0","2000","
Alabama, NY 
(43.12753359900046, -78.45730864099966)"
"31013118790000","13","Belden & Blake Corporation","11879","0","0","GD","Lakeshore","AC","Barrett 399","Chautauqua","Medina","12","5415","6","2000","
Chautauqua, NY 
(42.205103549000455, -79.46580590299965)"
"31013182130000","13","Kastle Resources Enterprises, Inc.","18213","0","0","GD","Lakeshore","AC","Anderson,P #2","Ellington","Grimsby","9","1455",,"2000","
Ellington, NY 
(42.217001377000486, -79.10806714699964)"
"31013171430000","13","McCray, Gordon","17143","0","0","GD","Lakeshore","AC","Harvey,P 1","French Creek","Medina","12","0",,"2000","
French Creek, NY 
(42.0678276910005, -79.70365587199967)"
"31013193470000","13","REI-NY, Inc.","19347","0","0","GW","Gerry-Charlotte","AC","Anderson Unit 5","Gerry","Bass Island","0","0",,"2000","
Gerry, NY 
(42.19296008200047, -79.24892957399965)"
"31037151680000","37","United States Gypsum Co.","15168","0","0","GD","Huron Creek","AC","Winkstern #1","Batavia","Medina","12","2932","0","2000","
Batavia, NY 
(42.99836355800045, -78.18823639699963)"
"31013179880000","13","Nornew, Inc.","17988","0","0","GD","Lakeshore","AC","Madden #1","Poland","Medina","8","1399","2","2000","
Poland, NY 
(43.23037120900045, -75.07312681499963)"
"31013114210000","13","Belden & Blake Corporation","11421","0","0","GD","Lakeshore","AC","Kawski 1208","Pomfret","Medina","10","1551","14","2000","
Pomfret, NY "
"31013183440000","13","Resource America, Inc.","18344","0","0","GD","North Harmony","AC","Carr #1b","North Harmony","Bass Island","12","5421","155","2000","
North Harmony, NY "
"31011212530000","11","Columbia Natural Resources, Inc.","21253","0","0","GE","West Auburn","AC","Pethybridge 1143-1","Springport","Queenston","12","4327",,"2000","
Springport, NY "
"31037158970000","37","United States Gypsum Co.","15897","0","0","GD","Huron Creek","AC","Murray #1","Darien","Medina","12","2054","0","2000","
Darien, NY 
(42.90205099500048, -78.35201911399963)"
"31029165650000","29","Salzmans Farm","16565","0","0","GD","Brant-Eden","AC","Fee 1","Eden","Medina","12","450",,"2000","
Eden, NY 
(42.66478221800048, -78.88882822399967)"
"31121138690000","121","Big Tree, LLC","13869","0","0","GD","Silver Lake","AC","Wells, A #1","Castile","Medina","12","1922",,"2000","
Castile, NY 
(42.6294415590005, -78.05405979999966)"
"31013123600000","13","Great Lakes Energy Partners","12360","0","0","GD","Lakeshore","AC","Riscili #1","Portland","Medina","12","1226","0","2000","
Portland, NY 
(42.3616243030005, -79.48653777899966)"
"31013125120000","13","Kastle Resources Enterprises, Inc.","12512","0","0","GE","Lakeshore","AC","Woolley NY #43","Cherry Creek","Medina","9","943",,"2000","
Cherry Creek, NY 
(42.29336363900046, -79.09200686499963)"
"31013182910000","13","Lenape Resources, Inc.","18291","0","0","OD","Ellery","AC","Hearburg #183","Ellery","Bass Island","10","361","0","2000","
Ellery, NY 
(42.19514403000045, -79.38579925999966)"
"31013167950000","13","Great Lakes Energy Partners","16795","0","0","GD","Lakeshore","AC","Damcott,C 2","Clymer","Medina","12","3829","0","2000","
Clymer, NY 
(42.020830128000455, -79.62887850199968)"
"31011212710000","11","A.D.C.O. Well Services","21271","0","0","GE","West Auburn","AC","Gilmore 1026-1","Fleming","Queenston","12","1034",,"2000","
Fleming, NY 
(42.86172966000049, -76.57410572999964)"
"31029040950000","29","Skora, James B","4095","0","0","GD","North Collins","AC","Gernatt D 1","North Collins","Medina","12","250",,"2000","
North Collins, NY 
(42.59468150000049, -78.94094821499965)"
"31029179740000","29","Bykowicz, Francis J.","17974","0","0","GD","Elma","IN","Piotrowski #1","Elma","Medina","0","0",,"2000","
Elma, NY 
(42.8488412640005, -78.64054591599967)"
"31013150020000","13","Great Lakes Energy Partners","15002","0","0","GD","Lakeshore","AC","Nickerson,L 3","Chautauqua","Devonian Shale","12","100","0","2000","
Chautauqua, NY 
(42.205103549000455, -79.46580590299965)"
"31013200250000","13","Vineyard Oil & Gas Co.","20025","0","0","GD","Lakeshore","AC","Semelka 1","Ripley","Medina","11","4314",,"2000","
Ripley, NY 
(42.26656226300048, -79.71128793299965)"
"31013164920000","13","Belden & Blake Corporation","16492","0","0","GD","Lakeshore","AC","Green, G. #633","Westfield","Medina","12","1916","0","2000","
Westfield, NY 
(42.322304303000465, -79.57760707899968)"
"31099196750000","99","Columbia Natural Resources, Inc.","19675","0","0","GD","Fayette-Waterloo","AC","Draper Farms 2555","Fayette","Queenston","12","1111",,"2000","
Fayette, NY 
(42.81890018200045, -76.80892795599965)"
