"permit_number","approval_date","fiscal_year","expiration_date","region","fee_type","permit_type","description_of_work","applicant_name","county","municipality","route","location_beginning_reference_number","location_end_reference_number"
"20180375984","2019-03-29T00:00:00.000","2018 TO 2019","2019-05-12T00:00:00.000","3","NON-UTILITY","8","Miscellaneous","CORTLAND LOAVES & FISHES","CORTLAND","PREBLE","81I","81I32023072","81I32023078"
"20180875954","2019-03-28T00:00:00.000","2018 TO 2019","2021-04-01T00:00:00.000","8","NON-UTILITY","9","Adopt-a-Highway","HUDSON FRIENDS MEETING","COLUMBIA","GREENPORT","23B","23B81011007","23B81012007"
"20181075907","2019-03-28T00:00:00.000","2018 TO 2019","2020-04-30T00:00:00.000","10","NON-UTILITY","5d2a","Temporary signs, banners, décor (not-for-profit organizations)","TOWN OF SOUTHAMPTON","SUFFOLK","SOUTHAMPTON","27","-","-"
"20180175970","2019-03-28T00:00:00.000","2018 TO 2019","2020-04-10T00:00:00.000","1","UTILITY","2a","Maintenance, single job","NIAGARA MOHAWK POWER CORP DBA NATIONAL GRID","WARREN","CHESTER","9","9 17102258","9 17102261"
"20180575959","2019-03-28T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","NCCWD C/O DANIEL SCHRANTZ","CHAUTAUQUA","SHERIDAN","5","5 52013012","5 52013076"
"20180275966","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-31T00:00:00.000","2","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","NATIONAL GRID","FULTON","JOHNSTOWN","30A","30A21032009","30A21032011"
"20180475971","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-31T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","FIBERTECH FACILITIES CORPORATION","MONROE","HAMLIN","18","18 43031013","18 43031028"
"20180475896","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-31T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","FRONTIER COMMUNICATIONS","LIVINGSTON","MT. MORRIS","408","408 42031174","408 42031175"
"20180475955","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-28T00:00:00.000","4","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","YANNAS  LLC","WAYNE","WILLIAMSON","104","104 37041088","104 37041090"
"20180675872","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-28T00:00:00.000","6","NON-UTILITY","5d4","Warning and entrance signs","CITY OF ELMIRA","CHEMUNG","ELMIRA","14","961M62011004","961M62011000"
"20180675429","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-28T00:00:00.000","6","UTILITY","1b1","Overhead - Erecting poles, towers","NYSEG","STEUBEN","COHOCTON","415","15 64011478","15 64011480"
"20180775967","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","7","UTILITY","1b2","Overhead - Running new lines","DEVELOPMENT AUTHORITY OF THE NORTH COUNTRY","ST. LAWRENCE","MORRISTOWN","58","58 75011449","58 75011430"
"20180475957","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-23T00:00:00.000","4","NON-UTILITY","8","Miscellaneous","DMK  DEVELOPMENT -CALEDONIA, LLC","LIVINGSTON","CALEDONIA","5","5 42041038","5 42041039"
"20180175958","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-19T00:00:00.000","1","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","NATIONAL GRID","ALBANY","GUILDERLAND","20","20 11201119","-"
"20180175963","2019-03-28T00:00:00.000","2018 TO 2019","2020-03-08T00:00:00.000","1","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","NATIONAL GRID","ALBANY","BETHLEHEM","335","335 11011016","335 11011011"
"20181072355","2019-03-28T00:00:00.000","2018 TO 2019","2019-10-31T00:00:00.000","10","NON-UTILITY","5a2","Commercial – Minor","EAST HAMPTON HOUSING AUTHORITY AMG 531","SUFFOLK","EAST HAMPTON","27","27 07051761","27 07051762"
"20181072355","2019-03-28T00:00:00.000","2018 TO 2019","2019-10-31T00:00:00.000","10","NON-UTILITY","5a2","Commercial – Minor","EAST HAMPTON HOUSING AUTHORITY AMG 531","SUFFOLK","EAST HAMPTON","27","27 07051763","27 07051763"
"20180375965","2019-03-28T00:00:00.000","2018 TO 2019","2019-10-31T00:00:00.000","3","NON-UTILITY","5d4","Warning and entrance signs","SEVENSON ENVIRONMENTAL","SENECA","SENECA FALLS","5","5 35061088","5 35061091"
"20180675972","2019-03-28T00:00:00.000","2018 TO 2019","2019-10-07T00:00:00.000","6","NON-UTILITY","8","Miscellaneous","PAWZ & PURRZ ANIMAL RESCUE","STEUBEN","CAMPBELL","86I","-","-"
"20180675972","2019-03-28T00:00:00.000","2018 TO 2019","2019-10-07T00:00:00.000","6","NON-UTILITY","8","Miscellaneous","PAWZ & PURRZ ANIMAL RESCUE","STEUBEN","BATH","86I","-","-"
"20180375973","2019-03-28T00:00:00.000","2018 TO 2019","2019-09-22T00:00:00.000","3","NON-UTILITY","8","Miscellaneous","CORTLAND LOAVES & FISHES","CORTLAND","PREBLE","81I","81I32023072","81I32023078"
"20180175964","2019-03-28T00:00:00.000","2018 TO 2019","2019-08-19T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS INC","ALBANY","COLONIE","5","5 11141045","5 11141043"
"20180875923","2019-03-27T00:00:00.000","2018 TO 2019","2021-03-31T00:00:00.000","8","NON-UTILITY","9","Adopt-a-Highway","ONTEORA RUNNERS CLUB","ULSTER","ULSTER","209","209 86031316","209 86031326"
"20180475936","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-31T00:00:00.000","4","NON-UTILITY","8","Miscellaneous","MONROE COUNTY DOT - THOMAS POLECH","MONROE","CLARKSON","260","260 43011056","260 43011062"
"20180444211","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-31T00:00:00.000","4","NON-UTILITY","5a3","Commercial – Major (Less than 100K sq ft Gross Building Area)","YMCA OF GREATER ROCHESTER","MONROE","PITTSFORD","252","252 43011114","252 43011116"
"20180475926","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-27T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","FIBERTECH FACILITIES CORPORATION","ORLEANS","CARLTON","941M","941M45011000","941M45011002"
"20180475926","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-27T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","FIBERTECH FACILITIES CORPORATION","ORLEANS","CARLTON","98","98 45041143","98 45041144"
"20180475926","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-27T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","FIBERTECH FACILITIES CORPORATION","ORLEANS","YATES","18","18 45021024","18 45021064"
"20180475926","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-27T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","FIBERTECH FACILITIES CORPORATION","ORLEANS","CARLTON","18","18 45021137","18 45021189"
"20180475881","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-27T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","FIBERTECH FACILITIES CORPORATION","ORLEANS","LYNDONVILLE","18","18 45021000","18 45021021"
"20180475926","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-27T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","FIBERTECH FACILITIES CORPORATION","ORLEANS","CARLTON","18","18 45021079","18 45021095"
"20180675937","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-27T00:00:00.000","6","UTILITY","2b2","Annual maintenance per county","TOWN OF PULTENEY","STEUBEN","PULTENEY","54A","-","-"
"20180375945","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","LEDYARD","90","90 31021224","90 31021231"
"20180375938","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","3","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","ONONDAGA COUNTY WATER AUTHORITY","ONONDAGA","GEDDES","930W","930W33011000","930W33011002"
"20180375943","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","AURORA","90","90 31021286","90 31021294"
"20180375948","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","SCIPIO","34","34 31051122","34 31051133"
"20180375939","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","3","UTILITY","1b1","Overhead - Erecting poles, towers","NATIONAL GRID","OSWEGO","OSWEGO","481","481 34024002","481 34024004"
"20180375943","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","LEDYARD","90","90 31021293","90 31021313"
"20180375938","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","3","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","ONONDAGA COUNTY WATER AUTHORITY","ONONDAGA","GEDDES","5","5 33081150","5 33081348"
"20180375945","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","GENOA","90","90 31021211","90 31021224"
"20180775940","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","7","UTILITY","1b1","Overhead - Erecting poles, towers","NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID","ST. LAWRENCE","MORRISTOWN","58","58 75011459","58 75011460"
"20180875921","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","8","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","KINGSTON","213","213 86012019","213 86012020"
"20180875920","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","8","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","ROSENDALE","213","213 86011143","213 86011144"
"20180175950","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-18T00:00:00.000","1","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP","ALBANY","WESTERLO","143","143 11011018","143 11011019"
"20180175931","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-15T00:00:00.000","1","UTILITY","2a","Maintenance, single job","NIAGARA MOHAWK POWER CORP DBA NATIONAL GRID","SCHENECTADY","GLENVILLE","5","5 16131021","5 16131020"
"20180175925","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","1","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","NATIONAL GRID","RENSSELAER","EAST GREENBUSH","9","9 14071092","9 14071093"
"20180175928","2019-03-27T00:00:00.000","2018 TO 2019","2020-03-12T00:00:00.000","1","UTILITY","1b1","Overhead - Erecting poles, towers","NATIONAL GRID","SARATOGA","CLIFTON PARK","146","146 15041021","146 15041031"
"20180175924","2019-03-27T00:00:00.000","2018 TO 2019","2020-02-14T00:00:00.000","1","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","NATIONAL GRID","WASHINGTON","GREENWICH","29","29 18041045","29 18041047"
"20180175933","2019-03-27T00:00:00.000","2018 TO 2019","2020-01-31T00:00:00.000","1","UTILITY","1b1","Overhead - Erecting poles, towers","NIAGARA MOHAWK POWER CORP DBA NATIONAL GRID","SCHENECTADY","ROTTERDAM","103","103 16011002","103 16011003"
"20180175933","2019-03-27T00:00:00.000","2018 TO 2019","2020-01-31T00:00:00.000","1","UTILITY","1b1","Overhead - Erecting poles, towers","NIAGARA MOHAWK POWER CORP DBA NATIONAL GRID","SCHENECTADY","GLENVILLE","5S","5S16041013","5S16041005"
"20180175941","2019-03-27T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","VERIZON NY INC.","SCHENECTADY","GLENVILLE","914V","914V16011000","914V16011002"
"20181075935","2019-03-27T00:00:00.000","2018 TO 2019","2019-11-29T00:00:00.000","10","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","KEYSPAN GAS EAST CORP DBA NATIONAL GRID","SUFFOLK","BROOKHAVEN","25A","25A07031280","25A07031281"
"20180675922","2019-03-27T00:00:00.000","2018 TO 2019","2019-10-08T00:00:00.000","6","NON-UTILITY","8","Miscellaneous","BIG FLATS LIONS CLUB","STEUBEN","CAMPBELL","86I","-","-"
"20180175942","2019-03-27T00:00:00.000","2018 TO 2019","2019-08-31T00:00:00.000","1","NON-UTILITY","5a2","Commercial – Minor","FIRST NEW YORK FEDERAL CREDIT UNION","SARATOGA","HALFMOON","9","9 15091017","9 15091016"
"20180675947","2019-03-27T00:00:00.000","2018 TO 2019","2019-08-05T00:00:00.000","6","NON-UTILITY","8","Miscellaneous","ST. JOHN VIANNEY PARISH","STEUBEN","BATH","86I","-","-"
"20180375952","2019-03-27T00:00:00.000","2018 TO 2019","2019-07-14T00:00:00.000","3","NON-UTILITY","8","Miscellaneous","HOMER AVENUE UNITED METHODIST CHURCH","CORTLAND","PREBLE","81I","81I32023072","81I32023078"
"20180175929","2019-03-27T00:00:00.000","2018 TO 2019","2019-07-01T00:00:00.000","1","NON-UTILITY","5c1","Residential tree work","PHIL PACIFICO","SCHENECTADY","ROTTERDAM","890I","-","-"
"20180375953","2019-03-27T00:00:00.000","2018 TO 2019","2019-05-19T00:00:00.000","3","NON-UTILITY","8","Miscellaneous","HOMER ORDER OF EASTERN STAR #222","CORTLAND","PREBLE","81I","81I32023072","81I32023078"
"20180375951","2019-03-27T00:00:00.000","2018 TO 2019","2019-04-21T00:00:00.000","3","NON-UTILITY","8","Miscellaneous","HOMER AVENUE UNITED METHODIST CHURCH","CORTLAND","PREBLE","81I","81I32023072","81I32023078"
"20180175949","2019-03-27T00:00:00.000","2018 TO 2019","2019-04-08T00:00:00.000","1","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","WM. J KELLER & SONS CONSTRUCTION CORP.","WARREN","BOLTON","9N","9N17021219","9N17021221"
"20181075831","2019-03-27T00:00:00.000","2018 TO 2019","2019-04-01T00:00:00.000","10","NON-UTILITY","6","Encroachment caused by DOT acquisition of property","USA TRACK & FIELD, INC.","NASSAU","OYSTER BAY","-","-","-"
"20180875843","2019-03-26T00:00:00.000","2018 TO 2019","2021-03-31T00:00:00.000","8","NON-UTILITY","9","Adopt-a-Highway","IN LOVING MEMORY OF GERALD W. NEAL","ULSTER","ROSENDALE","32","32 86021183","32 86021200"
"20180175915","2019-03-26T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","VERIZON NY INC.","SARATOGA","SARATOGA","32","32 15053106","32 15053111"
"20180575911","2019-03-26T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","3b","DOT requested utility relocation","NEW YORK STATE ELECTRIC & GAS CORP WO#801000231339","ERIE","DEPEW","130","130 53012037","130 53012038"
"20180175904","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","1","NON-UTILITY","5a2","Commercial – Minor","IVO GARCIA - DELMAR DONUTS","ALBANY","BETHLEHEM","443","43 11021227","43 11021228"
"20180675484","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","6","NON-UTILITY","5a1","Residential Driveway","BRETT WILLIAMSON","STEUBEN","GREENWOOD","248","248 64021112","248 64021113"
"20180675887","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","6","NON-UTILITY","5a1","Residential Driveway","TRACY SALTSMAN","STEUBEN","BATH","415","15 64011333","15 64011334"
"20180675885","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","6","UTILITY","1b1","Overhead - Erecting poles, towers","NYSEG","STEUBEN","CANISTEO","248","248 64021189","248 64021190"
"20180675479","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","6","NON-UTILITY","5d4","Warning and entrance signs","CITY OF CORNING","STEUBEN","CORNING","352","-","-"
"20180675886","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","6","NON-UTILITY","5a1","Residential Driveway","JAMES ALEXANDER","STEUBEN","PULTENEY","54A","54A64011127","54A64011128"
"20180875902","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","8","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","LLOYD","44","44 86011276","44 86011277"
"20180875903","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-26T00:00:00.000","8","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","ESOPUS","9W","9W86031217","9W86031219"
"20180375917","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-25T00:00:00.000","3","NON-UTILITY","5c3","Vegetation control for advertising signs – PER SIGN","PARK OUTDOOR ADVERTISING","ONONDAGA","SYRACUSE","690I","690I33012053","690I33012054"
"20180375908","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-25T00:00:00.000","3","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","INDUSTRIAL CONTRACTING","ONONDAGA","SYRACUSE","81I","81I33032035","81I33032037"
"20180875845","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-21T00:00:00.000","8","UTILITY","4","Miscellaneous utility work","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","ESOPUS","9W","9W86031183","9W86031184"
"20180175918","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-18T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","TIME WARNER CABLE NORTHEAST LLC","SCHENECTADY","ROTTERDAM","159","159 16011085","159 16011086"
"20180175912","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-11T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","TIME WARNER CABLE NORTHEAST LLC","ESSEX","TICONDEROGA","9N","9N12031003","9N12031008"
"20180175897","2019-03-26T00:00:00.000","2018 TO 2019","2020-03-11T00:00:00.000","1","UTILITY","1b1","Overhead - Erecting poles, towers","NATIONAL GRID","SARATOGA","SCHUYLERVILLE","32","32 15053138","32 15053140"
"20180175900","2019-03-26T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","1","UTILITY","2b2","Annual maintenance per county","TOWN OF CAIRO","GREENE","CAIRO","-","-","-"
"20180175895","2019-03-26T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","1","UTILITY","2b2","Annual maintenance per county","TOWN OF COLONIE","ALBANY","COLONIE","-","-","-"
"20181075893","2019-03-26T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","10","UTILITY","1a2","Underground - Commercial subsurface connection","KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID","NASSAU","WILLISTON PARK","25B","25B03021034","25B03021035"
"20180475867","2019-03-26T00:00:00.000","2018 TO 2019","2019-12-27T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","TIME WARNER CABLE NORTHEAST, LLC","ONTARIO","SENECA","14A","14A44051056","14A44051067"
"20180575906","2019-03-26T00:00:00.000","2018 TO 2019","2019-11-01T00:00:00.000","5","NON-UTILITY","5a1","Residential Driveway","GINO PINTO","NIAGARA","PENDLETON","270","270 54021014","270 54021016"
"20180175898","2019-03-26T00:00:00.000","2018 TO 2019","2019-10-31T00:00:00.000","1","NON-UTILITY","5d6","Miscellaneous construction","CITY OF SCHENECTADY","SCHENECTADY","SCHENECTADY","890I","890I16012002","890I16012000"
"20180175898","2019-03-26T00:00:00.000","2018 TO 2019","2019-10-31T00:00:00.000","1","NON-UTILITY","5d6","Miscellaneous construction","CITY OF SCHENECTADY","SCHENECTADY","SCHENECTADY","911H","951 16011008","951 16011009"
"20180275913","2019-03-26T00:00:00.000","2018 TO 2019","2019-09-30T00:00:00.000","2","NON-UTILITY","5a1","Residential Driveway","REUBEN TUMBLE","FULTON","OPPENHEIM","67","10 21041014","10 21041015"
"20180175914","2019-03-26T00:00:00.000","2018 TO 2019","2019-09-01T00:00:00.000","1","UTILITY","1b1","Overhead - Erecting poles, towers","NATIONAL GRID","RENSSELAER","BRUNSWICK","278","278 14011009","278 14011011"
"20180975013","2019-03-26T00:00:00.000","2018 TO 2019","2019-08-31T00:00:00.000","9","NON-UTILITY","8","Miscellaneous","RAPP SIGNS, INC","BROOME","BINGHAMTON","81I","-","-"
"20181075901","2019-03-26T00:00:00.000","2018 TO 2019","2019-08-14T00:00:00.000","10","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","POSILLICO-BOVE JOINT VENTURE","SUFFOLK","ISLIP","454","-","-"
"20180275916","2019-03-26T00:00:00.000","2018 TO 2019","2019-05-28T00:00:00.000","2","NON-UTILITY","8","Miscellaneous","VILLAGE OF ST. JOHNSVILLE","MONTGOMERY","ST. JOHNSVILLE","5","-","-"
"20180275910","2019-03-26T00:00:00.000","2018 TO 2019","2019-05-12T00:00:00.000","2","NON-UTILITY","8","Miscellaneous","VILLAGE OF ST. JOHNSVILLE","MONTGOMERY","ST. JOHNSVILLE","5","-","-"
"20180975862","2019-03-26T00:00:00.000","2018 TO 2019","2019-04-30T00:00:00.000","9","UTILITY","2a","Maintenance, single job","NYSEG/GAS ENG","BROOME","JOHNSON CITY","990D","990D91011003","990D91011006"
"20180275883","2019-03-25T00:00:00.000","2018 TO 2019","2021-04-01T00:00:00.000","2","NON-UTILITY","9","Adopt-a-Highway","BURKES MARINA (AAH)","HAMILTON","-","28","28 22091136","28 22091156"
"20180475836","2019-03-25T00:00:00.000","2018 TO 2019","2020-04-15T00:00:00.000","4","UTILITY","1a3","Underground - Residential subsurface connection","ROCHESTER GAS & ELECTRIC CORP","MONROE","PENFIELD","441","441 43011062","441 43011065"
"20180575866","2019-03-25T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","LYNN DEVELOPMENT CORP","CHAUTAUQUA","JAMESTOWN","60","60 52013000","60 52013001"
"20180575868","2019-03-25T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","NON-UTILITY","5a1","Residential Driveway","ALLIANCE HOMES","ERIE","EDEN","75","75 53011126","75 53011127"
"20180575864","2019-03-25T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK INC","ERIE","HAMBURG","75","62 53031191","62 53031192"
"20180575873","2019-03-25T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","FIBERTECH FACILITIES CORP","ERIE","HAMBURG","5","5 53021212","5 53021214"
"20180475834","2019-03-25T00:00:00.000","2018 TO 2019","2020-03-31T00:00:00.000","4","NON-UTILITY","8","Miscellaneous","MONROE COUNTY WATER AUTHORITY","ONTARIO","VICTOR","444","444 44011052","444 44011054"
"20180775839","2019-03-25T00:00:00.000","2018 TO 2019","2020-03-25T00:00:00.000","7","NON-UTILITY","8","Miscellaneous","PAUL SMITHS COLLEGE OF ARTS & SCIENCES","FRANKLIN","DUANE","30","3 72051058","30 72091362"
"20180775879","2019-03-25T00:00:00.000","2018 TO 2019","2020-03-24T00:00:00.000","7","UTILITY","1b1","Overhead - Erecting poles, towers","NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID","ST. LAWRENCE","MORRISTOWN","37","37 75021199","37 75021200"
