"case_ohms_number","case_name","alj_last_name","case_type_name","status_type_name","case_text_update","case_towncity","county","decision"
"201974158","1314 Grand Concourse Realty Corp.","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS registration enforcement.  Alleged failure to register a residential petroleum bulk storage (PBS) facility located at 1314 Grand Concourse, Bronx, NY 10456 (Bronx County).  Respondent failed to appear at 2/6/19 hearing.  Adjudicatory hearing held 7/22/19. Commissioner Order issued 9/24/19. [https://www.dec.ny.gov/docs/legal_protection_pdf/1314grandconcourserealtyo.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/1314grandconcourserealtyo.pdf"
"201973830","133-135 East 30th Street Corp.","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS enforcement proceeding.  Alleged failure to register a residential petroleum bulk storage (PBS) facility located at 133 East 30th Street, New York, NY 10016 (New York County).  Respondent failed to appear at 9/13/18 hearing.  DEC staff moves for a default judgment. Commissioner Order issued May 13, 2019. https://www.dec.ny.gov/docs/legal_protection_pdf/133135east30thstcorpo.pdf","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/133135east30thstcorpo.pdf"
"200863906","134-15 Rock Management Corp., S&H Auto Repairs, Inc. d/b/a Punjab Auto Repairs, and Syed K. Shah","Goldberger","Enforcement","Decision Issued","Alleged oil spill in violation of ECL and Navigation Law at a gas station and auto repair facility located in South Ozone Park, Queens County.  DEC staff moves for a default judgment. Commissioner Order signed 12/10/08. [http://www.dec.ny.gov/docs/legal_protection_pdf/134rocko.pdf]","QUEENS (ENTIRE)","QUEENS","https://www.dec.ny.gov/docs/legal_protection_pdf/134rocko.pdf"
"201468880","134-38 Maple Avenue Realty Corp.","A.L.J. Needed","Enforcement","Withdrawn","Alleged violations of ECL and Navigation Law at a PBS facility located in a residential development in Queens County.  DEC staff moves for an order without hearing and respondent opposes.  Complaint withdrawn.","QUEENS (ENTIRE)","QUEENS",
"201973936","1350 East 18th LLC","Garlick","Enforcement (Expedited)","Settled","Expedited PBS registration enforcement.  Alleged failure to register a residential petroleum bulk storage (PBS) facility located at 1350 East 18th Street, Brooklyn, NY 11230 (Kings County).  Respondent failed to appear at 10/15/18 hearing.  DEC staff renews its motion for a default judgment.  Settled; case closed.","BROOKLYN (ENTIRE)","KINGS",
"201772080","144 East 36th Street Corporation","Villa","Enforcement (Expedited)","Decision Issued","Expedited PBS registration enforcement.  Alleged failure to renew registration for a residential PBS facility located in New York, New York County.  Calendar call held 7/12/17.  DEC staff renews motion for default judgment. Commissioner Order issued 10/3/17. [http://www.dec.ny.gov/docs/legal_protection_pdf/144east36thstreeto.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/144east36thstreeto.pdf"
"201873557","144-80 Sanford Apartment Corp.","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS enforcement proceeding.  Alleged failure to register a residential petroleum bulk storage (PBS) facility located at 144-80 Sanford Avenue, Flushing, NY  11355 (Queens County). Respondent failed to appear at 8/13/18 hearing.  DEC staff moves for a default judgment. Commissioner Order issued 2/4/19. [https://www.dec.ny.gov/docs/legal_protection_pdf/14480sanfordapartmento.pdf]","QUEENS (ENTIRE)","QUEENS","https://www.dec.ny.gov/docs/legal_protection_pdf/14480sanfordapartmento.pdf"
"201671391","1462 62nd Realty LLC","Wilkinson","Enforcement (Expedited)","Settled","Expedited PBS registration enforcement.  Respondent alleged failed to register a residential PBS facility located in Brooklyn, Kings County.  Adjudicatory hearing held 9/27/16.  DEC staff moves for a default judgment.  Matter settled; case closed.","BROOKLYN (ENTIRE)","KINGS",
"201670634","148-158 West 142 Owners LLC","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS registration proceeding.  Alleged failure to register a residential PBS facility located in Manhattan, New York County.  Respondent failed to appear at 8/6/15 calendar call.  DEC staff moves for a default judgment. Commissioner Order signed 6/2/16. [http://www.dec.ny.gov/docs/legal_protection_pdf/148.158westo.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/148.158westo.pdf"
"201974157","15 Stratford LLC","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS registration enforcement.  Alleged failure to register a residential petroleum bulk storage (PBS) facility located at 15 Stratford Road, Brooklyn, NY 11218 (Kings County). Respondent failed to appear at 3/8/19 hearing.  Adjudicatory hearing held 7/22/19. Commissioner Order issued September 25, 2019. https://www.dec.ny.gov/hearings/118325.html","BROOKLYN (ENTIRE)","KINGS","https://www.dec.ny.gov/hearings/118325.html"
"201166925","151 West 78 Street Realty LLC","Wissler","Enforcement","Decision Issued","Alleged failure to register residential PBS facility located in New York, New York County.   No appearance at adjudicatory hearing held 8/20/11.  DEC staff moves for a default judgment.  Commissioner Order issued 12/19/11. [http://www.dec.ny.gov/docs/legal_protection_pdf/151west78streeto.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/151west78streeto.pdf"
"200662098","15308 Realty LLC","O''Connell","Permit - UPA","Withdrawn","Application for tidal wetlands and navigable waters permits, and section 401 water quality certification to construct a four-unit residential building with docking facilities for four boats and parking for four to five vehicles at a location on Cross Bay Blvd., Queens.  DEC staff denied the tidal wetlands permit and applicant requested a hearing. Hearing request withdrawn 9/2/08.","QUEENS (ENTIRE)","QUEENS",
"201570037","1532-1609 Ocean Ave. LLC","Garlick","Enforcement (Expedited)","Decision Issued","PBS registration enforcement.  Respondent allegedly failed to re-register residential PBS facility located in Brooklyn, Kings County.  Expedited hearing held 5/15/15. Acting Commissioner Order 8/12/15. [http://www.dec.ny.gov/docs/legal_protection_pdf/1532o.pdf]","BROOKLYN (ENTIRE)","KINGS","https://www.dec.ny.gov/docs/legal_protection_pdf/1532o.pdf"
"201873379","1534 Selwyn LLC","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS enforcement proceeding.  Alleged failure to register a residential petroleum bulk storage (PBS) facility located at 1534 Selwyn Avenue, Bronx, NY  10547 (Bronx County).  Respondent failed to appear at 7/11/18 hearing.  DEC staff moves for a default judgment. Commissioner Order issued 11/15/18. [http://www.dec.ny.gov/docs/legal_protection_pdf/1534selwynllcco.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/1534selwynllcco.pdf"
"201469415","1555 Seabury Place HDFC","Wissler","Enforcement","Decision Issued","PBS registration enforcement.  Alleged failure to renew registration for a residential PBS facility located in the Bronx, Bronx County.  Hearing held 7/29/14.  Commissioner Order issued 10/24/14. [http://www.dec.ny.gov/docs/legal_protection_pdf/1555seaburyo.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/1555seaburyo.pdf"
"201469280","163 Lefferts Place Housing Development Fund","Wissler","Enforcement","Decision Issued","PBS facility registration enforcement.  Respondent allegedly failed to renew PBS registration for a residential facility located in Brooklyn, Kings County. Hearing held 5/23/14. I have placed the file in your box. Commissioner Order 10/6/14. [http://www.dec.ny.gov/docs/legal_protection_pdf/163leffertso.pdf]","BROOKLYN (ENTIRE)","KINGS","https://www.dec.ny.gov/docs/legal_protection_pdf/163leffertso.pdf"
"201670969","170 West 85 Street Housing Dev. Fund Corp.","Caruso","Enforcement (Expedited)","Settled","Expedited PBS registration proceeding.  Alleged failure to register a residential PBS facility located in Manhattan, New York County.  Respondent failed to appear at 5/26/16 calendar call.  Hearing re-noticed for 7/21/16 in Central Office.  Matter settled; case closed.","MANHATTAN (ENTIRE)","NEW YORK",
"201570444","1870 Morris Avenue Housing Development Fund Corporation","Bassinson","Enforcement (Expedited)","Decision Issued","Expedited PBS registration proceeding.  Alleged failure to register a residential PBS facility located in the Bronx, Bronx County.  Hearing held 12/8/15.  Respondent failed to appear.  Commissioner Order issued 2/11/16. [http://www.dec.ny.gov/docs/legal_protection_pdf/1870morrisavehfdco.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/1870morrisavehfdco.pdf"
"200863435","2005 Gore Mountain Unit Management Plan (UMP)","Goldberger","Legislative (621/SEQRA)","Closed","Legislative hearing to be conducted March 4, 2008 at the Gore Mnt. Ski Center, North Creek, New York.  Purpose of the hearing is to receive public comment on the draft supplemental environmental impact statement (SEIS) for the portion of the 2005 Gore Mountain UMP Amendment relating to connecting ski trails and lift. Hearing held 3/4/08.","JOHNSBURG","WARREN",
"202175782","2015 Grand Avenue Housing Development Fund Corporation","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS enforcement proceeding.  Alleged failure to re-register a petroleum bulk storage (PBS) facility at a residential development located at 2015 Grand Avenue, Bronx, NY 10453 (Bronx County).  Respondent failed to appear at an adjudicatory hearing held 1/21/21.  DEC staff moves for a default judgment. Order issued August 17, 2021.","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/hearings/123625.html"
"2004J338","206 Audubon, LLC","McBride","Enforcement","Settled","Motion made by Department staff, motion defective and staff to amend motion. Case settled.","MANHATTAN (ENTIRE)","NEW YORK",
"201570192","2089-91 Amsterdam Avenue Housing Development Fund Corporation","Caruso","Enforcement (Expedited)","Decision Issued","PBS registration enforcement. Alleged failure to renew registration for a PBS facility located in Manhattan, New York County. Hearing held 7/21/15. Commissioner Order 9/15/15. [http://www.dec.ny.gov/docs/legal_protection_pdf/2089.91o.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/2089.91o.pdf"
"201368081","2112 Honeywell Avenue, LLC","McBride","Enforcement","Decision Issued","Alleged failure to re-register a petroleum bulk storage facility in Bronx, Bronx County. Calendar call held on 1/30/13. Commissioner Order issued 3/6/13. [http://www.dec.ny.gov/docs/legal_protection_pdf/2112honeywello.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/2112honeywello.pdf"
"201570191","2141 Prospect Avenue Housing Development Fund Corporation","Caruso","Enforcement (Expedited)","Decision Issued","PBS registration enforcement. Alleged failure to renew registration for a PBS facility located in Bronx, New York. Hearing held 7/21/15. Order signed 9/15/15. [http://www.dec.ny.gov/docs/legal_protection_pdf/2141prospecto.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/2141prospecto.pdf"
"201974159","2206 Cornaga, LLC","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS registration enforcement.  Alleged failure to register a residential petroleum bulk storage (PBS) facility located at 22-06 Cornaga Avenue, Queens, NY 11691 (Queens County).  Respondent failed to appear at 3/8/18 hearing.  Adjudicatory hearing held 7/22/19. Commissioner Order issued 8/26/19. [https://www.dec.ny.gov/docs/legal_protection_pdf/2206cornagallco.pdf]","QUEENS (ENTIRE)","QUEENS","https://www.dec.ny.gov/docs/legal_protection_pdf/2206cornagallco.pdf"
"201267616","234-250 Andrews Street LLC (Kirstein Building Parking Lot)","Sherman","Other","Decision Issued","Request for formal dispute resolution pursuant to a Brownfield Cleanup Agreement concerning a site (Site No. C828127) located in the City of Rochester, Monroe County. Decision of Robert Schick, Director, issued 9/5/13. [http://www.dec.ny.gov/docs/legal_protection_pdf/234250andrewsstdltr.pdf]","ROCHESTER","MONROE","https://www.dec.ny.gov/docs/legal_protection_pdf/234250andrewsstdltr.pdf"
"201165910","235 St. Nicholas, Inc. (Mohammed, Farooq)","Goldberger","Enforcement","Decision Issued","Alleged violations of air regulations governing mandatory annual motor vehicle emission inspections at an official emission inspection station located in Bronx County, New York. DEC staff filed a statement of readiness for adjudicatory proceeding. Hearing held 1/24/12. Commissioner Order issued 9/5/13. [http://www.dec.ny.gov/docs/legal_protection_pdf/235stnicholaso.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/235stnicholaso.pdf"
"201771638","2363 Southern Boulevard, LLC","Caruso","Enforcement","Decision Issued","Petroleum bulk storage (PBS) facility enforcement.  Multiple alleged violation of regulations governing PBS facilities at a residential facility located in the Bronx, Bronx County.  DEC staff moves for an order without hearing in lieu of complaint.  Commissioner Order issued 9/11/17. [http://www.dec.ny.gov/docs/legal_protection_pdf/2363southernbvldo.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/2363southernbvldo.pdf"
"201973810","241 West 108 Ltd.","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS enforcement proceeding.  Alleged failure to register a residential petroleum bulk storage (PBS) facility located at 241 West 108th Street, New York, NY 10025 (New York County).  Respondent failed to appear at 9/13/18 hearing.  DEC staff moves for a default judgment.  Commissioner Order issued 5/21/19. [https://www.dec.ny.gov/docs/legal_protection_pdf/241west108ltdo.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/241west108ltdo.pdf"
"201670635","246 President Street LLC","Caruso","Enforcement (Expedited)","Settled","Expedited PBS registration proceeding.  Alleged failure to register a residential PBS facility located in Brooklyn, Kings County.  Respondent failed to appear at 8/6/15 calendar call.  DEC staff moves for a default judgment. Settled 3/31/16.","BROOKLYN (ENTIRE)","KINGS",
"201469402","2477 Grand Avenue Corp.","Caruso","Enforcement","Decision Issued","PBS registration enforcement.  Alleged failure to renew registration for a residential PBS facility located in Bronx County.  Hearing held 8/1/14. Commissioner Order 10/14/14. [http://www.dec.ny.gov/docs/legal_protection_pdf/2477grando.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/2477grando.pdf"
"200763188","2526 Valentine LLC","McClymonds","Enforcement","Order Issued","Alleged illegal discharge of petroleum at a petroleum bulk storage facility located on East 177 Street, Bronx County, and the alleged failure to register a PBS facility located on Valentine Street, Bronx County.  DEC staff filed a motion for a default judgment. Ruling of the Administrative Law Judge on Motion for Default Judgment issued 1/6/09. Ruling on Motion for Reconsideration issued 3/10/10.  Discontinued by DEC staff 1/7/11.","BRONX (ENTIRE)","BRONX",
"201065632","2735 Creston Associates LLC","Wissler","Enforcement","Decision Issued","Alleged violation of ECL 17-1009 for failure to timely register petrolum bulk storage tanks located at 2735 Creston Avenue, Bronx, New York. Calendar call held 6/16/10. Commissioner Order issued 8/16/10. [http://www.dec.ny.gov/docs/legal_protection_pdf/2735crestono.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/2735crestono.pdf"
"201771871","286 West 151st Street Housing Development Fund Corporation","Bassinson","Enforcement (Expedited)","Decision Issued","Expedited petroleum bulk storage (PBS) facility enforcement.  Alleged failure to renew registration of a residential PBS facility located in New York, New York County.  Calendar call held 5/12/17.  DEC staff moves for a default judgment. Commissioner Order issued 5/31/17. [http://www.dec.ny.gov/docs/legal_protection_pdf/286west151sthdfco.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/286west151sthdfco.pdf"
"201771639","2918 Boston Post Road Realty Corp.","Caruso","Enforcement","Decision Issued","Petroleum bulk storage (PBS) facility enforcement.  Alleged violation of a consent order concerning a residential PBS facility located in the Bronx, Bronx County.  DEC staff moves for an order without hearing in lieu of complaint. Commissioner Order issued 5/31/17. [http://www.dec.ny.gov/docs/legal_protection_pdf/2918bostonpostrdo.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/2918bostonpostrdo.pdf"
"201771641","2B Architecture + Design, PLLC","O''Connell","NYS Dept. of Economic Development","Closed","MWBE certification denial appeal.  Appeal from the Division of MWBD’s decision to deny woman-owned business enterprise (WBE) status to appellant.  Written appeal filed 10/3/16.  DED response filed 3/23/17.  Recommended order issued 6/24/17.  Final Order 17-39 issued 7/3/17.",,,
"2004J339","3-7 West 108th Realty Corp.","McBride","Enforcement","Closed","Status: Motion brought by Department staff defective and is being corrected by staff. Case Closed.","MANHATTAN (ENTIRE)","NEW YORK",
"201772092","30 West 32nd Street Management LLC","Villa","Enforcement (Expedited)","Decision Issued","Expedited PBS registration enforcement.  Alleged failure to renew registration for a residential PBS facility located in New York, New York County.  Calendar call held 7/12/17.  DEC staff renews motion for default judgment. Commissioner Order issued 9/11/17. [http://www.dec.ny.gov/docs/legal_protection_pdf/30west32ndstmgto.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/30west32ndstmgto.pdf"
"201670903","300 West End Avenue Associates Corp.","O''Connell","Enforcement","Decision Issued","Petroleum bulk storage (PBS) facility enforcement.  Alleged failure to comply with a consent order addressing violations of the PBS law and regulations at a residential facility located in New York, New York County.  DEC staff moves for an order without hearing.  Respondent failed to answer. Commissioner Order issued 10/3/17. [http://www.dec.ny.gov/docs/legal_protection_pdf/300westendo.pdf]","STATEWIDE",,"https://www.dec.ny.gov/docs/legal_protection_pdf/300westendo.pdf"
"201469615","303 West 122nd Street Housing Development Fund Corporation","Garlick","Enforcement","Decision Issued","Navigation Law enforcement.  Respondent allegedly discharged petroleum at a residential PBS facility located in Manhattan, New York County.  DEC staff moves for an order without hearing. Commissioner Order issued 6/1/17. [http://www.dec.ny.gov/docs/legal_protection_pdf/303west122ndsto.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/303west122ndsto.pdf"
"202176166","310 Lexington Owners Corp.","Ukeritis","Enforcement","Active","Petroleum bulk storage (PBS) facility enforcement.  Multiple alleged violations at a PBS facility located at 310 Lexington Avenue, New York, NY 10116 (New York County).  DEC staff filed an unopposed motion for order without hearing in lieu of complaint. Assignment letter sent November 8, 2021. Ruling issued on March 31, 2022.","MANHATTAN (ENTIRE)","NEW YORK",
"201873123","318-20 Co., Inc.","Caruso","Enforcement (Expedited)","Decision Issued","Expedited PBS enforcement proceeding.  Alleged failure to register a residential PBS facility located at 320 East 59th Street, New York, NY 10022 (New York County).  Adjudicatory hearing held 7/16/18.  Commissioner Order issued 10/31/18. [http://www.dec.ny.gov/docs/legal_protection_pdf/31820collco.pdf]","MANHATTAN (ENTIRE)","NEW YORK","https://www.dec.ny.gov/docs/legal_protection_pdf/31820collco.pdf"
"201974389","32 Realty LLC","Caruso","Enforcement (Expedited)","Settled","Expedited PBS enforcement proceeding.  Alleged failure to reregister a residential PBS facility located at 233 East 32nd Street, New York, NY 10016 (New York County).  DEC staff moves for a default judgment.  Matter settled; case closed.","MANHATTAN (ENTIRE)","NEW YORK",
"200864128","328 East 9th Street Limited Partnership and NBKN Realty Management Corp.","O''Connell","Enforcement","Settled","Alleged oil spill at an residential PBS facility in New York County.  DEC staff moves for a default judgment. Settled by Order on Consent dated 3/25/09.","QUEENS (ENTIRE)","QUEENS",
"202176108","3287 SouthPark LLC","Ukeritis","Enforcement","Active","Petroleum bulk storage facility enforcement.  Multiple alleged violations at a PBS facility located at 3287 South Park Avenue, Lackawanna, New York 14218 (City of Lackawanna, Erie County).  DEC staff moves for a default judgment.","LACKAWANNA","ERIE",
"201267920","35-60 74th Street Realty, LLC","Garlick","Enforcement","Decision Issued","Alleged violation of consent order resolving alleged petroleum spills and other PBS violations at a residential facility located in Queens, Queens County.  DEC staff moves for an order without hearing in lieu of complaint.  Respondent has not opposed.  Commissioner Order issued 6/4/13. [http://www.dec.ny.gov/docs/legal_protection_pdf/356074thstreetrealtyo.pdf]","QUEENS (ENTIRE)","QUEENS","https://www.dec.ny.gov/docs/legal_protection_pdf/356074thstreetrealtyo.pdf"
"201570053","3525 Decatur Avenue LLC","McBride","Enforcement (Expedited)","Decision Issued","PBS registration enforcement.  Respondent allegedly failed to re-register residential PBS facility located in the Bronx, Bronx County.  Expedited hearing held 5/12/15. Acting Commissioner Order 8/21/15.  Ruling of the Acting Commissioner issued 2/16/16.[http://www.dec.ny.gov/docs/legal_protection_pdf/3525o.pdf]","BRONX (ENTIRE)","BRONX","https://www.dec.ny.gov/docs/legal_protection_pdf/3525o.pdf"
