"license_number","business_name","business_address_1","business_address_2","business_city","business_state","business_postal_code","business_county","business_country","last_name_of_designated","first_name_of_designated","middle_initial_of_designated","suffix_of_designated","license_issue_date","license_effective_term","license_expiration_date","georeference"
"AMC-20-0622","Forever Homes Appraisals Inc","21337 39th Ave Ste 263",,"Bayside","NY","11361-2071","Queens","US","marrero","carlos",,,"2020-10-21T00:00:00.000","2020-10-21T00:00:00.000","2022-10-21T00:00:00.000","POINT (-73.771283 40.765445)"
"AMC-19-0279","APPRAISERVENDOR.COM LLC","3195 FAIRVIEW RD","STE A","GREENWOOD","IN","46143",,"US","VAZIRI","AARON","H",,"2019-06-21T00:00:00.000","2021-06-21T00:00:00.000","2023-06-21T00:00:00.000","POINT (-86.161873 39.620417)"
"AMC-20-0625","AMROCK, LLC","662 Woodward Ave",,"Detroit","MI","48226-3433",,"US","HUGHES","KRISTINE","M",,"2020-10-22T00:00:00.000","2022-10-22T00:00:00.000","2024-10-22T00:00:00.000","POINT (-83.046097 42.330915)"
"AMC-19-0270","Appraisal Nation, LLC","500 Gregson Dr Ste 120",,"Cary","NC","27511-6232",,"US","McSheehy","Brian",,,"2019-09-18T00:00:00.000","2021-09-18T00:00:00.000","2023-09-18T00:00:00.000","POINT (-78.813565 35.733162)"
"AMC-19-0003","Irem Solutions, Inc.","586 N French Rd Ste 1",,"Amherst","NY","14228-2103","Erie","US","Lloyd","Darrel","R","III","2019-04-24T00:00:00.000","2021-04-24T00:00:00.000","2023-04-24T00:00:00.000","POINT (-78.802019 43.034725)"
"AMC-19-0133","NationalLink Valuations, LLC","1000 Commerce Dr Ste 300",,"Pittsburgh","PA","15275-1039",,"US","Ellis","Kerri",,,"2019-05-28T00:00:00.000","2021-05-28T00:00:00.000","2023-05-28T00:00:00.000","POINT (-80.195985 40.459644)"
"AMC-19-0011","Fasullo Appraisals Inc","5 sturrock way",,"setauket","NY","11733-1046","Suffolk","US","fasullo","robert","j",,"2019-04-26T00:00:00.000","2021-04-26T00:00:00.000","2023-04-26T00:00:00.000","POINT (-73.101659 40.888628)"
"AMC-19-0139","TIMIOS APPRAISAL MANAGEMENT INC","4955 STEUBENVILLE PIKE","STE 305","PITTSBURGH","NY","15205",,"US","SPLANE","TIMOTHY","M",,"2019-05-17T00:00:00.000","2022-05-23T00:00:00.000","2024-05-22T00:00:00.000","POINT (-80.108751 40.449786)"
"AMC-19-0264","A.L.S. APPRAISAL MANAGEMENT SERVICES, INC.","108 Union Pl",,"Lynbrook","NY","11563-4115","Nassau","US","Sarlo","Anton","L","JR","2019-09-20T00:00:00.000","2021-09-20T00:00:00.000","2023-09-19T00:00:00.000","POINT (-73.673241 40.651157)"
"AMC-19-0164","TrUnion Appraisal Services LLC","28 E Rahn Rd Ste 200",,"Kettering","NY","45429-5460",,"US","Stickelman","Ronald","K","JR","2019-06-11T00:00:00.000","2021-06-11T00:00:00.000","2023-06-11T00:00:00.000","POINT (-84.161412 39.66894)"
"AMC-19-0248","Norman, Hubbard and Associates Inc.","690 N Broadway Ste 102",,"White Plains","NY","10603-2416","Westchester","US","Norman","Hewes","J",,"2019-08-12T00:00:00.000","2021-08-12T00:00:00.000","2023-08-12T00:00:00.000","POINT (-73.766026 41.056404)"
"AMC-19-0055","Valuation One, Inc","7455 Arroyo Crossing Pkwy Ste 220",,"Las Vegas","NV","89113-4088",,"US","thibodeaux","timothy","j","JR","2019-05-02T00:00:00.000","2021-05-02T00:00:00.000","2023-05-02T00:00:00.000",
"AMC-19-0079","Collateral Management LLC","2400 E Commercial Blvd Ste 1050",,"Fort Lauderdale","NY","33308-4036",,"US","Turner","Darien",,,"2019-05-09T00:00:00.000","2021-05-09T00:00:00.000","2023-05-09T00:00:00.000","POINT (-80.114814 26.189509)"
"AMC-22-1007","Prompt Value inc","1373 40th St",,"Brooklyn","NY","11218-3503","Kings","US","Klein","Eliazer",,,"2022-04-04T00:00:00.000","2022-04-04T00:00:00.000","2024-04-04T00:00:00.000","POINT (-73.985052 40.638975)"
"AMC-19-0129","Pendo Management, LLC","200 SE Douglas St Ste 200",,"Lees Summit","MO","64063-2339",,"US","Hoskins","Molly",,,"2019-05-23T00:00:00.000","2021-05-23T00:00:00.000","2023-05-23T00:00:00.000","POINT (-94.377114 38.913795)"
"AMC-19-0170","STEWART VALUATION SERVICES LLC","2200 Concord Pike Ste 300","STE 100","Wilmington","DE","19803-2909",,"US","FOWLER","ELIZABETH","MARIE",,"2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","2023-04-30T00:00:00.000",
"AMC-20-0676","MARKETWISE VALUATION SERVICES, INC.","2751 N Miami Ave Ste 9B",,"Miami","FL","33127-4439",,"US","Little","Parker","D",,"2020-12-09T00:00:00.000","2020-12-09T00:00:00.000","2022-12-09T00:00:00.000","POINT (-80.195087 25.802941)"
"AMC-19-0063","The Jordan Group","3415 Sunset Ave",,"Ocean","NY","07712-3911",,"US","Jordan","James","B","JR","2019-05-06T00:00:00.000","2021-05-06T00:00:00.000","2023-05-06T00:00:00.000","POINT (-74.042253 40.237014)"
"AMC-19-0280","LRES CORPORATION","765 the City Dr S Ste 300",,"Orange","CA","92868-6916",,"US","BEANE","ROGER","E",,"2019-07-11T00:00:00.000","2021-07-11T00:00:00.000","2023-07-11T00:00:00.000","POINT (-117.890099 33.775931)"
"AMC-19-0150","SBS","3939 W Ridge Rd Ste B12",,"Erie","PA","16506-1881",,"US","Peterson","Melissa","C",,"2019-05-21T00:00:00.000","2021-05-21T00:00:00.000","2023-05-21T00:00:00.000","POINT (-80.163006 42.079641)"
"AMC-19-0214","AssetVal Appraisal, LLC","805 N Crest Dr",,"Grand Junction","NY","81506-6900",,"US","Perry","Randal","S",,"2019-07-24T00:00:00.000","2021-07-24T00:00:00.000","2023-07-24T00:00:00.000","POINT (-108.536748 39.12152)"
"AMC-22-1043","Hudson Appraisal Management Company, LLC","90 E Halsey Rd Ste 333-2278",,"Parsippany","NJ","07054-3713",,"US","Bawa","Faheem",,,"2022-02-04T00:00:00.000","2022-02-04T00:00:00.000","2024-02-04T00:00:00.000","POINT (-74.421114 40.849077)"
"AMC-19-0015","Property Interlink LLC","14701 Saint Marys Ln Ste 150",,"Houston","TX","77079-2927",,"US","Hill","Matthew",,,"2019-04-26T00:00:00.000","2021-04-26T00:00:00.000","2023-04-26T00:00:00.000","POINT (-95.608749 29.782284)"
"AMC-19-0109","Countryside Appraisal Management Corporation","188 Stuart Dr",,"New Rochelle","NY","10804-1421","Westchester","US","Kleiner","Michael","J",,"2019-05-16T00:00:00.000","2021-05-16T00:00:00.000","2023-05-16T00:00:00.000","POINT (-73.786383 40.96644)"
"AMC-21-0720","Appraisal Linx, Inc.","501 Duane St",,"Glen Ellyn","IL","60137-4549",,"US","Chiado","James",,,"2021-03-03T00:00:00.000","2021-03-03T00:00:00.000","2023-03-03T00:00:00.000","POINT (-88.067688 41.875483)"
"AMC-19-0233","OPTEON AMC, INC","1641 E Osborn Rd Ste 1",,"Phoenix","NY","85016-7146",,"US","Bernstein","Greg",,,"2019-08-12T00:00:00.000","2021-08-12T00:00:00.000","2023-08-11T00:00:00.000","POINT (-112.045495 33.48748)"
"AMC-20-0333","ASAP Appraisals & Management Services Corp","1 Angela Ln",,"Lake Grove","NY","11755-1301","Suffolk","US","Demirel","Pamela","J.",,"2020-01-22T00:00:00.000","2022-01-22T00:00:00.000","2024-01-22T00:00:00.000","POINT (-73.121922 40.864797)"
"AMC-19-0143","Broad Street Valuations, Inc","211 Elm St",,"Holly","NY","48442-1404",,"US","Kennedy","Thomas","R","III","2019-06-03T00:00:00.000","2021-06-03T00:00:00.000","2023-06-03T00:00:00.000",
"AMC-19-0213","Data Facts, Inc.","8000 Centerview Pkwy Ste 400",,"Cordova","TN","38018-4127",,"US","Howlett","Leslie","J","III","2019-07-22T00:00:00.000","2021-07-22T00:00:00.000","2023-07-22T00:00:00.000","POINT (-89.795948 35.128156)"
"AMC-19-0044","Coast to Coast Appraisal Services Inc.","138 S 1st St Ste 112",,"Lindenhurst","NY","11757-4923","Suffolk","US","ferguson","jason","w",,"2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","2023-04-30T00:00:00.000","POINT (-73.373758 40.685843)"
"AMC-20-0587","SingleSource Property Solutions, LLC","1000 Noble Energy Dr Ste 300",,"Canonsburg","PA","15317-7551",,"US","Kelker","Dean","B",,"2020-09-23T00:00:00.000","2022-09-23T00:00:00.000","2024-09-23T00:00:00.000","POINT (-80.16632 40.275133)"
"AMC-19-0171","Murcor, Inc.","740 Corporate Center Dr Ste 100",,"Pomona","CA","91768-2654",,"US","MURRAY","KEITH","D",,"2019-05-10T00:00:00.000","2021-05-10T00:00:00.000","2023-05-10T00:00:00.000","POINT (-117.800647 34.063915)"
"AMC-20-0641","Heritage Valuation Services, LLC","1351 W Towne Square Rd",,"Mequon","WI","53092",,"US","Masik","Rebecca",,,"2020-10-27T00:00:00.000","2020-10-27T00:00:00.000","2022-10-27T00:00:00.000","POINT (-87.926494 43.218207)"
"AMC-19-0202","Frisco Lender Services, LLC","7609 W Jefferson Blvd Ste 250",,"Fort Wayne","IN","46804-0047",,"US","Graham","Betty",,,"2019-05-28T00:00:00.000","2021-05-28T00:00:00.000","2023-05-28T00:00:00.000","POINT (-85.240142 41.037181)"
"AMC-20-0576","MTS Group, LLC","12 Sheila Ct",,"Pittsburgh","PA","15227-1222",,"US","Kavanaugh","Daniel","J",,"2020-09-02T00:00:00.000","2022-09-02T00:00:00.000","2024-09-02T00:00:00.000","POINT (-79.991292 40.367575)"
"AMC-19-0231","Appraisal Logistic Solutions, LLC","2901 Riva Trace Pkwy Ste 104",,"Annapolis","MD","21401-7489",,"US","Danna","Frank","D",,"2019-08-12T00:00:00.000","2021-08-12T00:00:00.000","2023-08-12T00:00:00.000","POINT (-76.563569 38.962397)"
"AMC-19-0002","Soldifi US Inc","701 Seneca St Ste 660",,"Buffalo","NY","14210-1377","Erie","US","McCafferty","Colleen","M",,"2019-04-24T00:00:00.000","2021-04-24T00:00:00.000","2023-04-24T00:00:00.000","POINT (-78.85157 42.876307)"
"AMC-19-0064","Vanguard Appraisal Management Inc.","55 Maple Ave Ste 508",,"Rockville Centre","NY","11570-4267","Nassau","US","Creagh","Robert",,,"2019-05-06T00:00:00.000","2021-05-06T00:00:00.000","2023-05-06T00:00:00.000","POINT (-73.642611 40.658824)"
"AMC-19-0151","First Look Appraisals, LLC","30 N La Salle St Ste 3500",,"Chicago","IL","60602-2508",,"US","Culbert","Craig",,,"2019-05-07T00:00:00.000","2021-05-07T00:00:00.000","2023-05-07T00:00:00.000","POINT (-87.632402 41.882733)"
"AMC-21-0947","Pro-Mac Appraisals, LLC","1449 Old Waterbury Rd",,"Southbury","NY","06488-3926",,"US","Thibault","Aaron","S",,"2021-09-10T00:00:00.000","2021-09-10T00:00:00.000","2023-09-10T00:00:00.000","POINT (-73.166297 41.493607)"
"AMC-19-0092","Bowery Real Estate Systems, Inc.","510 Laguardia Pl Fl 4",,"New York","NY","10012-4648","New York","US","Isaacs","Noah","B",,"2019-05-13T00:00:00.000","2021-05-13T00:00:00.000","2023-05-13T00:00:00.000","POINT (-73.999132 40.727861)"
"AMC-22-1056","LENDER'S VALUATION SERVICES, LLC","3001 Lava Ridge Ct Ste 160",,"Roseville","CA","95661-2837",,"US","WOJCIK","TIFFANY","A",,"2022-04-15T00:00:00.000","2022-04-15T00:00:00.000","2024-04-15T00:00:00.000","POINT (-121.243655 38.746598)"
"AMC-19-0137","RRR APPRAISAL SERVICES MANAGEMENT INC","3217 Decker Lake Dr",,"Salt Lake City","UT","84119-3284",,"US","FRENCH","GERALD","D","JR","2019-05-20T00:00:00.000","2021-05-20T00:00:00.000","2023-05-20T00:00:00.000","POINT (-111.948586 40.701622)"
"AMC-19-0046","Market Valuation Services, LLC","380 Dahlonega St Ste 205",,"Cumming","GA","30040-8219",,"US","Moore","Michael","R",,"2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","2023-04-30T00:00:00.000","POINT (-84.135648 34.212523)"
"AMC-21-0976","Consolidated Information Services Solutions LLC","370 Reed Rd Ste 100",,"Broomall","PA","19008-4019",,"US","Pruett","Preston","A",,"2021-09-20T00:00:00.000","2021-09-20T00:00:00.000","2023-09-20T00:00:00.000","POINT (-75.344222 39.958079)"
"AMC-19-0043","eValuation Zone Inc","6103 W Montrose Ave",,"Chicago","IL","60634-1553",,"US","Tomaszewski","Inesa",,,"2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","2023-04-30T00:00:00.000","POINT (-87.779643 41.960331)"
"AMC-19-0087","dba AppraisalTek","825 E Warner Rd Bldg C",,"Chandler","AZ","85225-9901",,"US","Oglesby","Robert","C",,"2019-05-10T00:00:00.000","2021-05-10T00:00:00.000","2023-05-10T00:00:00.000","POINT (-111.827615 33.335163)"
"AMC-19-0174","CLASS VALUATION LLC","2600 Bellingham Dr Ste 100","SUITE 100","Troy","MI","48083-2014",,"US","HAMAMEH","JOHN",,,"2019-05-17T00:00:00.000","2021-07-08T00:00:00.000","2023-07-07T00:00:00.000","POINT (-83.115221 42.559578)"
"AMC-19-0282","Credit Lenders Service Agency, Inc.","7 Foster Avenue","Suite 200","Gibbsboro","NJ","08026",,"US","Swider","Thomas","J",,"2019-10-03T00:00:00.000","2021-10-03T00:00:00.000","2023-10-03T00:00:00.000","POINT (-74.964551 39.836928)"
"AMC-19-0169","SERVICELINK VALUATION SOLUTIONS LLC","1355 Cherrington Pkwy",,"Moon Township","PA","15108-4355",,"US","STEINMETZ","DAVID","G",,"2019-05-01T00:00:00.000","2021-05-01T00:00:00.000","2023-05-01T00:00:00.000","POINT (-80.196171 40.488778)"
"AMC-19-0131","VETTERRA, LLC","10649 Lackman Rd",,"Lenexa","NY","66219-1225",,"US","Belt","Andrew",,,"2019-05-24T00:00:00.000","2021-05-24T00:00:00.000","2023-05-24T00:00:00.000","POINT (-94.760774 38.935095)"
"AMC-19-0085","NATIONWIDE APPRAISAL NETWORK LLC","250 PINE AVENUE NORTH","SUITE A","OLDSMAR","FL","34677-4613",,"US","Pilgrim","Joni","L",,"2019-04-30T00:00:00.000","2021-07-29T00:00:00.000","2023-07-28T00:00:00.000","POINT (-82.671227 28.044372)"
"AMC-19-0107","Mortgage Management Consulting, Inc.","194 Wood Ave South, Fl 9 Suite 1",,"Iselin","NY","08830-1196",,"US","Dos Santos","Marleen","A",,"2019-05-16T00:00:00.000","2021-05-16T00:00:00.000","2023-05-16T00:00:00.000","POINT (-74.326903 40.56022)"
"AMC-21-0787","First Bronx Appraisal Mgt. co.","1938 Williamsbridge Rd # 5",,"Bronx","NY","10461-1605","Bronx","US","FELICIANO","FELIPE",,,"2021-04-26T00:00:00.000","2021-04-26T00:00:00.000","2023-04-26T00:00:00.000","POINT (-73.85359 40.853151)"
"AMC-19-0095","THE PROPERTY SCIENCES GROUP INCORPORATED","395 TAYLOR BLVD","STE 250","PLEASANT HILL","CA","94507",,"US","O'RIORDAN","PAUL","F",,"2019-05-15T00:00:00.000","2021-05-15T00:00:00.000","2023-05-15T00:00:00.000","POINT (-122.071086 37.961213)"
"AMC-19-0165","Cushman & Wakefield Global Services, Inc.","175 Broadhollow Rd Ste 150",,"Melville","NY","11747-4909","Suffolk","US","Lewis","Clarke","H",,"2019-06-11T00:00:00.000","2021-08-27T00:00:00.000","2023-08-26T00:00:00.000","POINT (-73.416026 40.78703)"
"AMC-22-1050","A1 AMC, Inc","18484 US Highway 18 # 280",,"Apple Valley","CA","92307-2375",,"US","Chaer","Amil","A",,"2022-03-15T00:00:00.000","2022-03-15T00:00:00.000","2024-03-15T00:00:00.000","POINT (-117.261192 34.539689)"
"AMC-19-0253","Paris Realty Appraisals, LLC","2947 Cortona Dr",,"Viera","NY","32940-8608",,"US","Paris","Gary","S",,"2019-09-03T00:00:00.000","2021-09-03T00:00:00.000","2023-09-03T00:00:00.000","POINT (-80.74435 28.251388)"
"AMC-19-0157","Incenter Appraisal Management LLC","129 W Trade St Fl 9",,"Charlotte","NC","28202-2143",,"US","Bossers","Nathan","M",,"2019-06-07T00:00:00.000","2021-06-07T00:00:00.000","2023-06-07T00:00:00.000","POINT (-80.843946 35.227961)"
"AMC-19-0194","XOME VALUATION SERVICES LLC","750 Highway 121 Byp Ste 100",,"Lewisville","TX","75067-8199",,"US","RANEY","JAMES","K",,"2019-05-30T00:00:00.000","2021-05-30T00:00:00.000","2023-05-30T00:00:00.000",
"AMC-19-0019","ClearCapital.com, Inc.","300 E 2nd St Ste 1405",,"Reno","NY","89501-1508",,"US","Hukari","Helge","R",,"2019-04-26T00:00:00.000","2021-04-26T00:00:00.000","2023-04-26T00:00:00.000","POINT (-119.808984 39.527733)"
"AMC-19-0080","Jeder National","244 Fifth Ave","Suite 2007","New York","NY","10001","New York","US","Feder","Joshua",,,"2019-05-09T00:00:00.000","2021-05-09T00:00:00.000","2023-05-09T00:00:00.000","POINT (-73.987421 40.744506)"
"AMC-19-0225","RapidAMS","2033 San Elijo Ave #138",,"Cardiff","NY","92007",,"US","Travis","Benjamin",,,"2019-08-05T00:00:00.000","2021-08-05T00:00:00.000","2023-08-05T00:00:00.000","POINT (-117.282893 33.021748)"
"AMC-19-0229","CORE VALUATION MANAGEMENT","6 Jenner Ste 250",,"Irvine","NY","92618-3860",,"US","Freedman","Bradley","M",,"2019-08-12T00:00:00.000","2021-08-12T00:00:00.000","2023-08-12T00:00:00.000","POINT (-117.766691 33.656443)"
"AMC-21-0719","Appraisal MC LLC","320 Detering St",,"Houston","TX","77007-7118",,"US","Massa","Alex",,,"2021-03-03T00:00:00.000","2021-03-03T00:00:00.000","2023-03-03T00:00:00.000","POINT (-95.416311 29.76566)"
"AMC-19-0192","Valuation Link L.L.C.","719 Griswold St Ste 720",,"Detroit","MI","48226-3300",,"US","Stephens","Gregory","E",,"2019-06-26T00:00:00.000","2021-06-26T00:00:00.000","2023-06-26T00:00:00.000","POINT (-83.047705 42.33098)"
"AMC-19-0125","THE APPRAISAL HUB LLC","900 Washington St Ste A",,"Norwood","MA","02062-3498",,"US","CAMETTI","CATHERINE",,,"2019-05-21T00:00:00.000","2021-05-21T00:00:00.000","2023-05-21T00:00:00.000","POINT (-71.203107 42.18591)"
"AMC-22-0995","LenderVend LLC","1235 N Dutton Ave Ste E",,"Santa Rosa","CA","95401-4666",,"US","Gitman","Jay",,,"2022-01-14T00:00:00.000","2022-01-14T00:00:00.000","2024-01-14T00:00:00.000","POINT (-122.731858 38.448148)"
