"grant_year","grantee","address","city","state","zip","county","phone","program","category","project_title","grant_amount","senate_district","assembly_district"
"2020","Adirondack Lakes Center for the Arts","PO Box 205, 3446 State Route 28","Blue Mountain Lake","NY","12812-0205","Hamilton","518-352-7715","Theatre","Professional Performances","Adirondack Lakes Summer Theatre Festival","10000","49","118"
"2020","Adirondack Lakes Center for the Arts","PO Box 205, 3446 State Route 28","Blue Mountain Lake","NY","12812-0205","Hamilton","518-352-7715","State & Local Partnership","Regrants"," Quad County Decentralization Request for ALCA ($39,000; $91,000)","130000","49","118"
"2020","Adirondack Lakes Center for the Arts","PO Box 205, 3446 State Route 28","Blue Mountain Lake","NY","12812-0205","Hamilton","518-352-7715","State & Local Partnership","General Support","Adirondack Lakes Center for the Arts GOS Request","45000","49","118"
"2020","Adirondack Theatre Festival, Inc.","50 Elm St.","Glens Falls","NY","12801","Warren","518-798-7479","Individual Artists","Theatre Artist Commissions","Douglas Lylons - Individual Artist Grant Douglas Lyons","8000","45","114"
"2020","Adirondack Theatre Festival, Inc.","50 Elm St.","Glens Falls","NY","12801","Warren","518-798-7479","Electronic Media & Film","Film Festivals and Screenings","Adirondack Film Festival","10000","45","114"
"2020","Adirondack Theatre Festival, Inc.","50 Elm St.","Glens Falls","NY","12801","Warren","518-798-7479","Theatre","General Support","ATF General Operating Support","15000","45","114"
"2020","African Cultural Center of Buffalo, Inc.","350 Masten Ave","Buffalo","NY","14209-1706","Erie","716-884-2013","Facilities","Design Studies (Facilities)","AACC_Expansion","14880","63","141"
"2020","African Cultural Center of Buffalo, Inc.","350 Masten Ave","Buffalo","NY","14209-1706","Erie","716-884-2013","Special Arts Services","General Support","Multi-Discipline Arts Program","45662","63","141"
"2020","African Diaspora Film Festival","535 Cathedral Parkway - St14B","New York","NY","10025","New York","212-864-1760","Electronic Media & Film","Film Festivals and Screenings","African Diaspora International Film Festival 2020","12000","30","69"
"2020","African Film Festival","154 W 18th Street, Suite 2A","New York","NY","10011-5437","New York","212-352-1720","Arts Education","Community-Based Learning","AFF Film Workshop","5000","27","75"
"2020","African Film Festival","154 W 18th Street, Suite 2A","New York","NY","10011-5437","New York","212-352-1720","Electronic Media & Film","General Support","General Operating Support","24500","27","75"
"2020","African Voices Communications, Inc.","325 Lafayette Avenue, C.F. Suite","Brooklyn","NY","11238","New York","212-865-2982","Literature","General Support","African Voices Magazine & Artistic Programs","15000","31","69"
"2020","African Voices Communications, Inc.","325 Lafayette Avenue, C.F. Suite","Brooklyn","NY","11238","New York","212-865-2982","Electronic Media & Film","Film Festivals and Screenings","Reel Sisters of the Diaspora Film Festival & Lecture Series","15000","31","69"
"2020","Afrikan Poetry Theatre Inc","176-03 Jamaica Avenue, -","Jamaica","NY","11432-5503","Queens","917-868-0759","Arts Education","Community-Based Learning","Dance & Drum of the Diaspora","4000","14","29"
"2020","AFRO LATIN JAZZ ALLIANCE OF NEW YORK, INC.","646 Malcolm X Boulevard, Suite 205","New York","NY","10037","New York","212-368-8400","Music","Project Support","Afro Latin Jazz Orchestra Performance Season","10000",,
"2020","AFRO LATIN JAZZ ALLIANCE OF NEW YORK, INC.","646 Malcolm X Boulevard, Suite 205","New York","NY","10037","New York","212-368-8400","Arts Education","Pre-K-12: In-School Programs","Afro Latin Jazz Academy of Music Residency Program","8000",,
"2020","Akwesasne Library & Museum Cultural Center Inc.","321 State Route 37","Hogansburg","NY","13655-3114","Franklin","518-358-2240","Special Arts Services","General Support","General Operating Support","15000","45","115"
"2020","Alarm Will Sound, Inc.","51 Wooster Street, , 4th floor","New York","NY","10013","New York","773-234-2846","Music","Project Support","Alarm Will Sound: 2019 New York Performance Season","5000","26","66"
"2020","Albany Center Galleries, Inc.","488 Broadway, Ste 107","Albany","NY","12207","Albany","518-462-4775","Visual Arts","General Support","ACGs Exhibitions and Installations","20150","44","108"
"2020","Albany Institute of History & Art","125 Washington Ave","Albany","NY","12210-2202","Albany","518-463-4478","Museum","General Support","General Operating Support","20000","44","109"
"2020","Albany Institute of History & Art","125 Washington Ave","Albany","NY","12210-2202","Albany","518-463-4478","Arts Education","Pre-K-12: In-School Programs","Book Arts in Troy and Albany","15430","44","109"
"2020","Albany Pro Musica","c/o Troy Savings Bank Music Hall, 30 Second Street","Troy","NY","12180","Rensselaer","518-438-6548","Music","General Support","APM Programming Support","14000",,
"2020","Albany Symphony Orchestra, Inc.","19 Clinton Ave","Albany","NY","12207-2288","Albany","518-465-4755","Music","General Support","General Support of Albany Symphony Activities","50000","44","108"
"2020","Albany Symphony Orchestra, Inc.","19 Clinton Ave","Albany","NY","12207-2288","Albany","518-465-4755","Regional Economic Development","Arts Impact","Trailblaze NY Festival","100000","44","108"
"2020","Albany Symphony Orchestra, Inc.","19 Clinton Ave","Albany","NY","12207-2288","Albany","518-465-4755","Individual Artists","Composer Commissions","Loren Loiacono - Loren Loiacono Composer Commission","8000","44","108"
"2020","Alfred University","One Saxon Drive","Alfred","NY","14802-1205","Allegany","607-871-2026","Electronic Media & Film","Workspace, Art & Technology","Electronic Media and Film - Workspace","17580","57","148"
"2020","Alfred University","One Saxon Drive","Alfred","NY","14802-1205","Allegany","607-871-2026","Visual Arts","Workspace","Experimental Projects Residency ","20000","57","148"
"2020","Alfred University","One Saxon Drive","Alfred","NY","14802-1205","Allegany","607-871-2026","Electronic Media & Film","Workspace, Art & Technology","Electronic Media and Film - The Art & Technology Initiative","10000","57","148"
"2020","Alleyway Theatre, Inc.","1 Curtain Up Alley","Buffalo","NY","14202-1911","Erie","716-852-2600","Theatre","General Support","General Operating Support","7000","63","141"
"2020","Alliance of Resident Theatres/New York, Inc.","520 Eighth Avenue, Suite 319","New York","NY","10018","New York","212-244-6667","Theatre","Regrants","NYSCA-A.R.T./New York Creative Opportunity Fund","100000","31","75"
"2020","Alliance of Resident Theatres/New York, Inc.","520 Eighth Avenue, Suite 319","New York","NY","10018","New York","212-244-6667","Theatre","Services to the Field","Technical Assistance Program","50000","31","75"
"2020","Alliance of Resident Theatres/New York, Inc.","520 Eighth Avenue, Suite 319","New York","NY","10018","New York","212-244-6667","Theatre","General Support","General Operating Support","50000","31","75"
"2020","Allied Productions Inc","PO Box 20260 , Tompkins Square Station","New York","NY","10009-8971","New York","917-774-7989","Visual Arts","Exhibitions & Installations","Allied Productions, Inc. - NYSCA VAP 2020","7000","27","74"
"2020","Alpha Omega 1-7 Theatrical Dance Company, Inc.","70 East 4th Street","New York","NY","10003","New York","212-749-0095","Special Arts Services","General Support","General Operating Support","15000","30","69"
"2020","Alvin Ailey Dance Foundation, Inc.","The Joan Weill Center for Dance , 405 West 55th Street","New York","NY","10019-4402","New York","212-405-9035","Dance","General Support","Alvin Ailey American Dance Theater & Ailey II","75000","27","67"
"2020","Alvin Ailey Dance Foundation, Inc.","The Joan Weill Center for Dance , 405 West 55th Street","New York","NY","10019-4402","New York","212-405-9035","Dance","Rehearsal Space & Residencies","Aileys Rental Subsidy Program","12000","27","67"
"2020","Alvin Ailey Dance Foundation, Inc.","The Joan Weill Center for Dance , 405 West 55th Street","New York","NY","10019-4402","New York","212-405-9035","Special Arts Services","Instruction and Training","Special Arts Services","15000","27","67"
"2020","Alvin Ailey Dance Foundation, Inc.","The Joan Weill Center for Dance , 405 West 55th Street","New York","NY","10019-4402","New York","212-405-9035","Individual Artists","Dance Commissions","Justin Peck - Dance Commission: Justin Peck","10000","27","67"
"2020","A Magical Journey Thru Stages","875 East Main Street","Rochester","NY","14605","Monroe","585-935-7173","Regional Economic Development","Workforce Investment","Workforce Expansion","13500",,
"2020","Amas Musical Theatre","257 WEST 52ND ST  5TH FL","NEW YORK","NY","10019","New York","212-563-2565","Theatre","General Support","Operating Expenses--Amas: 50 Years and Forward","15000","27","66"
"2020","Amas Musical Theatre","257 WEST 52ND ST  5TH FL","NEW YORK","NY","10019","New York","212-563-2565","Special Arts Services","Instruction and Training","The Rosetta LeNoire Musical Theatre Academy","10000","27","66"
"2020","American Chamber Ensemble","45 Grant Avenue","Farmingdale","NY","11735","Nassau","516-586-3433","Music","Project Support","American Chamber Ensemble Season Support","5000","8","9"
"2020","American Classical Orchestra, Inc","225 West 99th Street","New York","NY","10025","New York","212-362-2727","Music","General Support","concert","5000",,
"2020","American Composers Orchestra","494 8th Ave, Suite 503","New York","NY","10001","New York","212-977-8495","Music","General Support","General Operating Support","25000","27","67"
"2020","American Composers Orchestra","494 8th Ave, Suite 503","New York","NY","10001","New York","212-977-8495","Individual Artists","Composer Commissions","Lisa Bielawa - Lisa Bielawa Commission","9000","27","67"
"2020","American Dance Asylum, Inc.","259 Pine St.","Corning","NY","14830","Steuben","716-934-0515","Dance","Regrants","WNY Choreographers' Initiative","34546","58","132"
"2020","American Dance Asylum, Inc.","259 Pine St.","Corning","NY","14830","Steuben","716-934-0515","Dance","Regrants","NYS DanceForce","182000","58","132"
"2020","American Dance Institute, Inc.","1740 Broadway, 15th Floor","New York","NY","10019","New York","212-587-3003","Presenting","Project Support - Presentation","2019 New York City and Upstate Presenting Seasons","20000",,
"2020","American Dance Institute, Inc.","1740 Broadway, 15th Floor","New York","NY","10019","New York","212-587-3003","Facilities","Capital Equipment (Facilities)","LUMBERYARD Catskill's Black Box Theater New Modular Staging and Risers","49500",,
"2020","American Dance Institute, Inc.","1740 Broadway, 15th Floor","New York","NY","10019","New York","212-587-3003","Special Arts Services","Project Support","LUMBERYARD's Fresh Start: An Arts Intervention Program for Incarcerated Youth in New York State","10000",,
"2020","American Documentary, POV","20 Jay Street, Suite 940","Brooklyn","NY","11201","New York","212-989-8121","Electronic Media & Film","General Support","General Operating Support - American Documentary","28500","26","52"
"2020","American Folk Art Museum","Two Lincoln Square ","New York","NY","10023","New York","212-265-1040","Museum","General Support","General Operating Support","42000","27","75"
"2020","American Indian Artists Inc (Amerinda)","288 East 10th Street ","New York","NY","10009-4812","New York","212-598-0968","State & Local Partnership","General Support","General Operating Support","25500","27","74"
"2020","American Lyric Theater Center, Inc.","410 W. 42nd Street","New York","NY","10036","New York","646-216-8298","Music","General Support","American Lyric Theater FY18 GOS","15000","27","75"
"2020","American Museum of Natural History","Central Park West at 79th Street","New York","NY","10024-5192","New York","212-769-3550","Museum","General Support","General Operating Support","110416","30","69"
"2020","American Museum of Natural History","Central Park West at 79th Street","New York","NY","10024-5192","New York","212-769-3550","Electronic Media & Film","Film Festivals and Screenings","Margaret Mead Film Festival","11000","30","69"
"2020","American Museum of the Moving Image","3601 35th Avenue","Astoria","NY","11106-1226","Queens","718-777-6827","Museum","General Support","General Operating Support","44000","12","36"
"2020","American Museum of the Moving Image","3601 35th Avenue","Astoria","NY","11106-1226","Queens","718-777-6827","Electronic Media & Film","Film Festivals and Screenings","2020 Film Program","18000","12","36"
"2020","American Symphony Orchestra League","520 8th Avenue, Suite 2005, 20th Floor","New York","NY","10018","New York","646-822-4050","Music","Services to the Field","Capacity and Network Building for NY Orchestras","7000","27","67"
"2020","American Tap Dance Foundation, Inc.","154 Christopher Street #2B","NEW YORK","NY","10014","New York","646-230-9564","Dance","Services to the Field","Artist Fees - Tap City","20000","27","66"
"2020","American Theatre Wing, Inc.","American Theatre Wing, 230 West 41st Street, Suite 1101","New York","NY","10036","New York","212-765-0606","Theatre","Services to the Field","Working in the Theatre","10000","31","75"
"2020","Americas Society, Inc.","680 Park Avenue","New York","NY","10065","New York","212-277-8320","Music","Project Support","Music of the Americas","5000","28","73"
"2020","Amigos del Museo del Barrio, Inc.","1230 Fifth Ave","New York","NY","10029-4401","New York","212-660-7118","Museum","General Support","General Operating Support","29000","30","68"
"2020","An Claidheamh Soluis Inc.","553 W 51st Street","New York","NY","10019-5004","New York","212-757-3318","Folk Arts","Project Support","Presenting Traditional Irish Music and Dance","10000","31","67"
"2020","An Claidheamh Soluis Inc.","553 W 51st Street","New York","NY","10019-5004","New York","212-757-3318","Special Arts Services","General Support","General Support for Irish Arts and Culture","45000","31","67"
"2020","An Claidheamh Soluis Inc.","553 W 51st Street","New York","NY","10019-5004","New York","212-757-3318","Facilities","Capital Equipment (Facilities)","Audio Visual Equipment Purchase for Expanded Facilities","49500","31","67"
"2020","ANCRAM OPERA HOUSE THEATER INC","1330 County Route 7","Ancram","NY","12502","Columbia","917-535-5436","Theatre","Professional Performances","Develop and premiere of two new theater works","14000",,
"2020","ANCRAM OPERA HOUSE THEATER INC","1330 County Route 7","Ancram","NY","12502","Columbia","917-535-5436","Regional Economic Development","Workforce Investment","Workforce Expansion","14000",,
"2020","Ansonia Music Outreach Organization, Inc.","330 Wadsworth Avenue, 2G, NA","New York","NY","10040","New York","212-567-3554","Music","General Support","General Operating Support","15000","31","72"
"2020","Anthology Film Archives","32 Second Avenue","New York","NY","10003-8631","New York","212-505-5181","Electronic Media & Film","General Support","Anthology Film Archives/General Operating Support","29000","26","66"
"2020","Anti-Social Music","500C Grand Street Unit GE","New York","NY","10002","New York","646-489-8791","Music","Project Support","New York Series","5000","21","44"
"2020","Aperture Foundation","547 West 27th Street, 4th Floor","New York","NY","10001-5511","New York","212-946-7103","Visual Arts","General Support","General Operations","30000","27","75"
"2020","A PLACE FOR JAZZ Ltd.","P.O. Box 1059","Schenectady","NY","12301","Schenectady","518-393-4011","Presenting","Project Support - Presentation","APFJ FY 2020","8000","49","111"
"2020","Apollo Theater Foundation, Inc.","253 West 125th Street","New York","NY","10027-4408","New York","212-531-5385","Regional Economic Development","Workforce Fellowship","Workforce Training and Development Programs","45000","30","70"
"2020","Apollo Theater Foundation, Inc.","253 West 125th Street","New York","NY","10027-4408","New York","212-531-5385","Presenting","General Support","Apollo Theater Presenting Season","50000","30","70"
"2020","Apollo Theater Foundation, Inc.","253 West 125th Street","New York","NY","10027-4408","New York","212-531-5385","Music","Project Support","Apollo Theater Music Programs","5000","30","70"
"2020","Apollo Theater Foundation, Inc.","253 West 125th Street","New York","NY","10027-4408","New York","212-531-5385","Individual Artists","Composer Commissions","Asante Amin - Apollo85 Commission Project","9000","30","70"
"2020","A Public Space Literary Projects Inc.","323 Dean Street","Brooklyn","NY","11217","Brooklyn","718-858-8067","Literature","General Support","General Support","19000","25","52"
"2020","Aquila Theatre Company Inc","100 Washington Square East, Room 503","New York","NY","10003","New York","914-401-9494","Theatre","General Support","General Support for Aquila Theatre Company","28440","25","57"
"2020","Archipelago Books, Inc.","232 Third St. #A111","Brooklyn","NY","11215","Brooklyn","917-439-6184","Literature","Literary Translation","The End by Attila Bartis","6000","20","52"
"2020","Archipelago Books, Inc.","232 Third St. #A111","Brooklyn","NY","11215","Brooklyn","917-439-6184","Literature","General Support","Publication and promotion for twelve titles","17500","20","52"
"2020","Architectural League of New York","594 Broadway, Suite 607","New York","NY","10012","New York","212-753-1722","Architecture + Design","Independent Projects","Leopoldo Villardi - Villardi: Troy Modern","10750","26","66"
"2020","Architectural League of New York","594 Broadway, Suite 607","New York","NY","10012","New York","212-753-1722","Architecture + Design","Independent Projects","Alicia Ajayi - Ajayi: Freedom Village Research Institute","10750","26","66"
"2020","Architectural League of New York","594 Broadway, Suite 607","New York","NY","10012","New York","212-753-1722","Architecture + Design","General Support","General Operating Support","42000","26","66"
"2020","Architectural League of New York","594 Broadway, Suite 607","New York","NY","10012","New York","212-753-1722","Architecture + Design","Independent Projects","Julia Jamrozik - Jamrozik: Growing up Modern","10750","26","66"
"2020","Argento New Music Project, Inc.","P.O. Box 824","New York","NY","10024","New York","949-422-6061","Music","Project Support","Musical Surprises, Past and Present","5000","31","70"
"2020","ARISE Child and Family Service Inc.","635 James Street","Syracuse","NY","13203","New York","315-671-2917","Special Arts Services","Project Support","2019 UNIQUE Art and Literary program","12000",,
"2020","Arm of the Sea Productions Inc.","PO Box 175, Main Street","Malden-on-Hudson","NY","12453-0175","Ulster","845-246-7873","Regional Economic Development","Workforce Investment","Workforce Expansion","18750","46","102"
"2020","Arm of the Sea Productions Inc.","PO Box 175, Main Street","Malden-on-Hudson","NY","12453-0175","Ulster","845-246-7873","Theatre","General Support","ArmoftheSea Theater Outside the Box","10000","46","102"
"2020","Arnot Art Museum, Inc.","235 Lake St","Elmira","NY","14901-3191","Chemung","607-734-3697","Museum","General Support","General Operating Support","19000","58","124"
"2020","ARS Nova Theater I Inc.","511 West 54th Street","New York","NY","10019","New York","212-489-9800","Theatre","General Support","Ars Nova New Works","19000","27","67"
"2020","ARS Nova Theater I Inc.","511 West 54th Street","New York","NY","10019","New York","212-489-9800","Regional Economic Development","Workforce Fellowship","Workforce Training and Development Programs","45000","27","67"
"2020","ARS Nova Theater I Inc.","511 West 54th Street","New York","NY","10019","New York","212-489-9800","Individual Artists","Theatre Artist Commissions","nicHi douglas - NYSCA Individual Artists FY2020","6300","27","67"
"2020","ArtBridge Projects, Inc.","430 West 24th Street, Suite 1EE","New York","NY","10011","New York","917-975-3027","Special Arts Services","Project Support","City Canvas @ NYCHA: Bridging the Divide","12000",,
"2020","Art Creates US, Inc","247 Water St. Suite 403","Brooklyn","NY","11201","New York","212-256-1947","Arts Education","Community-Based Learning","ProjectArt NYC","4000",,
"2020","Art Deco Society of New York, Inc.","400 East 56th Street, 39N","New York","NY","10022","New York","212-679-3326","Architecture + Design","Project Support","Telling the Art Deco Story of Our Neighborhoods","15932",,
"2020","Arthur Aviles Typical Theatre","2474 Westchester Avenue","Bronx","NY","10461","Bronx","718-918-2110","Dance","Services to the Field","Artist Fees for Dance Events","18000","32","85"
"2020","Arthur Aviles Typical Theatre","2474 Westchester Avenue","Bronx","NY","10461","Bronx","718-918-2110","Dance","Rehearsal Space","Rehearsal Space Subsidy - 2200 hrs./50 choreographers","12500","32","85"
"2020","Artists Alliance Inc","107 Suffolk Street Room, # 411","New York","NY","10002","New York","415-518-4883","Visual Arts","Exhibitions & Installations","Cuchifritos Gallery Project Space","17000","26","65"
"2020","Artists Alliance Inc","107 Suffolk Street Room, # 411","New York","NY","10002","New York","415-518-4883","Visual Arts","Workspace","LES Studio Program","15000","26","65"
"2020","Artists in Residence Inc.","155 Plymouth Street","Brooklyn","NY","11201","Brooklyn","212-255-6651","Visual Arts","Exhibitions & Installations","Exhibitions and Installations","24900","26","52"
"2020","Artists in Residence Inc.","155 Plymouth Street","Brooklyn","NY","11201","Brooklyn","212-255-6651","Electronic Media & Film","Exhibitions & Installations","Exhibitions and Installations","7000","26","52"
"2020","Artists Space, Inc.","80 White Street","New York","NY","10013-3587","New York","2122263970","Arts Education","Pre-K-12: In-School Programs","Expanded Art Ideas","5000","26","66"
"2020","Artists Space, Inc.","80 White Street","New York","NY","10013-3587","New York","2122263970","Visual Arts","General Support","Artists Space Exhibitions and Public Programs","35000","26","66"
"2020","Artists Space, Inc.","80 White Street","New York","NY","10013-3587","New York","2122263970","Regional Economic Development","Workforce Investment","Workforce Expansion","25000","26","66"
"2020","Art of Brooklyn Festival Inc^The","145 72nd St, Ste. A1","Brooklyn","NY","11209","Brooklyn","917-538-1799","Electronic Media & Film","Film Festivals and Screenings","The 2020 Art of Brooklyn Film Festival","12000",,
"2020","Art of the Early Keyboard, Inc.","170 W 73rd St Apt 3C","New York","NY","10023-3005","New York","212-967-9157","Music","General Support","ARTEK General Operating Support","10000","29","67"
"2020","Art Omi, Inc.","1405 County Route 22","Ghent","NY","12075","Columbia","518-392-4747","Regional Economic Development","Facilities Improvement - Mid-Size Capital Projects","Studio Barn Renovations","145000","43","106"
"2020","Art Omi, Inc.","1405 County Route 22","Ghent","NY","12075","Columbia","518-392-4747","Music","Services to the Field","Music Omi","8000","43","106"
"2020","Art Omi, Inc.","1405 County Route 22","Ghent","NY","12075","Columbia","518-392-4747","Architecture + Design","Project Support","Residency: Architecture Omi for NYS Architects","16000","43","106"
"2020","Artpark & Company","450 S. 4th Street","Lewiston","NY","14092","Niagara","716-754-9000","Regional Economic Development","Arts Impact","Power Niagara","100000","62","145"
"2020","Artpark & Company","450 S. 4th Street","Lewiston","NY","14092","Niagara","716-754-9000","Presenting","General Support","Artpark Presenting Season","20000","62","145"
"2020","Art Resources Transfer, Inc.","526 W. 26th Street, # 614","New York","NY","10001-5522","New York","212-255-2919","Literature","Regrants","Poulin Project","12000","27","75"
"2020","Arts at the Palace. Inc.","19 Utica Street  PO Box 177","Hamilton","NY","13346","Madison","315-824-1420","Theatre","Services to the Field","From Script to Stage: New Play Development","6000",,
"2020","Arts Center and Theatre of Schenectady, Inc.","432 State Street","Schenectady","NY","12305-2385","Schenectady","518-382-3884","Presenting","General Support","Proctors - Regional Arts Presenting","50000","49","111"
"2020","Arts Center and Theatre of Schenectady, Inc.","432 State Street","Schenectady","NY","12305-2385","Schenectady","518-382-3884","Arts Education","Pre-K-12: In-School Programs","MediaWorks","4000","49","111"
"2020","Art School of Columbia County, Inc.","1198 Rt 21 C","Ghent","NY","12075","Columbia","732-397-1447","Special Arts Services","Project Support","Community Art Outreach Programming","7500",,
"2020","Arts Council for Wyoming County","P.O. Box 249, 31 S. Main Street","Perry","NY","14530-0249","Wyoming","585-237-3517","Folk Arts","Project Support","New Folks on the Farm:Refugee Arts and Traditions","6150","59","147"
"2020","Arts Council for Wyoming County","P.O. Box 249, 31 S. Main Street","Perry","NY","14530-0249","Wyoming","585-237-3517","Theatre","Professional Performances","Shake on the Lake - Shake On the Lake Repertory Tour","10000","59","147"
"2020","Arts Council for Wyoming County","P.O. Box 249, 31 S. Main Street","Perry","NY","14530-0249","Wyoming","585-237-3517","State & Local Partnership","Regrants","Community Arts Grants ($14,760 Admin; $34,440)","49200","59","147"
"2020","Arts Council for Wyoming County","P.O. Box 249, 31 S. Main Street","Perry","NY","14530-0249","Wyoming","585-237-3517","State & Local Partnership","General Support","General Operating Support","25000","59","147"
"2020","Arts Council of Rockland","55 West Railroad Ave, Box 275","Garnerville","NY","10923","Rockland","917-533-4161","State & Local Partnership","General Support","Cultivating Collaboration Artists in Community","5000","39","96"
"2020","ARTs East New York, Inc.","534 Livonia Ave, Office Suite","Brooklyn","NY","11207","Brooklyn","718-676-6006","Special Arts Services","Project Support","Summer Saturdaze & Nightz","10000","19","60"
"2020","Arts for All, Inc.","116 West 23rd Street, Fifth Floor","New York","NY","10011","New York","212-591-6108","Arts Education","Pre-K-12: In-School Programs","Literacy Through the Arts","14200","27","66"
"2020","Arts for Art","107 Suffolk Street, #300","New York","NY","10002","New York","212-254-5420","Music","General Support","General Operating FY20","15000","26","65"
"2020","Arts for Art","107 Suffolk Street, #300","New York","NY","10002","New York","212-254-5420","Individual Artists","Composer Commissions","Ingrid Laubrock - Composer Commission Ingrid Laubrock","10000","26","65"
"2020","Arts Guild of Old Forge, Inc.","PO Box 1144, 3273 State Route 28","Old Forge","NY","13420-1144","Herkimer","315-369-6411","State & Local Partnership","General Support","General Operating Support for View (Old Forge)","20000","49","118"
"2020","ARTS LETTERS AND NUMBERS INC",,,,,,,"Regional Economic Development","Facilities Improvement - Mid-Size Capital Projects","Capital Improvements to ""The Mill""","145000",,
"2020","Arts Mid-Hudson, Inc.","696 Dutchess Turnpike, Suite F","Poughkeepsie","NY","12603","Dutchess","845-454-3222","Folk Arts","Regional & Cnty Folk Arts Prg","Folk Arts Program","42000","41","104"
"2020","Arts Mid-Hudson, Inc.","696 Dutchess Turnpike, Suite F","Poughkeepsie","NY","12603","Dutchess","845-454-3222","State & Local Partnership","Regrants","Decentralization Regrants - ($52,200 Admin; $121,800 Regrants)","174000","41","104"
"2020","Arts Mid-Hudson, Inc.","696 Dutchess Turnpike, Suite F","Poughkeepsie","NY","12603","Dutchess","845-454-3222","Regional Economic Development","Workforce Investment","Workforce Expansion","18750","41","104"
"2020","Arts Mid-Hudson, Inc.","696 Dutchess Turnpike, Suite F","Poughkeepsie","NY","12603","Dutchess","845-454-3222","State & Local Partnership","General Support","General Operating Support","41000","41","104"
"2020","Arts Services Initiative of Western NY, Inc.","2495 Main Street, Suite 422","Buffalo","NY","14214","Erie","716-833-3004","State & Local Partnership","Regrants","DEC Arts Regrant: Erie and Niagara (Admin $52,500; Regrants $122,500)","175000","63","141"
"2020","Arts Services Initiative of Western NY, Inc.","2495 Main Street, Suite 422","Buffalo","NY","14214","Erie","716-833-3004","State & Local Partnership","General Support","ASI SLP GOS","35000","63","141"
"2020","Arts Services Initiative of Western NY, Inc.","2495 Main Street, Suite 422","Buffalo","NY","14214","Erie","716-833-3004","Individual Artists","Composer Commissions","Moshe Shulman - Individual Artist Moshe Shulman Project","7000","63","141"
"2020","Art Start","526 West 26th Street, Suite 501","New York","NY","10001","New York","917-653-8659","Regional Economic Development","Workforce Investment","Workforce Expansion","49650","26","66"
"2020","Art Studio of WNY, Inc.","2495 Main Street , Suite 500","Buffalo","NY","14214-2152","Erie","716-833-4450","Special Arts Services","Instruction and Training","Jump Start Program","8000","63","141"
"2020","Art Studio of WNY, Inc.","2495 Main Street , Suite 500","Buffalo","NY","14214-2152","Erie","716-833-4450","Visual Arts","General Support","General Support for Visual Arts","27500","63","141"
"2020","Art Sweats, Inc.","David Dorfman Dance  Box 1227, Peter Stuyvesant Station","New York","NY","10009","New York","212-677-2503","Dance","General Support","General Operating Support","10000","27","66"
